file_id,filename,file_path,batch,a_doc_type,a_reason,b_doc_type,b_reason,final_doc_type,final_reason
SRC139,Performance_PSERS_Real_Estate_Partnership_Data_3Q2017.pdf,data/documents/pdf/Performance_PSERS_Real_Estate_Partnership_Data_3Q2017.pdf,batch1,Performance,page 1 labels table performance information with IRR and Multiple,Performance,PSERS Real Estate IRR as of 9/30/2017,Performance,both agents agreed
SRC140,Performance_PSERS_PEVCPD_PEI_Partnership_Data_4Q2015.pdf,data/documents/pdf/Performance_PSERS_PEVCPD_PEI_Partnership_Data_4Q2015.pdf,batch1,Performance,page 1 labels table performance information with IRR and Multiple,Performance,PSERS PE VC PD PEIP IRR as of 12/31/2015,Performance,both agents agreed
SRC145,Fee_Report_PSERS_Fees_By_Manager_FY2013.pdf,data/documents/pdf/Fee_Report_PSERS_Fees_By_Manager_FY2013.pdf,batch1,Fee_Report,page 1 says Investment Managers Fees fiscal year ended 2013,Fee_Report,"""Investment Managers' Fees Fiscal Year Ended June 30, 2013""",Fee_Report,both agents agreed
SRC146,Fee_Report_PSERS_Fees_By_Manager_FY2016.pdf,data/documents/pdf/Fee_Report_PSERS_Fees_By_Manager_FY2016.pdf,batch1,Fee_Report,page 1 says Investment Fees by Manager fiscal year 2016,Fee_Report,"""Investment Fees by Manager Fiscal Year Ended June 30, 2016""",Fee_Report,both agents agreed
SRC147,Fee_Report_PSERS_Fee_Transparency_Response_Bullet2.pdf,data/documents/pdf/Fee_Report_PSERS_Fee_Transparency_Response_Bullet2.pdf,batch1,Financials,page 1 says Financial Section Notes to Financial Statements,Financials,"""Notes to Financial Statements"" Health Options Program",Financials,both agents agreed
SRC148,Performance_PSERS_Adjusted_Ending_Value_TVPI_DPI_RVPI_Jun2018.pdf,data/documents/pdf/Performance_PSERS_Adjusted_Ending_Value_TVPI_DPI_RVPI_Jun2018.pdf,batch1,Performance,page 1 reports Adjusted Ending Value with TVPI DPI RVPI,Performance,"""Adjusted Ending Value with TVPI, DPI & RVPI"" 6/30/2018",Performance,both agents agreed
SRC149,Performance_PSERS_Benchmarking_Direct_Alpha_PME_Jun2018.pdf,data/documents/pdf/Performance_PSERS_Benchmarking_Direct_Alpha_PME_Jun2018.pdf,batch1,Performance,page 1 says Performance Benchmarking with Direct Alpha and PME,Performance,"""PERFORMANCE & BENCHMARKING WITH DIRECT ALPHA & PME""",Performance,both agents agreed
SRC151,Reporting_Glass_Lewis_Proxy_Season_Review_2017_PSERS.pdf,data/documents/pdf/Reporting_Glass_Lewis_Proxy_Season_Review_2017_PSERS.pdf,batch1,Stewardship_Proxy_Report,page 1 says Proxy Season Review and Preview,Stewardship_Proxy_Report,"""2017 PROXY SEASON REVIEW & 2018 PREVIEW"" Glass Lewis",Stewardship_Proxy_Report,both agents agreed
SRC152,Financials_PSERS_Notes_To_Financial_Statements_Response002.pdf,data/documents/pdf/Financials_PSERS_Notes_To_Financial_Statements_Response002.pdf,batch1,Financials,page 1 says Financial Section Notes to Financial Statements,Financials,"""Notes to Financial Statements"" PSERS fair value of investments",Financials,both agents agreed
SRC160,Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.pdf,data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.pdf,batch1,Quarterly_Report,page 1 says Quarterly Investment Performance Analysis,Quarterly_Report,"PA SERS ""Quarterly Investment Performance Analysis"" June 30 2013",Quarterly_Report,both agents agreed
SRC161,Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.pdf,data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.pdf,batch1,Quarterly_Report,page 1 says Quarterly Investment Performance Analysis,Quarterly_Report,"PA SERS ""Quarterly Investment Performance Analysis"" December 31 2015",Quarterly_Report,both agents agreed
SRC162,Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.pdf,data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.pdf,batch1,Quarterly_Report,page 1 says Quarterly Investment Performance Analysis,Quarterly_Report,"PA SERS ""Quarterly Investment Performance Analysis"" June 30 2017",Quarterly_Report,both agents agreed
SRC163,Financials_PA_SERS_Budget_Book_2017.pdf,data/documents/pdf/Financials_PA_SERS_Budget_Book_2017.pdf,batch1,Institutional_Report,page 1 identifies SERS 2017 Supplemental Budget Book,Institutional_Report,SERS budget infographic Total FY 17/18 Spending Request,Institutional_Report,both agents agreed
SRC164,Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025.pdf,data/documents/pdf/Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025.pdf,batch1,Fee_Report,AB2833 report discloses management fees carried interest and expenses,Fee_Report,"CalSTRS AB2833 private equity fees, management fees and carry",Fee_Report,both agents agreed
SRC165,Performance_LACERA_Total_Fund_Performance_3Q2022.pdf,data/documents/pdf/Performance_LACERA_Total_Fund_Performance_3Q2022.pdf,batch1,Quarterly_Report,page 1 says Total Fund Performance Report for quarter ended,Quarterly_Report,"LACERA ""TOTAL FUND PERFORMANCE REPORT For the quarter ended September 30, 2022""",Quarterly_Report,both agents agreed
SRC166,Performance_WSIB_Quarterly_Investment_Report_Jun2025.pdf,data/documents/pdf/Performance_WSIB_Quarterly_Investment_Report_Jun2025.pdf,batch1,Quarterly_Report,page 1 says Investment Reports Quarterly Report June 30 2025,Quarterly_Report,"""Quarterly Report"" June 30 2025 Washington State Investment Board",Quarterly_Report,both agents agreed
SRC167,Performance_WSIB_Quarterly_Investment_Report_Dec2024.pdf,data/documents/pdf/Performance_WSIB_Quarterly_Investment_Report_Dec2024.pdf,batch1,Quarterly_Report,page 1 says Investment Reports Quarterly Report December 31 2024,Quarterly_Report,"""Quarterly Report"" December 31 2024 Washington State Investment Board",Quarterly_Report,both agents agreed
SRC168,Performance_OPERF_Private_Equity_Portfolio_Q4_2023.pdf,data/documents/pdf/Performance_OPERF_Private_Equity_Portfolio_Q4_2023.pdf,batch1,Performance,Private Equity Portfolio table reports IRR and Total Value Multiple,Performance,OPERF Private Equity Portfolio as of December 31 2023 IRR,Performance,both agents agreed
SRC169,Performance_OCERS_Private_Equity_Portfolio_Q2_2025.pdf,data/documents/pdf/Performance_OCERS_Private_Equity_Portfolio_Q2_2025.pdf,batch1,Performance,Private Equity Portfolio Report table gives Net IRR and TVPI,Performance,OCERS Private Equity Portfolio Report Net IRR TVPI as of June 2025,Performance,both agents agreed
SRC170,Performance_KCERA_Investment_Performance_Review_Q2_2023.pdf,data/documents/pdf/Performance_KCERA_Investment_Performance_Review_Q2_2023.pdf,batch1,Quarterly_Report,Investment Performance Review reports last-three-month portfolio results,Performance,"""Investment Performance Review Period Ending: June 30, 2023""",Performance,Investment Performance Review; portfolio reconciliation and return tables
SRC171,Performance_SFERS_Private_Credit_Annual_Update_Jul2025.pdf,data/documents/pdf/Performance_SFERS_Private_Credit_Annual_Update_Jul2025.pdf,batch1,Institutional_Report,board calendar sheet says Annual Private Credit Update,Institutional_Report,"SFERS board ""Annual Private Credit Update"" July 9 2025",Institutional_Report,both agents agreed
SRC172,Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.pdf,data/documents/pdf/Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.pdf,batch1,Institutional_Report,institutional presentation explains New Mexico private equity investment program,Institutional_Report,NMSIC November 2021 private equity strategy slides,Institutional_Report,both agents agreed
SRC173,Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.pdf,data/documents/pdf/Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.pdf,batch1,Institutional_Report,institutional presentation explains New Mexico private equity investment program,Institutional_Report,NMSIC December 2020 private equity strategy slides,Institutional_Report,both agents agreed
SRC174,Financials_Montana_Board_of_Investments_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_Montana_Board_of_Investments_Annual_Report_FY2025.pdf,batch1,Institutional_Report,page 1 says Montana Board of Investments Annual Report 2025,Institutional_Report,"""Montana Board of Investments Annual Report 2025""",Institutional_Report,both agents agreed
SRC175,Financials_Arizona_PSPRS_ACFR_FY2025.pdf,data/documents/pdf/Financials_Arizona_PSPRS_ACFR_FY2025.pdf,batch1,Financials,page 1 says Annual Comprehensive Financial Report,Financials,"""ANNUAL COMPREHENSIVE FINANCIAL REPORT"" Arizona PSPRS FY2025",Financials,both agents agreed
SRC176,Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.pdf,data/documents/pdf/Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.pdf,batch1,Quarterly_Report,page 1 says First Quarter 2017 Quarterly Investment Review,Quarterly_Report,"SDCERA ""First Quarter 2017 Quarterly Investment Review""",Quarterly_Report,both agents agreed
SRC177,Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.pdf,data/documents/pdf/Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.pdf,batch1,Quarterly_Report,page 1 says Performance Measurement Report Third Quarter 2025,Quarterly_Report,"""Real Estate Portfolio Performance Measurement Report Third Quarter 2025""",Quarterly_Report,both agents agreed
SRC178,Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.pdf,data/documents/pdf/Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.pdf,batch1,Quarterly_Report,page 1 says Quarterly Review and Performance Measurement Report,Quarterly_Report,"""QUARTERLY REVIEW & PERFORMANCE MEASUREMENT REPORT"" March 31 2006",Quarterly_Report,both agents agreed
SRC179,Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023.pdf,data/documents/pdf/Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023.pdf,batch1,Quarterly_Report,Investment Performance Review presents quarter and YTD reconciliation,Performance,"""Investment Performance Review Period Ending: December 31, 2011""",Performance,Investment Performance Review; asset class returns and rankings
SRC180,Reporting_Colorado_PERA_Investment_Committee_Materials_Nov2025.pdf,data/documents/pdf/Reporting_Colorado_PERA_Investment_Committee_Materials_Nov2025.pdf,batch1,Institutional_Report,page 1 says Investment Committee Meeting Materials November 2025,Institutional_Report,"""Investment Committee Meeting Materials November 20, 2025"" Colorado PERA",Institutional_Report,both agents agreed
SRC181,Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.pdf,data/documents/pdf/Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.pdf,batch1,Institutional_Report,Alternatives Asset Class Overview is Investment Committee educational material,Institutional_Report,"""Alternatives Asset Class Overview"" November 20 2025 board slides",Institutional_Report,both agents agreed
SRC182,Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.pdf,data/documents/pdf/Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.pdf,batch1,Institutional_Report,page 1 says Financial Report as of May 31 2025,Institutional_Report,"""FINANCIAL REPORT As of May 31, 2025"" monthly",Institutional_Report,both agents agreed
SRC183,Performance_Alaska_PERS_Investment_Section_ACFR_FY2021.pdf,data/documents/pdf/Performance_Alaska_PERS_Investment_Section_ACFR_FY2021.pdf,batch2,Performance,page 3 letter reviews fiscal-year investment performance and benchmarks,Performance,page 3 letter reviews ARMB FY2021 investment performance,Performance,both agents agreed
SRC184,Financials_Hawaii_ERS_ACFR_FY2021.pdf,data/documents/pdf/Financials_Hawaii_ERS_ACFR_FY2021.pdf,batch2,Financials,page 1 says Annual Comprehensive Financial Report fiscal year ended June 30,Financials,page 1 Hawaii ERS ACFR FY ended June 30 2021,Financials,both agents agreed
SRC185,Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf,data/documents/pdf/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf,batch2,Institutional_Report,page 1 Investment Committee Item 8 annual management-of-investments report,Institutional_Report,CalSTRS Investment Committee Item 8 Diversity in Management FY2024-25,Institutional_Report,both agents agreed
SRC186,Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.pdf,data/documents/pdf/Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.pdf,batch2,Fee_Report,page 1 subject says Alternative Investment Vehicle Fee Disclosures,Fee_Report,page 1 AB2833 Alternative Investment Vehicle Fee Disclosures,Fee_Report,both agents agreed
SRC187,Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.pdf,data/documents/pdf/Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.pdf,batch2,Fee_Report,page 1 says AIV Fee & Expense Disclosure AB 2833,Fee_Report,CalPERS AIV Fee and Expense Disclosure AB2833 through June 2023,Fee_Report,both agents agreed
SRC188,Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025.pdf,data/documents/pdf/Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025.pdf,batch2,Performance,page 1 Private Equity Annual Program Review; contents include Portfolio Performance,Performance,CalPERS PE Annual Program Review contents Portfolio Performance,Performance,both agents agreed
SRC189,Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023.pdf,data/documents/pdf/Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023.pdf,batch2,Performance,page 1 Private Equity Annual Program Review; contents include Portfolio Performance,Performance,CalPERS PE Annual Program Review contents Portfolio Performance,Performance,both agents agreed
SRC190,Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.pdf,data/documents/pdf/Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.pdf,batch2,Performance,page 1 masthead Quarterly Performance Report for SBCERS,Performance,page 1 Quarterly Performance Report SBCERS December 31 2024,Performance,both agents agreed
SRC191,Financials_Nevada_PERS_ACFR_FY2024.pdf,data/documents/pdf/Financials_Nevada_PERS_ACFR_FY2024.pdf,batch2,Financials,page 1 says Annual Comprehensive Financial Report fiscal year ended June 30,Financials,Nevada PERS ACFR for fiscal year ended June 30 2024,Financials,both agents agreed
SRC192,Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf,data/documents/pdf/Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf,batch2,Institutional_Report,page 1 heading Outline of Investment Policies for defined benefit investments,Performance,Utah URS 10-Year Total Pension Investment Rates of Return,Institutional_Report,"investment policies, allocation targets and benchmarks beside return table"
SRC193,Reporting_LACERA_CIO_Monthly_Report_May2021.pdf,data/documents/pdf/Reporting_LACERA_CIO_Monthly_Report_May2021.pdf,batch2,Institutional_Report,page 1 masthead Chief Investment Officer Monthly Report,Institutional_Report,LACERA CIO Monthly Report Board of Investments May 19 2021,Institutional_Report,both agents agreed
SRC194,Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025.pdf,data/documents/pdf/Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025.pdf,batch2,Institutional_Report,page 1 Real Estate Strategy Semi-Annual Report prepared for CalSTRS,Performance,CalSTRS Real Estate Semi-Annual Report as of Q3 2025 Performance,Performance,"contents: Goals, Performance pages 4-11, market trends appendix"
SRC195,Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.pdf,data/documents/pdf/Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.pdf,batch2,Fee_Report,page 1 says Annual Cost & Collaborative Model Savings Report,Fee_Report,2023 Annual Cost and Collaborative Model Savings Report,Fee_Report,both agents agreed
SRC196,Performance_SERS_Ohio_Quarterly_Alternative_Investment_Q2_2023.pdf,data/documents/pdf/Performance_SERS_Ohio_Quarterly_Alternative_Investment_Q2_2023.pdf,batch2,Performance,page 1 masthead Quarterly Investments Performance Report,Performance,SERS Ohio Quarterly Investments Performance Report quarter end 6/30/2023,Performance,both agents agreed
SRC197,Financials_NC_Dept_State_Treasurer_Investment_Programs_FY2020.pdf,data/documents/pdf/Financials_NC_Dept_State_Treasurer_Investment_Programs_FY2020.pdf,batch2,Financials,page 1 says Financial Statements with Independent Auditors’ Report,Financials,NC Treasurer Investment Programs financial statements with auditors report,Financials,both agents agreed
SRC198,Performance_MOSERS_ACFR_Investment_Section_FY2025.pdf,data/documents/pdf/Performance_MOSERS_ACFR_Investment_Section_FY2025.pdf,batch2,Performance,page 3 CIO report states portfolio returns and benchmark outperformance,Performance,MOSERS CIO report FY2025 time-weighted return 9.8 percent,Performance,both agents agreed
SRC199,Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1.pdf,data/documents/pdf/Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1.pdf,batch2,Quarterly_Report,page 1 says Quarterly Investment Report period ending March 31 2025,Quarterly_Report,Quarterly Investment Report for period ending March 31 2025,Quarterly_Report,both agents agreed
SRC200,Financials_Massachusetts_PRIT_ACFR_FY2024.pdf,data/documents/pdf/Financials_Massachusetts_PRIT_ACFR_FY2024.pdf,batch2,Financials,page 1 says Annual Comprehensive Financial Report for PRIT Fund,Financials,PRIT Annual Comprehensive Financial Report FY 2024 and 2023,Financials,both agents agreed
SRC201,Performance_Virginia_VRS_IAC_Materials_Aug2025.pdf,data/documents/pdf/Performance_Virginia_VRS_IAC_Materials_Aug2025.pdf,batch2,Institutional_Report,page 1 Investment Advisory Committee meeting materials with CIO and portfolio reviews,Institutional_Report,VRS Investment Advisory Committee meeting materials August 20 2025,Institutional_Report,both agents agreed
SRC202,Performance_Rhode_Island_ERSRI_SIC_Monthly_Feb2026.pdf,data/documents/pdf/Performance_Rhode_Island_ERSRI_SIC_Monthly_Feb2026.pdf,batch2,Institutional_Report,page 1 says Monthly Performance Report for ERSRI,Performance,ERSRI Monthly Performance Report as of February 28 2026,Institutional_Report,page 2 SIC MEETING AGENDA AND MINUTES; board packet
SRC203,Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.pdf,data/documents/pdf/Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.pdf,batch2,Quarterly_Report,page 1 investment meeting agenda centers on quarterly presentation and reports,Quarterly_Report,NYCERS Investment Meeting quarterly presentation 1Q2026,Quarterly_Report,both agents agreed
SRC204,Performance_NYCERS_Monthly_Performance_Review_Apr2026.pdf,data/documents/pdf/Performance_NYCERS_Monthly_Performance_Review_Apr2026.pdf,batch2,Institutional_Report,page 1 says Monthly Performance Review April 2026,Performance,NYCERS Monthly Performance Review April 2026,Performance,Manager and Benchmark Comparison fills pages 18-55 of 63
SRC205,Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.pdf,data/documents/pdf/Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.pdf,batch2,Quarterly_Report,page 1 says Quarterly Private Equity Board Update period ended March 31,Performance,Quarterly Private Equity Board Update period ended March 31 2025,Quarterly_Report,"holdings, cash flow, valuations and performance together; quarterly board pack"
SRC206,Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.pdf,data/documents/pdf/Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.pdf,batch2,Quarterly_Report,page 1 says Investment Measurement Service Quarterly Review December 31,Performance,SERS Investment Measurement Service Quarterly Review December 31 2023,Performance,"contents almost entirely return, attribution and manager tables"
SRC207,Financials_Michigan_MSERS_ACFR_FY2025.pdf,data/documents/pdf/Financials_Michigan_MSERS_ACFR_FY2025.pdf,batch2,Financials,page 1 says Annual Comprehensive Financial Report fiscal year ended September 30,Financials,Michigan SERS ACFR for fiscal year ended September 30 2025,Financials,both agents agreed
SRC208,Financials_Connecticut_Treasurer_Annual_Report_CY2025.pdf,data/documents/pdf/Financials_Connecticut_Treasurer_Annual_Report_CY2025.pdf,batch2,Financials,contents include Independent Auditors Report and multiple financial statements,Financials,Connecticut Treasurer 2025 Annual Report financial section,Financials,both agents agreed
SRC209,Financials_Kansas_KPERS_ACFR_FY2025.pdf,data/documents/pdf/Financials_Kansas_KPERS_ACFR_FY2025.pdf,batch2,Financials,page 2 says Annual Comprehensive Financial Report fiscal year ended June 30,Financials,KPERS ACFR for fiscal year ended June 30 2025,Financials,both agents agreed
SRC210,Performance_Florida_SBA_IAC_Materials_Jun2026.pdf,data/documents/pdf/Performance_Florida_SBA_IAC_Materials_Jun2026.pdf,batch2,Institutional_Report,page 1 Investment Advisory Council materials for June 1 meeting,Institutional_Report,Florida SBA Investment Advisory Council meeting June 1 2026,Institutional_Report,both agents agreed
SRC211,Performance_Florida_SBA_Annual_Investment_Report_FY2024.pdf,data/documents/pdf/Performance_Florida_SBA_Annual_Investment_Report_FY2024.pdf,batch2,Institutional_Report,page 1 masthead Annual Investment Report July 2023 through June 2024,Performance,Florida SBA Annual Investment Report FY2024 contents Performance,Institutional_Report,"contents: vision, structure, oversight, duties beside performance sections"
SRC212,Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023.pdf,data/documents/pdf/Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023.pdf,batch2,Performance,page 3 identifies ACFR Investment Section and Investment Results,Financials,INPRS Annual Comprehensive Financial Report FY ended June 30 2023,Institutional_Report,ACFR Investment Section extract only; no audited statements bound in
SRC213,Performance_Texas_TRS_IMD_Board_Book_Apr2026.pdf,data/documents/pdf/Performance_Texas_TRS_IMD_Board_Book_Apr2026.pdf,batch2,Institutional_Report,page 3 Board and Investment Management Committee meeting agenda,Institutional_Report,TRS Board of Trustees and IMC meeting agenda April 30 2026,Institutional_Report,both agents agreed
SRC214,Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2024.pdf,data/documents/pdf/Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2024.pdf,batch2,Schedule_Inv,page 1 says Schedule of Investments as of December 31 2024,Schedule_Inv,SWIB Schedule of Investments as of December 31 2024,Schedule_Inv,both agents agreed
SRC215,Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2023.pdf,data/documents/pdf/Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2023.pdf,batch2,Schedule_Inv,page 1 says Schedule of Investments as of December 31 2023,Schedule_Inv,SWIB Schedule of Investments as of December 31 2023,Schedule_Inv,both agents agreed
SRC216,Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf,data/documents/pdf/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf,batch2,Institutional_Report,page 1 masthead Monthly Transaction Report April 2026,Institutional_Report,NYCRF Monthly Transaction Report April 2026 new commitments,Institutional_Report,both agents agreed
SRC217,Performance_Tennessee_TCRS_ACFR_Investment_Section_FY2025.pdf,data/documents/pdf/Performance_Tennessee_TCRS_ACFR_Investment_Section_FY2025.pdf,batch2,Performance,page 2 presents ACFR Investment Section and fiscal-year investment returns,Performance,TCRS Investment Section ACFR FY2025 TRGT return 10.20 percent,Performance,both agents agreed
SRC218,Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.pdf,data/documents/pdf/Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.pdf,batch2,Institutional_Report,page 1 Board of Trustees Meeting December 12 2025,Institutional_Report,TCRS Board of Trustees meeting December 12 2025,Institutional_Report,both agents agreed
SRC219,Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.pdf,data/documents/pdf/Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.pdf,batch2,Quarterly_Report,page 1 says Quarterly Board Meeting December 4 2025,Quarterly_Report,KPPA Quarterly Board Meeting December 4 2025,Quarterly_Report,both agents agreed
SRC220,Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf,data/documents/pdf/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf,batch2,Institutional_Report,page 1 annual statutory report on Illinois Economic Opportunity Investments,Institutional_Report,IMRF annual Illinois Economic Opportunity Investments statutory report,Institutional_Report,both agents agreed
SRC221,Financials_IMRF_Illinois_ACFR_2023.pdf,data/documents/pdf/Financials_IMRF_Illinois_ACFR_2023.pdf,batch2,Financials,page 1 says Annual Comprehensive Financial Report years ended 2023 and 2022,Financials,IMRF ACFR years ended December 31 2023 and 2022,Financials,both agents agreed
SRC222,Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf,data/documents/pdf/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf,batch2,Institutional_Report,page 3 says Private Infrastructure Portfolio Annual Tactical Plan planning document,Institutional_Report,ERS Texas Private Infrastructure Annual Tactical Plan FY2023,Institutional_Report,both agents agreed
SRC223,Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.pdf,data/documents/pdf/Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.pdf,batch2,Institutional_Report,page 2 says Private Equity Tactical Plan outlines fiscal-year portfolio plan,Institutional_Report,ERS Texas Private Equity Tactical Plan for fiscal year 2022,Institutional_Report,both agents agreed
SRC224,Schedule_Inv_TPG_Twin_Brook_Capital_Income_Fund_ARS_FY2025.pdf,data/documents/pdf/Schedule_Inv_TPG_Twin_Brook_Capital_Income_Fund_ARS_FY2025.pdf,batch2,Financials,page 1 Annual Report; page 2 begins Form 10-K,Financials,TPG Twin Brook Capital Income Fund 2025 Form 10-K,Financials,both agents agreed
SRC225,Schedule_Inv_WTI_Fund_X_Venture_Debt_ARS_FY2025.pdf,data/documents/pdf/Schedule_Inv_WTI_Fund_X_Venture_Debt_ARS_FY2025.pdf,batch2,Financials,page 1 begins Form 10-K annual report for fiscal 2025,Financials,WTI Fund X Form 10-K FY ended December 31 2025,Financials,both agents agreed
SRC226,Schedule_Inv_WTI_Fund_XI_Venture_Debt_ARS_FY2025.pdf,data/documents/pdf/Schedule_Inv_WTI_Fund_XI_Venture_Debt_ARS_FY2025.pdf,batch2,Financials,page 1 begins Form 10-K annual report for fiscal 2025,Financials,WTI Fund XI Form 10-K FY ended December 31 2025,Financials,both agents agreed
SRC227,Schedule_Inv_CNL_Strategic_Capital_LLC_ARS_FY2025.pdf,data/documents/pdf/Schedule_Inv_CNL_Strategic_Capital_LLC_ARS_FY2025.pdf,batch2,Financials,page 1 says 2025 Annual Report for private equity strategy,Financials,CNL Strategic Capital 2025 Annual Report,Financials,both agents agreed
SRC228,Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.pdf,data/documents/pdf/Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.pdf,batch2,Financials,page 1 says 2025 Annual Report for Sculptor real estate strategy,Financials,Sculptor Diversified REIT 2025 Annual Report,Financials,both agents agreed
SRC229,Financials_JPMorgan_Real_Estate_Income_Trust_ARS_FY2025.pdf,data/documents/pdf/Financials_JPMorgan_Real_Estate_Income_Trust_ARS_FY2025.pdf,batch2,Financials,stockholder letter is followed by Form 10-K annual filing,Financials,JPMREIT 2025 Stockholder Letter annual report,Financials,both agents agreed
SRC230,Financials_Strategic_Storage_Trust_VI_ARS_FY2025.pdf,data/documents/pdf/Financials_Strategic_Storage_Trust_VI_ARS_FY2025.pdf,batch2,Financials,page 1 says 2025 Annual Report; stockholder letter follows,Financials,Strategic Storage Trust VI 2025 Annual Report,Financials,both agents agreed
SRC231,Financials_Starwood_Real_Estate_Income_Trust_ARS_FY2025.pdf,data/documents/pdf/Financials_Starwood_Real_Estate_Income_Trust_ARS_FY2025.pdf,batch2,Financials,page 1 says Starwood Real Estate Income Trust Annual Report 2025,Financials,Starwood Real Estate Income Trust 2025 Annual Report,Financials,both agents agreed
SRC232,Financials_Franklin_BSP_Realty_Trust_ARS_FY2025.pdf,data/documents/pdf/Financials_Franklin_BSP_Realty_Trust_ARS_FY2025.pdf,batch2,Financials,page 1 image shows Form 10-K annual report for fiscal 2025,Financials,Franklin BSP Realty Trust Form 10-K annual report,Financials,both agents agreed
SRC233,Schedule_Inv_OFS_Capital_Corp_ARS_FY2024.pdf,data/documents/pdf/Schedule_Inv_OFS_Capital_Corp_ARS_FY2024.pdf,batch2,Financials,page 1 says Annual Report 2024 for OFS Capital,Financials,OFS Capital Corporation Annual Report 2024,Financials,both agents agreed
