scenario_id,scenario_type,fund_id,manager_id,strategy,baseline_score,scenario_score,baseline_tvpi,scenario_tvpi,haircut,official_eligibility,affected_ids,evidence_id
nav_10,nav_haircut,FUND_SYNTH_000298,MANAGER_SYNTH_00075,infrastructure,9.33333333333,9.33333333332,1.08944140492,1.0704320036407,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000298:nav_10
nav_20,nav_haircut,FUND_SYNTH_000298,MANAGER_SYNTH_00075,infrastructure,9.33333333333,9.33333333332,1.08944140492,1.0514226023644,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000298:nav_20
nav_30,nav_haircut,FUND_SYNTH_000298,MANAGER_SYNTH_00075,infrastructure,9.33333333333,9.33333333332,1.08944140492,1.0324132010881,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000298:nav_30
nav_00,nav_haircut,FUND_SYNTH_000299,MANAGER_SYNTH_00075,buyout,7.45762711864,7.457627118645491,1.2243998287,1.224399828701,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000299:nav_00
nav_10,nav_haircut,FUND_SYNTH_000299,MANAGER_SYNTH_00075,buyout,7.45762711864,7.457627118645491,1.2243998287,1.2050557976659,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000299:nav_10
nav_20,nav_haircut,FUND_SYNTH_000299,MANAGER_SYNTH_00075,buyout,7.45762711864,6.440677966103118,1.2243998287,1.1857117666308001,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000299:nav_20
nav_30,nav_haircut,FUND_SYNTH_000299,MANAGER_SYNTH_00075,buyout,7.45762711864,6.440677966103118,1.2243998287,1.1663677355957,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000299:nav_30
nav_00,nav_haircut,FUND_SYNTH_000300,MANAGER_SYNTH_00075,real_estate,39.2592592593,39.259259259248886,1.58742278655,1.587422786547,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000300:nav_00
nav_10,nav_haircut,FUND_SYNTH_000300,MANAGER_SYNTH_00075,real_estate,39.2592592593,34.81481481480444,1.58742278655,1.5227007549753,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000300:nav_10
nav_20,nav_haircut,FUND_SYNTH_000300,MANAGER_SYNTH_00075,real_estate,39.2592592593,32.59259259258222,1.58742278655,1.4579787234036,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000300:nav_20
nav_30,nav_haircut,FUND_SYNTH_000300,MANAGER_SYNTH_00075,real_estate,39.2592592593,28.14814814813778,1.58742278655,1.3932566918318998,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000300:nav_30
nav_00,nav_haircut,FUND_SYNTH_000301,MANAGER_SYNTH_00076,secondaries,81.3333333333,81.33333333332,1.50092728784,1.500927287843,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000301:nav_00
nav_10,nav_haircut,FUND_SYNTH_000301,MANAGER_SYNTH_00076,secondaries,81.3333333333,69.33333333332,1.50092728784,1.4076900940079,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000301:nav_10
nav_20,nav_haircut,FUND_SYNTH_000301,MANAGER_SYNTH_00076,secondaries,81.3333333333,61.33333333332,1.50092728784,1.3144529001728,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000301:nav_20
nav_30,nav_haircut,FUND_SYNTH_000301,MANAGER_SYNTH_00076,secondaries,81.3333333333,57.33333333332,1.50092728784,1.2212157063376998,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000301:nav_30
nav_00,nav_haircut,FUND_SYNTH_000303,MANAGER_SYNTH_00076,real_estate,92.0,92.0,1.32374145822,1.3237414582159999,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000303:nav_00
nav_10,nav_haircut,FUND_SYNTH_000303,MANAGER_SYNTH_00076,real_estate,92.0,80.0,1.32374145822,1.2550749169333,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000303:nav_10
nav_20,nav_haircut,FUND_SYNTH_000303,MANAGER_SYNTH_00076,real_estate,92.0,64.0,1.32374145822,1.1864083756506,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000303:nav_20
nav_30,nav_haircut,FUND_SYNTH_000303,MANAGER_SYNTH_00076,real_estate,92.0,44.0,1.32374145822,1.1177418343679,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000303:nav_30
nav_00,nav_haircut,FUND_SYNTH_000304,MANAGER_SYNTH_00076,growth,91.6666666667,91.66666666668,2.5128415621,2.512841562099,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000304:nav_00
nav_10,nav_haircut,FUND_SYNTH_000304,MANAGER_SYNTH_00076,growth,91.6666666667,91.66666666668,2.5128415621,2.4837457488001,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000304:nav_10
nav_20,nav_haircut,FUND_SYNTH_000304,MANAGER_SYNTH_00076,growth,91.6666666667,91.66666666668,2.5128415621,2.4546499355012,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000304:nav_20
nav_30,nav_haircut,FUND_SYNTH_000304,MANAGER_SYNTH_00076,growth,91.6666666667,91.66666666668,2.5128415621,2.4255541222023,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000304:nav_30
nav_00,nav_haircut,FUND_SYNTH_000307,MANAGER_SYNTH_00077,buyout,11.2820512821,11.282051282043078,1.12007216003,1.120072160026,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000307:nav_00
nav_10,nav_haircut,FUND_SYNTH_000307,MANAGER_SYNTH_00077,buyout,11.2820512821,11.282051282043078,1.12007216003,1.0399480023351,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000307:nav_10
nav_20,nav_haircut,FUND_SYNTH_000307,MANAGER_SYNTH_00077,buyout,11.2820512821,8.205128205120001,1.12007216003,0.9598238446442,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000307:nav_20
nav_30,nav_haircut,FUND_SYNTH_000307,MANAGER_SYNTH_00077,buyout,11.2820512821,8.205128205120001,1.12007216003,0.8796996869533,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000307:nav_30
nav_00,nav_haircut,FUND_SYNTH_000308,MANAGER_SYNTH_00077,venture,91.4285714286,91.42857142856,4.53555681787,4.53555681787,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000308:nav_00
nav_10,nav_haircut,FUND_SYNTH_000308,MANAGER_SYNTH_00077,venture,91.4285714286,91.42857142856,4.53555681787,4.335064513507,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000308:nav_10
nav_20,nav_haircut,FUND_SYNTH_000308,MANAGER_SYNTH_00077,venture,91.4285714286,87.14285714284571,4.53555681787,4.134572209144,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000308:nav_20
nav_30,nav_haircut,FUND_SYNTH_000308,MANAGER_SYNTH_00077,venture,91.4285714286,87.14285714284571,4.53555681787,3.934079904781,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000308:nav_30
nav_00,nav_haircut,FUND_SYNTH_000310,MANAGER_SYNTH_00078,real_estate,75.5555555556,75.55555555556444,1.90625647061,1.906256470611,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000310:nav_00
nav_10,nav_haircut,FUND_SYNTH_000310,MANAGER_SYNTH_00078,real_estate,75.5555555556,75.55555555556444,1.90625647061,1.8871939059048999,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000310:nav_10
nav_20,nav_haircut,FUND_SYNTH_000310,MANAGER_SYNTH_00078,real_estate,75.5555555556,75.55555555556444,1.90625647061,1.8681313411987999,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000310:nav_20
nav_30,nav_haircut,FUND_SYNTH_000310,MANAGER_SYNTH_00078,real_estate,75.5555555556,75.55555555556444,1.90625647061,1.8490687764926999,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000310:nav_30
nav_00,nav_haircut,FUND_SYNTH_000311,MANAGER_SYNTH_00078,real_estate,58.6666666667,58.66666666668,1.27407134374,1.274071343733,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000311:nav_00
nav_10,nav_haircut,FUND_SYNTH_000311,MANAGER_SYNTH_00078,real_estate,58.6666666667,26.66666666668,1.27407134374,1.171620182657,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000311:nav_10
nav_20,nav_haircut,FUND_SYNTH_000311,MANAGER_SYNTH_00078,real_estate,58.6666666667,14.666666666680001,1.27407134374,1.0691690215810001,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000311:nav_20
nav_30,nav_haircut,FUND_SYNTH_000311,MANAGER_SYNTH_00078,real_estate,58.6666666667,10.666666666680001,1.27407134374,0.966717860505,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000311:nav_30
nav_00,nav_haircut,FUND_SYNTH_000312,MANAGER_SYNTH_00078,growth,95.8333333333,95.83333333332,2.57242016712,2.572420167115,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000312:nav_00
nav_10,nav_haircut,FUND_SYNTH_000312,MANAGER_SYNTH_00078,growth,95.8333333333,95.83333333332,2.57242016712,2.5426334949155,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000312:nav_10
nav_20,nav_haircut,FUND_SYNTH_000312,MANAGER_SYNTH_00078,growth,95.8333333333,95.83333333332,2.57242016712,2.512846822716,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000312:nav_20
nav_30,nav_haircut,FUND_SYNTH_000312,MANAGER_SYNTH_00078,growth,95.8333333333,93.33333333332001,2.57242016712,2.4830601505164998,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000312:nav_30
nav_00,nav_haircut,FUND_SYNTH_000314,MANAGER_SYNTH_00079,private_credit,30.0,30.0,1.16963304193,1.169633041933,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000314:nav_00
nav_10,nav_haircut,FUND_SYNTH_000314,MANAGER_SYNTH_00079,private_credit,30.0,30.0,1.16963304193,1.1528922158847001,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000314:nav_10
nav_20,nav_haircut,FUND_SYNTH_000314,MANAGER_SYNTH_00079,private_credit,30.0,28.5,1.16963304193,1.1361513898364,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000314:nav_20
nav_30,nav_haircut,FUND_SYNTH_000314,MANAGER_SYNTH_00079,private_credit,30.0,25.5,1.16963304193,1.1194105637881,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000314:nav_30
nav_00,nav_haircut,FUND_SYNTH_000315,MANAGER_SYNTH_00079,buyout,9.49152542373,9.491525423726983,1.27564755725,1.275647557248,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000315:nav_00
nav_10,nav_haircut,FUND_SYNTH_000315,MANAGER_SYNTH_00079,buyout,9.49152542373,7.457627118642237,1.27564755725,1.2394916072292,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000315:nav_10
nav_20,nav_haircut,FUND_SYNTH_000315,MANAGER_SYNTH_00079,buyout,9.49152542373,5.423728813557491,1.27564755725,1.2033356572104,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000315:nav_20
nav_30,nav_haircut,FUND_SYNTH_000315,MANAGER_SYNTH_00079,buyout,9.49152542373,4.406779661015118,1.27564755725,1.1671797071916,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000315:nav_30
nav_00,nav_haircut,FUND_SYNTH_000316,MANAGER_SYNTH_00079,growth,93.3333333333,93.33333333332,1.92714661806,1.9271466180619998,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000316:nav_00
nav_10,nav_haircut,FUND_SYNTH_000316,MANAGER_SYNTH_00079,growth,93.3333333333,81.33333333332,1.92714661806,1.8255569056279999,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000316:nav_10
nav_20,nav_haircut,FUND_SYNTH_000316,MANAGER_SYNTH_00079,growth,93.3333333333,77.33333333332001,1.92714661806,1.723967193194,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000316:nav_20
nav_30,nav_haircut,FUND_SYNTH_000316,MANAGER_SYNTH_00079,growth,93.3333333333,65.33333333332,1.92714661806,1.62237748076,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000316:nav_30
nav_00,nav_haircut,FUND_SYNTH_000317,MANAGER_SYNTH_00080,secondaries,41.0526315789,41.052631578943156,1.53342832294,1.5334283229399999,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000317:nav_00
nav_10,nav_haircut,FUND_SYNTH_000317,MANAGER_SYNTH_00080,secondaries,41.0526315789,31.57894736841684,1.53342832294,1.471234803205,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000317:nav_10
nav_20,nav_haircut,FUND_SYNTH_000317,MANAGER_SYNTH_00080,secondaries,41.0526315789,25.26315789473263,1.53342832294,1.4090412834700001,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000317:nav_20
nav_30,nav_haircut,FUND_SYNTH_000317,MANAGER_SYNTH_00080,secondaries,41.0526315789,15.789473684206316,1.53342832294,1.346847763735,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000317:nav_30
nav_00,nav_haircut,FUND_SYNTH_000320,MANAGER_SYNTH_00080,real_estate,69.3333333333,69.33333333332001,1.21275793601,1.212757936009,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000320:nav_00
nav_10,nav_haircut,FUND_SYNTH_000320,MANAGER_SYNTH_00080,real_estate,69.3333333333,53.333333333320006,1.21275793601,1.1498504536655,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000320:nav_10
nav_20,nav_haircut,FUND_SYNTH_000320,MANAGER_SYNTH_00080,real_estate,69.3333333333,41.333333333320006,1.21275793601,1.086942971322,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000320:nav_20
nav_30,nav_haircut,FUND_SYNTH_000320,MANAGER_SYNTH_00080,real_estate,69.3333333333,37.333333333320006,1.21275793601,1.0240354889785,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000320:nav_30
nav_00,nav_haircut,FUND_SYNTH_000321,MANAGER_SYNTH_00081,private_credit,92.5,92.5,1.69186227221,1.6918622722080001,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000321:nav_00
nav_10,nav_haircut,FUND_SYNTH_000321,MANAGER_SYNTH_00081,private_credit,92.5,91.0,1.69186227221,1.6790277090252,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000321:nav_10
nav_20,nav_haircut,FUND_SYNTH_000321,MANAGER_SYNTH_00081,private_credit,92.5,91.0,1.69186227221,1.6661931458424,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000321:nav_20
nav_30,nav_haircut,FUND_SYNTH_000321,MANAGER_SYNTH_00081,private_credit,92.5,91.0,1.69186227221,1.6533585826596,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000321:nav_30
nav_00,nav_haircut,FUND_SYNTH_000323,MANAGER_SYNTH_00081,buyout,41.6949152542,41.69491525425356,1.86483998867,1.864839988673,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000323:nav_00
nav_10,nav_haircut,FUND_SYNTH_000323,MANAGER_SYNTH_00081,buyout,41.6949152542,38.644067796626445,1.86483998867,1.7898045879367,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000323:nav_10
nav_20,nav_haircut,FUND_SYNTH_000323,MANAGER_SYNTH_00081,buyout,41.6949152542,32.5423728813722,1.86483998867,1.7147691872004,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000323:nav_20
nav_30,nav_haircut,FUND_SYNTH_000323,MANAGER_SYNTH_00081,buyout,41.6949152542,30.50847457628746,1.86483998867,1.6397337864641002,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000323:nav_30
nav_00,nav_haircut,FUND_SYNTH_000324,MANAGER_SYNTH_00081,venture,15.0,15.000000000011429,0.372957493402,0.3729574934021,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000324:nav_00
nav_10,nav_haircut,FUND_SYNTH_000324,MANAGER_SYNTH_00081,venture,15.0,15.000000000011429,0.372957493402,0.36728058846639,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000324:nav_10
nav_20,nav_haircut,FUND_SYNTH_000324,MANAGER_SYNTH_00081,venture,15.0,15.000000000011429,0.372957493402,0.36160368353068,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000324:nav_20
nav_30,nav_haircut,FUND_SYNTH_000324,MANAGER_SYNTH_00081,venture,15.0,15.000000000011429,0.372957493402,0.35592677859497,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000324:nav_30
nav_00,nav_haircut,FUND_SYNTH_000328,MANAGER_SYNTH_00082,buyout,45.4545454545,45.45454545452727,1.90670594405,1.9067059440460001,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000328:nav_00
nav_10,nav_haircut,FUND_SYNTH_000328,MANAGER_SYNTH_00082,buyout,45.4545454545,45.45454545452727,1.90670594405,1.8891853542684,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000328:nav_10
nav_20,nav_haircut,FUND_SYNTH_000328,MANAGER_SYNTH_00082,buyout,45.4545454545,45.45454545452727,1.90670594405,1.8716647644908,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000328:nav_20
nav_30,nav_haircut,FUND_SYNTH_000328,MANAGER_SYNTH_00082,buyout,45.4545454545,45.45454545452727,1.90670594405,1.8541441747132001,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000328:nav_30
nav_00,nav_haircut,FUND_SYNTH_000329,MANAGER_SYNTH_00083,venture,87.8571428571,87.85714285715429,3.33093476799,3.330934767994,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000329:nav_00
nav_10,nav_haircut,FUND_SYNTH_000329,MANAGER_SYNTH_00083,venture,87.8571428571,83.57142857144001,3.33093476799,3.2802488231386,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000329:nav_10
nav_20,nav_haircut,FUND_SYNTH_000329,MANAGER_SYNTH_00083,venture,87.8571428571,83.57142857144001,3.33093476799,3.2295628782832,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000329:nav_20
nav_30,nav_haircut,FUND_SYNTH_000329,MANAGER_SYNTH_00083,venture,87.8571428571,83.57142857144001,3.33093476799,3.1788769334277998,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000329:nav_30
nav_00,nav_haircut,FUND_SYNTH_000334,MANAGER_SYNTH_00084,venture,51.4285714286,51.428571428554285,2.41129401006,2.4112940100599998,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000334:nav_00
nav_10,nav_haircut,FUND_SYNTH_000334,MANAGER_SYNTH_00084,venture,51.4285714286,49.28571428569714,2.41129401006,2.304703932328,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000334:nav_10
nav_20,nav_haircut,FUND_SYNTH_000334,MANAGER_SYNTH_00084,venture,51.4285714286,47.14285714284,2.41129401006,2.198113854596,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000334:nav_20
nav_30,nav_haircut,FUND_SYNTH_000334,MANAGER_SYNTH_00084,venture,51.4285714286,44.99999999998286,2.41129401006,2.091523776864,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000334:nav_30
nav_00,nav_haircut,FUND_SYNTH_000336,MANAGER_SYNTH_00084,buyout,63.5897435897,63.58974358975385,1.58213252356,1.582132523562,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000336:nav_00
nav_10,nav_haircut,FUND_SYNTH_000336,MANAGER_SYNTH_00084,buyout,63.5897435897,60.51282051283077,1.58213252356,1.5007505657885,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000336:nav_10
nav_20,nav_haircut,FUND_SYNTH_000336,MANAGER_SYNTH_00084,buyout,63.5897435897,57.43589743590769,1.58213252356,1.419368608015,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000336:nav_20
nav_30,nav_haircut,FUND_SYNTH_000336,MANAGER_SYNTH_00084,buyout,63.5897435897,52.82051282052308,1.58213252356,1.3379866502415,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000336:nav_30
nav_00,nav_haircut,FUND_SYNTH_000337,MANAGER_SYNTH_00085,growth,13.3333333333,13.33333333332,1.17162198036,1.171621980356,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000337:nav_00
nav_10,nav_haircut,FUND_SYNTH_000337,MANAGER_SYNTH_00085,growth,13.3333333333,9.33333333332,1.17162198036,1.077004247412,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000337:nav_10
nav_20,nav_haircut,FUND_SYNTH_000337,MANAGER_SYNTH_00085,growth,13.3333333333,9.33333333332,1.17162198036,0.982386514468,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000337:nav_20
nav_30,nav_haircut,FUND_SYNTH_000337,MANAGER_SYNTH_00085,growth,13.3333333333,5.333333333320001,1.17162198036,0.887768781524,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000337:nav_30
nav_00,nav_haircut,FUND_SYNTH_000338,MANAGER_SYNTH_00085,venture,33.8461538462,33.846153846147686,1.59578501338,1.5957850133820002,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000338:nav_00
nav_10,nav_haircut,FUND_SYNTH_000338,MANAGER_SYNTH_00085,venture,33.8461538462,31.538461538455383,1.59578501338,1.4656500892070001,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000338:nav_10
nav_20,nav_haircut,FUND_SYNTH_000338,MANAGER_SYNTH_00085,venture,33.8461538462,24.61538461537846,1.59578501338,1.3355151650320003,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000338:nav_20
nav_30,nav_haircut,FUND_SYNTH_000338,MANAGER_SYNTH_00085,venture,33.8461538462,13.076923076916923,1.59578501338,1.205380240857,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000338:nav_30
nav_00,nav_haircut,FUND_SYNTH_000340,MANAGER_SYNTH_00085,private_credit,55.0,55.0,1.30249126678,1.3024912667789998,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000340:nav_00
nav_10,nav_haircut,FUND_SYNTH_000340,MANAGER_SYNTH_00085,private_credit,55.0,53.5,1.30249126678,1.2926089354680999,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000340:nav_10
nav_20,nav_haircut,FUND_SYNTH_000340,MANAGER_SYNTH_00085,private_credit,55.0,50.5,1.30249126678,1.2827266041571999,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000340:nav_20
nav_30,nav_haircut,FUND_SYNTH_000340,MANAGER_SYNTH_00085,private_credit,55.0,50.5,1.30249126678,1.2728442728462999,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000340:nav_30
nav_00,nav_haircut,FUND_SYNTH_000341,MANAGER_SYNTH_00086,private_credit,33.5,33.5,1.31897081938,1.31897081938,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000341:nav_00
nav_10,nav_haircut,FUND_SYNTH_000341,MANAGER_SYNTH_00086,private_credit,33.5,27.5,1.31897081938,1.2672896876914002,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000341:nav_10
nav_20,nav_haircut,FUND_SYNTH_000341,MANAGER_SYNTH_00086,private_credit,33.5,23.0,1.31897081938,1.2156085560028,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000341:nav_20
nav_30,nav_haircut,FUND_SYNTH_000341,MANAGER_SYNTH_00086,private_credit,33.5,17.0,1.31897081938,1.1639274243142,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000341:nav_30
nav_00,nav_haircut,FUND_SYNTH_000342,MANAGER_SYNTH_00086,buyout,28.1355932203,28.13559322034034,1.56243061642,1.562430616417,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000342:nav_00
nav_10,nav_haircut,FUND_SYNTH_000342,MANAGER_SYNTH_00086,buyout,28.1355932203,25.08474576271322,1.56243061642,1.5181478235453,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000342:nav_10
nav_20,nav_haircut,FUND_SYNTH_000342,MANAGER_SYNTH_00086,buyout,28.1355932203,25.08474576271322,1.56243061642,1.4738650306736,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000342:nav_20
nav_30,nav_haircut,FUND_SYNTH_000342,MANAGER_SYNTH_00086,buyout,28.1355932203,21.01694915254373,1.56243061642,1.4295822378019,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000342:nav_30
nav_00,nav_haircut,FUND_SYNTH_000343,MANAGER_SYNTH_00086,private_credit,73.1034482759,73.10344827586759,1.32911982593,1.329119825934,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000343:nav_00
nav_10,nav_haircut,FUND_SYNTH_000343,MANAGER_SYNTH_00086,private_credit,73.1034482759,66.89655172414345,1.32911982593,1.2618919338965,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000343:nav_10
nav_20,nav_haircut,FUND_SYNTH_000343,MANAGER_SYNTH_00086,private_credit,73.1034482759,44.13793103448828,1.32911982593,1.194664041859,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000343:nav_20
nav_30,nav_haircut,FUND_SYNTH_000343,MANAGER_SYNTH_00086,private_credit,73.1034482759,35.86206896552277,1.32911982593,1.1274361498215,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000343:nav_30
nav_00,nav_haircut,FUND_SYNTH_000344,MANAGER_SYNTH_00086,growth,79.1666666667,79.16666666668,2.29935858009,2.299358580087,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000344:nav_00
nav_10,nav_haircut,FUND_SYNTH_000344,MANAGER_SYNTH_00086,growth,79.1666666667,76.66666666668,2.29935858009,2.2727352605193,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000344:nav_10
nav_20,nav_haircut,FUND_SYNTH_000344,MANAGER_SYNTH_00086,growth,79.1666666667,76.66666666668,2.29935858009,2.2461119409515997,0.2,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000344:nav_20
nav_30,nav_haircut,FUND_SYNTH_000344,MANAGER_SYNTH_00086,growth,79.1666666667,69.16666666668,2.29935858009,2.2194886213839,0.3,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000344:nav_30
nav_00,nav_haircut,FUND_SYNTH_000346,MANAGER_SYNTH_00087,private_credit,59.0,59.0,1.34866844432,1.3486684443280001,0.0,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000346:nav_00
nav_10,nav_haircut,FUND_SYNTH_000346,MANAGER_SYNTH_00087,private_credit,59.0,59.0,1.34866844432,1.3384379113682001,0.1,same_as_baseline,[],SCENARIO:fund:FUND_SYNTH_000346:nav_10
