cashflow_id,position_id,deal_id,scenario_id,cashflow_date,cashflow_type,amount,currency,origin_type,assumption_id
PCF_3E3E08C25339C41EA3B4,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2027-12-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_AA9BF1AA6C0CAF7127D4,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2028-03-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_C78CA81B9AF4B2630140,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2028-06-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_7345B3C3B02BF4A72C4F,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2028-09-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_B62186895AF98703CAC1,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2029-12-30,future_distribution,52833.73214273,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_3B292D253A8FB65240CE,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2030-03-30,future_distribution,42266.98571418,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_96913F6E2E1781328AD9,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2030-06-30,future_distribution,33813.58857135,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_333CECC0F81983357375,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2030-09-30,future_distribution,27050.87085708,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_634F3E5137B4BA4BA3F2,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2030-12-30,future_distribution,21640.69668566,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_12988EF3C57ABB32EC9D,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2031-03-30,future_distribution,17312.55734853,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_2F8FFDBB8D549BD286D9,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2031-06-30,future_distribution,13850.04587882,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_1FBE10AFADF6CDC8F038,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2031-09-30,future_distribution,55400.18351530,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_7B74CCB3532F39602F9F,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2026-12-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_25479E873581F26353EC,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2027-03-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_23A453AC255B7E1EAE3C,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2027-06-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_DB3FF0430C008EE8FEE3,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2027-09-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_98A63C10990D75D462B2,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2027-12-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_C3192489C1F6402B0198,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2028-03-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_930F208B5F1AE86AF2E9,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2028-06-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_9B205A9372CBCDF23268,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2028-09-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_3AED1A0DCC2CBE8E816E,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2028-12-30,future_distribution,133093.78894877,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_F0AC6F3E2266A756A446,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2029-03-30,future_distribution,95805.79514029,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_90FA7630708595216E90,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2029-06-30,future_distribution,69007.36718996,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_CC38AF4C86EBB3FF5AFD,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2029-09-30,future_distribution,49704.89227209,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_F550E3980F17DE460354,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2029-12-30,future_distribution,35790.51697379,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_95D184328AC7CAD8336B,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2030-03-30,future_distribution,25763.32798277,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_3ECE564639F414D133C0,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2030-06-30,future_distribution,18556.90912579,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_810C7CCC5177467CACCB,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2030-09-30,future_distribution,13366.24199067,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_CB525E6CE9D586387D94,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2030-12-30,future_distribution,9624.49950046,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_933079330067F52397DB,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2031-03-30,future_distribution,6928.06805450,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_5A30E5B3BDE04E02CD0A,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2031-06-30,future_distribution,4990.17554683,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_9CD1EF740D216597DAA1,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2031-09-30,future_distribution,11981.14288732,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_C1FD0188EFDEF57E1D3D,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2026-12-30,future_capital_call,-11290.04690337,USD,FORECAST,FORECAST_BASE_V1
PCF_ECCB312CD32B6500CD9B,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2027-03-30,future_capital_call,-11290.04690337,USD,FORECAST,FORECAST_BASE_V1
PCF_FD2A627238A7E470281A,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2027-06-30,future_capital_call,-11290.04690337,USD,FORECAST,FORECAST_BASE_V1
PCF_CC71306398152CDCA35D,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2027-09-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_BASE_V1
PCF_6DA6E1635F90C317E74F,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2027-12-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_BASE_V1
PCF_677AA4A3566EB384BF4A,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2028-03-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_BASE_V1
PCF_8D73FEA24FBE370B0926,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2028-06-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_BASE_V1
PCF_AE5946D96BA65B9E3EEA,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2028-09-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_BASE_V1
PCF_EB28A25F2591484F8835,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2028-12-30,future_distribution,35237.29334186,USD,FORECAST,FORECAST_BASE_V1
PCF_438A97749A3A93D5504F,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2029-03-30,future_distribution,26934.27433216,USD,FORECAST,FORECAST_BASE_V1
PCF_54009F3C7B9C27B97483,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2029-06-30,future_distribution,20596.39254492,USD,FORECAST,FORECAST_BASE_V1
PCF_D50605D2B86ABC1A172C,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2029-09-30,future_distribution,15749.87247226,USD,FORECAST,FORECAST_BASE_V1
PCF_38A19FD6B95B9F8F3BD7,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2029-12-30,future_distribution,12041.24383416,USD,FORECAST,FORECAST_BASE_V1
PCF_7AEB7DE769314E1E6F3B,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2030-03-30,future_distribution,9203.94655694,USD,FORECAST,FORECAST_BASE_V1
PCF_5D49B9FBAC0A6BB0D876,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2030-06-30,future_distribution,7038.17351496,USD,FORECAST,FORECAST_BASE_V1
PCF_91012806F87FBCE5C9CD,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2030-09-30,future_distribution,5382.02673388,USD,FORECAST,FORECAST_BASE_V1
PCF_8282E1BDABDFF90F9AC5,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2030-12-30,future_distribution,4114.71879146,USD,FORECAST,FORECAST_BASE_V1
PCF_B759D2B2F0A677D84F86,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2031-03-30,future_distribution,3145.16111251,USD,FORECAST,FORECAST_BASE_V1
PCF_DD9231D1964908DF2A6B,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2031-06-30,future_distribution,2405.07585582,USD,FORECAST,FORECAST_BASE_V1
PCF_6BE72CC0027B0DF35A9D,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2031-09-30,future_distribution,7356.55779187,USD,FORECAST,FORECAST_BASE_V1
PCF_F72B5B12F23E01A0F17F,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2026-12-30,future_capital_call,-11290.04690337,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_BFCEDD3FB16E7D23D403,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2027-03-30,future_capital_call,-11290.04690337,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_6DDD5A1A39D09A4B696A,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2027-06-30,future_capital_call,-11290.04690337,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_D21B8AFCEC7A011DBACB,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2027-09-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_2661B702A0EC8E7A541A,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2027-12-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_759671935A57FAB92248,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2028-03-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_8DC1ACFCE695B5769F56,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2028-06-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_7E7592B0E59DF47EFBD8,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2028-09-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_A057EC2BA85F542E838B,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2029-12-30,future_distribution,23521.00394433,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_A0513F5BE5E422A9779F,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2030-03-30,future_distribution,18816.80315546,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_2A51F0B0214F42878849,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2030-06-30,future_distribution,15053.44252437,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_29EFA74581271C6CC3C3,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2030-09-30,future_distribution,12042.75401950,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_07FB276C2F1A053DB37E,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2030-12-30,future_distribution,9634.20321560,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_958F30DAD994B4E351A9,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2031-03-30,future_distribution,7707.36257248,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_843A7B9E514A59524B55,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2031-06-30,future_distribution,6165.89005798,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_0F7413A2BCE69E8A2C84,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2031-09-30,future_distribution,24663.56023193,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_C82A2C14553F15C35A9D,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2026-12-30,future_capital_call,-11290.04690337,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_0263FA134215693314EE,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2027-03-30,future_capital_call,-11290.04690337,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_7133F946101EF410FDA7,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2027-06-30,future_capital_call,-11290.04690337,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_90183FD51B06E9A92818,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2027-09-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_3D38F0E613D75EE49839,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2027-12-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_996385811359C9F55275,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2028-03-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_F87849F489D8D357E180,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2028-06-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_A309A83D3976208F4919,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2028-09-30,future_capital_call,-11290.04690338,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_453CD65A9AC70F66B93E,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2028-12-30,future_distribution,46244.37075959,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_D8381F702A5DCEFD39FE,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2029-03-30,future_distribution,33288.39569734,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_9F8255A4C423EB7FF6D3,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2029-06-30,future_distribution,23977.09388756,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_B6CCCB8D8129F47FA65A,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2029-09-30,future_distribution,17270.31355070,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_D6526FC04CEB56B42DF6,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2029-12-30,future_distribution,12435.66622970,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_549CDB35E84077B8CA61,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2030-03-30,future_distribution,8951.64906376,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_C789F381B2370496C0E6,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2030-06-30,future_distribution,6447.72827149,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_E04888458CE2BFF9FA94,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2030-09-30,future_distribution,4644.19455755,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_30D24747C4E32B93228C,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2030-12-30,future_distribution,3344.09987716,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_54CBB880B62093A8BE41,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2031-03-30,future_distribution,2407.20585303,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_563DB187328486AACE03,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2031-06-30,future_distribution,1733.87150494,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_9EEE34D971B8366EE6E5,POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2031-09-30,future_distribution,4162.93215620,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_676E6CC29D44EC3F964D,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2026-12-30,future_capital_call,-35.87528987,USD,FORECAST,FORECAST_BASE_V1
PCF_C9411EA380871FFABDA1,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2027-03-30,future_capital_call,-35.87528987,USD,FORECAST,FORECAST_BASE_V1
PCF_A4977CD831E56139B996,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2027-06-30,future_capital_call,-35.87528987,USD,FORECAST,FORECAST_BASE_V1
PCF_EB83E79B35F8C3ED488D,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2027-09-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_BASE_V1
PCF_5B8BBDFFA1068745441B,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2027-12-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_BASE_V1
PCF_9CE2865793ADB192BCF8,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2028-03-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_BASE_V1
PCF_287D0B3BB5F9FB264EB7,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2028-06-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_BASE_V1
PCF_8F6B0AAF28E6CF9C1EC3,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2028-09-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_BASE_V1
PCF_ED214CE2298FC6890BB5,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2028-12-30,future_distribution,360.56111348,USD,FORECAST,FORECAST_BASE_V1
PCF_6EB86CD677547E76C268,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2029-03-30,future_distribution,275.60152960,USD,FORECAST,FORECAST_BASE_V1
PCF_F9DD27ACF69CC6F24E81,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2029-06-30,future_distribution,210.74996191,USD,FORECAST,FORECAST_BASE_V1
PCF_3DD3275FF2DB8CC0116A,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2029-09-30,future_distribution,161.15856291,USD,FORECAST,FORECAST_BASE_V1
PCF_4FB6FD968893DF1CB4F2,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2029-12-30,future_distribution,123.21049300,USD,FORECAST,FORECAST_BASE_V1
PCF_8522D4559A3B9896A739,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2030-03-30,future_distribution,94.17821019,USD,FORECAST,FORECAST_BASE_V1
PCF_5E58390E1E387CC38ED7,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2030-06-30,future_distribution,72.01721355,USD,FORECAST,FORECAST_BASE_V1
PCF_401771479C0B8E62381F,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2030-09-30,future_distribution,55.07090267,USD,FORECAST,FORECAST_BASE_V1
PCF_2E74420EAED7C1F56827,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2030-12-30,future_distribution,42.10333565,USD,FORECAST,FORECAST_BASE_V1
PCF_53BBCFFE3C7F49D3FE0C,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2031-03-30,future_distribution,32.18246026,USD,FORECAST,FORECAST_BASE_V1
PCF_175EA72E92E254242EB9,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2031-06-30,future_distribution,24.60963219,USD,FORECAST,FORECAST_BASE_V1
PCF_0A9F53624ACAA69B59A9,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2031-09-30,future_distribution,75.27504009,USD,FORECAST,FORECAST_BASE_V1
PCF_877ED55D54AB2B6DF546,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2026-12-30,future_capital_call,-35.87528987,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_DEA2762B8382304FEC83,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2027-03-30,future_capital_call,-35.87528987,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_89E1FD3E598409E055C2,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2027-06-30,future_capital_call,-35.87528987,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_74A301C1EEE2A0E41456,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2027-09-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_8D23C1F94D94284DF89E,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2027-12-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_4A2519C978BDAB5AFD66,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2028-03-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_15C49014232524A4853A,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2028-06-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_2A8F63810C323A55B131,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2028-09-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_05ABFCF8E07F2A906F7A,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2029-12-30,future_distribution,208.52103853,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_95C57ABEDDBC54D1DEFC,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2030-03-30,future_distribution,166.81683082,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_FE7B982CB323F4E7F02D,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2030-06-30,future_distribution,133.45346466,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_58AD63F0B43C8B897BE7,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2030-09-30,future_distribution,106.76277173,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_BE8E89D1489752071F62,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2030-12-30,future_distribution,85.41021738,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_9479C86F75811ACEC7CE,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2031-03-30,future_distribution,68.32817391,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_096D29AE462C2F378385,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2031-06-30,future_distribution,54.66253912,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_4B6A2C7AE34CD567A49E,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,downside,2031-09-30,future_distribution,218.65015650,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_EF43B674DFC267F100A9,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,upside,2026-12-30,future_capital_call,-35.87528987,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_592E870E494A225DB823,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,upside,2027-03-30,future_capital_call,-35.87528987,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_5561E391912423FFEF60,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,upside,2027-06-30,future_capital_call,-35.87528987,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_5E0FEAE69A57D29125D1,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,upside,2027-09-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_C0A9044DE137B037A7A3,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,upside,2027-12-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_73D541C7CC54EA14F73B,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,upside,2028-03-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_8109292925E20A28624F,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,upside,2028-06-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_508ECA79B37A485BF55A,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,upside,2028-09-30,future_capital_call,-35.87528988,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_94F2B266A01C46D65443,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,upside,2028-12-30,future_distribution,503.09289762,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_AD42B33FB6590DA95A5C,POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,upside,2029-03-30,future_distribution,362.14473618,USD,FORECAST,FORECAST_UPSIDE_V1
