trade_id,split,fund_id,manager_id,deal_date,sub_strategy,actual_clearing_nav_fraction,baseline_prediction,model_prediction,baseline_abs_error,model_abs_error,reference_nav,origin_type
TRADE_081668EAA429105F6A0A,temporal_test,FUND_SYNTH_000376,MANAGER_SYNTH_00094,2026-08-28,middle_market,0.9671908725,0.8620495546,0.9484377804,0.1051413179,0.0187530921,66.36000000,DERIVED
TRADE_8A1F3618B79F9ECCBA90,temporal_test,FUND_SYNTH_000384,MANAGER_SYNTH_00096,2026-02-28,middle_market,0.9227569042,0.8620495546,0.9029568425,0.0607073496,0.0198000617,406.74000000,DERIVED
TRADE_AF597BF39B524CB2C893,temporal_test,FUND_SYNTH_000384,MANAGER_SYNTH_00096,2026-08-28,middle_market,0.9469961776,0.8620495546,0.9259478544,0.0849466230,0.0210483232,162.86000000,DERIVED
TRADE_95AC261900AEC5EE78B2,temporal_test,FUND_SYNTH_000385,MANAGER_SYNTH_00097,2026-02-28,middle_market,0.7756158116,0.8620495546,0.8186216915,0.0864337430,0.0430058799,272.89000000,DERIVED
TRADE_6659324D6FD6EB3DF98E,temporal_test,FUND_SYNTH_000387,MANAGER_SYNTH_00097,2026-02-28,middle_market,0.9350774582,0.8620495546,0.9381203302,0.0730279036,0.0030428720,84.44000000,DERIVED
TRADE_CC03DCE5138BBCB2AD0D,temporal_test,FUND_SYNTH_000387,MANAGER_SYNTH_00097,2026-08-28,middle_market,0.9806800114,0.8620495546,0.9554906939,0.1186304568,0.0251893175,42.34000000,DERIVED
TRADE_B58AA2A533F440078520,temporal_test,FUND_SYNTH_000395,MANAGER_SYNTH_00099,2026-02-28,middle_market,0.8336652542,0.8620495546,0.7935412916,0.0283843004,0.0401239626,195.09000000,DERIVED
TRADE_7B7DF0D7C3754A171DD9,temporal_test,FUND_SYNTH_000400,MANAGER_SYNTH_00100,2026-02-28,middle_market,0.8632461650,0.8620495546,0.8735022702,0.0011966104,0.0102561052,363.30000000,DERIVED
TRADE_EDB28107C129368D0D10,temporal_test,FUND_SYNTH_000400,MANAGER_SYNTH_00100,2026-08-28,middle_market,0.9252956432,0.8620495546,0.8955697698,0.0632460886,0.0297258734,283.17000000,DERIVED
TRADE_46C5746DD53C1159654C,temporal_test,FUND_SYNTH_000402,MANAGER_SYNTH_00101,2026-02-28,middle_market,0.9278235585,0.8620495546,0.8997923525,0.0657740039,0.0280312060,238.29000000,DERIVED
TRADE_D16EA6FDCEFE7F120EE9,temporal_test,FUND_SYNTH_000402,MANAGER_SYNTH_00101,2026-08-28,middle_market,0.9258236965,0.8620495546,0.9134614406,0.0637741419,0.0123622559,123.24000000,DERIVED
TRADE_3B84B6834DA48729DF7A,temporal_test,FUND_SYNTH_000420,MANAGER_SYNTH_00105,2026-08-28,middle_market,0.7889881701,0.8620495546,0.8398086514,0.0730613845,0.0508204813,452.86000000,DERIVED
TRADE_CFC490041BD3B8476C3C,temporal_test,FUND_SYNTH_000439,MANAGER_SYNTH_00110,2026-08-28,middle_market,0.9303007067,0.8620495546,0.8907439270,0.0682511521,0.0395567797,501.07000000,DERIVED
TRADE_CEA73F1E7F04E3A4233C,temporal_test,FUND_SYNTH_000447,MANAGER_SYNTH_00112,2026-02-28,middle_market,0.7918390033,0.8620495546,0.8126697552,0.0702105513,0.0208307519,773.81000000,DERIVED
TRADE_B20D524CDA485B12D835,temporal_test,FUND_SYNTH_000447,MANAGER_SYNTH_00112,2026-08-28,middle_market,0.8000716535,0.8620495546,0.8247938177,0.0619779011,0.0247221642,760.87000000,DERIVED
TRADE_885B55114F157CC2A20F,temporal_test,FUND_SYNTH_000449,MANAGER_SYNTH_00113,2026-02-28,middle_market,0.8710771048,0.8620495546,0.8613136597,0.0090275502,0.0097634451,567.39000000,DERIVED
TRADE_F0F188F1B8FD74752DFC,temporal_test,FUND_SYNTH_000453,MANAGER_SYNTH_00114,2026-08-28,middle_market,0.8247407346,0.8620495546,0.8059540184,0.0373088200,0.0187867162,227.57000000,DERIVED
TRADE_E794D71AC2851782C308,temporal_test,FUND_SYNTH_000455,MANAGER_SYNTH_00114,2026-02-28,middle_market,0.9453823152,0.8620495546,0.9008891562,0.0833327606,0.0444931590,366.30000000,DERIVED
TRADE_F9D1F0DE81210EF8A7B0,temporal_test,FUND_SYNTH_000455,MANAGER_SYNTH_00114,2026-08-28,middle_market,0.9080693158,0.8620495546,0.9184770457,0.0460197612,0.0104077299,218.21000000,DERIVED
TRADE_3B84A5226F9E5D76203C,temporal_test,FUND_SYNTH_000463,MANAGER_SYNTH_00116,2026-02-28,middle_market,0.9448896241,0.8620495546,0.9084068610,0.0828400695,0.0364827631,22.13000000,DERIVED
TRADE_D5FB11847A1E111FFB81,temporal_test,FUND_SYNTH_000463,MANAGER_SYNTH_00116,2026-08-28,middle_market,0.9428300530,0.8620495546,0.9079494425,0.0807804984,0.0348806105,24.18000000,DERIVED
TRADE_E2D7119EA0C04D3960EA,temporal_test,FUND_SYNTH_000466,MANAGER_SYNTH_00117,2026-02-28,middle_market,0.9410629017,0.8620495546,0.8948223038,0.0790133471,0.0462405979,729.86000000,DERIVED
TRADE_9B7B91D7AEDB62CE145E,temporal_test,FUND_SYNTH_000466,MANAGER_SYNTH_00117,2026-08-28,middle_market,0.9343928880,0.8620495546,0.9274106140,0.0723433334,0.0069822740,517.82000000,DERIVED
TRADE_7CA544E0E1C8E1476DDE,temporal_test,FUND_SYNTH_000468,MANAGER_SYNTH_00117,2026-02-28,middle_market,0.9699065672,0.8620495546,0.9455786448,0.1078570126,0.0243279224,292.89000000,DERIVED
TRADE_9DE3802347EADC1E696C,temporal_test,FUND_SYNTH_000468,MANAGER_SYNTH_00117,2026-08-28,middle_market,0.9776334692,0.8620495546,0.9663529337,0.1155839146,0.0112805355,136.50000000,DERIVED
TRADE_C4635FCAC2CDA6CE3C7B,temporal_test,FUND_SYNTH_000471,MANAGER_SYNTH_00118,2026-02-28,middle_market,0.8811490836,0.8620495546,0.9148266704,0.0190995290,0.0336775868,67.21000000,DERIVED
TRADE_C4635FCAC2CDA6CE3C7B,temporal_test,FUND_SYNTH_000471,MANAGER_SYNTH_00118,2026-02-28,middle_market,0.9293430862,0.8620495546,0.9148266704,0.0672935316,0.0145164158,67.21000000,DERIVED
TRADE_0D7752CD427E84D22F3A,temporal_test,FUND_SYNTH_000478,MANAGER_SYNTH_00120,2026-02-28,middle_market,0.9199880454,0.8620495546,0.9126610041,0.0579384908,0.0073270413,866.04000000,DERIVED
TRADE_600F71761F8C12218C67,temporal_test,FUND_SYNTH_000478,MANAGER_SYNTH_00120,2026-08-28,middle_market,0.9323268261,0.8620495546,0.9260624581,0.0702772715,0.0062643680,775.35000000,DERIVED
TRADE_1D15CE16899A35FA6E3B,temporal_test,FUND_SYNTH_000486,MANAGER_SYNTH_00122,2026-02-28,middle_market,0.8307430882,0.8620495546,0.8463204824,0.0313064664,0.0155773942,556.17000000,DERIVED
TRADE_6DA7E569D9B49C9C4757,temporal_test,FUND_SYNTH_000486,MANAGER_SYNTH_00122,2026-08-28,middle_market,0.8904513182,0.8620495546,0.8556939920,0.0284017636,0.0347573262,546.00000000,DERIVED
TRADE_91317AF13F365FA8F1DA,temporal_test,FUND_SYNTH_000491,MANAGER_SYNTH_00123,2026-02-28,middle_market,0.8655638329,0.8620495546,0.8115248822,0.0035142783,0.0540389507,231.65000000,DERIVED
TRADE_D2FEAEAE0AAF203EACED,temporal_test,FUND_SYNTH_000491,MANAGER_SYNTH_00123,2026-08-28,middle_market,0.8474158014,0.8620495546,0.8215665114,0.0146337532,0.0258492900,214.07000000,DERIVED
TRADE_3F33E9CDB6A21713C367,temporal_test,FUND_SYNTH_000492,MANAGER_SYNTH_00123,2026-02-28,middle_market,0.9801380166,0.8620495546,0.9676726955,0.1180884620,0.0124653211,59.12000000,DERIVED
TRADE_F78E53E60F13CE104399,temporal_test,FUND_SYNTH_000492,MANAGER_SYNTH_00123,2026-08-28,middle_market,0.9410886648,0.8620495546,0.9674219298,0.0790391102,0.0263332650,69.88000000,DERIVED
TRADE_5310ADD907B5CCDEF0B5,temporal_test,FUND_SYNTH_000495,MANAGER_SYNTH_00124,2026-02-28,middle_market,0.9276200313,0.8620495546,0.9321174124,0.0655704767,0.0044973811,224.93000000,DERIVED
TRADE_A9A3392B98967F4338D6,temporal_test,FUND_SYNTH_000495,MANAGER_SYNTH_00124,2026-08-28,middle_market,0.9545886037,0.8620495546,0.9486619950,0.0925390491,0.0059266087,114.76000000,DERIVED
TRADE_A5C3D74E4471D032E29B,temporal_test,FUND_SYNTH_000496,MANAGER_SYNTH_00124,2026-02-28,middle_market,0.9205958341,0.8620495546,0.8894654997,0.0585462795,0.0311303344,534.37000000,DERIVED
TRADE_779E2495A34A68F3441F,temporal_test,FUND_SYNTH_000496,MANAGER_SYNTH_00124,2026-08-28,middle_market,0.9144035035,0.8620495546,0.9135978088,0.0523539489,0.0008056947,411.30000000,DERIVED
TRADE_E41AD31F9FD8E3DBDEE4,temporal_test,FUND_SYNTH_000498,MANAGER_SYNTH_00125,2026-02-28,middle_market,0.8274392837,0.8620495546,0.7881167718,0.0346102709,0.0393225119,161.46000000,DERIVED
TRADE_F546ED51E64CC34F24DC,temporal_test,FUND_SYNTH_000498,MANAGER_SYNTH_00125,2026-08-28,middle_market,0.8146310108,0.8620495546,0.8071852190,0.0474185438,0.0074457918,207.62000000,DERIVED
TRADE_71DE178B3F4BCA478F7E,temporal_test,FUND_SYNTH_000500,MANAGER_SYNTH_00125,2026-02-28,middle_market,0.9540373667,0.8620495546,0.9186188515,0.0919878121,0.0354185152,305.11000000,DERIVED
TRADE_03371155560EBFCF69D7,temporal_test,FUND_SYNTH_000500,MANAGER_SYNTH_00125,2026-08-28,middle_market,0.9275432342,0.8620495546,0.9524942857,0.0654936796,0.0249510515,97.75000000,DERIVED
TRADE_9178F5DC47EF0468F2E2,temporal_test,FUND_SYNTH_000501,MANAGER_SYNTH_00126,2026-02-28,middle_market,0.8046655738,0.8620495546,0.8164353517,0.0573839808,0.0117697779,232.35000000,DERIVED
TRADE_F8F163BC75FC0871F9AC,temporal_test,FUND_SYNTH_000501,MANAGER_SYNTH_00126,2026-08-28,middle_market,0.8063142246,0.8620495546,0.8401774449,0.0557353300,0.0338632203,197.09000000,DERIVED
TRADE_6FFF0C2853F93B436C0D,temporal_test,FUND_SYNTH_000505,MANAGER_SYNTH_00127,2026-02-28,middle_market,0.9681335490,0.8620495546,0.9181698695,0.1060839944,0.0499636795,995.48000000,DERIVED
TRADE_0FD1CDA06169D949561D,temporal_test,FUND_SYNTH_000505,MANAGER_SYNTH_00127,2026-08-28,middle_market,0.9630386320,0.8620495546,0.9565392815,0.1009890774,0.0064993505,421.00000000,DERIVED
TRADE_02A22532DFF3CF8DFE54,temporal_test,FUND_SYNTH_000513,MANAGER_SYNTH_00129,2026-02-28,middle_market,0.8751896718,0.8620495546,0.8432179773,0.0131401172,0.0319716945,220.76000000,DERIVED
TRADE_F12777B7250EC3EC0754,temporal_test,FUND_SYNTH_000513,MANAGER_SYNTH_00129,2026-08-28,middle_market,0.8684055025,0.8620495546,0.8527764369,0.0063559479,0.0156290656,220.48000000,DERIVED
TRADE_BA82DF011618EFCB06C8,temporal_test,FUND_SYNTH_000514,MANAGER_SYNTH_00129,2026-02-28,middle_market,0.9070046508,0.8620495546,0.9003727540,0.0449550962,0.0066318968,96.55000000,DERIVED
TRADE_6389D3D7483F73499DD6,temporal_test,FUND_SYNTH_000515,MANAGER_SYNTH_00129,2026-02-28,middle_market,0.8385439518,0.8620495546,0.8840540417,0.0235056028,0.0455100899,460.76000000,DERIVED
TRADE_87A571F6CF317D342BA0,temporal_test,FUND_SYNTH_000515,MANAGER_SYNTH_00129,2026-08-28,middle_market,0.8648091382,0.8620495546,0.8846035396,0.0027595836,0.0197944014,490.89000000,DERIVED
TRADE_C41ADE64BA55F92C6EA8,temporal_test,FUND_SYNTH_000518,MANAGER_SYNTH_00130,2026-02-28,middle_market,0.9650642539,0.8620495546,0.9471750571,0.1030146993,0.0178891968,139.95000000,DERIVED
TRADE_1D5EB82445F03D9AA220,temporal_test,FUND_SYNTH_000518,MANAGER_SYNTH_00130,2026-08-28,middle_market,0.9492836564,0.8620495546,0.9603448407,0.0872341018,0.0110611843,81.01000000,DERIVED
TRADE_D2A50DF446F16F394DE7,temporal_test,FUND_SYNTH_000521,MANAGER_SYNTH_00131,2026-02-28,middle_market,0.9088701430,0.8620495546,0.8738665427,0.0468205884,0.0350036003,882.15000000,DERIVED
TRADE_AF284FD23D7BE6CD0BD0,temporal_test,FUND_SYNTH_000521,MANAGER_SYNTH_00131,2026-08-28,middle_market,0.9264843516,0.8620495546,0.9018076082,0.0644347970,0.0246767434,705.88000000,DERIVED
TRADE_647981A2837545506EB2,temporal_test,FUND_SYNTH_000523,MANAGER_SYNTH_00131,2026-02-28,middle_market,0.9430650798,0.8620495546,0.9408156465,0.0810155252,0.0022494333,197.97000000,DERIVED
TRADE_647981A2837545506EB2,temporal_test,FUND_SYNTH_000523,MANAGER_SYNTH_00131,2026-02-28,middle_market,0.9272732709,0.8620495546,0.9408156465,0.0652237163,0.0135423756,197.97000000,DERIVED
TRADE_244B636304BAC65902D2,temporal_test,FUND_SYNTH_000534,MANAGER_SYNTH_00134,2026-08-28,middle_market,0.8265758627,0.8620495546,0.8128117590,0.0354736919,0.0137641037,255.26000000,DERIVED
TRADE_C98871E0697C9D20904C,temporal_test,FUND_SYNTH_000536,MANAGER_SYNTH_00134,2026-02-28,middle_market,0.9431842070,0.8620495546,0.9479926807,0.0811346524,0.0048084737,88.26000000,DERIVED
TRADE_C98871E0697C9D20904C,temporal_test,FUND_SYNTH_000536,MANAGER_SYNTH_00134,2026-02-28,middle_market,0.9438807726,0.8620495546,0.9479926807,0.0818312180,0.0041119081,88.26000000,DERIVED
TRADE_12F269A003FEF6F4CE4F,temporal_test,FUND_SYNTH_000542,MANAGER_SYNTH_00136,2026-02-28,middle_market,0.8996051431,0.8620495546,0.8883846103,0.0375555885,0.0112205328,145.39000000,DERIVED
TRADE_2CCC28A45B21EE822B17,temporal_test,FUND_SYNTH_000542,MANAGER_SYNTH_00136,2026-08-28,middle_market,0.9382203519,0.8620495546,0.9076675886,0.0761707973,0.0305527633,60.23000000,DERIVED
TRADE_39F0D72A576D0AADF92A,temporal_test,FUND_SYNTH_000547,MANAGER_SYNTH_00137,2026-02-28,middle_market,0.9070239547,0.8620495546,0.8936710380,0.0449744001,0.0133529167,260.91000000,DERIVED
TRADE_77D734CE0345B07F3D65,temporal_test,FUND_SYNTH_000547,MANAGER_SYNTH_00137,2026-08-28,middle_market,0.8899864624,0.8620495546,0.9079883337,0.0279369078,0.0180018713,202.81000000,DERIVED
TRADE_9937DB582A264BC0C3E2,temporal_test,FUND_SYNTH_000548,MANAGER_SYNTH_00137,2026-02-28,middle_market,0.8775104421,0.8620495546,0.8806967927,0.0154608875,0.0031863506,182.68000000,DERIVED
TRADE_450BBF905BB0AFE1CD76,temporal_test,FUND_SYNTH_000548,MANAGER_SYNTH_00137,2026-08-28,middle_market,0.8906340518,0.8620495546,0.9099340523,0.0285844972,0.0193000005,58.16000000,DERIVED
TRADE_813ABCC07C865895BAA2,temporal_test,FUND_SYNTH_000551,MANAGER_SYNTH_00138,2026-02-28,middle_market,0.8478784984,0.8620495546,0.8355381260,0.0141710562,0.0123403724,498.00000000,DERIVED
TRADE_C84C6271EC6B65759123,temporal_test,FUND_SYNTH_000551,MANAGER_SYNTH_00138,2026-08-28,middle_market,0.8659653578,0.8620495546,0.8536229053,0.0039158032,0.0123424525,449.63000000,DERIVED
TRADE_9BB50F67B19F9C832DF6,temporal_test,FUND_SYNTH_000559,MANAGER_SYNTH_00140,2026-02-28,middle_market,0.8272873222,0.8620495546,0.8266599421,0.0347622324,0.0006273801,320.97000000,DERIVED
TRADE_F5AEB81EE9ACC70F4E19,temporal_test,FUND_SYNTH_000559,MANAGER_SYNTH_00140,2026-08-28,middle_market,0.8665369454,0.8620495546,0.8366728746,0.0044873908,0.0298640708,311.98000000,DERIVED
TRADE_8A68BC5C4BBE0001C950,temporal_test,FUND_SYNTH_000579,MANAGER_SYNTH_00145,2026-02-28,middle_market,0.9370050612,0.8620495546,0.8653218802,0.0749555066,0.0716831810,499.17000000,DERIVED
TRADE_2823144BE39BD14760B2,temporal_test,FUND_SYNTH_000579,MANAGER_SYNTH_00145,2026-08-28,middle_market,0.8999943322,0.8620495546,0.8923325283,0.0379447776,0.0076618039,356.53000000,DERIVED
TRADE_B9624B0B36341755EB34,temporal_test,FUND_SYNTH_000580,MANAGER_SYNTH_00145,2026-02-28,middle_market,0.9384301014,0.8620495546,0.8812805495,0.0763805468,0.0571495519,117.50000000,DERIVED
TRADE_6A479156B4509EDC8ACA,temporal_test,FUND_SYNTH_000582,MANAGER_SYNTH_00146,2026-02-28,middle_market,0.9221705845,0.8620495546,0.8689704118,0.0601210299,0.0532001727,352.07000000,DERIVED
TRADE_4387E78C930874E6D864,temporal_test,FUND_SYNTH_000582,MANAGER_SYNTH_00146,2026-08-28,middle_market,0.8921902077,0.8620495546,0.8956807836,0.0301406531,0.0034905759,162.99000000,DERIVED
TRADE_691C1E55587E85FCF0FF,temporal_test,FUND_SYNTH_000585,MANAGER_SYNTH_00147,2026-02-28,middle_market,0.8374484927,0.8620495546,0.8068041096,0.0246010619,0.0306443831,244.28000000,DERIVED
TRADE_AEEAC3FA3E7236974DEE,temporal_test,FUND_SYNTH_000585,MANAGER_SYNTH_00147,2026-08-28,middle_market,0.8191156385,0.8620495546,0.8139824563,0.0429339161,0.0051331822,230.86000000,DERIVED
TRADE_398DEEEE40EAB690B0FE,temporal_test,FUND_SYNTH_000604,MANAGER_SYNTH_00151,2026-02-28,middle_market,0.8586306326,0.8620495546,0.8131687877,0.0034189220,0.0454618449,284.71000000,DERIVED
TRADE_009338CC76ECBECF328D,temporal_test,FUND_SYNTH_000604,MANAGER_SYNTH_00151,2026-08-28,middle_market,0.8704335410,0.8620495546,0.8152057110,0.0083839864,0.0552278300,300.96000000,DERIVED
TRADE_90F1ACED16D8EC540194,temporal_test,FUND_SYNTH_000617,MANAGER_SYNTH_00155,2026-02-28,middle_market,0.9416884576,0.8620495546,0.9243772101,0.0796389030,0.0173112475,263.46000000,DERIVED
TRADE_B5ED741243CB4E272C9F,temporal_test,FUND_SYNTH_000617,MANAGER_SYNTH_00155,2026-08-28,middle_market,0.9535461120,0.8620495546,0.9547333301,0.0914965574,0.0011872181,129.61000000,DERIVED
TRADE_CAEDAC2F5625D87177EA,temporal_test,FUND_SYNTH_000631,MANAGER_SYNTH_00158,2026-02-28,middle_market,0.9527388078,0.8620495546,0.9276151219,0.0906892532,0.0251236859,127.60000000,DERIVED
TRADE_148F6A49934105F47A24,temporal_test,FUND_SYNTH_000631,MANAGER_SYNTH_00158,2026-08-28,middle_market,0.9548881777,0.8620495546,0.9436506829,0.0928386231,0.0112374948,64.12000000,DERIVED
TRADE_27598DF1FC097F3AEC0C,temporal_test,FUND_SYNTH_000634,MANAGER_SYNTH_00159,2026-02-28,middle_market,0.8578931523,0.8620495546,0.8937845302,0.0041564023,0.0358913779,28.37000000,DERIVED
TRADE_27598DF1FC097F3AEC0C,temporal_test,FUND_SYNTH_000634,MANAGER_SYNTH_00159,2026-02-28,middle_market,0.9255262671,0.8620495546,0.8937845302,0.0634767125,0.0317417369,28.37000000,DERIVED
TRADE_0D6DF08C55A9A2E223BC,temporal_test,FUND_SYNTH_000636,MANAGER_SYNTH_00159,2026-02-28,middle_market,0.9494257102,0.8620495546,0.9314035552,0.0873761556,0.0180221550,36.19000000,DERIVED
TRADE_A154603BD1341B2D2FBB,temporal_test,FUND_SYNTH_000636,MANAGER_SYNTH_00159,2026-08-28,middle_market,0.9630834657,0.8620495546,0.9307165101,0.1010339111,0.0323669556,43.95000000,DERIVED
TRADE_4F83811E91829DF30DE6,temporal_test,FUND_SYNTH_000639,MANAGER_SYNTH_00160,2026-02-28,middle_market,0.8891424601,0.8620495546,0.9029331428,0.0270929055,0.0137906827,565.23000000,DERIVED
TRADE_2276911B9C322FB3E276,temporal_test,FUND_SYNTH_000639,MANAGER_SYNTH_00160,2026-08-28,middle_market,0.9099494644,0.8620495546,0.9044684446,0.0478999098,0.0054810198,611.12000000,DERIVED
TRADE_5E7BA84D3ABF1BF9606E,temporal_test,FUND_SYNTH_000640,MANAGER_SYNTH_00160,2026-02-28,middle_market,0.7979943853,0.8620495546,0.7898117230,0.0640551693,0.0081826623,578.59000000,DERIVED
TRADE_7D96093A30E9BA0B0405,temporal_test,FUND_SYNTH_000640,MANAGER_SYNTH_00160,2026-08-28,middle_market,0.8002083915,0.8620495546,0.8029369739,0.0618411631,0.0027285824,525.47000000,DERIVED
TRADE_5CDE1B31C2F29E9DEEBB,temporal_test,FUND_SYNTH_000641,MANAGER_SYNTH_00161,2026-02-28,middle_market,0.9917916271,0.8620495546,0.9228757132,0.1297420725,0.0689159139,222.04000000,DERIVED
TRADE_03BC935E03559AF2852D,temporal_test,FUND_SYNTH_000641,MANAGER_SYNTH_00161,2026-08-28,middle_market,0.9468295227,0.8620495546,0.9363946830,0.0847799681,0.0104348397,121.73000000,DERIVED
TRADE_67FB3970CE5B6150A536,temporal_test,FUND_SYNTH_000663,MANAGER_SYNTH_00166,2026-02-28,middle_market,0.9354798541,0.8620495546,0.9267999711,0.0734302995,0.0086798830,131.99000000,DERIVED
TRADE_6C94622D6AC515366D9D,temporal_test,FUND_SYNTH_000663,MANAGER_SYNTH_00166,2026-08-28,middle_market,0.9321115543,0.8620495546,0.9370768685,0.0700619997,0.0049653142,99.97000000,DERIVED
TRADE_B6674CD2A76AA814745A,temporal_test,FUND_SYNTH_000664,MANAGER_SYNTH_00166,2026-08-28,middle_market,0.8986378280,0.8620495546,0.8642343282,0.0365882734,0.0344034998,912.73000000,DERIVED
TRADE_57C600EDCB4E53AA3221,temporal_test,FUND_SYNTH_000667,MANAGER_SYNTH_00167,2026-08-28,middle_market,0.9184837369,0.8620495546,0.9042280610,0.0564341823,0.0142556759,342.67000000,DERIVED
TRADE_67EBC09A49B0F90A9EAC,temporal_test,FUND_SYNTH_000697,MANAGER_SYNTH_00175,2026-02-28,middle_market,0.9621326615,0.8620495546,0.9388927294,0.1000831069,0.0232399321,53.22000000,DERIVED
TRADE_7BAC0ACBCF294EBDA8E8,temporal_test,FUND_SYNTH_000697,MANAGER_SYNTH_00175,2026-08-28,middle_market,0.9211899379,0.8620495546,0.9384464948,0.0591403833,0.0172565569,65.41000000,DERIVED
TRADE_F615782B9441A7B29353,temporal_test,FUND_SYNTH_000699,MANAGER_SYNTH_00175,2026-02-28,middle_market,0.9380521660,0.8620495546,0.9214089172,0.0760026114,0.0166432488,142.27000000,DERIVED
TRADE_F615782B9441A7B29353,temporal_test,FUND_SYNTH_000699,MANAGER_SYNTH_00175,2026-02-28,middle_market,0.9088953612,0.8620495546,0.9214089172,0.0468458066,0.0125135560,142.27000000,DERIVED
TRADE_7E5AC37FF5F8C4BA8B64,temporal_test,FUND_SYNTH_000701,MANAGER_SYNTH_00176,2026-02-28,middle_market,0.8992713325,0.8620495546,0.8990210730,0.0372217779,0.0002502595,454.96000000,DERIVED
TRADE_57659B68DBDC6DE524E9,temporal_test,FUND_SYNTH_000701,MANAGER_SYNTH_00176,2026-08-28,middle_market,0.9234414466,0.8620495546,0.9002876640,0.0613918920,0.0231537826,488.89000000,DERIVED
TRADE_C76195EEE0E3DAB8849B,temporal_test,FUND_SYNTH_000702,MANAGER_SYNTH_00176,2026-02-28,middle_market,0.9604665864,0.8620495546,0.9278182310,0.0984170318,0.0326483554,366.04000000,DERIVED
TRADE_AA9D608BB95A0BA3741B,temporal_test,FUND_SYNTH_000702,MANAGER_SYNTH_00176,2026-08-28,middle_market,0.9462821598,0.8620495546,0.9521250582,0.0842326052,0.0058428984,146.98000000,DERIVED
TRADE_2EF77577EC92E3B4C5B4,temporal_test,FUND_SYNTH_000708,MANAGER_SYNTH_00177,2026-02-28,middle_market,0.8656704255,0.8620495546,0.8497854449,0.0036208709,0.0158849806,819.79000000,DERIVED
TRADE_9946CC149EBB81440A1A,temporal_test,FUND_SYNTH_000708,MANAGER_SYNTH_00177,2026-08-28,middle_market,0.8187778683,0.8620495546,0.8616020509,0.0432716863,0.0428241826,803.85000000,DERIVED
TRADE_44BE9DFA256EBFA44CAB,temporal_test,FUND_SYNTH_000721,MANAGER_SYNTH_00181,2026-02-28,middle_market,0.8384160980,0.8620495546,0.8176757997,0.0236334566,0.0207402983,297.13000000,DERIVED
TRADE_C0596DC6D0176A159036,temporal_test,FUND_SYNTH_000721,MANAGER_SYNTH_00181,2026-08-28,middle_market,0.8123988682,0.8620495546,0.8389394406,0.0496506864,0.0265405724,238.18000000,DERIVED
TRADE_6CE45298B4A03F9A0AA9,temporal_test,FUND_SYNTH_000722,MANAGER_SYNTH_00181,2026-02-28,middle_market,0.7842383185,0.8620495546,0.8052209892,0.0778112361,0.0209826707,307.64000000,DERIVED
TRADE_35DD31545BB93EDE467E,temporal_test,FUND_SYNTH_000722,MANAGER_SYNTH_00181,2026-08-28,middle_market,0.7896794305,0.8620495546,0.8251533104,0.0723701241,0.0354738799,295.52000000,DERIVED
TRADE_18EDE71F8D6EDB6D6A40,temporal_test,FUND_SYNTH_000726,MANAGER_SYNTH_00182,2026-02-28,middle_market,0.8031537693,0.8620495546,0.7984734502,0.0588957853,0.0046803191,295.18000000,DERIVED
TRADE_16068B559C96C5EC0BC6,temporal_test,FUND_SYNTH_000726,MANAGER_SYNTH_00182,2026-08-28,middle_market,0.8516977054,0.8620495546,0.8175304477,0.0103518492,0.0341672577,263.48000000,DERIVED
TRADE_AE766B33224A2C0D3E32,temporal_test,FUND_SYNTH_000736,MANAGER_SYNTH_00184,2026-02-28,middle_market,0.8825811311,0.8620495546,0.8830959268,0.0205315765,0.0005147957,657.69000000,DERIVED
TRADE_7F6F8F1B143C119BBABA,temporal_test,FUND_SYNTH_000736,MANAGER_SYNTH_00184,2026-08-28,middle_market,0.9631707414,0.8620495546,0.9098865409,0.1011211868,0.0532842005,490.51000000,DERIVED
TRADE_99D4EA02853E83F94BE5,temporal_test,FUND_SYNTH_000743,MANAGER_SYNTH_00186,2026-02-28,middle_market,0.9268337908,0.8620495546,0.9158460536,0.0647842362,0.0109877372,58.27000000,DERIVED
TRADE_B1C27C3EB8A808CF7D48,temporal_test,FUND_SYNTH_000743,MANAGER_SYNTH_00186,2026-08-28,middle_market,0.9756592202,0.8620495546,0.9289379259,0.1136096656,0.0467212943,31.96000000,DERIVED
TRADE_705CA70E7B7BAF2CACE4,temporal_test,FUND_SYNTH_000753,MANAGER_SYNTH_00189,2026-02-28,middle_market,0.9427881016,0.8620495546,0.9205016702,0.0807385470,0.0222864314,211.50000000,DERIVED
TRADE_95D9969932D3CDC3FB17,temporal_test,FUND_SYNTH_000753,MANAGER_SYNTH_00189,2026-08-28,middle_market,0.9540483182,0.8620495546,0.9437141331,0.0919987636,0.0103341851,86.18000000,DERIVED
TRADE_73279F132E58DB66259B,temporal_test,FUND_SYNTH_000756,MANAGER_SYNTH_00189,2026-02-28,middle_market,0.9359031611,0.8620495546,0.8811194941,0.0738536065,0.0547836670,1130.08000000,DERIVED
TRADE_DF26C8236FC752B28F8B,temporal_test,FUND_SYNTH_000756,MANAGER_SYNTH_00189,2026-08-28,middle_market,0.9707442525,0.8620495546,0.9172255143,0.1086946979,0.0535187382,652.97000000,DERIVED
TRADE_ADEF9B0C2F7B90255077,temporal_test,FUND_SYNTH_000760,MANAGER_SYNTH_00190,2026-02-28,middle_market,0.8700379781,0.8620495546,0.8159565751,0.0079884235,0.0540814030,193.44000000,DERIVED
