position_id,deal_id,scenario_id,quarter,step_date,opening_nav,growth_amount,capital_call,capitalized_call,fee_expense,distribution,ending_nav,ending_unfunded,currency,origin_type
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,9,2028-12-30,369896.40737951,7165.93328233,0.00000000,0.00000000,0.00000000,94265.58516546,282796.75549638,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,10,2029-03-30,282796.75549638,5417.79109732,0.00000000,0.00000000,0.00000000,72053.63664842,216160.90994527,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,11,2029-06-30,216160.90994527,4234.11037692,0.00000000,0.00000000,0.00000000,55098.75508055,165296.26524165,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,12,2029-09-30,165296.26524165,3237.78537064,0.00000000,0.00000000,0.00000000,42133.51265307,126400.53795922,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,13,2029-12-30,126400.53795922,2448.73376382,0.00000000,0.00000000,0.00000000,32212.31793076,96636.95379228,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,14,2030-03-30,96636.95379228,1851.36080154,0.00000000,0.00000000,0.00000000,24622.07864845,73866.23594536,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,15,2030-06-30,73866.23594536,1446.87490536,0.00000000,0.00000000,0.00000000,18828.27771268,56484.83313804,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,16,2030-09-30,56484.83313804,1106.41196962,0.00000000,0.00000000,0.00000000,14397.81127692,43193.43383075,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,17,2030-12-30,43193.43383075,836.77824086,0.00000000,0.00000000,0.00000000,11007.55301790,33022.65905371,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,18,2031-03-30,33022.65905371,632.64469890,0.00000000,0.00000000,0.00000000,8413.82593815,25241.47781445,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,19,2031-06-30,25241.47781445,494.42428407,0.00000000,0.00000000,0.00000000,6433.97552463,19301.92657389,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,20,2031-09-30,19301.92657389,378.08171525,0.00000000,0.00000000,0.00000000,19680.00828914,0.00000000,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,1,2026-12-30,224556.20179360,0.00000000,5212.16564737,4951.55736501,260.60828237,0.00000000,229507.75915861,36485.15953163,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2,2027-03-30,229507.75915861,0.00000000,5212.16564737,4951.55736501,260.60828237,0.00000000,234459.31652361,31272.99388425,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,3,2027-06-30,234459.31652361,0.00000000,5212.16564737,4951.55736501,260.60828237,0.00000000,239410.87388862,26060.82823688,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,4,2027-09-30,239410.87388862,0.00000000,5212.16564737,4951.55736501,260.60828237,0.00000000,244362.43125362,20848.66258950,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,5,2027-12-30,244362.43125362,0.00000000,5212.16564737,4951.55736501,260.60828237,0.00000000,249313.98861863,15636.49694212,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,6,2028-03-30,249313.98861863,0.00000000,5212.16564737,4951.55736501,260.60828237,0.00000000,254265.54598364,10424.33129475,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,7,2028-06-30,254265.54598364,0.00000000,5212.16564737,4951.55736501,260.60828237,0.00000000,259217.10334864,5212.16564737,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,8,2028-09-30,259217.10334864,0.00000000,5212.16564737,4951.55736501,260.60828237,0.00000000,264168.66071365,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,9,2028-12-30,264168.66071365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,264168.66071365,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,10,2029-03-30,264168.66071365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,264168.66071365,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,11,2029-06-30,264168.66071365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,264168.66071365,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,12,2029-09-30,264168.66071365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,264168.66071365,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,13,2029-12-30,264168.66071365,0.00000000,0.00000000,0.00000000,0.00000000,52833.73214273,211334.92857092,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,14,2030-03-30,211334.92857092,0.00000000,0.00000000,0.00000000,0.00000000,42266.98571418,169067.94285674,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,15,2030-06-30,169067.94285674,0.00000000,0.00000000,0.00000000,0.00000000,33813.58857135,135254.35428539,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,16,2030-09-30,135254.35428539,0.00000000,0.00000000,0.00000000,0.00000000,27050.87085708,108203.48342831,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,17,2030-12-30,108203.48342831,0.00000000,0.00000000,0.00000000,0.00000000,21640.69668566,86562.78674265,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,18,2031-03-30,86562.78674265,0.00000000,0.00000000,0.00000000,0.00000000,17312.55734853,69250.22939412,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,19,2031-06-30,69250.22939412,0.00000000,0.00000000,0.00000000,0.00000000,13850.04587882,55400.18351530,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,20,2031-09-30,55400.18351530,0.00000000,0.00000000,0.00000000,0.00000000,55400.18351530,0.00000000,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,1,2026-12-30,308764.77746620,8848.42499623,5212.16564737,4951.55736501,260.60828237,0.00000000,322564.75982744,36485.15953163,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,2,2027-03-30,322564.75982744,9140.89079033,5212.16564737,4951.55736501,260.60828237,0.00000000,336657.20798277,31272.99388425,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,3,2027-06-30,336657.20798277,9755.29294306,5212.16564737,4951.55736501,260.60828237,0.00000000,351364.05829084,26060.82823688,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,4,2027-09-30,351364.05829084,10181.45234088,5212.16564737,4951.55736501,260.60828237,0.00000000,366497.06799672,20848.66258950,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,5,2027-12-30,366497.06799672,10502.88781032,5212.16564737,4951.55736501,260.60828237,0.00000000,381951.51317205,15636.49694212,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,6,2028-03-30,381951.51317205,10945.77349215,5212.16564737,4951.55736501,260.60828237,0.00000000,397848.84402921,10424.33129475,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,7,2028-06-30,397848.84402921,11528.43880521,5212.16564737,4951.55736501,260.60828237,0.00000000,414328.84019942,5212.16564737,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,8,2028-09-30,414328.84019942,12005.97852968,5212.16564737,4951.55736501,260.60828237,0.00000000,431286.37609411,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,9,2028-12-30,431286.37609411,12359.58706845,0.00000000,0.00000000,0.00000000,133093.78894877,310552.17421379,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,10,2029-03-30,310552.17421379,8800.47625384,0.00000000,0.00000000,0.00000000,95805.79514029,223546.85532734,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,11,2029-06-30,223546.85532734,6477.70197253,0.00000000,0.00000000,0.00000000,69007.36718996,161017.19010991,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,12,2029-09-30,161017.19010991,4665.78413040,0.00000000,0.00000000,0.00000000,49704.89227209,115978.08196822,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,13,2029-12-30,115978.08196822,3323.64127775,0.00000000,0.00000000,0.00000000,35790.51697379,83511.20627218,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,14,2030-03-30,83511.20627218,2366.55367037,0.00000000,0.00000000,0.00000000,25763.32798277,60114.43195979,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,15,2030-06-30,60114.43195979,1741.93179284,0.00000000,0.00000000,0.00000000,18556.90912579,43299.45462684,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,16,2030-09-30,43299.45462684,1254.68534207,0.00000000,0.00000000,0.00000000,13366.24199067,31187.89797824,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,17,2030-12-30,31187.89797824,893.76702328,0.00000000,0.00000000,0.00000000,9624.49950046,22457.16550106,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,18,2031-03-30,22457.16550106,636.39468061,0.00000000,0.00000000,0.00000000,6928.06805450,16165.49212717,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,19,2031-06-30,16165.49212717,468.42636228,0.00000000,0.00000000,0.00000000,4990.17554683,11643.74294261,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,upside,20,2031-09-30,11643.74294261,337.39994471,0.00000000,0.00000000,0.00000000,11981.14288732,0.00000000,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,1,2026-12-30,39750.82907000,770.08530862,11290.04690337,10725.54455821,564.50234517,0.00000000,51246.45893682,79030.32832362,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,2,2027-03-30,51246.45893682,981.77437895,11290.04690337,10725.54455821,564.50234517,0.00000000,62953.77787398,67740.28142025,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,3,2027-06-30,62953.77787398,1233.12417694,11290.04690337,10725.54455821,564.50234517,0.00000000,74912.44660913,56450.23451688,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,4,2027-09-30,74912.44660913,1467.36784014,11290.04690338,10725.54455821,564.50234517,0.00000000,87105.35900747,45160.18761350,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,5,2027-12-30,87105.35900747,1687.47567894,11290.04690338,10725.54455821,564.50234517,0.00000000,99518.37924462,33870.14071013,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,6,2028-03-30,99518.37924462,1927.95077704,11290.04690338,10725.54455821,564.50234517,0.00000000,112171.87457987,22580.09380675,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,7,2028-06-30,112171.87457987,2197.19697829,11290.04690338,10725.54455821,564.50234517,0.00000000,125094.61611637,11290.04690338,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,8,2028-09-30,125094.61611637,2450.32467864,11290.04690338,10725.54455821,564.50234517,0.00000000,138270.48535321,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,9,2028-12-30,138270.48535321,2678.68801424,0.00000000,0.00000000,0.00000000,35237.29334186,105711.88002558,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,10,2029-03-30,105711.88002558,2025.21730307,0.00000000,0.00000000,0.00000000,26934.27433216,80802.82299649,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,11,2029-06-30,80802.82299649,1582.74718320,0.00000000,0.00000000,0.00000000,20596.39254492,61789.17763477,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,12,2029-09-30,61789.17763477,1210.31225429,0.00000000,0.00000000,0.00000000,15749.87247226,47249.61741679,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,13,2029-12-30,47249.61741679,915.35791987,0.00000000,0.00000000,0.00000000,12041.24383416,36123.73150249,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,14,2030-03-30,36123.73150249,692.05472528,0.00000000,0.00000000,0.00000000,9203.94655694,27611.83967083,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,15,2030-06-30,27611.83967083,540.85438901,0.00000000,0.00000000,0.00000000,7038.17351496,21114.52054488,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,16,2030-09-30,21114.52054488,413.58639064,0.00000000,0.00000000,0.00000000,5382.02673388,16146.08020164,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,17,2030-12-30,16146.08020164,312.79496418,0.00000000,0.00000000,0.00000000,4114.71879146,12344.15637437,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,18,2031-03-30,12344.15637437,236.48807566,0.00000000,0.00000000,0.00000000,3145.16111251,9435.48333752,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,19,2031-06-30,9435.48333752,184.82008574,0.00000000,0.00000000,0.00000000,2405.07585582,7215.22756745,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,base,20,2031-09-30,7215.22756745,141.33022443,0.00000000,0.00000000,0.00000000,7356.55779187,0.00000000,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,1,2026-12-30,31800.66325600,0.00000000,11290.04690337,10725.54455821,564.50234517,0.00000000,42526.20781421,79030.32832362,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,2,2027-03-30,42526.20781421,0.00000000,11290.04690337,10725.54455821,564.50234517,0.00000000,53251.75237241,67740.28142025,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,3,2027-06-30,53251.75237241,0.00000000,11290.04690337,10725.54455821,564.50234517,0.00000000,63977.29693062,56450.23451688,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,4,2027-09-30,63977.29693062,0.00000000,11290.04690338,10725.54455821,564.50234517,0.00000000,74702.84148883,45160.18761350,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,5,2027-12-30,74702.84148883,0.00000000,11290.04690338,10725.54455821,564.50234517,0.00000000,85428.38604703,33870.14071013,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,6,2028-03-30,85428.38604703,0.00000000,11290.04690338,10725.54455821,564.50234517,0.00000000,96153.93060524,22580.09380675,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,7,2028-06-30,96153.93060524,0.00000000,11290.04690338,10725.54455821,564.50234517,0.00000000,106879.47516344,11290.04690338,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,8,2028-09-30,106879.47516344,0.00000000,11290.04690338,10725.54455821,564.50234517,0.00000000,117605.01972165,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,9,2028-12-30,117605.01972165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,117605.01972165,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,10,2029-03-30,117605.01972165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,117605.01972165,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,11,2029-06-30,117605.01972165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,117605.01972165,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,12,2029-09-30,117605.01972165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,117605.01972165,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,13,2029-12-30,117605.01972165,0.00000000,0.00000000,0.00000000,0.00000000,23521.00394433,94084.01577732,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,14,2030-03-30,94084.01577732,0.00000000,0.00000000,0.00000000,0.00000000,18816.80315546,75267.21262186,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,15,2030-06-30,75267.21262186,0.00000000,0.00000000,0.00000000,0.00000000,15053.44252437,60213.77009748,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,16,2030-09-30,60213.77009748,0.00000000,0.00000000,0.00000000,0.00000000,12042.75401950,48171.01607799,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,17,2030-12-30,48171.01607799,0.00000000,0.00000000,0.00000000,0.00000000,9634.20321560,38536.81286239,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,18,2031-03-30,38536.81286239,0.00000000,0.00000000,0.00000000,0.00000000,7707.36257248,30829.45028991,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,19,2031-06-30,30829.45028991,0.00000000,0.00000000,0.00000000,0.00000000,6165.89005798,24663.56023193,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,downside,20,2031-09-30,24663.56023193,0.00000000,0.00000000,0.00000000,0.00000000,24663.56023193,0.00000000,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,1,2026-12-30,43725.91197700,1253.07509391,11290.04690337,10725.54455821,564.50234517,0.00000000,55704.53162912,79030.32832362,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,2,2027-03-30,55704.53162912,1578.56376010,11290.04690337,10725.54455821,564.50234517,0.00000000,68008.63994742,67740.28142025,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,3,2027-06-30,68008.63994742,1970.68171901,11290.04690337,10725.54455821,564.50234517,0.00000000,80704.86622464,56450.23451688,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,4,2027-09-30,80704.86622464,2338.57940149,11290.04690338,10725.54455821,564.50234517,0.00000000,93768.99018434,45160.18761350,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,5,2027-12-30,93768.99018434,2687.18434605,11290.04690338,10725.54455821,564.50234517,0.00000000,107181.71908859,33870.14071013,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,6,2028-03-30,107181.71908859,3071.55955451,11290.04690338,10725.54455821,564.50234517,0.00000000,120978.82320131,22580.09380675,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,7,2028-06-30,120978.82320131,3505.59510461,11290.04690338,10725.54455821,564.50234517,0.00000000,135209.96286412,11290.04690338,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,8,2028-09-30,135209.96286412,3917.96986752,11290.04690338,10725.54455821,564.50234517,0.00000000,149853.47728985,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,9,2028-12-30,149853.47728985,4294.42524210,0.00000000,0.00000000,0.00000000,46244.37075959,107903.53177237,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,10,2029-03-30,107903.53177237,3057.78721876,0.00000000,0.00000000,0.00000000,33288.39569734,77672.92329379,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,11,2029-06-30,77672.92329379,2250.72299807,0.00000000,0.00000000,0.00000000,23977.09388756,55946.55240430,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,12,2029-09-30,55946.55240430,1621.15943136,0.00000000,0.00000000,0.00000000,17270.31355070,40297.39828497,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,13,2029-12-30,40297.39828497,1154.82248070,0.00000000,0.00000000,0.00000000,12435.66622970,29016.55453597,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,14,2030-03-30,29016.55453597,822.27567657,0.00000000,0.00000000,0.00000000,8951.64906376,20887.18114878,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,15,2030-06-30,20887.18114878,605.24642286,0.00000000,0.00000000,0.00000000,6447.72827149,15044.69930015,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,16,2030-09-30,15044.69930015,435.94922501,0.00000000,0.00000000,0.00000000,4644.19455755,10836.45396761,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,17,2030-12-30,10836.45396761,310.54562293,0.00000000,0.00000000,0.00000000,3344.09987716,7802.89971338,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,18,2031-03-30,7802.89971338,221.11979674,0.00000000,0.00000000,0.00000000,2407.20585303,5616.81365708,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,19,2031-06-30,5616.81365708,162.75802606,0.00000000,0.00000000,0.00000000,1733.87150494,4045.70017820,0.00000000,USD,DERIVED
POS_03BACFCF783B5AAEF3FA,DEAL_INTEGRATED_DEMO,upside,20,2031-09-30,4045.70017820,117.23197800,0.00000000,0.00000000,0.00000000,4162.93215620,0.00000000,0.00000000,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,1,2026-12-30,962.44123700,18.64519242,35.87528987,34.08152538,1.79376449,0.00000000,1015.16795481,251.12702913,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,2,2027-03-30,1015.16795481,19.44848306,35.87528987,34.08152538,1.79376449,0.00000000,1068.69796324,215.25173925,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,3,2027-06-30,1068.69796324,20.93341084,35.87528987,34.08152538,1.79376449,0.00000000,1123.71289947,179.37644938,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,4,2027-09-30,1123.71289947,22.01103081,35.87528988,34.08152538,1.79376449,0.00000000,1179.80545566,143.50115950,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,5,2027-12-30,1179.80545566,22.85614840,35.87528988,34.08152538,1.79376449,0.00000000,1236.74312944,107.62586963,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,6,2028-03-30,1236.74312944,23.95919121,35.87528988,34.08152538,1.79376449,0.00000000,1294.78384604,71.75057975,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,7,2028-06-30,1294.78384604,25.36192931,35.87528988,34.08152538,1.79376449,0.00000000,1354.22730073,35.87528988,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,8,2028-09-30,1354.22730073,26.52629408,35.87528988,34.08152538,1.79376449,0.00000000,1414.83512020,0.00000000,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,9,2028-12-30,1414.83512020,27.40933373,0.00000000,0.00000000,0.00000000,360.56111348,1081.68334045,0.00000000,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,10,2029-03-30,1081.68334045,20.72277796,0.00000000,0.00000000,0.00000000,275.60152960,826.80458881,0.00000000,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,11,2029-06-30,826.80458881,16.19525885,0.00000000,0.00000000,0.00000000,210.74996191,632.24988574,0.00000000,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,12,2029-09-30,632.24988574,12.38436590,0.00000000,0.00000000,0.00000000,161.15856291,483.47568873,0.00000000,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,13,2029-12-30,483.47568873,9.36628326,0.00000000,0.00000000,0.00000000,123.21049300,369.63147899,0.00000000,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,14,2030-03-30,369.63147899,7.08136178,0.00000000,0.00000000,0.00000000,94.17821019,282.53463058,0.00000000,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,15,2030-06-30,282.53463058,5.53422361,0.00000000,0.00000000,0.00000000,72.01721355,216.05164064,0.00000000,USD,DERIVED
POS_BC8C03B81492D1FB1E28,DEAL_INTEGRATED_DEMO,base,16,2030-09-30,216.05164064,4.23197003,0.00000000,0.00000000,0.00000000,55.07090267,165.21270801,0.00000000,USD,DERIVED
