check_id,scope,record_id,fund_id,rule,status,actual_value,expected_value,difference,notes
REC_3F7AC0B30EC90C48DA9B,FUND_PERIOD,FPRINT_103557BD91B78FEE835A,FUND_0337,FINANCIAL_IDENTITIES,PASS,0.0000000373,<=0.005,0.0000000373,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_44510243AFF087F579C4,FUND_PERIOD,FPRINT_741176E273DC001BE397,FUND_0338,FINANCIAL_IDENTITIES,PASS,0.0000000186,<=0.005,0.0000000186,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_A0755190A380F76EB909,FUND_PERIOD,FPRINT_9ABEA3ADD3980D7CE7DA,FUND_0339,FINANCIAL_IDENTITIES,PASS,0.0000000121,<=0.005,0.0000000121,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_B1DFD800AAC1CDB57F2F,FUND_PERIOD,FPRINT_68062C4BAAA3EA882BB8,FUND_0340,FINANCIAL_IDENTITIES,PASS,0.0000000382,<=0.005,0.0000000382,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_3E93919028C41EFD82E3,FUND_PERIOD,FPRINT_CEB8F63717E0818EC44C,FUND_0341,FINANCIAL_IDENTITIES,PASS,0.0000000130,<=0.005,0.0000000130,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_A14986574E7C44D6840A,FUND_PERIOD,FPRINT_E720728294B35D444600,FUND_0342,FINANCIAL_IDENTITIES,PASS,0.0000000019,<=0.005,0.0000000019,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_923D139DAC19075C41D7,FUND_PERIOD,FPRINT_35515AE64A9F718E3693,FUND_0343,FINANCIAL_IDENTITIES,PASS,0.0000000093,<=0.005,0.0000000093,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_B68D3157DB32B6D97D0F,FUND_PERIOD,FPRINT_73CE5545F07DCA4EAA84,FUND_0344,FINANCIAL_IDENTITIES,PASS,0.0000000261,<=0.005,0.0000000261,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_6FFEE9F3DE6023E74EB3,FUND_PERIOD,FPRINT_56F7C7801FCBB7703AE3,FUND_0345,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_5B56772E1A650D3D1D54,FUND_PERIOD,FPRINT_5CB921E487CBDB811EEC,FUND_0346,FINANCIAL_IDENTITIES,PASS,0.0000000298,<=0.005,0.0000000298,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_8349BD3C3480F2F5071F,FUND_PERIOD,FPRINT_0970F543DCF8A2DB8E24,FUND_0347,FINANCIAL_IDENTITIES,PASS,0.0000000093,<=0.005,0.0000000093,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1F5E4FFBB076CA202999,FUND_PERIOD,FPRINT_02FACB72A646272F60DB,FUND_0348,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_D7F0964E5278920EB059,FUND_PERIOD,FPRINT_39DBEA8FC1492BF57559,FUND_0349,FINANCIAL_IDENTITIES,PASS,0.0000000084,<=0.005,0.0000000084,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_8F223434C3CBAFF359A1,FUND_PERIOD,FPRINT_81EE4D01BCCE4C094945,FUND_0350,FINANCIAL_IDENTITIES,PASS,0.0000000016,<=0.005,0.0000000016,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_42B20C8C35EFECB1A9DD,FUND_PERIOD,FPRINT_136A8315F2CAF3DAEF81,FUND_0351,FINANCIAL_IDENTITIES,PASS,0.0000000261,<=0.005,0.0000000261,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_854DA7B3A23BF6FF63DE,FUND_PERIOD,FPRINT_6D75B736247E4E12477A,FUND_0352,FINANCIAL_IDENTITIES,PASS,0.0000000075,<=0.005,0.0000000075,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_B59274200A50659F1024,FUND_PERIOD,FPRINT_FFB23DB0D2CDE528B6E5,FUND_0353,FINANCIAL_IDENTITIES,PASS,0.0000000037,<=0.005,0.0000000037,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_BBE046C3302E66B92E08,FUND_PERIOD,FPRINT_EDD693C970267D3EBEF5,FUND_0354,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_CBE975D2DC5A890C0E61,FUND_PERIOD,FPRINT_76474D392903BE8154B6,FUND_0355,FINANCIAL_IDENTITIES,PASS,0.0000000019,<=0.005,0.0000000019,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F331E61E7BCDF1A0E42D,FUND_PERIOD,FPRINT_775DCC6147A95C2AED53,FUND_0356,FINANCIAL_IDENTITIES,PASS,0.0000000075,<=0.005,0.0000000075,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_E6B76F3D4358E048BAB9,FUND_PERIOD,FPRINT_F493E96ABD1EF200EA7D,FUND_0357,FINANCIAL_IDENTITIES,PASS,0.0000000484,<=0.005,0.0000000484,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_826D7FA859898C67FB15,FUND_PERIOD,FPRINT_DE3667BCC1C66BDAFC27,FUND_0358,FINANCIAL_IDENTITIES,PASS,0.0000000373,<=0.005,0.0000000373,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4AE02288D0734F3C3829,FUND_PERIOD,FPRINT_69CBDEB1FB6743211020,FUND_0359,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_C1F609C2376D1A62787E,FUND_PERIOD,FPRINT_9E166F35CCA12D9F121F,FUND_0360,FINANCIAL_IDENTITIES,PASS,0.0000000224,<=0.005,0.0000000224,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_B10B33FFD17AEB687A01,FUND_PERIOD,FPRINT_8C9E83EBCBBB0D0137C1,FUND_0361,FINANCIAL_IDENTITIES,PASS,0.0000000168,<=0.005,0.0000000168,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F984B32DC4D672971532,FUND_PERIOD,FPRINT_DBC6C2C0A66E2940E99B,FUND_0362,FINANCIAL_IDENTITIES,PASS,0.0000000084,<=0.005,0.0000000084,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_91FE7506CB6D5FC5FFDD,FUND_PERIOD,FPRINT_12EEA3F340281DBE4AFE,FUND_0363,FINANCIAL_IDENTITIES,PASS,0.0000000028,<=0.005,0.0000000028,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_209178A76A2805AD1596,FUND_PERIOD,FPRINT_FFD0A2BCF3307C26B11E,FUND_0364,FINANCIAL_IDENTITIES,PASS,0.0000000354,<=0.005,0.0000000354,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_211A8933ED92570D6FFF,FUND_PERIOD,FPRINT_7CDD0969F1D2DB2FB715,FUND_0365,FINANCIAL_IDENTITIES,PASS,0.0000000001,<=0.005,0.0000000001,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_B193C4CB1AA1425D55E7,FUND_PERIOD,FPRINT_0BFCF1F70803DE4F31DE,FUND_0366,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_ACE63C0543D06F694C42,FUND_PERIOD,FPRINT_C5EDC415C0B4DB7F10F0,FUND_0367,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_BBF876C5261EE9ACEC75,FUND_PERIOD,FPRINT_EA07C1D2259366415B4A,FUND_0368,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_3903893EA34F93254709,FUND_PERIOD,FPRINT_5442C0D1B8E85DECD7D0,FUND_0369,FINANCIAL_IDENTITIES,PASS,0.0000000149,<=0.005,0.0000000149,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_D0870751E02795EED695,FUND_PERIOD,FPRINT_8A1D32A59D6DE3677A1D,FUND_0370,FINANCIAL_IDENTITIES,PASS,0.0000010189,<=0.005,0.0000010189,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_AA74BD9930AF5E60C2F5,FUND_PERIOD,FPRINT_B850C2FB705DC3E0AA57,FUND_0371,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_576BBBFD9CE7093F8023,FUND_PERIOD,FPRINT_90E30D2D4CB442D23E48,FUND_0372,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_41D1361F98B78DDBEBE3,FUND_PERIOD,FPRINT_ABFEAA1B886DC73557B0,FUND_0373,FINANCIAL_IDENTITIES,PASS,0.0000000149,<=0.005,0.0000000149,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_A45B3BE903BD913A57D4,FUND_PERIOD,FPRINT_C7453C9507F9E3A7E071,FUND_0374,FINANCIAL_IDENTITIES,PASS,0.0000000075,<=0.005,0.0000000075,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4F861F5546E5639825D5,FUND_PERIOD,FPRINT_E5507DF23FD5EA4C4871,FUND_0375,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_D24C752D8A42040839EE,FUND_PERIOD,FPRINT_E729B7A0B22E38240B98,FUND_0376,FINANCIAL_IDENTITIES,PASS,0.0000000298,<=0.005,0.0000000298,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_97547FB9C217A5CBEE42,FUND_PERIOD,FPRINT_7E9316D458AF6FF403F6,FUND_0377,FINANCIAL_IDENTITIES,PASS,0.0000000298,<=0.005,0.0000000298,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_69F522E01C8B8079DB80,FUND_PERIOD,FPRINT_6A8B28F1ABC207562C40,FUND_0378,FINANCIAL_IDENTITIES,PASS,0.0000000093,<=0.005,0.0000000093,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_9C3C5A72E58E4E5FE08F,FUND_PERIOD,FPRINT_A79899A8D4588DDCBFBF,FUND_0379,FINANCIAL_IDENTITIES,PASS,0.0000000354,<=0.005,0.0000000354,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_355864D7BA8B7E6544DC,FUND_PERIOD,FPRINT_CCD2D9B74E0DE41CFE5D,FUND_0380,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_026AF2CB0F8B16B3EE70,FUND_PERIOD,FPRINT_9F5E5D6D1835E8004DD1,FUND_0381,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_DDA0F030D767B9270367,FUND_PERIOD,FPRINT_65C610CEC7A789A68A85,FUND_0382,FINANCIAL_IDENTITIES,PASS,0.0000000001,<=0.005,0.0000000001,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1E7E9F3C0E1542BAD6C4,FUND_PERIOD,FPRINT_77657A67508FCFB32BC1,FUND_0383,FINANCIAL_IDENTITIES,PASS,0.0000000093,<=0.005,0.0000000093,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_0C2A3105A8DFB99C607B,FUND_PERIOD,FPRINT_AD3DF0C0D7524475C7AB,FUND_0384,FINANCIAL_IDENTITIES,PASS,0.0000000023,<=0.005,0.0000000023,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_C86073F116C08C6CB655,FUND_PERIOD,FPRINT_12E2A23A8083C1EC55DE,FUND_0385,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_6C101B6732BB4F7B6B94,FUND_PERIOD,FPRINT_B4A1FCC91F0029F974F0,FUND_0386,FINANCIAL_IDENTITIES,PASS,0.0000000019,<=0.005,0.0000000019,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_8B906C6CE6DA12E9A4E5,FUND_PERIOD,FPRINT_4809D59FB40A125B6C6C,FUND_0387,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_160EEA54E8E01229061C,FUND_PERIOD,FPRINT_C229202FB385B15E5499,FUND_0388,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_3C7610B0A9D5AF110D3F,FUND_PERIOD,FPRINT_75C0909232D7B0658A6A,FUND_0389,FINANCIAL_IDENTITIES,PASS,0.0000000633,<=0.005,0.0000000633,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_DC524F39A419BFC1B818,FUND_PERIOD,FPRINT_BF8D046021E068ABE610,FUND_0390,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_94742F1235D1726C9D8E,FUND_PERIOD,FPRINT_44E294F99E4BA92140B9,FUND_0391,FINANCIAL_IDENTITIES,PASS,0.0000000102,<=0.005,0.0000000102,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_53B4AB82E1C222809581,FUND_PERIOD,FPRINT_BC674AE64D917F1A2959,FUND_0392,FINANCIAL_IDENTITIES,PASS,0.0000000130,<=0.005,0.0000000130,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F9FB5E305301B30348D2,FUND_PERIOD,FPRINT_28385CE133FF409F65C3,FUND_0393,FINANCIAL_IDENTITIES,PASS,0.0000000410,<=0.005,0.0000000410,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F2192BE78455B6D7F5A1,FUND_PERIOD,FPRINT_A904C9ED68507505E02B,FUND_0394,FINANCIAL_IDENTITIES,PASS,0.0000000130,<=0.005,0.0000000130,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_D0CE001CA0997B4FA190,FUND_PERIOD,FPRINT_E21266066C414521D9F7,FUND_0395,FINANCIAL_IDENTITIES,PASS,0.0000000205,<=0.005,0.0000000205,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_88041C5D2AED72B4099D,FUND_PERIOD,FPRINT_987108FB1E21B34BDF91,FUND_0396,FINANCIAL_IDENTITIES,PASS,0.0000000289,<=0.005,0.0000000289,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F280A11F21B1D7F52932,FUND_PERIOD,FPRINT_3BB0A9D9EDB34BCB18EA,FUND_0397,FINANCIAL_IDENTITIES,PASS,0.0000000373,<=0.005,0.0000000373,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_0FA371991D1F665DA52D,FUND_PERIOD,FPRINT_420D527D9BAFB349C32B,FUND_0398,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_7846DA35EC57956EC384,FUND_PERIOD,FPRINT_9BEBE628EB50177128EC,FUND_0399,FINANCIAL_IDENTITIES,PASS,0.0000000522,<=0.005,0.0000000522,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F8208F28ABE754348BD1,FUND_PERIOD,FPRINT_761BFE65D838DFEB8E79,FUND_0400,FINANCIAL_IDENTITIES,PASS,0.0000000112,<=0.005,0.0000000112,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_30693E6F8604889D7EC6,FUND_PERIOD,FPRINT_A63C332CCA732F1D5161,FUND_0401,FINANCIAL_IDENTITIES,PASS,0.0000000298,<=0.005,0.0000000298,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_FFEBDBEE05F718E26885,FUND_PERIOD,FPRINT_78A699A731F0C2028123,FUND_0402,FINANCIAL_IDENTITIES,PASS,0.0000000494,<=0.005,0.0000000494,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_8E9673CBF40293BB2BD9,FUND_PERIOD,FPRINT_B886BA6A9072878DA2CE,FUND_0403,FINANCIAL_IDENTITIES,PASS,0.0000000596,<=0.005,0.0000000596,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F6F68D3081A18C486AF2,FUND_PERIOD,FPRINT_F729131577FC34550766,FUND_0404,FINANCIAL_IDENTITIES,PASS,0.0000000093,<=0.005,0.0000000093,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_91B54A9731EEC93536A2,FUND_PERIOD,FPRINT_942EDB25B8367063662D,FUND_0405,FINANCIAL_IDENTITIES,PASS,0.0000000228,<=0.005,0.0000000228,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_408817642B3B5F34B222,FUND_PERIOD,FPRINT_FAAC7085BF41195E1D25,FUND_0406,FINANCIAL_IDENTITIES,PASS,0.0000000345,<=0.005,0.0000000345,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_6A7D5567B2DB3A68CA71,FUND_PERIOD,FPRINT_BC38482B288530AA6701,FUND_0407,FINANCIAL_IDENTITIES,PASS,0.0000000428,<=0.005,0.0000000428,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_AECFE5DC92BCB69A7516,FUND_PERIOD,FPRINT_5C3003052415B7110E69,FUND_0408,FINANCIAL_IDENTITIES,PASS,0.0000000102,<=0.005,0.0000000102,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_B7A78D86ABE691C30DEE,FUND_PERIOD,FPRINT_145482204D3759E664D6,FUND_0409,FINANCIAL_IDENTITIES,PASS,0.0000000056,<=0.005,0.0000000056,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_B92A62226EAE96588B95,FUND_PERIOD,FPRINT_2700E86EA02C396F7965,FUND_0410,FINANCIAL_IDENTITIES,PASS,0.0000000298,<=0.005,0.0000000298,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_070321AEA6A350375E56,FUND_PERIOD,FPRINT_CBE97237587C625E3616,FUND_0411,FINANCIAL_IDENTITIES,PASS,0.0000000042,<=0.005,0.0000000042,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_86B0CCEE4907C914FB29,FUND_PERIOD,FPRINT_ABCB03BC429409F76620,FUND_0412,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1067E6885904FFD84349,FUND_PERIOD,FPRINT_2B1F7F2D87F1673FD65D,FUND_0413,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_985B26DEC2A26C2631F1,FUND_PERIOD,FPRINT_BF51F13A415D4244272F,FUND_0414,FINANCIAL_IDENTITIES,PASS,0.0000000130,<=0.005,0.0000000130,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_421D665A687FE1F9EE5B,FUND_PERIOD,FPRINT_75F837FB809CA66754FD,FUND_0415,FINANCIAL_IDENTITIES,PASS,0.0000000168,<=0.005,0.0000000168,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_A5FE061DCC7D02A34258,FUND_PERIOD,FPRINT_2D62D5D84FA58A967707,FUND_0416,FINANCIAL_IDENTITIES,PASS,0.0000000224,<=0.005,0.0000000224,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1F6127B79789C99F6251,FUND_PERIOD,FPRINT_0AB80169C95D5A8049AF,FUND_0417,FINANCIAL_IDENTITIES,PASS,0.0000000261,<=0.005,0.0000000261,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F2189630B4E49711AF8E,FUND_PERIOD,FPRINT_721E057866DCC64C3D35,FUND_0418,FINANCIAL_IDENTITIES,PASS,0.0000000345,<=0.005,0.0000000345,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_BA21381F3B994AC4B9D3,FUND_PERIOD,FPRINT_54970385B3C2362F54E6,FUND_0419,FINANCIAL_IDENTITIES,PASS,0.0000000214,<=0.005,0.0000000214,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_0665B10874C4ED42D8E8,FUND_PERIOD,FPRINT_DC3F6F059C9F6619DC1C,FUND_0420,FINANCIAL_IDENTITIES,PASS,0.0000000317,<=0.005,0.0000000317,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_AF8881DADE3E23A3D5D3,FUND_PERIOD,FPRINT_1AAD98CDBB2CCC81F5EF,FUND_0421,FINANCIAL_IDENTITIES,PASS,0.0000000075,<=0.005,0.0000000075,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_9D6A499C6C546567F392,FUND_PERIOD,FPRINT_4951908B9EB6F3D85DA8,FUND_0422,FINANCIAL_IDENTITIES,PASS,0.0000000205,<=0.005,0.0000000205,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_E8BA7D42E489D0D65DDA,FUND_PERIOD,FPRINT_22F9CD0DA9ABA418B3A0,FUND_0423,FINANCIAL_IDENTITIES,PASS,0.0000000224,<=0.005,0.0000000224,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_6FEB18682DD5AE516940,FUND_PERIOD,FPRINT_9CB7C3704D79BFB78D4C,FUND_0424,FINANCIAL_IDENTITIES,PASS,0.0000000214,<=0.005,0.0000000214,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_0AD46B40933313A85161,FUND_PERIOD,FPRINT_B0B59326915A0C76C19B,FUND_0425,FINANCIAL_IDENTITIES,PASS,0.0000000075,<=0.005,0.0000000075,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_35FB7DC7208DA4A65A78,FUND_PERIOD,FPRINT_8FB834A5AB132BB0AD7B,FUND_0426,FINANCIAL_IDENTITIES,PASS,0.0000000107,<=0.005,0.0000000107,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_54EFB9CDF25D8A651E9F,FUND_PERIOD,FPRINT_C4B47E663446D66630C9,FUND_0427,FINANCIAL_IDENTITIES,PASS,0.0000000037,<=0.005,0.0000000037,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_EB801F3DF1A9C7ADFFDB,FUND_PERIOD,FPRINT_708AC9CB76AD28FC2ED7,FUND_0428,FINANCIAL_IDENTITIES,PASS,0.0000000158,<=0.005,0.0000000158,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_62C198567E5603EB0D77,FUND_PERIOD,FPRINT_A2875AA37ECA934AAFC8,FUND_0429,FINANCIAL_IDENTITIES,PASS,0.0000000075,<=0.005,0.0000000075,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_E18DF4D34873FB84664B,FUND_PERIOD,FPRINT_696FCA1998C5C194AB73,FUND_0431,FINANCIAL_IDENTITIES,PASS,0.0000000400,<=0.005,0.0000000400,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4D91CDDCF399DF8DD2BC,FUND_PERIOD,FPRINT_10A8E8EF564C461B239D,FUND_0432,FINANCIAL_IDENTITIES,PASS,0.0000000037,<=0.005,0.0000000037,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4789CE2852654F86BC45,FUND_PERIOD,FPRINT_692A2B96B2BFDF9F74DA,FUND_0433,FINANCIAL_IDENTITIES,PASS,0.0000000102,<=0.005,0.0000000102,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_E28891A115EDF80FE6C1,FUND_PERIOD,FPRINT_817891C71DD90E51A90B,FUND_0434,FINANCIAL_IDENTITIES,PASS,0.0000000001,<=0.005,0.0000000001,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_889BF9DCBC0C29670FFC,FUND_PERIOD,FPRINT_9F8E10DE8CA88328CFE8,FUND_0435,FINANCIAL_IDENTITIES,PASS,0.0000000093,<=0.005,0.0000000093,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_B3A6315FAF46BC4E0C21,FUND_PERIOD,FPRINT_F7414F6B6C83EA09525A,FUND_0436,FINANCIAL_IDENTITIES,PASS,0.0000000182,<=0.005,0.0000000182,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_9608C0C6BE73C2856F0C,FUND_PERIOD,FPRINT_A3F17C5123DC1B5841FA,FUND_0437,FINANCIAL_IDENTITIES,PASS,0.0000000121,<=0.005,0.0000000121,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_321EC3C3AC9FAB3DBED9,FUND_PERIOD,FPRINT_54CAFA0B76291F8F6C6B,FUND_0438,FINANCIAL_IDENTITIES,PASS,0.0000000144,<=0.005,0.0000000144,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_72E1DE71D9D3B965E866,FUND_PERIOD,FPRINT_467CE1893AEE4B1EDBAC,FUND_0439,FINANCIAL_IDENTITIES,PASS,0.0000000438,<=0.005,0.0000000438,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_CDCFBA3BDF8BF437ECDD,FUND_PERIOD,FPRINT_186CC292B476A9FD1907,FUND_0440,FINANCIAL_IDENTITIES,PASS,0.0000000149,<=0.005,0.0000000149,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_569A6B535BB813E345F1,FUND_PERIOD,FPRINT_5BF00ABCBC9AF518A655,FUND_0441,FINANCIAL_IDENTITIES,PASS,0.0000000354,<=0.005,0.0000000354,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_5CE7B655A076C218FD38,FUND_PERIOD,FPRINT_6B8A8BA42133FED22797,FUND_0442,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4ACDBEF1FA9082AE3AF7,FUND_PERIOD,FPRINT_846A5F3830D5ADAC031D,FUND_0443,FINANCIAL_IDENTITIES,PASS,0.0000000037,<=0.005,0.0000000037,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_7D92CAE556E1816DC3A8,FUND_PERIOD,FPRINT_F60F32924B1123D72934,FUND_0444,FINANCIAL_IDENTITIES,PASS,0.0000000112,<=0.005,0.0000000112,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_799627DDA9663E81942F,FUND_PERIOD,FPRINT_F8EE206F3DEC6DC1139A,FUND_0445,FINANCIAL_IDENTITIES,PASS,0.0000000028,<=0.005,0.0000000028,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_DD8843EFFD638954C28C,FUND_PERIOD,FPRINT_677B3E58DEAAFA689987,FUND_0446,FINANCIAL_IDENTITIES,PASS,0.0000000577,<=0.005,0.0000000577,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_07FCE46D9AC07AC6D625,FUND_PERIOD,FPRINT_00BCDDABAEB52D30343A,FUND_0447,FINANCIAL_IDENTITIES,PASS,0.0000000028,<=0.005,0.0000000028,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_ED7D2A6ACFECAB5A7FD6,FUND_PERIOD,FPRINT_DBF275B7E07DA5CD6A93,FUND_0448,FINANCIAL_IDENTITIES,PASS,0.0000000037,<=0.005,0.0000000037,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1DF6D26C0CC056D63775,FUND_PERIOD,FPRINT_332C5AAE3081F9EB2952,FUND_0449,FINANCIAL_IDENTITIES,PASS,0.0000000005,<=0.005,0.0000000005,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_BEFCA120A2B2AE5054F4,FUND_PERIOD,FPRINT_320C784D63555E79278D,FUND_0450,FINANCIAL_IDENTITIES,PASS,0.0000000084,<=0.005,0.0000000084,"DPI, RVPI, TVPI, and commitment identities are checked together."
