alias_id,target_id,printed_name,name_key,first_seen_date,last_seen_date,first_seen_document_id,last_seen_document_id,position_count,match_basis,alias_status,lineage_id,provenance_type,synthetic_parameter_set_id,record_status
TALIAS_34B46407AEFF6BA20EB6,TARGET_NATIVE_5EDB790B8CD234BC9957,"Backed 2, L.P.",backed 2 l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3526EB0D6C4BD416D7D9,TARGET_FUND_0952,"The Veritas Capital Fund VIII, L.P.",the veritas capital fund viii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_360E2408727148B84D17,TARGET_FUND_0310,Astorg Normec Fund,astorg normec fund,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_362B787B1CEFD312C2CC,TARGET_FUND_0510,Frontenac XI Private Capital (M) Limited Partnership,frontenac xi private capital m limited partnership,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3639C1B8D90045DE1771,TARGET_FUND_1051,"Vista Equity Partners Fund VII, L.P.",vista equity partners fund vii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_370F83184EBB7EE7881A,TARGET_FUND_0941,TEAKWOOD CAPITAL III (CO-INVESTMENT) LP,teakwood capital iii co investment lp,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_37478A7EE388111121E4,TARGET_PRI_3215B367A4820B92FC9E,"WESTERN RIVERS CONSERVANCY - TO ENABLE WESTERN RIVERS CONSERVANCY TO PROCEED WITH ITS PURCHASE OF THE 159-ACRE DUNTON MEADOWS PROPERTY, AN INHOLDING IN THE SAN JUAN NATIONAL FOREST IN THE HEADWATERS OF THE DOLORES RIVER, IN DOLORES COUNTY, COLORADO.",western rivers conservancy to enable western rivers conservancy to proceed with its purchase of the 159 acre dunton meadows property an inholding in the san juan national forest in the headwaters of the dolores river in dolores county colorado,,,SRC373,SRC373,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_37787657786060A988A8,TARGET_FUND_0901,"Silver Lake Partners V, L.P.",silver lake partners v l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_37969D9E24892D7DE623,TARGET_PRI_C298A5B1B56E6388053E,"SAVE THE REDWOODS LEAGUE - TO SUPPORT THE ACQUISITION BY SAVE THE REDWOODS LEAGUE OF THE 394-ACRE RUSSIAN RIVER REDWOODS PROPERTY LOCATED IN SONOMA COUNTY, CALIFORNIA.",save the redwoods league to support the acquisition by save the redwoods league of the 394 acre russian river redwoods property located in sonoma county california,,,SRC373,SRC373,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_37CA9C795320A17C49C9,TARGET_FUND_0351,Blackstone Capital Partners V L.P.,blackstone capital partners v l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3849246FDF8DC746D8E6,TARGET_FUND_0533,"Golden Gate Capital Opportunity Fund, LP",golden gate capital opportunity fund lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_38801A94D5C8A203DC5F,TARGET_FUND_0448,"Corsair IV Financial Services Capital Partners, L.P.",corsair iv financial services capital partners l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_38DED510D606F8E57311,TARGET_FUND_0619,"Hellman & Friedman Capital Partners IX (Parallel), L.P.",hellman friedman capital partners ix parallel l p,2025-12-31,2026-03-31,SRC407,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_395E3B1AC61AFF759551,TARGET_FUND_0296,"Apax Europe VII - B, L.P.",apax europe vii b l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_39BF11BAECA0187567F5,TARGET_FUND_0801,"PA Middle Market Fund, LP",pa middle market fund lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3A519913978CB92FFA99,TARGET_FUND_0754,"NB SPV, L.P.",nb spv l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3A7F2786A30FC3B58E19,TARGET_FUND_0279,"Aerospace, Transportation and Logistics Fund II LP",aerospace transportation and logistics fund ii lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3B79BC498B8B83165FDE,TARGET_NATIVE_121B9570DBA6BBBB9F8E,"Court Square Capital Partners V, L.P.",court square capital partners v l p,2026-03-31,2026-03-31,SRC623,SRC623,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3BC50C7CA7BFE0121595,TARGET_DEBT_86674E3C5689DB99798C,Gate SME Ser 144A 12/15/2025,gate sme ser 144a 12 15 2025,2021-12-31,2021-12-31,SRC192,SRC192,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3C1B45AB8D9495D1BDF4,TARGET_NATIVE_80A5BDC912AF7C25C14F,Madison Dearborn Capital Partners VIII,madison dearborn capital partners viii,2025-12-31,2025-12-31,SRC624,SRC624,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3C444D92A9CF744F611E,TARGET_NATIVE_FCC8F7A183D263734469,"C2 Capital Global Export-To-China Fund, L.P.",c2 capital global export to china fund l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3D4BF7D7FB57F9EE1D14,TARGET_FUND_0906,"Solamere Capital AF V, LP",solamere capital af v lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3DD01EADFBAEC9AB5797,TARGET_FUND_0930,TA Atlantic and Pacific VI L.P.,ta atlantic and pacific vi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3E180BBA9CD073FA4959,TARGET_SOURCE_562F7CC9D23E4BEB7F1F,REDACTED,redacted,2018-03-31,2018-03-31,SRC034,SRC034,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3E472682962BA0A458E2,TARGET_FUND_0420,"CD&R Value Building Partners I, L.P.",cd r value building partners i l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3EB04E5AC93E14DA3BF9,TARGET_FUND_0543,"Green Equity Investors Side VI, L.P.",green equity investors side vi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3EB6E0F9F71CE078B32B,TARGET_FUND_0373,"BPEA EQT Mid-Market Growth Partnership, SCSp",bpea eqt mid market growth partnership scsp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3F1754B8F46AB479703B,TARGET_NATIVE_7C855E23E6B6445E6062,"Apollo Overseas Partners (Delaware 892) IX, L.P.",apollo overseas partners delaware 892 ix l p,2026-03-31,2026-03-31,SRC623,SRC623,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_3F9B1C1DD9246D58C4F4,TARGET_FUND_0571,"H&F Arrow 2, L.P.",h f arrow 2 l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4017D532B139F3B39F02,TARGET_FUND_0909,"Sorenson Capital Partners IV-B, L.P.",sorenson capital partners iv b l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_40413381BECC300C4178,TARGET_FUND_0572,"H&F Clyde 2, L.P.",h f clyde 2 l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_40591666CFC7273FC91B,TARGET_FUND_0951,"The Veritas Capital Fund VII, L.P.",the veritas capital fund vii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_407F099C0BA2B72250A4,TARGET_FUND_0765,NEXT COAST VENTURES III LP,next coast ventures iii lp,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_40EB51866A30AE304EF5,TARGET_FUND_0779,"Norwest Mezzanine Partners III, LP",norwest mezzanine partners iii lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_42BCDE2EA244112E3A87,TARGET_FUND_0629,"HighVista Private Equity VIII (Offshore), L.P.",highvista private equity viii offshore l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_431573141B8EE9176B71,TARGET_FUND_0816,Platinum Equity Capital Partners II,platinum equity capital partners ii,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4326C4B43D1B0ADD89C2,TARGET_PRI_3215B367A4820B92FC9E,"2 WESTERN RIVERS CONSERVANCY - TO ENABLE WESTERN RIVERS CONSERVANCY TO PROCEED WITH ITS PURCHASE OF THE 1,860-ACRE COLLARD RANCH, LOCATED ON TARRYALL CREEK, A PRINCIPAL TRIBUTARY OF THE SOUTH PLATTE RIVER, IN PARK COUNTY, COLORADO.",2 western rivers conservancy to enable western rivers conservancy to proceed with its purchase of the 1 860 acre collard ranch located on tarryall creek a principal tributary of the south platte river in park county colorado,,,SRC373,SRC373,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_439FA36352C471893DD0,TARGET_FUND_0662,"Insight Venture Partners IX, L.P.",insight venture partners ix l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_43F2AD6E422685E819FF,TARGET_NATIVE_EBCC97927F01321E25C0,"PSG Fidelity Co-Invest, L.P.",psg fidelity co invest l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_44DB7C21F38590AED94F,TARGET_FUND_0450,"Court Square Capital Partners (Offshore) III, L.P.",court square capital partners offshore iii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_45648CF2C049FB91DCC9,TARGET_FUND_0781,"Norwest Mezzanine Partners V-A, LP",norwest mezzanine partners v a lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_460B6871B9067627A045,TARGET_FUND_0827,Providence Equity Partners VI L.P.,providence equity partners vi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4663103D175A11605123,TARGET_FUND_0563,"Gryphon Partners V, L.P.",gryphon partners v l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_47739C807B937402AC47,TARGET_FUND_0758,"New Enterprise Associates 12, Limited Partnership",new enterprise associates 12 limited partnership,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_47AEB3D00F07C231CC41,TARGET_FUND_0511,"FS Equity Partners CV1, L.P.",fs equity partners cv1 l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4858B4AB63450F2BFA90,TARGET_FUND_0422,"Centerbridge Seaport Acquisition Fund, L.P.",centerbridge seaport acquisition fund l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4877CC020F2964AD39BA,TARGET_NATIVE_CD56962FF4257265E05E,"PSG LM Sequel, L.P.",psg lm sequel l p,2025-12-31,2026-03-31,SRC624,SRC623,4,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_48AD04C6739DCC56BF45,TARGET_FUND_0805,PAI Mid-Market Fund SCSp,pai mid market fund scsp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4A04D905906C9AFA64E3,TARGET_NATIVE_D9002EFA3A7D4089ADFC,"Providence Strategic Growth Europe, L.P.",providence strategic growth europe l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4ADF0250E8F44DD0A999,TARGET_FUND_0517,"Genstar Capital Partners XI, L.P.",genstar capital partners xi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4B567F468068807C187E,TARGET_FUND_0303,Archer Capital Trust 5B,archer capital trust 5b,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4CB18DD7BB88EB172B2E,TARGET_FUND_0903,Sixth Cinven Fund (No. 4) Limited Partnership,sixth cinven fund no 4 limited partnership,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4D1778A83CBB415BE981,TARGET_FUND_0361,Blue Owl GP Stakes Nimbus Cayman (B) LP,blue owl gp stakes nimbus cayman b lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4D254257A2568FB760DD,TARGET_FUND_0577,"H.I.G. Capital Partners IV, L.P.",h i g capital partners iv l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4D5A3D2D3E96F9FBF966,TARGET_FUND_0406,"Carlyle Partners V, L.P.",carlyle partners v l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4E2117F971F65A183CB9,TARGET_FUND_0926,"Sun Capital Partners IV, LP",sun capital partners iv lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4EADB2AEC359AD0F7842,TARGET_FUND_0299,"Apollo Investment Fund VI, L.P.",apollo investment fund vi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4F44480A23FD55033473,TARGET_FUND_0885,SCF-IX LP,scf ix lp,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_4F7F8569133631699A54,TARGET_FUND_0316,"Audax Private Equity Fund III, L.P.",audax private equity fund iii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_508D046B3B12DA573B47,TARGET_FUND_0626,Hg Genesis 7 C L.P.,hg genesis 7 c l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_50C77685A10B6B3B1D85,TARGET_FUND_0704,"Lion/Simba Investors, L.P.",lion simba investors l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_50C90F6752A89ECBDDF6,TARGET_FUND_0820,"PRO SPV, LP",pro spv lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_515CADF96CF65C66AA97,TARGET_FUND_0545,"Green Equity Investors VI, L.P.",green equity investors vi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5288F7012731DFC33399,TARGET_FUND_0271,Accel-KKR Growth Capital Partners IV LP,accel kkr growth capital partners iv lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_537F90E5C6138AC312AB,TARGET_FUND_0352,"Blackstone Capital Partners VII, L.P.",blackstone capital partners vii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_53E3B1E9EA5C94AF1818,TARGET_FUND_0696,"Lee Equity Partners Fund II, L.P.",lee equity partners fund ii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_546A68E0E357D83C9C38,TARGET_NATIVE_0BFF44AA5A4E64E3AB97,Sagard 4A FPCI and Sagard 4B FIPS (A Shares),sagard 4a fpci and sagard 4b fips a shares,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_550CF1C86EAD11B14130,TARGET_FUND_0649,Insight Equity I LP,insight equity i lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5666FAED0DE33C4C3869,TARGET_FUND_0437,"Clearlake Capital Partners IV, L.P.",clearlake capital partners iv l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_57154D6C6ED8E6E9E45C,TARGET_FUND_0810,PBC AUSTIN 2021 EQUITY I LP,pbc austin 2021 equity i lp,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_574F80C6771ED1A51BE7,TARGET_PRI_5CE87015D21E747DDF4E,"AFAXYS, INC. - TO EXPAND ACCESS TO QUALITY, AFFORDABLE CONTRACEPTIVE OPTIONS.",afaxys inc to expand access to quality affordable contraceptive options,,,SRC373,SRC373,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_58EFB852FC6A583B725C,TARGET_FUND_0884,"Saw Mill Capital Partners, L.P.",saw mill capital partners l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_59A3B0E42EB39EE4F950,TARGET_FUND_0557,"Gryphon Mezzanine Partners II, L.P.",gryphon mezzanine partners ii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_59F4811830E7D4A41ECA,TARGET_FUND_0325,"Bain Capital Empire Holdings, L.P.",bain capital empire holdings l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5A125D269A1E76FA9087,TARGET_CO_0009,DIRECT INVESTMENT #2,direct investment 2,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5A7E6EF152328039EA09,TARGET_FUND_0311,Astorg VI SLP,astorg vi slp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5A82E661BC9AA430FFBB,TARGET_FUND_0987,"Vista Equity Partners Fund VIII-A, L.P.",vista equity partners fund viii a l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5A84DFCDB1AA790B0B66,TARGET_CO_0002,Amazon,amazon,2021-12-31,2021-12-31,SRC192,SRC192,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5B21136F69CC01AB969C,TARGET_NATIVE_BDC4B23A63707A683BD1,"Providence Strategic Growth, L.P.",providence strategic growth l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5B7F214AE414F5E5C193,TARGET_NATIVE_AD08042A56A718108439,"Green Equity Investors Side X, L.P.",green equity investors side x l p,2026-03-31,2026-03-31,SRC623,SRC623,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5C536C00BFF4A4CD8EF1,TARGET_FUND_0289,"American Industrial Partners Fund IV, L.P.",american industrial partners fund iv l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5C770C68136A9D9CF9CB,TARGET_CO_0020,Lloyds Bank plc.,lloyds bank plc,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5CA786E7A83C0A6C5E14,TARGET_FUND_0905,"SL SPV-2, L.P.",sl spv 2 l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5F1DDF3871689EACA134,TARGET_FUND_0750,"MPE Partners II, L.P.",mpe partners ii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5F28D2F72A2E08998D66,TARGET_FUND_0460,CVC Capital Partners VI (B) L.P.,cvc capital partners vi b l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5F91254861143CE71604,TARGET_FUND_0774,Njord SCSp,njord scsp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5FA37091E20FF0DB59B6,TARGET_NATIVE_FD6E17211C7380654888,"Bain Capital Beacon Holdings, L.P.",bain capital beacon holdings l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_5FBF1E217E20556D1926,TARGET_FUND_0764,"NewView Capital Fund I, L.P.",newview capital fund i l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6017C16BBD1F6B546C68,TARGET_FUND_0689,"L Catterton IX, L.P.",l catterton ix l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_607E1BACAEE5F6965C36,TARGET_FUND_0954,"Thoma Bravo Fund XII, L.P.",thoma bravo fund xii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_60A7E0F568FEFFA38749,TARGET_FUND_0369,"Bowmark Capital Partners V, L.P.",bowmark capital partners v l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_61586DCAD0E2816B4E4C,TARGET_FUND_0317,"Audax Private Equity Fund, L.P.",audax private equity fund l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_616BE66EB9867D8ADF52,TARGET_FUND_0853,Roark Capital Partners CF LP,roark capital partners cf lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6217C87282CD6C48E179,TARGET_NATIVE_284D8995181172616A4A,"Epiris Fund III (B), L.P.",epiris fund iii b l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_630C02AB906B66EEF768,TARGET_FUND_0268,"ABS Capital Partners VII, L.P.",abs capital partners vii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_63C7B31F36273DB17319,TARGET_DEBT_1DDEFAC7A7A74A6BF39F,GNMA 2% 1/15/2051,gnma 2 1 15 2051,2021-12-31,2021-12-31,SRC192,SRC192,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_64569D2C1DD57565A245,TARGET_CO_0010,DIRECT INVESTMENT #3,direct investment 3,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_648B58AD94282E5E9B4B,TARGET_FUND_0623,"Hellman & Friedman Capital Partners XI (Parallel), L.P.",hellman friedman capital partners xi parallel l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_64DA028D9E4C7E8C8BFC,TARGET_FUND_0463,CVC European Equity Partners V (C) L.P.,cvc european equity partners v c l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_64F58184CEA52D3DF0A5,TARGET_FUND_0886,SCF-VII LP,scf vii lp,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6509B05C4A251DCB450E,TARGET_NATIVE_E74DFDFB934766D7DE67,"Madison Dearborn Capital Partners VIII-C, L.P.",madison dearborn capital partners viii c l p,2026-03-31,2026-03-31,SRC623,SRC623,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_65F4D6C7FCBA3763DF28,TARGET_FUND_0656,"Insight Venture Partners (Cayman) X, L.P.",insight venture partners cayman x l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_660632414A9145B22861,TARGET_FUND_0753,NB Credit Opportunities II Cayman Feeder LP,nb credit opportunities ii cayman feeder lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_66FC5BD88C4F5D92AF05,TARGET_NATIVE_020B168B24946A79DC6D,"Bain Capital Tremont Holdings, L.P.",bain capital tremont holdings l p,2026-03-31,2026-03-31,SRC623,SRC623,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
