target_id,target_kind,canonical_name,printed_name_primary,legal_name,company_entity_id,investee_fund_id,parent_target_id,sector,canonical_sector,sub_sector,country,identity_status,identity_confidence,identity_confidence_basis,identity_confidence_reason,provenance_type,synthetic_parameter_set_id,record_status,created_at
TARGET_GENERATED_3D1F326BD2A92212C742,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3D27C54BEDE5BC4F9122,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3D3730821A583FA6F910,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3D6798E59554858F6CD1,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3D8476EDCB4DC1506741,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3D8966B2031DC5A20678,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3DA14BA222445BFF4B0E,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3DC270A071480877DC44,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3DFA104FD58426D887D7,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3E4A148446EAC923D477,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3E78E6749C949F865430,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3E7EE7D478B949758496,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3E99207A86235CDD12CD,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3EAA8C058BC4ED173216,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3EBC8791A36B6718D9D8,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3EE73C50258A3D930013,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3F111E2CC64E7ADCC619,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3F2A12DCCF16079CF302,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3F4198A6B5CEA5FADBCE,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3F59B2C0C37979D7CAB1,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3F67B3075213D06B99A2,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3FCB51E9DCA8FDD121B1,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_3FF3BD572A03129ADDCB,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4008658063C15EA35C00,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_402597C862F2361CF24E,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_402A5EC6ABBCFD03E319,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_402DE4434C3C2104D382,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_405590E09CE17AEF5663,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_405FEA1419155ED9ABEB,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_40B2B1089A2DBA09528A,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_40C848A8C1DAA27232E8,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_40CD11464C156EBCDFEE,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_40D7150A83D0F3006525,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_40DDD2DF88CEFE23AED2,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_40E90F5A6E095386B242,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_40FD8DDA8D3DF9B9B09E,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_40FE11A0E78C42D99CAF,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4108A68A214F0C0945E7,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4110B2A3A195272ECC27,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4120AB85C05CC8338CCA,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_414302A36561A123D9F6,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_41547A0878575C0632E4,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4158F459EDC3E1F01FDA,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_415BD735F0C1A6B4F606,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_416BC6C6B91DF305BDBD,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4172CD81B19E41800891,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_417C9D11E591F2295DFC,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4199257306691EA66BAF,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_41AF58E94432DFA567A0,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_41C0FD252B7593E881EC,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_41CBB57A429CF058B65A,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_41D49319796470336739,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_41D5067877404E21B146,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_41ED9C2A33DEA369D87E,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_41F06DB67009E4141DFF,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_421BF8F9B0D44518823A,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_42309E646A296CC3B46F,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_423E0D53D193AF9B3028,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4244456BA626449545EA,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_428425662F963FB71E55,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_42982BB51EF7B37BCE32,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_42A359D56F900C95E357,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_42BF144ED95EBD4C41EB,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_42C2E2A6E6529DF4A985,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_42DD8F843E10B60DC42C,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_42E5920A2D6AA0674CA6,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_431576C7094A53191916,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4354CC088EB61087FFC2,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_435BEDD07BD39F4F6C71,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_435C61F9BC03B4786664,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4393593D69D982D0C8DF,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4396A64D379C346A760A,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_439F5122276C0134829F,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_43A16406E8F382D2E195,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_43B961616DCE3C400D6B,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_43B9E4066D5A1E05676A,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_43CA36B3EAB5F5CB6C08,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_43CA6AD31B6B58DFD45C,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_43E4DC2A89E49C14BE57,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_43EBEB757FED07510223,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_440869ECB8594E748473,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_4410DD53ADE00E5C69A6,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_44698C71BD1AB3768646,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_448F97F2CF746AC68183,PORTFOLIO_COMPANY,Illustrative Industrials Holding 3,Illustrative Industrials Holding 3,,,,,Industrials,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_44CA7716AA9046C359E0,PORTFOLIO_COMPANY,Illustrative Healthcare Holding 2,Illustrative Healthcare Holding 2,,,,,Healthcare,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
TARGET_GENERATED_44E046DD869A4A68D117,PORTFOLIO_COMPANY,Illustrative Technology Holding 1,Illustrative Technology Holding 1,,,,,Technology,,,United States,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE,
