"file_id","fund_id","fund_name_raw","fund_name_standardized","manager_id","manager_name","lp_name","share_class","perspective","source_page","context_version","context_source"
"SRC038","FUND_0108","Commonwealth Fund III","Commonwealth Fund III","MGR_0002","MassVentures","","","fund_total","13","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC039","FUND_0121","BioScience Facilities Fund","BioScience Facilities Fund","","","","","fund_total","18","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC039","FUND_0123","Clean Tech Fund","Clean Tech Fund","","Connecticut Innovations","","","fund_total","18","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC039","FUND_0124","Connecticut Bioscience Innovation Fund","Connecticut Bioscience Innovation Fund","","Connecticut Innovations","","","fund_total","26","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC039","FUND_0125","Connecticut Capital Access Fund","Connecticut Capital Access Fund","","","","","fund_total","19","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC039","FUND_0128","Connecticut Works Fund","Connecticut Works Fund","","","","","fund_total","19","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC039","FUND_0129","Connecticut Works Guarantee Fund","Connecticut Works Guarantee Fund","","","","","fund_total","19","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC039","FUND_0130","Eli Whitney Fund","Eli Whitney Fund","","Connecticut Innovations","","","fund_total","17","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC039","FUND_0132","Growth Fund","Growth Fund","","","","","fund_total","18","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC039","FUND_0134","PreSeed Fund","PreSeed Fund","","","","","fund_total","18","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC039","FUND_0137","Seed Fund","Seed Fund","","","","","fund_total","24","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC040","FUND_0139","Builder Fund","Builder Fund","MGR_0008","Maryland Technology Development Corporation","","","fund_total","10","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC040","FUND_0142","Cybersecurity Investment Fund","Cybersecurity Investment Fund","MGR_0008","Maryland Technology Development Corporation","","","fund_total","6","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC040","FUND_0143","Gap Investment Fund","Gap Investment Fund","","","","","fund_total","6","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC040","FUND_0144","Incubator Development Fund","Incubator Development Fund","","","","","fund_total","7","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC040","FUND_0145","Life Science Investment Fund","Life Science Investment Fund","","","","","fund_total","6","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC040","FUND_0148","Maryland Technology Commercialization Fund","Maryland Technology Commercialization Fund","MGR_0008","Maryland Technology Development Corporation","","","fund_total","5","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC040","FUND_0149","Maryland Venture Fund","Maryland Venture Fund","MGR_0008","Maryland Technology Development Corporation","","","fund_total","14","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC040","FUND_0150","Rural Pre-Seed Investment Fund","Rural Pre-Seed Investment Fund","MGR_0008","Maryland Technology Development Corporation","","","fund_total","9","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC053","FUND_0246","Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","MGR_0004","Starwood REIT Advisors, L.L.C.","","","fund_total","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC054","FUND_0246","Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","MGR_0004","Starwood REIT Advisors, L.L.C.","","","fund_total","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC101","FUND_0152","Heritage Fund I, L.P.","Heritage Fund I, L.P.","MGR_0090","HERITAGE PARTNERS.INC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC102","FUND_0153","Jefferson Partners Fund IV, L.P.","Jefferson Partners Fund IV, L.P.","","Jefferson Partners Fund 4.5 Management Corp.","","","fund_total","6","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC102","FUND_0155","Jefferson Partners Fund IV, (U.S.), L.P.","Jefferson Partners Fund IV, (U.S.), L.P.","","Jefferson Partners Fund 4.5 Management Corp.","","","fund_total","6","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC102","FUND_0205","JEFFERSON PARTNERS FUND IV (PA), L.P.","JEFFERSON PARTNERS FUND IV (PA), L.P.","MGR_0091","JPIV G.P., L.P.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0158","AG Core Plus Realty Fund III, L.P.","AG Core Plus Realty Fund III, L.P.","","Angelo, Gordon & Co., L.P.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0159","Almanac Realty Securities V, L.P.","Almanac Realty Securities V, L.P.","","Almanac Realty Investors, LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0160","Almanac Realty Securities VI, L.P.","Almanac Realty Securities VI, L.P.","","Almanac Realty Investors, LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0161","Apollo European Real Estate Fund III, L.P.","Apollo European Real Estate Fund III, L.P.","","Apollo Global Management","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0162","Apollo Real Estate Finance Corp","Apollo Real Estate Finance Corp","","","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0163","Apollo Value Enhancement Fund VII, L.P.","Apollo Value Enhancement Fund VII, L.P.","","Apollo Global Management","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0164","AREFIN Co-Invest Corporation","AREFIN Co-Invest Corporation","","","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0165","AvalonBay Value Added Fund II, L.P.","AvalonBay Value Added Fund II, L.P.","","AvalonBay Capital Management, Inc.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0166","AvalonBay Value Added Fund, L.P.","AvalonBay Value Added Fund, L.P.","","AvalonBay Capital Management, Inc.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0167","Avenue Real Estate Fund (Parallel) L.P.","Avenue Real Estate Fund (Parallel) L.P.","","","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0168","Beacon Capital Strategic Partners V, L.P.","Beacon Capital Strategic Partners V, L.P.","","Beacon Capital Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0169","Bell Institutional Fund IV, LLC","Bell Institutional Fund IV, LLC","","Bell Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0170","Blackstone Real Estate Debt Strategies II, L.P.","Blackstone Real Estate Debt Strategies II, L.P.","","Blackstone","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0171","Blackstone Real Estate Partners Europe III, L.P.","Blackstone Real Estate Partners Europe III, L.P.","","Blackstone","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0172","Blackstone Real Estate Partners V, L.P.","Blackstone Real Estate Partners V, L.P.","","Blackstone","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0173","Blackstone Real Estate Partners VI, L.P.","Blackstone Real Estate Partners VI, L.P.","","The Blackstone Group L.P.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0174","Blackstone Real Estate Partners VII, L.P.","Blackstone Real Estate Partners VII, L.P.","","Blackstone","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0175","BPG Investment Partnership IV, L.P.","BPG Investment Partnership IV, L.P.","","Equus Capital Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0176","BPG Investment Partnership V, L.P.","BPG Investment Partnership V, L.P.","","Equus Capital Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0177","BPG Investment Partnership VI, L.P.","BPG Investment Partnership VI, L.P.","","Equus Capital Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0178","BPG/PSERS Co-Investment Fund","BPG/PSERS Co-Investment Fund","","Equus Capital Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0179","Broadway Partners Real Estate Fund II, L.P.","Broadway Partners Real Estate Fund II, L.P.","","Broadway Real Estate Partners, LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0180","Broadway Partners Real Estate Fund III, L.P.","Broadway Partners Real Estate Fund III, L.P.","","Broadway Real Estate Partners, LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0181","Brookfield Strategic Real Estate Partners, L.P.","Brookfield Strategic Real Estate Partners, L.P.","","Brookfield Asset Management","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0182","Cabot Industrial Value Fund III, L.P.","Cabot Industrial Value Fund III, L.P.","","Cabot Properties","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0183","Carlyle Europe Real Estate Partners III, L.P.","Carlyle Europe Real Estate Partners III, L.P.","","The Carlyle Group","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0184","Carlyle Realty Partners III, L.P.","Carlyle Realty Partners III, L.P.","","The Carlyle Group","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0185","Carlyle Realty Partners IV, L.P.","Carlyle Realty Partners IV, L.P.","","The Carlyle Group","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0186","Carlyle Realty Partners V, L.P.","Carlyle Realty Partners V, L.P.","","The Carlyle Group","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0187","Carlyle Realty Partners VI, L.P.","Carlyle Realty Partners VI, L.P.","","The Carlyle Group","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0188","Centerline Diversified Risk CMBS Fund, LLC","Centerline Diversified Risk CMBS Fund, LLC","","Centerline Capital Group","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0189","Centerline High Yield CMBS III - Loan/Stock","Centerline High Yield CMBS III - Loan/Stock","","Centerline Capital Group","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0190","Cornerstone Patriot Fund, L.P.","Cornerstone Patriot Fund, L.P.","","Cornerstone Real Estate Advisers LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0191","CS Strategic Partners IV RE, L.P.","CS Strategic Partners IV RE, L.P.","","Credit Suisse First Boston Private Equity, Inc.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0192","CSFB Strategic Partners II RE, L.P.","CSFB Strategic Partners II RE, L.P.","","Credit Suisse First Boston Private Equity, Inc.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0193","CSFB Strategic Partners III RE, L.P.","CSFB Strategic Partners III RE, L.P.","","Credit Suisse First Boston Private Equity, Inc.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0194","DLJ Real Estate Capital Partners III, L.P.","DLJ Real Estate Capital Partners III, L.P.","","DLJ Real Estate Capital Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0195","DLJ Real Estate Capital Partners IV, L.P.","DLJ Real Estate Capital Partners IV, L.P.","","DLJ Real Estate Capital Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0196","DLJ Real Estate Partners II, L.P.","DLJ Real Estate Partners II, L.P.","","DLJ Real Estate Capital Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0197","DRA Growth and Income Fund VI, L.P.","DRA Growth and Income Fund VI, L.P.","","DRA Advisors LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0198","DRA Growth and Income Fund VII, L.P.","DRA Growth and Income Fund VII, L.P.","","DRA Advisors LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0199","Exeter Industrial Value Fund II, L.P.","Exeter Industrial Value Fund II, L.P.","","Exeter Property Group","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0200","Fillmore West Fund, L.P.","Fillmore West Fund, L.P.","","","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0201","Fortress Investment Fund IV LP","Fortress Investment Fund IV LP","","Fortress Investment Group LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0202","Fortress Investment Fund LLC","Fortress Investment Fund LLC","","Fortress Investment Group LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0203","Fortress Investment Fund V (Fund A) L.P.","Fortress Investment Fund V (Fund A) L.P.","","Fortress Investment Group LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0204","Hines U.S. Office Value Added Fund, L.P.","Hines U.S. Office Value Added Fund, L.P.","","Hines","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0206","JPMCB Strategic Property Fund","JPMCB Strategic Property Fund","","J.P. Morgan Asset Management","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0207","Latitude Management Real Estate Capital III, Inc.","Latitude Management Real Estate Capital III, Inc.","","Latitude Management Real Estate Investors","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0208","LCCG Diversified Risk CMBS Fund II, LLC","LCCG Diversified Risk CMBS Fund II, LLC","","","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0209","LCCG High Yield CMBS Fund III, LLC","LCCG High Yield CMBS Fund III, LLC","","","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0210","LCCG R E Special Situations Mortgage Fund","LCCG R E Special Situations Mortgage Fund","","","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0211","Legg Mason Real Estate Capital","Legg Mason Real Estate Capital","","Latitude Management Real Estate Investors","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0212","Legg Mason Real Estate Capital II","Legg Mason Real Estate Capital II","","Latitude Management Real Estate Investors","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0213","LEM Real Estate Mezzanine Fund II, L.P.","LEM Real Estate Mezzanine Fund II, L.P.","","LEM Capital","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0214","LF Strategic Realty Investors II, L.P.","LF Strategic Realty Investors II, L.P.","","Lazard Alternative Investments","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0215","LF Strategic Realty Investors, L.P.","LF Strategic Realty Investors, L.P.","","Lazard Alternative Investments","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0216","Lubert-Adler Real Estate Fund II","Lubert-Adler Real Estate Fund II","","Lubert-Adler Management Company, L.P.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0217","Lubert-Adler Real Estate Fund III","Lubert-Adler Real Estate Fund III","","Lubert-Adler Management Company, L.P.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0218","Lubert-Adler Real Estate Fund IV","Lubert-Adler Real Estate Fund IV","","Lubert-Adler Management Company, L.P.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0219","Lubert-Adler Real Estate Fund V","Lubert-Adler Real Estate Fund V","","Lubert-Adler Management Company, L.P.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0220","Lubert-Adler Real Estate Fund VI","Lubert-Adler Real Estate Fund VI","","Lubert-Adler Management Company, L.P.","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0221","Madison Marquette Retail Enhancement Fund LP","Madison Marquette Retail Enhancement Fund LP","","","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0222","MGPA Asia Fund III, L.P.","MGPA Asia Fund III, L.P.","","MGPA","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0223","MGPA Europe Fund III, L.P.","MGPA Europe Fund III, L.P.","","MGPA","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0224","Morgan Stanley Real Estate Fund II","Morgan Stanley Real Estate Fund II","","Morgan Stanley Real Estate Investing","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0225","Morgan Stanley Real Estate Fund IV Spec Dom","Morgan Stanley Real Estate Fund IV Spec Dom","","Morgan Stanley Real Estate Investing","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0226","Morgan Stanley Real Estate Fund IV Spec Intl","Morgan Stanley Real Estate Fund IV Spec Intl","","Morgan Stanley Real Estate Investing","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0227","Morgan Stanley Real Estate Fund V Spec Intl","Morgan Stanley Real Estate Fund V Spec Intl","","Morgan Stanley Real Estate Investing","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0228","Morgan Stanley Real Estate Fund V U.S.","Morgan Stanley Real Estate Fund V U.S.","","Morgan Stanley Real Estate Investing","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0229","Morgan Stanley Real Estate Fund VI Spec Intl","Morgan Stanley Real Estate Fund VI Spec Intl","","Morgan Stanley Real Estate Investing","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0230","Morgan Stanley Real Estate Fund VII Global, L.P.","Morgan Stanley Real Estate Fund VII Global, L.P.","","Morgan Stanley Real Estate Investing","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0231","O'Connor North American Property Partners II L.P.","O'Connor North American Property Partners II L.P.","","O'Connor Capital Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0232","O'Connor North American Property Partners, L.P.","O'Connor North American Property Partners, L.P.","","O'Connor Capital Partners","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0233","Paladin Realty Latin America Investors III, L.P.","Paladin Realty Latin America Investors III, L.P.","","Paladin Realty Partners, LLC","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0234","Peabody Global Real Estate Partners","Peabody Global Real Estate Partners","","","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0235","Prime Property Fund LLC","Prime Property Fund LLC","","Morgan Stanley Real Estate Investing","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0236","PRISA","PRISA","","PGIM Real Estate","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC137","FUND_0237","ProLogis North American Industrial Fund, L.P.","ProLogis North American Industrial Fund, L.P.","","Prologis","Pennsylvania Public School Employees' Retirement System (PSERS)","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
