lineage_id,record_type,record_id,field_name,value_raw,normalized_value,provenance_type,origin_type,source_holding_id,source_observation_id,source_document_id,source_sha256,source_page,source_table,source_row_label,source_column_label,source_occurrence,evidence_quote,definition_keys,pair_id,pair_status,adjudication_status,source_agents,source_review_decision_id,formula_id,parent_lineage_ids,matrix_rule_id,confidence_level,confidence_basis,effective_date,available_at,synthetic_parameter_set_id,notes
HFL_2A6CEEA73E9EA0F49777,POSITION,POS_GENERATED_86B5B138DF7C0140E337,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_18A60BCBF09C92F260EA,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_18A60BCBF09C92F260EA
HFL_2A70956EA60C8D19DEBA,POSITION,POS_GENERATED_4B8C294C01BE94EA52E8,fair_value,35956573.130002,35956573.130002,SYNTHETIC,COMPLETION,HOLDINT_BB9764A8F66CF9D158A7,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_BB9764A8F66CF9D158A7
HFL_2A7674D03F97BEEDA5B7,POSITION,POS_GENERATED_D4509EC01DD1B8B9C883,fair_value,1276599.100000,1276599.100000,SYNTHETIC,COMPLETION,HOLDINT_017A48E1F33C4D63AB10,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_017A48E1F33C4D63AB10
HFL_2A87ED046BA1B196D6B6,POSITION,POS_SOURCE_6E002F987417D2DCC160,initial_investment_date,10/3/2025,2025-10-03,DERIVED,FORMULA,f72bd9d43db9bd44a219,790ecb21794ea1812aa4,SRC624,c4a66a28478c1861fff90eb921d1d92380e24d4382f2fa38c8b5be45cd99e2ba,table-002,Consolidated Schedule of Investments,"PSG LM Sequel, L.P.",Acquisition Date,1,10/3/2025,4|5|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,PARSE_DATE_V1,,,HIGH,Deterministic date parse,,,,
HFL_2A8A5722F7C26C22428D,POSITION,POS_SOURCE_C940C218384CCE8A4559,cost,"$7,927,331",7927331,EXTRACTED,DIRECT_SOURCE,afc2623306a072fe9aac,bc090d68eb15644a76c0,SRC623,f53c4a2309f2323889b22be47f21049149cb0b325d0d78182f7929bf5d99a646,table-012,Consolidated Schedule of Investments,"KKR Sigma Co-lnvest II, L.P.",Cost Value,1,"KKR Sigma Co-lnvest II, L.P. $7,927,331",3|2|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,,,,HIGH,Accepted source observation,,,,
HFL_2A8BBED80719D139C676,INSTRUMENT,INSTR_SOURCE_F71FAD4FF8E2567152CF,instrument_kind,Private Equity Investments,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,3691eadc398772084a11,7b9d5b97165913d99432,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,4,Consolidated Schedule of Investments,"Insight Venture Partners IX, L.P.",Cost,1,"Insight Venture Partners IX, L.P.(f)(g) North America 09/30/2019 32,683 35,502",,PAIR_0665D49588EC672B69A5D03B,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_2A8FD87C57B625460CD4,POSITION,POS_GENERATED_B347968FC19CEA69C2E2,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_2513A9DC5C8F2398B52C,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_2513A9DC5C8F2398B52C
HFL_2A96407D7140A05F543B,POSITION,POS_GENERATED_7E4724013F66EAFECE58,fund_ownership_fraction,0.2500000000,0.2500000000,SYNTHETIC,COMPLETION,HOLDINT_B28FBD93B08CDC466723,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_B28FBD93B08CDC466723
HFL_2A9850F97D349E316894,POSITION,POS_GENERATED_CA4D4066FA16E21C6BFC,cost,40968450.380337,40968450.380337,SYNTHETIC,COMPLETION,HOLDINT_A628AF9EF4B16E6889FE,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_A628AF9EF4B16E6889FE
HFL_2A9A792C57F3C749CD11,POSITION,POS_GENERATED_C22157F18B882C31BE98,cost,46000424.755314,46000424.755314,SYNTHETIC,COMPLETION,HOLDINT_021A4F575D59390CB60B,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_021A4F575D59390CB60B
HFL_2A9E6F4316DA17034BFF,POSITION,POS_GENERATED_AFC623E7D138880EE89D,owner_id,OWNER_FUND_0958,OWNER_FUND_0958,SYNTHETIC,COMPLETION,HOLDINT_8D3A38B85E7543258F4A,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_8D3A38B85E7543258F4A
HFL_2A9E8D7FC6032D40279B,POSITION,POS_GENERATED_04CE1038B1C444B3B06A,fair_value,108768338.183058,108768338.183058,SYNTHETIC,COMPLETION,HOLDINT_D25739F99C42E480AF3B,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_D25739F99C42E480AF3B
HFL_2AA6AB426E67A18F1968,POSITION,POS_GENERATED_5F12ED4EBF4FB81C0538,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_19650359E0A8D04FABEA,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_19650359E0A8D04FABEA
HFL_2AA8A94D392AD0B38F86,POSITION,POS_GENERATED_64167B5C2DEC12B2BABA,cost,37276394.128921,37276394.128921,SYNTHETIC,COMPLETION,HOLDINT_35AA48C9EDB17062D7E0,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_35AA48C9EDB17062D7E0
HFL_2AAF20CF68F987052AA5,POSITION,POS_GENERATED_827E07F79EB935658B0D,cost,88849772.549350,88849772.549350,SYNTHETIC,COMPLETION,HOLDINT_1766ACD56F0351CC8554,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_1766ACD56F0351CC8554
HFL_2AAFEC1B946B637FFD6B,POSITION,POS_SOURCE_2EBCEE1DE987BB21006D,fair_value,"$275,463",275463,EXTRACTED,DIRECT_SOURCE,16f9a16bf67ec5c2600c,a60afdc238e4a1fe3e49,SRC624,c4a66a28478c1861fff90eb921d1d92380e24d4382f2fa38c8b5be45cd99e2ba,table-002,Consolidated Schedule of Investments,"PSG VI, L.P.",Fair Value,1,"PSG VI, L.P. $275,463",4|5|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,,,,HIGH,Accepted source observation,,,,
HFL_2AB09D6E2D0813383830,POSITION,POS_SOURCE_8203931C8C99B386936A,initial_investment_date,12/31/2025,2025-12-31,DERIVED,FORMULA,3543843d7fea27b9afc1,c261c7ed0cd0df188d53,SRC623,f53c4a2309f2323889b22be47f21049149cb0b325d0d78182f7929bf5d99a646,table-012,Consolidated Schedule of Investments,Sagard Testing FPCI,Acquisition Date,1,12/31/2025,4|2|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,PARSE_DATE_V1,,,HIGH,Deterministic date parse,,,,
HFL_2AB1AD0F896587BB6D9E,POSITION,POS_GENERATED_67FAA00669E457B6A6FF,fund_ownership_fraction,0.2000000000,0.2000000000,SYNTHETIC,COMPLETION,HOLDINT_248766EDC0DCFEE2DC95,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_248766EDC0DCFEE2DC95
HFL_2ABAE92009640BB09FD8,POSITION,POS_SOURCE_3CE690D10321F1BB98A7,owner_id,"AlpInvest CAPS Holdings, LLC",OWNER_ALPINVEST_CAPS_HOLDINGS,DERIVED,SOURCE_REVIEW,fd853d35ab5a5cfc278e,203e3cb85a771f6ee26c,SRC623,f53c4a2309f2323889b22be47f21049149cb0b325d0d78182f7929bf5d99a646,table-012,Consolidated Schedule of Investments,"Apollo Overseas Partners (Delaware 892) IX, L.P.",Fair Value,1,"Apollo Overseas Partners (Delaware 892) IX, L.P. $14,351,292",5|2|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_HOLDINGS,,,NATIVE_HOLDER_ROUTING_V1,HIGH,"fact_observation:dffc632fd623cacc4553 native_anchor=text/footnote-5 evidence_quote=Investments held in AlpInvest CAPS Holdings, LLC",,,,
HFL_2ABF6C919371E83EDCFB,POSITION,POS_GENERATED_F62B52607358F7C17161,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_D243479267152690BE12,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_D243479267152690BE12
HFL_2AC3B37096B2160019B1,POSITION,POS_GENERATED_4D71085A35938D234821,cost,5518033.516317,5518033.516317,SYNTHETIC,COMPLETION,HOLDINT_8B2F31320286AC3BACB6,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_8B2F31320286AC3BACB6
HFL_2AC66542C8D69A9069A6,POSITION,POS_GENERATED_407377DA68925AA1B0D9,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_F6129290F025F3304117,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_F6129290F025F3304117
HFL_2ACDD49A4AD937DFD094,POSITION,POS_GENERATED_56332C11AB65D144736B,cost,121604353.248139,121604353.248139,SYNTHETIC,COMPLETION,HOLDINT_B6CB371200C9B09DD400,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_B6CB371200C9B09DD400
HFL_2AD0F69BFB0B4D84B92D,POSITION,POS_GENERATED_96C563B9459D8301C267,cost,46580682.527076,46580682.527076,SYNTHETIC,COMPLETION,HOLDINT_4A086863F78E20C8842C,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_4A086863F78E20C8842C
HFL_2ADA68AC4FCCB0A3F235,POSITION,POS_GENERATED_B221F734C43F8D60DBD7,fund_ownership_fraction,0.1500000000,0.1500000000,SYNTHETIC,COMPLETION,HOLDINT_6D686CE49B4E36FF511D,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_6D686CE49B4E36FF511D
HFL_2ADB37AFEDF8FF2E8103,POSITION,POS_GENERATED_BEDD606FB0551C244ABF,fund_ownership_fraction,0.2500000000,0.2500000000,SYNTHETIC,COMPLETION,HOLDINT_67F2092A7D54C00ACBFF,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_67F2092A7D54C00ACBFF
HFL_2AE0507D18BD32C31EFF,POSITION,POS_GENERATED_D0F7EE45A665374644D5,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_19E009EE367F733AB263,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_19E009EE367F733AB263
HFL_2AE0A4B7FCC9D8485247,POSITION,POS_GENERATED_17BCDDA15BF9F4E72D40,cost,27481206.507844,27481206.507844,SYNTHETIC,COMPLETION,HOLDINT_047C4A976E23D1D1F142,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_047C4A976E23D1D1F142
HFL_2AE1AA6DEAA399BBAAAF,POSITION,POS_SOURCE_1CDF9F054BC50E59DF0E,acquisition_channel,Secondary Investments (69.1%),SECONDARY,DERIVED,MATRIX_NORMALIZATION,729100e478601fe742ae,16e9f6141b65dd36cf0e,SRC623,f53c4a2309f2323889b22be47f21049149cb0b325d0d78182f7929bf5d99a646,table-012,Consolidated Schedule of Investments,CVC Capital Partners VIII (A) L.P.,Cost Value,1,"CVC Capital Partners VIII (A) L.P. $13,557,988",5|2|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,,,ACQUISITION_CHANNEL_HEADING_V1,HIGH,schedule heading in fact_observation.strategy,,,,
HFL_2AE5A31F918B58EF9643,POSITION,POS_GENERATED_20EF849D88B42B45C0D0,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_786D4B6EA61B98D4F63E,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_786D4B6EA61B98D4F63E
HFL_2AEB39161A3B1BBDF529,POSITION,POS_GENERATED_3A99315430B61BF69CC5,cost,82499031.101178,82499031.101178,SYNTHETIC,COMPLETION,HOLDINT_E60D43FAE1929AA57F13,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_E60D43FAE1929AA57F13
HFL_2AED38EE0C006CAD5525,POSITION,POS_GENERATED_BFACCF33425A1A09362A,fair_value,58888434.837735,58888434.837735,SYNTHETIC,COMPLETION,HOLDINT_D7C35ED58D127C6A43EE,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_D7C35ED58D127C6A43EE
HFL_2AF93E78AB5C3BB8A5D6,POSITION,POS_GENERATED_B0E16B97E189261DD32D,fund_ownership_fraction,0.2000000000,0.2000000000,SYNTHETIC,COMPLETION,HOLDINT_7D4BE25F4EEA0090C3B8,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_7D4BE25F4EEA0090C3B8
HFL_2AFD21EC7AD33A458FF0,POSITION,POS_GENERATED_10F619CDD324D9E3A497,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_02D87F788FA67435F882,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_02D87F788FA67435F882
HFL_2AFEAA6BFE988255E6C2,POSITION,POS_SOURCE_DE85892AFB6657467F19,acquisition_channel,Secondary Investments,SECONDARY,DERIVED,MATRIX_NORMALIZATION,cd28b84e874f80d56333,c02686148d404e618b96,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,6,Consolidated Schedule of Investments,"Vista Equity Partners Fund VI, L.P.",Cost,1,"Vista Equity Partners Fund VI, L.P.(d)(f)(g) North America 03/28/2024 695,367 997,367",,PAIR_6A2D8A545B63A1B9056DD696,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,ACQUISITION_CHANNEL_HEADING_V1,HIGH,schedule heading in fact_observation.strategy,,,,
HFL_2AFF717C239D14C31B8A,POSITION,POS_SOURCE_0306840504858087D0D4,notional_amount,"31,681,960",31681960,EXTRACTED,DIRECT_SOURCE,63e2085b4b81684294d4,c4b5f7b311381d08f4cd,SRC192,b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230,5,Largest Debt Securities Holdings,FNMA Single Family Mortgage 0% 1/2022,Par Value,1,"31,681,960 32,818,434",,PAIR_10E32726BDBD9105E268E941,CONTEXT_CONFLICT,RESOLVED,B,,,,,HIGH,Accepted source observation,,,,
HFL_2B0092F9B7087950E391,POSITION,POS_SOURCE_86E3C11108640206C0D2,fair_value,"20,311,989",20311989,EXTRACTED,DIRECT_SOURCE,ef017d9856111220be9e,564452f4df95e835d399,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,4,Consolidated Schedule of Investments,"Harvest Partners Structured Capital Fund III, L.P.",Fair Value,1,"Harvest Partners Structured Capital Fund III, L.P.(f)(g) North America 12/30/2022 16,876,032 20,311,989",,PAIR_D853591742C0F2CDB9095A21,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_2B07C102A546AE5D31F5,POSITION,POS_GENERATED_9E9FBFFF3F2ACB648101,fair_value,980000.000000,980000.000000,SYNTHETIC,COMPLETION,HOLDINT_FCEC9E087942FE0AB1D5,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_FCEC9E087942FE0AB1D5
HFL_2B0A7B443B7B1DD13A4F,POSITION,POS_GENERATED_76FC4592F2CCFA4DC73C,fair_value,120216546.096502,120216546.096502,SYNTHETIC,COMPLETION,HOLDINT_216EFFA8772DDEB38FB7,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_216EFFA8772DDEB38FB7
HFL_2B1A8D7670238FAC7709,POSITION,POS_SOURCE_17CAC90E43091505488F,position_class,fund,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,dbd9ef5c0dcbfa52a040,08e61ab65adffcbc295a,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,6,Consolidated Schedule of Investments,"Trident VI, L.P.",Cost,1,"Trident VI, L.P.(f)(g) North America 06/30/2023 4,135,283 3,347,924",,PAIR_E2A95ECE376D6D8B979C9B5E,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_2B1FED7E4926F3EF6327,POSITION,POS_GENERATED_B96361EAD34A7A1250D6,fair_value,22651871.652598,22651871.652598,SYNTHETIC,COMPLETION,HOLDINT_814293CF21A151E8C962,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_814293CF21A151E8C962
HFL_2B24F8CE0404D9CF67E9,POSITION,POS_GENERATED_7F32F338A247018BB9AC,cost,153650734.975099,153650734.975099,SYNTHETIC,COMPLETION,HOLDINT_AA678AB08B9AE7B9BFC6,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_AA678AB08B9AE7B9BFC6
HFL_2B2E8E27AB93E31EC4CF,POSITION,POS_GENERATED_A9B9E69C046268087E0B,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_8B2BBAE392DC6DCDE915,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_8B2BBAE392DC6DCDE915
HFL_2B2FC90428EA04BC4747,POSITION,POS_GENERATED_E7EE0326AC9C93854197,owner_id,OWNER_FUND_0797,OWNER_FUND_0797,SYNTHETIC,COMPLETION,HOLDINT_9DC81C039F7402B28914,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_9DC81C039F7402B28914
HFL_2B342AF0626A594B0A27,INSTRUMENT,INSTR_SOURCE_82A5667BCBA9C0D489E4,instrument_kind,Private Equity Investments,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,9ea699e41e20739cbd89,8a70e6c9aa36dbcf9a46,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,5,Consolidated Schedule of Investments,KKR Americas Fund XII L.P.,Cost,1,"KKR Americas Fund XII L.P.(f)(g) North America 03/31/2021 3,576,910 4,682,612",,PAIR_607FA864CA480F5A59D85433,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_2B342FA9C7046B5D7E9D,POSITION,POS_SOURCE_EFC342C8CAD7F72981B0,acquisition_channel,Direct Investments/Co-Investments,DIRECT,DERIVED,MATRIX_NORMALIZATION,47593b71280e327d6600,cbcca54846cb278d198e,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,1,Consolidated Schedule of Investments,Roark Capital Partners II Sidecar LP,Fair Value,1,"Roark Capital Partners II Sidecar LP(d)(f) North America 10/18/2018 933,495 1,754,471",,PAIR_C4C81D852AB78D0A11EB8A69,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,ACQUISITION_CHANNEL_HEADING_V1,HIGH,schedule heading in fact_observation.strategy,,,,
HFL_2B357051551F99E3CF22,POSITION,POS_GENERATED_0D888EECAA0D77831AB7,cost,25116000.000000,25116000.000000,SYNTHETIC,COMPLETION,HOLDINT_97CB616336ABCAD26101,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_97CB616336ABCAD26101
HFL_2B37C461B2531D1747DD,POSITION,POS_GENERATED_18779C539351D3A9818C,fund_ownership_fraction,0.1500000000,0.1500000000,SYNTHETIC,COMPLETION,HOLDINT_47063AE08C004857F273,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_47063AE08C004857F273
HFL_2B391EF34ACFD6EC4BFD,POSITION,POS_GENERATED_1BDC5B31C42F7E390C97,cost,89642516.906387,89642516.906387,SYNTHETIC,COMPLETION,HOLDINT_A0030FBD64C8BB1E562A,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_A0030FBD64C8BB1E562A
HFL_2B39A3698684C735E43C,POSITION,POS_GENERATED_C4CEC1F2C2F3AB64337A,fund_ownership_fraction,0.1500000000,0.1500000000,SYNTHETIC,COMPLETION,HOLDINT_B1822AFAA8D8B2A1FE37,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_B1822AFAA8D8B2A1FE37
HFL_2B3BB9C9642B4D24B6F1,POSITION,POS_GENERATED_ADB2910590FE9524DB7A,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_B7C3BF9F726D66BAAF09,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_B7C3BF9F726D66BAAF09
HFL_2B421445A78FABD67C5A,POSITION,POS_GENERATED_499762CB7BDF5977AB1D,fair_value,29054602.257038,29054602.257038,SYNTHETIC,COMPLETION,HOLDINT_958F9B8722D7FE9D8296,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_958F9B8722D7FE9D8296
HFL_2B426894EC8CC9909439,POSITION,POS_GENERATED_3483F8BB5DA2B0FD29E2,owner_id,OWNER_FUND_0860,OWNER_FUND_0860,SYNTHETIC,COMPLETION,HOLDINT_C684741163A678933E0F,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_C684741163A678933E0F
HFL_2B4311077B439082EACF,POSITION,POS_GENERATED_157C84404CE74DC7A0ED,cost,1457777.777778,1457777.777778,SYNTHETIC,COMPLETION,HOLDINT_F964D51FCCE273623496,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_F964D51FCCE273623496
HFL_2B4763B9EFEB926CDF6A,POSITION,POS_GENERATED_ACF594B2565E2C5EAD3E,cost,29643891.238351,29643891.238351,SYNTHETIC,COMPLETION,HOLDINT_E856F680288190CB55B3,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_E856F680288190CB55B3
HFL_2B55D6D2227F35156A14,TARGET,TARGET_FUND_0995,target_kind,fund,FUND,DERIVED,MATRIX_NORMALIZATION,a8e3d4c805003a2c571c,1e67892d9c40ca544d10,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,6,Consolidated Schedule of Investments,"Warburg Pincus Private Equity XII, L.P.",Cost,1,"Warburg Pincus Private Equity XII, L.P.(d)(g) North America 06/30/2022 5,957,833 5,498,503",,PAIR_A73BBCFBC0C7CD015320A2A7,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_2B5764F5330711BE7E9F,POSITION,POS_GENERATED_F717C266830B1741BB4E,owner_id,OWNER_FUND_0525,OWNER_FUND_0525,SYNTHETIC,COMPLETION,HOLDINT_614B7AB6446F814CBFF8,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_614B7AB6446F814CBFF8
HFL_2B5C85420B0DB5AD6E8D,POSITION,POS_GENERATED_E2766A2EDEA0553E5E7C,cost,1081158.120000,1081158.120000,SYNTHETIC,COMPLETION,HOLDINT_8C500062E4D4347FC4E6,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_8C500062E4D4347FC4E6
HFL_2B62C060BF86121993BE,POSITION,POS_GENERATED_8C2C0FA9B7296937813D,fair_value,4050000.000000,4050000.000000,SYNTHETIC,COMPLETION,HOLDINT_1EE44215111E70AE65E6,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_1EE44215111E70AE65E6
HFL_2B69B9533B5985AE210B,POSITION,POS_GENERATED_6D76607AF704900546E7,fund_ownership_fraction,0.1500000000,0.1500000000,SYNTHETIC,COMPLETION,HOLDINT_47C63223A44EDB348483,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_47C63223A44EDB348483
HFL_2B6C9C751011E389704B,POSITION,POS_GENERATED_C0CA72CFCEF562218D33,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_49F437D5EE9CCBE4CE3A,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_49F437D5EE9CCBE4CE3A
