"entity_id","entity_kind","standardized_name","first_source","registered_at"
"FUND_0219","fund","Lubert-Adler Real Estate Fund V","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0220","fund","Lubert-Adler Real Estate Fund VI","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0221","fund","Madison Marquette Retail Enhancement Fund LP","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0222","fund","MGPA Asia Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0223","fund","MGPA Europe Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0224","fund","Morgan Stanley Real Estate Fund II","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0225","fund","Morgan Stanley Real Estate Fund IV Spec Dom","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0226","fund","Morgan Stanley Real Estate Fund IV Spec Intl","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0227","fund","Morgan Stanley Real Estate Fund V Spec Intl","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0228","fund","Morgan Stanley Real Estate Fund V U.S.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0229","fund","Morgan Stanley Real Estate Fund VI Spec Intl","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0230","fund","Morgan Stanley Real Estate Fund VII Global, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0231","fund","O'Connor North American Property Partners II L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0232","fund","O'Connor North American Property Partners, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0233","fund","Paladin Realty Latin America Investors III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0234","fund","Peabody Global Real Estate Partners","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0235","fund","Prime Property Fund LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0236","fund","PRISA","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0237","fund","ProLogis North American Industrial Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0238","fund","RCG Longview Debt Fund IV, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0239","fund","RCG Longview Debt Fund V, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0240","fund","RCG Longview Equity Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0241","fund","RREEF America REIT II, Inc.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0242","fund","Senior Housing Partnership Fund IV, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0243","fund","Silverpeak Legacy Pension Partners II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0244","fund","Silverpeak Legacy Pension Partners III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0245","fund","Silverpeak Legacy/PSERS, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0246","fund","Starwood Real Estate Income Trust, Inc.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0247","fund","Stockbridge Real Estate Fund II - Senior Note","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0248","fund","Stockbridge Real Estate Fund II, LP","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0249","fund","Stockbridge Real Estate Fund III, LP","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0250","fund","Stockbridge Real Estate Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0251","fund","Strategic Partners Value Enhancement Fund LP","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0252","fund","UBS (US) Trumbull Property Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0253","fund","VERSA CAPITAL FUND II-A, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0254","fund","Westbrook Real Estate Fund I","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0255","fund","Whitehall Street III & IV","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0256","fund","Whitehall Street V & VI","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0257","fund","Whitehall Street V-S & VI-S","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0258","fund","Whitehall Street VII & VIII","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0259","fund","William E Simon & Sons","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"MGR_0001","manager","Buckeye Venture Partners, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"MGR_0002","manager","MassVentures","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"MGR_0004","manager","Starwood REIT Advisors, L.L.C.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"MGR_0006","manager","Utah Capital Investment Corporation","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"MGR_0008","manager","Maryland Technology Development Corporation","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"MGR_0090","manager","HERITAGE PARTNERS.INC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"MGR_0091","manager","JPIV G.P., L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
