fund_period_id,fund_id,lp_id,lp_name,share_class_name,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,perspective,currency,commitment,paid_in_capital_itd,distributions_itd,nav,unfunded_commitment,recallable_distributions_itd,dpi,rvpi,tvpi,reported_irr,calculated_irr,beginning_nav,contributions_period,distributions_period,realized_gain_period,unrealized_gain_period,net_income_period,management_fee_period,other_expenses_period,ending_nav,period_return,benchmark_return,fund_size,vintage_year,strategy,sub_strategy,provenance_type,source_document_id,source_page,source_anchor,formula_id,input_observation_ids,synthetic_parameter_set_id,defect_expected,record_status,reported_irr_fee_basis,reported_irr_method,period_return_fee_basis,period_return_method,sector,canonical_asset_class,canonical_strategy,canonical_sub_strategy,canonical_sector
FP_cc5c4c55a54a8747,FUND_1034,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,50000000,,,13083932,36536869,,0.02,0.97,0.99,,,,,,,,,,,,0.0568,,,,Timber,,EXTRACTED,SRC457,10,"Investment Detail / Eastern Timberland Opportunities III, L.P. / Commitment",,166a46a8a543603d7db3 | 3ca82198bea33c650159 | 4643b4bbb4d71f879ed1 | 775accacb72ce0bb7cf6 | 86dedbd69b1cc4b0bf03 | c20467311df0c6c37b86 | f173a26629d58d3e2a4f,,,ACTIVE,,,net,modified_dietz,,natural_resources,timber,,
FP_9e4e8c27f192bc88,FUND_1035,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,30000000,,,25425456,,,0.67,0.84,1.51,0.0814,,,,,,,,,,,0.0319,,,,Timber,,EXTRACTED,SRC457,10,"Investment Detail / Ecosystem Investment Partners II, L.P. / Commitment",,1e2882bcdfff68047023 | 3a3765b6ecf3fa0566ef | 56e3a8a5c0310737a8d7 | 9c89c8231550db478ea4 | d21ddb28853fc1663f97 | e40eb046fbd8ea0657a9 | f748287d04a2b3701de3,,,ACTIVE,unstated,,net,modified_dietz,,natural_resources,timber,,
FP_5da16957d0a316dd,FUND_1036,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,50000000,,,32031599,10908265,,0.38,0.82,1.2,0.0913,,,,,,,,,,,-0.1532,,,,Timber,,EXTRACTED,SRC457,10,"Investment Detail / Ecosystem Investment Partners III, L.P. / Commitment",,3048e7be9c5ec43ff1ac | 369fac53c3441b236194 | 785a28e80fd15d0120a7 | 9fad21df1b05291f08ba | a17124fa395c5a62439f | ab9ca33b46fd408c4e10 | b15c7f8fe529598682e1 | f760627e62fd766428a1,,,ACTIVE,unstated,,net,modified_dietz,,natural_resources,timber,,
FP_21d65eefb2f7c84d,FUND_1037,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,50000000,,,7078107,42950000,,0.05,1,1.05,0.069,,,,,,,,,,,0.0294,,,,Timber,,EXTRACTED,SRC457,10,"Investment Detail / Ecosystem Investment Partners IV, L.P. / Commitment",,2178ff73f94dbed728b3 | 3068f6c87b8e02b2db1e | 3c80bb05f756750edc32 | 3fb91c3424a85ac8a93b | 506299328dbac5f0fe9b | 585abec2699a70be37c6 | dd2a4af863f722412ac1 | de9ee7ba9dc7dac46e0b,,,ACTIVE,unstated,,net,modified_dietz,,natural_resources,timber,,
FP_4040630df334fdbd,FUND_1038,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,30000000,,,29151994,2368544,,0.03,1.03,1.06,0.028,,,,,,,,,,,0.028,,,,Agriculture,,EXTRACTED,SRC457,10,"Investment Detail / Folium Agriculture Fund I, L.P. / Commitment",,5d164fca00853fd331a0 | 5ea997a61d0013f81b90 | 905eaddd0d27d23f260d | a9f1835e71a7283bc405 | e5481341939b74625aa4 | e6b327d0eea9d56f4f8c | f65928ddc5a10d883f62 | f876d9f7f912835614a2,,,ACTIVE,unstated,,net,modified_dietz,,natural_resources,agriculture,,
FP_f4cc4a42571b014f,FUND_1039,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,150000000,150000000,122500000,0,,,,,0.82,-0.0498,,,,,,,,,,,,,,2008,,,EXTRACTED,SRC058,1,Real Estate Portfolio / Guggenheim Structured Real Estate III / Capital Commitment,,07b0e432b5917be1e9b6 | 16cd15eac7f2d1b2fb41 | 54b14f8487d09d24c326 | 85432fb9cd5975830ec9 | 9333df21a24f20f9c6f0 | fcb033d44b3712b01bdf,,,ACTIVE,unstated,,,,,real_estate,,,
FP_0f3b0fd85e4ceaf8,FUND_1040,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,34250000,,,14207667,494340,,0.2,0.4,0.6,-0.101,,,,,,,,,,,-0.164,,,,Energy,,EXTRACTED,SRC457,10,"Investment Detail / Lime Rock Resources III, L.P. / Commitment",,0614f3ae8dee188dc76e | 1b03940065160cdfd9f0 | 22f1ac1348f64cbc9e41 | 64e5818185c9dc9c0a8e | 9d6ba1918886df9f3185 | 9e733589be3dc94bf00b | c4339183f82a83dd8f8b | cdc1359222b5f7e82225,,,ACTIVE,unstated,,net,modified_dietz,,natural_resources,energy,,
FP_72166b94335f6040,FUND_1041,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,44178595,,,1379067,2579562,,1.66,0.03,1.69,0.133,,,,,,,,,,,0.0881,,,,Value Add,,EXTRACTED,SRC457,9,"Investment Detail / Prudential Senior Housing Partners IV, L.P. / Commitment",,2c9b98c0b6ec2537b292 | 3fe66fc31826dc51b901 | 40335affd37dea7b5763 | 7c25924cd1be6376aa89 | 9fb74a466ef3109ea191 | b7c105cc781d6ca27022 | bfc72650ac7b9e179243 | e4cf40ec6f270224dc25,,,ACTIVE,unstated,,net,modified_dietz,,real_estate,value_added,,
FP_67c8548989baefa0,FUND_1042,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,35000000,,,35301944,6203617,,0.09,1.22,1.31,0.0866,,,,,,,,,,,0.0876,,,,Value Add,,EXTRACTED,SRC457,9,"Investment Detail / Prudential Senior Housing V, L.P. / Commitment",,08c6668cd35f0cdfa06e | 19c306ccdc1744c5543c | 20eb68e5719116c91b1e | 3e8bd17cd40c5a1cbda2 | 41d48407efd8da59d578 | 49fdfb8b8f426969282c | 664edc55bd5ada220c95 | c08ea76dc574aba117c6,,,ACTIVE,unstated,,net,modified_dietz,,real_estate,value_added,,
FP_36700abc211bf5e5,FUND_1043,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,50000000,,,10086769,39882924,,1.18,0.13,1.31,0.1397,,,,,,,,,,,0.1095,,,,Opportunistic,,EXTRACTED,SRC457,9,"Investment Detail / Raith Real Estate Fund I-A, L.P. / Commitment",,045ca79676e56fb30821 | 45876c56d5cefcd360ab | 47a01c471684eca80ee0 | 4c7b9648fc2847a50c17 | 5feb5774342e31d62d88 | 8ca589fb90d0c7742302 | b3177922a797e554b74c | faa8ac6f934df5e1275d,,,ACTIVE,unstated,,net,modified_dietz,,real_estate,opportunistic,,
FP_5fbfec338a71e692,FUND_1044,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,40000000,,,54783081,1440087,,0.15,1.22,1.38,0.1228,,,,,,,,,,,0.1344,,,,Value Add,,EXTRACTED,SRC457,9,"Investment Detail / RAM Realty Partners IV, L.P. / Commitment",,09a9dac59a584e57aa11 | 4cfe9b3a37179b30fddb | 7b1cf25aa2213086f228 | 8b8ec54c7a9035360dd0 | d8609da6ce6cda808934 | ddac339c95262f964cdd | df14edfdac6dbed5b0d6 | e23f21e3aaec121c98d4,,,ACTIVE,unstated,,net,modified_dietz,,real_estate,value_added,,
FP_85fcf5727d1aa90d,FUND_1045,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,50000000,,,10979788,39592550,,0.1,1.04,1.14,0.0746,,,,,,,,,,,0.0737,,,,Value Add,,EXTRACTED,SRC457,9,"Investment Detail / RAM Realty Partners V, L.P. / Commitment",,223cb5939f32a63f71e5 | 2e679a7361afc82e86e3 | 41f6de7178d00f42c3d6 | 7c7a07237b854698b548 | 806d26114fe900b4e9da | 8dbe37c27f04814ebcb7 | b0c91854448bcbd98086 | fca8d1b84a2d2bea44ad,,,ACTIVE,unstated,,net,modified_dietz,,real_estate,value_added,,
FP_767d85f09bcb92da,FUND_1046,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,25000000,,,29039249,520834,,0.09,1.13,1.23,0.1319,,,,,,,,,,,-0.0235,,,,Value Add,,EXTRACTED,SRC457,9,"Investment Detail / Realterm Logistics Fund II, L.P. / Commitment",,0394eaef7b0d6e3882f9 | 6d8e16e52db080e8395c | bae81b3b45257428a4d6 | c80cdaf662045845181c | d88522f8e641e2f91b81 | dc77637a81ed22ad0bf0 | e246fee033315d5f61ad | e5d0e1c853e62f42346e,,,ACTIVE,unstated,,net,modified_dietz,,real_estate,value_added,,
FP_42e61314f02cad0c,FUND_1047,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,50000000,,,1000892,47466160,,,,,,,,,,,,,,,,-0.6628,,,,Value Add,,EXTRACTED,SRC457,9,"Investment Detail / Realterm Logistics Fund III, L.P. / Commitment",,14854124558cbee67f29 | 1e3b3fd2c5f1773526cf | 66f7b8555b1866c39de1 | a9e7487267d406c8c19b,,,ACTIVE,,,net,modified_dietz,,real_estate,value_added,,
FP_d4819eae1632abed,FUND_1048,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,30000000,,,16369937,1032953,,0.91,0.37,1.29,0.1029,,,,,,,,,,,0.0979,,,,Value Add,,EXTRACTED,SRC457,9,"Investment Detail / Sares Regis Multifamily Value-Add Fund II, L.P. / Commitment",,179ccc6c87ceb800245a | 22d6bbfda190eb766cc2 | 2ae268832bd1aae4f44a | 4e1563646383600e5085 | b036eefd61797eaed379 | bb85fb5276327af30288 | de335d31c95a8608952b | f8fe90f0074eda0f4ea4,,,ACTIVE,unstated,,net,modified_dietz,,real_estate,value_added,,
FP_82c163a1eb161452,FUND_1049,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,50000000,,,22570165,27550922,,0,1.01,1.01,0.0066,,,,,,,,,,,-0.0087,,,,Value Add,,EXTRACTED,SRC457,9,"Investment Detail / Sares Regis Multifamily Value-Add Fund III, L.P. / Commitment",,303f3a3f6268de55a4b0 | 3ffbcf51255736fb1e2f | 57d86b83d3ce54247945 | 6f01e881ef7be51f51ef | 90d6e22d3bc363e16676 | 9210714cce7df72b3c31 | 954a185737f2369cc3da | b4ce45c8e3a8e05267e4,,,ACTIVE,unstated,,net,modified_dietz,,real_estate,value_added,,
FP_08575a03178ab084,FUND_1050,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,500000000,183600000,2500000,193800000,,,,,1.07,,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC060,2,Alternatives Portfolio / Stonepeak Infrastructure Fund IV / Capital Commitment,,14bec97ca05df0b2f228 | 41501f8c97fe0266bede | 61a39462ea7fcb4ad03e | e1d20b7240fa49b15a3d | ec45df202212e746e7ed,,,ACTIVE,,,,,,,,,
FP_958361c2d0af905f,FUND_1050,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,240500000,,,,,,,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / Stonepeak Infrastructure Fund IV LP / Ending Market Value (MM),,d6a370410f3436fff31a,,,ACTIVE,,,,,,real_assets,,,
FPRINT_9F6EE72E0AE003F5DA5E,FUND_0001,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,349825873.096101,323882367.823489,58626960.728546,315026748.334650,25943505.272612,0.000000,0.1810131287,0.9726579142,1.1536710429,,0.0441753286,289824608.467878,9716471.034705,2345078.429142,7701573.807065,7875668.708366,3477895.301615,1049477.619288,174912.936548,315026748.334650,0.0615225441,0.2579124536,349825873.096101,2022,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_DEE97DD8B438932F1E05,FUND_0002,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,228209692.089036,223645498.247255,220990883.799171,61408542.497991,4564193.841781,0.000000,0.9881302576,0.2745798283,1.2627100859,,0.0188614745,56495859.098152,6709364.947418,8839635.351967,5628523.855072,1535213.562450,677950.309178,684629.076267,114104.846045,61408542.497991,0.1246631862,0.2579124536,228209692.089036,2006,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_12ED7303F66F0C5A05EE,FUND_0003,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,243470807.146070,238601391.003149,199966192.465657,96541878.355929,4869416.142921,0.000000,0.8380763902,0.4046157399,1.2426921301,,0.0198288970,88818528.087454,7158041.730094,7998647.698626,5936734.766070,2413546.958898,1065822.337049,730412.421438,121735.403573,96541878.355929,0.0964208304,0.2579124536,243470807.146070,2009,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_CF2B4688F5681A644B25,FUND_0004,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,3000000.000000,2558543.000000,4987944.000000,127927.150000,441457.000000,0.000000,1.9495251790,0.0500000000,1.9995251790,,0.0645646641,117692.978000,76756.290000,199517.760000,138885.147514,3198.178750,1412.315736,9000.000000,1500.000000,127927.150000,1.1300218948,0.2579124536,332543959.972742,2007,Growth Equity,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,growth,,
FPRINT_90F094E455A743758BD9,FUND_0005,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,5000000.000000,750000.000000,7500.000000,765912.000000,4250000.000000,0.000000,0.0100000000,1.0212160000,1.0312160000,,0.0061377032,704639.040000,22500.000000,300.000000,28969.491520,19147.800000,8455.668480,15000.000000,2500.000000,765912.000000,0.0554510292,0.2579124536,588931371.971365,2020,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_2F4E447332E7FA73F43D,FUND_0006,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,500000.000000,500000.000000,312267.000000,273598.000000,0.000000,0.000000,0.6245340000,0.5471960000,1.1717300000,,0.0230876312,251710.160000,15000.000000,12490.680000,11268.048080,6839.950000,3020.521920,1500.000000,250.000000,273598.000000,0.0769874367,0.2579124536,333212343.901020,2016,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_E88ED3B59384377C2B08,FUND_0007,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,1000000.000000,1000000.000000,66947.000000,1337358.000000,0.000000,0.000000,0.0669470000,1.3373580000,1.4043050000,,0.0532259953,1230369.360000,30000.000000,2677.880000,34968.137680,33433.950000,14764.432320,3000.000000,500.000000,1337358.000000,0.0647500845,0.2579124536,198549466.632140,2018,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_5F4680E6BF42F3C680D0,FUND_0008,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,2000000.000000,2000000.000000,20000.000000,2000000.000000,0.000000,0.000000,0.0100000000,1.0000000000,1.0100000000,,0.0017149666,1840000.000000,60000.000000,800.000000,35720.000000,50000.000000,22080.000000,6000.000000,1000.000000,2000000.000000,0.0547826087,0.2579124536,498150878.878504,2019,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_3B479EEC5FE668ED543D,FUND_0009,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,2000000.000000,500000.000000,5000.000000,500000.000000,1500000.000000,0.000000,0.0100000000,1.0000000000,1.0100000000,,0.0023531040,460000.000000,15000.000000,200.000000,14180.000000,12500.000000,5520.000000,6000.000000,1000.000000,500000.000000,0.0547826087,0.2579124536,542460222.420835,2021,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_F7B5BB77DCA548C85CB6,FUND_0010,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,5000000.000000,5000000.000000,1786462.000000,5066868.000000,0.000000,0.000000,0.3572924000,1.0133736000,1.3706660000,,0.0225101198,4661518.560000,150000.000000,71458.480000,161697.997280,126671.700000,55938.222720,15000.000000,2500.000000,5066868.000000,0.0701076089,0.2579124536,356179709.394598,2007,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_273D6DF554EC5548952F,FUND_0011,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,2500000.000000,2123388.000000,325791.000000,3357542.000000,376612.000000,0.000000,0.1534298018,1.5812192590,1.7346490608,,0.0645910867,3088938.640000,63701.640000,13031.640000,105677.546320,83938.550000,37067.263680,7500.000000,1250.000000,3357542.000000,0.0705528291,0.2579124536,166286942.370386,2015,Natural Resources,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,natural_resources,,,
FPRINT_49E478A6918AE1906654,FUND_0012,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,2000000.000000,800000.000000,8000.000000,809911.000000,1200000.000000,0.000000,0.0100000000,1.0123887500,1.0223887500,,0.0044180005,745118.120000,24000.000000,320.000000,18923.687560,20247.775000,8941.417440,6000.000000,1000.000000,809911.000000,0.0551763256,0.2579124536,376276636.666366,2020,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_39134BF37290A608363E,FUND_0013,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,7000000.000000,6860000.000000,18460010.735096,343000.000000,140000.000000,0.000000,2.6909636640,0.0500000000,2.7409636640,,0.0692561634,315560.000000,205800.000000,738400.429404,572178.709404,8575.000000,3786.720000,21000.000000,3500.000000,343000.000000,1.7747510122,0.2579124536,251108579.910373,2000,Buyout,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,buyout,,
FPRINT_021AEB476CDBCF805230,FUND_0014,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,5000000.000000,4572752.000000,999656.000000,6450024.000000,427248.000000,0.000000,0.2186114620,1.4105344003,1.6291458623,,0.0706969189,5934022.080000,137182.560000,39986.240000,203846.735040,161250.600000,71208.264960,15000.000000,2500.000000,6450024.000000,0.0705770208,0.2579124536,503931573.095573,2017,Growth Equity,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,growth,,
FPRINT_2DCF113B32777ED5FB8A,FUND_0015,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,5000000.000000,4958865.000000,10035885.000000,1261542.000000,41135.000000,0.000000,2.0238270249,0.2544013600,2.2782283849,,0.0836986097,1160618.640000,148765.950000,401435.400000,325626.836320,31538.550000,13927.423680,15000.000000,2500.000000,1261542.000000,0.3046589102,0.2579124536,340433213.779613,2009,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_5F6EB9379A2ECA3CA0FC,FUND_0016,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,7000000.000000,5808912.000000,6137035.000000,4319631.000000,1191088.000000,0.000000,1.0564861372,0.7436213528,1.8001074900,,0.0902023741,3974060.520000,174267.360000,245481.400000,285605.018760,107990.775000,47688.726240,21000.000000,3500.000000,4319631.000000,0.1048762388,0.2579124536,597313612.657703,2016,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_78A5F78705885866E5FA,FUND_0017,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,5000000.000000,903410.000000,9034.100000,824129.000000,4096590.000000,0.000000,0.0100000000,0.9122425034,0.9222425034,,-0.0160151713,758198.680000,27102.300000,361.364000,26987.774840,20603.225000,9098.384160,15000.000000,2500.000000,824129.000000,0.0516874865,0.2579124536,412798269.892823,2020,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_643DB053022125C771E9,FUND_0018,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,2000000.000000,2000000.000000,1200000.000000,100000.000000,0.000000,0.000000,0.6000000000,0.0500000000,0.6500000000,,-0.0326113038,92000.000000,60000.000000,48000.000000,-604.000000,2500.000000,1104.000000,6000.000000,1000.000000,100000.000000,-0.0434782609,0.2579124536,403097837.346880,2004,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_1775DA5B7C888CBAE7FD,FUND_0019,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,2500000.000000,2500000.000000,1745853.000000,5706239.000000,0.000000,0.000000,0.6983412000,2.2824956000,2.9808368000,,0.1267967535,5249739.880000,75000.000000,69834.120000,254430.386440,142655.975000,62996.878560,7500.000000,1250.000000,5706239.000000,0.0859724958,0.2579124536,512236403.284607,2014,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_F0D65ECC9BF2646C37B7,FUND_0020,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,2500000.000000,2000000.000000,2829954.000000,3647426.000000,500000.000000,0.000000,1.4149770000,1.8237130000,3.2386900000,,0.2258382052,3355631.920000,60000.000000,113198.160000,222289.006960,91185.650000,40267.583040,7500.000000,1250.000000,3647426.000000,0.1028099172,0.2579124536,304518493.898735,2018,Venture Capital,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,venture_capital,,,
FPRINT_72760FF0DBF6EC62BE03,FUND_0021,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,5000000.000000,4900000.000000,1348187.039019,4330465.738094,100000.000000,0.000000,0.2751402120,0.8837685180,1.1589087300,,0.0194906846,3984028.479046,147000.000000,53927.481561,114794.755407,108261.643452,47808.341749,15000.000000,2500.000000,4330465.738094,0.0635951128,0.2579124536,556528772.080787,2016,Growth Equity,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,growth,,
FPRINT_1BDD6449C9E0F19197C8,FUND_0022,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,5000000.000000,1813042.000000,18130.420000,1577891.000000,3186958.000000,0.000000,0.0100000000,0.8703003019,0.8803003019,,-0.0297356654,1451659.720000,54391.260000,725.216800,33198.045160,39447.275000,17419.916640,15000.000000,2500.000000,1577891.000000,0.0499877732,0.2579124536,514161861.051348,2021,Infrastructure,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,infrastructure,,,
FPRINT_7EF5E187D2706CEAD23F,FUND_0023,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,7000000.000000,3656797.000000,84954.000000,3597627.000000,3343203.000000,0.000000,0.0232318064,0.9838191729,1.0070509793,,0.0010705344,3309816.840000,109703.910000,3398.160000,76345.932920,89940.675000,39717.802080,21000.000000,3500.000000,3597627.000000,0.0548382037,0.2579124536,478642262.139885,2018,Natural Resources,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,natural_resources,,,
FPRINT_5608FF7B5BE02CE6EAC2,FUND_0024,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,5000000.000000,4900000.000000,728896.992210,13898978.048700,100000.000000,0.000000,0.1487544882,2.8365261324,2.9852806206,,0.1431374503,12787059.804804,147000.000000,29155.879688,510654.954709,347474.451217,153444.717658,15000.000000,2500.000000,13898978.048700,0.0777406330,0.2579124536,582683292.068126,2016,Buyout,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,buyout,,
FPRINT_96C454A0D631EDFC788A,FUND_0025,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,10000000.000000,7894837.000000,455404.000000,13286105.000000,2105163.000000,0.000000,0.0576837749,1.6828852831,1.7405690580,,0.0876755269,12223216.600000,236845.110000,18216.160000,400428.225800,332152.625000,146678.599200,30000.000000,5000.000000,13286105.000000,0.0690701538,0.2579124536,573693510.498852,2018,Buyout,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,buyout,,
