population,manager_id,manager_name,strategy,as_of_date,measurement_basis,total_funds,current_date_funds,eligible_funds,stale_or_missing_date_funds,excluded_current_funds,coverage,constituent_fund_ids,avg_tvpi_percentile,avg_dpi_percentile,score,rank,fund_score_min,fund_score_max,scenario_score,scenario_rank,score_change_nav_haircut,status,reasons,score_balanced_50_50,rank_balanced_50_50,score_value_70_30,rank_value_70_30
fixture,MANAGER_SYNTH_00028,Synthetic Alternatives Manager 0028,buyout,2026-06-30,synthetic_basis_unspecified,3,2,1,1,1,0.333333333333,"[""FUND_SYNTH_000111""]",9.09090909091,9.09090909091,,,9.09090909091,9.09090909091,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00028,Synthetic Alternatives Manager 0028,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000112""]",37.037037037,40.7407407407,,,38.5185185185,38.5185185185,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000114""]",33.3333333333,66.6666666667,,,46.6666666667,46.6666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000113""]",40,7.5,,,27,27,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,venture,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000115"",""FUND_SYNTH_000116""]",80,48,67.2,2,62.4,72,60,2,-7.2,RANKED_DEMO,[],64,2,70.4,2
fixture,MANAGER_SYNTH_00030,Synthetic Alternatives Manager 0030,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00030,Synthetic Alternatives Manager 0030,private_credit,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00030,Synthetic Alternatives Manager 0030,secondaries,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00030,Synthetic Alternatives Manager 0030,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000119""]",50,53.5714285714,,,51.4285714286,51.4285714286,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,buyout,2026-06-30,synthetic_basis_unspecified,2,1,1,1,0,0.5,"[""FUND_SYNTH_000124""]",69.4915254237,37.2881355932,,,56.6101694915,56.6101694915,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,infrastructure,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000122"",""FUND_SYNTH_000123""]",57.1428571429,50,54.2857142857,2,48.5714285714,60,39.2857142858,1,-14.9999999999,RANKED_DEMO,[],53.5714285714,2,55,2
fixture,MANAGER_SYNTH_00032,Synthetic Alternatives Manager 0032,buyout,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000125""]",17.9487179487,43.5897435897,,,28.2051282051,28.2051282051,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00032,Synthetic Alternatives Manager 0032,fund_of_funds,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000128""]",46.6666666667,20,,,36,36,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,buyout,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000129"",""FUND_SYNTH_000131""]",70.7083876575,81.7470664928,75.1238591916,4,61.0169491525,89.2307692308,72.3076923077,3,-2.81616688395,RANKED_DEMO,[],76.2277270752,3,74.0199913081,4
fixture,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000130""]",88.8888888889,81.4814814815,,,85.9259259259,85.9259259259,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000132""]",20,66.6666666667,,,38.6666666667,38.6666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00034,Synthetic Alternatives Manager 0034,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00034,Synthetic Alternatives Manager 0034,fund_of_funds,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00034,Synthetic Alternatives Manager 0034,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000135""]",6.66666666667,33.3333333333,,,17.3333333333,17.3333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00034,Synthetic Alternatives Manager 0034,venture,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00035,Synthetic Alternatives Manager 0035,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000138""]",89.7435897436,58.9743589744,,,77.4358974359,77.4358974359,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00035,Synthetic Alternatives Manager 0035,infrastructure,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000139""]",26.6666666667,60,,,40,40,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00035,Synthetic Alternatives Manager 0035,secondaries,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000137""]",60,86.6666666667,,,70.6666666667,70.6666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00036,Synthetic Alternatives Manager 0036,growth,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00036,Synthetic Alternatives Manager 0036,private_credit,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000142"",""FUND_SYNTH_000143""]",26.7857142857,37.5,31.0714285714,6,24.2857142857,37.8571428571,17.1428571428,5,-13.9285714286,RANKED_DEMO,[],32.1428571429,6,30,6
fixture,MANAGER_SYNTH_00036,Synthetic Alternatives Manager 0036,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000144""]",93.3333333333,60,,,80,80,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00037,Synthetic Alternatives Manager 0037,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000148""]",10.1694915254,28.813559322,,,17.6271186441,17.6271186441,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00037,Synthetic Alternatives Manager 0037,fund_of_funds,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00037,Synthetic Alternatives Manager 0037,infrastructure,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000145""]",80,100,,,88,88,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00037,Synthetic Alternatives Manager 0037,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000146""]",26.3157894737,10.5263157895,,,20,20,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00038,Synthetic Alternatives Manager 0038,fund_of_funds,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00038,Synthetic Alternatives Manager 0038,growth,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000150""]",8.33333333333,20.8333333333,,,13.3333333333,13.3333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00038,Synthetic Alternatives Manager 0038,infrastructure,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000151""]",66.6666666667,20,,,48,48,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00038,Synthetic Alternatives Manager 0038,venture,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00039,Synthetic Alternatives Manager 0039,fund_of_funds,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000156""]",6.66666666667,6.66666666667,,,6.66666666667,6.66666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00039,Synthetic Alternatives Manager 0039,growth,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000154""]",54.1666666667,16.6666666667,,,39.1666666667,39.1666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00039,Synthetic Alternatives Manager 0039,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000153""]",33.3333333333,6.66666666667,,,22.6666666667,22.6666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00040,Synthetic Alternatives Manager 0040,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00040,Synthetic Alternatives Manager 0040,private_credit,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000159""]",5,35,,,17,17,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00040,Synthetic Alternatives Manager 0040,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000157""]",53.3333333333,20,,,40,40,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00041,Synthetic Alternatives Manager 0041,buyout,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000163""]",41.0256410256,71.7948717949,,,53.3333333333,53.3333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00041,Synthetic Alternatives Manager 0041,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000164""]",10.3448275862,0,,,6.20689655172,6.20689655172,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00041,Synthetic Alternatives Manager 0041,real_estate,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00042,Synthetic Alternatives Manager 0042,infrastructure,,synthetic_basis_unspecified,2,0,0,2,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00042,Synthetic Alternatives Manager 0042,secondaries,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00042,Synthetic Alternatives Manager 0042,venture,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00043,Synthetic Alternatives Manager 0043,private_credit,2026-06-30,synthetic_basis_unspecified,2,1,1,1,0,0.5,"[""FUND_SYNTH_000171""]",32.5,30,,,31.5,31.5,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00043,Synthetic Alternatives Manager 0043,real_estate,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00043,Synthetic Alternatives Manager 0043,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000172""]",42.1052631579,63.1578947368,,,50.5263157895,50.5263157895,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00044,Synthetic Alternatives Manager 0044,growth,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000174""]",87.5,87.5,,,87.5,87.5,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00044,Synthetic Alternatives Manager 0044,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00044,Synthetic Alternatives Manager 0044,real_estate,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00045,Synthetic Alternatives Manager 0045,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000179""]",62.7118644068,84.7457627119,,,71.5254237288,71.5254237288,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00045,Synthetic Alternatives Manager 0045,growth,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00045,Synthetic Alternatives Manager 0045,infrastructure,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000180""]",86.6666666667,86.6666666667,,,86.6666666667,86.6666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00045,Synthetic Alternatives Manager 0045,private_credit,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00046,Synthetic Alternatives Manager 0046,fund_of_funds,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00046,Synthetic Alternatives Manager 0046,real_estate,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000184""]",25.9259259259,11.1111111111,,,20,20,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00046,Synthetic Alternatives Manager 0046,secondaries,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00047,Synthetic Alternatives Manager 0047,fund_of_funds,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00047,Synthetic Alternatives Manager 0047,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00047,Synthetic Alternatives Manager 0047,private_credit,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00047,Synthetic Alternatives Manager 0047,venture,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00048,Synthetic Alternatives Manager 0048,fund_of_funds,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00048,Synthetic Alternatives Manager 0048,growth,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000189""]",0,0,,,0,0,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00048,Synthetic Alternatives Manager 0048,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00048,Synthetic Alternatives Manager 0048,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000192""]",14.8148148148,3.7037037037,,,10.3703703704,10.3703703704,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00049,Synthetic Alternatives Manager 0049,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000193""]",53.8461538462,41.0256410256,,,48.7179487179,48.7179487179,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00049,Synthetic Alternatives Manager 0049,real_estate,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00049,Synthetic Alternatives Manager 0049,venture,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000196""]",17.8571428571,0,,,10.7142857143,10.7142857143,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00050,Synthetic Alternatives Manager 0050,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000198""]",92.3076923077,79.4871794872,,,87.1794871795,87.1794871795,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00050,Synthetic Alternatives Manager 0050,infrastructure,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00050,Synthetic Alternatives Manager 0050,private_credit,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00050,Synthetic Alternatives Manager 0050,venture,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00051,Synthetic Alternatives Manager 0051,fund_of_funds,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00051,Synthetic Alternatives Manager 0051,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000202""]",13.7931034483,31.0344827586,,,20.6896551724,20.6896551724,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00051,Synthetic Alternatives Manager 0051,secondaries,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00051,Synthetic Alternatives Manager 0051,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000204""]",46.4285714286,50,,,47.8571428571,47.8571428571,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00052,Synthetic Alternatives Manager 0052,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00052,Synthetic Alternatives Manager 0052,private_credit,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000208""]",10,0,,,6,6,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00052,Synthetic Alternatives Manager 0052,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000206""]",0,0,,,0,0,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00053,Synthetic Alternatives Manager 0053,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00053,Synthetic Alternatives Manager 0053,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000209""]",80,65,,,74,74,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00053,Synthetic Alternatives Manager 0053,real_estate,2026-06-30,synthetic_basis_unspecified,2,1,1,1,0,0.5,"[""FUND_SYNTH_000212""]",66.6666666667,59.2592592593,,,63.7037037037,63.7037037037,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00054,Synthetic Alternatives Manager 0054,fund_of_funds,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000213""]",100,86.6666666667,,,94.6666666667,94.6666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
