population,fund_id,manager_id,manager_name,fund_period_id,strategy,currency,vintage_year,vintage_bucket,as_of_date,measurement_basis,paid_in,distributions,nav,dpi,rvpi,tvpi,nav_dependence,tvpi_percentile,dpi_percentile,peer_count,peer_manager_count,peer_fund_ids,fund_score,nav_haircut,scenario_tvpi,scenario_score,evidence_ids,status,score_balanced_50_50,score_value_70_30
fixture,FUND_SYNTH_000113,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,FP_FUND_SYNTH_000113_20260630,private_credit,USD,2019,2015,2026-06-30,synthetic_basis_unspecified,252.32,197.8,127.43,0.783925174382,0.505033291059,1.28895846544,0.391815023214,40,7.5,40,38,"[""FUND_SYNTH_000023"",""FUND_SYNTH_000079"",""FUND_SYNTH_000081"",""FUND_SYNTH_000159"",""FUND_SYNTH_000171"",""FUND_SYNTH_000208"",""FUND_SYNTH_000209"",""FUND_SYNTH_000243"",""FUND_SYNTH_000275"",""FUND_SYNTH_000314"",""FUND_SYNTH_000321"",""FUND_SYNTH_000340"",""FUND_SYNTH_000341"",""FUND_SYNTH_000346"",""FUND_SYNTH_000355"",""FUND_SYNTH_000356"",""FUND_SYNTH_000383"",""FUND_SYNTH_000407"",""FUND_SYNTH_000464"",""FUND_SYNTH_000484"",""FUND_SYNTH_000503"",""FUND_SYNTH_000538"",""FUND_SYNTH_000566"",""FUND_SYNTH_000576"",""FUND_SYNTH_000581"",""FUND_SYNTH_000607"",""FUND_SYNTH_000618"",""FUND_SYNTH_000621"",""FUND_SYNTH_000662"",""FUND_SYNTH_000677"",""FUND_SYNTH_000695"",""FUND_SYNTH_000709"",""FUND_SYNTH_000714"",""FUND_SYNTH_000715"",""FUND_SYNTH_000728"",""FUND_SYNTH_000758"",""FUND_SYNTH_000771"",""FUND_SYNTH_000783"",""FUND_SYNTH_000788"",""FUND_SYNTH_000789""]",27,0.2,1.18795180723,21,"[""SYNTH:FUND_SYNTH_000113:FP_FUND_SYNTH_000113_20260630""]",RANKABLE_FUND,23.75,30.25
fixture,FUND_SYNTH_000114,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,FP_FUND_SYNTH_000114_20260630,buyout,USD,2020,2020,2026-06-30,synthetic_basis_unspecified,353.27,225.76,239.13,0.639057944349,0.67690435078,1.31596229513,0.514379745746,33.3333333333,66.6666666667,39,35,"[""FUND_SYNTH_000012"",""FUND_SYNTH_000019"",""FUND_SYNTH_000065"",""FUND_SYNTH_000067"",""FUND_SYNTH_000125"",""FUND_SYNTH_000131"",""FUND_SYNTH_000138"",""FUND_SYNTH_000163"",""FUND_SYNTH_000193"",""FUND_SYNTH_000198"",""FUND_SYNTH_000217"",""FUND_SYNTH_000219"",""FUND_SYNTH_000241"",""FUND_SYNTH_000288"",""FUND_SYNTH_000289"",""FUND_SYNTH_000307"",""FUND_SYNTH_000336"",""FUND_SYNTH_000385"",""FUND_SYNTH_000420"",""FUND_SYNTH_000439"",""FUND_SYNTH_000486"",""FUND_SYNTH_000491"",""FUND_SYNTH_000501"",""FUND_SYNTH_000513"",""FUND_SYNTH_000515"",""FUND_SYNTH_000521"",""FUND_SYNTH_000551"",""FUND_SYNTH_000559"",""FUND_SYNTH_000585"",""FUND_SYNTH_000639"",""FUND_SYNTH_000664"",""FUND_SYNTH_000701"",""FUND_SYNTH_000708"",""FUND_SYNTH_000721"",""FUND_SYNTH_000726"",""FUND_SYNTH_000760"",""FUND_SYNTH_000792"",""FUND_SYNTH_000793"",""FUND_SYNTH_000794""]",46.6666666667,0.2,1.18058142497,35.8974358974,"[""SYNTH:FUND_SYNTH_000114:FP_FUND_SYNTH_000114_20260630""]",RANKABLE_FUND,50,43.3333333333
fixture,FUND_SYNTH_000115,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,FP_FUND_SYNTH_000115_20260630,venture,USD,2022,2020,2026-06-30,synthetic_basis_unspecified,66.69,40.59,112.15,0.608636977058,1.6816614185,2.29029839556,0.734254288333,80,60,25,24,"[""FUND_SYNTH_000054"",""FUND_SYNTH_000060"",""FUND_SYNTH_000102"",""FUND_SYNTH_000104"",""FUND_SYNTH_000233"",""FUND_SYNTH_000246"",""FUND_SYNTH_000264"",""FUND_SYNTH_000286"",""FUND_SYNTH_000338"",""FUND_SYNTH_000366"",""FUND_SYNTH_000433"",""FUND_SYNTH_000461"",""FUND_SYNTH_000467"",""FUND_SYNTH_000470"",""FUND_SYNTH_000482"",""FUND_SYNTH_000526"",""FUND_SYNTH_000535"",""FUND_SYNTH_000587"",""FUND_SYNTH_000594"",""FUND_SYNTH_000602"",""FUND_SYNTH_000612"",""FUND_SYNTH_000628"",""FUND_SYNTH_000744"",""FUND_SYNTH_000769"",""FUND_SYNTH_000791""]",72,0.2,1.95396611186,64.8,"[""SYNTH:FUND_SYNTH_000115:FP_FUND_SYNTH_000115_20260630""]",RANKABLE_FUND,70,74
fixture,FUND_SYNTH_000116,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,FP_FUND_SYNTH_000116_20260630,venture,USD,2023,2020,2026-06-30,synthetic_basis_unspecified,228.21,96.99,428.64,0.425003286447,1.87827001446,2.30327330091,0.815478568575,80,36,25,24,"[""FUND_SYNTH_000054"",""FUND_SYNTH_000060"",""FUND_SYNTH_000102"",""FUND_SYNTH_000104"",""FUND_SYNTH_000233"",""FUND_SYNTH_000246"",""FUND_SYNTH_000264"",""FUND_SYNTH_000286"",""FUND_SYNTH_000338"",""FUND_SYNTH_000366"",""FUND_SYNTH_000433"",""FUND_SYNTH_000461"",""FUND_SYNTH_000467"",""FUND_SYNTH_000470"",""FUND_SYNTH_000482"",""FUND_SYNTH_000526"",""FUND_SYNTH_000535"",""FUND_SYNTH_000587"",""FUND_SYNTH_000594"",""FUND_SYNTH_000602"",""FUND_SYNTH_000612"",""FUND_SYNTH_000628"",""FUND_SYNTH_000744"",""FUND_SYNTH_000769"",""FUND_SYNTH_000791""]",62.4,0.2,1.92761929801,55.2,"[""SYNTH:FUND_SYNTH_000116:FP_FUND_SYNTH_000116_20260630""]",RANKABLE_FUND,58,66.8
fixture,FUND_SYNTH_000119,MANAGER_SYNTH_00030,Synthetic Alternatives Manager 0030,FP_FUND_SYNTH_000119_20260630,venture,USD,2015,2015,2026-06-30,synthetic_basis_unspecified,184.73,357.61,64.19,1.93585232501,0.347480106101,2.28333243112,0.152181128497,50,53.5714285714,28,25,"[""FUND_SYNTH_000003"",""FUND_SYNTH_000004"",""FUND_SYNTH_000037"",""FUND_SYNTH_000038"",""FUND_SYNTH_000196"",""FUND_SYNTH_000204"",""FUND_SYNTH_000239"",""FUND_SYNTH_000282"",""FUND_SYNTH_000308"",""FUND_SYNTH_000324"",""FUND_SYNTH_000329"",""FUND_SYNTH_000334"",""FUND_SYNTH_000347"",""FUND_SYNTH_000353"",""FUND_SYNTH_000422"",""FUND_SYNTH_000430"",""FUND_SYNTH_000487"",""FUND_SYNTH_000490"",""FUND_SYNTH_000516"",""FUND_SYNTH_000592"",""FUND_SYNTH_000599"",""FUND_SYNTH_000605"",""FUND_SYNTH_000622"",""FUND_SYNTH_000659"",""FUND_SYNTH_000660"",""FUND_SYNTH_000672"",""FUND_SYNTH_000720"",""FUND_SYNTH_000770""]",51.4285714286,0.2,2.2138364099,51.4285714286,"[""SYNTH:FUND_SYNTH_000119:FP_FUND_SYNTH_000119_20260630""]",RANKABLE_FUND,51.7857142857,51.0714285714
fixture,FUND_SYNTH_000122,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,FP_FUND_SYNTH_000122_20260630,infrastructure,USD,2018,2015,2026-06-30,synthetic_basis_unspecified,954.49,1002.55,424.48,1.05035149661,0.444719169399,1.49507066601,0.297456956056,57.1428571429,35.7142857143,14,14,"[""FUND_SYNTH_000066"",""FUND_SYNTH_000088"",""FUND_SYNTH_000139"",""FUND_SYNTH_000180"",""FUND_SYNTH_000296"",""FUND_SYNTH_000298"",""FUND_SYNTH_000415"",""FUND_SYNTH_000537"",""FUND_SYNTH_000564"",""FUND_SYNTH_000596"",""FUND_SYNTH_000610"",""FUND_SYNTH_000704"",""FUND_SYNTH_000750"",""FUND_SYNTH_000773""]",48.5714285714,0.2,1.40612683213,31.4285714286,"[""SYNTH:FUND_SYNTH_000122:FP_FUND_SYNTH_000122_20260630""]",RANKABLE_FUND,46.4285714286,50.7142857143
fixture,FUND_SYNTH_000123,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,FP_FUND_SYNTH_000123_20260630,infrastructure,USD,2015,2015,2026-06-30,synthetic_basis_unspecified,919.31,1206.4,148.61,1.31228856425,0.161653849082,1.47394241333,0.109674467347,57.1428571429,64.2857142857,14,14,"[""FUND_SYNTH_000066"",""FUND_SYNTH_000088"",""FUND_SYNTH_000139"",""FUND_SYNTH_000180"",""FUND_SYNTH_000296"",""FUND_SYNTH_000298"",""FUND_SYNTH_000415"",""FUND_SYNTH_000537"",""FUND_SYNTH_000564"",""FUND_SYNTH_000596"",""FUND_SYNTH_000610"",""FUND_SYNTH_000704"",""FUND_SYNTH_000750"",""FUND_SYNTH_000773""]",60,0.2,1.44161164352,47.1428571429,"[""SYNTH:FUND_SYNTH_000123:FP_FUND_SYNTH_000123_20260630""]",RANKABLE_FUND,60.7142857143,59.2857142857
fixture,FUND_SYNTH_000124,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,FP_FUND_SYNTH_000124_20260630,buyout,USD,2019,2015,2026-06-30,synthetic_basis_unspecified,685,812.62,547.12,1.18630656934,0.798715328467,1.98502189781,0.402371041523,69.4915254237,37.2881355932,59,53,"[""FUND_SYNTH_000001"",""FUND_SYNTH_000006"",""FUND_SYNTH_000046"",""FUND_SYNTH_000048"",""FUND_SYNTH_000049"",""FUND_SYNTH_000074"",""FUND_SYNTH_000087"",""FUND_SYNTH_000089"",""FUND_SYNTH_000129"",""FUND_SYNTH_000148"",""FUND_SYNTH_000179"",""FUND_SYNTH_000225"",""FUND_SYNTH_000230"",""FUND_SYNTH_000242"",""FUND_SYNTH_000274"",""FUND_SYNTH_000291"",""FUND_SYNTH_000299"",""FUND_SYNTH_000315"",""FUND_SYNTH_000323"",""FUND_SYNTH_000342"",""FUND_SYNTH_000351"",""FUND_SYNTH_000357"",""FUND_SYNTH_000361"",""FUND_SYNTH_000362"",""FUND_SYNTH_000370"",""FUND_SYNTH_000376"",""FUND_SYNTH_000384"",""FUND_SYNTH_000387"",""FUND_SYNTH_000400"",""FUND_SYNTH_000402"",""FUND_SYNTH_000449"",""FUND_SYNTH_000455"",""FUND_SYNTH_000463"",""FUND_SYNTH_000466"",""FUND_SYNTH_000478"",""FUND_SYNTH_000492"",""FUND_SYNTH_000495"",""FUND_SYNTH_000496"",""FUND_SYNTH_000500"",""FUND_SYNTH_000505"",""FUND_SYNTH_000514"",""FUND_SYNTH_000518"",""FUND_SYNTH_000542"",""FUND_SYNTH_000547"",""FUND_SYNTH_000548"",""FUND_SYNTH_000579"",""FUND_SYNTH_000580"",""FUND_SYNTH_000582"",""FUND_SYNTH_000617"",""FUND_SYNTH_000631"",""FUND_SYNTH_000636"",""FUND_SYNTH_000663"",""FUND_SYNTH_000667"",""FUND_SYNTH_000702"",""FUND_SYNTH_000736"",""FUND_SYNTH_000743"",""FUND_SYNTH_000753"",""FUND_SYNTH_000756"",""FUND_SYNTH_000772""]",56.6101694915,0.2,1.82527883212,45.4237288136,"[""SYNTH:FUND_SYNTH_000124:FP_FUND_SYNTH_000124_20260630""]",RANKABLE_FUND,53.3898305085,59.8305084746
fixture,FUND_SYNTH_000125,MANAGER_SYNTH_00032,Synthetic Alternatives Manager 0032,FP_FUND_SYNTH_000125_20260630,buyout,USD,2021,2020,2026-06-30,synthetic_basis_unspecified,813.3,382.26,621.42,0.470011066027,0.764072298045,1.23408336407,0.619141559063,17.9487179487,43.5897435897,39,35,"[""FUND_SYNTH_000012"",""FUND_SYNTH_000019"",""FUND_SYNTH_000065"",""FUND_SYNTH_000067"",""FUND_SYNTH_000114"",""FUND_SYNTH_000131"",""FUND_SYNTH_000138"",""FUND_SYNTH_000163"",""FUND_SYNTH_000193"",""FUND_SYNTH_000198"",""FUND_SYNTH_000217"",""FUND_SYNTH_000219"",""FUND_SYNTH_000241"",""FUND_SYNTH_000288"",""FUND_SYNTH_000289"",""FUND_SYNTH_000307"",""FUND_SYNTH_000336"",""FUND_SYNTH_000385"",""FUND_SYNTH_000420"",""FUND_SYNTH_000439"",""FUND_SYNTH_000486"",""FUND_SYNTH_000491"",""FUND_SYNTH_000501"",""FUND_SYNTH_000513"",""FUND_SYNTH_000515"",""FUND_SYNTH_000521"",""FUND_SYNTH_000551"",""FUND_SYNTH_000559"",""FUND_SYNTH_000585"",""FUND_SYNTH_000639"",""FUND_SYNTH_000664"",""FUND_SYNTH_000701"",""FUND_SYNTH_000708"",""FUND_SYNTH_000721"",""FUND_SYNTH_000726"",""FUND_SYNTH_000760"",""FUND_SYNTH_000792"",""FUND_SYNTH_000793"",""FUND_SYNTH_000794""]",28.2051282051,0.2,1.08126890446,20.5128205128,"[""SYNTH:FUND_SYNTH_000125:FP_FUND_SYNTH_000125_20260630""]",RANKABLE_FUND,30.7692307692,25.641025641
fixture,FUND_SYNTH_000126,MANAGER_SYNTH_00032,Synthetic Alternatives Manager 0032,FP_FUND_SYNTH_000126_20260630,fund_of_funds,EUR,2020,2020,2026-06-30,synthetic_basis_unspecified,314.27,183.59,197.87,0.58417920896,0.629617844529,1.21379705349,0.518717558853,,,1,1,"[""FUND_SYNTH_000423""]",,0.2,1.08787348458,,"[""SYNTH:FUND_SYNTH_000126:FP_FUND_SYNTH_000126_20260630""]",PEERS_INSUFFICIENT,,
fixture,FUND_SYNTH_000127,MANAGER_SYNTH_00032,Synthetic Alternatives Manager 0032,FP_FUND_SYNTH_000127_20260630,buyout,GBP,2022,2020,2026-06-30,synthetic_basis_unspecified,359.02,146.6,368.43,0.40833379756,1.02621023898,1.43454403654,0.715356387007,,,5,5,"[""FUND_SYNTH_000110"",""FUND_SYNTH_000313"",""FUND_SYNTH_000401"",""FUND_SYNTH_000675"",""FUND_SYNTH_000740""]",,0.2,1.22930198875,,"[""SYNTH:FUND_SYNTH_000127:FP_FUND_SYNTH_000127_20260630""]",PEERS_INSUFFICIENT,,
fixture,FUND_SYNTH_000128,MANAGER_SYNTH_00032,Synthetic Alternatives Manager 0032,FP_FUND_SYNTH_000128_20260630,fund_of_funds,USD,2019,2015,2026-06-30,synthetic_basis_unspecified,485.83,425.75,293.07,0.876335343639,0.60323569973,1.47957104337,0.407709857823,46.6666666667,20,15,15,"[""FUND_SYNTH_000010"",""FUND_SYNTH_000014"",""FUND_SYNTH_000068"",""FUND_SYNTH_000156"",""FUND_SYNTH_000213"",""FUND_SYNTH_000266"",""FUND_SYNTH_000382"",""FUND_SYNTH_000389"",""FUND_SYNTH_000410"",""FUND_SYNTH_000578"",""FUND_SYNTH_000630"",""FUND_SYNTH_000658"",""FUND_SYNTH_000671"",""FUND_SYNTH_000725"",""FUND_SYNTH_000766""]",36,0.2,1.35892390342,24,"[""SYNTH:FUND_SYNTH_000128:FP_FUND_SYNTH_000128_20260630""]",RANKABLE_FUND,33.3333333333,38.6666666667
fixture,FUND_SYNTH_000129,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,FP_FUND_SYNTH_000129_20260630,buyout,USD,2017,2015,2026-06-30,synthetic_basis_unspecified,320.05,512.17,96.1,1.60028120606,0.300265583503,1.90054678956,0.157989050915,54.2372881356,71.186440678,59,53,"[""FUND_SYNTH_000001"",""FUND_SYNTH_000006"",""FUND_SYNTH_000046"",""FUND_SYNTH_000048"",""FUND_SYNTH_000049"",""FUND_SYNTH_000074"",""FUND_SYNTH_000087"",""FUND_SYNTH_000089"",""FUND_SYNTH_000124"",""FUND_SYNTH_000148"",""FUND_SYNTH_000179"",""FUND_SYNTH_000225"",""FUND_SYNTH_000230"",""FUND_SYNTH_000242"",""FUND_SYNTH_000274"",""FUND_SYNTH_000291"",""FUND_SYNTH_000299"",""FUND_SYNTH_000315"",""FUND_SYNTH_000323"",""FUND_SYNTH_000342"",""FUND_SYNTH_000351"",""FUND_SYNTH_000357"",""FUND_SYNTH_000361"",""FUND_SYNTH_000362"",""FUND_SYNTH_000370"",""FUND_SYNTH_000376"",""FUND_SYNTH_000384"",""FUND_SYNTH_000387"",""FUND_SYNTH_000400"",""FUND_SYNTH_000402"",""FUND_SYNTH_000449"",""FUND_SYNTH_000455"",""FUND_SYNTH_000463"",""FUND_SYNTH_000466"",""FUND_SYNTH_000478"",""FUND_SYNTH_000492"",""FUND_SYNTH_000495"",""FUND_SYNTH_000496"",""FUND_SYNTH_000500"",""FUND_SYNTH_000505"",""FUND_SYNTH_000514"",""FUND_SYNTH_000518"",""FUND_SYNTH_000542"",""FUND_SYNTH_000547"",""FUND_SYNTH_000548"",""FUND_SYNTH_000579"",""FUND_SYNTH_000580"",""FUND_SYNTH_000582"",""FUND_SYNTH_000617"",""FUND_SYNTH_000631"",""FUND_SYNTH_000636"",""FUND_SYNTH_000663"",""FUND_SYNTH_000667"",""FUND_SYNTH_000702"",""FUND_SYNTH_000736"",""FUND_SYNTH_000743"",""FUND_SYNTH_000753"",""FUND_SYNTH_000756"",""FUND_SYNTH_000772""]",61.0169491525,0.2,1.84049367286,60,"[""SYNTH:FUND_SYNTH_000129:FP_FUND_SYNTH_000129_20260630""]",RANKABLE_FUND,62.7118644068,59.3220338983
fixture,FUND_SYNTH_000130,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,FP_FUND_SYNTH_000130_20260630,real_estate,USD,2017,2015,2026-06-30,synthetic_basis_unspecified,554.46,976.32,193.64,1.76084839303,0.349240702666,2.1100890957,0.165509931963,88.8888888889,81.4814814815,27,26,"[""FUND_SYNTH_000076"",""FUND_SYNTH_000092"",""FUND_SYNTH_000112"",""FUND_SYNTH_000184"",""FUND_SYNTH_000192"",""FUND_SYNTH_000212"",""FUND_SYNTH_000238"",""FUND_SYNTH_000261"",""FUND_SYNTH_000300"",""FUND_SYNTH_000310"",""FUND_SYNTH_000391"",""FUND_SYNTH_000403"",""FUND_SYNTH_000413"",""FUND_SYNTH_000429"",""FUND_SYNTH_000509"",""FUND_SYNTH_000524"",""FUND_SYNTH_000528"",""FUND_SYNTH_000545"",""FUND_SYNTH_000554"",""FUND_SYNTH_000573"",""FUND_SYNTH_000629"",""FUND_SYNTH_000650"",""FUND_SYNTH_000674"",""FUND_SYNTH_000676"",""FUND_SYNTH_000685"",""FUND_SYNTH_000723"",""FUND_SYNTH_000747""]",85.9259259259,0.2,2.04024095516,83.7037037037,"[""SYNTH:FUND_SYNTH_000130:FP_FUND_SYNTH_000130_20260630""]",RANKABLE_FUND,85.1851851852,86.6666666667
fixture,FUND_SYNTH_000131,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,FP_FUND_SYNTH_000131_20260630,buyout,USD,2020,2020,2026-06-30,synthetic_basis_unspecified,777.89,764.57,809.85,0.982876756354,1.04108550052,2.02396225687,0.514379898629,87.1794871795,92.3076923077,39,35,"[""FUND_SYNTH_000012"",""FUND_SYNTH_000019"",""FUND_SYNTH_000065"",""FUND_SYNTH_000067"",""FUND_SYNTH_000114"",""FUND_SYNTH_000125"",""FUND_SYNTH_000138"",""FUND_SYNTH_000163"",""FUND_SYNTH_000193"",""FUND_SYNTH_000198"",""FUND_SYNTH_000217"",""FUND_SYNTH_000219"",""FUND_SYNTH_000241"",""FUND_SYNTH_000288"",""FUND_SYNTH_000289"",""FUND_SYNTH_000307"",""FUND_SYNTH_000336"",""FUND_SYNTH_000385"",""FUND_SYNTH_000420"",""FUND_SYNTH_000439"",""FUND_SYNTH_000486"",""FUND_SYNTH_000491"",""FUND_SYNTH_000501"",""FUND_SYNTH_000513"",""FUND_SYNTH_000515"",""FUND_SYNTH_000521"",""FUND_SYNTH_000551"",""FUND_SYNTH_000559"",""FUND_SYNTH_000585"",""FUND_SYNTH_000639"",""FUND_SYNTH_000664"",""FUND_SYNTH_000701"",""FUND_SYNTH_000708"",""FUND_SYNTH_000721"",""FUND_SYNTH_000726"",""FUND_SYNTH_000760"",""FUND_SYNTH_000792"",""FUND_SYNTH_000793"",""FUND_SYNTH_000794""]",89.2307692308,0.2,1.81574515677,84.6153846154,"[""SYNTH:FUND_SYNTH_000131:FP_FUND_SYNTH_000131_20260630""]",RANKABLE_FUND,89.7435897436,88.7179487179
fixture,FUND_SYNTH_000132,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,FP_FUND_SYNTH_000132_20260630,secondaries,USD,2020,2020,2026-06-30,synthetic_basis_unspecified,204.79,113.02,120.97,0.551882416134,0.590702671029,1.14258508716,0.516987905466,20,66.6666666667,15,15,"[""FUND_SYNTH_000135"",""FUND_SYNTH_000137"",""FUND_SYNTH_000153"",""FUND_SYNTH_000157"",""FUND_SYNTH_000265"",""FUND_SYNTH_000301"",""FUND_SYNTH_000378"",""FUND_SYNTH_000437"",""FUND_SYNTH_000444"",""FUND_SYNTH_000597"",""FUND_SYNTH_000638"",""FUND_SYNTH_000654"",""FUND_SYNTH_000666"",""FUND_SYNTH_000749"",""FUND_SYNTH_000757""]",38.6666666667,0.2,1.02444455296,26.6666666667,"[""SYNTH:FUND_SYNTH_000132:FP_FUND_SYNTH_000132_20260630""]",RANKABLE_FUND,43.3333333333,34
fixture,FUND_SYNTH_000135,MANAGER_SYNTH_00034,Synthetic Alternatives Manager 0034,FP_FUND_SYNTH_000135_20260630,secondaries,USD,2022,2020,2026-06-30,synthetic_basis_unspecified,573.64,171.91,435.32,0.299682727843,0.758873160867,1.05855588871,0.716894751577,6.66666666667,33.3333333333,15,15,"[""FUND_SYNTH_000132"",""FUND_SYNTH_000137"",""FUND_SYNTH_000153"",""FUND_SYNTH_000157"",""FUND_SYNTH_000265"",""FUND_SYNTH_000301"",""FUND_SYNTH_000378"",""FUND_SYNTH_000437"",""FUND_SYNTH_000444"",""FUND_SYNTH_000597"",""FUND_SYNTH_000638"",""FUND_SYNTH_000654"",""FUND_SYNTH_000666"",""FUND_SYNTH_000749"",""FUND_SYNTH_000757""]",17.3333333333,0.2,0.906781256537,13.3333333333,"[""SYNTH:FUND_SYNTH_000135:FP_FUND_SYNTH_000135_20260630""]",RANKABLE_FUND,20,14.6666666667
fixture,FUND_SYNTH_000137,MANAGER_SYNTH_00035,Synthetic Alternatives Manager 0035,FP_FUND_SYNTH_000137_20260630,secondaries,USD,2020,2020,2026-06-30,synthetic_basis_unspecified,453.06,305.01,326.47,0.673222089789,0.720588884474,1.39381097426,0.51699182872,60,86.6666666667,15,15,"[""FUND_SYNTH_000132"",""FUND_SYNTH_000135"",""FUND_SYNTH_000153"",""FUND_SYNTH_000157"",""FUND_SYNTH_000265"",""FUND_SYNTH_000301"",""FUND_SYNTH_000378"",""FUND_SYNTH_000437"",""FUND_SYNTH_000444"",""FUND_SYNTH_000597"",""FUND_SYNTH_000638"",""FUND_SYNTH_000654"",""FUND_SYNTH_000666"",""FUND_SYNTH_000749"",""FUND_SYNTH_000757""]",70.6666666667,0.2,1.24969319737,62.6666666667,"[""SYNTH:FUND_SYNTH_000137:FP_FUND_SYNTH_000137_20260630""]",RANKABLE_FUND,73.3333333333,68
fixture,FUND_SYNTH_000138,MANAGER_SYNTH_00035,Synthetic Alternatives Manager 0035,FP_FUND_SYNTH_000138_20260630,buyout,USD,2022,2020,2026-06-30,synthetic_basis_unspecified,340.55,197.42,496.16,0.579709293789,1.4569373073,2.03664660109,0.715360881225,89.7435897436,58.9743589744,39,35,"[""FUND_SYNTH_000012"",""FUND_SYNTH_000019"",""FUND_SYNTH_000065"",""FUND_SYNTH_000067"",""FUND_SYNTH_000114"",""FUND_SYNTH_000125"",""FUND_SYNTH_000131"",""FUND_SYNTH_000163"",""FUND_SYNTH_000193"",""FUND_SYNTH_000198"",""FUND_SYNTH_000217"",""FUND_SYNTH_000219"",""FUND_SYNTH_000241"",""FUND_SYNTH_000288"",""FUND_SYNTH_000289"",""FUND_SYNTH_000307"",""FUND_SYNTH_000336"",""FUND_SYNTH_000385"",""FUND_SYNTH_000420"",""FUND_SYNTH_000439"",""FUND_SYNTH_000486"",""FUND_SYNTH_000491"",""FUND_SYNTH_000501"",""FUND_SYNTH_000513"",""FUND_SYNTH_000515"",""FUND_SYNTH_000521"",""FUND_SYNTH_000551"",""FUND_SYNTH_000559"",""FUND_SYNTH_000585"",""FUND_SYNTH_000639"",""FUND_SYNTH_000664"",""FUND_SYNTH_000701"",""FUND_SYNTH_000708"",""FUND_SYNTH_000721"",""FUND_SYNTH_000726"",""FUND_SYNTH_000760"",""FUND_SYNTH_000792"",""FUND_SYNTH_000793"",""FUND_SYNTH_000794""]",77.4358974359,0.2,1.74525913963,68.2051282051,"[""SYNTH:FUND_SYNTH_000138:FP_FUND_SYNTH_000138_20260630""]",RANKABLE_FUND,74.358974359,80.5128205128
fixture,FUND_SYNTH_000139,MANAGER_SYNTH_00035,Synthetic Alternatives Manager 0035,FP_FUND_SYNTH_000139_20260630,infrastructure,USD,2016,2015,2026-06-30,synthetic_basis_unspecified,494.46,621.7,76.59,1.25733123003,0.154896250455,1.41222748048,0.109682223718,26.6666666667,60,15,14,"[""FUND_SYNTH_000066"",""FUND_SYNTH_000088"",""FUND_SYNTH_000122"",""FUND_SYNTH_000123"",""FUND_SYNTH_000180"",""FUND_SYNTH_000296"",""FUND_SYNTH_000298"",""FUND_SYNTH_000415"",""FUND_SYNTH_000537"",""FUND_SYNTH_000564"",""FUND_SYNTH_000596"",""FUND_SYNTH_000610"",""FUND_SYNTH_000704"",""FUND_SYNTH_000750"",""FUND_SYNTH_000773""]",40,0.2,1.38124823039,40,"[""SYNTH:FUND_SYNTH_000139:FP_FUND_SYNTH_000139_20260630""]",RANKABLE_FUND,43.3333333333,36.6666666667
fixture,FUND_SYNTH_000140,MANAGER_SYNTH_00035,Synthetic Alternatives Manager 0035,FP_FUND_SYNTH_000140_20260630,secondaries,GBP,2019,2015,2026-06-30,synthetic_basis_unspecified,373.55,366.54,250.1,0.981234105207,0.669522152322,1.65075625753,0.405585106383,,,1,1,"[""FUND_SYNTH_000253""]",,0.2,1.51685182706,,"[""SYNTH:FUND_SYNTH_000140:FP_FUND_SYNTH_000140_20260630""]",PEERS_INSUFFICIENT,,
fixture,FUND_SYNTH_000142,MANAGER_SYNTH_00036,Synthetic Alternatives Manager 0036,FP_FUND_SYNTH_000142_20260630,private_credit,USD,2023,2020,2026-06-30,synthetic_basis_unspecified,299.51,75.02,297.98,0.250475777103,0.994891656372,1.24536743347,0.798873994638,35.7142857143,7.14285714286,28,26,"[""FUND_SYNTH_000017"",""FUND_SYNTH_000020"",""FUND_SYNTH_000042"",""FUND_SYNTH_000062"",""FUND_SYNTH_000090"",""FUND_SYNTH_000164"",""FUND_SYNTH_000202"",""FUND_SYNTH_000216"",""FUND_SYNTH_000223"",""FUND_SYNTH_000228"",""FUND_SYNTH_000236"",""FUND_SYNTH_000244"",""FUND_SYNTH_000277"",""FUND_SYNTH_000343"",""FUND_SYNTH_000352"",""FUND_SYNTH_000438"",""FUND_SYNTH_000479"",""FUND_SYNTH_000544"",""FUND_SYNTH_000550"",""FUND_SYNTH_000611"",""FUND_SYNTH_000616"",""FUND_SYNTH_000626"",""FUND_SYNTH_000632"",""FUND_SYNTH_000689"",""FUND_SYNTH_000692"",""FUND_SYNTH_000707"",""FUND_SYNTH_000768"",""FUND_SYNTH_000786""]",24.2857142857,0.2,1.0463891022,5,"[""SYNTH:FUND_SYNTH_000142:FP_FUND_SYNTH_000142_20260630""]",RANKABLE_FUND,21.4285714286,27.1428571429
