level,record_id,status,primary_reason,additional_reasons,source_ids,evidence_ids
fund,FUND_SYNTH_000349,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000349_20260630""]","[""SYNTH:FUND_SYNTH_000349:FP_FUND_SYNTH_000349_20260630""]"
fund,FUND_SYNTH_000350,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000350_20260630""]","[""SYNTH:FUND_SYNTH_000350:FP_FUND_SYNTH_000350_20260630""]"
fund,FUND_SYNTH_000351,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000351_20260630""]","[""SYNTH:FUND_SYNTH_000351:FP_FUND_SYNTH_000351_20260630""]"
fund,FUND_SYNTH_000352,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000352_20260630""]","[""SYNTH:FUND_SYNTH_000352:FP_FUND_SYNTH_000352_20260630""]"
fund,FUND_SYNTH_000353,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000353_20260630""]","[""SYNTH:FUND_SYNTH_000353:FP_FUND_SYNTH_000353_20260630""]"
fund,FUND_SYNTH_000354,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=2"",""peer_managers=2""]","[""FP_FUND_SYNTH_000354_20260630""]","[""SYNTH:FUND_SYNTH_000354:FP_FUND_SYNTH_000354_20260630""]"
fund,FUND_SYNTH_000355,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000355_20260630""]","[""SYNTH:FUND_SYNTH_000355:FP_FUND_SYNTH_000355_20260630""]"
fund,FUND_SYNTH_000356,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000356_20260630""]","[""SYNTH:FUND_SYNTH_000356:FP_FUND_SYNTH_000356_20260630""]"
fund,FUND_SYNTH_000357,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000357_20260630""]","[""SYNTH:FUND_SYNTH_000357:FP_FUND_SYNTH_000357_20260630""]"
fund,FUND_SYNTH_000358,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000358_20260630""]","[""SYNTH:FUND_SYNTH_000358:FP_FUND_SYNTH_000358_20260630""]"
fund,FUND_SYNTH_000359,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=1"",""peer_managers=1""]","[""FP_FUND_SYNTH_000359_20260630""]","[""SYNTH:FUND_SYNTH_000359:FP_FUND_SYNTH_000359_20260630""]"
fund,FUND_SYNTH_000360,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000360_20260630""]","[""SYNTH:FUND_SYNTH_000360:FP_FUND_SYNTH_000360_20260630""]"
fund,FUND_SYNTH_000361,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000361_20260630""]","[""SYNTH:FUND_SYNTH_000361:FP_FUND_SYNTH_000361_20260630""]"
fund,FUND_SYNTH_000362,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000362_20260630""]","[""SYNTH:FUND_SYNTH_000362:FP_FUND_SYNTH_000362_20260630""]"
fund,FUND_SYNTH_000363,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=2"",""peer_managers=2""]","[""FP_FUND_SYNTH_000363_20260630""]","[""SYNTH:FUND_SYNTH_000363:FP_FUND_SYNTH_000363_20260630""]"
fund,FUND_SYNTH_000364,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000364_20260630""]","[""SYNTH:FUND_SYNTH_000364:FP_FUND_SYNTH_000364_20260630""]"
fund,FUND_SYNTH_000365,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000366,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000366_20260630""]","[""SYNTH:FUND_SYNTH_000366:FP_FUND_SYNTH_000366_20260630""]"
fund,FUND_SYNTH_000367,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000367_20260630""]","[""SYNTH:FUND_SYNTH_000367:FP_FUND_SYNTH_000367_20260630""]"
fund,FUND_SYNTH_000368,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=5"",""peer_managers=5""]","[""FP_FUND_SYNTH_000368_20260630""]","[""SYNTH:FUND_SYNTH_000368:FP_FUND_SYNTH_000368_20260630""]"
fund,FUND_SYNTH_000369,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000369_20260630""]","[""SYNTH:FUND_SYNTH_000369:FP_FUND_SYNTH_000369_20260630""]"
fund,FUND_SYNTH_000370,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000370_20260630""]","[""SYNTH:FUND_SYNTH_000370:FP_FUND_SYNTH_000370_20260630""]"
fund,FUND_SYNTH_000371,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000372,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000372_20260630""]","[""SYNTH:FUND_SYNTH_000372:FP_FUND_SYNTH_000372_20260630""]"
fund,FUND_SYNTH_000373,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000374,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=0"",""peer_managers=0""]","[""FP_FUND_SYNTH_000374_20260630""]","[""SYNTH:FUND_SYNTH_000374:FP_FUND_SYNTH_000374_20260630""]"
fund,FUND_SYNTH_000375,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000375_20260630""]","[""SYNTH:FUND_SYNTH_000375:FP_FUND_SYNTH_000375_20260630""]"
fund,FUND_SYNTH_000376,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000376_20260630""]","[""SYNTH:FUND_SYNTH_000376:FP_FUND_SYNTH_000376_20260630""]"
fund,FUND_SYNTH_000377,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000377_20260630""]","[""SYNTH:FUND_SYNTH_000377:FP_FUND_SYNTH_000377_20260630""]"
fund,FUND_SYNTH_000378,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000378_20260630""]","[""SYNTH:FUND_SYNTH_000378:FP_FUND_SYNTH_000378_20260630""]"
fund,FUND_SYNTH_000379,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000379_20260630""]","[""SYNTH:FUND_SYNTH_000379:FP_FUND_SYNTH_000379_20260630""]"
fund,FUND_SYNTH_000380,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000380_20260630""]","[""SYNTH:FUND_SYNTH_000380:FP_FUND_SYNTH_000380_20260630""]"
fund,FUND_SYNTH_000381,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000382,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000382_20260630""]","[""SYNTH:FUND_SYNTH_000382:FP_FUND_SYNTH_000382_20260630""]"
fund,FUND_SYNTH_000383,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000383_20260630""]","[""SYNTH:FUND_SYNTH_000383:FP_FUND_SYNTH_000383_20260630""]"
fund,FUND_SYNTH_000384,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000384_20260630""]","[""SYNTH:FUND_SYNTH_000384:FP_FUND_SYNTH_000384_20260630""]"
fund,FUND_SYNTH_000385,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000385_20260630""]","[""SYNTH:FUND_SYNTH_000385:FP_FUND_SYNTH_000385_20260630""]"
fund,FUND_SYNTH_000386,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000386_20260630""]","[""SYNTH:FUND_SYNTH_000386:FP_FUND_SYNTH_000386_20260630""]"
fund,FUND_SYNTH_000387,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000387_20260630""]","[""SYNTH:FUND_SYNTH_000387:FP_FUND_SYNTH_000387_20260630""]"
fund,FUND_SYNTH_000388,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000388_20260630""]","[""SYNTH:FUND_SYNTH_000388:FP_FUND_SYNTH_000388_20260630""]"
fund,FUND_SYNTH_000389,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000389_20260630""]","[""SYNTH:FUND_SYNTH_000389:FP_FUND_SYNTH_000389_20260630""]"
fund,FUND_SYNTH_000390,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000390_20260630""]","[""SYNTH:FUND_SYNTH_000390:FP_FUND_SYNTH_000390_20260630""]"
fund,FUND_SYNTH_000391,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000391_20260630""]","[""SYNTH:FUND_SYNTH_000391:FP_FUND_SYNTH_000391_20260630""]"
fund,FUND_SYNTH_000392,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=5"",""peer_managers=5""]","[""FP_FUND_SYNTH_000392_20260630""]","[""SYNTH:FUND_SYNTH_000392:FP_FUND_SYNTH_000392_20260630""]"
fund,FUND_SYNTH_000393,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000393_20260630""]","[""SYNTH:FUND_SYNTH_000393:FP_FUND_SYNTH_000393_20260630""]"
fund,FUND_SYNTH_000394,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000394_20260630""]","[""SYNTH:FUND_SYNTH_000394:FP_FUND_SYNTH_000394_20260630""]"
fund,FUND_SYNTH_000395,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000395_20260630""]","[""SYNTH:FUND_SYNTH_000395:FP_FUND_SYNTH_000395_20260630""]"
fund,FUND_SYNTH_000396,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000396_20260630""]","[""SYNTH:FUND_SYNTH_000396:FP_FUND_SYNTH_000396_20260630""]"
fund,FUND_SYNTH_000397,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000397_20260630""]","[""SYNTH:FUND_SYNTH_000397:FP_FUND_SYNTH_000397_20260630""]"
fund,FUND_SYNTH_000398,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000398_20260630""]","[""SYNTH:FUND_SYNTH_000398:FP_FUND_SYNTH_000398_20260630""]"
fund,FUND_SYNTH_000399,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000400,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000400_20260630""]","[""SYNTH:FUND_SYNTH_000400:FP_FUND_SYNTH_000400_20260630""]"
fund,FUND_SYNTH_000401,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=5"",""peer_managers=5""]","[""FP_FUND_SYNTH_000401_20260630""]","[""SYNTH:FUND_SYNTH_000401:FP_FUND_SYNTH_000401_20260630""]"
fund,FUND_SYNTH_000402,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000402_20260630""]","[""SYNTH:FUND_SYNTH_000402:FP_FUND_SYNTH_000402_20260630""]"
fund,FUND_SYNTH_000403,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000403_20260630""]","[""SYNTH:FUND_SYNTH_000403:FP_FUND_SYNTH_000403_20260630""]"
fund,FUND_SYNTH_000404,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=2"",""peer_managers=2""]","[""FP_FUND_SYNTH_000404_20260630""]","[""SYNTH:FUND_SYNTH_000404:FP_FUND_SYNTH_000404_20260630""]"
fund,FUND_SYNTH_000405,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=2"",""peer_managers=2""]","[""FP_FUND_SYNTH_000405_20260630""]","[""SYNTH:FUND_SYNTH_000405:FP_FUND_SYNTH_000405_20260630""]"
fund,FUND_SYNTH_000406,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=7"",""peer_managers=7""]","[""FP_FUND_SYNTH_000406_20260630""]","[""SYNTH:FUND_SYNTH_000406:FP_FUND_SYNTH_000406_20260630""]"
fund,FUND_SYNTH_000407,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000407_20260630""]","[""SYNTH:FUND_SYNTH_000407:FP_FUND_SYNTH_000407_20260630""]"
fund,FUND_SYNTH_000408,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000408_20260630""]","[""SYNTH:FUND_SYNTH_000408:FP_FUND_SYNTH_000408_20260630""]"
fund,FUND_SYNTH_000409,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000410,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000410_20260630""]","[""SYNTH:FUND_SYNTH_000410:FP_FUND_SYNTH_000410_20260630""]"
fund,FUND_SYNTH_000411,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=2"",""peer_managers=2""]","[""FP_FUND_SYNTH_000411_20260630""]","[""SYNTH:FUND_SYNTH_000411:FP_FUND_SYNTH_000411_20260630""]"
fund,FUND_SYNTH_000412,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000412_20260630""]","[""SYNTH:FUND_SYNTH_000412:FP_FUND_SYNTH_000412_20260630""]"
fund,FUND_SYNTH_000413,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000413_20260630""]","[""SYNTH:FUND_SYNTH_000413:FP_FUND_SYNTH_000413_20260630""]"
fund,FUND_SYNTH_000414,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000414_20260630""]","[""SYNTH:FUND_SYNTH_000414:FP_FUND_SYNTH_000414_20260630""]"
fund,FUND_SYNTH_000415,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000415_20260630""]","[""SYNTH:FUND_SYNTH_000415:FP_FUND_SYNTH_000415_20260630""]"
fund,FUND_SYNTH_000416,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000417,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000418,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000419,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000419_20260630""]","[""SYNTH:FUND_SYNTH_000419:FP_FUND_SYNTH_000419_20260630""]"
fund,FUND_SYNTH_000420,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000420_20260630""]","[""SYNTH:FUND_SYNTH_000420:FP_FUND_SYNTH_000420_20260630""]"
fund,FUND_SYNTH_000421,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=5"",""peer_managers=5""]","[""FP_FUND_SYNTH_000421_20260630""]","[""SYNTH:FUND_SYNTH_000421:FP_FUND_SYNTH_000421_20260630""]"
fund,FUND_SYNTH_000422,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000422_20260630""]","[""SYNTH:FUND_SYNTH_000422:FP_FUND_SYNTH_000422_20260630""]"
fund,FUND_SYNTH_000423,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=1"",""peer_managers=1""]","[""FP_FUND_SYNTH_000423_20260630""]","[""SYNTH:FUND_SYNTH_000423:FP_FUND_SYNTH_000423_20260630""]"
fund,FUND_SYNTH_000424,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000424_20260630""]","[""SYNTH:FUND_SYNTH_000424:FP_FUND_SYNTH_000424_20260630""]"
fund,FUND_SYNTH_000425,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000425_20260630""]","[""SYNTH:FUND_SYNTH_000425:FP_FUND_SYNTH_000425_20260630""]"
fund,FUND_SYNTH_000426,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000426_20260630""]","[""SYNTH:FUND_SYNTH_000426:FP_FUND_SYNTH_000426_20260630""]"
fund,FUND_SYNTH_000427,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000427_20260630""]","[""SYNTH:FUND_SYNTH_000427:FP_FUND_SYNTH_000427_20260630""]"
fund,FUND_SYNTH_000428,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000428_20260630""]","[""SYNTH:FUND_SYNTH_000428:FP_FUND_SYNTH_000428_20260630""]"
fund,FUND_SYNTH_000429,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000429_20260630""]","[""SYNTH:FUND_SYNTH_000429:FP_FUND_SYNTH_000429_20260630""]"
fund,FUND_SYNTH_000430,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000430_20260630""]","[""SYNTH:FUND_SYNTH_000430:FP_FUND_SYNTH_000430_20260630""]"
fund,FUND_SYNTH_000431,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000432,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000432_20260630""]","[""SYNTH:FUND_SYNTH_000432:FP_FUND_SYNTH_000432_20260630""]"
fund,FUND_SYNTH_000433,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000433_20260630""]","[""SYNTH:FUND_SYNTH_000433:FP_FUND_SYNTH_000433_20260630""]"
fund,FUND_SYNTH_000434,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000434_20260630""]","[""SYNTH:FUND_SYNTH_000434:FP_FUND_SYNTH_000434_20260630""]"
fund,FUND_SYNTH_000435,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=2"",""peer_managers=2""]","[""FP_FUND_SYNTH_000435_20260630""]","[""SYNTH:FUND_SYNTH_000435:FP_FUND_SYNTH_000435_20260630""]"
fund,FUND_SYNTH_000436,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000436_20260630""]","[""SYNTH:FUND_SYNTH_000436:FP_FUND_SYNTH_000436_20260630""]"
fund,FUND_SYNTH_000437,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000437_20260630""]","[""SYNTH:FUND_SYNTH_000437:FP_FUND_SYNTH_000437_20260630""]"
fund,FUND_SYNTH_000438,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000438_20260630""]","[""SYNTH:FUND_SYNTH_000438:FP_FUND_SYNTH_000438_20260630""]"
fund,FUND_SYNTH_000439,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000439_20260630""]","[""SYNTH:FUND_SYNTH_000439:FP_FUND_SYNTH_000439_20260630""]"
fund,FUND_SYNTH_000440,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=4"",""peer_managers=4""]","[""FP_FUND_SYNTH_000440_20260630""]","[""SYNTH:FUND_SYNTH_000440:FP_FUND_SYNTH_000440_20260630""]"
fund,FUND_SYNTH_000441,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000442,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000443,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=3"",""peer_managers=3""]","[""FP_FUND_SYNTH_000443_20260630""]","[""SYNTH:FUND_SYNTH_000443:FP_FUND_SYNTH_000443_20260630""]"
fund,FUND_SYNTH_000444,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000444_20260630""]","[""SYNTH:FUND_SYNTH_000444:FP_FUND_SYNTH_000444_20260630""]"
fund,FUND_SYNTH_000445,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000446,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000447,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000447_20260630""]","[""SYNTH:FUND_SYNTH_000447:FP_FUND_SYNTH_000447_20260630""]"
fund,FUND_SYNTH_000448,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=4"",""peer_managers=4""]","[""FP_FUND_SYNTH_000448_20260630""]","[""SYNTH:FUND_SYNTH_000448:FP_FUND_SYNTH_000448_20260630""]"
fund,FUND_SYNTH_000449,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000449_20260630""]","[""SYNTH:FUND_SYNTH_000449:FP_FUND_SYNTH_000449_20260630""]"
fund,FUND_SYNTH_000450,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000450_20260630""]","[""SYNTH:FUND_SYNTH_000450:FP_FUND_SYNTH_000450_20260630""]"
fund,FUND_SYNTH_000451,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000451_20260630""]","[""SYNTH:FUND_SYNTH_000451:FP_FUND_SYNTH_000451_20260630""]"
fund,FUND_SYNTH_000452,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000452_20260630""]","[""SYNTH:FUND_SYNTH_000452:FP_FUND_SYNTH_000452_20260630""]"
fund,FUND_SYNTH_000453,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000453_20260630""]","[""SYNTH:FUND_SYNTH_000453:FP_FUND_SYNTH_000453_20260630""]"
fund,FUND_SYNTH_000454,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000455,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000455_20260630""]","[""SYNTH:FUND_SYNTH_000455:FP_FUND_SYNTH_000455_20260630""]"
fund,FUND_SYNTH_000456,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000456_20260630""]","[""SYNTH:FUND_SYNTH_000456:FP_FUND_SYNTH_000456_20260630""]"
fund,FUND_SYNTH_000457,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000457_20260630""]","[""SYNTH:FUND_SYNTH_000457:FP_FUND_SYNTH_000457_20260630""]"
fund,FUND_SYNTH_000458,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000458_20260630""]","[""SYNTH:FUND_SYNTH_000458:FP_FUND_SYNTH_000458_20260630""]"
fund,FUND_SYNTH_000459,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000459_20260630""]","[""SYNTH:FUND_SYNTH_000459:FP_FUND_SYNTH_000459_20260630""]"
fund,FUND_SYNTH_000460,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000460_20260630""]","[""SYNTH:FUND_SYNTH_000460:FP_FUND_SYNTH_000460_20260630""]"
fund,FUND_SYNTH_000461,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000461_20260630""]","[""SYNTH:FUND_SYNTH_000461:FP_FUND_SYNTH_000461_20260630""]"
fund,FUND_SYNTH_000462,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=2"",""peer_managers=2""]","[""FP_FUND_SYNTH_000462_20260630""]","[""SYNTH:FUND_SYNTH_000462:FP_FUND_SYNTH_000462_20260630""]"
fund,FUND_SYNTH_000463,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000463_20260630""]","[""SYNTH:FUND_SYNTH_000463:FP_FUND_SYNTH_000463_20260630""]"
fund,FUND_SYNTH_000464,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000464_20260630""]","[""SYNTH:FUND_SYNTH_000464:FP_FUND_SYNTH_000464_20260630""]"
fund,FUND_SYNTH_000465,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=3"",""peer_managers=3""]","[""FP_FUND_SYNTH_000465_20260630""]","[""SYNTH:FUND_SYNTH_000465:FP_FUND_SYNTH_000465_20260630""]"
fund,FUND_SYNTH_000466,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000466_20260630""]","[""SYNTH:FUND_SYNTH_000466:FP_FUND_SYNTH_000466_20260630""]"
fund,FUND_SYNTH_000467,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000467_20260630""]","[""SYNTH:FUND_SYNTH_000467:FP_FUND_SYNTH_000467_20260630""]"
fund,FUND_SYNTH_000468,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000468_20260630""]","[""SYNTH:FUND_SYNTH_000468:FP_FUND_SYNTH_000468_20260630""]"
fund,FUND_SYNTH_000469,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000469_20260630""]","[""SYNTH:FUND_SYNTH_000469:FP_FUND_SYNTH_000469_20260630""]"
fund,FUND_SYNTH_000470,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000470_20260630""]","[""SYNTH:FUND_SYNTH_000470:FP_FUND_SYNTH_000470_20260630""]"
fund,FUND_SYNTH_000471,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000472,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=6"",""peer_managers=6""]","[""FP_FUND_SYNTH_000472_20260630""]","[""SYNTH:FUND_SYNTH_000472:FP_FUND_SYNTH_000472_20260630""]"
fund,FUND_SYNTH_000473,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000473_20260630""]","[""SYNTH:FUND_SYNTH_000473:FP_FUND_SYNTH_000473_20260630""]"
fund,FUND_SYNTH_000474,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000474_20260630""]","[""SYNTH:FUND_SYNTH_000474:FP_FUND_SYNTH_000474_20260630""]"
fund,FUND_SYNTH_000475,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=2"",""peer_managers=2""]","[""FP_FUND_SYNTH_000475_20260630""]","[""SYNTH:FUND_SYNTH_000475:FP_FUND_SYNTH_000475_20260630""]"
fund,FUND_SYNTH_000476,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=4"",""peer_managers=4""]","[""FP_FUND_SYNTH_000476_20260630""]","[""SYNTH:FUND_SYNTH_000476:FP_FUND_SYNTH_000476_20260630""]"
fund,FUND_SYNTH_000477,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000478,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000478_20260630""]","[""SYNTH:FUND_SYNTH_000478:FP_FUND_SYNTH_000478_20260630""]"
fund,FUND_SYNTH_000479,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000479_20260630""]","[""SYNTH:FUND_SYNTH_000479:FP_FUND_SYNTH_000479_20260630""]"
fund,FUND_SYNTH_000480,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=2"",""peer_managers=2""]","[""FP_FUND_SYNTH_000480_20260630""]","[""SYNTH:FUND_SYNTH_000480:FP_FUND_SYNTH_000480_20260630""]"
fund,FUND_SYNTH_000481,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000481_20260630""]","[""SYNTH:FUND_SYNTH_000481:FP_FUND_SYNTH_000481_20260630""]"
fund,FUND_SYNTH_000482,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000482_20260630""]","[""SYNTH:FUND_SYNTH_000482:FP_FUND_SYNTH_000482_20260630""]"
