fund_period_id,fund_id,lp_id,lp_name,share_class_name,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,perspective,currency,commitment,paid_in_capital_itd,distributions_itd,nav,unfunded_commitment,recallable_distributions_itd,dpi,rvpi,tvpi,reported_irr,calculated_irr,beginning_nav,contributions_period,distributions_period,realized_gain_period,unrealized_gain_period,net_income_period,management_fee_period,other_expenses_period,ending_nav,period_return,benchmark_return,fund_size,vintage_year,strategy,sub_strategy,provenance_type,source_document_id,source_page,source_anchor,formula_id,input_observation_ids,synthetic_parameter_set_id,defect_expected,record_status,reported_irr_fee_basis,reported_irr_method,period_return_fee_basis,period_return_method,sector,canonical_asset_class,canonical_strategy,canonical_sub_strategy,canonical_sector
FP_2a02d462a6b2a9c9,FUND_0355,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,200000000,0,0,0,,,,,0,,,,,,,,,,,,,,,2022,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Blackstone Energy Partners IV / Capital Commitment,,61d47cc0d6723e447b2b | 7320428df732cc8d9b08 | d542ed493cca7c4de9fb | d9d2eaac7b38ee4b4e22 | fdba70abaca12db0521f,,,ACTIVE,,,,,,,,,
FP_c662fae4254b6d4d,FUND_0356,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,803400000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / Blackstone Mileway Logistics L.P. / Ending Market Value (MM),,eaf5170a465623a58b2d,,,ACTIVE,,,,,,real_assets,,,
FP_c83f77a03f781373,FUND_0357,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,1135200000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Blackstone Property Partners Europe, L.P. / Ending Market Value (MM)",,b1fad4df5f5a690e0a32,,,ACTIVE,,,,,,real_assets,,,
FP_fa4d99f1e861a240,FUND_0358,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,821200000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / Blackstone Property Partners Life Sciences L.P. / Ending Market Value (MM),,b7e33aac2f0ec2752396,,,ACTIVE,,,,,,real_assets,,,
FP_8f137bf00cabc3f6,FUND_0359,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,300000000,90500000,6100000,89400000,,,,,1.05,0.0836,,,,,,,,,,,,,,2022,,,EXTRACTED,SRC058,2,Real Estate Portfolio / Blackstone RE Partners X LP / Capital Commitment,,112b1eaf161079d629de | 42ce192d6838ac568b41 | 844c3346776adc232547 | 8fc9eb96cc33524b72fb | c8d1ce0c4283fd274131 | f4531422c5343bf4d2cf,,,ACTIVE,unstated,,,,,real_estate,,,
FP_f32cb565c1eef18f,FUND_0360,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,300000000,349300000,130400000,306500000,,,,,1.25,0.0923,,,,,,,,,,,,,,2019,,,EXTRACTED,SRC058,2,Real Estate Portfolio / Blackstone Real Estate Partners IX / Capital Commitment,,095d1e0a9abc01d698b8 | 6bdc01c76186b58e2155 | 7d01b5ee756e9a924f9e | 9c9c91f864875f0016cc | ccb8a21d6a5272197448 | fd5b0c3f26254cae726e,,,ACTIVE,unstated,,,,,real_estate,,,
FP_d79da957c2d86421,FUND_0365,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,200000000,214000000,83500000,198500000,,,,,1.32,0.1444,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC058,2,Real Estate Portfolio / Blue Owl Real Estate Capital Fund V / Capital Commitment,,0256295ced1e98c25276 | 43ad91a9887f6dc2a566 | 4f4c951412b5604e859d | 5a4822150cbb212d97c0 | 625e397bec0ade83b107 | d03e1adbd7d2c2232090,,,ACTIVE,unstated,,,,,real_estate,,,
FP_ab362711e9912039,FUND_0366,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,200000000,90600000,11000000,81100000,,,,,1.02,0.0337,,,,,,,,,,,,,,2023,,,EXTRACTED,SRC058,2,Real Estate Portfolio / Blue Owl Real Estate Capital Fund VI / Capital Commitment,,2db817bd68f1d71b6663 | 432dc667a91b8a9c550f | 7ff65936bf6656147383 | 93247795bbbbef482808 | b5fef2f15af891d3557e | f38287b29f1a6f47e09c,,,ACTIVE,unstated,,,,,real_estate,,,
FP_628457229f14fb22,FUND_0367,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,30000000,,,31977389,6299057,,0.56,0.62,1.18,0.09,,,,,,,,,,,0.0986,,,,Agriculture,,EXTRACTED,SRC457,10,"Investment Detail / Blue Road Capital, L.P. / Commitment",,0dd9eb31cad52bcd8568 | 12852ed0e212c1b87a95 | 77801d4e34e40926d017 | 956d763b07c41be99172 | 9818d42364e828b4a29a | d1f29703effafae7b08c | d28fe18f2932dffdab28 | f977de8eef083df7f242,,,ACTIVE,unstated,,net,modified_dietz,,natural_resources,agriculture,,
FP_f87a84598ca413f8,FUND_0368,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,61100000,60800000,0,140900000,,,,,2.31,0.437,,,,,,,,,,,,,,2019,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Bolt Energy LLC / Capital Commitment,,389dcb6f38513cf71bba | 8a5983bfd7caf26ee2d5 | b00245421a45c311c82e | c9900ba417b0feb7f167 | d771120a9b7a512457f9 | f5896171653afe0d7b6f,,,ACTIVE,net,,,,,,,,
FP_458250a263a2b561,FUND_0371,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,50000000,,,2350130,44575525,,0.01,0.43,0.44,-0.6346,,,,,,,,,,,-0.631,,,,Energy,,EXTRACTED,SRC457,10,"Investment Detail / BP Natural Gas Opportunity Partners II, L.P. / Commitment",,4d1231263407cb5d993c | 5df140264c43bdcc67d3 | 642155d0baad21d20d9c | 66f895df14f1e2cb4998 | 9552eb505082da33f77e | a19ff62e1eef75b87a17 | b37c57431a2eb222ea01 | d2cb9d8e3cc7103c0234,,,ACTIVE,unstated,,net,modified_dietz,,natural_resources,energy,,
FP_65bef120db980f80,FUND_0372,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,30000000,,,32375071,7460870,,0.82,1.25,2.07,0.3353,,,,,,,,,,,0.2605,,,,Energy,,EXTRACTED,SRC457,10,"Investment Detail / BP Natural Gas Opportunity Partners, L.P. / Commitment",,24948565d50dae531054 | 411555b74e84cd88166d | 5a478e90130e275903d6 | 6a07b25bc6f7682f272a | 8614312c3cf2d0cd5e06 | a549077cf3d2c6e2ff13 | b14a6f71b093dbffc5bd | ee5b3978b556da73f0de,,,ACTIVE,unstated,,net,modified_dietz,,natural_resources,energy,,
FP_cdb9af81fb91af48,FUND_0375,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,100000000,96400000,40000000,12600000,,,,,0.55,-0.0857,,,,,,,,,,,,,,2011,,,EXTRACTED,SRC058,1,Real Estate Portfolio / Brazil Real Estate Opportunities II / Capital Commitment,,2b5ab35a7c61ea8bacc0 | af1f81c198392b58fc22 | cbf7616684fb81aa3c6a | ea7e3d646feef4539078 | f4a53e9b48213820d5aa | fba18d938796291fbe53,,,ACTIVE,unstated,,,,,real_estate,,,
FP_23c07265180adcce,FUND_0380,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,26800000,21000000,22100000,200000,,,,,1.07,0.013,,,,,,,,,,,,,,2015,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Brookfield Agriculture Fund II / Capital Commitment,,0f150174a68a321d2b73 | 1c4b7ad582a90743ac31 | 53a88316be79be5fb1f2 | 8590c7dacd228d7dcdcd | af17b313df39a4ba64cc | ef34488b69c79854ce12,,,ACTIVE,net,,,,,,,,
FP_417f8b27d28c1879,FUND_0381,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,400000000,372700000,172500000,371300000,,,,,1.46,0.118,,,,,,,,,,,,,,2016,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Brookfield Infrastructure Fund III / Capital Commitment,,602beaac5987785edac3 | 6eca379a27226bc53f77 | 78ee30ce8c1d902f6bcb | 8eb671cc759bb88553c9 | baa4f3083752f9156d1c | f8f21ce336106ed30d70,,,ACTIVE,net,,,,,,,,
FP_fae19e2cf00f3d23,FUND_0382,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,400000000,319900000,43600000,356700000,,,,,1.25,0.131,,,,,,,,,,,,,,2019,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Brookfield Infrastructure Fund IV / Capital Commitment,,09bffd7641bbe89aca4b | 31d358d9745b956b8ff2 | 71ac0c0f372f55c352dc | 956757af048f5cf62347 | c0aa05849b7f507c299a | d42e58f157e5374ba105,,,ACTIVE,net,,,,,,,,
FP_89e94da3eaebb607,FUND_0383,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,400000000,0,0,-1500000,,,,,0,,,,,,,,,,,,,,,2022,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Brookfield Infrastructure Fund V / Capital Commitment,,1944248845bddbf1957e | 3f8eea0f02def134267f | 50b4d8b0d647dbd9874d | c1c83fe921573da53a57 | ecfc5503912643f8a228,,,ACTIVE,,,,,,,,,
FP_7d79303e85e78be6,FUND_0384,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,50000000,50700000,700000,51300000,,,,,1.03,,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Brookfield Super Core Infrastructure Partners Project Aether / Capital Commitment,,322f1009b6d27d4d587f | 3e36ec5a4dbf9c8f1d82 | 5653db205c76ef27c102 | 5f1779ae396905a4301c | 7e7e208a70553e41b980,,,ACTIVE,,,,,,,,,
FP_e2519775f359ffc0,FUND_0385,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,250000000,250000000,0,257200000,,,,,1.03,,,,,,,,,,,,,,,2021,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Brookfield Super-Core Infrastructure Partners / Capital Commitment,,1689d4699c8f12e75503 | 33b369e9dfa9bbceaabe | 3c353f6d82857a0cac82 | 44cf1a95fe43e9a1f3b9 | d273044e04cacbe294e7,,,ACTIVE,,,,,,,,,
FP_133a2deef1f1410a,FUND_0386,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,48700000,49200000,1100000,42200000,,,,,0.88,,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Brookfield Super-Core Infrastructure Partners Project Kepler / Capital Commitment,,3e0a9e7141b788a0c5f9 | 72f8275164e5ba0ebcd7 | ab66b8a2a57cb617f580 | b0c1c6fc846757462be3 | fc6e793ebd942026d113,,,ACTIVE,,,,,,,,,
FP_e7680f63a7710ba7,FUND_0387,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,49800000,49800000,1500000,43900000,,,,,0.91,,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Brookfield Super-Core Infrastructure Partners Project Volta / Capital Commitment,,5c60e6528457cf483be6 | 7ec87b35b70dc8fcc0d4 | b76478bc59ec2a936a23 | bd6d619ee927bc3af8be | bdbd73da51af20e90b56,,,ACTIVE,,,,,,,,,
FP_820915c8b9109831,FUND_0388,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,12500000,11100000,16300000,400000,,,,,1.5,0.065,,,,,,,,,,,,,,2012,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Brookfield Timberlands Fund V / Capital Commitment,,478e075d1b94459463ea | 661027f9b36c9320fb5f | 95cc73b04cefe7c14d8e | 9619a63319edcea85a70 | d029805f8115af7b5af5 | d416cd7c9fd3473add48,,,ACTIVE,net,,,,,,,,
FP_d758bb10eb35e35e,FUND_0390,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,75000000,67900000,65100000,0,,,,,0.96,-0.0068,,,,,,,,,,,,,,2007,,,EXTRACTED,SRC058,1,Real Estate Portfolio / Buchanan Fund V / Capital Commitment,,0adeaffca87c1e39f843 | 128fe7a3180c5e87e220 | 3c63dd34106f70c0f66d | c1516b96516df30341f1 | d2560641e76c439aeec1 | e5438b7d789f2cd9f171,,,ACTIVE,unstated,,,,,real_estate,,,
FP_1b7197fbcced8186,FUND_0391,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,200000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / CalEast Canada Limited Partnership / Ending Market Value (MM),,8e07c663400bf5b98131,,,ACTIVE,,,,,,real_assets,,,
FP_37dc75df958d7cdb,FUND_0392,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,2400000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / CalEast Industrial Investors, LLC / Ending Market Value (MM)",,50b801066395ba21063c,,,ACTIVE,,,,,,real_assets,,,
FP_9c3500e1921a6be7,FUND_0393,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,11427200000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / CalEast Solstice, LLC / Ending Market Value (MM)",,31ee17e45c45afe4e901,,,ACTIVE,,,,,,real_assets,,,
FP_d23ab7ac9e5aa0ef,FUND_0394,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,8200000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / CalWest CalPERS GIP / Ending Market Value (MM),,9d1fdea3d0004c45a86c,,,ACTIVE,,,,,,real_assets,,,
FP_4ebf51b724bd1426,FUND_0396,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,,,79100000,108600000,,,,,3.12,0.0804,,,,,,,,,,,,,,2004,,,EXTRACTED,SRC058,3,Separate Accounts / Cameron Village / Fair Market Value,,735a2f9c57e9cc19e1b0 | ad9d3ddff9ae63493d29 | cf50a9cb6597650e7618 | d50f2cf1933d795de412,,,ACTIVE,unstated,,,,,real_estate,,,
FP_1e68ce126939c0f1,FUND_0397,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,239300000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Canyon Catalyst Fund II, LLC / Ending Market Value (MM)",,3dd641b2078542fda4e8,,,ACTIVE,,,,,,real_assets,,,
FP_9798532145dcb8d3,FUND_0398,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,50000000,49800000,67800000,0,,,,,1.36,0.125,,,,,,,,,,,,,,2010,,,EXTRACTED,SRC058,1,Real Estate Portfolio / Canyon Johnson Urban Fund III / Capital Commitment,,434b6bc84db3179dfc11 | 43c21a5a075967dacebd | 95829d033ac058f4ef94 | a1e1ad640573ef18c83b | a506e682d7a6f98b63eb | d04eabe62a1202ef6ea9,,,ACTIVE,unstated,,,,,real_estate,,,
FP_b480dd15d6dcf9e0,FUND_0405,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,700000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Carlyle Infrastructure Partners, L.P. / Ending Market Value (MM)",,99d090675f27ca92e529,,,ACTIVE,,,,,,real_assets,,,
FP_4e7c3dbb15bf9a4b,FUND_0409,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,200000000,200700000,700000,199500000,,,,,1,-0.0068,,,,,,,,,,,,,,2023,,,EXTRACTED,SRC058,2,"Real Estate Portfolio / Carlyle Property Investors, L.P. / Capital Commitment",,3812d2c1abe21055bff6 | 7db2ad298841e3efcd7c | c4171a4baa75bc46be0a | e2d466ffcbd85a2ca96e | e928ad72f5953a6f6847 | ffc39b1f8858e3407f97,,,ACTIVE,unstated,,,,,real_estate,,,
FP_f1820c0c06055210,FUND_0412,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,100000000,94800000,136300000,0,,,,,1.44,0.1618,,,,,,,,,,,,,,2008,,,EXTRACTED,SRC058,1,Real Estate Portfolio / CBRE Strategic Partners US Value Fund 5 / Capital Commitment,,0b779482cceffdc5faf5 | 127d325bf91f86fa6f5c | 83c7e9eaa9b7eaa695c7 | c659d006c4c41f0bde27 | db8dd1e2aefea5b69ce9 | fba16c331a24d34f430a,,,ACTIVE,unstated,,,,,real_estate,,,
FP_f385d0ae4617a2ad,FUND_0413,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,100000000,103800000,141500000,0,,,,,1.36,0.1206,,,,,,,,,,,,,,2012,,,EXTRACTED,SRC058,2,Real Estate Portfolio / CBRE Strategic Partners US Value Fund 6 / Capital Commitment,,2c988a0945461f4880b0 | 46ab89456641d00e4c3c | 5e31f207dd28f210d72a | 81bae62888d157e38b81 | 9bb982f50441e03d45fa | eddbae3f2b6d9ea1a68f,,,ACTIVE,unstated,,,,,real_estate,,,
FP_16d66afe9b309590,FUND_0414,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,106200000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / CCF II Industrial / Ending Market Value (MM),,6230d4ae23a82dad97a4,,,ACTIVE,,,,,,real_assets,,,
FP_fa8f4616aa688988,FUND_0415,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,189000000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / CCF III Industrial / Ending Market Value (MM),,6d43682fd093c2e95485,,,ACTIVE,,,,,,real_assets,,,
FP_e4110277a0b38930,FUND_0416,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,290400000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / CCF III, LLC / Ending Market Value (MM)",,8ff464edeca571ab37f4,,,ACTIVE,,,,,,real_assets,,,
FP_5a5b2bec158917c3,FUND_0417,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,99600000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / CCP 2020 / Ending Market Value (MM),,9e7a8beeb4e43b478fdd,,,ACTIVE,,,,,,real_assets,,,
FP_ffb08951c18f059f,FUND_0428,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,250300000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / CIM Fund III, L.P. / Ending Market Value (MM)",,2361e121ca39186039fa,,,ACTIVE,,,,,,real_assets,,,
FP_bce05d7cbd470854,FUND_0429,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,212400000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / CIM Infrastructure Fund, L.P. / Ending Market Value (MM)",,89b786704d1be59d52bf,,,ACTIVE,,,,,,real_assets,,,
FP_e4958c08a5d3287f,FUND_0431,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,,,102500000,20500000,,,,,1.22,0.0466,,,,,,,,,,,,,,2016,,,EXTRACTED,SRC058,3,Separate Accounts / Clarion (Non Mandate) / Fair Market Value,,2d2fc4f546a12b358bd9 | 6d22b9c67f98d1845b49 | 9e9a83bad66830ef614e | d95c45e3ef737c08692e,,,ACTIVE,unstated,,,,,real_estate,,,
FP_8dcd754b915fe7b9,FUND_0432,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,,,1563100000,665000000,,,,,1.11,0.042,,,,,,,,,,,,,,2006,,,EXTRACTED,SRC058,3,Separate Accounts / Clarion Columbia Office Properties / Fair Market Value,,275d185601a7a592df34 | 431298b30e50e2c48e12 | c0c329542b9ac8696e2d | dbd89bcfcc0dac13900e,,,ACTIVE,unstated,,,,,real_estate,,,
FP_6cda6f5704c4569a,FUND_0433,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,,,326800000,0,,,,,1.14,0.0701,,,,,,,,,,,,,,2000,,,EXTRACTED,SRC058,3,Separate Accounts / Clarion Holding / Fair Market Value,,121256bcc35a6d8659b6 | 3b20e050be051a7f7675 | 42e984d243e98e8bc58e | c8976edf9483de1cabb9,,,ACTIVE,unstated,,,,,real_estate,,,
FP_d1278bde03803dd8,FUND_0441,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,,,92200000,0,,,,,,-0.0454,,,,,,,,,,,,,,2001,,,EXTRACTED,SRC058,3,REITS / Cliffwood / Fair Market Value,,0ab0e65ade49f746dbb1 | af2a8101e7b253131740 | fe5c45bcb59b72d19766,,,ACTIVE,unstated,,,,,real_estate,,,
FP_395dd002e73e46fc,FUND_0442,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,50000000,51000000,57400000,0,,,,,1.13,0.2763,,,,,,,,,,,,,,2004,,,EXTRACTED,SRC058,1,Real Estate Portfolio / Clift / Capital Commitment,,119b63f8e5a4cdea8a9c | 3542a90bd1891dec0f90 | 84127d10b20aa57583c8 | 90b95ec017f54c0548b1 | e455b63f82da653042c5 | eb5f892794dfe433e329,,,ACTIVE,unstated,,,,,real_estate,,,
FP_52716bff0ff18785,FUND_0443,LP_0034,,,as_of,"Dec 31, 2024",day,2024-12-31,,,,,lp_position,USD,,,516500000,0,,,,,,0.1831,,,,,,,,,,,,,,2000,,,EXTRACTED,SRC058,3,REITS / Cohen & Steers / Fair Market Value,,09a0cb2e29742fe213a8 | 2d54a357bfea62aa65fc | 37c8412205304aecee00,,,ACTIVE,unstated,,,,,real_estate,,,
FP_9bdcd5a556986267,FUND_0446,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,1043700000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Concession Investment Holdings, LLC / Ending Market Value (MM)",,d3b4407d1653948e2a4d,,,ACTIVE,,,,,,real_assets,,,
FP_e8150a4a44df0d8e,FUND_0447,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,452000000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / Core Property Index Trust / Ending Market Value (MM),,7421b0f34077f40408c4,,,ACTIVE,,,,,,real_assets,,,
FP_67a9156dcaa5f12c,FUND_0454,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,50000000,,,,50000000,,,,,,,,,,,,,,,,,,,,Value Add,,EXTRACTED,SRC457,3,"Year-to-Date Commitments / Commitment / Crow Holdings Realty Partners IX, L.P.",,17404ed2964027fa1c80 | 61a6b0c4b5520d096847,,,ACTIVE,,,,,,real_estate,value_added,,
FP_c559d2c170f5419c,FUND_0455,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,35000000,,,12414560,3004245,,0.98,0.36,1.34,0.1146,,,,,,,,,,,0.1056,,,,Value Add,,EXTRACTED,SRC457,9,"Investment Detail / Crow Holdings Realty Partners VII, L.P. / Commitment",,22f71084cdbfaf01bea8 | 25414b8db08731446f00 | 2fe9a83530e1765cd440 | 55b4014f616da1186427 | 6b4dbc24ac9ba789aeef | 6c19c992f1aed407bf7e | 73f2a9844d34cae1e04a | d2a7252f5d8565bcc5c7,,,ACTIVE,unstated,,net,modified_dietz,,real_estate,value_added,,
FP_9ef2057d507fec3a,FUND_0456,,,,as_of,"December 31, 2020",day,2020-12-31,,,,,fund_total,USD,30000000,,,21119432,8758236,,0.04,0.95,0.99,-0.0052,,,,,,,,,,,0.0211,,,,Value Add,,EXTRACTED,SRC457,9,"Investment Detail / Crow Retail Fund II, L.P. / Commitment",,0292ae48e73ec3744e1f | 765d3562fcdc0b6ccb63 | 875ae6a74d6943cee16b | 926aa4a1e3df89ad5290 | 93f09bf7c059d51b8783 | b163b64d50699d3a11a6 | b5365899c6e5c95a3413 | c0b5da5fb31f4481d58f,,,ACTIVE,unstated,,net,modified_dietz,,real_estate,value_added,,
FP_93a92b01b38206b1,FUND_0457,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,200000000,49400000,0,41300000,,,,,0.84,,,,,,,,,,,,,,,2021,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Cube Infrastructure Fund III / Capital Commitment,,10a4ac4b3e22d8d98e85 | 639ac787e18ff40f6a63 | 7fc3dd03fa9e697a97ca | c84c20b0937d75f2f41b | d5cd28eb06abdc203442,,,ACTIVE,,,,,,,,,
FP_a72334e8738d54ac,FUND_0458,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,49100000,0,0,0,,,,,0,,,,,,,,,,,,,,,2022,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Cube Salem Co-Investment / Capital Commitment,,0a313b8db5cfae4260bc | 0ff128da403749b02029 | 35f0406bee830b8cf3de | c609a04570175fd0fd5b | f6ef26df2f19a3dcc756,,,ACTIVE,,,,,,,,,
FP_fc97be54f4f8f302,FUND_0464,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,93600000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / DB SAF C Strategic Partners, LP / Ending Market Value (MM)",,dfc155929bfd6918741f,,,ACTIVE,,,,,,real_assets,,,
FP_44705d30f1bd61e5,FUND_0467,LP_0021,,,as_of,"June 30, 2023",day,2023-06-30,,,,,lp_position,USD,,,,1056700000,,,,,,,,,,,,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / DCP C Strategic Partners, LP / Ending Market Value (MM)",,f506f54dd932fb281b9f,,,ACTIVE,,,,,,real_assets,,,
FP_4e70e9bc8995f890,FUND_0468,LP_0034,,,as_of,"September 30, 2022",day,2022-09-30,,,,,lp_position,USD,150000000,170800000,58700000,146800000,,,,,1.2,0.098,,,,,,,,,,,,,,2018,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Digital Colony Partners / Capital Commitment,,61084c3336cf342b8902 | 6b696173cacfb481cb78 | a04045464901350a4546 | a5f43ee943faee3a9caf | ca444d649569743d1679 | d6b6813e115ee65161b3,,,ACTIVE,net,,,,,,,,
