fund_id,fund_name,legal_name,fund_manager_id,fund_manager_name,strategy,sub_strategy,vintage_year,domicile,base_currency,fund_size,fund_size_currency,first_close_date,final_close_date,termination_date,fund_status,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
FUND_0146,Maryland Innovation Initiative,,MGR_0008,Maryland Technology Development Corporation,,,,,,,,,,,,EXTRACTED,SRC040,5,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0147,Maryland Stem Cell Research Fund,,MGR_0008,Maryland Technology Development Corporation,,,,,,,,,,,,EXTRACTED,SRC040,14,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0148,Maryland Technology Commercialization Fund,,MGR_0008,Maryland Technology Development Corporation,,,,,,,,,,,,EXTRACTED,SRC040,5,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0149,Maryland Venture Fund,,MGR_0008,Maryland Technology Development Corporation,,,,,,,,,,,,EXTRACTED,SRC040,14,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0150,Rural Pre-Seed Investment Fund,,MGR_0008,Maryland Technology Development Corporation,,,,,,,,,,,,EXTRACTED,SRC040,9,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0151,Seed Investment Funds,,MGR_0008,Maryland Technology Development Corporation,,,,,,,,,,,,EXTRACTED,SRC040,17,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0152,"Heritage Fund I, L.P.",,MGR_0009,"Heritage Partners, Inc.",,,,,,,,,,,,EXTRACTED,SRC101,3,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0153,"Jefferson Partners Fund IV, L.P.",,MGR_0087,Jefferson Partners,,,,,,,,,,,,EXTRACTED,SRC102,6,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0154,"Jefferson Partners Fund IV (PA), L.P.",,MGR_0010,Jefferson Partners Fund IV Management Corp.,,,,,,,,,,,,EXTRACTED,SRC102,6,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0155,"Jefferson Partners Fund IV, (U.S.), L.P.",,MGR_0087,Jefferson Partners,,,,,,,,,,,,EXTRACTED,SRC102,6,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0156,"Global Infrastructure Partners II-C, L.P.",,MGR_0088,Global Infrastructure Partners,,,,,,,,,,,,EXTRACTED,SRC462,1,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0157,ANTIN INFRASTRUCTURE PARTNERS II LP,,MGR_0089,ANTIN INFRASTRUCTURE PARTNERS,,,,,,,,,,,,EXTRACTED,SRC463,2,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0173,"Blackstone Real Estate Partners VI, L.P.",,,The Blackstone Group L.P.,,,2007,,,,,,,,,EXTRACTED,SRC058,1,"Real Estate Portfolio / Blackstone Real Estate Partners VI, LP / Capital Commitment",,ACTIVE,
FUND_0174,"Blackstone Real Estate Partners VII, L.P.",,,Blackstone,,,2012,,,,,,,,,EXTRACTED,SRC058,2,"Real Estate Portfolio / Blackstone Real Estate Partners VII, LP / Capital Commitment",,ACTIVE,
FUND_0201,Fortress Investment Fund IV LP,,,Fortress Investment Group LLC,,,2006,,,,,,,,,EXTRACTED,SRC058,1,Real Estate Portfolio / Fortress Investment Fund IV / Capital Commitment,,ACTIVE,
FUND_0260,A10 USD (Feeder) L.P.,,,Apax Partners LLP,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / A10 USD (Feeder) L.P. / Cost,,ACTIVE,
FUND_0261,A9 EUR (Feeder) L.P.,,,Apax Partners LLP,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / A9 EUR (Feeder) L.P. / Cost,,ACTIVE,
FUND_0262,A9 USD (Feeder) L.P.,,,Apax Partners LLP,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / A9 USD (Feeder) L.P. / Cost,,ACTIVE,
FUND_0263,Abacus Multi-Family Partners VI LP,,,Abacus Capital Group,,,2022,,,,,,,,,EXTRACTED,SRC058,2,Real Estate Portfolio / Abacus Multi-Family Partners VI LP / Capital Commitment,,ACTIVE,
FUND_0264,"ABRY Partners IX, L.P.",,,Abry Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / ABRY Partners IX, L.P. / Cost",,ACTIVE,
FUND_0265,"ABRY Senior Equity V, L.P.",,,Abry Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / ABRY Senior Equity V, L.P. / Cost",,ACTIVE,
FUND_0266,"ABS Capital Partners IX, L.P.",,,ABS Capital Partners,Primary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / ABS Capital Partners IX, L.P. / Cost",,ACTIVE,
FUND_0267,"ABS Capital Partners VII Offshore, L.P.",,,ABS Capital Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / ABS Capital Partners VII Offshore, L.P. / Cost",,ACTIVE,
FUND_0268,"ABS Capital Partners VII, L.P.",,,ABS Capital Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / ABS Capital Partners VII, L.P. / Cost",,ACTIVE,
FUND_0269,"Accel-KKR Capital Partners CV III, LP",,,Accel-KKR,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Accel-KKR Capital Partners CV III, LP / Cost",,ACTIVE,
FUND_0270,Accel-KKR Capital Partners VII LP,,,Accel-KKR,Primary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Accel-KKR Capital Partners VII LP / Cost,,ACTIVE,
FUND_0271,Accel-KKR Growth Capital Partners IV LP,,,Accel-KKR,Primary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Accel-KKR Growth Capital Partners IV LP / Cost,,ACTIVE,
FUND_0272,Actis Energy 5 LP,,,Actis,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Actis Energy 5 LP / Cost,,ACTIVE,
FUND_0273,Advent Global Technology II Limited Partnership,,,Advent International,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Advent Global Technology II Limited Partnership / Cost,,ACTIVE,
FUND_0274,Advent International GPE VI-A Limited Partnership,,,Advent International,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Advent International GPE VI-A Limited Partnership / Cost,,ACTIVE,
FUND_0275,Advent International GPE VII-B Limited Partnership,,,Advent International,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Advent International GPE VII-B Limited Partnership / Cost,,ACTIVE,
FUND_0276,Advent International GPE VIII-B-2 Limited Partnership,,,Advent International,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Advent International GPE VIII-B-2 Limited Partnership / Cost,,ACTIVE,
FUND_0277,Advent International GPE VIII-C Limited Partnership,,,Advent International,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Advent International GPE VIII-C Limited Partnership / Cost,,ACTIVE,
FUND_0278,AEA EXC CF LP,,,AEA Investors LP,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / AEA EXC CF LP / Cost,,ACTIVE,
FUND_0279,"Aerospace, Transportation and Logistics Fund II LP",,,ATL Partners,Early Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Aerospace, Transportation and Logistics Fund II LP / Cost",,ACTIVE,
FUND_0280,Aetos Capital Asia TE II,,,Aetos Capital Real Estate,,,2005,,,,,,,,,EXTRACTED,SRC058,1,Real Estate Portfolio / Aetos Capital Asia TE II / Capital Commitment,,ACTIVE,
FUND_0281,Aetos Capital Asia TE III,,,Aetos Capital Real Estate,,,2008,,,,,,,,,EXTRACTED,SRC058,1,Real Estate Portfolio / Aetos Capital Asia TE III / Capital Commitment,,ACTIVE,
FUND_0282,AEW Core Property Trust,,,"AEW Capital Management, L.P.",,,2021,,,,,,,,,EXTRACTED,SRC058,2,Real Estate Portfolio / AEW Core Property Trust / Capital Commitment,,ACTIVE,
FUND_0283,"AEW Essential Housing Fund, L.P.",,,"AEW Capital Management, L.P.",,,2022,,,,,,,,,EXTRACTED,SRC058,2,"Real Estate Portfolio / AEW Essential Housing Fund, L.P. / Capital Commitment",,ACTIVE,
FUND_0284,"AG Asia Realty Fund II, L.P.",,,TPG Angelo Gordon,,,2010,,,,,,,,,EXTRACTED,SRC058,1,"Real Estate Portfolio / AG Asia Realty Fund II, L.P. / Capital Commitment",,ACTIVE,
FUND_0285,Alpha Asia Macro Trends Fund,,,Alpha Investment Partners,,,2008,,,,,,,,,EXTRACTED,SRC058,1,Real Estate Portfolio / Alpha Asia Macro Trends Fund / Capital Commitment,,ACTIVE,
FUND_0286,Alpha Asia Macro Trends Fund II,,,Alpha Investment Partners,,,2011,,,,,,,,,EXTRACTED,SRC058,1,Real Estate Portfolio / Alpha Asia Macro Trends Fund II / Capital Commitment,,ACTIVE,
FUND_0287,Alpha Private Equity Fund 7 (SCA) SICAR,,,Alpha Private Equity Funds Management Company Sàrl,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Alpha Private Equity Fund 7 (SCA) SICAR / Cost,,ACTIVE,
FUND_0288,Alterna Core Capital Assets Fund II,,,Alterna Capital Partners,,,2012,,,,,,,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Alterna Core Capital Assets Fund II / Capital Commitment,,ACTIVE,
FUND_0289,"American Industrial Partners Fund IV, L.P.",,,American Industrial Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / American Industrial Partners Fund IV, L.P. / Cost",,ACTIVE,
FUND_0290,"American Securities Partners VI, L.P.",,,American Securities LLC,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / American Securities Partners VI, L.P. / Cost",,ACTIVE,
FUND_0291,"American Securities Partners VII, L.P.",,,American Securities LLC,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / American Securities Partners VII, L.P. / Cost",,ACTIVE,
FUND_0292,Antares Private Credit Fund (ABDC),,,Antares Capital Credit Advisers LLC,,,,,,,,,,,,EXTRACTED,SRC606,1,HIGHLIGHTS / Annualized Distribution Rate,,ACTIVE,
FUND_0293,"AP VIII Private Investors Offshore (USD), L.P.",,,"Apollo Management VIII, L.P.",Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / AP VIII Private Investors Offshore (USD), L.P. / Cost",,ACTIVE,
FUND_0294,"AP VIII Private Investors, LLC",,,"Apollo Management VIII, L.P.",Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / AP VIII Private Investors, LLC / Cost",,ACTIVE,
FUND_0295,"Apax Europe VI - A, L.P.",,,Apax Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Apax Europe VI - A, L.P. / Cost",,ACTIVE,
FUND_0296,"Apax Europe VII - B, L.P.",,,Apax Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Apax Europe VII - B, L.P. / Cost",,ACTIVE,
FUND_0297,Apax IX USD L.P.,,,Apax Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Apax IX USD L.P. / Cost,,ACTIVE,
FUND_0298,Apax XI USD L.P.,,,Apax Partners,Primary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Apax XI USD L.P. / Cost,,ACTIVE,
FUND_0299,"Apollo Investment Fund VI, L.P.",,,Apollo Global Management,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Apollo Investment Fund VI, L.P. / Cost",,ACTIVE,
FUND_0300,Appian Natural Resources Fund,,,Appian Capital Advisory LLP,,,2011,,,,,,,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Appian Natural Resources Fund / Capital Commitment,,ACTIVE,
FUND_0301,Appian Natural Resources Fund II,,,Appian Capital Advisory LLP,,,2019,,,,,,,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Appian Natural Resources Fund II / Capital Commitment,,ACTIVE,
FUND_0302,ARA China Long Term Hold,,,ARA Asset Management,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / ARA China Long Term Hold / 1-Yr Total Return,,ACTIVE,
FUND_0303,Archer Capital Trust 5B,,,Archer Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Archer Capital Trust 5B / Cost,,ACTIVE,
FUND_0304,"Archmore International Infrastructure Fund II (B), L.P.",,,UBS Asset Management,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Archmore International Infrastructure Fund II (B), L.P. / 1-Yr Total Return",,ACTIVE,
FUND_0305,"Archmore International Infrastructure Fund II (C), L.P.",,,UBS Asset Management,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Archmore International Infrastructure Fund II (C), L.P. / 1-Yr Total Return",,ACTIVE,
FUND_0306,"Artiman Ventures III, L.P.",,,Artiman Ventures,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Artiman Ventures III, L.P. / Cost",,ACTIVE,
FUND_0307,ASB Allegiance Real Estate Fund,,,ASB Real Estate Investments,,,2017,,,,,,,,,EXTRACTED,SRC058,2,Real Estate Portfolio / ASB Allegiance Real Estate Fund / Capital Commitment,,ACTIVE,
FUND_0308,Ascentris - OR Partners LLC,,,Ascentris,,,2013,,,,,,,,,EXTRACTED,SRC058,3,Separate Accounts / Ascentris - OR Partners LLC / Fair Market Value,,ACTIVE,
FUND_0309,Ascentris Core,,,Ascentris,,,2018,,,,,,,,,EXTRACTED,SRC058,3,Separate Accounts / Ascentris Core / Fair Market Value,,ACTIVE,
FUND_0310,Astorg Normec Fund,,,Astorg,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Astorg Normec Fund / Cost,,ACTIVE,
FUND_0311,Astorg VI SLP,,,Astorg,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Astorg VI SLP / Cost,,ACTIVE,
FUND_0312,Astorg VII SLP,,,Astorg,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Astorg VII SLP / Cost,,ACTIVE,
FUND_0313,Atlas Capital Resources LP,,,Atlas FRM LLC,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Atlas Capital Resources LP / Cost,,ACTIVE,
FUND_0314,"Audax Mezzanine Fund III, L.P.",,,Audax Group,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Audax Mezzanine Fund III, L.P. / Cost",,ACTIVE,
FUND_0315,"Audax Private Equity Aspen CF, L.P.",,,Audax Group,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Audax Private Equity Aspen CF, L.P. / Cost",,ACTIVE,
FUND_0316,"Audax Private Equity Fund III, L.P.",,,Audax Group,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Audax Private Equity Fund III, L.P. / Cost",,ACTIVE,
FUND_0317,"Audax Private Equity Fund, L.P.",,,Audax Group,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Audax Private Equity Fund, L.P. / Cost",,ACTIVE,
FUND_0318,"Aurora Equity Partners V, L.P.",,,Aurora Capital Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Aurora Equity Partners V, L.P. / Cost",,ACTIVE,
FUND_0319,AUSTIN VENTURES IX LP,,,Austin Ventures,,,,,,,,,,,,EXTRACTED,SRC356,5,Economically Targeted Investments / AUSTIN VENTURES IX LP / Market Value,,ACTIVE,
FUND_0320,AUSTIN VENTURES X LP,,,Austin Ventures,,,,,,,,,,,,EXTRACTED,SRC356,5,Economically Targeted Investments / AUSTIN VENTURES X LP / Market Value,,ACTIVE,
FUND_0321,"Avista Healthcare Partners (Offshore) I, L.P.",,,"Avista Capital Holdings, L.P.",Early Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Avista Healthcare Partners (Offshore) I, L.P. / Cost",,ACTIVE,
FUND_0322,"Bain Capital Asia Fund II, L.P.",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Asia Fund II, L.P. / Cost",,ACTIVE,
FUND_0323,"Bain Capital Asia Fund III, L.P.",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Asia Fund III, L.P. / Cost",,ACTIVE,
FUND_0324,"Bain Capital Distressed and Special Situations 2013 (E), L.P.",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Distressed and Special Situations 2013 (E), L.P. / Fair Value",,ACTIVE,
FUND_0325,"Bain Capital Empire Holdings, L.P.",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Empire Holdings, L.P. / Cost",,ACTIVE,
FUND_0326,"Bain Capital Europe Fund III, L.P.",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Europe Fund III, L.P. / Cost",,ACTIVE,
FUND_0327,"Bain Capital Europe Fund V, SCSp",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Europe Fund V, SCSp / Cost",,ACTIVE,
FUND_0328,"Bain Capital Fund VII, L.P.",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Fund VII, L.P. / Cost",,ACTIVE,
FUND_0329,"Bain Capital Fund X, L.P.",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Fund X, L.P. / Cost",,ACTIVE,
FUND_0330,"Bain Capital Fund XI, L.P.",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Fund XI, L.P. / Cost",,ACTIVE,
FUND_0331,"Bain Capital Fund XII, L.P.",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Fund XII, L.P. / Cost",,ACTIVE,
FUND_0332,"Bain Capital VII Coinvestment Fund, L.P.",,,Bain Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital VII Coinvestment Fund, L.P. / Cost",,ACTIVE,
FUND_0333,Barley (No.1) Limited Partnership,,,,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Barley (No.1) Limited Partnership / Cost,,ACTIVE,
FUND_0334,"BC Asia III Private Investors, L.P.",,,BC Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / BC Asia III Private Investors, L.P. / Fair Value",,ACTIVE,
FUND_0335,"BC Europe IV Private Investors, L.P.",,,BC Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / BC Europe IV Private Investors, L.P. / Cost",,ACTIVE,
FUND_0336,BC European Capital IX-8 LP,,,BC Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / BC European Capital IX-8 LP / Cost,,ACTIVE,
FUND_0337,BC European Capital X-10 LP,,,BC Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / BC European Capital X-10 LP / Cost,,ACTIVE,
FUND_0338,BC European Capital X-2 LP,,,BC Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / BC European Capital X-2 LP / Cost,,ACTIVE,
FUND_0339,BC European Capital X-7 LP,,,BC Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / BC European Capital X-7 LP / Cost,,ACTIVE,
FUND_0340,"BC Life Sciences Private Investors, L.P.",,,BC Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / BC Life Sciences Private Investors, L.P. / Cost",,ACTIVE,
FUND_0341,BC Partners XI GD - 2 LP,,,BC Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / BC Partners XI GD - 2 LP / Cost,,ACTIVE,
FUND_0342,"BC XI Private Investor, L.P.",,,BC Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / BC XI Private Investor, L.P. / Cost",,ACTIVE,
FUND_0343,"BC XII Private Investors, L.P.",,,BC Partners,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / BC XII Private Investors, L.P. / Cost",,ACTIVE,
FUND_0344,BCP V-S L.P.,,,Blackstone Management Associates V L.L.C.,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / BCP V-S L.P. / Cost,,ACTIVE,
FUND_0345,"Beacon Capital Strategic Partners VI, LP",,,Beacon Capital Partners,,,2010,,,,,,,,,EXTRACTED,SRC058,1,"Real Estate Portfolio / Beacon Capital Strategic Partners VI, LP / Capital Commitment",,ACTIVE,
FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,,,Bear Stearns Asset Management,,,,,,,,,,,,EXTRACTED,SRC107,7,FEES / Incentive fee / UNLABELED_COLUMN_1,,ACTIVE,
FUND_0347,"Berkshire Fund VI, Limited Partnership",,,Berkshire Partners LLC,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Berkshire Fund VI, Limited Partnership / Cost",,ACTIVE,
FUND_0348,"Berkshire Fund VII, L.P.",,,Berkshire Partners LLC,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Berkshire Fund VII, L.P. / Cost",,ACTIVE,
FUND_0349,"Berkshire Fund VIII (IND), L.P.",,,Berkshire Partners LLC,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Berkshire Fund VIII (IND), L.P. / Cost",,ACTIVE,
FUND_0350,BIF IV Co-Investment,,,Brookfield Asset Management Inc.,,,2021,,,,,,,,,EXTRACTED,SRC060,1,Alternatives Portfolio / BIF IV Co-Investment / Capital Commitment,,ACTIVE,
FUND_0351,Blackstone Capital Partners V L.P.,,,Blackstone,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Blackstone Capital Partners V L.P. / Cost,,ACTIVE,
FUND_0352,"Blackstone Capital Partners VII, L.P.",,,Blackstone,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Blackstone Capital Partners VII, L.P. / Cost",,ACTIVE,
FUND_0353,"Blackstone Capital Partners VIII (Lux), SCSp",,,Blackstone,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Blackstone Capital Partners VIII (Lux), SCSp / Cost",,ACTIVE,
FUND_0354,Blackstone Energy Partners III,,,Blackstone,,,2020,,,,,,,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Blackstone Energy Partners III / Capital Commitment,,ACTIVE,
FUND_0355,Blackstone Energy Partners IV,,,Blackstone,,,2022,,,,,,,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Blackstone Energy Partners IV / Capital Commitment,,ACTIVE,
FUND_0356,Blackstone Mileway Logistics L.P.,,,Blackstone,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / Blackstone Mileway Logistics L.P. / 1-Yr Total Return,,ACTIVE,
FUND_0357,"Blackstone Property Partners Europe, L.P.",,,Blackstone,,,,,,,,,,,,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Blackstone Property Partners Europe, L.P. / 1-Yr Total Return",,ACTIVE,
FUND_0358,Blackstone Property Partners Life Sciences L.P.,,,Blackstone,,,,,,,,,,,,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / Blackstone Property Partners Life Sciences L.P. / 1-Yr Total Return,,ACTIVE,
FUND_0359,Blackstone RE Partners X LP,,,Blackstone,,,2022,,,,,,,,,EXTRACTED,SRC058,2,Real Estate Portfolio / Blackstone RE Partners X LP / Capital Commitment,,ACTIVE,
FUND_0360,Blackstone Real Estate Partners IX,,,Blackstone,,,2019,,,,,,,,,EXTRACTED,SRC058,2,Real Estate Portfolio / Blackstone Real Estate Partners IX / Capital Commitment,,ACTIVE,
FUND_0361,Blue Owl GP Stakes Nimbus Cayman (B) LP,,,Blue Owl Capital,Direct Investments/Co-Investments,,,,,,,,,,,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Blue Owl GP Stakes Nimbus Cayman (B) LP / Cost,,ACTIVE,
FUND_0362,Blue Owl GP Stakes Nimbus U.S. (A) LLC,,,Blue Owl Capital,Direct Investments/Co-Investments,,,,,,,,,,,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Blue Owl GP Stakes Nimbus U.S. (A) LLC / Cost,,ACTIVE,
FUND_0363,Blue Owl GP Stakes US Investors LP,,,Blue Owl Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Blue Owl GP Stakes US Investors LP / Cost,,ACTIVE,
FUND_0364,Blue Owl GP Stakes V Offshore Investors LP,,,Blue Owl Capital,Primary Investments,,,,,,,,,,,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Blue Owl GP Stakes V Offshore Investors LP / Cost,,ACTIVE,
FUND_0365,Blue Owl Real Estate Capital Fund V,,,Blue Owl Capital,,,2020,,,,,,,,,EXTRACTED,SRC058,2,Real Estate Portfolio / Blue Owl Real Estate Capital Fund V / Capital Commitment,,ACTIVE,
FUND_0366,Blue Owl Real Estate Capital Fund VI,,,Blue Owl Capital,,,2023,,,,,,,,,EXTRACTED,SRC058,2,Real Estate Portfolio / Blue Owl Real Estate Capital Fund VI / Capital Commitment,,ACTIVE,
FUND_0367,"Blue Road Capital, L.P.",,,"Blue Road Management, L.P.",Agriculture,,,,,,,,,,,EXTRACTED,SRC457,10,"Investment Detail / Blue Road Capital, L.P. / 1 Year",,ACTIVE,
FUND_0368,Bolt Energy LLC,,,,,,2019,,,,,,,,,EXTRACTED,SRC060,1,Alternatives Portfolio / Bolt Energy LLC / Capital Commitment,,ACTIVE,
FUND_0369,"Bowmark Capital Partners V, L.P.",,,Bowmark Capital,Secondary Investments,,,,,,,,,,,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Bowmark Capital Partners V, L.P. / Cost",,ACTIVE,
