observation_id,fund_id,lp_id,lp_name,share_class_name,file_id,metric_id,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,cashflow_date,effective_date,due_date,maturity_date,value_raw,value_numeric,value_text,currency,unit,perspective,measure_basis,fee_basis,provenance_type,source_page,source_anchor,extractor_version,formula_id,synthetic_parameter_set_id,imputation_method,confidence,record_status
cb6604036f7537c39c70,FUND_0033,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$225,000",225000,,USD,currency,fund_total,static,,EXTRACTED,2,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2014 / Committed,2026-08-22.2,,,,,ACTIVE
f4a210140776f3f5048c,FUND_0033,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$225,000",225000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2014 / Contributed,2026-08-22.2,,,,,ACTIVE
b39ea038c690830cb31d,FUND_0033,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2014 / Distributed,2026-08-22.2,,,,,ACTIVE
df6ce83fea1a6f2f69b0,FUND_0033,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,0.00,0,,,%,fund_total,rate,,EXTRACTED,2,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2014 / IRR (%),2026-08-22.2,,,,,ACTIVE
7d1f8f2050518ec3da8d,FUND_0033,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$225,000",225000,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2014 / Remaining Value,2026-08-22.2,,,,,ACTIVE
83e9382bc9b226aa9e2b,FUND_0033,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,1.00,1,,,x,fund_total,ratio,,EXTRACTED,2,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2014 / TVPI (X),2026-08-22.2,,,,,ACTIVE
352be0b9b6e14b9ae06e,FUND_0033,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2014 / Unfunded,2026-08-22.2,,,,,ACTIVE
26c51c275a6a0bf17fa2,FUND_0038,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2012, LLC / Committed",2026-08-22.2,,,,,ACTIVE
b830ade847acd771e698,FUND_0038,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2012, LLC / Contributed",2026-08-22.2,,,,,ACTIVE
a9732370b63172f026d5,FUND_0038,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$941,364",941364,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2012, LLC / Distributed",2026-08-22.2,,,,,ACTIVE
6849dad6d6797784bb4c,FUND_0038,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,0.54,0.54,,,%,fund_total,rate,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2012, LLC / IRR (%)",2026-08-22.2,,,,,ACTIVE
4b8523a1f9768316b5ec,FUND_0038,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$605,254",605254,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2012, LLC / Remaining Value",2026-08-22.2,,,,,ACTIVE
0e0c0f7f75b9e92316b0,FUND_0038,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,1.03,1.03,,,x,fund_total,ratio,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2012, LLC / TVPI (X)",2026-08-22.2,,,,,ACTIVE
643aca903c8d587e33ca,FUND_0038,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2012, LLC / Unfunded",2026-08-22.2,,,,,ACTIVE
ecad2443f96f16b97243,FUND_0039,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2013, LLC / Committed",2026-08-22.2,,,,,ACTIVE
fc6c9e9d7e56eab0fdc3,FUND_0039,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2013, LLC / Contributed",2026-08-22.2,,,,,ACTIVE
44f26ab3365faa4d7a23,FUND_0039,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$109,684",109684,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2013, LLC / Distributed",2026-08-22.2,,,,,ACTIVE
c84723eefe991cdb76e4,FUND_0039,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,16.30,16.3,,,%,fund_total,rate,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2013, LLC / IRR (%)",2026-08-22.2,,,,,ACTIVE
0d795a2c4fa318203400,FUND_0039,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$5,496,437",5496437,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2013, LLC / Remaining Value",2026-08-22.2,,,,,ACTIVE
cd82fe9560218a3bc6c5,FUND_0039,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,3.74,3.74,,,x,fund_total,ratio,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2013, LLC / TVPI (X)",2026-08-22.2,,,,,ACTIVE
08d58e639c7f3f5eca7d,FUND_0039,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2013, LLC / Unfunded",2026-08-22.2,,,,,ACTIVE
4764a8038eab375eed34,FUND_0040,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2014, LLC / Committed",2026-08-22.2,,,,,ACTIVE
9e890a86067b59c9a36c,FUND_0040,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2014, LLC / Contributed",2026-08-22.2,,,,,ACTIVE
ecfa7e66c456aa1f6331,FUND_0040,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,908,054",1908054,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2014, LLC / Distributed",2026-08-22.2,,,,,ACTIVE
366caccf83f2e642c5c3,FUND_0040,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,12.05,12.05,,,%,fund_total,rate,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2014, LLC / IRR (%)",2026-08-22.2,,,,,ACTIVE
c395376cb6d57d4e0280,FUND_0040,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,719,155",1719155,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2014, LLC / Remaining Value",2026-08-22.2,,,,,ACTIVE
02ae3d8f24892d711714,FUND_0040,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,2.42,2.42,,,x,fund_total,ratio,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2014, LLC / TVPI (X)",2026-08-22.2,,,,,ACTIVE
7f98821c63a8f1580209,FUND_0040,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2014, LLC / Unfunded",2026-08-22.2,,,,,ACTIVE
7ed2928d1eb7f222f35d,FUND_0041,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2015, LLC / Committed",2026-08-22.2,,,,,ACTIVE
8b5edb6f963e50258634,FUND_0041,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2015, LLC / Contributed",2026-08-22.2,,,,,ACTIVE
1795a413c3a24b2501c2,FUND_0041,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$176,438",176438,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2015, LLC / Distributed",2026-08-22.2,,,,,ACTIVE
e3a24fb9c83f07f3fba5,FUND_0041,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,16.73,16.73,,,%,fund_total,rate,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2015, LLC / IRR (%)",2026-08-22.2,,,,,ACTIVE
011164427b4455a4dd04,FUND_0041,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$3,846,459",3846459,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2015, LLC / Remaining Value",2026-08-22.2,,,,,ACTIVE
a6c37d475fac63fc15da,FUND_0041,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,2.68,2.68,,,x,fund_total,ratio,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2015, LLC / TVPI (X)",2026-08-22.2,,,,,ACTIVE
af75028275551ae0c39f,FUND_0041,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2015, LLC / Unfunded",2026-08-22.2,,,,,ACTIVE
4197f98d94a342f12e1e,FUND_0042,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2016, LLC / Committed",2026-08-22.2,,,,,ACTIVE
27fa04c1560d86c92677,FUND_0042,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2016, LLC / Contributed",2026-08-22.2,,,,,ACTIVE
1cdcd9f2c5c924539379,FUND_0042,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$817,089",817089,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2016, LLC / Distributed",2026-08-22.2,,,,,ACTIVE
c30def6e809814a10b7f,FUND_0042,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,35.06,35.06,,,%,fund_total,rate,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2016, LLC / IRR (%)",2026-08-22.2,,,,,ACTIVE
f58ac95a075bfeff846d,FUND_0042,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$6,739,109",6739109,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2016, LLC / Remaining Value",2026-08-22.2,,,,,ACTIVE
8ff572b74fd51eb9192a,FUND_0042,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,5.04,5.04,,,x,fund_total,ratio,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2016, LLC / TVPI (X)",2026-08-22.2,,,,,ACTIVE
f330b85e223194fb27ea,FUND_0042,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2016, LLC / Unfunded",2026-08-22.2,,,,,ACTIVE
ad641e6c073c5cb886aa,FUND_0043,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2017, LLC / Committed",2026-08-22.2,,,,,ACTIVE
9e82970edee9cc4e5258,FUND_0043,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,500,000",1500000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2017, LLC / Contributed",2026-08-22.2,,,,,ACTIVE
955735b692be40e5f923,FUND_0043,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2017, LLC / Distributed",2026-08-22.2,,,,,ACTIVE
d9996928903871abd54c,FUND_0043,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,19.37,19.37,,,%,fund_total,rate,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2017, LLC / IRR (%)",2026-08-22.2,,,,,ACTIVE
520c8eee731dc1dc0f03,FUND_0043,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$3,282,386",3282386,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2017, LLC / Remaining Value",2026-08-22.2,,,,,ACTIVE
b2ee198cfa0ef4ddd251,FUND_0043,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,2.19,2.19,,,x,fund_total,ratio,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2017, LLC / TVPI (X)",2026-08-22.2,,,,,ACTIVE
65502c2c43479a3141e0,FUND_0043,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2017, LLC / Unfunded",2026-08-22.2,,,,,ACTIVE
a86e992331e60e0118c7,FUND_0046,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$5,000,000",5000000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Phoenix Venture Partners II, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
cda90f1c05c0939a1b76,FUND_0046,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$4,333,940",4333940,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Phoenix Venture Partners II, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
6fce94ae2387b909c96c,FUND_0046,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Phoenix Venture Partners II, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
05236e229c34ef9f439d,FUND_0046,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,24.69,24.69,,,%,fund_total,rate,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Phoenix Venture Partners II, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
65c8b92d2eb40971d0f7,FUND_0046,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$9,101,859",9101859,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Phoenix Venture Partners II, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
909e7e22d1b9932ee41b,FUND_0046,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,2.10,2.1,,,x,fund_total,ratio,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Phoenix Venture Partners II, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
e479297e021a67e759c0,FUND_0046,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$666,060",666060,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Phoenix Venture Partners II, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
62cc140eb17cd76a2448,FUND_0051,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$750,000",750000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund I, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
749570e839bbe3981f41,FUND_0051,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$750,000",750000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund I, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
bc63ab58a4c24b7738ef,FUND_0051,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$337,174",337174,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund I, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
1eb81c6f9fb52b5802a6,FUND_0051,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,-18.42,-18.42,,,%,fund_total,rate,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund I, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
e0e8a2f52ac93b105dfd,FUND_0051,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund I, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
39b75f9216c601ca2938,FUND_0051,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,0.45,0.45,,,x,fund_total,ratio,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund I, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
53dde7403e174131948f,FUND_0051,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund I, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
a1205e634a1a7985a2ff,FUND_0052,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,250,000",1250000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund II, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
dca9491d648e9979685b,FUND_0052,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,250,000",1250000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund II, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
0ac269406b9f4f401c54,FUND_0052,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,813,393",1813393,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund II, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
896b4b17a75f7699b9fb,FUND_0052,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,22.75,22.75,,,%,fund_total,rate,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund II, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
4e8127f4745de730378f,FUND_0052,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,790,063",1790063,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund II, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
f45cd9643e193e03d85c,FUND_0052,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,2.88,2.88,,,x,fund_total,ratio,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund II, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
145676b88ef5305e6384,FUND_0052,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Portland Seed Fund II, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
0f511ebd61b0d201b552,FUND_0058,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$3,000,000",3000000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Seven Peaks Ventures Fund II, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
410db856cee351058bcc,FUND_0058,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$2,700,000",2700000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Seven Peaks Ventures Fund II, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
1111cc5c61858b250273,FUND_0058,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$428,886",428886,,USD,currency,fund_total,inception_to_date,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Seven Peaks Ventures Fund II, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
e8dff67d7f5ce6b76f7f,FUND_0058,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,4.50,4.5,,,%,fund_total,rate,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Seven Peaks Ventures Fund II, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
9a3ce1f3ecfd0ad63f4e,FUND_0058,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$2,487,116",2487116,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Seven Peaks Ventures Fund II, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
c21e04c7c2bd500dcbfc,FUND_0058,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,1.08,1.08,,,x,fund_total,ratio,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Seven Peaks Ventures Fund II, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
eddfebb4e29abc5e49ca,FUND_0058,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$300,000",300000,,USD,currency,fund_total,point_in_time,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Seven Peaks Ventures Fund II, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
c173d888d13cf51604d2,FUND_0059,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$500,000",500000,,USD,currency,fund_total,static,,EXTRACTED,2,"Fund Performance: Sorted By Vintage And Strategy / Seven Peaks Ventures Fund, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
