position_id,source_holding_id,owner_id,owner_fund_id,instrument_id,position_class,accounting_scope,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,quantity_raw,quantity,quantity_unit,currency,cost,fair_value,market_value,reported_value,realized_proceeds,commitment,unfunded_commitment,principal_amount,notional_amount,fund_ownership_fraction,portfolio_weight_fraction,initial_investment_date,exit_date,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,origin_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status
POS_SOURCE_375410A75F42997820F9,bd7e2a9add069d9fcd2a,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_375410A75F42997820F9,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,12339619,12802912,,,,,,,,,,,,HIGH,source_holding=bd7e2a9add069d9fcd2a; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Hamilton Lane-Carpenters Partnership Fund IV L.P.(f)(g) North America 03/31/2022 12,339,619 12,802,912",,ACTIVE
POS_SOURCE_37ECB90AEC2B113BDD1D,492cedb042a6a5dc5f14,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_37ECB90AEC2B113BDD1D,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,547462,488956,,,,,,,,,,,,HIGH,source_holding=492cedb042a6a5dc5f14; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Bridgepoint Europe IV 'A' L.P.(d)(f)(g) Europe 03/28/2024 547,462 488,956",,ACTIVE
POS_SOURCE_38B216D16EFFF16E7C31,c2a2e51dfba8b5d8d6d2,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_38B216D16EFFF16E7C31,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2025627,1614981,,,,,,,,,,,,HIGH,source_holding=c2a2e51dfba8b5d8d6d2; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Fifth Cinven Fund (No.3) Limited Partnership Europe 12/31/2021 2,025,627 1,614,981",,ACTIVE
POS_SOURCE_38C1DEE6D41B2A1A02F8,b585e70e63904c0cff87,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_38C1DEE6D41B2A1A02F8,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1067574,1646247,,,,,,,,,,,,HIGH,source_holding=b585e70e63904c0cff87; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"One Equity Partners VIII, L.P.(d)(f)(g) North America 09/30/2025 1,067,574 1,646,247",,ACTIVE
POS_SOURCE_3AA62B945276D4C8AA30,be65aac71630fa3a5c13,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_3AA62B945276D4C8AA30,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,184439,228773,,,,,,,,,,,,HIGH,source_holding=be65aac71630fa3a5c13; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Icon Partners II, L.P.(d)(f) North America 03/27/2021 184,439 228,773",,ACTIVE
POS_SOURCE_3AB762B5BC97BE872D5D,f5d2d3ff1efd6fdef28e,OWNER_PACKARD_FOUNDATION,,INSTR_SOURCE_3AB762B5BC97BE872D5D,OTHER,portfolio_total,static_no_date,,unknown,,,,,,,,,,2000000,,,,,,,,,,,,,MEDIUM,source_holding=f5d2d3ff1efd6fdef28e; owner_decision=OWNMAP006,The source names a program-related investment counterparty but the entity registry has no settled identity.,EXTRACTED,SOURCE_NORMALIZED,SRC373,116,"2,000,000",,ACTIVE
POS_SOURCE_3B45275677F94DF55D94,6261956fcdcfab1d9c3a,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_3B45275677F94DF55D94,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,315873,624544,,,,,,,,,,,,HIGH,source_holding=6261956fcdcfab1d9c3a; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"SL SPV-2, L.P. North America 02/14/2019 315,873 624,544",,ACTIVE
POS_SOURCE_3BEFCCEBD50D40E6E4F8,97296e6941f7b387e361,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_3BEFCCEBD50D40E6E4F8,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,11602127,9490523,,,,,,,,,,,,HIGH,source_holding=97296e6941f7b387e361; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"CVC Capital Partners VI (B) L.P.(f)(g) Europe 12/30/2022 11,602,127 9,490,523",,ACTIVE
POS_SOURCE_3E4C40CC1EA1A79E85A2,e3ed70611fabc89e10dd,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_3E4C40CC1EA1A79E85A2,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,6473677,10287010,,,,,,,,,,,,HIGH,source_holding=e3ed70611fabc89e10dd; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"OceanSound Partners Fund, LP(d)(f)(g) North America 01/31/2022 6,473,677 10,287,010",,ACTIVE
POS_SOURCE_3E96674CF8FBE9897135,99763f261501a52f4964,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_3E96674CF8FBE9897135,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,818258,959355,,,,,,,,,,,,HIGH,source_holding=99763f261501a52f4964; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"BC XI Private Investor, L.P.(d)(f)(g) North America 04/10/2020 818,258 959,355",,ACTIVE
POS_SOURCE_3F05DC3DC39E406313E2,d4698555af310cc2601b,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_3F05DC3DC39E406313E2,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,739246,562657,,,,,,,,,,,,HIGH,source_holding=d4698555af310cc2601b; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Crestview Partners II, L.P.(d)(f)(g) North America 09/30/2024 739,246 562,657",,ACTIVE
POS_SOURCE_400B2EFA5D3030A445F8,449b59eb96e73f879a64,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_400B2EFA5D3030A445F8,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1149904,1795036,,,,,,,,,,,,HIGH,source_holding=449b59eb96e73f879a64; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"EQT IX (No.2) EUR SCSp(d)(f)(g) Europe 03/28/2024 1,149,904 1,795,036",,ACTIVE
POS_SOURCE_402C9D4C912D0E5BF308,913e79a6b65b6e07cba1,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_402C9D4C912D0E5BF308,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,75564251,97240301,,,,,,,,,,,,HIGH,source_holding=913e79a6b65b6e07cba1; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Eurazeo Capital Secondary Fund 2025 SCSp(d)(f)(g) Europe 05/02/2025 75,564,251 97,240,301",,ACTIVE
POS_SOURCE_40C044C2A95E7BE4F31E,c2c29199627e97420af1,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_40C044C2A95E7BE4F31E,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,418681,131541,,,,,,,,,,,,HIGH,source_holding=c2c29199627e97420af1; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Apax Europe VI - A, L.P.(d)(f) Europe 12/30/2016 418,681 131,541",,ACTIVE
POS_SOURCE_40FE7C0C09D1FF70D3DC,0dc079303f7951edef41,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_40FE7C0C09D1FF70D3DC,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,4496035,5400761,,,,,,,,,,,,HIGH,source_holding=0dc079303f7951edef41; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Hellman & Friedman Capital Partners X (Parallel), L.P.(f) North America 05/10/2021 4,496,035 5,400,761",,ACTIVE
POS_SOURCE_4145C773AA46BAB75451,dc032f2152bec0ca2573,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4145C773AA46BAB75451,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2107343,2754001,,,,,,,,,,,,HIGH,source_holding=dc032f2152bec0ca2573; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Corsair V Financial Services Capital Partners, L.P.(d)(f)(g) North America 12/31/2024 2,107,343 2,754,001",,ACTIVE
POS_SOURCE_41E54854AE3093A6C16E,a15450b8dbd4b7ef0425,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_41E54854AE3093A6C16E,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,9800185,10730708,,,,,,,,,,,,HIGH,source_holding=a15450b8dbd4b7ef0425; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Gryphon Partners IV, L.P.(d)(f)(g) North America 12/31/2020 9,800,185 10,730,708",,ACTIVE
POS_SOURCE_426E076B38B284DA240F,84c75e113373c16ff389,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_426E076B38B284DA240F,DERIVATIVE,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,,-621670,,,,,,,827714,,,,,HIGH,source_holding=84c75e113373c16ff389; owner_decision=OWNMAP008,Named derivative counterparty.,EXTRACTED,SOURCE_NORMALIZED,SRC407,7,"8/18/2028 Nomura Global Financial Products Inc. $ 827,714 $ 49.38 $ (621,670)",,ACTIVE
POS_SOURCE_431A86B02868013FF90D,2b2b1a132243b410a029,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_431A86B02868013FF90D,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,197243,35956,,,,,,,,,,,,HIGH,source_holding=2b2b1a132243b410a029; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"GSO Private Investors Offshore II, L.P.(f) North America 06/30/2017 197,243 35,956",,ACTIVE
POS_SOURCE_431F57D915370F496C6C,7f7637682fe61fb4c628,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_431F57D915370F496C6C,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,558675,5775,,,,,,,,,,,,HIGH,source_holding=7f7637682fe61fb4c628; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Saw Mill Capital Partners, L.P.(d)(f) North America 09/29/2017 558,675 5,775",,ACTIVE
POS_SOURCE_441C8A13014A5D690FC8,866e6ab9d2c79157c8b6,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_441C8A13014A5D690FC8,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1732114,92751,,,,,,,,,,,,HIGH,source_holding=866e6ab9d2c79157c8b6; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Littlejohn Fund IV, L.P.(f)(g) North America 12/31/2015 1,732,114 92,751",,ACTIVE
POS_SOURCE_443841800822D41AF3EE,9db13b40fcd4cafd239a,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_443841800822D41AF3EE,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,235566,276022,,,,,,,,,,,,HIGH,source_holding=9db13b40fcd4cafd239a; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"CVC European Equity Partners V (C) L.P.(d)(f)(g) Europe 03/31/2023 235,566 276,022",,ACTIVE
POS_SOURCE_451990EF6023CE11FD07,cf0e15be159faae83ad8,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_451990EF6023CE11FD07,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3961373,7541528,,,,,,,,,,,,HIGH,source_holding=cf0e15be159faae83ad8; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Blue Owl GP Stakes Nimbus Cayman (B) LP(f)(g) North America 09/10/2021 $ 3,961,373 $ 7,541,528",,ACTIVE
POS_SOURCE_45807E2D76D8839E8895,cdb2911691df0002911f,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_45807E2D76D8839E8895,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,975953,413061,,,,,,,,,,,,HIGH,source_holding=cdb2911691df0002911f; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Sterling Capital Partners IV, L.P.(d)(f)(g) North America 12/31/2021 975,953 413,061",,ACTIVE
POS_SOURCE_45A1BD4A28B3538EAAEE,e8d2b58967ff46af0822,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_45A1BD4A28B3538EAAEE,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,212127,248008,,,,,,,,,,,,HIGH,source_holding=e8d2b58967ff46af0822; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"CVC European Equity Partners V (A) L.P.(d)(f)(g) Europe 12/30/2022 212,127 248,008",,ACTIVE
POS_SOURCE_45F2686BE6A8353C43EC,d55bf39d7adf555c12f3,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_45F2686BE6A8353C43EC,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,49316,53295,,,,,,,,,,,,HIGH,source_holding=d55bf39d7adf555c12f3; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Bain Capital VII Coinvestment Fund, L.P.(d)(f) North America 12/29/2017 49,316 53,295",,ACTIVE
POS_SOURCE_460AB5254D9EA7DAF759,b015f497214105e25f7a,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_460AB5254D9EA7DAF759,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,25999394,18904241,,,,,,,,,,,,HIGH,source_holding=b015f497214105e25f7a; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"American Securities Partners VII, L.P.(d)(f)(g) North America 12/30/2022 25,999,394 18,904,241",,ACTIVE
POS_SOURCE_4704D9C00CC23F8CE9C5,8fe9d936b662dedfd414,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4704D9C00CC23F8CE9C5,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,5632650,3181458,,,,,,,,,,,,HIGH,source_holding=8fe9d936b662dedfd414; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Providence Equity Partners VII L.P.(d)(f)(g) North America 09/29/2017 5,632,650 3,181,458",,ACTIVE
POS_SOURCE_488862E61447C77BB7F1,b81e0887b6dad83fd4fa,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_488862E61447C77BB7F1,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1889628,585719,,,,,,,,,,,,HIGH,source_holding=b81e0887b6dad83fd4fa; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Gridiron Capital Fund II, L.P.(d)(f)(g) North America 12/31/2019 1,889,628 585,719",,ACTIVE
POS_SOURCE_48C8E522C036D0B5E765,983152e3ef139177f033,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_48C8E522C036D0B5E765,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1511649,2553625,,,,,,,,,,,,HIGH,source_holding=983152e3ef139177f033; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Genstar Capital Partners VIII BL (EU), L.P.(d)(f)(g) North America 12/31/2020 1,511,649 2,553,625",,ACTIVE
POS_SOURCE_49E605A9DF573572F306,ad057824db3a0549207c,OWNER_PACKARD_FOUNDATION,,INSTR_SOURCE_49E605A9DF573572F306,OTHER,portfolio_total,static_no_date,,unknown,,,,,,,,,,15000,,,,,,,,,,,,,MEDIUM,source_holding=ad057824db3a0549207c; owner_decision=OWNMAP006,The source names a program-related investment counterparty but the entity registry has no settled identity.,EXTRACTED,SOURCE_NORMALIZED,SRC373,116,"15,000",,ACTIVE
POS_SOURCE_4A6068C63A6980DA3005,202f49e921ae304a55c5,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4A6068C63A6980DA3005,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1751245,1068691,,,,,,,,,,,,HIGH,source_holding=202f49e921ae304a55c5; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Green Equity Investors VI, L.P.(f)(g) North America 09/30/2022 1,751,245 1,068,691",,ACTIVE
POS_SOURCE_4A972A52B2F37691A700,ea835c62add18c539fac,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4A972A52B2F37691A700,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2155885,2237632,,,,,,,,,,,,HIGH,source_holding=ea835c62add18c539fac; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Solamere Series IV Leaders Fund, LP(d)(f)(g) North America 11/29/2024 2,155,885 2,237,632",,ACTIVE
POS_SOURCE_4AA8D4FFD6C79B3ACC95,9815c27383becce83957,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4AA8D4FFD6C79B3ACC95,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,398241,1346189,,,,,,,,,,,,HIGH,source_holding=9815c27383becce83957; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Corsair IV Financial Services Capital Partners, L.P.(f)(g) North America 12/31/2024 398,241 1,346,189",,ACTIVE
POS_SOURCE_4B65D683DAC00AB25DF3,b3df685986dfb69ad13d,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4B65D683DAC00AB25DF3,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,226433,558746,,,,,,,,,,,,HIGH,source_holding=b3df685986dfb69ad13d; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Triton Fund 6 SCSp(d)(f)(g) Europe 10/11/2024 226,433 558,746",,ACTIVE
POS_SOURCE_4BA175369DED0B2942A0,bb0d20dc979459d2361a,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4BA175369DED0B2942A0,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,4617734,5861402,,,,,,,,,,,,HIGH,source_holding=bb0d20dc979459d2361a; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Trinity Ventures 2024, L.P.(d)(f)(g) North America 12/20/2024 4,617,734 5,861,402",,ACTIVE
POS_SOURCE_4BB969123290F7CB331C,3b57b193ba9b041a4f19,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4BB969123290F7CB331C,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2118341,1554342,,,,,,,,,,,,HIGH,source_holding=3b57b193ba9b041a4f19; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Thomas H. Lee Parallel (Cayman) Fund VII, L.P.(d)(f) North America 06/29/2018 2,118,341 1,554,342",,ACTIVE
POS_SOURCE_4BFEBFB83A154A54AABD,65410c2792aa3682eae1,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4BFEBFB83A154A54AABD,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1869056,2199019,,,,,,,,,,,,HIGH,source_holding=65410c2792aa3682eae1; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Gryphon Partners V-A, L.P.(d)(f) North America 12/31/2020 1,869,056 2,199,019",,ACTIVE
POS_SOURCE_4C627F4C32A567FF4D58,9014083d535e2085e6a5,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4C627F4C32A567FF4D58,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,783059,701,,,,,,,,,,,,HIGH,source_holding=9014083d535e2085e6a5; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Roark Capital Partners II LP(f) North America 06/29/2018 $ 783,059 $ 701",,ACTIVE
POS_SOURCE_4F74A3683FB93ACDEE12,9bf209484b25db322854,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4F74A3683FB93ACDEE12,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1044363,1526569,,,,,,,,,,,,HIGH,source_holding=9bf209484b25db322854; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Genstar VIII Opportunities Fund I (EU), L.P.(d)(f)(g) North America 12/31/2020 1,044,363 1,526,569",,ACTIVE
POS_SOURCE_50FF7A488E219394BE1F,1180409fdce343a57e78,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_50FF7A488E219394BE1F,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,9024977,9367355,,,,,,,,,,,,HIGH,source_holding=1180409fdce343a57e78; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Gryphon Partners VI-A, L.P.(d)(f) North America 12/17/2021 9,024,977 9,367,355",,ACTIVE
POS_SOURCE_52C889AC15C9BC0B4628,33a92f311387ba15de81,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_52C889AC15C9BC0B4628,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,475927,577114,,,,,,,,,,,,HIGH,source_holding=33a92f311387ba15de81; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Hg Genesis 7 C L.P.(d)(f)(g) Europe 03/31/2023 475,927 577,114",,ACTIVE
POS_SOURCE_52CD6303DCAE9C9B602C,d9d469cca69b699a4505,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,,INSTR_SOURCE_52CD6303DCAE9C9B602C,DEBT_INVESTMENT,portfolio_total,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,USD,,37590438,,,,,,,29960000,,,,,LOW,source_holding=d9d469cca69b699a4505; owner_decision=OWNMAP003,The printed row is a security title; the current company alias is not treated as issuer identity.,EXTRACTED,SOURCE_NORMALIZED,SRC192,5,"29,960,000 37,590,438",,ACTIVE
POS_SOURCE_52F8F09FE186A263CB13,ec173e57624ac4167cf5,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_52F8F09FE186A263CB13,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1831379,3351435,,,,,,,,,,,,HIGH,source_holding=ec173e57624ac4167cf5; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Hellman & Friedman Capital Partners IX (Parallel), L.P.(f) North America 09/28/2018 1,831,379 3,351,435",,ACTIVE
POS_SOURCE_533CCFCD05C2BCED8A4B,d78dd0ccab4e309aebdd,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_533CCFCD05C2BCED8A4B,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1937686,1616896,,,,,,,,,,,,HIGH,source_holding=d78dd0ccab4e309aebdd; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"TPG Growth III (A), L.P.(f)(g) North America 12/31/2019 1,937,686 1,616,896",,ACTIVE
POS_SOURCE_53D7E517BC2334C7E30D,336d1daa5c2dd389d851,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_53D7E517BC2334C7E30D,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,608945,806704,,,,,,,,,,,,HIGH,source_holding=336d1daa5c2dd389d851; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Clayton, Dubilier & Rice Fund X, L.P.(f)(g) North America 03/28/2024 608,945 806,704",,ACTIVE
POS_SOURCE_54F1731950751A5E7241,1d7555da8cd72a17ce9f,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_54F1731950751A5E7241,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1460147,1172037,,,,,,,,,,,,HIGH,source_holding=1d7555da8cd72a17ce9f; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Accel-KKR Capital Partners VII LP(d)(f) North America 12/16/2022 1,460,147 1,172,037",,ACTIVE
