file_id,filename,txt_filename,doc_type,pages,native_pages,ocr_pages,empty_pages,chars,seconds,error
SRC214,Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2024.pdf,Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2024.txt,Schedule_Inv,345,345,0,0,1485921,278.9,
SRC215,Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2023.pdf,Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2023.txt,Schedule_Inv,350,350,0,0,1514072,292.0,
SRC216,Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf,Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.txt,Institutional_Report,3,3,0,0,4526,2.5,
SRC217,Performance_Tennessee_TCRS_ACFR_Investment_Section_FY2025.pdf,Performance_Tennessee_TCRS_ACFR_Investment_Section_FY2025.txt,Performance,11,11,0,0,17325,7.3,
SRC218,Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.pdf,Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.txt,Institutional_Report,58,56,0,2,40292,38.2,
SRC219,Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.pdf,Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.txt,Quarterly_Report,488,488,0,0,1094327,49.8,
SRC220,Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf,Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.txt,Institutional_Report,12,12,0,0,17483,5.4,
SRC221,Financials_IMRF_Illinois_ACFR_2023.pdf,Financials_IMRF_Illinois_ACFR_2023.txt,Financials,116,116,0,0,287925,79.7,
SRC222,Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf,Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.txt,Institutional_Report,17,17,0,0,29379,6.9,
SRC223,Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.pdf,Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.txt,Institutional_Report,25,25,0,0,41452,14.0,
SRC224,Schedule_Inv_TPG_Twin_Brook_Capital_Income_Fund_ARS_FY2025.pdf,Schedule_Inv_TPG_Twin_Brook_Capital_Income_Fund_ARS_FY2025.txt,Financials,235,235,0,0,886120,175.7,
SRC225,Schedule_Inv_WTI_Fund_X_Venture_Debt_ARS_FY2025.pdf,Schedule_Inv_WTI_Fund_X_Venture_Debt_ARS_FY2025.txt,Financials,68,68,0,0,296511,71.8,
SRC226,Schedule_Inv_WTI_Fund_XI_Venture_Debt_ARS_FY2025.pdf,Schedule_Inv_WTI_Fund_XI_Venture_Debt_ARS_FY2025.txt,Financials,58,58,0,0,248887,46.1,
SRC227,Schedule_Inv_CNL_Strategic_Capital_LLC_ARS_FY2025.pdf,Schedule_Inv_CNL_Strategic_Capital_LLC_ARS_FY2025.txt,Financials,179,179,0,0,608821,127.6,
SRC228,Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.pdf,Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.txt,Financials,144,144,0,0,599253,144.5,
SRC229,Financials_JPMorgan_Real_Estate_Income_Trust_ARS_FY2025.pdf,Financials_JPMorgan_Real_Estate_Income_Trust_ARS_FY2025.txt,Financials,156,148,8,0,708716,593.0,
SRC230,Financials_Strategic_Storage_Trust_VI_ARS_FY2025.pdf,Financials_Strategic_Storage_Trust_VI_ARS_FY2025.txt,Financials,148,144,0,4,614830,147.7,
SRC231,Financials_Starwood_Real_Estate_Income_Trust_ARS_FY2025.pdf,Financials_Starwood_Real_Estate_Income_Trust_ARS_FY2025.txt,Financials,157,157,0,0,715165,115.7,
SRC232,Financials_Franklin_BSP_Realty_Trust_ARS_FY2025.pdf,Financials_Franklin_BSP_Realty_Trust_ARS_FY2025.txt,Financials,149,149,0,0,4107619,63.0,
SRC233,Schedule_Inv_OFS_Capital_Corp_ARS_FY2024.pdf,Schedule_Inv_OFS_Capital_Corp_ARS_FY2024.txt,Financials,168,167,1,0,5231043,78.4,
SRC234,Schedule_Inv_FS_KKR_Capital_Corp_ARS_FY2024.pdf,Schedule_Inv_FS_KKR_Capital_Corp_ARS_FY2024.txt,Financials,185,184,1,0,730308,127.5,
SRC235,Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2024.pdf,Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2024.txt,Financials,151,151,0,0,601005,46.6,
SRC236,Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2024.pdf,Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2024.txt,Financials,236,236,0,0,727799,146.0,
SRC237,Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf,Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.txt,Financials,233,233,0,0,845372,147.3,
SRC238,Schedule_Inv_Franklin_BSP_Capital_Corp_ARS_FY2024.pdf,Schedule_Inv_Franklin_BSP_Capital_Corp_ARS_FY2024.txt,Financials,181,181,0,0,798430,60.3,
SRC239,Schedule_Inv_Blackstone_Private_Credit_Fund_ARS_FY2024.pdf,Schedule_Inv_Blackstone_Private_Credit_Fund_ARS_FY2024.txt,Financials,476,476,0,0,1473123,96.1,
SRC240,Schedule_Inv_OFS_Capital_Corp_ARS_FY2023.pdf,Schedule_Inv_OFS_Capital_Corp_ARS_FY2023.txt,Financials,176,175,1,0,5254999,71.4,
SRC241,Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2022.pdf,Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2022.txt,Financials,208,205,0,3,638582,112.0,
SRC242,Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2022.pdf,Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2022.txt,Financials,113,113,0,0,488573,34.5,
SRC243,Schedule_Inv_OFS_Capital_Corp_ARS_FY2022.pdf,Schedule_Inv_OFS_Capital_Corp_ARS_FY2022.txt,Financials,174,173,1,0,5287912,84.2,
SRC244,Schedule_Inv_Monroe_Capital_Income_Plus_Corp_ARS_FY2023.pdf,Schedule_Inv_Monroe_Capital_Income_Plus_Corp_ARS_FY2023.txt,Financials,188,186,0,2,817886,160.7,
SRC245,Schedule_Inv_Venture_Lending_and_Leasing_IX_ARS_FY2024.pdf,Schedule_Inv_Venture_Lending_and_Leasing_IX_ARS_FY2024.txt,Financials,68,68,0,0,281198,28.9,
SRC246,Financials_JLL_Income_Property_Trust_ARS_FY2025.pdf,Financials_JLL_Income_Property_Trust_ARS_FY2025.txt,Financials,142,142,0,0,520182,87.1,
SRC247,NAV_Statement_SREIT_NAV_Supplement_May2024.pdf,NAV_Statement_SREIT_NAV_Supplement_May2024.txt,NAV_Statement,4,4,0,0,9891,1.7,
SRC248,NAV_Statement_SREIT_NAV_Supplement_Jun2024.pdf,NAV_Statement_SREIT_NAV_Supplement_Jun2024.txt,NAV_Statement,4,4,0,0,11057,2.9,
SRC249,NAV_Statement_SREIT_NAV_Supplement_Aug2024.pdf,NAV_Statement_SREIT_NAV_Supplement_Aug2024.txt,NAV_Statement,4,4,0,0,10271,2.6,
SRC250,NAV_Statement_SREIT_NAV_Supplement_Sep2024.pdf,NAV_Statement_SREIT_NAV_Supplement_Sep2024.txt,NAV_Statement,4,4,0,0,10737,2.1,
SRC251,NAV_Statement_SREIT_NAV_Supplement_Nov2024.pdf,NAV_Statement_SREIT_NAV_Supplement_Nov2024.txt,NAV_Statement,4,4,0,0,10310,3.0,
SRC252,NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.pdf,NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.txt,PPM,278,278,0,0,1307733,213.4,
SRC253,Financials_SREIT_Annual_Report_FY2024.pdf,Financials_SREIT_Annual_Report_FY2024.txt,Financials,166,163,0,3,632995,78.5,
SRC254,Financials_SREIT_Annual_Report_FY2023.pdf,Financials_SREIT_Annual_Report_FY2023.txt,Financials,157,157,0,0,714772,113.7,
SRC255,Financials_SREIT_Annual_Report_FY2022.pdf,Financials_SREIT_Annual_Report_FY2022.txt,Financials,148,148,0,0,3542937,226.7,
SRC256,Financials_BREIT_Annual_Report_FY2024.pdf,Financials_BREIT_Annual_Report_FY2024.txt,Financials,221,221,0,0,970670,93.3,
SRC257,Financials_BREIT_Annual_Report_FY2022.pdf,Financials_BREIT_Annual_Report_FY2022.txt,Financials,212,211,0,1,4231349,262.9,
SRC258,Financials_JLLIPT_Annual_Report_FY2024.pdf,Financials_JLLIPT_Annual_Report_FY2024.txt,Financials,136,135,1,0,503435,132.9,
SRC259,Financials_JLLIPT_Annual_Report_FY2023.pdf,Financials_JLLIPT_Annual_Report_FY2023.txt,Financials,139,138,1,0,507299,135.2,
SRC260,Financials_JLLIPT_Annual_Report_FY2022.pdf,Financials_JLLIPT_Annual_Report_FY2022.txt,Financials,150,148,1,1,435458,74.7,
SRC261,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2025.pdf,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2025.txt,Financials,186,184,0,2,630561,67.4,
SRC262,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2024.pdf,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2024.txt,Financials,178,176,0,2,619793,75.3,
SRC263,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2023.pdf,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2023.txt,Financials,172,169,0,3,610086,72.5,
SRC264,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2022.pdf,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2022.txt,Financials,188,182,6,0,3756191,593.1,
SRC265,Financials_Brookfield_REIT_Annual_Report_FY2025.pdf,Financials_Brookfield_REIT_Annual_Report_FY2025.txt,Financials,128,128,0,0,4150253,80.7,
SRC266,Financials_Brookfield_REIT_Annual_Report_FY2024.pdf,Financials_Brookfield_REIT_Annual_Report_FY2024.txt,Financials,121,121,0,0,505212,72.0,
SRC267,Financials_Brookfield_REIT_Annual_Report_FY2023.pdf,Financials_Brookfield_REIT_Annual_Report_FY2023.txt,Financials,122,122,0,0,3864873,58.2,
SRC268,Financials_Hines_Global_Income_Trust_Annual_Report_FY2024.pdf,Financials_Hines_Global_Income_Trust_Annual_Report_FY2024.txt,Financials,158,157,0,1,584869,124.7,
SRC269,Financials_Hines_Global_Income_Trust_Annual_Report_FY2022.pdf,Financials_Hines_Global_Income_Trust_Annual_Report_FY2022.txt,Financials,162,160,0,2,4602376,81.7,
SRC270,Financials_INREIT_Invesco_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,Financials_INREIT_Invesco_Real_Estate_Income_Trust_Annual_Report_FY2025.txt,Financials,200,200,0,0,5770697,118.3,
SRC271,Financials_RREEF_Property_Trust_Annual_Report_FY2025.pdf,Financials_RREEF_Property_Trust_Annual_Report_FY2025.txt,Financials,140,139,0,1,3693776,74.9,
SRC272,Financials_RREEF_Property_Trust_Annual_Report_FY2023.pdf,Financials_RREEF_Property_Trust_Annual_Report_FY2023.txt,Financials,148,146,0,2,494651,52.1,
SRC273,Financials_RREEF_Property_Trust_Annual_Report_FY2022.pdf,Financials_RREEF_Property_Trust_Annual_Report_FY2022.txt,Financials,138,135,0,3,455279,88.7,
SRC274,Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.pdf,Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.txt,Financials,144,142,0,2,564704,53.6,
SRC275,Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.pdf,Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.txt,Financials,144,141,0,3,576542,126.7,
SRC276,Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024.pdf,Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024.txt,Financials,138,138,0,0,569820,109.5,
SRC277,Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023.pdf,Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023.txt,Financials,133,133,0,0,541600,62.6,
SRC278,Financials_Apollo_Realty_Income_Solutions_Annual_Report_FY2023.pdf,Financials_Apollo_Realty_Income_Solutions_Annual_Report_FY2023.txt,Financials,96,96,0,0,2978210,154.7,
SRC279,Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.txt,Financials,132,132,0,0,604475,88.3,
SRC280,Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.pdf,Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.txt,Financials,130,130,0,0,572250,53.3,
SRC281,Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025.pdf,Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025.txt,Financials,131,131,0,0,560011,71.0,
SRC282,Schedule_Inv_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2024.pdf,Schedule_Inv_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2024.txt,Financials,174,174,0,0,720431,92.0,
SRC283,Financials_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,Financials_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2025.txt,Financials,175,175,0,0,747156,132.0,
SRC284,Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2024.pdf,Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2024.txt,Financials,156,154,0,2,665136,97.4,
SRC285,Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2023.pdf,Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2023.txt,Financials,152,150,0,2,638343,70.4,
SRC286,Schedule_Inv_Apollo_Realty_Income_Solutions_Annual_Report_FY2024.pdf,Schedule_Inv_Apollo_Realty_Income_Solutions_Annual_Report_FY2024.txt,Financials,113,112,1,0,549442,96.0,
SRC287,Financials_ICG_Enterprise_Trust_Annual_Report_FY2025_Jan_Statements.pdf,Financials_ICG_Enterprise_Trust_Annual_Report_FY2025_Jan_Statements.txt,Financials,28,28,0,0,91220,24.4,
SRC288,Financials_3i_Infrastructure_Annual_Report_FY2025_Mar.pdf,Financials_3i_Infrastructure_Annual_Report_FY2025_Mar.txt,Financials,174,174,0,0,444049,70.9,
SRC289,Financials_HICL_Infrastructure_Annual_Report_FY2026_Mar.pdf,Financials_HICL_Infrastructure_Annual_Report_FY2026_Mar.txt,Financials,160,160,0,0,544146,95.5,
SRC290,Financials_3i_Group_Annual_Report_FY2025_Mar.pdf,Financials_3i_Group_Annual_Report_FY2025_Mar.txt,Financials,220,219,1,0,1177580,337.6,
SRC291,Financials_Oakley_Capital_Investments_Annual_Report_FY2024.pdf,Financials_Oakley_Capital_Investments_Annual_Report_FY2024.txt,Financials,207,207,0,0,414077,67.3,
SRC292,Financials_Pantheon_Infrastructure_Annual_Report_FY2024.pdf,Financials_Pantheon_Infrastructure_Annual_Report_FY2024.txt,Financials,140,139,0,1,378250,79.7,
SRC293,Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.pdf,Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.txt,Financials,140,140,0,0,497036,167.0,
SRC294,Financials_Pantheon_Infrastructure_Financial_Statements_FY2024.pdf,Financials_Pantheon_Infrastructure_Financial_Statements_FY2024.txt,Financials,31,31,0,0,84339,11.8,
SRC295,Financials_Renewables_Infrastructure_Group_Annual_Report_FY2024.pdf,Financials_Renewables_Infrastructure_Group_Annual_Report_FY2024.txt,Financials,162,161,0,1,541481,235.1,
SRC296,Financials_Renewables_Infrastructure_Group_Annual_Report_FY2025.pdf,Financials_Renewables_Infrastructure_Group_Annual_Report_FY2025.txt,Financials,166,166,0,0,579549,231.4,
SRC297,Financials_International_Public_Partnerships_Annual_Report_FY2024_18M.pdf,Financials_International_Public_Partnerships_Annual_Report_FY2024_18M.txt,Financials,65,65,0,0,431010,233.7,
SRC298,Financials_Princess_Private_Equity_Holding_Annual_Report_FY2023.pdf,Financials_Princess_Private_Equity_Holding_Annual_Report_FY2023.txt,Financials,104,104,0,0,258899,104.0,
SRC299,Quarterly_Report_Partners_Group_Private_Equity_Interim_Jun2024.pdf,Quarterly_Report_Partners_Group_Private_Equity_Interim_Jun2024.txt,Financials,46,46,0,0,97928,22.1,
SRC300,Financials_Molten_Ventures_VCT_Annual_Report_FY2025.pdf,Financials_Molten_Ventures_VCT_Annual_Report_FY2025.txt,Financials,74,72,0,2,221558,111.2,
SRC301,Performance_Pantheon_International_Annual_Results_May2023.pdf,Performance_Pantheon_International_Annual_Results_May2023.txt,Performance,41,40,1,0,64796,32.0,
SRC302,Financials_Greencoat_UK_Wind_Annual_Report_FY2024.pdf,Financials_Greencoat_UK_Wind_Annual_Report_FY2024.txt,Financials,132,130,0,2,386372,200.8,
SRC303,Financials_Greencoat_UK_Wind_Annual_Report_FY2025.pdf,Financials_Greencoat_UK_Wind_Annual_Report_FY2025.txt,Financials,136,136,0,0,400643,185.3,
SRC304,Financials_Sofina_Annual_Report_FY2024.pdf,Financials_Sofina_Annual_Report_FY2024.txt,Financials,140,140,0,0,404810,252.3,
SRC305,Financials_Sofina_Half_Year_Report_Jun2024.pdf,Financials_Sofina_Half_Year_Report_Jun2024.txt,Financials,55,55,0,0,146839,35.6,
SRC306,Financials_Gimv_Annual_Report_FY2023_2024_Mar.pdf,Financials_Gimv_Annual_Report_FY2023_2024_Mar.txt,Financials,152,152,0,0,417628,40.2,
SRC307,Financials_Gimv_Half_Year_Report_Sep2024.pdf,Financials_Gimv_Half_Year_Report_Sep2024.txt,Financials,52,52,0,0,117166,12.6,
SRC308,Financials_Brederode_Annual_Report_FY2024.pdf,Financials_Brederode_Annual_Report_FY2024.txt,Financials,60,59,0,1,110283,79.1,
SRC309,Financials_Brederode_Half_Year_Report_Jun2025.pdf,Financials_Brederode_Half_Year_Report_Jun2025.txt,Financials,23,23,0,0,28968,14.2,
SRC310,Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar.pdf,Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar.txt,Financials,122,122,0,0,403608,167.6,
SRC311,Financials_Cordiant_Digital_Infrastructure_Interim_Report_Sep2025.pdf,Financials_Cordiant_Digital_Infrastructure_Interim_Report_Sep2025.txt,Financials,64,64,0,0,186802,54.8,
SRC312,Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2025_Jun.pdf,Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2025_Jun.txt,Financials,143,143,0,0,354771,112.7,
SRC313,Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2023_Jun.pdf,Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2023_Jun.txt,Financials,85,85,0,0,386644,121.5,
SRC314,Valuation_Augmentum_Fintech_Portfolio_Valuation_Mar2026.pdf,Valuation_Augmentum_Fintech_Portfolio_Valuation_Mar2026.txt,Valuation,3,3,0,0,6449,5.5,
SRC315,Performance_CT_Private_Equity_Trust_AGM_Presentation_May2026.pdf,Performance_CT_Private_Equity_Trust_AGM_Presentation_May2026.txt,Performance,39,39,0,0,39036,15.3,
SRC316,Financials_NBIM_GPFG_Annual_Report_2025.pdf,Financials_NBIM_GPFG_Annual_Report_2025.txt,Institutional_Report,139,139,0,0,275689,149.4,
SRC317,Reporting_NBIM_GPFG_Responsible_Investment_2025.pdf,Reporting_NBIM_GPFG_Responsible_Investment_2025.txt,Stewardship_Proxy_Report,63,63,0,0,86804,29.8,
SRC318,Financials_NBIM_GPFG_Half_Year_Report_2025.pdf,Financials_NBIM_GPFG_Half_Year_Report_2025.txt,Institutional_Report,45,45,0,0,88344,15.3,
SRC319,Financials_Future_Fund_Australia_Annual_Report_FY2025.pdf,Financials_Future_Fund_Australia_Annual_Report_FY2025.txt,Institutional_Report,210,208,0,2,450247,160.9,
SRC320,Financials_Future_Fund_Australia_Annual_Report_FY2024.pdf,Financials_Future_Fund_Australia_Annual_Report_FY2024.txt,Institutional_Report,200,199,0,1,433168,144.5,
SRC321,Financials_Border_To_Coast_Annual_Report_FY2023.pdf,Financials_Border_To_Coast_Annual_Report_FY2023.txt,Institutional_Report,76,76,0,0,164498,44.0,
SRC322,Financials_Border_To_Coast_Annual_Report_FY2022.pdf,Financials_Border_To_Coast_Annual_Report_FY2022.txt,Institutional_Report,68,68,0,0,178782,52.9,
SRC323,Fee_Report_Border_To_Coast_Assessment_Of_Value_2024.pdf,Fee_Report_Border_To_Coast_Assessment_Of_Value_2024.txt,Fee_Report,6,6,0,0,13443,3.1,
SRC324,Reporting_Border_To_Coast_Climate_Change_Report_FY2025.pdf,Reporting_Border_To_Coast_Climate_Change_Report_FY2025.txt,Stewardship_Proxy_Report,70,70,0,0,155325,98.4,
SRC325,Financials_CDPQ_Annual_Report_2024.pdf,Financials_CDPQ_Annual_Report_2024.txt,Institutional_Report,196,196,0,0,464900,152.5,
SRC326,Financials_Ontario_Teachers_Annual_Report_2025.pdf,Financials_Ontario_Teachers_Annual_Report_2025.txt,Institutional_Report,160,159,1,0,345539,146.8,
SRC327,Financials_Ontario_Teachers_Annual_Report_2024.pdf,Financials_Ontario_Teachers_Annual_Report_2024.txt,Institutional_Report,152,151,1,0,327764,134.6,
SRC328,Financials_USS_Report_And_Accounts_FY2025.pdf,Financials_USS_Report_And_Accounts_FY2025.txt,Institutional_Report,123,123,0,0,446511,29.6,
SRC329,Reporting_USS_Governance_Supplement_FY2025.pdf,Reporting_USS_Governance_Supplement_FY2025.txt,Stewardship_Proxy_Report,18,18,0,0,72052,31.5,
SRC330,Financials_PSP_Investments_Annual_Report_FY2025.pdf,Financials_PSP_Investments_Annual_Report_FY2025.txt,Institutional_Report,300,300,0,0,894063,187.2,
SRC331,Financials_PSP_Investments_Public_Sector_Plan_Statements_FY2025.pdf,Financials_PSP_Investments_Public_Sector_Plan_Statements_FY2025.txt,Financials,205,205,0,0,656944,143.7,
SRC332,Financials_PSP_Investments_Canadian_Forces_Plan_Statements_FY2025.pdf,Financials_PSP_Investments_Canadian_Forces_Plan_Statements_FY2025.txt,Financials,85,85,0,0,267049,77.6,
SRC333,Financials_Pension_Protection_Fund_Annual_Report_FY2025.pdf,Financials_Pension_Protection_Fund_Annual_Report_FY2025.txt,Institutional_Report,180,177,0,3,408179,98.0,
SRC334,Financials_Pension_Protection_Fund_Annual_Report_FY2025_Large_Print.pdf,Financials_Pension_Protection_Fund_Annual_Report_FY2025_Large_Print.txt,Institutional_Report,313,313,0,0,384617,70.8,
SRC335,Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2025.pdf,Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2025.txt,Institutional_Report,215,215,0,0,369712,118.3,
SRC336,Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2024.pdf,Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2024.txt,Institutional_Report,213,213,0,0,407454,95.6,
SRC337,Financials_Greater_Manchester_Pension_Fund_Statement_Of_Accounts_FY2024.pdf,Financials_Greater_Manchester_Pension_Fund_Statement_Of_Accounts_FY2024.txt,Financials,51,51,0,0,89737,27.3,
SRC338,Financials_NZ_Super_Fund_Annual_Report_FY2025.pdf,Financials_NZ_Super_Fund_Annual_Report_FY2025.txt,Institutional_Report,230,230,0,0,648972,185.2,
SRC339,Reporting_NZ_Super_Fund_Stewardship_Report_2025.pdf,Reporting_NZ_Super_Fund_Stewardship_Report_2025.txt,Stewardship_Proxy_Report,32,32,0,0,73207,18.7,
SRC340,Performance_Temasek_Review_2025_Highlights.pdf,Performance_Temasek_Review_2025_Highlights.txt,Performance,13,13,0,0,28476,15.9,
SRC341,Financials_Ilmarinen_Report_On_Operations_2024.pdf,Financials_Ilmarinen_Report_On_Operations_2024.txt,Institutional_Report,173,173,0,0,550728,210.6,
SRC342,Financials_Keva_Annual_Report_2024.pdf,Financials_Keva_Annual_Report_2024.txt,Institutional_Report,62,62,0,0,134780,23.4,
SRC343,Financials_Keva_Financial_Statements_2024.pdf,Financials_Keva_Financial_Statements_2024.txt,Financials,51,51,0,0,91623,17.8,
SRC344,Financials_Varma_Board_Report_And_Financial_Statements_2024.pdf,Financials_Varma_Board_Report_And_Financial_Statements_2024.txt,Institutional_Report,177,177,0,0,743222,153.0,
SRC345,Performance_Aware_Super_Annual_Report_FY2025.pdf,Performance_Aware_Super_Annual_Report_FY2025.txt,Institutional_Report,27,27,0,0,150125,54.7,
SRC346,Financials_Aware_Super_ASIC_Financial_Report_FY2025.pdf,Financials_Aware_Super_ASIC_Financial_Report_FY2025.txt,Financials,141,141,0,0,275305,98.4,
SRC347,Financials_Cumbria_LGPS_Pension_Fund_Annual_Report_FY2025.pdf,Financials_Cumbria_LGPS_Pension_Fund_Annual_Report_FY2025.txt,Institutional_Report,142,141,1,0,309028,91.1,
SRC348,Performance_AustralianSuper_Annual_Report_FY2025.pdf,Performance_AustralianSuper_Annual_Report_FY2025.txt,Institutional_Report,57,57,0,0,245720,53.8,
SRC349,Financials_West_Yorkshire_Pension_Fund_Report_And_Accounts_FY2025.pdf,Financials_West_Yorkshire_Pension_Fund_Report_And_Accounts_FY2025.txt,Institutional_Report,160,159,1,0,280107,76.4,
SRC350,Financials_London_Borough_Hounslow_Pension_Fund_Annual_Report_FY2025.pdf,Financials_London_Borough_Hounslow_Pension_Fund_Annual_Report_FY2025.txt,Institutional_Report,81,81,0,0,179317,33.4,
SRC351,Financials_AP2_Andra_AP_Fonden_Annual_Report_2024.pdf,Financials_AP2_Andra_AP_Fonden_Annual_Report_2024.txt,Institutional_Report,96,96,0,0,268008,76.2,
SRC352,Financials_AP7_Sjunde_AP_Fonden_Annual_Report_2024.pdf,Financials_AP7_Sjunde_AP_Fonden_Annual_Report_2024.txt,Institutional_Report,77,77,0,0,299979,293.4,
SRC353,Financials_IMCO_Annual_Report_2024.pdf,Financials_IMCO_Annual_Report_2024.txt,Institutional_Report,93,92,0,1,153942,47.9,
SRC354,Financials_UTIMCO_Permanent_University_Fund_FY2025_Audited.pdf,Financials_UTIMCO_Permanent_University_Fund_FY2025_Audited.txt,Financials,41,41,0,0,97892,18.8,
SRC355,Financials_UTIMCO_Permanent_Health_Fund_GEF_FY2025_Audited.pdf,Financials_UTIMCO_Permanent_Health_Fund_GEF_FY2025_Audited.txt,Financials,53,53,0,0,117709,55.1,
SRC356,Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.pdf,Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.txt,Institutional_Report,5,5,0,0,4907,1.2,
SRC357,Performance_UTIMCO_Annual_Report_2025.pdf,Performance_UTIMCO_Annual_Report_2025.txt,Institutional_Report,13,13,0,0,30025,16.5,
SRC358,Schedule_Inv_UTIMCO_PUF_Detail_Schedules_FY2022.pdf,Schedule_Inv_UTIMCO_PUF_Detail_Schedules_FY2022.txt,Schedule_Inv,110,110,0,0,475606,118.1,
SRC359,Schedule_Inv_UTIMCO_PUF_Detail_Schedules_FY2021.pdf,Schedule_Inv_UTIMCO_PUF_Detail_Schedules_FY2021.txt,Schedule_Inv,108,108,0,0,469231,112.5,
SRC360,Financials_Indiana_University_Foundation_FY2025_Audited.pdf,Financials_Indiana_University_Foundation_FY2025_Audited.txt,Financials,30,30,0,0,69856,25.5,
SRC361,Financials_University_of_Illinois_Foundation_FY2025_Audited.pdf,Financials_University_of_Illinois_Foundation_FY2025_Audited.txt,Financials,38,38,0,0,75506,38.3,
