case_id,split,configuration,model_version,scope,evidence_ids,expected_fields,returned_fields,result,execution_state,latency_ms,usage,cost,label,publication_permission
HOLD-606-3,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC606:p2:row:6:5175c9e84d|SRC606:p2:paragraph:1|SRC606:p6:footnote:2|SRC606:p6:footnote:9,,2,pass,OK,3,,0,offline_keyword_context,permitted
HOLD-606-3,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC606:p2:row:6:5175c9e84d|SRC606:p2:paragraph:1|SRC606:p6:footnote:2|SRC606:p6:footnote:9|SRC606:p6:footnote:1|SRC606:p6:footnote:10|SRC606:p6:footnote:11|SRC606:p6:footnote:12|SRC606:p6:footnote:13|SRC606:p6:footnote:14|SRC606:p6:footnote:15|SRC606:p6:footnote:16|SRC606:p6:footnote:2|SRC606:p6:footnote:3|SRC606:p6:footnote:4|SRC606:p6:footnote:5|SRC606:p6:footnote:6|SRC606:p6:footnote:7|SRC606:p6:footnote:8|SRC606:p6:footnote:9|SRC606:p6:note:10|SRC606:p6:note:11|SRC606:p6:note:12|SRC606:p6:note:8|SRC606:p6:note:9|SRC606:p6:note:9|SRC606:p6:footnote:1|SRC606:p6:footnote:12|SRC606:p6:footnote:15|SRC606:p6:footnote:3|SRC606:p6:note:8|SRC606:p2:row:7:ac646a68ce,,2|6,pass,OK,90,,0,offline_local_hybrid,permitted
HOLD-606-3,held-out,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,"SRC606:p2:page:0|SRC606:p2:paragraph:1|SRC606:p2:page:0|SRC606:p2:row:As of April 30,|SRC606:p2:page:0",retrieved_fact=SUPPORTED,retrieved_fact=SUPPORTED,pass,OK,18986,in=2287;out=574,0.000802,historical_model_unverified_authorization,permitted
HOLD-594-1,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p3:row:17:6653489fdc|SRC594:p3:paragraph:1,,3,pass,OK,55,,0,offline_keyword,permitted
HOLD-594-1,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p3:row:17:6653489fdc|SRC594:p3:note:2|SRC594:p3:paragraph:1|SRC594:p3:note:2,,3,pass,OK,4,,0,offline_keyword_context,permitted
HOLD-594-1,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p3:row:17:6653489fdc|SRC594:p3:note:2|SRC594:p3:paragraph:1|SRC594:p3:note:2|SRC594:p3:row:14:24c201fe89|SRC594:p3:note:2|SRC594:p4:note:5|SRC594:p4:note:2|SRC594:p4:note:3|SRC594:p5:paragraph:1,,3|4|5,pass,OK,105,,0,offline_local_hybrid,permitted
HOLD-594-1,held-out,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,SRC594:p3:page:0|SRC594:p3:paragraph:1|SRC594:p3:page:0|SRC594:p3:row:TOTAL FUND (Net of fees) UP|SRC594:p3:page:0,retrieved_fact=SUPPORTED,retrieved_fact=SUPPORTED,pass,OK,85614,in=2044;out=2494,0.001905,historical_model_unverified_authorization,permitted
HOLD-594-2,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p5:paragraph:1|SRC594:p4:note:5,,4|5,pass,OK,10,,0,offline_keyword,permitted
HOLD-594-2,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p5:paragraph:1|SRC594:p4:note:5|SRC594:p4:note:2|SRC594:p4:note:3,,4|5,pass,OK,3,,0,offline_keyword_context,permitted
HOLD-594-2,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p5:paragraph:1|SRC594:p4:note:5|SRC594:p4:note:2|SRC594:p4:note:3|SRC594:p3:row:10:ee35b0629f|SRC594:p3:note:2|SRC594:p4:note:2|SRC594:p4:note:3|SRC594:p4:note:5|SRC594:p3:row:8:91aaf869a4|SRC594:p3:note:2,,3|4|5,pass,OK,87,,0,offline_local_hybrid,permitted
HOLD-594-2,held-out,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,SRC594:p4:page:0|SRC594:p4:paragraph:1|SRC594:p4:page:0|SRC594:p5:page:0,retrieved_fact=SUPPORTED,retrieved_fact=SUPPORTED,pass,OK,13889,in=1536;out=284,0.000802,historical_model_unverified_authorization,permitted
HOLD-594-3,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p3:paragraph:1,,3,pass,OK,14,,0,offline_keyword,permitted
HOLD-594-3,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p3:paragraph:1|SRC594:p3:note:2,,3,pass,OK,3,,0,offline_keyword_context,permitted
HOLD-594-3,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p3:paragraph:1|SRC594:p3:note:2|SRC594:p3:row:4:9c8f2ee94d|SRC594:p3:note:2|SRC594:p3:row:17:6653489fdc|SRC594:p3:note:2|SRC594:p3:row:3:88a51de46d|SRC594:p3:note:2|SRC594:p4:note:5|SRC594:p4:note:2|SRC594:p4:note:3,,3|4,pass,OK,99,,0,offline_local_hybrid,permitted
HOLD-594-3,held-out,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,SRC594:p3:page:0|SRC594:p3:paragraph:1|SRC594:p3:page:0,retrieved_fact=SUPPORTED,retrieved_fact=SUPPORTED,pass,OK,3853,in=1638;out=628,0.001245,historical_model_unverified_authorization,permitted
HOLD-421-1,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p102:paragraph:1|SRC421:p134:paragraph:1|SRC421:p2:paragraph:4|SRC421:p2:paragraph:3|SRC421:p31:note:2,,2|31|102|134,pass,OK,45,,0,offline_keyword,permitted
HOLD-421-1,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p102:paragraph:1|SRC421:p134:paragraph:1|SRC421:p2:paragraph:4|SRC421:p2:paragraph:3|SRC421:p31:note:2|SRC421:p31:note:3,,2|31|102|134,pass,OK,9,,0,offline_keyword_context,permitted
HOLD-421-1,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p102:paragraph:1|SRC421:p134:paragraph:1|SRC421:p2:paragraph:4|SRC421:p31:note:2|SRC421:p31:note:3|SRC421:p2:paragraph:3,,2|31|102|134,pass,OK,94,,0,offline_local_hybrid,permitted
HOLD-421-1,held-out,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,SRC421:p2:page:0|SRC421:p2:paragraph:1,retrieved_fact=SUPPORTED,retrieved_fact=SUPPORTED,pass,OK,11249,in=938;out=266,0.000347,historical_model_unverified_authorization,permitted
HOLD-421-2,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p2:paragraph:3|SRC421:p19:paragraph:1|SRC421:p100:paragraph:1,,2|19|100,pass,OK,15,,0,offline_keyword,permitted
HOLD-421-2,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p2:paragraph:3|SRC421:p19:paragraph:1|SRC421:p100:paragraph:1,,2|19|100,pass,OK,3,,0,offline_keyword_context,permitted
HOLD-421-2,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p2:paragraph:3|SRC421:p100:paragraph:1|SRC421:p19:paragraph:1|SRC421:p102:paragraph:1|SRC421:p31:note:3|SRC421:p31:note:2,,2|19|31|100|102,pass,OK,106,,0,offline_local_hybrid,permitted
HOLD-421-2,held-out,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,SRC421:p2:page:0|SRC421:p2:paragraph:1,retrieved_fact=SUPPORTED,retrieved_fact=INSUFFICIENT_EVIDENCE,fail,OK,11068,in=946;out=215,0.000318,historical_model_unverified_authorization,permitted
HOLD-421-3,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p2:paragraph:3|SRC421:p102:paragraph:1|SRC421:p20:paragraph:2,,2|20|102,pass,OK,63,,0,offline_keyword,permitted
HOLD-421-3,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p2:paragraph:3|SRC421:p102:paragraph:1|SRC421:p20:paragraph:2,,2|20|102,pass,OK,6,,0,offline_keyword_context,permitted
HOLD-421-3,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p2:paragraph:3|SRC421:p102:paragraph:1|SRC421:p20:paragraph:2|SRC421:p93:paragraph:1|SRC421:p29:paragraph:2,,2|20|29|93|102,pass,OK,100,,0,offline_local_hybrid,permitted
HOLD-421-3,held-out,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,SRC421:p2:page:0|SRC421:p2:paragraph:1,retrieved_fact=SUPPORTED,retrieved_fact=INSUFFICIENT_EVIDENCE,fail,OK,10567,in=944;out=187,0.000301,historical_model_unverified_authorization,permitted
HOLD-035-1,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p1:row:3:79accdb22c|SRC035:p1:paragraph:1,,1,pass,OK,31,,0,offline_keyword,permitted
HOLD-035-1,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p1:row:3:79accdb22c|SRC035:p1:paragraph:1,,1,pass,OK,3,,0,offline_keyword_context,permitted
HOLD-035-1,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p1:row:3:79accdb22c|SRC035:p1:paragraph:1|SRC035:p3:paragraph:1|SRC035:p3:row:7:f96c5ea850|SRC035:p2:row:7:7c24a135dd,,1|2|3,pass,OK,89,,0,offline_local_hybrid,permitted
HOLD-035-1,held-out,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,"SRC035:p1:page:0|SRC035:p1:paragraph:1|SRC035:p1:page:0|SRC035:p1:row:Endeavour Capital Fund III, L.P.|SRC035:p1:page:0",retrieved_fact=SUPPORTED,retrieved_fact=SUPPORTED,pass,OK,25689,in=2343;out=257,0.000623,historical_model_unverified_authorization,permitted
HOLD-035-2,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p1:row:9:b1f30870fe|SRC035:p1:paragraph:1,,1,pass,OK,16,,0,offline_keyword,permitted
HOLD-035-2,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p1:row:9:b1f30870fe|SRC035:p1:paragraph:1,,1,pass,OK,2,,0,offline_keyword_context,permitted
HOLD-035-2,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p1:row:9:b1f30870fe|SRC035:p1:paragraph:1|SRC035:p2:paragraph:2|SRC035:p3:paragraph:1|SRC035:p1:row:3:79accdb22c,,1|2|3,pass,OK,78,,0,offline_local_hybrid,permitted
HOLD-035-2,held-out,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,"SRC035:p1:page:0|SRC035:p1:paragraph:1|SRC035:p1:page:0|SRC035:p1:row:Madrona Venture Fund III, L.P.|SRC035:p1:page:0",retrieved_fact=SUPPORTED,retrieved_fact=SUPPORTED,pass,OK,12203,in=2331;out=302,0.000647,historical_model_unverified_authorization,permitted
HOLD-035-3,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p2:paragraph:1|SRC035:p3:paragraph:1|SRC035:p1:paragraph:1,,1|2|3,pass,OK,19,,0,offline_keyword,permitted
HOLD-035-3,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p2:paragraph:1|SRC035:p3:paragraph:1|SRC035:p1:paragraph:1,,1|2|3,pass,OK,3,,0,offline_keyword_context,permitted
HOLD-035-3,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p2:paragraph:1|SRC035:p3:paragraph:1|SRC035:p1:paragraph:1|SRC035:p2:row:23:789c74bd72|SRC035:p2:row:20:34f60e700b,,1|2|3,pass,OK,80,,0,offline_local_hybrid,permitted
HOLD-035-3,held-out,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,SRC035:p1:page:0|SRC035:p1:paragraph:1|SRC035:p1:page:0|SRC035:p2:page:0|SRC035:p2:paragraph:1,retrieved_fact=SUPPORTED,retrieved_fact=SUPPORTED,pass,OK,8626,in=3161;out=221,0.000765,historical_model_unverified_authorization,permitted
DEV-ACC-1,dev,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,,,,pass,ACCESS_DENIED,5,,0,offline_keyword,foia
DEV-ACC-1,dev,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,,,,pass,ACCESS_DENIED,6,,0,offline_keyword_context,foia
DEV-ACC-1,dev,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,,,,pass,ACCESS_DENIED,4,,0,offline_local_hybrid,foia
DEV-ACC-1,dev,approved_assessor,deepseek/deepseek-v4.1-flash,1196605642ab4179911f35803a32f3c0,,,,pass,ACCESS_DENIED,8,,0,historical_model_unverified_authorization,foia
SEM-DEV-028-1,dev,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC028:p1:note:4|SRC028:p1:paragraph:1,,1,pass,OK,792,,0,offline_keyword,foia
SEM-DEV-028-1,dev,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC028:p1:note:4|SRC028:p1:note:3|SRC028:p1:paragraph:1|SRC028:p1:note:3|SRC028:p1:note:4,,1,pass,OK,3,,0,offline_keyword_context,foia
SEM-DEV-028-1,dev,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC028:p1:note:4|SRC028:p1:note:3|SRC028:p1:paragraph:1|SRC028:p1:note:3|SRC028:p1:note:4|SRC028:p1:row:14:ce0cff719a|SRC028:p1:note:3|SRC028:p1:note:4|SRC028:p1:row:8:c2422dee12|SRC028:p1:note:3|SRC028:p1:note:4|SRC028:p1:row:2:ca32951b1f|SRC028:p1:note:3|SRC028:p1:note:4,,1,pass,OK,254,,0,offline_local_hybrid,foia
SEM-DEV-034-1,dev,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC034:p2:paragraph:1|SRC034:p1:paragraph:1|SRC034:p6:paragraph:1|SRC034:p3:paragraph:1|SRC034:p7:paragraph:1,,1|2|3|6|7,pass,OK,219,,0,offline_keyword,foia
SEM-DEV-034-1,dev,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC034:p2:paragraph:1|SRC034:p1:paragraph:1|SRC034:p6:paragraph:1|SRC034:p3:paragraph:1|SRC034:p7:paragraph:1,,1|2|3|6|7,pass,OK,3,,0,offline_keyword_context,foia
SEM-DEV-034-1,dev,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC034:p6:paragraph:1|SRC034:p3:paragraph:1|SRC034:p2:paragraph:1|SRC034:p4:paragraph:1|SRC034:p7:paragraph:1,,2|3|4|6|7,pass,OK,244,,0,offline_local_hybrid,foia
SEM-HOLD-035-1,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p1:row:3:79accdb22c|SRC035:p2:row:2:4df16e6f27|SRC035:p2:row:25:a6937f104f|SRC035:p3:row:13:0c608bbd2e|SRC035:p3:row:14:56629cf9e7,,1|2|3,pass,OK,474,,0,offline_keyword,permitted
SEM-HOLD-035-1,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p1:row:3:79accdb22c|SRC035:p2:row:2:4df16e6f27|SRC035:p2:row:25:a6937f104f|SRC035:p3:row:13:0c608bbd2e|SRC035:p3:row:14:56629cf9e7,,1|2|3,pass,OK,3,,0,offline_keyword_context,permitted
SEM-HOLD-035-1,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC035:p1:row:3:79accdb22c|SRC035:p3:row:9:deb9757ce2|SRC035:p1:row:11:0eb6ec7b07|SRC035:p2:row:2:4df16e6f27|SRC035:p3:row:13:0c608bbd2e,,1|2|3,pass,OK,377,,0,offline_local_hybrid,permitted
SEM-HOLD-421-1,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p101:paragraph:3|SRC421:p100:paragraph:3|SRC421:p2:paragraph:3|SRC421:p20:paragraph:2|SRC421:p20:paragraph:1,,2|20|100|101,pass,OK,176,,0,offline_keyword,permitted
SEM-HOLD-421-1,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p101:paragraph:3|SRC421:p100:paragraph:3|SRC421:p2:paragraph:3|SRC421:p20:paragraph:2|SRC421:p20:paragraph:1,,2|20|100|101,pass,OK,3,,0,offline_keyword_context,permitted
SEM-HOLD-421-1,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p101:paragraph:3|SRC421:p2:paragraph:3|SRC421:p100:paragraph:3|SRC421:p100:paragraph:2|SRC421:p20:paragraph:1,,2|20|100|101,pass,OK,254,,0,offline_local_hybrid,permitted
SEM-HOLD-421-2,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p2:paragraph:4|SRC421:p100:paragraph:1|SRC421:p29:paragraph:2|SRC421:p102:paragraph:1|SRC421:p2:paragraph:3,,2|29|100|102,pass,OK,122,,0,offline_keyword,permitted
SEM-HOLD-421-2,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p2:paragraph:4|SRC421:p100:paragraph:1|SRC421:p29:paragraph:2|SRC421:p102:paragraph:1|SRC421:p2:paragraph:3,,2|29|100|102,pass,OK,4,,0,offline_keyword_context,permitted
SEM-HOLD-421-2,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC421:p2:paragraph:4|SRC421:p29:paragraph:2|SRC421:p102:paragraph:1|SRC421:p100:paragraph:1|SRC421:p2:paragraph:3,,2|29|100|102,pass,OK,212,,0,offline_local_hybrid,permitted
SEM-HOLD-594-1,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p4:note:5|SRC594:p5:paragraph:1|SRC594:p3:row:14:24c201fe89|SRC594:p3:paragraph:1|SRC594:p4:note:3,,3|4|5,pass,OK,208,,0,offline_keyword,permitted
SEM-HOLD-594-1,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p4:note:5|SRC594:p4:note:2|SRC594:p4:note:3|SRC594:p5:paragraph:1|SRC594:p3:row:14:24c201fe89|SRC594:p3:note:2|SRC594:p3:paragraph:1|SRC594:p3:note:2|SRC594:p4:note:3|SRC594:p4:note:2|SRC594:p4:note:5,,3|4|5,pass,OK,5,,0,offline_keyword_context,permitted
SEM-HOLD-594-1,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC594:p4:note:5|SRC594:p4:note:2|SRC594:p4:note:3|SRC594:p5:paragraph:1|SRC594:p3:row:14:24c201fe89|SRC594:p3:note:2|SRC594:p3:paragraph:1|SRC594:p3:note:2|SRC594:p4:note:3|SRC594:p4:note:2|SRC594:p4:note:5,,3|4|5,pass,OK,275,,0,offline_local_hybrid,permitted
SEM-HOLD-606-1,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC606:p1:paragraph:1|SRC606:p3:paragraph:2|SRC606:p3:paragraph:1|SRC606:p4:paragraph:1|SRC606:p3:row:10:f8aa988e32,,1|3|4,pass,OK,244,,0,offline_keyword,permitted
SEM-HOLD-606-1,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC606:p1:paragraph:1|SRC606:p6:footnote:2|SRC606:p6:footnote:3|SRC606:p6:footnote:1|SRC606:p6:footnote:4|SRC606:p3:paragraph:2|SRC606:p6:footnote:5|SRC606:p3:paragraph:1|SRC606:p6:footnote:10|SRC606:p6:footnote:11|SRC606:p6:footnote:12|SRC606:p6:footnote:6|SRC606:p4:paragraph:1|SRC606:p6:footnote:15|SRC606:p6:footnote:13|SRC606:p6:footnote:14|SRC606:p3:row:10:f8aa988e32,,1|3|4,pass,OK,4,,0,offline_keyword_context,permitted
SEM-HOLD-606-1,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC606:p2:paragraph:1|SRC606:p6:footnote:2|SRC606:p6:footnote:9|SRC606:p3:paragraph:2|SRC606:p6:footnote:5|SRC606:p3:row:10:f8aa988e32|SRC606:p1:paragraph:1|SRC606:p6:footnote:2|SRC606:p6:footnote:3|SRC606:p6:footnote:1|SRC606:p6:footnote:4|SRC606:p2:row:13:d2f52517fc|SRC606:p6:footnote:2|SRC606:p6:footnote:9,,1|2|3,pass,OK,307,,0,offline_local_hybrid,permitted
SEM-HOLD-606-2,held-out,keyword,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC606:p1:paragraph:1|SRC606:p5:paragraph:5|SRC606:p2:paragraph:1|SRC606:p8:paragraph:4|SRC606:p8:note:5,,1|2|5|8,pass,OK,145,,0,offline_keyword,permitted
SEM-HOLD-606-2,held-out,keyword_context,unrun,49c90d2a7e2d451e883e2b018f5554fa,SRC606:p1:paragraph:1|SRC606:p6:footnote:2|SRC606:p6:footnote:3|SRC606:p6:footnote:1|SRC606:p6:footnote:4|SRC606:p5:paragraph:5|SRC606:p2:paragraph:1|SRC606:p6:footnote:2|SRC606:p6:footnote:9|SRC606:p8:paragraph:4|SRC606:p8:note:5|SRC606:p8:note:5,,1|2|5|8,pass,OK,8,,0,offline_keyword_context,permitted
SEM-HOLD-606-2,held-out,keyword_vector_context,BAAI/bge-small-en-v1.5@52398278842ec682c6f32300af41344b1c0b0bb2:384,49c90d2a7e2d451e883e2b018f5554fa,SRC606:p2:paragraph:1|SRC606:p6:footnote:2|SRC606:p6:footnote:9|SRC606:p1:paragraph:1|SRC606:p6:footnote:2|SRC606:p6:footnote:3|SRC606:p6:footnote:1|SRC606:p6:footnote:4|SRC606:p8:note:5|SRC606:p2:paragraph:2|SRC606:p6:footnote:8|SRC606:p6:footnote:1|SRC606:p6:footnote:10|SRC606:p6:footnote:11|SRC606:p6:footnote:12|SRC606:p6:footnote:13|SRC606:p6:footnote:14|SRC606:p6:footnote:3|SRC606:p6:note:8|SRC606:p6:note:9,,1|2|6|8,pass,OK,243,,0,offline_local_hybrid,permitted
