"document_fund_map_id","file_id","census_item_id","fund_id","fund_name_raw","fund_name_normalized","fund_manager_raw","manager_source_page","manager_pdf_page_number","manager_source_anchor","manager_source_quote","manager_source_bbox","relationship_role","perspective","share_class_name","lp_name","source_page","pdf_page_number","source_anchor","source_quote","source_bbox","provenance_type","agent_a_record_id","agent_b_record_id","adjudication_status","confidence","notes"
"DFM_00082","SRC036","","FUND_0082","Chrysalis Ventures (Ohio) III, L.P.","CHRYSALIS VENTURES OHIO III L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Chrysalis Ventures (Ohio) III, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00083","SRC036","","FUND_0083","Draper Triangle III","DRAPER TRIANGLE III","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","17","17","","Draper Triangle III","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00084","SRC036","","FUND_0084","Draper Triangle Ohio Ventures, L.P.","DRAPER TRIANGLE OHIO VENTURES L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Draper Triangle Ohio Ventures, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00085","SRC036","","FUND_0085","Draper Triangle Ventures Ohio III, L.P.","DRAPER TRIANGLE VENTURES OHIO III L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Draper Triangle Ventures Ohio III, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00086","SRC036","","FUND_0086","Early Stage Partners Fund II, L.P.","EARLY STAGE PARTNERS FUND II L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Early Stage Partners Fund II, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00087","SRC036","","FUND_0087","Early Stage Partners II","EARLY STAGE PARTNERS II","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","17","17","","Early Stage Partners II","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00088","SRC036","","FUND_0088","Early Stage Partners II, L.P.","EARLY STAGE PARTNERS II L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","3","3","","Early Stage Partners II, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00089","SRC036","","FUND_0089","Edison Venture Fund VII, L.P.","EDISON VENTURE FUND VII L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Edison Venture Fund VII, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00090","SRC036","","FUND_0090","Edison Venture Fund VIII, L.P.","EDISON VENTURE FUND VIII L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Edison Venture Fund VIII, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00091","SRC036","","FUND_0091","Edison VII AF I","EDISON VII AF I","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","17","17","","Edison VII AF I","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00092","SRC036","","FUND_0092","Emerging Market Fund, LLC","EMERGING MARKET FUND LLC","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Emerging Market Fund, LLC","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00093","SRC036","","FUND_0093","FSV II-B","FSV II B","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","17","17","","FSV II-B","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00094","SRC036","","FUND_0094","FSV II-B, L.P.","FSV II B L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","FSV II-B, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00095","SRC036","","FUND_0095","Glengary LLC","GLENGARY LLC","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Glengary LLC","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00096","SRC036","","FUND_0096","NCT Ventures Fund I, L.P.","NCT VENTURES FUND I L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","NCT Ventures Fund I, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00097","SRC036","","FUND_0097","NCT Ventures Fund II, L.P.","NCT VENTURES FUND II L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","NCT Ventures Fund II, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00098","SRC036","","FUND_0098","Primus Capital Fund VI, L.P.","PRIMUS CAPITAL FUND VI L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Primus Capital Fund VI, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00099","SRC036","","FUND_0099","QCA First Fund III, LLC","QCA FIRST FUND III LLC","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","QCA First Fund III, LLC","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00100","SRC036","","FUND_0100","Radius Venture Partners (Ohio) III, QP, L.P.","RADIUS VENTURE PARTNERS OHIO III QP L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Radius Venture Partners (Ohio) III, QP, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00101","SRC036","","FUND_0101","Reservoir Venture Partners II, L.P.","RESERVOIR VENTURE PARTNERS II L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","Reservoir Venture Partners II, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00102","SRC036","","FUND_0102","River Cities Capital Fund IV, L.P.","RIVER CITIES CAPITAL FUND IV L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","River Cities Capital Fund IV, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00103","SRC036","","FUND_0103","RiverVest Venture Fund II (Ohio), L.P.","RIVERVEST VENTURE FUND II OHIO L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","RiverVest Venture Fund II (Ohio), L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00104","SRC036","","FUND_0104","RiverVest Venture Fund III (Ohio), L.P.","RIVERVEST VENTURE FUND III OHIO L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","RiverVest Venture Fund III (Ohio), L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00105","SRC036","","FUND_0105","SunBridge Partners Technology Fund III, L.P.","SUNBRIDGE PARTNERS TECHNOLOGY FUND III L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","SunBridge Partners Technology Fund III, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00106","SRC036","","FUND_0106","SV Life Sciences Fund IV, L.P.","SV LIFE SCIENCES FUND IV L P","","","","","","","subject_fund","lp_position","","The Ohio Capital Fund LLC","16","16","","SV Life Sciences Fund IV, L.P.","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form The Ohio Capital Fund LLC"
"DFM_00107","SRC036","","FUND_0107","The Ohio Capital Fund LLC","THE OHIO CAPITAL FUND LLC","Buckeye Venture Partners, LLC","","","","","","subject_fund","fund_total","","","3","3","","The Ohio Capital Fund LLC","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00108","SRC038","","FUND_0108","Commonwealth Fund III","COMMONWEALTH FUND III","MassVentures","","","","","","subject_fund","fund_total","","","13","13","","Commonwealth Fund III","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value MassVentures"
"DFM_00110","SRC053","","FUND_0110","Starwood Real Estate Income Trust","STARWOOD REAL ESTATE INCOME TRUST","Starwood Capital Group","","","","","","subject_fund","fund_total","","","1","1","","Starwood Real Estate Income Trust","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Starwood Capital Group"
"DFM_00111","SRC054","","FUND_0110","Starwood Real Estate Income Trust","STARWOOD REAL ESTATE INCOME TRUST","Starwood REIT Advisors, L.L.C.","","","","","","subject_fund","fund_total","","","1","1","","Starwood Real Estate Income Trust","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00112","SRC034","","FUND_0111","Versa Capital Fund II-A, L.P.","VERSA CAPITAL FUND II A L P","Versa Capital Management, LLC","","","","","","subject_fund","fund_total","","","9","9","","Versa Capital Fund II-A, L.P.","","EXTRACTED","","","ADJUDICATED","","spot check holds: the combining statements carry a separate column for each partnership; manager confirmed from the Versa Capital Management, LLC mark on the investor statements"
"DFM_00113","SRC034","","FUND_0112","Versa Capital Fund II, L.P.","VERSA CAPITAL FUND II L P","Versa Capital Management, LLC","","","","","","subject_fund","fund_total","","","11","11","","Versa Capital Fund II, L.P.","","EXTRACTED","","","ADJUDICATED","","conflict settled for LLC: the investor statements are headed with the Versa Capital Management, LLC mark; no page carries Versa Capital Management, L.P."
"DFM_00114","SRC037","","FUND_0113","Khosla Ventures III","KHOSLA VENTURES III","","","","","","","subject_fund","lp_position","","Utah Fund of Funds, LLC","24","24","","Khosla Ventures III","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00115","SRC037","","FUND_0114","Media Technology Ventures V","MEDIA TECHNOLOGY VENTURES V","","","","","","","subject_fund","lp_position","","Utah Fund of Funds, LLC","23","23","","Media Technology Ventures V 7.90% 0.14% 3,510,450","","EXTRACTED","","","ADJUDICATED","","spot check holds: the schedule of investments lists the position held by Utah Fund of Funds, LLC"
"DFM_00116","SRC037","","FUND_0115","New Enterprise Associates 13","NEW ENTERPRISE ASSOCIATES 13","","","","","","","subject_fund","lp_position","","Utah Fund of Funds, LLC","24","24","","New Enterprise Associates 13","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00117","SRC037","","FUND_0116","Sorenson Capital Partners II Cont. Vehicle","SORENSON CAPITAL PARTNERS II CONT VEHICLE","","","","","","","subject_fund","lp_position","","Utah Fund of Funds, LLC","23","23","","Sorenson Capital Partners II Cont. Vehicle","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00118","SRC037","","FUND_0117","SV Fund IV","SV FUND IV","","","","","","","subject_fund","lp_position","","Utah Fund of Funds, LLC","24","24","","SV Fund IV","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00119","SRC037","","FUND_0118","SV Life Sciences IV CF","SV LIFE SCIENCES IV CF","","","","","","","subject_fund","lp_position","","Utah Fund of Funds, LLC","23","23","","SV Life Sciences IV CF","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00120","SRC037","","FUND_0119","TA XI","TA XI","","","","","","","subject_fund","lp_position","","Utah Fund of Funds, LLC","23","23","","TA XI","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00121","SRC037","","FUND_0120","Utah Fund of Funds, LLC","UTAH FUND OF FUNDS LLC","Utah Capital Investment Corporation","","","","","","subject_fund","fund_total","","","17","17","","UTAH FUND OF FUNDS, LLC","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00122","SRC039","","FUND_0121","BioScience Facilities Fund","BIOSCIENCE FACILITIES FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","18","18","","BioScience Facilities Fund - This program was developed to enable the development of laboratory space in Connecticut","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00123","SRC039","","FUND_0122","CBRA Fund","CBRA FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","25","25","","The remaining $4,988,921 (21%) is comprised of 7 loans in the CBRA Fund","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00124","SRC039","","FUND_0123","Clean Tech Fund","CLEAN TECH FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","18","18","","Clean Tech Fund - This program was developed to support the demand for alternative energy technologies","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00125","SRC039","","FUND_0124","Connecticut Bioscience Innovation Fund","CONNECTICUT BIOSCIENCE INNOVATION FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","26","26","","CI was appointed administrator of the Connecticut Bioscience Innovation Fund (CBIF)","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00126","SRC039","","FUND_0125","Connecticut Capital Access Fund","CONNECTICUT CAPITAL ACCESS FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","19","19","","The Connecticut Capital Access Fund provides portfolio insurance to participating financial institutions","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00127","SRC039","","FUND_0126","Connecticut Clean Energy Fund","CONNECTICUT CLEAN ENERGY FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","26","26","","the successor entity to the Connecticut Clean Energy Fund (CCEF) and directed that CCEF be administered on a contract basis by the Corporation","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00128","SRC039","","FUND_0127","Connecticut State Treasurer's Short-Term Investment Fund","CONNECTICUT STATE TREASURER S SHORT TERM INVESTMENT FUND","","","","","","","subject_fund","lp_position","","Connecticut Innovations, Incorporated","23","23","","Connecticut State Treasurer's Short-Term Investment Fund 67,786,195","","EXTRACTED","","","ADJUDICATED","","perspective corrected to lp_position: this is an external pooled fund the Corporation holds cash equivalents in, not one of its own programs"
"DFM_00129","SRC039","","FUND_0128","Connecticut Works Fund","CONNECTICUT WORKS FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","19","19","","The Connecticut Works Fund includes direct loans and a loan guarantee program with participating lenders","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00130","SRC039","","FUND_0129","Connecticut Works Guarantee Fund","CONNECTICUT WORKS GUARANTEE FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","19","19","","The Connecticut Works Guarantee Fund provides commitments to guarantee loans made by participating financial institutions","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00131","SRC039","","FUND_0130","Eli Whitney Fund","ELI WHITNEY FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","17","17","","Eli Whitney Fund - This program may be used for risk capital investments in emerging and established companies","","EXTRACTED","","","ADJUDICATED","","spot check holds: note 1 describes the program and the portfolio investments table reports its balance"
"DFM_00132","SRC039","","FUND_0131","Fund of Fund","FUND OF FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","38","38","","Fund of Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Connecticut Innovations, Incorporated"
"DFM_00133","SRC039","","FUND_0132","Growth Fund","GROWTH FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","18","18","","Growth Fund - Under the Growth Fund, the Corporation is authorized to issue individual loans up to a maximum of $4,000,000","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00135","SRC039","","FUND_0134","PreSeed Fund","PRESEED FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","18","18","","PreSeed Fund - This program was developed to provide support and assistance to prepare high technology companies for future investments","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00136","SRC039","","FUND_0135","Proof of Concept","PROOF OF CONCEPT","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","24","24","","SSBCI 13,158,755 - 13,158,755 Proof of Concept","","EXTRACTED","","","ADJUDICATED","","carried as a CI Fund in the portfolio investments table and in the equity commitments note"
"DFM_00137","SRC039","","FUND_0136","Regenerative Medicine Research Fund","REGENERATIVE MEDICINE RESEARCH FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","36","36","","Connecticut Innovations, Incorporated, shall serve as administrator of the Regenerative Medicine Research Fund","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00138","SRC039","","FUND_0137","Seed Fund","SEED FUND","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","24","24","","Seed Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Connecticut Innovations, Incorporated"
"DFM_00139","SRC039","","FUND_0138","SSBCI","SSBCI","Connecticut Innovations, Incorporated","","","","","","subject_fund","fund_total","","","24","24","","Mezzanine Fund - 8,343,316 8,343,316 SSBCI 13,158,755","","EXTRACTED","","","ADJUDICATED","","carried as a CI Fund in the portfolio investments table"
"DFM_00140","SRC040","","FUND_0139","Builder Fund","BUILDER FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","10","10","","Builder Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Maryland Technology Development Corporation"
"DFM_00141","SRC040","","FUND_0140","Business Assistance Fund","BUSINESS ASSISTANCE FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","7","7","","Business Assistance Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Maryland Technology Development Corporation"
"DFM_00142","SRC040","","FUND_0141","Coordinating Emerging Nanobiotechnology Research in Maryland Fund","COORDINATING EMERGING NANOBIOTECHNOLOGY RESEARCH IN MARYLAND FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","7","7","","Chapter 446 of 2008 created the Coordinating Emerging Nanobiotechnology Research in Maryland Fund","","EXTRACTED","","","ADJUDICATED","","spot check holds: the fund is named and created by statute, and the same page records that it has never received an appropriation"
"DFM_00143","SRC040","","FUND_0142","Cybersecurity Investment Fund","CYBERSECURITY INVESTMENT FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","6","6","","Chapter 535 of 2014 created the Cybersecurity Investment Fund (CIF)","","EXTRACTED","","","ADJUDICATED","","spot check holds"
"DFM_00144","SRC040","","FUND_0143","Gap Investment Fund","GAP INVESTMENT FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","6","6","","Gap Investment Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Maryland Technology Development Corporation"
"DFM_00145","SRC040","","FUND_0144","Incubator Development Fund","INCUBATOR DEVELOPMENT FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","7","7","","Incubator Development Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Maryland Technology Development Corporation"
"DFM_00146","SRC040","","FUND_0145","Life Science Investment Fund","LIFE SCIENCE INVESTMENT FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","6","6","","Life Science Investment Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Maryland Technology Development Corporation"
"DFM_00147","SRC040","","FUND_0146","Maryland Innovation Initiative","MARYLAND INNOVATION INITIATIVE","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","5","5","","Chapter 450 of 2012 created the Maryland Innovation Initiative (MII)","","EXTRACTED","","","ADJUDICATED","","carried as a TEDCO Program in the qualified business report and reported with its own FY2021 investment statistics"
"DFM_00148","SRC040","","FUND_0147","Maryland Stem Cell Research Fund","MARYLAND STEM CELL RESEARCH FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","14","14","","Maryland Stem Cell Research Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Maryland Technology Development Corporation"
"DFM_00149","SRC040","","FUND_0148","Maryland Technology Commercialization Fund","MARYLAND TECHNOLOGY COMMERCIALIZATION FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","5","5","","Maryland Technology Commercialization Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Maryland Technology Development Corporation"
"DFM_00150","SRC040","","FUND_0149","Maryland Venture Fund","MARYLAND VENTURE FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","14","14","","Maryland Venture Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Maryland Technology Development Corporation"
"DFM_00151","SRC040","","FUND_0150","Rural Pre-Seed Investment Fund","RURAL PRE SEED INVESTMENT FUND","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","9","9","","Rural Pre-Seed Investment Fund","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Maryland Technology Development Corporation"
"DFM_00152","SRC040","","FUND_0151","Seed Investment Funds","SEED INVESTMENT FUNDS","Maryland Technology Development Corporation","","","","","","subject_fund","fund_total","","","17","17","","Seed Investment Funds","","EXTRACTED","","","ADJUDICATED","","manager: took the recorded value Maryland Technology Development Corporation"
"DFM_00153","SRC101","","FUND_0152","Heritage Fund I, L.P.","HERITAGE FUND I L P","Heritage Partners, Inc.","","","","","","subject_fund","fund_total","","","3","3","","Heritage Fund I, L.P. Combined Statement of Assets, Liabilities & Partners' Capital For the Quarter Ended June 30, 2009 - Unaudited -","","EXTRACTED","","","ADJUDICATED","","Spot check confirmed on page 3; manager Heritage Partners, Inc. confirmed on the page 1 cover and page 2 letterhead. Adjudicator note: page 5 ALLOCATIONS PER PARTNER names Penn Public School Employees' Ret. System as a partner of this fund and no lp_position row was mapped by either agent."
"DFM_00154","SRC102","","FUND_0153","Jefferson Partners Fund IV, L.P.","JEFFERSON PARTNERS FUND IV L P","","","","","","","subject_fund","fund_total","","","6","6","","The Fund is intended to invest side by side with Jefferson Partners Fund IV, L.P. and Jefferson Partners Fund IV, (U.S.), L.P.","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00155","SRC102","","FUND_0154","Jefferson Partners Fund IV (PA), L.P.","JEFFERSON PARTNERS FUND IV PA L P","Jefferson Partners Fund IV Management Corp.","","","","","","subject_fund","fund_total","","","6","6","","Jefferson Partners Fund IV (PA), L.P. (the ""Fund"") was formed through a Limited Partnership Agreement (the ""LP Agreement"") established under the laws of the State of Delaware on March 11, 2003. The Fund was created for the purpose of making equity-based venture investments in technology companies, principally in Canada. JPIV G.P., L.P. acts as the general partner (the""General Partner"") to the Fund. Jefferson Partners Fund IV Management Corp. (the ""Fund Manager"") provides investment management, administrative and related services to the Fund.","","EXTRACTED","","","ADJUDICATED","","Spot check confirmed on page 6, which carries both the fund name and the Fund Manager. Adjudicator note: printed page 10 note 4 lists Pennsylvania Public School Employees' Retirement System as a limited partner and no lp_position row was mapped by either agent."
"DFM_00156","SRC102","","FUND_0155","Jefferson Partners Fund IV, (U.S.), L.P.","JEFFERSON PARTNERS FUND IV U S L P","","","","","","","subject_fund","fund_total","","","6","6","","The Fund is intended to invest side by side with Jefferson Partners Fund IV, L.P. and Jefferson Partners Fund IV, (U.S.), L.P., sharing in each investment pro rata in proportion to the unused capital commitments of its investors","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00157","SRC462","","FUND_0156","Global Infrastructure Partners II-C, L.P.","GLOBAL INFRASTRUCTURE PARTNERS II C L P","","","","","","","subject_fund","lp_position","","Northumberland County Council","1","1","","Global Infrastructure Partners II-C, L.P. Statement of Partner's Capital Account March 31, 2017 Limited Partner: Northumberland County Council","","EXTRACTED","","","ADJUDICATED","",""
"DFM_00158","SRC463","","FUND_0157","ANTIN INFRASTRUCTURE PARTNERS II LP","ANTIN INFRASTRUCTURE PARTNERS II LP","","","","","","","subject_fund","lp_position","","Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund","2","2","","INVESTEE FUND ANTIN INFRASTRUCTURE PARTNERS II LP INVESTOR Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund","","EXTRACTED","","","ADJUDICATED","","lp_name: took the longer printed form Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund"
