analysis_result_id,entity_id,as_of_date,metric_id,value_numeric,unit,formula_id,input_record_ids,benchmark_id,provenance_type,quality_population,notes,benchmark_selection,input_fee_basis,input_method
ANL_FUND_0057_20260605_KS_PME,FUND_0057,2026-06-05,ks_pme,0.2563566426,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_C38D8769C44DA8D22870;CFINT_F0AC5EFD1B3B3F1C554D;CFINT_D1AAF0A99D084F5ED6D7;CFINT_957635CD3952B891C05B;CFINT_419604B894D08A53017C;CFINT_37D2280C52FF804BD370;CFINT_D10071957848ECFB7C78;CFINT_B2406DAE2FA0C9062012;RET_VTI_20081215;RET_VTI_20110506;RET_VTI_20130926;RET_VTI_20160217;RET_VTI_20190125;RET_VTI_20220105;RET_VTI_20240802;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0057_20260605_DIRECT_ALPHA,FUND_0057,2026-06-05,direct_alpha,-0.1130483535,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_C38D8769C44DA8D22870;CFINT_F0AC5EFD1B3B3F1C554D;CFINT_D1AAF0A99D084F5ED6D7;CFINT_957635CD3952B891C05B;CFINT_419604B894D08A53017C;CFINT_37D2280C52FF804BD370;CFINT_D10071957848ECFB7C78;CFINT_B2406DAE2FA0C9062012;RET_VTI_20081215;RET_VTI_20110506;RET_VTI_20130926;RET_VTI_20160217;RET_VTI_20190125;RET_VTI_20220105;RET_VTI_20240802;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0058_20260605_KS_PME,FUND_0058,2026-06-05,ks_pme,0.4067230283,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_C0056F1E0BAE5005CD7B;CFINT_16A96ABF45A26BE854EB;CFINT_041CB8B7B359E7FAC0EC;CFINT_43FBF3DC2036AB09543D;CFINT_F89D7243F44083A1207C;CFINT_340EA3FEB4282D8C1132;CFINT_7DE77BFC441241C595BE;CFINT_1EF04A07514E9FB9F850;RET_SPY_20170705;RET_SPY_20180924;RET_SPY_20191213;RET_SPY_20210303;RET_SPY_20220902;RET_SPY_20240304;RET_SPY_20250627;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0058_20260605_DIRECT_ALPHA,FUND_0058,2026-06-05,direct_alpha,-0.1190162901,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_C0056F1E0BAE5005CD7B;CFINT_16A96ABF45A26BE854EB;CFINT_041CB8B7B359E7FAC0EC;CFINT_43FBF3DC2036AB09543D;CFINT_F89D7243F44083A1207C;CFINT_340EA3FEB4282D8C1132;CFINT_7DE77BFC441241C595BE;CFINT_1EF04A07514E9FB9F850;RET_SPY_20170705;RET_SPY_20180924;RET_SPY_20191213;RET_SPY_20210303;RET_SPY_20220902;RET_SPY_20240304;RET_SPY_20250627;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0059_20260605_KS_PME,FUND_0059,2026-06-05,ks_pme,0.8732814413,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_BD26E52D28989D94EAB6;CFINT_6C367AAC0953D047B27A;CFINT_E22DC087CF6276618BA9;CFINT_706EBDC14567E8BC812B;CFINT_C77893A0411C50340F34;CFINT_51F521C6A065EEDE98C5;CFINT_029672CECDB3C88D34E2;CFINT_BF4AACC967E4F7086F35;RET_SPY_20140829;RET_SPY_20160408;RET_SPY_20171117;RET_SPY_20190628;RET_SPY_20210621;RET_SPY_20230615;RET_SPY_20250307;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0059_20260605_DIRECT_ALPHA,FUND_0059,2026-06-05,direct_alpha,-0.013831045,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_BD26E52D28989D94EAB6;CFINT_6C367AAC0953D047B27A;CFINT_E22DC087CF6276618BA9;CFINT_706EBDC14567E8BC812B;CFINT_C77893A0411C50340F34;CFINT_51F521C6A065EEDE98C5;CFINT_029672CECDB3C88D34E2;CFINT_BF4AACC967E4F7086F35;RET_SPY_20140829;RET_SPY_20160408;RET_SPY_20171117;RET_SPY_20190628;RET_SPY_20210621;RET_SPY_20230615;RET_SPY_20250307;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0060_20260605_KS_PME,FUND_0060,2026-06-05,ks_pme,0.0085896372,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_5E8116813EC2610C5807;CFINT_B98DA92861827968BC29;CFINT_D2575CCCBC8377A44445;CFINT_971B184EC6E4F83C90BD;CFINT_D31DD42323119D0C3FDD;CFINT_3F6E48A0710E2BC0BAED;CFINT_0F260E731CBCCE2D0248;CFINT_76743B4062FD847F1569;RET_SPY_20010510;RET_SPY_20041014;RET_SPY_20080320;RET_SPY_20110825;RET_SPY_20151113;RET_SPY_20200203;RET_SPY_20231013;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0060_20260605_DIRECT_ALPHA,FUND_0060,2026-06-05,direct_alpha,-0.2307293482,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_5E8116813EC2610C5807;CFINT_B98DA92861827968BC29;CFINT_D2575CCCBC8377A44445;CFINT_971B184EC6E4F83C90BD;CFINT_D31DD42323119D0C3FDD;CFINT_3F6E48A0710E2BC0BAED;CFINT_0F260E731CBCCE2D0248;CFINT_76743B4062FD847F1569;RET_SPY_20010510;RET_SPY_20041014;RET_SPY_20080320;RET_SPY_20110825;RET_SPY_20151113;RET_SPY_20200203;RET_SPY_20231013;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0061_20260605_KS_PME,FUND_0061,2026-06-05,ks_pme,0.5204860082,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_EE18A02AB4A7D7189767;CFINT_D75189731645B14CFE12;CFINT_FE7790BB643D45E9D5BB;CFINT_FF87A2AECB2720B196EC;CFINT_4670A35BA282E1A4B8D6;CFINT_C6DF1FB485BA70DE58F7;CFINT_464CF09E650188D48367;CFINT_489B25172E70B5B9C72F;RET_VTI_20210423;RET_VTI_20220104;RET_VTI_20220916;RET_VTI_20230530;RET_VTI_20240409;RET_VTI_20250214;RET_VTI_20251120;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0061_20260605_DIRECT_ALPHA,FUND_0061,2026-06-05,direct_alpha,-0.1450805253,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_EE18A02AB4A7D7189767;CFINT_D75189731645B14CFE12;CFINT_FE7790BB643D45E9D5BB;CFINT_FF87A2AECB2720B196EC;CFINT_4670A35BA282E1A4B8D6;CFINT_C6DF1FB485BA70DE58F7;CFINT_464CF09E650188D48367;CFINT_489B25172E70B5B9C72F;RET_VTI_20210423;RET_VTI_20220104;RET_VTI_20220916;RET_VTI_20230530;RET_VTI_20240409;RET_VTI_20250214;RET_VTI_20251120;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0062_20260605_KS_PME,FUND_0062,2026-06-05,ks_pme,0.009100247,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_FE9E5B130439761950D8;CFINT_BE5E6996A97010826456;CFINT_F2922A9021397DABED9C;CFINT_1D62D3F32554D1E09727;CFINT_DACA95002DEF22D4683F;CFINT_E725E2E984F4611D20D7;CFINT_D82B356C928D81FA344A;CFINT_85C81E4E630C95A27324;RET_SPY_20000526;RET_SPY_20031219;RET_SPY_20070712;RET_SPY_20110202;RET_SPY_20150619;RET_SPY_20191108;RET_SPY_20230908;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped_series_starts_after_first_cashflow,unstated,unstated
ANL_FUND_0062_20260605_DIRECT_ALPHA,FUND_0062,2026-06-05,direct_alpha,-0.2195454826,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_FE9E5B130439761950D8;CFINT_BE5E6996A97010826456;CFINT_F2922A9021397DABED9C;CFINT_1D62D3F32554D1E09727;CFINT_DACA95002DEF22D4683F;CFINT_E725E2E984F4611D20D7;CFINT_D82B356C928D81FA344A;CFINT_85C81E4E630C95A27324;RET_SPY_20000526;RET_SPY_20031219;RET_SPY_20070712;RET_SPY_20110202;RET_SPY_20150619;RET_SPY_20191108;RET_SPY_20230908;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped_series_starts_after_first_cashflow,unstated,unstated
ANL_FUND_0063_20260605_KS_PME,FUND_0063,2026-06-05,ks_pme,0.0133487155,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_53D71F31F008C68CF9D3;CFINT_4C8D9434B7BF8CAD1D88;CFINT_F425153A172B0DB59BC7;CFINT_581E30F4EFA40BE15D6E;CFINT_1EF355FE89074E9D8A8F;CFINT_88A3490EA90DCEDB4B9C;CFINT_D2DB06CDD9A38E62AD6E;CFINT_ACCB989FE909B9FD47C1;RET_SPY_20040317;RET_SPY_20070330;RET_SPY_20100416;RET_SPY_20130430;RET_SPY_20170126;RET_SPY_20201023;RET_SPY_20240201;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0063_20260605_DIRECT_ALPHA,FUND_0063,2026-06-05,direct_alpha,-0.2417021826,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_53D71F31F008C68CF9D3;CFINT_4C8D9434B7BF8CAD1D88;CFINT_F425153A172B0DB59BC7;CFINT_581E30F4EFA40BE15D6E;CFINT_1EF355FE89074E9D8A8F;CFINT_88A3490EA90DCEDB4B9C;CFINT_D2DB06CDD9A38E62AD6E;CFINT_ACCB989FE909B9FD47C1;RET_SPY_20040317;RET_SPY_20070330;RET_SPY_20100416;RET_SPY_20130430;RET_SPY_20170126;RET_SPY_20201023;RET_SPY_20240201;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0064_20260605_KS_PME,FUND_0064,2026-06-05,ks_pme,0.0665447815,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_C6E5328AE2FA19535BED;CFINT_57554FBC174F6B23417B;CFINT_124E6A8AFA415625FD71;CFINT_F5BCAAE7805B09C7F4C7;CFINT_DA626245564123151EDC;CFINT_B39F5AD37146AFF4DE95;CFINT_48E44FB44FBC5644210F;CFINT_E343AC22E3ACC34563AB;RET_SPY_20000526;RET_SPY_20031219;RET_SPY_20070712;RET_SPY_20110202;RET_SPY_20150619;RET_SPY_20191108;RET_SPY_20230908;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0064_20260605_DIRECT_ALPHA,FUND_0064,2026-06-05,direct_alpha,-0.1623412626,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_C6E5328AE2FA19535BED;CFINT_57554FBC174F6B23417B;CFINT_124E6A8AFA415625FD71;CFINT_F5BCAAE7805B09C7F4C7;CFINT_DA626245564123151EDC;CFINT_B39F5AD37146AFF4DE95;CFINT_48E44FB44FBC5644210F;CFINT_E343AC22E3ACC34563AB;RET_SPY_20000526;RET_SPY_20031219;RET_SPY_20070712;RET_SPY_20110202;RET_SPY_20150619;RET_SPY_20191108;RET_SPY_20230908;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0065_20260605_KS_PME,FUND_0065,2026-06-05,ks_pme,0.4900735403,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_B9DAFD4B8E94C798B930;CFINT_8E0E14AE5894DF2BC948;CFINT_8244FF6EE64D048BA551;CFINT_B02E044C818C77AFEA4F;CFINT_2BF3AAB2D7EECA020FE2;CFINT_070C5B6F029DF2D1F4E2;CFINT_E9B4F4BE644F0464BE9C;CFINT_82F33115C9A0E78E98F8;RET_SPY_20210423;RET_SPY_20220104;RET_SPY_20220916;RET_SPY_20230530;RET_SPY_20240409;RET_SPY_20250214;RET_SPY_20251120;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0065_20260605_DIRECT_ALPHA,FUND_0065,2026-06-05,direct_alpha,-0.163154394,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_B9DAFD4B8E94C798B930;CFINT_8E0E14AE5894DF2BC948;CFINT_8244FF6EE64D048BA551;CFINT_B02E044C818C77AFEA4F;CFINT_2BF3AAB2D7EECA020FE2;CFINT_070C5B6F029DF2D1F4E2;CFINT_E9B4F4BE644F0464BE9C;CFINT_82F33115C9A0E78E98F8;RET_SPY_20210423;RET_SPY_20220104;RET_SPY_20220916;RET_SPY_20230530;RET_SPY_20240409;RET_SPY_20250214;RET_SPY_20251120;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0066_20260605_KS_PME,FUND_0066,2026-06-05,ks_pme,0.3004155389,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_6B3239FA6F1AF7006356;CFINT_3D77166BD4B666A47D4D;CFINT_B33D033B2A37905D4A5F;CFINT_75B78804C6D0E10EABE4;CFINT_437E0878F32760DF3BFC;CFINT_FE0F13F4D990F7143B73;CFINT_1A4538E5C2DAFA224D38;CFINT_9A058535DB23D4F59FFC;RET_SPY_20081215;RET_SPY_20110506;RET_SPY_20130926;RET_SPY_20160217;RET_SPY_20190125;RET_SPY_20220105;RET_SPY_20240802;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0066_20260605_DIRECT_ALPHA,FUND_0066,2026-06-05,direct_alpha,-0.1074550537,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_6B3239FA6F1AF7006356;CFINT_3D77166BD4B666A47D4D;CFINT_B33D033B2A37905D4A5F;CFINT_75B78804C6D0E10EABE4;CFINT_437E0878F32760DF3BFC;CFINT_FE0F13F4D990F7143B73;CFINT_1A4538E5C2DAFA224D38;CFINT_9A058535DB23D4F59FFC;RET_SPY_20081215;RET_SPY_20110506;RET_SPY_20130926;RET_SPY_20160217;RET_SPY_20190125;RET_SPY_20220105;RET_SPY_20240802;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0067_20260605_KS_PME,FUND_0067,2026-06-05,ks_pme,0.6907096491,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_CCEBD9C33C9DB920D3CA;CFINT_2504A46FE12DF3AFBF18;CFINT_4FC5F22449E59C8CF594;CFINT_B1E4D4240385981A1310;CFINT_4EF79BA4CB2B53A40C14;CFINT_A27604A7BA3E036C22FB;CFINT_7FADA69785D1C77145BE;CFINT_7945A244FBE468A5D15A;RET_QQQ_20160722;RET_QQQ_20171127;RET_QQQ_20190405;RET_QQQ_20200810;RET_QQQ_20220408;RET_QQQ_20231207;RET_QQQ_20250521;RET_QQQ_20260605,BMK_ETF_QQQ,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0067_20260605_DIRECT_ALPHA,FUND_0067,2026-06-05,direct_alpha,-0.0506469382,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_CCEBD9C33C9DB920D3CA;CFINT_2504A46FE12DF3AFBF18;CFINT_4FC5F22449E59C8CF594;CFINT_B1E4D4240385981A1310;CFINT_4EF79BA4CB2B53A40C14;CFINT_A27604A7BA3E036C22FB;CFINT_7FADA69785D1C77145BE;CFINT_7945A244FBE468A5D15A;RET_QQQ_20160722;RET_QQQ_20171127;RET_QQQ_20190405;RET_QQQ_20200810;RET_QQQ_20220408;RET_QQQ_20231207;RET_QQQ_20250521;RET_QQQ_20260605,BMK_ETF_QQQ,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0068_20260605_KS_PME,FUND_0068,2026-06-05,ks_pme,0.4502144566,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_5B47FE902B09D55204AC;CFINT_8E1FD35CDDF761773EB5;CFINT_4087C0F454B47795ACF9;CFINT_CA30968D431B1A10C300;CFINT_A83BCB3CAB180674308E;CFINT_80C3E2E0D6E23D7EE9FC;CFINT_A51FE9435FDCB08BB3A4;CFINT_A96078B3774813DD9ADD;RET_QQQ_20190529;RET_QQQ_20200514;RET_QQQ_20210430;RET_QQQ_20220414;RET_QQQ_20230621;RET_QQQ_20240826;RET_QQQ_20250908;RET_QQQ_20260605,BMK_ETF_QQQ,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0068_20260605_DIRECT_ALPHA,FUND_0068,2026-06-05,direct_alpha,-0.124402557,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_5B47FE902B09D55204AC;CFINT_8E1FD35CDDF761773EB5;CFINT_4087C0F454B47795ACF9;CFINT_CA30968D431B1A10C300;CFINT_A83BCB3CAB180674308E;CFINT_80C3E2E0D6E23D7EE9FC;CFINT_A51FE9435FDCB08BB3A4;CFINT_A96078B3774813DD9ADD;RET_QQQ_20190529;RET_QQQ_20200514;RET_QQQ_20210430;RET_QQQ_20220414;RET_QQQ_20230621;RET_QQQ_20240826;RET_QQQ_20250908;RET_QQQ_20260605,BMK_ETF_QQQ,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0069_20260605_KS_PME,FUND_0069,2026-06-05,ks_pme,0.3465711784,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_970E5E07841DBEE2B815;CFINT_9BBCD0072BD2C141FAAE;CFINT_656547630D45AB300D2B;CFINT_2984A6CF631D367E7C85;CFINT_B883E002B86AC7C45A3E;CFINT_943ADE7F57DCF178F525;CFINT_48009714E2E312449FC4;CFINT_AD86EFE8EDB3CBEEA8DE;RET_SPY_20200508;RET_SPY_20210309;RET_SPY_20220107;RET_SPY_20221104;RET_SPY_20231114;RET_SPY_20241122;RET_SPY_20251014;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0069_20260605_DIRECT_ALPHA,FUND_0069,2026-06-05,direct_alpha,-0.1891316191,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_970E5E07841DBEE2B815;CFINT_9BBCD0072BD2C141FAAE;CFINT_656547630D45AB300D2B;CFINT_2984A6CF631D367E7C85;CFINT_B883E002B86AC7C45A3E;CFINT_943ADE7F57DCF178F525;CFINT_48009714E2E312449FC4;CFINT_AD86EFE8EDB3CBEEA8DE;RET_SPY_20200508;RET_SPY_20210309;RET_SPY_20220107;RET_SPY_20221104;RET_SPY_20231114;RET_SPY_20241122;RET_SPY_20251014;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0070_20260605_KS_PME,FUND_0070,2026-06-05,ks_pme,0.3353398886,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_3B906B44A75BB4A834E4;CFINT_2DC6D95544F7808F562F;CFINT_26405BA201E9DCFA2C30;CFINT_A08B86F569E354E1E8E9;CFINT_1FD9728A3AB385934A3C;CFINT_1A34440246C4B3095BEC;CFINT_B04EAEDC693CCF3B2574;CFINT_E4EA72C1AD983EAAF82A;RET_QQQ_20190529;RET_QQQ_20200514;RET_QQQ_20210430;RET_QQQ_20220414;RET_QQQ_20230621;RET_QQQ_20240826;RET_QQQ_20250908;RET_QQQ_20260605,BMK_ETF_QQQ,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0070_20260605_DIRECT_ALPHA,FUND_0070,2026-06-05,direct_alpha,-0.1670416701,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_3B906B44A75BB4A834E4;CFINT_2DC6D95544F7808F562F;CFINT_26405BA201E9DCFA2C30;CFINT_A08B86F569E354E1E8E9;CFINT_1FD9728A3AB385934A3C;CFINT_1A34440246C4B3095BEC;CFINT_B04EAEDC693CCF3B2574;CFINT_E4EA72C1AD983EAAF82A;RET_QQQ_20190529;RET_QQQ_20200514;RET_QQQ_20210430;RET_QQQ_20220414;RET_QQQ_20230621;RET_QQQ_20240826;RET_QQQ_20250908;RET_QQQ_20260605,BMK_ETF_QQQ,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0071_20260605_KS_PME,FUND_0071,2026-06-05,ks_pme,0.6590946804,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_27ADFE0E7AC00D985065;CFINT_F764BD6AA972EDD4E67D;CFINT_BDECC1BC4C6C4F5848D5;CFINT_B874662AC7E4E5DE8DAB;CFINT_3DD87CBBA475631819BE;CFINT_C02F8ED7435B4E6B5CB2;CFINT_06B91D29FD235496E583;CFINT_100E142AA70BA6A8B7A1;RET_SPY_20130916;RET_SPY_20150612;RET_SPY_20170310;RET_SPY_20181206;RET_SPY_20210126;RET_SPY_20230317;RET_SPY_20250131;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0071_20260605_DIRECT_ALPHA,FUND_0071,2026-06-05,direct_alpha,-0.0450385911,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_27ADFE0E7AC00D985065;CFINT_F764BD6AA972EDD4E67D;CFINT_BDECC1BC4C6C4F5848D5;CFINT_B874662AC7E4E5DE8DAB;CFINT_3DD87CBBA475631819BE;CFINT_C02F8ED7435B4E6B5CB2;CFINT_06B91D29FD235496E583;CFINT_100E142AA70BA6A8B7A1;RET_SPY_20130916;RET_SPY_20150612;RET_SPY_20170310;RET_SPY_20181206;RET_SPY_20210126;RET_SPY_20230317;RET_SPY_20250131;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
