analysis_result_id,entity_id,as_of_date,metric_id,value_numeric,unit,formula_id,input_record_ids,benchmark_id,provenance_type,quality_population,notes,input_fee_basis,input_method
ANL_FUND_0381_20260605_RVPI,FUND_0381,2026-06-05,rvpi,0.9962436276,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_9F5E5D6D1835E8004DD1,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0381_20260605_TVPI,FUND_0381,2026-06-05,tvpi,1.4590823719,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_9F5E5D6D1835E8004DD1,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0381_20260605_XIRR,FUND_0381,2026-06-05,xirr,0.0519860442,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_9F5E5D6D1835E8004DD1;CFINT_0A3FE632FC4D0F9B9AB5;CFINT_803EF912D44958D33E4E;CFINT_1FC78061F1DA844E23AA;CFINT_196B18F41F38B381DE9D;CFINT_C10BA42B6746CCC05CC8;CFINT_9217AA54B2E36720DCF8;CFINT_4F158B4B44E6D38DBDA6,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0382_20260605_DPI,FUND_0382,2026-06-05,dpi,0.1362925914,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_65C610CEC7A789A68A85,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0382_20260605_RVPI,FUND_0382,2026-06-05,rvpi,1.1150359487,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_65C610CEC7A789A68A85,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0382_20260605_TVPI,FUND_0382,2026-06-05,tvpi,1.2513285402,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_65C610CEC7A789A68A85,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0382_20260605_XIRR,FUND_0382,2026-06-05,xirr,0.0404448786,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_65C610CEC7A789A68A85;CFINT_5D23DEE1C5D1BC878EBA;CFINT_95E7D7A1A26D98E14C1B;CFINT_D7B9F811186247D8AA8F;CFINT_FFFFFC7B703C3472C30A;CFINT_014F83E0F5E54CF47FB9;CFINT_E5DDEC56C48F8B69D267;CFINT_E237209A6C4386041C6A,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0383_20260605_DPI,FUND_0383,2026-06-05,dpi,0.01,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_77657A67508FCFB32BC1,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0383_20260605_RVPI,FUND_0383,2026-06-05,rvpi,0.05,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_77657A67508FCFB32BC1,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0383_20260605_TVPI,FUND_0383,2026-06-05,tvpi,0.06,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_77657A67508FCFB32BC1,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0383_20260605_XIRR,FUND_0383,2026-06-05,xirr,-0.5857802787,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_77657A67508FCFB32BC1;CFINT_F6709184DE3F5B8A751A;CFINT_B738ECA0A9BE78ED4AAE;CFINT_E4BC6542AAC0BBED953D;CFINT_9AFC906B0B1754CBF4E4;CFINT_77B4354869E79D1D7340;CFINT_288359F03D775908BD49;CFINT_287FDB848B4C0B271DD5,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0384_20260605_DPI,FUND_0384,2026-06-05,dpi,0.0138067061,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_AD3DF0C0D7524475C7AB,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0384_20260605_RVPI,FUND_0384,2026-06-05,rvpi,1.0118343195,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_AD3DF0C0D7524475C7AB,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0384_20260605_TVPI,FUND_0384,2026-06-05,tvpi,1.0256410256,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_AD3DF0C0D7524475C7AB,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0384_20260605_XIRR,FUND_0384,2026-06-05,xirr,0.005058431,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_AD3DF0C0D7524475C7AB;CFINT_C374D854957EB336574B;CFINT_F884EA3286E27B7B918B;CFINT_0EDCC92D60DDD1DF9AEE;CFINT_7E80FBC1D53F975C62CE;CFINT_2C846E4CCF0A7102A6A9;CFINT_8425A1F61C12F09C0649;CFINT_6EE2711634FE20A0DDC0,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0385_20260605_DPI,FUND_0385,2026-06-05,dpi,0.01,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_12E2A23A8083C1EC55DE,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0385_20260605_RVPI,FUND_0385,2026-06-05,rvpi,1.0288,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_12E2A23A8083C1EC55DE,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0385_20260605_TVPI,FUND_0385,2026-06-05,tvpi,1.0388,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_12E2A23A8083C1EC55DE,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0385_20260605_XIRR,FUND_0385,2026-06-05,xirr,0.0090276843,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_12E2A23A8083C1EC55DE;CFINT_E3C69ECBDC845C94B5CB;CFINT_228B54E0E371CB2193B6;CFINT_C756FA890DB366253580;CFINT_3A965A72213DE1C9168E;CFINT_84AACC58F6A203311634;CFINT_A3B819DB21B7F23224D8;CFINT_0A5806C47DD60F62104F,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0386_20260605_DPI,FUND_0386,2026-06-05,dpi,0.0223577236,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_B4A1FCC91F0029F974F0,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0386_20260605_RVPI,FUND_0386,2026-06-05,rvpi,0.8577235772,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_B4A1FCC91F0029F974F0,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0386_20260605_TVPI,FUND_0386,2026-06-05,tvpi,0.8800813008,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_B4A1FCC91F0029F974F0,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0386_20260605_XIRR,FUND_0386,2026-06-05,xirr,-0.0252746027,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_B4A1FCC91F0029F974F0;CFINT_C4CE798EEFC1D99C3C6A;CFINT_2F6A77C4A25C8A07170D;CFINT_5680905D7C59E56C5E08;CFINT_0ED32763891AEFCA7219;CFINT_37971B4CEBC2D1C4E926;CFINT_7A917988F3F8766382F2;CFINT_73E16D5ED0287D1D5C01,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0387_20260605_DPI,FUND_0387,2026-06-05,dpi,0.0301204819,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_4809D59FB40A125B6C6C,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0387_20260605_RVPI,FUND_0387,2026-06-05,rvpi,0.8815261044,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_4809D59FB40A125B6C6C,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0387_20260605_TVPI,FUND_0387,2026-06-05,tvpi,0.9116465863,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_4809D59FB40A125B6C6C,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0387_20260605_XIRR,FUND_0387,2026-06-05,xirr,-0.0183974154,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_4809D59FB40A125B6C6C;CFINT_569225520F229C8BE37B;CFINT_EE36D2E8C121D8E6CB88;CFINT_FEB82AF40622B4254FA8;CFINT_F1249A168636F96B922A;CFINT_395A98E96DCC1171CF44;CFINT_EC275D1E2E355694D5DF;CFINT_28862206C46C3DDC8D33,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0388_20260605_DPI,FUND_0388,2026-06-05,dpi,1.4684684685,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_C229202FB385B15E5499,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0388_20260605_RVPI,FUND_0388,2026-06-05,rvpi,0.05,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_C229202FB385B15E5499,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0388_20260605_TVPI,FUND_0388,2026-06-05,tvpi,1.5184684685,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_C229202FB385B15E5499,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0388_20260605_XIRR,FUND_0388,2026-06-05,xirr,0.0520321061,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_C229202FB385B15E5499;CFINT_55A217AF36E6D647F86E;CFINT_C54C52DA264C509A5134;CFINT_97BF9201AA27A0C78396;CFINT_1A05CC08E86661336310;CFINT_A5B2442B12F9C3BC54DB;CFINT_AD367B82BEF323316269;CFINT_F70662D2B3D925B71908,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0389_20260605_DPI,FUND_0389,2026-06-05,dpi,0.5947100446,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_75C0909232D7B0658A6A,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0389_20260605_RVPI,FUND_0389,2026-06-05,rvpi,0.6068599703,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_75C0909232D7B0658A6A,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0389_20260605_TVPI,FUND_0389,2026-06-05,tvpi,1.2015700149,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_75C0909232D7B0658A6A,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0389_20260605_XIRR,FUND_0389,2026-06-05,xirr,0.0204726617,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_75C0909232D7B0658A6A;CFINT_AD681CBF8C6A39114B9F;CFINT_320B67B4092FF56D9BDE;CFINT_8CF2CDA475A560AED171;CFINT_98FA84354ABDED628920;CFINT_63AC523FFA11F5995EA8;CFINT_9BC83DB28E8DC21E082F;CFINT_64EA742DCD4343C455EB,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0390_20260605_DPI,FUND_0390,2026-06-05,dpi,0.9587628866,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_BF8D046021E068ABE610,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0390_20260605_RVPI,FUND_0390,2026-06-05,rvpi,0.05,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_BF8D046021E068ABE610,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0390_20260605_TVPI,FUND_0390,2026-06-05,tvpi,1.0087628866,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_BF8D046021E068ABE610,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0390_20260605_XIRR,FUND_0390,2026-06-05,xirr,0.000783023,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_BF8D046021E068ABE610;CFINT_FB97C6DC3EF5DAAC3FF5;CFINT_90601320D786E899B81A;CFINT_C3C62B4070523F09ECA0;CFINT_1E199C274C576078B938;CFINT_8C298F6607238DC2523C;CFINT_6796ACDB98068CA48220;CFINT_05ABC8FB7F86DC255E57,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0391_20260605_DPI,FUND_0391,2026-06-05,dpi,1.1588750204,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_44E294F99E4BA92140B9,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0391_20260605_RVPI,FUND_0391,2026-06-05,rvpi,0.1107499864,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_44E294F99E4BA92140B9,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0391_20260605_TVPI,FUND_0391,2026-06-05,tvpi,1.2696250068,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_44E294F99E4BA92140B9,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0391_20260605_XIRR,FUND_0391,2026-06-05,xirr,0.0162400782,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_44E294F99E4BA92140B9;CFINT_C845AA85E27FF3BF6B35;CFINT_BC0AA198B65B52DF721B;CFINT_D86788B356E322D90BC1;CFINT_CF0D5022AA76D1730B9B;CFINT_AD4C3C08771BA75F3239;CFINT_FEA02066F6637596809D;CFINT_721F8F561A99EB91A8FC,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0392_20260605_DPI,FUND_0392,2026-06-05,dpi,0.6157719207,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_BC674AE64D917F1A2959,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0392_20260605_RVPI,FUND_0392,2026-06-05,rvpi,0.5928187195,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_BC674AE64D917F1A2959,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0392_20260605_TVPI,FUND_0392,2026-06-05,tvpi,1.2085906402,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_BC674AE64D917F1A2959,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0392_20260605_XIRR,FUND_0392,2026-06-05,xirr,0.0212335558,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_BC674AE64D917F1A2959;CFINT_AA0D89B74EB1BAE23A32;CFINT_264E78ADD25E12D2836F;CFINT_F882445218321FE42029;CFINT_5BBCFE2BDAED03361967;CFINT_F3983DFBA2DBD46059D0;CFINT_6E162DDF1B5FBE808C66;CFINT_0847433EC575F9D493EE,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0393_20260605_DPI,FUND_0393,2026-06-05,dpi,0.1957365361,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_28385CE133FF409F65C3,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0393_20260605_RVPI,FUND_0393,2026-06-05,rvpi,0.9628423092,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_28385CE133FF409F65C3,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0393_20260605_TVPI,FUND_0393,2026-06-05,tvpi,1.1585788454,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_28385CE133FF409F65C3,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0393_20260605_XIRR,FUND_0393,2026-06-05,xirr,0.045685855,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_28385CE133FF409F65C3;CFINT_6CE677C11FF273449116;CFINT_2822929462497D37CAD7;CFINT_64C6F68735F644649050;CFINT_41718F7EAC1E81E67942;CFINT_EB85D6DBE4EE8ABD225D;CFINT_0B8B915AFB002B7CBFC4;CFINT_4117AC8CC012E58A2C90,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0394_20260605_DPI,FUND_0394,2026-06-05,dpi,1.0759157204,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_A904C9ED68507505E02B,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0394_20260605_RVPI,FUND_0394,2026-06-05,rvpi,0.1960561864,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_A904C9ED68507505E02B,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0394_20260605_TVPI,FUND_0394,2026-06-05,tvpi,1.2719719068,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_A904C9ED68507505E02B,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0394_20260605_XIRR,FUND_0394,2026-06-05,xirr,0.0181175135,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_A904C9ED68507505E02B;CFINT_29F9E122A83B74673B5A;CFINT_3E8629A5D6B40698ADF5;CFINT_CF5FD35609CBE04A074C;CFINT_9CEA05E8A52FAFDA0823;CFINT_AF11CF36D8F3F408BE44;CFINT_E48CEC8A653FA947254D;CFINT_1EF6CBC06C8E21F8B231,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0395_20260605_DPI,FUND_0395,2026-06-05,dpi,0.8473650913,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_E21266066C414521D9F7,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0395_20260605_RVPI,FUND_0395,2026-06-05,rvpi,0.3984232725,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_E21266066C414521D9F7,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0395_20260605_TVPI,FUND_0395,2026-06-05,tvpi,1.2457883638,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_E21266066C414521D9F7,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0395_20260605_XIRR,FUND_0395,2026-06-05,xirr,0.0200996207,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_E21266066C414521D9F7;CFINT_8C6453C744CAE175F92C;CFINT_28EFF7751ABB5BB3F2AF;CFINT_FE0BBBE5F2327A107B19;CFINT_A8CAD7E072C14595436B;CFINT_A691C69EAE2A687F20F4;CFINT_B4346BE916620ABB7A04;CFINT_D1125B408E175D8A9909,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0396_20260605_DPI,FUND_0396,2026-06-05,dpi,2.808,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_987108FB1E21B34BDF91,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0396_20260605_RVPI,FUND_0396,2026-06-05,rvpi,0.312,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_987108FB1E21B34BDF91,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0396_20260605_TVPI,FUND_0396,2026-06-05,tvpi,3.12,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_987108FB1E21B34BDF91,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
