position_id,source_holding_id,owner_id,owner_fund_id,instrument_id,position_class,accounting_scope,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,quantity_raw,quantity,quantity_unit,currency,cost,fair_value,market_value,reported_value,realized_proceeds,commitment,unfunded_commitment,principal_amount,notional_amount,fund_ownership_fraction,portfolio_weight_fraction,initial_investment_date,exit_date,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,origin_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status
POS_GENERATED_5329FDC44718986D751B,,OWNER_FUND_0681,FUND_0681,INSTR_GENERATED_5329FDC44718986D751B,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,1342173.913043,1543500.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_53341B65EF6E7E0453CA,,OWNER_FUND_0914,FUND_0914,INSTR_GENERATED_53341B65EF6E7E0453CA,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,28728000.000000,35910000.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_53444064E4217BC46CC7,,OWNER_FUND_0047,FUND_0047,INSTR_GENERATED_53444064E4217BC46CC7,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,355470.360000,444337.950000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_53B50DDB3DECCCA11FD1,,OWNER_FUND_0968,FUND_0968,INSTR_GENERATED_53B50DDB3DECCCA11FD1,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,31149333.965309,42051600.853167,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_53B910CBC1D9150C4FD2,,OWNER_FUND_0052,FUND_0052,INSTR_GENERATED_53B910CBC1D9150C4FD2,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,700459.434783,805528.350000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_53CA19E30FA9D1A13C7F,,OWNER_FUND_0201,FUND_0201,INSTR_GENERATED_53CA19E30FA9D1A13C7F,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,2722803.219709,3131223.702665,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_53D271E8B10592DECE55,,OWNER_FUND_0647,FUND_0647,INSTR_GENERATED_53D271E8B10592DECE55,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,83140991.492036,103926239.365045,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_53D891C5A7CB6D5FFC6F,,OWNER_FUND_0699,FUND_0699,INSTR_GENERATED_53D891C5A7CB6D5FFC6F,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,69573913.043478,80010000.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_53E48257E01DB11B4740,,OWNER_FUND_0299,FUND_0299,INSTR_GENERATED_53E48257E01DB11B4740,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,15276085.164506,19095106.455632,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_53FF0009C417472D6DA6,,OWNER_FUND_0636,FUND_0636,INSTR_GENERATED_53FF0009C417472D6DA6,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,136947662.622512,157489812.015889,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5425F146EDA96C873EEE,,OWNER_FUND_0201,FUND_0201,INSTR_GENERATED_5425F146EDA96C873EEE,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,1030855.539972,1391654.978962,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_543A865C4A3DAA07F924,,OWNER_FUND_0691,FUND_0691,INSTR_GENERATED_543A865C4A3DAA07F924,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,3080000.000000,3850000.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5444FC46BE7E13BEEFD3,,OWNER_FUND_0319,FUND_0319,INSTR_GENERATED_5444FC46BE7E13BEEFD3,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,39851303.999798,49814129.999748,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5454F314B44A30DE22F7,,OWNER_FUND_0808,FUND_0808,INSTR_GENERATED_5454F314B44A30DE22F7,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,151787389.238017,174555497.623720,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_54745F78F75BACD33882,,OWNER_FUND_0095,FUND_0095,INSTR_GENERATED_54745F78F75BACD33882,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,164258129.225170,188896848.608946,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_547F6E23602C80D9AF3D,,OWNER_FUND_0332,FUND_0332,INSTR_GENERATED_547F6E23602C80D9AF3D,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,33664469.948337,38714140.440588,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5489309D410709FD4700,,OWNER_FUND_1023,FUND_1023,INSTR_GENERATED_5489309D410709FD4700,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,3472000.000000,4340000.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_549E65C44E56560627F0,,OWNER_FUND_0485,FUND_0485,INSTR_GENERATED_549E65C44E56560627F0,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,35608695.652174,40950000.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_54BDB183E3293F0200B2,,OWNER_FUND_0396,FUND_0396,INSTR_GENERATED_54BDB183E3293F0200B2,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,13688412.418873,18479356.765479,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_54C3CC577A7896D939A9,,OWNER_FUND_0403,FUND_0403,INSTR_GENERATED_54C3CC577A7896D939A9,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,151579552.701673,189474440.877091,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_54D27520EC036F2EAB99,,OWNER_FUND_0578,FUND_0578,INSTR_GENERATED_54D27520EC036F2EAB99,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,10654368.574133,13317960.717666,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_54DC9ADCB2268F28EA8C,,OWNER_FUND_0036,FUND_0036,INSTR_GENERATED_54DC9ADCB2268F28EA8C,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,363885.652174,418468.500000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_54ED26D76F027E670039,,OWNER_FUND_0771,FUND_0771,INSTR_GENERATED_54ED26D76F027E670039,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,17217391.304348,19800000.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_54FA4F85F76B8514A74C,,OWNER_FUND_0367,FUND_0367,INSTR_GENERATED_54FA4F85F76B8514A74C,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,2700444.444444,3645600.000000,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5502D9E32A51D22359DF,,OWNER_FUND_0777,FUND_0777,INSTR_GENERATED_5502D9E32A51D22359DF,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,1715000.000000,2143750.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_551589BE4D80756E1E97,,OWNER_FUND_0598,FUND_0598,INSTR_GENERATED_551589BE4D80756E1E97,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,121186283.856741,151482854.820926,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_552245BD245902159CBC,,OWNER_FUND_0635,FUND_0635,INSTR_GENERATED_552245BD245902159CBC,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,90588478.605441,113235598.256801,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5562AB59530F629E3628,,OWNER_FUND_0901,FUND_0901,INSTR_GENERATED_5562AB59530F629E3628,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,123469068.210733,141989428.442343,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_557267F9940297D94ED5,,OWNER_FUND_0082,FUND_0082,INSTR_GENERATED_557267F9940297D94ED5,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,33250849.874165,44888647.330123,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_559F1FB3776909D53C56,,OWNER_FUND_0964,FUND_0964,INSTR_GENERATED_559F1FB3776909D53C56,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,31822761.969835,42960728.659277,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_55A1240AEB272630C30A,,OWNER_FUND_0871,FUND_0871,INSTR_GENERATED_55A1240AEB272630C30A,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,1778478.260870,2045250.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_55C263998228BA5DE9F8,,OWNER_FUND_0716,FUND_0716,INSTR_GENERATED_55C263998228BA5DE9F8,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,6168400.000000,7710500.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_55CC9998975F2E9CDFFB,,OWNER_FUND_0047,FUND_0047,INSTR_GENERATED_55CC9998975F2E9CDFFB,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,496775.347826,571291.650000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_55D554E574B90A429DE2,,OWNER_FUND_1031,FUND_1031,INSTR_GENERATED_55D554E574B90A429DE2,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,2961777.777778,3998400.000000,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_55DB118B6B3016D56A7C,,OWNER_FUND_0350,FUND_0350,INSTR_GENERATED_55DB118B6B3016D56A7C,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,949421.827854,1091835.102032,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_55F142D53A70D6FE2A12,,OWNER_FUND_0616,FUND_0616,INSTR_GENERATED_55F142D53A70D6FE2A12,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,7457406.305381,10067498.512265,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_55F6E3983C1D94D7BB67,,OWNER_FUND_0918,FUND_0918,INSTR_GENERATED_55F6E3983C1D94D7BB67,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,12180000.000000,15225000.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5604495588AC44397576,,OWNER_FUND_0101,FUND_0101,INSTR_GENERATED_5604495588AC44397576,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,99141971.822629,123927464.778286,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_560B182F8F9BAB2F3A99,,OWNER_FUND_1057,FUND_1057,INSTR_GENERATED_560B182F8F9BAB2F3A99,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,16537365.533101,22325443.469687,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5626FAEDF26DE859C86C,,OWNER_FUND_0138,FUND_0138,INSTR_GENERATED_5626FAEDF26DE859C86C,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,25272199.150174,29063029.022700,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_562DED89108ECFE136FE,,OWNER_FUND_0389,FUND_0389,INSTR_GENERATED_562DED89108ECFE136FE,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,137992109.737705,158690926.198361,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_56332C11AB65D144736B,,OWNER_FUND_0974,FUND_0974,INSTR_GENERATED_56332C11AB65D144736B,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,121604353.248139,139845006.235360,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5639EDF8F70A47A2D3BF,,OWNER_FUND_0406,FUND_0406,INSTR_GENERATED_5639EDF8F70A47A2D3BF,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,15660536.955448,19575671.194310,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_56403271CF4767BD6F06,,OWNER_FUND_0293,FUND_0293,INSTR_GENERATED_56403271CF4767BD6F06,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,32083720.401230,43313022.541661,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_56555866F08F344DFA91,,OWNER_FUND_0450,FUND_0450,INSTR_GENERATED_56555866F08F344DFA91,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,6290507.284276,8492184.833773,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5670F41C14E8BB896674,,OWNER_FUND_0340,FUND_0340,INSTR_GENERATED_5670F41C14E8BB896674,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,16257372.702384,18695978.607742,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_56BE062EE673B402EA7F,,OWNER_FUND_0366,FUND_0366,INSTR_GENERATED_56BE062EE673B402EA7F,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,12014814.814815,16220000.000000,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_56C66ED226026A6F0994,,OWNER_FUND_0600,FUND_0600,INSTR_GENERATED_56C66ED226026A6F0994,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,36765930.510983,49634006.189827,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_56D631F2DE532176D7A9,,OWNER_FUND_0432,FUND_0432,INSTR_GENERATED_56D631F2DE532176D7A9,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,18849007.459718,21676358.578676,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_56EEFF0CA3CA335C8985,,OWNER_FUND_0800,FUND_0800,INSTR_GENERATED_56EEFF0CA3CA335C8985,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,5066649.746193,6333312.182741,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_56EFAE6F22D25450A1BB,,OWNER_FUND_0718,FUND_0718,INSTR_GENERATED_56EFAE6F22D25450A1BB,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,2755200.000000,3444000.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_56F5E6745506AC39E539,,OWNER_FUND_0879,FUND_0879,INSTR_GENERATED_56F5E6745506AC39E539,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,99916099.076505,124895123.845631,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_56F7995F113076D94B63,,OWNER_FUND_0428,FUND_0428,INSTR_GENERATED_56F7995F113076D94B63,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,27145447.982904,36646354.776921,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5717CA0750B9656C7F77,,OWNER_FUND_0388,FUND_0388,INSTR_GENERATED_5717CA0750B9656C7F77,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,155400.000000,194250.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5725E73287641890FA56,,OWNER_FUND_0021,FUND_0021,INSTR_GENERATED_5725E73287641890FA56,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,641550.479718,866093.147619,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_573859A071436B53FAA4,,OWNER_FUND_0784,FUND_0784,INSTR_GENERATED_573859A071436B53FAA4,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,46167818.164690,62326554.522331,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_574FB43C8ECD51FF9182,,OWNER_FUND_0855,FUND_0855,INSTR_GENERATED_574FB43C8ECD51FF9182,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,51411439.259541,59123155.148472,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_57504B3195CF1EF82031,,OWNER_FUND_0756,FUND_0756,INSTR_GENERATED_57504B3195CF1EF82031,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,18234847.082167,22793558.852709,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_5764BB6B59AA7B13E0C6,,OWNER_FUND_0994,FUND_0994,INSTR_GENERATED_5764BB6B59AA7B13E0C6,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,42444335.511419,57299852.940415,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_576935D3FAF395066CCA,,OWNER_FUND_0834,FUND_0834,INSTR_GENERATED_576935D3FAF395066CCA,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,80933548.533991,101166935.667489,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_57797DEDD47E68B5B9E4,,OWNER_FUND_0737,FUND_0737,INSTR_GENERATED_57797DEDD47E68B5B9E4,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,62294665.997804,84097799.097036,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_57951FC3616CB4FB63C2,,OWNER_FUND_0401,FUND_0401,INSTR_GENERATED_57951FC3616CB4FB63C2,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,169562088.974783,194996402.321000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
