fund_period_id,fund_id,lp_id,lp_name,share_class_name,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,perspective,currency,commitment,paid_in_capital_itd,distributions_itd,nav,unfunded_commitment,recallable_distributions_itd,dpi,rvpi,tvpi,reported_irr,calculated_irr,beginning_nav,contributions_period,distributions_period,realized_gain_period,unrealized_gain_period,net_income_period,management_fee_period,other_expenses_period,ending_nav,period_return,benchmark_return,fund_size,vintage_year,strategy,sub_strategy,provenance_type,source_document_id,source_page,source_anchor,formula_id,input_observation_ids,synthetic_parameter_set_id,defect_expected,record_status
FP_67c8548989baefa0,FUND_1042,,,,as_of,,day,2020-12-31,,,,,fund_total,,35000000,,,35301944,6203617,,0.09,1.22,1.31,0.0866,,,,,,,,,,,,,,,Value Add,,EXTRACTED,SRC457,,,,08c6668cd35f0cdfa06e | 20eb68e5719116c91b1e | 3e8bd17cd40c5a1cbda2 | 41d48407efd8da59d578 | 49fdfb8b8f426969282c | 664edc55bd5ada220c95 | c08ea76dc574aba117c6,,,ACTIVE
FP_36700abc211bf5e5,FUND_1043,,,,as_of,,day,2020-12-31,,,,,fund_total,,50000000,,,10086769,39882924,,1.18,0.13,1.31,0.1397,,,,,,,,,,,,,,,Opportunistic,,EXTRACTED,SRC457,,,,045ca79676e56fb30821 | 45876c56d5cefcd360ab | 47a01c471684eca80ee0 | 4c7b9648fc2847a50c17 | 5feb5774342e31d62d88 | 8ca589fb90d0c7742302 | b3177922a797e554b74c,,,ACTIVE
FP_5fbfec338a71e692,FUND_1044,,,,as_of,,day,2020-12-31,,,,,fund_total,,40000000,,,54783081,1440087,,0.15,1.22,1.38,0.1228,,,,,,,,,,,,,,,Value Add,,EXTRACTED,SRC457,,,,09a9dac59a584e57aa11 | 4cfe9b3a37179b30fddb | 7b1cf25aa2213086f228 | 8b8ec54c7a9035360dd0 | ddac339c95262f964cdd | df14edfdac6dbed5b0d6 | e23f21e3aaec121c98d4,,,ACTIVE
FP_85fcf5727d1aa90d,FUND_1045,,,,as_of,,day,2020-12-31,,,,,fund_total,,50000000,,,10979788,39592550,,0.1,1.04,1.14,0.0746,,,,,,,,,,,,,,,Value Add,,EXTRACTED,SRC457,,,,223cb5939f32a63f71e5 | 2e679a7361afc82e86e3 | 41f6de7178d00f42c3d6 | 806d26114fe900b4e9da | 8dbe37c27f04814ebcb7 | b0c91854448bcbd98086 | fca8d1b84a2d2bea44ad,,,ACTIVE
FP_767d85f09bcb92da,FUND_1046,,,,as_of,,day,2020-12-31,,,,,fund_total,,25000000,,,29039249,520834,,0.09,1.13,1.23,0.1319,,,,,,,,,,,,,,,Value Add,,EXTRACTED,SRC457,,,,0394eaef7b0d6e3882f9 | 6d8e16e52db080e8395c | bae81b3b45257428a4d6 | d88522f8e641e2f91b81 | dc77637a81ed22ad0bf0 | e246fee033315d5f61ad | e5d0e1c853e62f42346e,,,ACTIVE
FP_42e61314f02cad0c,FUND_1047,,,,as_of,,day,2020-12-31,,,,,fund_total,,50000000,,,1000892,47466160,,,,,,,,,,,,,,,,,,,,Value Add,,EXTRACTED,SRC457,,,,14854124558cbee67f29 | 1e3b3fd2c5f1773526cf | a9e7487267d406c8c19b,,,ACTIVE
FP_d4819eae1632abed,FUND_1048,,,,as_of,,day,2020-12-31,,,,,fund_total,,30000000,,,16369937,1032953,,0.91,0.37,1.29,0.1029,,,,,,,,,,,,,,,Value Add,,EXTRACTED,SRC457,,,,179ccc6c87ceb800245a | 22d6bbfda190eb766cc2 | 2ae268832bd1aae4f44a | 4e1563646383600e5085 | b036eefd61797eaed379 | bb85fb5276327af30288 | f8fe90f0074eda0f4ea4,,,ACTIVE
FP_82c163a1eb161452,FUND_1049,,,,as_of,,day,2020-12-31,,,,,fund_total,,50000000,,,22570165,27550922,,0,1.01,1.01,0.0066,,,,,,,,,,,,,,,Value Add,,EXTRACTED,SRC457,,,,303f3a3f6268de55a4b0 | 3ffbcf51255736fb1e2f | 57d86b83d3ce54247945 | 6f01e881ef7be51f51ef | 90d6e22d3bc363e16676 | 9210714cce7df72b3c31 | b4ce45c8e3a8e05267e4,,,ACTIVE
FP_8cb082f6ceb067c9,FUND_1050,,,,as_of,,day,2022-09-30,,,,,fund_total,,500000000,183600000,2500000,193800000,,,,,1.07,,,,,,,,,,,,,,,2020,,,EXTRACTED,SRC060,,,,14bec97ca05df0b2f228 | 41501f8c97fe0266bede | 61a39462ea7fcb4ad03e | e1d20b7240fa49b15a3d | ec45df202212e746e7ed,,,ACTIVE
FPRINT_9B25F06EAD31B88B05FF,FUND_0001,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,349825873.096101,323882367.823489,58626960.728546,315026748.334650,25943505.272612,0.000000,0.1810131287,0.9726579142,1.1536710429,,0.0434749958,289824608.467878,9716471.034705,2345078.429142,7701573.807065,7875668.708366,3477895.301615,1049477.619288,174912.936548,315026748.334650,0.0615225441,0.2038617761,349825873.096101,2022,Buyout,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_D89D3607251F631B9972,FUND_0002,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,228209692.089036,223645498.247255,220990883.799171,61408542.497991,4564193.841781,0.000000,0.9881302576,0.2745798283,1.2627100859,,0.0187976857,56495859.098152,6709364.947418,8839635.351967,5628523.855072,1535213.562450,677950.309178,684629.076267,114104.846045,61408542.497991,0.1246631862,0.2038617761,228209692.089036,2006,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_CD32EC1729642FDD0E79,FUND_0003,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,243470807.146070,238601391.003149,199966192.465657,96541878.355929,4869416.142921,0.000000,0.8380763902,0.4046157399,1.2426921301,,0.0197501924,88818528.087454,7158041.730094,7998647.698626,5936734.766070,2413546.958898,1065822.337049,730412.421438,121735.403573,96541878.355929,0.0964208304,0.2038617761,243470807.146070,2009,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_CDA69B0F87B24F979F5B,FUND_0004,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,3000000.000000,2558543.000000,4987944.000000,127927.150000,441457.000000,0.000000,1.9495251790,0.0500000000,1.9995251790,,0.0643259742,117692.978000,76756.290000,199517.760000,138885.147514,3198.178750,1412.315736,9000.000000,1500.000000,127927.150000,1.1300218948,0.2038617761,332543959.972742,2007,Growth Equity,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_3070A16ABD92E47E85D9,FUND_0005,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,750000.000000,7500.000000,765912.000000,4250000.000000,0.000000,0.0100000000,1.0212160000,1.0312160000,,0.0060720797,704639.040000,22500.000000,300.000000,28969.491520,19147.800000,8455.668480,15000.000000,2500.000000,765912.000000,0.0554510292,0.2038617761,588931371.971365,2020,Venture Capital,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_EE11E0E4375F8FA0AAFA,FUND_0006,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,500000.000000,500000.000000,312267.000000,273598.000000,0.000000,0.000000,0.6245340000,0.5471960000,1.1717300000,,0.0229328288,251710.160000,15000.000000,12490.680000,11268.048080,6839.950000,3020.521920,1500.000000,250.000000,273598.000000,0.0769874367,0.2038617761,333212343.901020,2016,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_5F2702995A2C854D5690,FUND_0007,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1000000.000000,1000000.000000,66947.000000,1337358.000000,0.000000,0.000000,0.0669470000,1.3373580000,1.4043050000,,0.0527798887,1230369.360000,30000.000000,2677.880000,34968.137680,33433.950000,14764.432320,3000.000000,500.000000,1337358.000000,0.0647500845,0.2038617761,198549466.632140,2018,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_85E3B87612C23E5DC6AF,FUND_0008,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,2000000.000000,2000000.000000,20000.000000,2000000.000000,0.000000,0.000000,0.0100000000,1.0000000000,1.0100000000,,0.0016995620,1840000.000000,60000.000000,800.000000,35720.000000,50000.000000,22080.000000,6000.000000,1000.000000,2000000.000000,0.0547826087,0.2038617761,498150878.878504,2019,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_4AE7BFA2BBDCFED98E2B,FUND_0009,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,2000000.000000,500000.000000,5000.000000,500000.000000,1500000.000000,0.000000,0.0100000000,1.0000000000,1.0100000000,,0.0023233060,460000.000000,15000.000000,200.000000,14180.000000,12500.000000,5520.000000,6000.000000,1000.000000,500000.000000,0.0547826087,0.2038617761,542460222.420835,2021,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_8D6DD09AB6DA10227301,FUND_0010,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,5000000.000000,1786462.000000,5066868.000000,0.000000,0.000000,0.3572924000,1.0133736000,1.3706660000,,0.0224293432,4661518.560000,150000.000000,71458.480000,161697.997280,126671.700000,55938.222720,15000.000000,2500.000000,5066868.000000,0.0701076089,0.2038617761,356179709.394598,2007,Venture Capital,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E2505BDD1A047F874C8E,FUND_0011,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,2500000.000000,2123388.000000,325791.000000,3357542.000000,376612.000000,0.000000,0.1534298018,1.5812192590,1.7346490608,,0.0642028997,3088938.640000,63701.640000,13031.640000,105677.546320,83938.550000,37067.263680,7500.000000,1250.000000,3357542.000000,0.0705528291,0.2038617761,166286942.370386,2015,Natural Resources,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_C400995A22DEAB987D7E,FUND_0012,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,2000000.000000,800000.000000,8000.000000,809911.000000,1200000.000000,0.000000,0.0100000000,1.0123887500,1.0223887500,,0.0043708033,745118.120000,24000.000000,320.000000,18923.687560,20247.775000,8941.417440,6000.000000,1000.000000,809911.000000,0.0551763256,0.2038617761,376276636.666366,2020,Venture Capital,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_EDD28F29E6F2A3402D02,FUND_0013,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,7000000.000000,6860000.000000,18460010.735096,343000.000000,140000.000000,0.000000,2.6909636640,0.0500000000,2.7409636640,,0.0690793683,315560.000000,205800.000000,738400.429404,572178.709404,8575.000000,3786.720000,21000.000000,3500.000000,343000.000000,1.7747510122,0.2038617761,251108579.910373,2000,Buyout,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_849835E8EABB4955A2CC,FUND_0014,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,4572752.000000,999656.000000,6450024.000000,427248.000000,0.000000,0.2186114620,1.4105344003,1.6291458623,,0.0701634743,5934022.080000,137182.560000,39986.240000,203846.735040,161250.600000,71208.264960,15000.000000,2500.000000,6450024.000000,0.0705770208,0.2038617761,503931573.095573,2017,Growth Equity,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_5C61160EAA30DF08913E,FUND_0015,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,4958865.000000,10035885.000000,1261542.000000,41135.000000,0.000000,2.0238270249,0.2544013600,2.2782283849,,0.0833561424,1160618.640000,148765.950000,401435.400000,325626.836320,31538.550000,13927.423680,15000.000000,2500.000000,1261542.000000,0.3046589102,0.2038617761,340433213.779613,2009,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_22F0AFBB326D11B98882,FUND_0016,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,7000000.000000,5808912.000000,6137035.000000,4319631.000000,1191088.000000,0.000000,1.0564861372,0.7436213528,1.8001074900,,0.0895781570,3974060.520000,174267.360000,245481.400000,285605.018760,107990.775000,47688.726240,21000.000000,3500.000000,4319631.000000,0.1048762388,0.2038617761,597313612.657703,2016,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_25D0027E3F19DBE081FA,FUND_0017,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,903410.000000,9034.100000,824129.000000,4096590.000000,0.000000,0.0100000000,0.9122425034,0.9222425034,,-0.0158457978,758198.680000,27102.300000,361.364000,26987.774840,20603.225000,9098.384160,15000.000000,2500.000000,824129.000000,0.0516874865,0.2038617761,412798269.892823,2020,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_6A4EC7159597A8D3A285,FUND_0018,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,2000000.000000,2000000.000000,1200000.000000,100000.000000,0.000000,0.000000,0.6000000000,0.0500000000,0.6500000000,,-0.0325176553,92000.000000,60000.000000,48000.000000,-604.000000,2500.000000,1104.000000,6000.000000,1000.000000,100000.000000,-0.0434782609,0.2038617761,403097837.346880,2004,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_2476D67EAE14756017FD,FUND_0019,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,2500000.000000,2500000.000000,1745853.000000,5706239.000000,0.000000,0.000000,0.6983412000,2.2824956000,2.9808368000,,0.1260480739,5249739.880000,75000.000000,69834.120000,254430.386440,142655.975000,62996.878560,7500.000000,1250.000000,5706239.000000,0.0859724958,0.2038617761,512236403.284607,2014,Venture Capital,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E62ECA00A0724CE69C0B,FUND_0020,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,2500000.000000,2000000.000000,2829954.000000,3647426.000000,500000.000000,0.000000,1.4149770000,1.8237130000,3.2386900000,,0.2237856766,3355631.920000,60000.000000,113198.160000,222289.006960,91185.650000,40267.583040,7500.000000,1250.000000,3647426.000000,0.1028099172,0.2038617761,304518493.898735,2018,Venture Capital,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_CE2F1CBB2488CA7E9DF6,FUND_0021,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,4900000.000000,1348187.039019,4330465.738094,100000.000000,0.000000,0.2751402120,0.8837685180,1.1589087300,,0.0193607870,3984028.479046,147000.000000,53927.481561,114794.755407,108261.643452,47808.341749,15000.000000,2500.000000,4330465.738094,0.0635951128,0.2038617761,556528772.080787,2016,Growth Equity,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E66D16B2FEEE9D4B3CC2,FUND_0022,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,1813042.000000,18130.420000,1577891.000000,3186958.000000,0.000000,0.0100000000,0.8703003019,0.8803003019,,-0.0293651973,1451659.720000,54391.260000,725.216800,33198.045160,39447.275000,17419.916640,15000.000000,2500.000000,1577891.000000,0.0499877732,0.2038617761,514161861.051348,2021,Infrastructure,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_0CA30C7860C51BE427A1,FUND_0023,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,7000000.000000,3656797.000000,84954.000000,3597627.000000,3343203.000000,0.000000,0.0232318064,0.9838191729,1.0070509793,,0.0010617907,3309816.840000,109703.910000,3398.160000,76345.932920,89940.675000,39717.802080,21000.000000,3500.000000,3597627.000000,0.0548382037,0.2038617761,478642262.139885,2018,Natural Resources,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E1622704F56D178E5EA3,FUND_0024,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,4900000.000000,728896.992210,13898978.048700,100000.000000,0.000000,0.1487544882,2.8365261324,2.9852806206,,0.1421314899,12787059.804804,147000.000000,29155.879688,510654.954709,347474.451217,153444.717658,15000.000000,2500.000000,13898978.048700,0.0777406330,0.2038617761,582683292.068126,2016,Buyout,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_C6AF61C17D3E2516CF60,FUND_0025,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,10000000.000000,7894837.000000,455404.000000,13286105.000000,2105163.000000,0.000000,0.0576837749,1.6828852831,1.7405690580,,0.0869289496,12223216.600000,236845.110000,18216.160000,400428.225800,332152.625000,146678.599200,30000.000000,5000.000000,13286105.000000,0.0690701538,0.2038617761,573693510.498852,2018,Buyout,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_50B91F27B497C1D8FBB0,FUND_0026,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,1238751.000000,12387.510000,1262981.000000,3761249.000000,0.000000,0.0100000000,1.0195600246,1.0295600246,,0.0057538552,1161942.520000,37162.530000,495.500400,36353.615160,31574.525000,13943.310240,15000.000000,2500.000000,1262981.000000,0.0553998578,0.2038617761,191521271.350106,2020,Buyout,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_1D8DAC18FD2D3A926C6D,FUND_0027,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,4950000.000000,19800000.000000,1512027.000000,50000.000000,0.000000,4.0000000000,0.3054600000,4.3054600000,,0.1242332268,1391064.840000,148500.000000,792000.000000,727468.706920,37800.675000,16692.778080,15000.000000,2500.000000,1512027.000000,0.5495517808,0.2038617761,485795069.240689,2005,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_3E32E78C239610246DCE,FUND_0028,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,4750000.000000,9986136.000000,237500.000000,250000.000000,0.000000,2.1023444211,0.0500000000,2.1523444211,,0.0714279838,218500.000000,142500.000000,399445.440000,284885.940000,5937.500000,2622.000000,15000.000000,2500.000000,237500.000000,1.2629081922,0.2038617761,155029699.165588,2007,Growth Equity,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_2F324AC6F84757CB3F4C,FUND_0029,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,14000000.000000,13997557.000000,3599655.000000,1442315.000000,2443.000000,0.000000,0.2571630892,0.1030404806,0.3602035698,,-0.0642627193,1326929.800000,419926.710000,143986.200000,-163536.342600,36057.875000,15923.157600,42000.000000,7000.000000,1442315.000000,-0.1209975916,0.2038617761,279846957.626875,2002,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_D11DBB3FE38DEEADFA4C,FUND_0030,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,145000.000000,145000.000000,2565.000000,142435.000000,0.000000,0.000000,0.0176896552,0.9823103448,1.0000000000,,-0.0000000000,131040.200000,4350.000000,102.600000,2521.542600,3560.875000,1572.482400,435.000000,72.500000,142435.000000,0.0545435675,0.2038617761,195209452.057233,2011,Special Situations,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_6B64E617C6580A066903,FUND_0031,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,175000.000000,175000.000000,1750.000000,174245.000000,0.000000,0.000000,0.0100000000,0.9956857143,1.0056857143,,0.0004991469,160305.400000,5250.000000,70.000000,3092.310200,4356.125000,1923.664800,525.000000,87.500000,174245.000000,0.0546431998,0.2038617761,599472026.409798,2012,Special Situations,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_333CE4D1CB29FCFFE142,FUND_0032,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,222250.000000,222250.000000,2222.500000,222250.000000,0.000000,0.000000,0.0100000000,1.0000000000,1.0100000000,,0.0009413667,204470.000000,6667.500000,88.900000,3969.385000,5556.250000,2453.640000,666.750000,111.125000,222250.000000,0.0547826087,0.2038617761,485509346.415401,2013,Special Situations,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_FA69F39556F27202BAB4,FUND_0033,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,225000.000000,225000.000000,2250.000000,225000.000000,0.000000,0.000000,0.0100000000,1.0000000000,1.0100000000,,0.0010169164,207000.000000,6750.000000,90.000000,4018.500000,5625.000000,2484.000000,675.000000,112.500000,225000.000000,0.0547826087,0.2038617761,438942880.216929,2014,Special Situations,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_B4C1E72D32A87BF52FE3,FUND_0034,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1000000.000000,1000000.000000,4000000.000000,1506227.000000,0.000000,0.000000,4.0000000000,1.5062270000,5.5062270000,,0.1606553124,1385728.840000,30000.000000,160000.000000,199713.738920,37655.675000,16628.746080,3000.000000,500.000000,1506227.000000,0.1807699694,0.2038617761,531601150.581411,2008,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_9D69B1E390CBC849D2DE,FUND_0035,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1500000.000000,1500000.000000,2869007.000000,75000.000000,0.000000,0.000000,1.9126713333,0.0500000000,1.9626713333,,0.0699483184,69000.000000,45000.000000,114760.280000,78307.280000,1875.000000,828.000000,4500.000000,750.000000,75000.000000,1.0979750725,0.2038617761,348983301.841767,2009,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_6ABCFB4C80C1C077D344,FUND_0036,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1500000.000000,1500000.000000,277541.000000,929930.000000,0.000000,0.000000,0.1850273333,0.6199533333,0.8049806667,,-0.0177629988,855535.600000,45000.000000,11101.640000,12231.362800,23248.250000,10266.427200,4500.000000,750.000000,929930.000000,0.0473341378,0.2038617761,150943152.282316,2010,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
