"route_order","file_id","filename","page_count","canonical_doc_type","source_header_doc_type","route","product_tier","routing_status","routing_reason","issuer","source_sha256","txt_path","pdf_path","image_dir","grid_path"
"111","SRC092","Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.pdf","116","Financials","Financials","01-financials","REFERENCE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","KPMG LLP","e566bdf7c387180a66ab815347eec3dd7cdbd602412c0985f445029f73614520","data/documents/txt/Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.txt","data/documents/pdf/Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.pdf","data/documents/images/Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015","data/documents/grids/Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.csv"
"112","SRC221","Financials_IMRF_Illinois_ACFR_2023.pdf","116","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Illinois Municipal Retirement Fund (IMRF)","79ab003921a489c4627fb7c89da1986297ca0933419426d3986cd018429706aa","data/documents/txt/Financials_IMRF_Illinois_ACFR_2023.txt","data/documents/pdf/Financials_IMRF_Illinois_ACFR_2023.pdf","data/documents/images/Financials_IMRF_Illinois_ACFR_2023","data/documents/grids/Financials_IMRF_Illinois_ACFR_2023.csv"
"113","SRC113","Financials_KPMG_HedgeFund_Illustrative_2025.pdf","118","Financials","Financials","01-financials","REFERENCE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","KPMG LLP","2475c6ce71cd07fcd0e2f10692a65cec8b252edb80456d550c4ccd78705f16dd","data/documents/txt/Financials_KPMG_HedgeFund_Illustrative_2025.txt","data/documents/pdf/Financials_KPMG_HedgeFund_Illustrative_2025.pdf","data/documents/images/Financials_KPMG_HedgeFund_Illustrative_2025","data/documents/grids/Financials_KPMG_HedgeFund_Illustrative_2025.csv"
"114","SRC207","Financials_Michigan_MSERS_ACFR_FY2025.pdf","118","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Michigan Office of the Auditor General / Michigan State Employees' Retirement System (SMRS)","05a94e08d6ed3faaa6f5dd5bc1d750158c1c16b076a831ce46312eeb3a80aff9","data/documents/txt/Financials_Michigan_MSERS_ACFR_FY2025.txt","data/documents/pdf/Financials_Michigan_MSERS_ACFR_FY2025.pdf","data/documents/images/Financials_Michigan_MSERS_ACFR_FY2025","data/documents/grids/Financials_Michigan_MSERS_ACFR_FY2025.csv"
"115","SRC200","Financials_Massachusetts_PRIT_ACFR_FY2024.pdf","119","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Massachusetts Pension Reserves Investment Management Board (PRIM/PRIT Fund)","b12c825c1de401e66bc3d4da87adba7092c6e183fbf094774b95dd34b82de834","data/documents/txt/Financials_Massachusetts_PRIT_ACFR_FY2024.txt","data/documents/pdf/Financials_Massachusetts_PRIT_ACFR_FY2024.pdf","data/documents/images/Financials_Massachusetts_PRIT_ACFR_FY2024","data/documents/grids/Financials_Massachusetts_PRIT_ACFR_FY2024.csv"
"116","SRC362","Financials_Emory_University_FY2025_Audited.pdf","119","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Emory University","b44f6eb06029f3b9ea6a4487708d37fc8b31053c1a26d58a6823896bd483d59a","data/documents/txt/Financials_Emory_University_FY2025_Audited.txt","data/documents/pdf/Financials_Emory_University_FY2025_Audited.pdf","data/documents/images/Financials_Emory_University_FY2025_Audited","data/documents/grids/Financials_Emory_University_FY2025_Audited.csv"
"117","SRC443","Financials_GrantThornton_IFRS_Example_Consolidated_FY2024.pdf","120","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Grant Thornton International","7641839091c698a7f32ceee837438c017e01e5f37ed316f3497652da4c87366b","data/documents/txt/Financials_GrantThornton_IFRS_Example_Consolidated_FY2024.txt","data/documents/pdf/Financials_GrantThornton_IFRS_Example_Consolidated_FY2024.pdf","data/documents/images/Financials_GrantThornton_IFRS_Example_Consolidated_FY2024","data/documents/grids/Financials_GrantThornton_IFRS_Example_Consolidated_FY2024.csv"
"118","SRC266","Financials_Brookfield_REIT_Annual_Report_FY2024.pdf","121","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Brookfield Real Estate Income Trust Inc.","aa938f153139c289ae75252897df2f1ea69bd6f34fac8490963167c1a60348ae","data/documents/txt/Financials_Brookfield_REIT_Annual_Report_FY2024.txt","data/documents/pdf/Financials_Brookfield_REIT_Annual_Report_FY2024.pdf","data/documents/images/Financials_Brookfield_REIT_Annual_Report_FY2024","data/documents/grids/Financials_Brookfield_REIT_Annual_Report_FY2024.csv"
"119","SRC267","Financials_Brookfield_REIT_Annual_Report_FY2023.pdf","122","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Brookfield Real Estate Income Trust Inc.","b05ad85ab065af4cfcb8f89b08d8312a82fb2d30e111cfb2409fb84f5af1e2c5","data/documents/txt/Financials_Brookfield_REIT_Annual_Report_FY2023.txt","data/documents/pdf/Financials_Brookfield_REIT_Annual_Report_FY2023.pdf","data/documents/images/Financials_Brookfield_REIT_Annual_Report_FY2023","data/documents/grids/Financials_Brookfield_REIT_Annual_Report_FY2023.csv"
"120","SRC310","Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar.pdf","122","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Cordiant Digital Infrastructure Limited","496b9414bcc705b0250cbf24aabb36f5e35c04a46b230734d97aff351a2331ea","data/documents/txt/Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar.txt","data/documents/pdf/Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar.pdf","data/documents/images/Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar","data/documents/grids/Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar.csv"
"121","SRC409","Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2023Mar.pdf","124","Financials","Schedule_Inv","01-financials","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","AMG Pantheon Fund, LLC","e86d0f49a8887a2753bc662ac6a7a8f2996fb300191002ace0f1c51b7813177a","data/documents/txt/Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2023Mar.txt","data/documents/pdf/Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2023Mar.pdf","data/documents/images/Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2023Mar","data/documents/grids/Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2023Mar.csv"
"122","SRC441","Financials_Deloitte_Luxembourg_GAAP_Illustrative_Annual_Accounts_Nov2020.pdf","124","Financials","Financials","01-financials","REFERENCE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Deloitte Luxembourg","1629e84e4bbc1cdc84c299534bfafd48b71ca572ca3b2dc63fe4bdc6617ef6b9","data/documents/txt/Financials_Deloitte_Luxembourg_GAAP_Illustrative_Annual_Accounts_Nov2020.txt","data/documents/pdf/Financials_Deloitte_Luxembourg_GAAP_Illustrative_Annual_Accounts_Nov2020.pdf","data/documents/images/Financials_Deloitte_Luxembourg_GAAP_Illustrative_Annual_Accounts_Nov2020","data/documents/grids/Financials_Deloitte_Luxembourg_GAAP_Illustrative_Annual_Accounts_Nov2020.csv"
"123","SRC609","Financials_Maryland_SRPS_CAFR_FY2013_Jun30.pdf","125","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Maryland State Retirement and Pension System (copy held by Maryland State Archives)","b47672f6902a027b1b57d8c0834a49d78e7a0383e65fb56f8dd3374ad20ae19b","data/documents/txt/Financials_Maryland_SRPS_CAFR_FY2013_Jun30.txt","data/documents/pdf/Financials_Maryland_SRPS_CAFR_FY2013_Jun30.pdf","data/documents/images/Financials_Maryland_SRPS_CAFR_FY2013_Jun30","data/documents/grids/Financials_Maryland_SRPS_CAFR_FY2013_Jun30.csv"
"124","SRC109","Financials_PershingSquareHoldings_Annual2025.pdf","126","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pershing Square Holdings, Ltd.","9cd5b25df4854833bb61ff012c690005661053cdc8fb28e6622e85a44e5ddfa0","data/documents/txt/Financials_PershingSquareHoldings_Annual2025.txt","data/documents/pdf/Financials_PershingSquareHoldings_Annual2025.pdf","data/documents/images/Financials_PershingSquareHoldings_Annual2025","data/documents/grids/Financials_PershingSquareHoldings_Annual2025.csv"
"125","SRC398","Schedule_Inv_BlackRock_Direct_Lending_Corp_ARS_FY2025.pdf","126","Financials","Schedule_Inv","01-financials","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","BlackRock Direct Lending Corp.","64f382c1e929aecf9b7e9a5e7fea8371568ef6ce65e9dc133c0096f608f80cbd","data/documents/txt/Schedule_Inv_BlackRock_Direct_Lending_Corp_ARS_FY2025.txt","data/documents/pdf/Schedule_Inv_BlackRock_Direct_Lending_Corp_ARS_FY2025.pdf","data/documents/images/Schedule_Inv_BlackRock_Direct_Lending_Corp_ARS_FY2025","data/documents/grids/Schedule_Inv_BlackRock_Direct_Lending_Corp_ARS_FY2025.csv"
"126","SRC265","Financials_Brookfield_REIT_Annual_Report_FY2025.pdf","128","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Brookfield Real Estate Income Trust Inc.","6db654fea3ddd172c946b7a1ddddb5bd9b3e913578758aa8157915e5422f6dd0","data/documents/txt/Financials_Brookfield_REIT_Annual_Report_FY2025.txt","data/documents/pdf/Financials_Brookfield_REIT_Annual_Report_FY2025.pdf","data/documents/images/Financials_Brookfield_REIT_Annual_Report_FY2025","data/documents/grids/Financials_Brookfield_REIT_Annual_Report_FY2025.csv"
"127","SRC403","Schedule_Inv_CNL_Strategic_Residential_Credit_ARS_FY2025.pdf","128","Financials","Schedule_Inv","01-financials","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","CNL Strategic Residential Credit, Inc.","04ab575223d80ee20c6b519eb95190aa23e38a1b70bac6032a5cf124aa4c9184","data/documents/txt/Schedule_Inv_CNL_Strategic_Residential_Credit_ARS_FY2025.txt","data/documents/pdf/Schedule_Inv_CNL_Strategic_Residential_Credit_ARS_FY2025.pdf","data/documents/images/Schedule_Inv_CNL_Strategic_Residential_Credit_ARS_FY2025","data/documents/grids/Schedule_Inv_CNL_Strategic_Residential_Credit_ARS_FY2025.csv"
"128","SRC408","Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2024Mar.pdf","128","Financials","Schedule_Inv","01-financials","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","AMG Pantheon Fund, LLC","80355ea3161280a6275b13e55456fe5b4271f6aeda328143a337a608b8f1f64e","data/documents/txt/Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2024Mar.txt","data/documents/pdf/Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2024Mar.pdf","data/documents/images/Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2024Mar","data/documents/grids/Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2024Mar.csv"
"129","SRC280","Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.pdf","130","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","InPoint Commercial Real Estate Income, Inc.","cdd129db8b385b3a25dee8bba6d3e03ad811b397a52c2078494f71734199bd4d","data/documents/txt/Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.txt","data/documents/pdf/Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.pdf","data/documents/images/Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024","data/documents/grids/Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.csv"
"130","SRC281","Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025.pdf","131","Financials","Schedule_Inv","01-financials","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","InPoint Commercial Real Estate Income, Inc.","e95c09a1deb0d887dd1f4ccc9d33ffa091e33f208ed9cc3edb65b8ae313e9d3f","data/documents/txt/Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025.txt","data/documents/pdf/Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025.pdf","data/documents/images/Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025","data/documents/grids/Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025.csv"
"131","SRC279","Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf","132","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","FS Credit Real Estate Income Trust, Inc.","e91ea36f8ce32bc7bc645355a45f74ea73aed6cf5ba49e33fd5d7f21f9b447e6","data/documents/txt/Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.txt","data/documents/pdf/Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf","data/documents/images/Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025","data/documents/grids/Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.csv"
"132","SRC302","Financials_Greencoat_UK_Wind_Annual_Report_FY2024.pdf","132","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Greencoat UK Wind PLC","4c273a446e6016b41eb12f0fa110b96709256e76c60a56d116761764cad3b17d","data/documents/txt/Financials_Greencoat_UK_Wind_Annual_Report_FY2024.txt","data/documents/pdf/Financials_Greencoat_UK_Wind_Annual_Report_FY2024.pdf","data/documents/images/Financials_Greencoat_UK_Wind_Annual_Report_FY2024","data/documents/grids/Financials_Greencoat_UK_Wind_Annual_Report_FY2024.csv"
"133","SRC424","Schedule_Inv_Invesco_Commercial_Real_Estate_Finance_Trust_ARS_FY2025.pdf","132","Financials","Schedule_Inv","01-financials","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Invesco Commercial Real Estate Finance Trust, Inc.","9c566acc620c07dae9aa7c98d46bc9595ea202ca9479e67d9b20cf629ef3585c","data/documents/txt/Schedule_Inv_Invesco_Commercial_Real_Estate_Finance_Trust_ARS_FY2025.txt","data/documents/pdf/Schedule_Inv_Invesco_Commercial_Real_Estate_Finance_Trust_ARS_FY2025.pdf","data/documents/images/Schedule_Inv_Invesco_Commercial_Real_Estate_Finance_Trust_ARS_FY2025","data/documents/grids/Schedule_Inv_Invesco_Commercial_Real_Estate_Finance_Trust_ARS_FY2025.csv"
"134","SRC209","Financials_Kansas_KPERS_ACFR_FY2025.pdf","133","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Kansas Public Employees Retirement System (KPERS)","9573eba6ccd25c08e99aefb04e6d6a91e060677303d0bceb0c4fd590d37d9c7f","data/documents/txt/Financials_Kansas_KPERS_ACFR_FY2025.txt","data/documents/pdf/Financials_Kansas_KPERS_ACFR_FY2025.pdf","data/documents/images/Financials_Kansas_KPERS_ACFR_FY2025","data/documents/grids/Financials_Kansas_KPERS_ACFR_FY2025.csv"
"135","SRC277","Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023.pdf","133","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Sculptor Diversified Real Estate Income Trust, Inc.","de862194a32a4fc5f5036ddaa8c90fe74962d58331222d86a9d0504606e582cb","data/documents/txt/Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023.txt","data/documents/pdf/Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023.pdf","data/documents/images/Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023","data/documents/grids/Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023.csv"
"136","SRC106","Financials_Tetragon_Financial_Group_Annual2022.pdf","136","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Tetragon Financial Group Limited","d7add5dd02074a124d38489ada98cb96a15b2d17b197ec0c42f2a1da61215161","data/documents/txt/Financials_Tetragon_Financial_Group_Annual2022.txt","data/documents/pdf/Financials_Tetragon_Financial_Group_Annual2022.pdf","data/documents/images/Financials_Tetragon_Financial_Group_Annual2022","data/documents/grids/Financials_Tetragon_Financial_Group_Annual2022.csv"
"137","SRC258","Financials_JLLIPT_Annual_Report_FY2024.pdf","136","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","JLL Income Property Trust, Inc.","eda8c18a4dda79d2bc68fdc1827896cad1e0edfe97ab5cd7d3b50bcdb3f6f441","data/documents/txt/Financials_JLLIPT_Annual_Report_FY2024.txt","data/documents/pdf/Financials_JLLIPT_Annual_Report_FY2024.pdf","data/documents/images/Financials_JLLIPT_Annual_Report_FY2024","data/documents/grids/Financials_JLLIPT_Annual_Report_FY2024.csv"
"138","SRC303","Financials_Greencoat_UK_Wind_Annual_Report_FY2025.pdf","136","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Greencoat UK Wind PLC","347ae7f41aba5cfdccbbf896750515f06d39c4a8f8a78a5ef4852762d52bfad0","data/documents/txt/Financials_Greencoat_UK_Wind_Annual_Report_FY2025.txt","data/documents/pdf/Financials_Greencoat_UK_Wind_Annual_Report_FY2025.pdf","data/documents/images/Financials_Greencoat_UK_Wind_Annual_Report_FY2025","data/documents/grids/Financials_Greencoat_UK_Wind_Annual_Report_FY2025.csv"
"139","SRC273","Financials_RREEF_Property_Trust_Annual_Report_FY2022.pdf","138","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","RREEF Property Trust, Inc.","5f2eb6eb6ec9f116b084691df0bbf3152ab8f75314be762289808c88c27ebfe9","data/documents/txt/Financials_RREEF_Property_Trust_Annual_Report_FY2022.txt","data/documents/pdf/Financials_RREEF_Property_Trust_Annual_Report_FY2022.pdf","data/documents/images/Financials_RREEF_Property_Trust_Annual_Report_FY2022","data/documents/grids/Financials_RREEF_Property_Trust_Annual_Report_FY2022.csv"
"140","SRC276","Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024.pdf","138","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Sculptor Diversified Real Estate Income Trust, Inc.","003b7bb4a5683513788bb1ec2a8149e4e8323612d36886347e78735fb90dabbb","data/documents/txt/Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024.txt","data/documents/pdf/Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024.pdf","data/documents/images/Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024","data/documents/grids/Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024.csv"
"141","SRC191","Financials_Nevada_PERS_ACFR_FY2024.pdf","139","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Public Employees' Retirement System of Nevada","67d8ca6a787bbbbc1ed2450544128ccd1bfe8e21db9cdc9ddde8888351f84b03","data/documents/txt/Financials_Nevada_PERS_ACFR_FY2024.txt","data/documents/pdf/Financials_Nevada_PERS_ACFR_FY2024.pdf","data/documents/images/Financials_Nevada_PERS_ACFR_FY2024","data/documents/grids/Financials_Nevada_PERS_ACFR_FY2024.csv"
"142","SRC259","Financials_JLLIPT_Annual_Report_FY2023.pdf","139","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","JLL Income Property Trust, Inc.","332c6e91a52c3902096bf721cf1fa169273fa0f0960f152914b3e145952e9406","data/documents/txt/Financials_JLLIPT_Annual_Report_FY2023.txt","data/documents/pdf/Financials_JLLIPT_Annual_Report_FY2023.pdf","data/documents/images/Financials_JLLIPT_Annual_Report_FY2023","data/documents/grids/Financials_JLLIPT_Annual_Report_FY2023.csv"
"143","SRC271","Financials_RREEF_Property_Trust_Annual_Report_FY2025.pdf","140","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","RREEF Property Trust, Inc.","4cc2f679314d96786553d2919f317d3cab675e8d682119cedb14f68966f13b2f","data/documents/txt/Financials_RREEF_Property_Trust_Annual_Report_FY2025.txt","data/documents/pdf/Financials_RREEF_Property_Trust_Annual_Report_FY2025.pdf","data/documents/images/Financials_RREEF_Property_Trust_Annual_Report_FY2025","data/documents/grids/Financials_RREEF_Property_Trust_Annual_Report_FY2025.csv"
"144","SRC292","Financials_Pantheon_Infrastructure_Annual_Report_FY2024.pdf","140","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pantheon Infrastructure Plc","e7c29aea4c824e2869920f49ea7ad3114ba8567bc95ac16ff97707c60d7639cd","data/documents/txt/Financials_Pantheon_Infrastructure_Annual_Report_FY2024.txt","data/documents/pdf/Financials_Pantheon_Infrastructure_Annual_Report_FY2024.pdf","data/documents/images/Financials_Pantheon_Infrastructure_Annual_Report_FY2024","data/documents/grids/Financials_Pantheon_Infrastructure_Annual_Report_FY2024.csv"
"145","SRC293","Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.pdf","140","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","BBGI Global Infrastructure S.A.","b247928e7323039c025d393511ff830b103b3d12b677b030bafad639e213b1ec","data/documents/txt/Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.txt","data/documents/pdf/Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.pdf","data/documents/images/Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024","data/documents/grids/Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.csv"
"146","SRC304","Financials_Sofina_Annual_Report_FY2024.pdf","140","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Sofina Societe Anonyme","4159003533847e2474bc330a1c34f782f82ed85ae4de35f1e6734948b6f43235","data/documents/txt/Financials_Sofina_Annual_Report_FY2024.txt","data/documents/pdf/Financials_Sofina_Annual_Report_FY2024.pdf","data/documents/images/Financials_Sofina_Annual_Report_FY2024","data/documents/grids/Financials_Sofina_Annual_Report_FY2024.csv"
"147","SRC346","Financials_Aware_Super_ASIC_Financial_Report_FY2025.pdf","141","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Aware Super (lodged with ASIC)","490b7f667dc276a0fedb2051d7bb99754d7f16bebb9d859bb01f258b686b6f92","data/documents/txt/Financials_Aware_Super_ASIC_Financial_Report_FY2025.txt","data/documents/pdf/Financials_Aware_Super_ASIC_Financial_Report_FY2025.pdf","data/documents/images/Financials_Aware_Super_ASIC_Financial_Report_FY2025","data/documents/grids/Financials_Aware_Super_ASIC_Financial_Report_FY2025.csv"
"148","SRC246","Financials_JLL_Income_Property_Trust_ARS_FY2025.pdf","142","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","JLL Income Property Trust, Inc.","585f55beaa516def5f825a0dd02f518fdc690c5bcc254b63172601464b5e9e7e","data/documents/txt/Financials_JLL_Income_Property_Trust_ARS_FY2025.txt","data/documents/pdf/Financials_JLL_Income_Property_Trust_ARS_FY2025.pdf","data/documents/images/Financials_JLL_Income_Property_Trust_ARS_FY2025","data/documents/grids/Financials_JLL_Income_Property_Trust_ARS_FY2025.csv"
"149","SRC439","Financials_PwC_Luxembourg_GAAP_Investment_Funds_Illustrative_Annual_Report.pdf","142","Financials","Financials","01-financials","REFERENCE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","PricewaterhouseCoopers Luxembourg","f06004ad7589b024c93c3c67e58b4d33d3c1d01aa12ae8c822a04e1be2a914a8","data/documents/txt/Financials_PwC_Luxembourg_GAAP_Investment_Funds_Illustrative_Annual_Report.txt","data/documents/pdf/Financials_PwC_Luxembourg_GAAP_Investment_Funds_Illustrative_Annual_Report.pdf","data/documents/images/Financials_PwC_Luxembourg_GAAP_Investment_Funds_Illustrative_Annual_Report","data/documents/grids/Financials_PwC_Luxembourg_GAAP_Investment_Funds_Illustrative_Annual_Report.csv"
"150","SRC312","Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2025_Jun.pdf","143","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Seraphim Space Investment Trust plc","f17f48fbfe882a7f95b363c072e7d593733b3c808a0f8dba155c5a273e9f4ae8","data/documents/txt/Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2025_Jun.txt","data/documents/pdf/Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2025_Jun.pdf","data/documents/images/Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2025_Jun","data/documents/grids/Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2025_Jun.csv"
"151","SRC228","Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.pdf","144","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Sculptor Diversified Real Estate Income Trust, Inc.","b75b2bb6e4b1c2c1e46abcfbbf6235e7cb7fa78f29d1aebdba44571308dccf46","data/documents/txt/Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.txt","data/documents/pdf/Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.pdf","data/documents/images/Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025","data/documents/grids/Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.csv"
"152","SRC274","Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.pdf","144","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Cantor Fitzgerald Income Trust, Inc.","16c160b08b62adc33364171cb6ef64065911d0bd26956b98ecc387f2cbbcb1f5","data/documents/txt/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.txt","data/documents/pdf/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.pdf","data/documents/images/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024","data/documents/grids/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.csv"
"153","SRC275","Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.pdf","144","Financials","Financials","01-financials","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Cantor Fitzgerald Income Trust, Inc.","64fcb92e36765dbf0c143cbbe3975081036b4f6bebe4edda903bb832e1b5337d","data/documents/txt/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.txt","data/documents/pdf/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.pdf","data/documents/images/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023","data/documents/grids/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.csv"
