"file_id","route","product_tier","dispatch_scope","scope_reason"
"SRC036","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC212","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC383","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC318","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC068","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC125","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC348","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC218","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC342","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC211","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC124","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC322","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC603","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC171","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC321","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC352","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC126","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC385","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC350","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC163","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC353","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC213","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC180","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC351","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC201","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC202","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC464","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC598","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC328","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC316","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC347","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC327","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC326","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC349","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC341","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC344","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC333","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC325","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC320","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC465","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC319","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC336","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC335","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC338","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC210","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC330","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC334","03-institutional-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC384","04-quarterly-report","CORE","ACTIVE","RETAINED_CORE_ACTIVE_SCOPE"
"SRC101","04-quarterly-report","CORE","DEFERRED","HELD_FOR_DIAGNOSTIC_ROUND"
"SRC606","04-quarterly-report","CORE","ACTIVE","RETAINED_CORE_ACTIVE_SCOPE"
"SRC457","04-quarterly-report","CORE","ACTIVE","RETAINED_CORE_ACTIVE_SCOPE"
"SRC455","04-quarterly-report","CORE","DEFERRED","HELD_FOR_DIAGNOSTIC_ROUND"
"SRC459","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC476","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC458","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC099","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC127","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC199","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC456","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC100","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC166","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC167","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC475","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC452","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC177","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC470","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC205","04-quarterly-report","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC017","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC059","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC055","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC161","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC600","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC599","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC162","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC480","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC160","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC178","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC454","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC453","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC176","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC165","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC203","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC219","04-quarterly-report","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC001","05-fund-legal-docs","REFERENCE","REFERENCE","ROUTED_TEMPLATE_OR_MODEL_TO_REFERENCE_PRODUCT"
"SRC013","05-fund-legal-docs","CORE","DEFERRED","HELD_FOR_LATER_WAVE_OVERSIZED_FOR_PILOT"
"SRC002","05-fund-legal-docs","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC014","05-fund-legal-docs","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC421","05-fund-legal-docs","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC252","05-fund-legal-docs","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC052","05-fund-legal-docs","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC612","05-fund-legal-docs","CORE","ACTIVE","PILOT_SIZE_CAPPED_TYPE_COVERAGE_FIRST"
"SRC004","05-fund-legal-docs","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC003","05-fund-legal-docs","REFERENCE","REFERENCE","ROUTED_TEMPLATE_OR_MODEL_TO_REFERENCE_PRODUCT"
"SRC006","05-fund-legal-docs","REFERENCE","REFERENCE","ROUTED_TEMPLATE_OR_MODEL_TO_REFERENCE_PRODUCT"
"SRC005","05-fund-legal-docs","REFERENCE","REFERENCE","ROUTED_TEMPLATE_OR_MODEL_TO_REFERENCE_PRODUCT"
"SRC607","05-fund-legal-docs","SECONDARY","ACTIVE","PILOT_SIZE_CAPPED_TYPE_COVERAGE_FIRST"
"SRC608","05-fund-legal-docs","SECONDARY","DEFERRED","DEFERRED_SECONDARY_PRODUCT_FROM_ACTIVE_SCOPE"
"SRC008","05-fund-legal-docs","REFERENCE","REFERENCE","ROUTED_TEMPLATE_OR_MODEL_TO_REFERENCE_PRODUCT"
"SRC007","05-fund-legal-docs","REFERENCE","REFERENCE","ROUTED_TEMPLATE_OR_MODEL_TO_REFERENCE_PRODUCT"
"SRC107","05-fund-legal-docs","CORE","ACTIVE","PILOT_SIZE_CAPPED_TYPE_COVERAGE_FIRST"
"SRC103","05-fund-legal-docs","CORE","DEFERRED","HELD_FOR_LATER_WAVE_OVERSIZED_FOR_PILOT"
"SRC412","05-fund-legal-docs","CORE","DEFERRED","HELD_FOR_LATER_WAVE_OVERSIZED_FOR_PILOT"
"SRC407","06-statements-and-economics","CORE","ACTIVE","RETAINED_CORE_ACTIVE_SCOPE"
"SRC499","06-statements-and-economics","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC065","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC501","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC477","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC359","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC358","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC214","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC215","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC028","06-statements-and-economics","CORE","ACTIVE","RETAINED_CORE_ACTIVE_SCOPE"
"SRC187","06-statements-and-economics","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC323","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC164","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC146","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC469","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC145","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC195","06-statements-and-economics","REFERENCE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC564","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC468","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC563","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC186","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC132","06-statements-and-economics","CORE","ACTIVE","RETAINED_CORE_ACTIVE_SCOPE"
"SRC314","06-statements-and-economics","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC587","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC556","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC555","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC074","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC247","06-statements-and-economics","CORE","ACTIVE","RETAINED_CORE_ACTIVE_SCOPE"
"SRC248","06-statements-and-economics","CORE","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC249","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC250","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC251","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC051","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC460","06-statements-and-economics","REFERENCE","REFERENCE","ROUTED_TEMPLATE_OR_MODEL_TO_REFERENCE_PRODUCT"
"SRC053","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC024","06-statements-and-economics","REFERENCE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC473","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC462","06-statements-and-economics","CORE","ACTIVE","RETAINED_CORE_ACTIVE_SCOPE"
"SRC463","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC011","06-statements-and-economics","CORE","UNSCHEDULED","NOT_IN_ACTIVE_SCOPE"
"SRC371","07-institutional-mission","SECONDARY","DEFERRED","HELD_FOR_LATER_WAVE_OVERSIZED_FOR_PILOT"
"SRC373","07-institutional-mission","SECONDARY","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC372","07-institutional-mission","SECONDARY","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC367","07-institutional-mission","SECONDARY","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
"SRC329","07-institutional-mission","SECONDARY","ACTIVE","PILOT_SIZE_CAPPED_TYPE_COVERAGE_FIRST"
"SRC151","07-institutional-mission","SECONDARY","ACTIVE","PILOT_SIZE_CAPPED_TYPE_COVERAGE_FIRST"
"SRC339","07-institutional-mission","SECONDARY","ACTIVE","PILOT_SIZE_CAPPED_TYPE_COVERAGE_FIRST"
"SRC317","07-institutional-mission","SECONDARY","DEFERRED","HELD_FOR_LATER_WAVE_OVERSIZED_FOR_PILOT"
"SRC324","07-institutional-mission","SECONDARY","DEFERRED","HELD_FOR_LATER_WAVE_PILOT_CAP_5_PER_ROUTE"
