"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_6E7CFBF1019D6DEC90469371","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnCap Flatrock Midstream Fund IV","Fair Market Value","1","nav","","125","125","source_section|subject_type"
"PAIR_BE35A9B755AE9FB3013A5CCC","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnCap Flatrock Midstream Fund IV","IRR","1","irr","","126","126","source_section|subject_type"
"PAIR_F5EA44249D6AC8439C4464DD","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnCap Flatrock Midstream Fund IV","Total Capital Contributed","1","paid_in_capital","","127","127","source_section|subject_type"
"PAIR_9E68BEB9491078767D0E9EE6","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnCap Flatrock Midstream Fund IV","Total Capital Distributed","1","distribution","","128","128","source_section|subject_type"
"PAIR_D1845B36DF2F36F71186E379","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnCap Flatrock Midstream Fund IV","Total Value Multiple","1","tvpi","","129","129","source_section|subject_type"
"PAIR_38845B680F4803034BB50F02","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnerVest Energy Institutional Fund XIV","Capital Commitment","1","commitment","","130","130","source_section|subject_type"
"PAIR_08255B84FBA45C74E483D58B","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnerVest Energy Institutional Fund XIV","Fair Market Value","1","nav","","131","131","source_section|subject_type"
"PAIR_FF656A0963B726DF205BDAE1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnerVest Energy Institutional Fund XIV","IRR","1","irr","","132","132","source_section|subject_type"
"PAIR_9317DA74AECA1F72937DCF61","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnerVest Energy Institutional Fund XIV","Total Capital Contributed","1","paid_in_capital","","133","133","source_section|subject_type"
"PAIR_C10B96DB3D724C6A12DA0B92","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnerVest Energy Institutional Fund XIV","Total Capital Distributed","1","distribution","","134","134","source_section|subject_type"
"PAIR_F9144E25A458A0A2A19BF599","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EnerVest Energy Institutional Fund XIV","Total Value Multiple","1","tvpi","","135","135","source_section|subject_type"
"PAIR_17E50274740BD88D9A496C1E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure Fund V","Capital Commitment","1","commitment","","136","136","source_section|subject_type"
"PAIR_F505DA71D866D911B805DDD4","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure Fund V","Fair Market Value","1","nav","","137","137","source_section|subject_type"
"PAIR_4C0481BAA438CF2F99FCA135","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure Fund V","Total Capital Contributed","1","paid_in_capital","","138","138","source_section|subject_type"
"PAIR_10B1920F4E96AA272EAB7D82","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure Fund V","Total Capital Distributed","1","distribution","","139","139","source_section|subject_type"
"PAIR_90893500B222AFCE942D41DC","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure Fund V","Total Value Multiple","1","tvpi","","140","140","source_section|subject_type"
"PAIR_D51DC5DA033D830F8D419713","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure Fund V Co-Investment","Capital Commitment","1","commitment","","141","141","source_section|subject_type"
"PAIR_52BAA23A942BB2158101386D","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure Fund V Co-Investment","Fair Market Value","1","nav","","142","142","source_section|subject_type"
"PAIR_FEBD249DAEB3D18C219C6E3A","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure Fund V Co-Investment","Total Capital Contributed","1","paid_in_capital","","143","143","source_section|subject_type"
"PAIR_4295D1341C8EF43C1669FF91","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure Fund V Co-Investment","Total Capital Distributed","1","distribution","","144","144","source_section|subject_type"
"PAIR_68C4489BD398929FE942EBDE","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure Fund V Co-Investment","Total Value Multiple","1","tvpi","","145","145","source_section|subject_type"
"PAIR_67000B9AFBB37D513ECCC16E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure III","Capital Commitment","1","commitment","","146","146","source_section|subject_type"
"PAIR_455ECAFA0E7A685E2B8A3602","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure III","Fair Market Value","1","nav","","147","147","source_section|subject_type"
"PAIR_3ED89D40169B545F75632F77","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure III","IRR","1","irr","","148","148","source_section|subject_type"
"PAIR_22383CEC6CFCE7EF30F2CF53","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure III","Total Capital Contributed","1","paid_in_capital","","149","149","source_section|subject_type"
"PAIR_079F48A4A119F57E7F3F3534","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure III","Total Capital Distributed","1","distribution","","150","150","source_section|subject_type"
"PAIR_59CE27108371012727964A75","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure III","Total Value Multiple","1","tvpi","","151","151","source_section|subject_type"
"PAIR_4F0A5A4EFCFA4B990CCA814A","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure IV - USD Fund","Capital Commitment","1","commitment","","152","152","source_section|subject_type"
"PAIR_73A29CFB86DCBBB87D20C9E9","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure IV - USD Fund","Fair Market Value","1","nav","","153","153","source_section|subject_type"
"PAIR_924E1069F63283F8B296483D","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure IV - USD Fund","IRR","1","irr","","154","154","source_section|subject_type"
"PAIR_D996111343488F808F93A58A","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure IV - USD Fund","Total Capital Contributed","1","paid_in_capital","","155","155","source_section|subject_type"
"PAIR_EABA51F61299BA9CDA0646A6","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure IV - USD Fund","Total Capital Distributed","1","distribution","","156","156","source_section|subject_type"
"PAIR_F1E916318522CFD23C254E3A","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","EQT Infrastructure IV - USD Fund","Total Value Multiple","1","tvpi","","157","157","source_section|subject_type"
"PAIR_3C715CFA16DED637B110A7DD","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","GIP Aquarius Fund","Capital Commitment","1","commitment","","158","158","source_section|subject_type"
"PAIR_F8FCDDDB4AF6B5F8671EF987","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","GIP Aquarius Fund","Fair Market Value","1","nav","","159","159","source_section|subject_type"
"PAIR_47F3EE4E6B1557B390D380E3","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","GIP Aquarius Fund","Total Capital Contributed","1","paid_in_capital","","160","160","source_section|subject_type"
"PAIR_F30F4AA9DB57E5C8441C15D9","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","GIP Aquarius Fund","Total Capital Distributed","1","distribution","","161","161","source_section|subject_type"
"PAIR_7925B50A3265D7DC73050EF1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","GIP Aquarius Fund","Total Value Multiple","1","tvpi","","162","162","source_section|subject_type"
"PAIR_6173DC805B44AC142BBC8D17","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners Capital Solutions Fund","Capital Commitment","1","commitment","","163","163","source_section|subject_type"
"PAIR_8ED262A656460DDA337DC07E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners Capital Solutions Fund","Fair Market Value","1","nav","","164","164","source_section|subject_type"
"PAIR_DB5CACAB97B4070B1390B8A6","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners Capital Solutions Fund","IRR","1","irr","","165","165","source_section|subject_type"
"PAIR_0DE76809C47F3208CB186616","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners Capital Solutions Fund","Total Capital Contributed","1","paid_in_capital","","166","166","source_section|subject_type"
"PAIR_06BB42C4E398F6245904FE5E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners Capital Solutions Fund","Total Capital Distributed","1","distribution","","167","167","source_section|subject_type"
"PAIR_8B82A7978A90D63509BE6256","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners Capital Solutions Fund","Total Value Multiple","1","tvpi","","168","168","source_section|subject_type"
"PAIR_233941F3CEF74C1BDF88FB80","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners II","Capital Commitment","1","commitment","","169","169","source_section|subject_type"
"PAIR_DFCC75BC23D83C6FFC8AD3E6","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners II","Fair Market Value","1","nav","","170","170","source_section|subject_type"
"PAIR_9D62578E6471EB8433D6C617","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners II","IRR","1","irr","","171","171","source_section|subject_type"
"PAIR_05CC5F83378A3F28164B1C7C","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners II","Total Capital Contributed","1","paid_in_capital","","172","172","source_section|subject_type"
"PAIR_E31882764975C5747488FA6E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners II","Total Capital Distributed","1","distribution","","173","173","source_section|subject_type"
"PAIR_355FDF9B8FF70C8ACDA933A8","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners II","Total Value Multiple","1","tvpi","","174","174","source_section|subject_type"
"PAIR_C94293F5AB2B003A69661C7D","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners III","Capital Commitment","1","commitment","","175","175","source_section|subject_type"
"PAIR_C7818251EECBAA951F8B0208","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners III","Fair Market Value","1","nav","","176","176","source_section|subject_type"
"PAIR_3D91EB75F09B2BBE2EF587EE","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners III","IRR","1","irr","","177","177","source_section|subject_type"
"PAIR_CB12A4C75A4D44B995960605","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners III","Total Capital Contributed","1","paid_in_capital","","178","178","source_section|subject_type"
"PAIR_0326DE8761EF6B46703D8D69","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners III","Total Capital Distributed","1","distribution","","179","179","source_section|subject_type"
"PAIR_D48414A32FB12F7867406D9F","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners III","Total Value Multiple","1","tvpi","","180","180","source_section|subject_type"
"PAIR_6FAD0D429C1C2F5B5149AD85","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners IV","Capital Commitment","1","commitment","","181","181","source_section|subject_type"
"PAIR_256BEA23CC13A6361D5E44E2","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners IV","Fair Market Value","1","nav","","182","182","source_section|subject_type"
"PAIR_20BF2E8196D33C8A69757D6E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners IV","IRR","1","irr","","183","183","source_section|subject_type"
"PAIR_684EAF5302CABCDE5FED5AC5","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners IV","Total Capital Contributed","1","paid_in_capital","","184","184","source_section|subject_type"
"PAIR_5D962DDE132422693914C0CB","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners IV","Total Capital Distributed","1","distribution","","185","185","source_section|subject_type"
"PAIR_AE8D25C0F66E94864EB18D3F","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Global Infrastructure Partners IV","Total Value Multiple","1","tvpi","","186","186","source_section|subject_type"
"PAIR_AFCA86E6F312C8CFE1072DB1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Harrison Street SIF Co-Investment I","Capital Commitment","1","commitment","","187","187","source_section|subject_type"
"PAIR_718CD3564C574D22BF7DD3B6","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Harrison Street SIF Co-Investment I","Fair Market Value","1","nav","","188","188","source_section|subject_type"
"PAIR_91B626D680ABD1E2C0795227","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Harrison Street SIF Co-Investment I","Total Capital Contributed","1","paid_in_capital","","189","189","source_section|subject_type"
"PAIR_396D0D7D5E8BD1B9282920D7","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Harrison Street SIF Co-Investment I","Total Capital Distributed","1","distribution","","190","190","source_section|subject_type"
"PAIR_C9D4B803F4625E3B7E59591B","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Harrison Street SIF Co-Investment I","Total Value Multiple","1","tvpi","","191","191","source_section|subject_type"
"PAIR_FBE21D49DD93BA66773CFA9D","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Harrison Street Social Infrastructure Fund","Capital Commitment","1","commitment","","192","192","source_section|subject_type"
"PAIR_FCC8D61A6EEA13225C9CCB0F","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Harrison Street Social Infrastructure Fund","Fair Market Value","1","nav","","193","193","source_section|subject_type"
"PAIR_A07EB623A0BDCCDBF96BCCEA","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Harrison Street Social Infrastructure Fund","Total Capital Contributed","1","paid_in_capital","","194","194","source_section|subject_type"
"PAIR_9B38CDAC76EA900014E315A1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Harrison Street Social Infrastructure Fund","Total Capital Distributed","1","distribution","","195","195","source_section|subject_type"
"PAIR_2A19C634F7525847BA4BB2F5","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Harrison Street Social Infrastructure Fund","Total Value Multiple","1","tvpi","","196","196","source_section|subject_type"
"PAIR_587860AAF6CAF358AE215E8E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Highstar Capital Fund IV","Capital Commitment","1","commitment","","197","197","source_section|subject_type"
"PAIR_92B51CCCA1C5FA733243E605","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Highstar Capital Fund IV","Fair Market Value","1","nav","","198","198","source_section|subject_type"
"PAIR_4B8319A3B00C6FFC5189F7E1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Highstar Capital Fund IV","IRR","1","irr","","199","199","source_section|subject_type"
"PAIR_B5CAAB9B7FDA95EFB441BE26","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Highstar Capital Fund IV","Total Capital Contributed","1","paid_in_capital","","200","200","source_section|subject_type"
"PAIR_5196483E61F91127D5A2C4BE","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Highstar Capital Fund IV","Total Capital Distributed","1","distribution","","201","201","source_section|subject_type"
"PAIR_598821331B406C7DFFB41654","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Highstar Capital Fund IV","Total Value Multiple","1","tvpi","","202","202","source_section|subject_type"
"PAIR_B1BB66374620C2BE138FE398","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Homestead Capital USA Farmland Fund II","Capital Commitment","1","commitment","","203","203","source_section|subject_type"
"PAIR_63766A15418E392284CF0460","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Homestead Capital USA Farmland Fund II","Fair Market Value","1","nav","","204","204","source_section|subject_type"
"PAIR_B873926236053550E782A217","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Homestead Capital USA Farmland Fund II","IRR","1","irr","","205","205","source_section|subject_type"
"PAIR_C80F95B4A3D0E6893B509143","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Homestead Capital USA Farmland Fund II","Total Capital Contributed","1","paid_in_capital","","206","206","source_section|subject_type"
"PAIR_66EA6D218602814F17230A98","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Homestead Capital USA Farmland Fund II","Total Capital Distributed","1","distribution","","207","207","source_section|subject_type"
"PAIR_98D0E48436ED2E0206E4CD58","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Homestead Capital USA Farmland Fund II","Total Value Multiple","1","tvpi","","208","208","source_section|subject_type"
"PAIR_C73ECF5D65FF5AB03F88C0E7","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","International Infrastructure Finance Company Fund","Capital Commitment","1","commitment","","209","209","source_section|subject_type"
"PAIR_4FCB78F16F44B81C1E141B0A","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","International Infrastructure Finance Company Fund","Fair Market Value","1","nav","","210","210","source_section|subject_type"
"PAIR_BCACFAE92D4AFD563174A02B","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","International Infrastructure Finance Company Fund","IRR","1","irr","","211","211","source_section|subject_type"
"PAIR_89E253F45C58E594B69596E7","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","International Infrastructure Finance Company Fund","Total Capital Contributed","1","paid_in_capital","","212","212","source_section|subject_type"
"PAIR_EAF0E25B338A3CAEFF09282B","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","International Infrastructure Finance Company Fund","Total Capital Distributed","1","distribution","","213","213","source_section|subject_type"
"PAIR_FCABE4C3EDC87DEC9DA24160","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","International Infrastructure Finance Company Fund","Total Value Multiple","1","tvpi","","214","214","source_section|subject_type"
"PAIR_934DE4F7E78235B83A532B11","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners III","Capital Commitment","1","commitment","","215","215","source_section|subject_type"
"PAIR_640CF2D14DE25D2343C42FB5","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners III","Fair Market Value","1","nav","","216","216","source_section|subject_type"
"PAIR_911C482B80F1A74E980E044B","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners III","IRR","1","irr","","217","217","source_section|subject_type"
"PAIR_59D0D7C8A7E2400DF149F625","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners III","Total Capital Contributed","1","paid_in_capital","","218","218","source_section|subject_type"
"PAIR_BCEE1EBF78825411FC8A4564","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners III","Total Capital Distributed","1","distribution","","219","219","source_section|subject_type"
"PAIR_F71F34CD5D820D9901DFAFE6","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners III","Total Value Multiple","1","tvpi","","220","220","source_section|subject_type"
"PAIR_2A1A8C62BC548FC6B7FBA221","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners IV","Capital Commitment","1","commitment","","221","221","source_section|subject_type"
"PAIR_8BF211A7B8219D953F6084AB","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners IV","Fair Market Value","1","nav","","222","222","source_section|subject_type"
"PAIR_7154D948EF2E3534A2C0D8F3","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners IV","IRR","1","irr","","223","223","source_section|subject_type"
"PAIR_67394F387A40790302D11553","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners IV","Total Capital Contributed","1","paid_in_capital","","224","224","source_section|subject_type"
"PAIR_6722D2950767EE5A963986DA","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners IV","Total Capital Distributed","1","distribution","","225","225","source_section|subject_type"
"PAIR_49B5E77A54363DC0694F8D54","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","LS Power Equity Partners IV","Total Value Multiple","1","tvpi","","226","226","source_section|subject_type"
"PAIR_4315AEE82DCD8075C27A6BAC","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Agribusiness Follow-on Program","Capital Commitment","1","commitment","","227","227","source_section|subject_type"
"PAIR_9468159C8647DBEB5FA019BC","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Agribusiness Follow-on Program","Fair Market Value","1","nav","","228","228","source_section|subject_type"
"PAIR_646B73B9235A3A5085DCB2A2","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Agribusiness Follow-on Program","IRR","1","irr","","229","229","source_section|subject_type"
"PAIR_F920821997D40C271302A98D","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Agribusiness Follow-on Program","Total Capital Contributed","1","paid_in_capital","","230","230","source_section|subject_type"
"PAIR_97787B7848376794A634844C","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Agribusiness Follow-on Program","Total Capital Distributed","1","distribution","","231","231","source_section|subject_type"
"PAIR_13A397651528EB0915E6E86B","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Agribusiness Follow-on Program","Total Value Multiple","1","tvpi","","232","232","source_section|subject_type"
"PAIR_94EFA012C8FA26E471DB7DF1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources X","Capital Commitment","1","commitment","","233","233","source_section|subject_type"
"PAIR_1C1B37B763B62A6B8123CEC8","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources X","Fair Market Value","1","nav","","234","234","source_section|subject_type"
"PAIR_82D78C9A21CEE148B1460795","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources X","IRR","1","irr","","235","235","source_section|subject_type"
"PAIR_5DE8C8E3460B0B4756DF2D80","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources X","Total Capital Contributed","1","paid_in_capital","","236","236","source_section|subject_type"
"PAIR_DE76CFBD08EEDF63EA021E39","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources X","Total Capital Distributed","1","distribution","","237","237","source_section|subject_type"
"PAIR_EEBCBD21F124BA52AF31826D","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources X","Total Value Multiple","1","tvpi","","238","238","source_section|subject_type"
"PAIR_B9418A13D58252B7A6F5EE0D","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XI","Capital Commitment","1","commitment","","239","239","source_section|subject_type"
"PAIR_22030EA03D2B6DBB5DB31B01","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XI","Fair Market Value","1","nav","","240","240","source_section|subject_type"
"PAIR_A5B207F3766E01E615BE8F32","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XI","IRR","1","irr","","241","241","source_section|subject_type"
"PAIR_15605F4636D6F58B4F730D61","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XI","Total Capital Contributed","1","paid_in_capital","","242","242","source_section|subject_type"
"PAIR_95A4A3C13AB1EFBE8647D59F","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XI","Total Capital Distributed","1","distribution","","243","243","source_section|subject_type"
"PAIR_16A832BD66199F9C455C4EA6","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XI","Total Value Multiple","1","tvpi","","244","244","source_section|subject_type"
"PAIR_9C2D7E5698B9D5A12B465F60","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XII","Capital Commitment","1","commitment","","245","245","source_section|subject_type"
"PAIR_2BFD73F89E437AF4189CACB8","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XII","Fair Market Value","1","nav","","246","246","source_section|subject_type"
"PAIR_78641B8E4017B54B68854548","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XII","IRR","1","irr","","247","247","source_section|subject_type"
"PAIR_2A94862D4FC242CC20FCF95B","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XII","Total Capital Contributed","1","paid_in_capital","","248","248","source_section|subject_type"
"PAIR_CAFB3EDCE6BCE1054A088F3E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XII","Total Capital Distributed","1","distribution","","249","249","source_section|subject_type"
"PAIR_BF3D9A97AEE27BFE423AB88A","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Natural Resources XII","Total Value Multiple","1","tvpi","","250","250","source_section|subject_type"
