wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,sector,canonical_asset_class,canonical_strategy,canonical_sub_strategy,canonical_sector,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,method_qualifier,fee_basis,definition_keys,value_scope,beginning_capital,ending_capital,cash,total_assets,total_liabilities,net_assets,partners_capital,net_investment_income,investment_fair_value,investment_cost,fund_expense,interest_expense,realized_gain_loss,unrealized_gain_loss,commitment,paid_in_capital,contribution,distribution,unfunded_commitment,management_fee,observation_ids,observation_count,unparsed_values,scale_note,collision_note,qualifier_note
b45142fc69d934c9faac,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Total investments by fair value level,1,Level 1,other_printed_scope,5f96de148fb38a9e832c,,Total investments by fair value level,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,15926611,,,,,,,,,,,,b94919e272c10b0ae4bf,1,,,,
88e274fbf1e7599fd6d3,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Total investments by fair value level,1,Level 2,other_printed_scope,5f96de148fb38a9e832c,,Total investments by fair value level,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,3143516,,,,,,,,,,,,5f5e5aa7f2f506e9fb26,1,,,,
eee33a1cf82cd6c94ce8,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Total investments by fair value level,1,Level 3,other_printed_scope,5f96de148fb38a9e832c,,Total investments by fair value level,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,467787,,,,,,,,,,,,9d40f811c8903dfa663e,1,,,,
1563e8dbf24cd04d3674,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Total investments measured at fair value,1,,other_printed_scope,54db396ac7e8169a43dc,,Total investments measured at fair value,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,47715767,,,,,,,,,,,,70ca016cfe9f99c55155,1,,,,
192904f14a73d7265ef3,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Total investments measured at the NAV,1,,other_printed_scope,104d21bb9c07d00f54af,,Total investments measured at the NAV,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,28177853,,,,,,,,,,,,780442b05aafe0f51213,1,,,,
e9794649fc1ec760616e,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Total return type swaps,1,2016,asset_class,d49aa66e5e00c696860a,,Total return type swaps,,,Investment derivative instruments,,,,,derivatives,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,302321,,,,,,,,,,,,704fe614eb96f7f35f6f,1,,,,
9d2e9fd5b5f330ce8535,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Total return type swaps,1,Level 1,asset_class,d49aa66e5e00c696860a,,Total return type swaps,,,Investment derivative instruments,,,,,derivatives,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,302321,,,,,,,,,,,,057eb2b51795b2a46487,1,,,,
d4d59ec7dd87fdef8c14,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,U.S. government and agency obligations,1,2016,asset_class,b0d31315f7487e962f32,,U.S. government and agency obligations,,,Fixed income,,,,,fixed_income,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,923896,,,,,,,,,,,,deb3578084234d3c1075,1,,,,
754f2ef1b9602794c064,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,U.S. government and agency obligations,1,Level 1,asset_class,b0d31315f7487e962f32,,U.S. government and agency obligations,,,Fixed income,,,,,fixed_income,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,909123,,,,,,,,,,,,96d34dd76659e6ce7b0a,1,,,,
92e25a91740e34c22ad6,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,U.S. government and agency obligations,1,Level 2,asset_class,b0d31315f7487e962f32,,U.S. government and agency obligations,,,Fixed income,,,,,fixed_income,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,14773,,,,,,,,,,,,00d7e8d57c18eae1a148,1,,,,
5710e1ecbb8a84d9ced3,SRC152,01-financials,Financials,345e0eccbd0fa5a54a98,3,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Venture capital,1,,asset_class,b23d63f14630cf6b17c1,,Venture capital,,,Alternative investments,,,,,multi_asset,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,965638,,,,,,,,,,,,9081372d1c26df37c579,1,,,,
6aa010865f21afcfcffa,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Collective trust funds,1,,asset_class,c997a4b778b99776e0fb,,Collective trust funds,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,12143184,,,,,,,,,,,,687795b058976622bde3,1,,,,
aebb3a7da961b11c95fa,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Collective trust funds,1,,asset_class,c997a4b778b99776e0fb,,Collective trust funds,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,12816147,,,,,,,,,,,,3cbf43ecb151ce3a97d8,1,,,,
d45b764017a6a666b448,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Collective trust funds,2,,asset_class,c997a4b778b99776e0fb,,Collective trust funds,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,,,,,,,,,,,,,,,,,,,,160000,,dad5bd8d763429a041ed,1,,,,
c67f958330b7a7fdeead,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Equity real estate,1,,asset_class,1f773363a83c50253583,,Equity real estate,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,4835469,,,,,,,,,,,,8f1f22efdb85adcc145f,1,,,,
5ad09048e37c16765dad,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Equity real estate,1,,asset_class,1f773363a83c50253583,,Equity real estate,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,4973477,,,,,,,,,,2063824,,869a8e72f6b8528c4f97;44c801637d883de53012,2,,,,
96ee0199e1238d9f65a9,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Equity real estate,2,,asset_class,1f773363a83c50253583,,Equity real estate,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,,,,,,,,,,,,,,,,,,,,2205905,,bf408dd953ced2f2328a,1,,,,
5b6d962ddb5e0bac99f0,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Private equity,1,,asset_class,78cb52e04005cbd7b8c8,,Private equity,,,Alternative investments,,,,,multi_asset,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,5792265,,,,,,,,,,,,bde54148a5e726b53eae,1,,,,
1141c9cd86f13d1fe6e8,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Private equity,1,,asset_class,78cb52e04005cbd7b8c8,,Private equity,,,Alternative investments,,,,,multi_asset,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,5883902,,,,,,,,,,2855180,,478c7e73284d26886a9b;1ab2b21cf507aaa9025b,2,,,,
ad97ea56342477001c8e,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Private equity,2,,asset_class,78cb52e04005cbd7b8c8,,Private equity,,,Alternative investments,,,,,multi_asset,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,,,,,,,,,,,,,,,,,,,,3404544,,54916984f7b581382d11,1,,,,
9112ee9cdb62f4f81c64,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Special situations (Private debt),1,,asset_class,93ee60fe50d83a33eb20,,Special situations (Private debt),,,Alternative investments,,,,,multi_asset,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,4441297,,,,,,,,,,,,d5f56c116c32b7cdc6db,1,,,,
4c1a40881a5b49e15289,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Special situations (Private debt),1,,asset_class,93ee60fe50d83a33eb20,,Special situations (Private debt),,,Alternative investments,,,,,multi_asset,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,5053043,,,,,,,,,,2933173,,81c023b8d66a6a110bb8;26d37308091fd372330d,2,,,,
a2e630254460d7a1252d,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Special situations (Private debt),2,,asset_class,93ee60fe50d83a33eb20,,Special situations (Private debt),,,Alternative investments,,,,,multi_asset,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,,,,,,,,,,,,,,,,,,,,3175050,,2c1c9cb861a38b95cfe5,1,,,,
a7ee49d02ecf398ed48d,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Total investments measured at the NAV,1,,other_printed_scope,104d21bb9c07d00f54af,,Total investments measured at the NAV,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,28177853,,,,,,,,,,,,a00a98aa7a6f53a5b814,1,,,,
2bd03b275e9e99ec4336,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Total investments measured at the NAV,1,,other_printed_scope,104d21bb9c07d00f54af,,Total investments measured at the NAV,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,29712564,,,,,,,,,,,,1db17621fb46333f0964,1,,,,
e9a4d45f6974f069b48b,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Venture capital,1,,asset_class,b23d63f14630cf6b17c1,,Venture capital,,,Alternative investments,,,,,multi_asset,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,965638,,,,,,,,,,,,1f9ab1adbf8e60475313,1,,,,
fe6ace99cd538de8e4b5,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Venture capital,1,,asset_class,b23d63f14630cf6b17c1,,Venture capital,,,Alternative investments,,,,,multi_asset,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,985995,,,,,,,,,,324830,,18722a1bbda17bbc3ab2;7546ce620440c0405a61,2,,,,
1a9f90c3828533f0f7c7,SRC152,01-financials,Financials,41c5d38bb9947d487142,4,Notes to Financial Statements (continued),Investments measured at the NAV,Venture capital,2,,asset_class,b23d63f14630cf6b17c1,,Venture capital,,,Alternative investments,,,,,multi_asset,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,,,,,,,,,,,,,,,,,,,,422282,,ad818a8212bb807697d5,1,,,,
ec800f03f25e1cff4d06,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,A,1,,other_printed_scope,0e02a8942ef46c03973e,,A,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,238902,,,,,,,,,,,,d98e5848a1cf3a2fba11,1,,,,
a798f25e2e0978f245c1,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,A,1,,other_printed_scope,0e02a8942ef46c03973e,,A,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,414985,,,,,,,,,,,,51f57906f75b3fd885cb,1,,,,
a88b0cb926d1adc3f5a5,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,AA,1,,other_printed_scope,18b6a8ede12e5452012f,,AA,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,153353,,,,,,,,,,,,dcdee47221628b81c7af,1,,,,
c3c9e3697ba87ce9c3cc,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,AA,1,,other_printed_scope,18b6a8ede12e5452012f,,AA,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,210405,,,,,,,,,,,,253e211930fb3759a0e8,1,,,,
97a77afe314408cbf743,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,AAA,1,,other_printed_scope,86ca3b019e7ab87bac1c,,AAA,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,638124,,,,,,,,,,,,0ee03ead53dfb8baf285,1,,,,
49e34248f32f55a81f3e,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,AAA,1,,other_printed_scope,86ca3b019e7ab87bac1c,,AAA,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,797203,,,,,,,,,,,,aeb1543308eb6678a212,1,,,,
097648eb5779ac6633f7,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,BB and Below,1,,other_printed_scope,fd81fe0c5ce395e0059c,,BB and Below,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,254925,,,,,,,,,,,,ca510acc5e39ab51f3b2,1,,,,
a3b869f565b9072cac20,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,BB and Below,1,,other_printed_scope,fd81fe0c5ce395e0059c,,BB and Below,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,431513,,,,,,,,,,,,ed687e61c072c20e48ee,1,,,,
75d56144ad3e70179c9d,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,BBB,1,,other_printed_scope,b9d0f784348b139a1284,,BBB,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,455746,,,,,,,,,,,,0a97bced9a14941aebf6,1,,,,
2de195a849b5af641e8d,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,BBB,1,,other_printed_scope,b9d0f784348b139a1284,,BBB,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,739916,,,,,,,,,,,,be59a6d48a8b6250de09,1,,,,
cd58302117e8d2ea9180,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,Collective trust funds,1,,asset_class,c997a4b778b99776e0fb,,Collective trust funds,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,4632435,,,,,,,,,,,,4ed050927094f66cf0a1,1,,,,
8893cffd4c5b3a05f5b8,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,Collective trust funds,1,,asset_class,c997a4b778b99776e0fb,,Collective trust funds,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,4476419,,,,,,,,,,,,d0b30d6570189690a889,1,,,,
c7e8a94efc319867d8e6,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,NR,1,,other_printed_scope,3f88312fbabc08160d37,,NR,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,10592798,,,,,,,,,,,,7d47808a9b4681d4740e,1,,,,
37d3abf98e0b93c801b7,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,NR,1,,other_printed_scope,3f88312fbabc08160d37,,NR,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,11419428,,,,,,,,,,,,6bab13702df054242420,1,,,,
38a6d2802a719356802c,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,PSERS Short Term Investment Fund assets,1,,fund,4baf73d382658528de9a,FUND_0832,PSERS Short Term Investment Fund assets,PSERS Short-Term Investment Fund,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,4572545,,,,,,,,,,,,303dbadf91812a4c17ac,1,,,,
74285618664443f0a0ae,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,PSERS Short Term Investment Fund assets,1,,fund,4baf73d382658528de9a,FUND_0832,PSERS Short Term Investment Fund assets,PSERS Short-Term Investment Fund,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,5718223,,,,,,,,,,,,c91805a4a64754d6e88a,1,,,,
5bdbeb1e294bae9694fa,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,Total Exposed to Credit Risk,1,,other_printed_scope,4c2bd6e1001db5e24341,,Total Exposed to Credit Risk,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,12333848,,,,,,,,,,,,3bf663a67f0222d6c0f6,1,,,,
f25b1ce04a5f46cdb057,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,Total Exposed to Credit Risk,1,,other_printed_scope,4c2bd6e1001db5e24341,,Total Exposed to Credit Risk,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,14013450,,,,,,,,,,,,c4403d2a155ac72e82ec,1,,,,
d6899e8e4569b070f9c7,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,Total Fixed Income and Short-Term Investments,1,,other_printed_scope,86e6ca18877af98cb360,,Total Fixed Income and Short-Term Investments,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,13665669,,,,,,,,,,,,b21b99e0121a35dd1ab4,1,,,,
b5a5c2556549fea92a65,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,Total Fixed Income and Short-Term Investments,1,,other_printed_scope,86e6ca18877af98cb360,,Total Fixed Income and Short-Term Investments,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,15544722,,,,,,,,,,,,7fc427109ac48fe14ae1,1,,,,
215f43b87e3bbf981368,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,US Government Guaranteed,1,,other_printed_scope,b14c59040ae9b8de8f5b,,US Government Guaranteed,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,1331821,,,,,,,,,,,,b29581c900788d166e61,1,,,,
ff45edadc7cfc8c7bf6c,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),UNTITLED_TABLE_1,US Government Guaranteed,1,,other_printed_scope,b14c59040ae9b8de8f5b,,US Government Guaranteed,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,statement_line,,,,,,,,,1531272,,,,,,,,,,,,b121b43b4aa9f3a26cdd,1,,,,
b2369b03d54675b336d0,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),i. Deposits,These deposits,1,,other_printed_scope,7edf04823659bb3538fa,,These deposits,,,,,,,,,,,,,"June 30, 2016",2016-06-30,,,USD,absolute,1,,,,,,,104205000,,,,,,,,,,,,,,,,,,1cf9a6a9f7da954d75c4,1,,,,
4a0d94ed7fe8efb4618c,SRC152,01-financials,Financials,dba67346cacf4d44e7fa,5,Notes to Financial Statements (continued),i. Deposits,These deposits,1,,other_printed_scope,7edf04823659bb3538fa,,These deposits,,,,,,,,,,,,,"June 30, 2017",2017-06-30,,,USD,absolute,1,,,,,,,129996000,,,,,,,,,,,,,,,,,,0442004d7cbc40f5624a,1,,,,
dbe6b011afa65695d673,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16a Legal fees (attach schedule),1,(a) Revenue and expenses per books,other_printed_scope,c8cf94cd86f2ac005a3e,,16a Legal fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,945901,,,,,,,,,,094b7a47cc217c06fec9,1,,,,
e2efd7203da9e1e28021,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16a Legal fees (attach schedule),1,(b) Net investment income,other_printed_scope,c8cf94cd86f2ac005a3e,,16a Legal fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,224386,,,,,,,,,,c2b851c832ad5a6e50ed,1,,,,
0dbb878bccdbccc2e737,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16a Legal fees (attach schedule),1,(c) Adjusted net income,other_printed_scope,c8cf94cd86f2ac005a3e,,16a Legal fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,0,,,,,,,,,,a37eddf1a701faaf26e5,1,,,,
71c9e59429297af05c7a,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16a Legal fees (attach schedule),1,(d) Disbursements for charitable purposes (cash basis only),other_printed_scope,c8cf94cd86f2ac005a3e,,16a Legal fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,898869,,,,,,,,,,b3793504d507f9485671,1,,,,
d5f41fbb5345ebaf5c98,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16b Accounting fees (attach schedule),1,(a) Revenue and expenses per books,other_printed_scope,7de059430ba8f52f2379,,16b Accounting fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,666725,,,,,,,,,,a32c0288b6e53202b0a9,1,,,,
42a1a46c9ad03015c82f,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16b Accounting fees (attach schedule),1,(b) Net investment income,other_printed_scope,7de059430ba8f52f2379,,16b Accounting fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,332761,,,,,,,,,,d187054e912bf9589793,1,,,,
9f2d586c2f4b5fe12e7e,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16b Accounting fees (attach schedule),1,(c) Adjusted net income,other_printed_scope,7de059430ba8f52f2379,,16b Accounting fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,0,,,,,,,,,,795ca9e16ca72025976c,1,,,,
550dfcfd5267071cb7b0,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16b Accounting fees (attach schedule),1,(d) Disbursements for charitable purposes (cash basis only),other_printed_scope,7de059430ba8f52f2379,,16b Accounting fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,316416,,,,,,,,,,e755351509f692d359f7,1,,,,
f9aa1d8819ab093d7c4c,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16c Other professional fees (attach schedule),1,(a) Revenue and expenses per books,other_printed_scope,6814f21b74068db6ac0a,,16c Other professional fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,13017723,,,,,,,,,,6085bcfcd9f519d33515,1,,,,
b6afa5e1c846dc63b90f,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16c Other professional fees (attach schedule),1,(b) Net investment income,other_printed_scope,6814f21b74068db6ac0a,,16c Other professional fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,1690679,,,,,,,,,,e7b6651728ca700c7020,1,,,,
884d212ed47bda2dfb00,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16c Other professional fees (attach schedule),1,(c) Adjusted net income,other_printed_scope,6814f21b74068db6ac0a,,16c Other professional fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,0,,,,,,,,,,7546117cb5a8d5f88f57,1,,,,
eeb1d91ea2cbf93dfb25,SRC373,07-institutional-mission,Foundations_Annual,6146cab38b400f167880,1,Part I,Analysis of Revenue and Expenses,16c Other professional fees (attach schedule),1,(d) Disbursements for charitable purposes (cash basis only),other_printed_scope,6814f21b74068db6ac0a,,16c Other professional fees (attach schedule),,,,,,,,,,,,,,,,,,absolute,1,,,,,,,,,,,,,,,11989678,,,,,,,,,,32b05ce9467db9d30dcb,1,,,,
