position_lineage_id,lineage_id,position_id,owner_id,target_id,as_of_date,acquisition_channel,first_acquisition_date,printed_name,lot_label,lot_count,prior_as_of_date,prior_lot_count,pairing_type,match_basis,link_status,lineage_cost,lineage_fair_value,cost_change,cost_change_flow_basis,cost_change_warning,grain_change,provenance_type,synthetic_parameter_set_id,record_status
PLINROW_2298571F373D4FF7606C,PLIN_0DFE75563631202018B8,POS_SOURCE_35C26876AC34DCAF6BB9,OWNER_ALPINVEST_SEED_FUND_II,TARGET_NATIVE_25A58B559421C4A1EF88,2026-03-31,SECONDARY,2025-09-30,"Churchill Secondary Partners II, L.P.",,1,2025-12-31,1,ONE_TO_ONE,PRINTED_NAME,DETERMINISTIC,5846339,5808301,-958004,NOT_DISCLOSED,true,false,DERIVED,,ACTIVE
PLINROW_22BEB2820FEC974EB0BB,PLIN_011CB88702F2BBCC2977,POS_SOURCE_B08EB4A40B3B5F553A4B,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0329,2025-12-31,SECONDARY,,"Bain Capital Fund X, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,6145731,3149725,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_23BAB9DD0365F4B82DE7,PLIN_28C5DC348605CFF359FE,POS_SOURCE_246A9ED97057C580A4C8,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0327,2025-12-31,SECONDARY,,"Bain Capital Europe Fund V, SCSp",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1439957,2347099,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_23D9EF8D02ED4161E6E6,PLIN_E6C99679BFA24567991A,POS_SOURCE_9C9DB17F15E73FE5917B,OWNER_ALPINVEST_SEED_FUND_II,TARGET_NATIVE_510ED979978CCA006B6C,2026-03-31,SECONDARY,2025-12-31,Sagard NewGen Pharma FPCI,,1,2025-12-31,1,ONE_TO_ONE,PRINTED_NAME,DETERMINISTIC,1023790,805198,-32473,NOT_DISCLOSED,false,false,DERIVED,,ACTIVE
PLINROW_2487F717214A0BE5FF26,PLIN_EAA6800E4B85F013BF32,POS_SOURCE_FE9FE725DF1BD3030E36,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_1025,2025-12-31,SECONDARY,,"ZMC II, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1037868,10187,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_24F057BA2C9C9AF19309,PLIN_C81CE649C2197C337DD2,POS_SOURCE_096A0C5E0CF7FDF2F65E,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0948,2025-12-31,SECONDARY,,"The Resolute III Continuation Fund, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,23354865,24263833,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_25521727E9FA9EC58513,PLIN_176FF77C566CAFF758F4,POS_SOURCE_3B45275677F94DF55D94,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0905,2025-12-31,SECONDARY,,"SL SPV-2, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,315873,624544,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_25E021D0B8A1DA12C612,PLIN_C2A29DD3299716F70078,POS_SOURCE_6839B545D44F02FCB60B,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0311,2025-12-31,SECONDARY,,Astorg VI SLP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,3206778,1908609,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_2606B42CDB6F91FE3526,PLIN_E01335E3FB4BE8A18905,POS_SOURCE_B6325F6132B0B4F84A3F,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0335,2025-12-31,SECONDARY,,"BC Europe IV Private Investors, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,460422,504932,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_26492586609A1881E956,PLIN_10FF67C0A54C0A753342,POS_SOURCE_F6945EE054BCA7284C22,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0498,2025-12-31,UNKNOWN,,"Fidelity Government Portfolio, Class I",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,,99051572,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_26C9AC2A84A95F1305F2,PLIN_64BF5B390243CEEB6844,POS_SOURCE_4A972A52B2F37691A700,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0907,2025-12-31,PRIMARY,,"Solamere Series IV Leaders Fund, LP",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2155885,2237632,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_271025125F9BEE6F8525,PLIN_93705BFA3F296E48F213,POS_SOURCE_ADBB0D0FF7FF39909014,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0959,2025-12-31,SECONDARY,,"Thomas H. Lee Parallel Fund VIII, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,4233755,5049778,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_27A38A9E6761E56DEB5B,PLIN_54D19DE5081DE51E5234,POS_SOURCE_063D5739DC8E3E2EDE22,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0734,2025-12-31,SECONDARY,,Lovell Minnick Equity Partners III LP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,777423,188855,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_27EEC8E4587A068E218B,PLIN_65C53951D5ED7CEA2DE0,POS_SOURCE_8EEF3E8DF17C6CDE0C82,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0559,2025-12-31,SECONDARY,,"Gryphon Odin CV, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2657232,5837012,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_295D72A427DFB026E416,PLIN_B5D8732B0BEFD625FAA3,POS_SOURCE_F623873994A1EA59CD04,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0562,2025-12-31,SECONDARY,,"Gryphon Partners IV, L.P.",,2,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,12309961,14467628,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_29849AD102C3FCD68645,PLIN_F8F4879BBAF8BA3D36E2,POS_SOURCE_CEBBE606AC3F902A1F44,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0277,2025-12-31,SECONDARY,,Advent International GPE VIII-C Limited Partnership,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1152944,1088916,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_2AFF5858B7911B86D803,PLIN_A63F72910CD81DB35651,POS_SOURCE_8BA6DE3C96DA272E771D,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0379,2025-12-31,SECONDARY,,Bridgepoint Europe Portfolio IV LP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,303274,288180,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_2BA6706864E29230199C,PLIN_13231E4267DDAC963B43,POS_SOURCE_0DCF5760933B30828B63,OWNER_SRC034_VERSA_COMBINED,TARGET_SOURCE_0DCF5760933B30828B63,2018-03-31,UNKNOWN,,REDACTED,,1,,,FIRST_SEEN,SOURCE_HOLDING,DETERMINISTIC,3073705,45000000,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_2D0A1CF824FD048EE566,PLIN_269729BBB0768E9F9BA3,POS_SOURCE_5D41DEC1E23F526B81F4,OWNER_ALPINVEST_SEED_FUND_II,TARGET_NATIVE_0067A6BA6C21D78DC1BC,2025-12-31,SECONDARY,2025-12-31,E.C.B. (Bastille) SCA,,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,1290649,1173361,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_2D60471D5F6EB31D2CE7,PLIN_CFBB05F63F91FA54AC9C,POS_SOURCE_1CDF9F054BC50E59DF0E,OWNER_ALPINVEST_CAPS_HOLDINGS,TARGET_NATIVE_BB79C4873F574A25535E,2026-03-31,SECONDARY,2026-03-31,CVC Capital Partners VIII (A) L.P.,,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,13557988,15935022,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_2DAFEE8378CAE980CCCB,PLIN_D97F73C6442C04F33F81,POS_SOURCE_BB5FC4560EBB29C0A919,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0686,2025-12-31,SECONDARY,,KKR North America Fund XI L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,3440538,4584404,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_2E1F6856FCBDAF7CD0DA,PLIN_26DC25B68AF21968B7FE,POS_SOURCE_7520E052A17CE968C711,OWNER_FUND_1060,TARGET_FUND_0592,2025-06-30,UNKNOWN,,HANNATHON CIV LP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,,,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_2EB65BB84090B64E237B,PLIN_F2E6CAC290DA4F6C03CF,POS_SOURCE_9C3D525A6AAEB4118665,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0461,2025-12-31,SECONDARY,,CVC Capital Partners VII (A) L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2231840,2980242,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_302D43BFFF58C7CEBBC6,PLIN_F4C1C474BF8F972013B6,POS_SOURCE_FFA7A0D6777F92FC216F,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0401,2025-12-31,SECONDARY,,Capvis Equity V L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,16577631,20163307,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_311504BC5D0A0400B697,PLIN_0A6AA4DBE6349D8F793B,POS_SOURCE_ECFAB633C44CB150061B,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_45AD412485FA897EE8D7,2025-12-31,SECONDARY,2025-09-30,"PSG V, L.P.",,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,2726949,2778561,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_31447457C493369FADE1,PLIN_458A6D837AE7233513F0,POS_SOURCE_67287D4DE4D7AF261C1E,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0627,2025-12-31,SECONDARY,,Hg Genesis 7 E L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,791017,837657,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_31CC2C5475D0D2A04145,PLIN_FD765E1BA0CF13C3F3D2,POS_SOURCE_7BF07EB7F7C7C04923C2,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0935,2025-12-31,PRIMARY,,"TA XV-B, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1800000,1697613,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_331AA5FC96E3294F02BD,PLIN_C5C0F2C6E692803A115B,POS_SOURCE_8086C310AD8434E6263A,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0631,2025-12-31,SECONDARY,,"Hildred Perennial Partners I, LP",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,22833984,33173306,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_331D18891D1A285D7898,PLIN_146DBAFFAE23B6DBB435,POS_SOURCE_402C9D4C912D0E5BF308,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0495,2025-12-31,SECONDARY,,Eurazeo Capital Secondary Fund 2025 SCSp,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,75564251,97240301,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3331F1E8103C44F25CF7,PLIN_01F2CB4E695B5070247E,POS_SOURCE_9547D5D460AF335C96A7,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_1007,2025-12-31,SECONDARY,,"Webster Equity Partners Bristol CF, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,6900397,15538674,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_34ABE8B0DFED5992081B,PLIN_448E42239703DDDA2C35,POS_SOURCE_F2A5D308407B597EC5A9,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0931,2025-12-31,SECONDARY,,"TA Select Opportunities Fund II-A, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,997766,1153426,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_35302E6456E9F2F3BCDA,PLIN_306B8B973B01604BEF90,POS_SOURCE_1F1B55BB7E8EF54FEE8F,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0805,2025-12-31,SECONDARY,,PAI Mid-Market Fund SCSp,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,875277,1130728,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_369F789D65E94281346A,PLIN_F961BD83571F7EF04396,POS_SOURCE_8EFBE6EF0C319697601A,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0669,2025-12-31,SECONDARY,,Investindustrial VII L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1289610,1621266,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_36E3DAE7060D527DCAA3,PLIN_464E85AF426CBB98C6EF,POS_SOURCE_F34531D1567AC22C2780,OWNER_ALPINVEST_SEED_FUND_II,TARGET_NATIVE_04367AB937860F251D22,2026-03-31,SECONDARY,2025-10-08,"Madison Dearborn Capital Partners IX-C, L.P.",,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,133138,116249,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3719210B3CEFEF5779FF,PLIN_A0DCF444947BDEA65598,POS_SOURCE_D2F3FD75F11001B6F4A6,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0892,2025-12-31,SECONDARY,,"Seidler Equity Partners IV, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2036010,883887,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_37749096E97AB2C9395E,PLIN_9284C85B2E51E5AB6685,POS_SOURCE_CDE6E4B314C6002D9EF8,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_86E556F2C0E3CDACD360,2026-03-31,SECONDARY,2025-12-31,"Backed 1, L.P.",,1,2025-12-31,1,ONE_TO_ONE,PRINTED_NAME,DETERMINISTIC,1766355,4089353,-80439,NOT_DISCLOSED,false,false,DERIVED,,ACTIVE
PLINROW_377AB0C5888D2CB85024,PLIN_3D8AE73C319BADE571F7,POS_SOURCE_6E002F987417D2DCC160,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_CD56962FF4257265E05E,2025-12-31,SECONDARY,2025-10-03,"PSG LM Sequel, L.P.",,2,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,292060,292060,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_37DB5276ABA0243EA078,PLIN_E6C99679BFA24567991A,POS_SOURCE_7408BA5E17DF2566F69C,OWNER_ALPINVEST_SEED_FUND_II,TARGET_NATIVE_510ED979978CCA006B6C,2025-12-31,SECONDARY,2025-12-31,Sagard NewGen Pharma FPCI,,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,1056263,747289,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_37E8484CF03DF4D833C8,PLIN_0B5B8C1C0442F7F639C2,POS_SOURCE_875B981D4D47AD5A6449,OWNER_SRC034_VERSA_COMBINED,TARGET_SOURCE_875B981D4D47AD5A6449,2018-03-31,UNKNOWN,,REDACTED,,1,,,FIRST_SEEN,SOURCE_HOLDING,DETERMINISTIC,152562871,1000000,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3AE4E88CECA3CB01D765,PLIN_7E702ECD427BF53D606D,POS_SOURCE_C9431925B31277945179,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0274,2025-12-31,SECONDARY,,Advent International GPE VI-A Limited Partnership,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,41815,135447,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3B23062085DB03884C2F,PLIN_43574433C7C7A61F9D87,POS_SOURCE_F644A5C7953F800BD58C,OWNER_ALPINVEST_SEED_FUND_II,TARGET_NATIVE_F07EB926CF80003CC64C,2026-03-31,SECONDARY,2025-09-30,"GA Continuity Fund II, L.P.",,1,2025-12-31,1,ONE_TO_ONE,PRINTED_NAME,DETERMINISTIC,6014437,5675022,7720,NOT_DISCLOSED,false,false,DERIVED,,ACTIVE
PLINROW_3B2559C9D36970D1F417,PLIN_AC9CC7DA764C7053C4F8,POS_SOURCE_BD0F8251C35DF10BEB24,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0278,2025-12-31,SECONDARY,,AEA EXC CF LP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,12194269,13141745,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3C149037FDE4D1C105BC,PLIN_848AA6E94C574D60EAE5,POS_SOURCE_AD84F6044405BCF0309A,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0515,2025-12-31,SECONDARY,,"General Atlantic Investment Partners 2013, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1832272,1722680,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3C3AD2DF26556420B1B9,PLIN_1243139CB1FE96120112,POS_SOURCE_C06F3C8A91BA63D71D34,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0347,2025-12-31,SECONDARY,,"Berkshire Fund VI, Limited Partnership",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,4895898,707821,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3C6EF40DF34853E18BA6,PLIN_17A104948F52164F70BB,POS_SOURCE_2848D2E09A7B86E61F6B,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0310,2025-12-31,SECONDARY,,Astorg Normec Fund,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,583596,849422,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3CB2F55FB9C8878DC68F,PLIN_61EC89ACC6A13AB47D2E,POS_SOURCE_1D043FEF476E9D4022C5,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0826,2025-12-31,SECONDARY,,Providence Equity Partners IX-A S.C.Sp.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,4623984,5224785,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3CF18EDBFC3E82CA3A01,PLIN_5BB6B310197A3BAE8924,POS_SOURCE_4BA175369DED0B2942A0,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0974,2025-12-31,SECONDARY,,"Trinity Ventures 2024, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,4617734,5861402,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3D88BED0C1F38F27DCD2,PLIN_BDE4A4614AF32D579A98,POS_SOURCE_B3B10895C39CBEDADA88,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_842781563EDA48808E89,2026-03-31,SECONDARY,2025-09-30,"Providence Strategic Growth IV, L.P.",,1,2025-12-31,1,ONE_TO_ONE,PRINTED_NAME,DETERMINISTIC,2674591,2343433,-55723,NOT_DISCLOSED,false,false,DERIVED,,ACTIVE
PLINROW_3E8C205926D7D53063D9,PLIN_73F33DAAE94C7208A9CC,POS_SOURCE_5D4AF9205DE811BAC979,OWNER_FUND_1060,TARGET_FUND_0319,2025-06-30,UNKNOWN,,AUSTIN VENTURES IX LP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,,,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_3EE201DD41D0C94E4B3E,PLIN_D72B84FB444BEB6E84F9,POS_SOURCE_CDF0FF6C2DC929256872,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0480,2025-12-31,SECONDARY,,Endless Fund IV A LP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,4287294,3123494,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_400A4840DB64EDB11654,PLIN_2DDC00BB0C83B5355EDE,POS_SOURCE_C5D7AB1A86A9E3A8FE08,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_BDC4B23A63707A683BD1,2025-12-31,SECONDARY,2025-09-30,"Providence Strategic Growth, L.P.",,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,182852,180803,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4082C259907275E1CD0B,PLIN_79259448B6C629699E6F,POS_SOURCE_CAB4088DE0CA6B4A8982,OWNER_ALPINVEST_SEED_FUND_II,TARGET_NATIVE_8DDA3F6B9EA7515CC580,2025-12-31,SECONDARY,2025-12-31,Alto Capital V,,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,1719904,2375006,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_408692C8F64F20B025FB,PLIN_D5BE308D058D8C32AF83,POS_SOURCE_50FF7A488E219394BE1F,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0566,2025-12-31,SECONDARY,,"Gryphon Partners VI-A, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,9024977,9367355,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_414ED170208ADAA0342F,PLIN_175E45FC085ABFF47E17,POS_SOURCE_A402FA269ADCFC47557D,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0364,2025-12-31,PRIMARY,,Blue Owl GP Stakes V Offshore Investors LP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,5775343,4238779,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_41D65D7E7CB1C384729B,PLIN_EE3C129A3DF3BA347DBA,POS_SOURCE_A88C2BE0BA97FA1ED902,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0963,2025-12-31,SECONDARY,,"TowerBrook Investors III, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,267492,17113,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_426035C50DCA4DA584A9,PLIN_47AF9A02D48F3D6AAE80,POS_SOURCE_1A6DB88691D7D1BA9796,OWNER_FUND_1060,TARGET_CO_0009,2025-06-30,UNKNOWN,,DIRECT INVESTMENT #2,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,,,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_42BB6A881A9ABA5D3FC6,PLIN_8579A35957138FDBD7E6,POS_SOURCE_4BB969123290F7CB331C,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0958,2025-12-31,SECONDARY,,"Thomas H. Lee Parallel (Cayman) Fund VII, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2118341,1554342,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4309925880865D3203E1,PLIN_A57CB1BAE65768B90A35,POS_SOURCE_28EADE9DE6F82CE592CA,OWNER_CARLYLE_ALPINVEST_PRIVATE_MARKETS_SECONDARIES_FUND,TARGET_NATIVE_6BB055EDFD654504998A,2026-03-31,UNKNOWN,,UMB Money Market II Special (3.4%),,1,2025-12-31,1,ONE_TO_ONE,PRINTED_NAME,DETERMINISTIC,248512996,248512996,-48533418,NOT_DISCLOSED,true,false,DERIVED,,ACTIVE
PLINROW_43D12D79A99A0DF4CBB9,PLIN_B9D37BD3CA41B7CB7C59,POS_SOURCE_87C029E044B1C7D9191A,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0928,2025-12-31,SECONDARY,,"SunTx Capital Partners II, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,939635,6204965,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_447C1F6D1F594590DCF7,PLIN_BBDE062CC6FBB290B5F4,POS_SOURCE_7BE2A2EFA6C5D167BD18,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0434,2025-12-31,SECONDARY,,"Clayton, Dubilier & Rice Fund IX, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,4142507,2179000,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_44C923E60A0AF24ECFEE,PLIN_0B707028691C3F4FCF8E,POS_SOURCE_3E96674CF8FBE9897135,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0342,2025-12-31,SECONDARY,,"BC XI Private Investor, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,818258,959355,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_45D7CE6333767505D1A0,PLIN_0F462DCE039DFD13129D,POS_SOURCE_E5FB4D67BC6A627CF933,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0325,2025-12-31,SECONDARY,,"Bain Capital Empire Holdings, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,17064874,17195970,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_47E9881463A9BE2739E6,PLIN_5392B1CD82A0E240CF86,POS_SOURCE_22C72C12046D773C524B,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0902,2025-12-31,SECONDARY,,Sixth Cinven Fund (No. 2) Limited Partnership,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,896971,794334,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4944D831E091BA91A1AC,PLIN_899BF3875776C38C60DD,POS_SOURCE_2508B53574F4F0618ECA,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0581,2025-12-31,SECONDARY,,"Halifax Capital Partners IV, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,8352428,12255507,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_494A342D1D7280F0401F,PLIN_0FDD1B8A3B0BB6E19C96,POS_SOURCE_BEE220CC17A38DA49CBB,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0994,2025-12-31,SECONDARY,,"Warburg Pincus Private Equity XI-B, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2621190,1922472,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
