position_id,source_holding_id,owner_id,owner_fund_id,instrument_id,position_class,accounting_scope,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,quantity_raw,quantity,quantity_unit,currency,cost,fair_value,market_value,reported_value,realized_proceeds,commitment,unfunded_commitment,principal_amount,notional_amount,fund_ownership_fraction,portfolio_weight_fraction,initial_investment_date,exit_date,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,origin_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,acquisition_channel,acquisition_date_basis,commitment_only,fair_value_level,balance_raw,balance_basis
POS_SOURCE_3BEFCCEBD50D40E6E4F8,97296e6941f7b387e361,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_3BEFCCEBD50D40E6E4F8,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,11602127,9490523,,,,,,,,,,,,HIGH,source_holding=97296e6941f7b387e361; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"CVC Capital Partners VI (B) L.P.(f)(g) Europe 12/30/2022 11,602,127 9,490,523",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_3CE690D10321F1BB98A7,fd853d35ab5a5cfc278e,OWNER_ALPINVEST_CAPS_HOLDINGS,,INSTR_SOURCE_3CE690D10321F1BB98A7,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,12309824,14351292,,,,,,,,,,2026-03-31,,MEDIUM,source_holding=fd853d35ab5a5cfc278e; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_HOLDINGS,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,"Apollo Overseas Partners (Delaware 892) IX, L.P. $14,351,292",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_3DE2AFE65F5FC18FF425,081d647245c98cc458c5,OWNER_ALPINVEST_CAPS_HOLDINGS,,INSTR_SOURCE_3DE2AFE65F5FC18FF425,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,14752715,20260600,,,,,,,,,,2026-03-10,,MEDIUM,source_holding=081d647245c98cc458c5; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_HOLDINGS,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-013,3/10/2026,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_3E4C40CC1EA1A79E85A2,e3ed70611fabc89e10dd,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_3E4C40CC1EA1A79E85A2,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,6473677,10287010,,,,,,,,,,,,HIGH,source_holding=e3ed70611fabc89e10dd; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"OceanSound Partners Fund, LP(d)(f)(g) North America 01/31/2022 6,473,677 10,287,010",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_3E96674CF8FBE9897135,99763f261501a52f4964,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_3E96674CF8FBE9897135,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,818258,959355,,,,,,,,,,,,HIGH,source_holding=99763f261501a52f4964; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"BC XI Private Investor, L.P.(d)(f)(g) North America 04/10/2020 818,258 959,355",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_3F05DC3DC39E406313E2,d4698555af310cc2601b,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_3F05DC3DC39E406313E2,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,739246,562657,,,,,,,,,,,,HIGH,source_holding=d4698555af310cc2601b; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Crestview Partners II, L.P.(d)(f)(g) North America 09/30/2024 739,246 562,657",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_400B2EFA5D3030A445F8,449b59eb96e73f879a64,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_400B2EFA5D3030A445F8,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1149904,1795036,,,,,,,,,,,,HIGH,source_holding=449b59eb96e73f879a64; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"EQT IX (No.2) EUR SCSp(d)(f)(g) Europe 03/28/2024 1,149,904 1,795,036",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4010F77BBACE2C53A46E,73b2ed8448f811ffb98a,OWNER_ALPINVEST_SEED_FUND_II,,INSTR_SOURCE_4010F77BBACE2C53A46E,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,1656948,1667790,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=73b2ed8448f811ffb98a; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_SEED_FUND_II,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-013,9/30/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_402C9D4C912D0E5BF308,913e79a6b65b6e07cba1,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_402C9D4C912D0E5BF308,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,75564251,97240301,,,,,,,,,,,,HIGH,source_holding=913e79a6b65b6e07cba1; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Eurazeo Capital Secondary Fund 2025 SCSp(d)(f)(g) Europe 05/02/2025 75,564,251 97,240,301",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4037E7C454C96466BF38,74860ff0077687f1cc58,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_4037E7C454C96466BF38,FUND_INTEREST,portfolio_total,as_of,2025-12-31,day,2025-12-31,,,,,,,,USD,1846794,4242919,,,,,,,,,,2025-12-31,,MEDIUM,source_holding=74860ff0077687f1cc58; owner_decision=NATIVEOWN_SRC624_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC624,table-001,"Backed 1, L.P. $4,242,919",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_40C044C2A95E7BE4F31E,c2c29199627e97420af1,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_40C044C2A95E7BE4F31E,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,418681,131541,,,,,,,,,,,,HIGH,source_holding=c2c29199627e97420af1; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Apax Europe VI - A, L.P.(d)(f) Europe 12/30/2016 418,681 131,541",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_40FE7C0C09D1FF70D3DC,0dc079303f7951edef41,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_40FE7C0C09D1FF70D3DC,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,4496035,5400761,,,,,,,,,,,,HIGH,source_holding=0dc079303f7951edef41; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Hellman & Friedman Capital Partners X (Parallel), L.P.(f) North America 05/10/2021 4,496,035 5,400,761",,ACTIVE,PRIMARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4145C773AA46BAB75451,dc032f2152bec0ca2573,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4145C773AA46BAB75451,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2107343,2754001,,,,,,,,,,,,HIGH,source_holding=dc032f2152bec0ca2573; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Corsair V Financial Services Capital Partners, L.P.(d)(f)(g) North America 12/31/2024 2,107,343 2,754,001",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_41E54854AE3093A6C16E,a15450b8dbd4b7ef0425,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_41E54854AE3093A6C16E,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,9800185,10730708,,,,,,,,,,,,HIGH,source_holding=a15450b8dbd4b7ef0425; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Gryphon Partners IV, L.P.(d)(f)(g) North America 12/31/2020 9,800,185 10,730,708",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_426E076B38B284DA240F,84c75e113373c16ff389,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_426E076B38B284DA240F,DERIVATIVE,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,,-621670,,,,,,,827714,,,,,HIGH,source_holding=84c75e113373c16ff389; owner_decision=OWNMAP008,Named derivative counterparty.,EXTRACTED,SOURCE_NORMALIZED,SRC407,7,"8/18/2028 Nomura Global Financial Products Inc. $ 827,714 $ 49.38 $ (621,670)",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_431A86B02868013FF90D,2b2b1a132243b410a029,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_431A86B02868013FF90D,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,197243,35956,,,,,,,,,,,,HIGH,source_holding=2b2b1a132243b410a029; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"GSO Private Investors Offshore II, L.P.(f) North America 06/30/2017 197,243 35,956",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_431F57D915370F496C6C,7f7637682fe61fb4c628,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_431F57D915370F496C6C,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,558675,5775,,,,,,,,,,,,HIGH,source_holding=7f7637682fe61fb4c628; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Saw Mill Capital Partners, L.P.(d)(f) North America 09/29/2017 558,675 5,775",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_43BD27223478BCA19306,cf133b422ffd1addee0e,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_43BD27223478BCA19306,FUND_INTEREST,portfolio_total,as_of,2025-12-31,day,2025-12-31,,,,,,,,USD,101078,101078,,,,,,,,,,2025-10-03,,MEDIUM,source_holding=cf133b422ffd1addee0e; owner_decision=NATIVEOWN_SRC624_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC624,table-002,10/3/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_441C8A13014A5D690FC8,866e6ab9d2c79157c8b6,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_441C8A13014A5D690FC8,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1732114,92751,,,,,,,,,,,,HIGH,source_holding=866e6ab9d2c79157c8b6; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Littlejohn Fund IV, L.P.(f)(g) North America 12/31/2015 1,732,114 92,751",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_443841800822D41AF3EE,9db13b40fcd4cafd239a,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_443841800822D41AF3EE,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,235566,276022,,,,,,,,,,,,HIGH,source_holding=9db13b40fcd4cafd239a; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"CVC European Equity Partners V (C) L.P.(d)(f)(g) Europe 03/31/2023 235,566 276,022",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4441C7B275FE902059AB,65593fbdf8e5e60fad5b,OWNER_ALPINVEST_SEED_FUND_II,,INSTR_SOURCE_4441C7B275FE902059AB,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,10237194,12410335,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=65593fbdf8e5e60fad5b; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_SEED_FUND_II,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,"Elysium Acquisition, L.P. $12,410,335",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_44771161525CD4CBA142,8b299f29434b4d763fce,OWNER_ALPINVEST_CAPS_HOLDINGS,,INSTR_SOURCE_44771161525CD4CBA142,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,0,0,,,,,,,,,,2026-03-31,,MEDIUM,source_holding=8b299f29434b4d763fce; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_HOLDINGS,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-013,3/31/2026,,ACTIVE,SECONDARY,UNSTATED,true,UNSTATED,,
POS_SOURCE_44F4427971A97F4ACB41,77e51235e8ee412fad09,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_44F4427971A97F4ACB41,FUND_INTEREST,portfolio_total,as_of,2025-12-31,day,2025-12-31,,,,,,,,USD,1140695,1164502,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=77e51235e8ee412fad09; owner_decision=NATIVEOWN_SRC624_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC624,table-001,9/30/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_451990EF6023CE11FD07,cf0e15be159faae83ad8,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_451990EF6023CE11FD07,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3961373,7541528,,,,,,,,,,,,HIGH,source_holding=cf0e15be159faae83ad8; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Blue Owl GP Stakes Nimbus Cayman (B) LP(f)(g) North America 09/10/2021 $ 3,961,373 $ 7,541,528",,ACTIVE,DIRECT,UNSTATED,,UNSTATED,,
POS_SOURCE_45807E2D76D8839E8895,cdb2911691df0002911f,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_45807E2D76D8839E8895,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,975953,413061,,,,,,,,,,,,HIGH,source_holding=cdb2911691df0002911f; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Sterling Capital Partners IV, L.P.(d)(f)(g) North America 12/31/2021 975,953 413,061",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_45A1BD4A28B3538EAAEE,e8d2b58967ff46af0822,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_45A1BD4A28B3538EAAEE,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,212127,248008,,,,,,,,,,,,HIGH,source_holding=e8d2b58967ff46af0822; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"CVC European Equity Partners V (A) L.P.(d)(f)(g) Europe 12/30/2022 212,127 248,008",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_45F2686BE6A8353C43EC,d55bf39d7adf555c12f3,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_45F2686BE6A8353C43EC,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,49316,53295,,,,,,,,,,,,HIGH,source_holding=d55bf39d7adf555c12f3; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Bain Capital VII Coinvestment Fund, L.P.(d)(f) North America 12/29/2017 49,316 53,295",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_460AB5254D9EA7DAF759,b015f497214105e25f7a,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_460AB5254D9EA7DAF759,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,25999394,18904241,,,,,,,,,,,,HIGH,source_holding=b015f497214105e25f7a; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"American Securities Partners VII, L.P.(d)(f)(g) North America 12/30/2022 25,999,394 18,904,241",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_46175B196033573A47D2,e81bd8900af20f1f3f45,OWNER_ALPINVEST_SEED_FUND_II,,INSTR_SOURCE_46175B196033573A47D2,FUND_INTEREST,portfolio_total,as_of,2025-12-31,day,2025-12-31,,,,,,,,USD,17905961,21305683,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=e81bd8900af20f1f3f45; owner_decision=NATIVEOWN_SRC624_OWNER_ALPINVEST_SEED_FUND_II,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC624,table-001,9/30/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_46D05735374084B27CA9,74a3ec741ea162d2642f,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_46D05735374084B27CA9,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,1412207,1983903,,,,,,,,,,2025-12-31,,MEDIUM,source_holding=74a3ec741ea162d2642f; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,"Portage Capital Solutions International Fund I, L.P. $1,983,903",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4704D9C00CC23F8CE9C5,8fe9d936b662dedfd414,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4704D9C00CC23F8CE9C5,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,5632650,3181458,,,,,,,,,,,,HIGH,source_holding=8fe9d936b662dedfd414; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Providence Equity Partners VII L.P.(d)(f)(g) North America 09/29/2017 5,632,650 3,181,458",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4712CDCE439B47564E76,bd083be7f2a9c4c86500,OWNER_ALPINVEST_SEED_FUND_II,,INSTR_SOURCE_4712CDCE439B47564E76,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,10337062,11841033,,,,,,,,,,2025-10-08,,MEDIUM,source_holding=bd083be7f2a9c4c86500; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_SEED_FUND_II,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-013,10/8/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_488862E61447C77BB7F1,b81e0887b6dad83fd4fa,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_488862E61447C77BB7F1,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1889628,585719,,,,,,,,,,,,HIGH,source_holding=b81e0887b6dad83fd4fa; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Gridiron Capital Fund II, L.P.(d)(f)(g) North America 12/31/2019 1,889,628 585,719",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_48C8E522C036D0B5E765,983152e3ef139177f033,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_48C8E522C036D0B5E765,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1511649,2553625,,,,,,,,,,,,HIGH,source_holding=983152e3ef139177f033; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Genstar Capital Partners VIII BL (EU), L.P.(d)(f)(g) North America 12/31/2020 1,511,649 2,553,625",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_49E605A9DF573572F306,ad057824db3a0549207c,OWNER_PACKARD_FOUNDATION,,INSTR_SOURCE_49E605A9DF573572F306,OTHER,portfolio_total,static_no_date,,unknown,,,,,,,,,,15000,,,,,,,,,,,,,MEDIUM,source_holding=ad057824db3a0549207c; owner_decision=OWNMAP006,The source names a program-related investment counterparty but the entity registry has no settled identity.,EXTRACTED,SOURCE_NORMALIZED,SRC373,116,"15,000",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_4A6068C63A6980DA3005,202f49e921ae304a55c5,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4A6068C63A6980DA3005,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1751245,1068691,,,,,,,,,,,,HIGH,source_holding=202f49e921ae304a55c5; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Green Equity Investors VI, L.P.(f)(g) North America 09/30/2022 1,751,245 1,068,691",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4A972A52B2F37691A700,ea835c62add18c539fac,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4A972A52B2F37691A700,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2155885,2237632,,,,,,,,,,,,HIGH,source_holding=ea835c62add18c539fac; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Solamere Series IV Leaders Fund, LP(d)(f)(g) North America 11/29/2024 2,155,885 2,237,632",,ACTIVE,PRIMARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4AA8D4FFD6C79B3ACC95,9815c27383becce83957,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4AA8D4FFD6C79B3ACC95,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,398241,1346189,,,,,,,,,,,,HIGH,source_holding=9815c27383becce83957; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Corsair IV Financial Services Capital Partners, L.P.(f)(g) North America 12/31/2024 398,241 1,346,189",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4B65D683DAC00AB25DF3,b3df685986dfb69ad13d,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4B65D683DAC00AB25DF3,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,226433,558746,,,,,,,,,,,,HIGH,source_holding=b3df685986dfb69ad13d; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Triton Fund 6 SCSp(d)(f)(g) Europe 10/11/2024 226,433 558,746",,ACTIVE,PRIMARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4BA175369DED0B2942A0,bb0d20dc979459d2361a,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4BA175369DED0B2942A0,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,4617734,5861402,,,,,,,,,,,,HIGH,source_holding=bb0d20dc979459d2361a; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Trinity Ventures 2024, L.P.(d)(f)(g) North America 12/20/2024 4,617,734 5,861,402",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4BB969123290F7CB331C,3b57b193ba9b041a4f19,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4BB969123290F7CB331C,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2118341,1554342,,,,,,,,,,,,HIGH,source_holding=3b57b193ba9b041a4f19; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Thomas H. Lee Parallel (Cayman) Fund VII, L.P.(d)(f) North America 06/29/2018 2,118,341 1,554,342",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_4BFEBFB83A154A54AABD,65410c2792aa3682eae1,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_4BFEBFB83A154A54AABD,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1869056,2199019,,,,,,,,,,,,HIGH,source_holding=65410c2792aa3682eae1; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Gryphon Partners V-A, L.P.(d)(f) North America 12/31/2020 1,869,056 2,199,019",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
