analysis_result_id,entity_id,as_of_date,metric_id,value_numeric,unit,formula_id,input_record_ids,benchmark_id,provenance_type,quality_population,notes,input_fee_basis,input_method
ANL_POSITION_FUND_0053_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0053_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0.8642165766,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_697eb421f94aaf3d,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0053_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0053_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0.8823723247,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_697eb421f94aaf3d,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0054_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0054_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0.0316339455,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_10278883ec25c9c8,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0054_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0054_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0.9678198227,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_10278883ec25c9c8,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0054_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0054_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0.9994537682,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_10278883ec25c9c8,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0055_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0055_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_f0a3e1e71dd8dc00,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0055_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0055_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0.9122981033,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_f0a3e1e71dd8dc00,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0055_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0055_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0.9122981033,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_f0a3e1e71dd8dc00,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0056_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0056_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0.9969506387,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_0c763faa4d058c6f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0056_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0056_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_0c763faa4d058c6f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0056_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0056_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0.9969506387,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_0c763faa4d058c6f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0057_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0057_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0.8690949454,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_9a31ed694095aed2,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0057_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0057_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0.2768741866,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_9a31ed694095aed2,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0057_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0057_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,1.145969132,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_9a31ed694095aed2,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0058_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0058_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0.1588466667,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_61a33d57cc361156,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0058_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0058_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0.9211540741,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_61a33d57cc361156,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0058_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0058_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,1.0800007407,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_61a33d57cc361156,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0059_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0059_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0.209374,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_ab794bc6961c581b,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0059_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0059_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,3.030298,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_ab794bc6961c581b,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0059_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0059_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,3.239672,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_ab794bc6961c581b,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0060_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0060_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_041bedabe83fe036,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0060_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0060_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_041bedabe83fe036,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0060_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0060_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_041bedabe83fe036,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0061_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0061_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_71977ed134427656,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0061_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0061_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0.9143448232,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_71977ed134427656,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0061_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0061_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0.9143448232,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_71977ed134427656,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0062_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0062_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_c30420859b4f0c8b,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0062_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0062_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_c30420859b4f0c8b,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0062_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0062_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_c30420859b4f0c8b,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0063_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0063_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0.024582,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_30572895fc8d3b1e,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0063_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0063_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_30572895fc8d3b1e,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0063_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0063_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0.024582,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_30572895fc8d3b1e,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0064_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0064_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0.1921904,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_6f97b3bfff6e5e6f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0064_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0064_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_6f97b3bfff6e5e6f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0064_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0064_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0.1921904,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_6f97b3bfff6e5e6f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0065_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0065_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0.117598002,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_0053a3beaac266a7,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0065_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0065_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0.7522362754,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_0053a3beaac266a7,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0065_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0065_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0.8698342774,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_0053a3beaac266a7,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0066_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0066_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,1.169312809,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_f771f77e48840889,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0066_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0066_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_f771f77e48840889,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0066_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0066_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,1.169312809,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_f771f77e48840889,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0067_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0067_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,1.1350430742,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_4f2744c37a883d1f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0067_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0067_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,1.3901777114,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_4f2744c37a883d1f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0067_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0067_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,2.5252207856,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_4f2744c37a883d1f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0068_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0068_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_5e6c7427febfc3d2,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0068_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0068_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,1.3805941991,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_5e6c7427febfc3d2,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0068_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0068_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,1.3805941991,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_5e6c7427febfc3d2,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0069_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0069_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_bb2a3d4daf877894,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0069_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0069_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,0.736985,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_bb2a3d4daf877894,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0069_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0069_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,0.736985,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_bb2a3d4daf877894,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0070_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0070_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_12a7c189db536861,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0070_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0070_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,1.0244805519,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_12a7c189db536861,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0070_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0070_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,1.0244805519,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_12a7c189db536861,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0071_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0071_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0.9282998,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_a671e905a7e1bdca,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0071_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_RVPI,POSITION_FUND_0071_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,rvpi,1.215856,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_a671e905a7e1bdca,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0071_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_TVPI,POSITION_FUND_0071_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,tvpi,2.1441558,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_a671e905a7e1bdca,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_POSITION_FUND_0072_LP_0018_UNNAMED_LP_ALL_CLASSES_20211231_DPI,POSITION_FUND_0072_LP_0018_UNNAMED_LP_ALL_CLASSES,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_c0b93ad4332d6dad,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
