fund_name_raw,standardized_fund_name,fund_family,fund_id,decision_status,seen_in_agents,source_files,a_count,b_count,merge_note
"Brookfield Brazil Timber Fund II, L.P.","Brookfield Brazil Timber Fund II, L.P.",Brookfield,FUND_1029,decided,04-quarterly-report,SRC457,14,0,merged with the LP spelling
"Brookfield Brazil Timber Fund II, LP","Brookfield Brazil Timber Fund II, L.P.",Brookfield,FUND_1029,decided,04-quarterly-report,SRC457,3,0,merged: LP = L.P.
Brookfield Infrastructure Fund III,Brookfield Infrastructure Fund III,Brookfield,FUND_0381,decided,02-performance,SRC060,6,0,distinct series from IV and V
Brookfield Infrastructure Fund IV,Brookfield Infrastructure Fund IV,Brookfield,FUND_0382,decided,02-performance,SRC060,6,0,distinct series from III and V
Brookfield Infrastructure Fund V,Brookfield Infrastructure Fund V,Brookfield,FUND_0383,decided,02-performance,SRC060,5,0,distinct series from III and IV
"Brookfield Strategic Real Estate Partners, L.P.","Brookfield Strategic Real Estate Partners, L.P.",Brookfield,FUND_0181,decided,A+B,SRC137,1,1,sole printed variant
Brookfield Super Core Infrastructure Partners Project Aether,Brookfield Super Core Infrastructure Partners Project Aether,Brookfield,FUND_0384,decided,02-performance,SRC060,5,0,distinct project vehicle; printed without the hyphen
Brookfield Super-Core Infrastructure Partners,Brookfield Super-Core Infrastructure Partners,Brookfield,FUND_0385,decided,02-performance,SRC060,5,0,distinct from the named project vehicles
Brookfield Super-Core Infrastructure Partners Project Kepler,Brookfield Super-Core Infrastructure Partners Project Kepler,Brookfield,FUND_0386,decided,02-performance,SRC060,5,0,distinct project vehicle
Brookfield Super-Core Infrastructure Partners Project Volta,Brookfield Super-Core Infrastructure Partners Project Volta,Brookfield,FUND_0387,decided,02-performance,SRC060,5,0,distinct project vehicle
Brookfield Timberlands Fund V,Brookfield Timberlands Fund V,Brookfield,FUND_0388,decided,02-performance,SRC060,6,0,sole printed variant
"BSV Opportunities B, FCRE","BSV Opportunities B, FCRE",,FUND_0389,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
Buchanan Fund V,Buchanan Fund V,,FUND_0390,decided,02-performance,SRC058,6,0,sole printed variant
Builder Fund,Builder Fund,,FUND_0139,decided,B,SRC040,0,1,distinct from Builders VC Fund II
Builders VC Fund II,Builders VC Fund II,,FUND_0005,decided,A+B,SRC035,1,1,distinct from Builder Fund
"Cabot Industrial Value Fund III, L.P.","Cabot Industrial Value Fund III, L.P.",,FUND_0182,decided,A+B,SRC137,1,1,sole printed variant
CalEast Canada Limited Partnership,CalEast Canada Limited Partnership,CalEast,FUND_0391,decided,02-performance,SRC063,1,0,distinct CalEast vehicle
"CalEast Industrial Investors, LLC","CalEast Industrial Investors, LLC",CalEast,FUND_0392,decided,02-performance,SRC063,3,0,distinct CalEast vehicle
"CalEast Solstice, LLC","CalEast Solstice, LLC",CalEast,FUND_0393,decided,02-performance,SRC063,4,0,distinct CalEast vehicle
CalWest CalPERS GIP,CalWest CalPERS GIP,,FUND_0394,decided,02-performance,SRC063,3,0,distinct from the CalEast vehicles
"Camden Partners Strategic Fund VI, L.P.","Camden Partners Strategic Fund VI, L.P.",,FUND_0395,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
Cameron Village,Cameron Village,,FUND_0396,decided,02-performance,SRC058,4,0,sole printed variant
"Canyon Catalyst Fund II, LLC","Canyon Catalyst Fund II, LLC",,FUND_0397,decided,02-performance,SRC063,4,0,distinct from Canyon Johnson Urban Fund III; stem too thin for a family
Canyon Johnson Urban Fund III,Canyon Johnson Urban Fund III,,FUND_0398,decided,02-performance,SRC058,6,0,distinct from Canyon Catalyst Fund II; stem too thin for a family
Capiton VI GmbH & Co. Beteiligungs KG,Capiton VI GmbH & Co. Beteiligungs KG,,FUND_0399,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
Capvis Equity IV L.P.,Capvis Equity IV L.P.,Capvis,FUND_0400,decided,06-statements-and-economics,SRC407,2,0,distinct series from Equity V
Capvis Equity V L.P.,Capvis Equity V L.P.,Capvis,FUND_0401,decided,06-statements-and-economics,SRC407,2,0,distinct series from Equity IV
"Carlyle Credit Opportunities Fund (Parallel), L.P.","Carlyle Credit Opportunities Fund (Parallel), L.P.",Carlyle,FUND_0402,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"Carlyle Europe Partners IV, L.P.","Carlyle Europe Partners IV, L.P.",Carlyle,FUND_0403,decided,06-statements-and-economics,SRC407,2,0,distinct series from Europe Partners V
"Carlyle Europe Partners V - EU, S.C.Sp.","Carlyle Europe Partners V - EU, S.C.Sp.",Carlyle,FUND_0404,decided,06-statements-and-economics,SRC407,2,0,distinct series from Europe Partners IV
"Carlyle Europe Real Estate Partners III, L.P.","Carlyle Europe Real Estate Partners III, L.P.",Carlyle,FUND_0183,decided,A+B,SRC137,1,1,distinct from the Carlyle Europe Partners line
"Carlyle Infrastructure Partners, L.P.","Carlyle Infrastructure Partners, L.P.",Carlyle,FUND_0405,decided,02-performance,SRC063,1,0,sole printed variant
"Carlyle Partners V, L.P.","Carlyle Partners V, L.P.",Carlyle,FUND_0406,decided,06-statements-and-economics,SRC407,2,0,distinct series from VII and VIII
"Carlyle Partners VII, L.P.","Carlyle Partners VII, L.P.",Carlyle,FUND_0407,decided,06-statements-and-economics,SRC407,2,0,distinct series from V and VIII
"Carlyle Partners VIII, L.P.","Carlyle Partners VIII, L.P.",Carlyle,FUND_0408,decided,06-statements-and-economics,SRC407,2,0,distinct series from V and VII
"Carlyle Property Investors, L.P.","Carlyle Property Investors, L.P.",Carlyle,FUND_0409,decided,02-performance,SRC058,6,0,sole printed variant
"Carlyle Realty Partners III, L.P.","Carlyle Realty Partners III, L.P.",Carlyle,FUND_0184,decided,A+B,SRC137,1,1,distinct series from IV V and VI
"Carlyle Realty Partners IV, L.P.","Carlyle Realty Partners IV, L.P.",Carlyle,FUND_0185,decided,A+B,SRC137,1,1,distinct series from III V and VI
"Carlyle Realty Partners V, L.P.","Carlyle Realty Partners V, L.P.",Carlyle,FUND_0186,decided,A+B,SRC137,1,1,distinct series from III IV and VI
"Carlyle Realty Partners VI, L.P.","Carlyle Realty Partners VI, L.P.",Carlyle,FUND_0187,decided,A+B,SRC137,1,1,distinct series from III IV and V
"Carlyle US Equity Opportunity Fund II, L.P.","Carlyle US Equity Opportunity Fund II, L.P.",Carlyle,FUND_0410,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"Cascade Angels Fund 2016, L.P.","Cascade Angels Fund 2016, L.P.",Cascade Angels Fund,FUND_0006,decided,A+B,SRC035,1,1,distinct vintage vehicle from Cascade Angels Fund V
"Cascade Angels Fund V, LLC","Cascade Angels Fund V, LLC",Cascade Angels Fund,FUND_0007,decided,A+B,SRC035,1,1,distinct series from Cascade Angels Fund 2016
"Cascade Seed Fund I, LLC","Cascade Seed Fund I, LLC",Cascade Seed Fund,FUND_0008,decided,A+B,SRC035,1,1,distinct series from Cascade Seed Fund II
Cascade Seed Fund II,Cascade Seed Fund II,Cascade Seed Fund,FUND_0009,decided,A+B,SRC035,1,1,distinct series from Cascade Seed Fund I
"CB Offshore CF I, Limited Partnership","CB Offshore CF I, Limited Partnership",,FUND_0411,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
CBRE Strategic Partners US Value Fund 5,CBRE Strategic Partners US Value Fund 5,CBRE Strategic Partners,FUND_0412,decided,02-performance,SRC058,6,0,distinct series from Fund 6
CBRE Strategic Partners US Value Fund 6,CBRE Strategic Partners US Value Fund 6,CBRE Strategic Partners,FUND_0413,decided,02-performance,SRC058,6,0,distinct series from Fund 5
CCF II Industrial,CCF II Industrial,,FUND_0414,decided,02-performance,SRC063,2,0,distinct series from CCF III Industrial; acronym stem so no family
CCF III Industrial,CCF III Industrial,,FUND_0415,decided,02-performance,SRC063,2,0,distinct from CCF III LLC; acronym stem so no family
"CCF III, LLC","CCF III, LLC",,FUND_0416,decided,02-performance,SRC063,3,0,distinct from CCF III Industrial; acronym stem so no family
CCP 2020,CCP 2020,,FUND_0417,decided,02-performance,SRC063,3,0,distinct from CCP Climb and CCP Strider; acronym stem so no family
CCP Climb LP,CCP Climb LP,,FUND_0418,decided,06-statements-and-economics,SRC407,2,0,distinct from CCP Strider; acronym stem so no family
CCP Strider LP,CCP Strider LP,,FUND_0419,decided,06-statements-and-economics,SRC407,2,0,distinct from CCP Climb; acronym stem so no family
"CD&R Value Building Partners I, L.P.","CD&R Value Building Partners I, L.P.",,FUND_0420,decided,06-statements-and-economics,SRC407,2,0,distinct vehicle; printed stem differs from the Clayton Dubilier & Rice funds
"CDRF8 Private Investors, LLC","CDRF8 Private Investors, LLC",,FUND_0421,decided,06-statements-and-economics,SRC407,2,0,distinct vehicle; printed stem shared with no other row
"Centerbridge Seaport Acquisition Fund, L.P.","Centerbridge Seaport Acquisition Fund, L.P.",,FUND_0422,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; distinct from the Centerline rows
"Centerline Diversified Risk CMBS Fund, LLC","Centerline Diversified Risk CMBS Fund, LLC",Centerline,FUND_0188,decided,A+B,SRC137,1,1,distinct from Centerline High Yield CMBS III
Centerline High Yield CMBS III - Loan/Stock,Centerline High Yield CMBS III - Loan/Stock,Centerline,FUND_0189,decided,A+B,SRC137,1,1,distinct from Centerline Diversified Risk CMBS Fund
"Cerberus Institutional Partners, L.P. - Series Four","Cerberus Institutional Partners, L.P. - Series Four",,FUND_0423,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"Charlesbank Equity Fund VIII, Limited Partnership","Charlesbank Equity Fund VIII, Limited Partnership",,FUND_0424,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"Charter Life Sciences (Ohio) II, L.P.","Charter Life Sciences (Ohio) II, L.P.",,FUND_0081,decided,A+B,SRC036,1,1,distinct from Charterhouse Capital Partners IX
Charterhouse Capital Partners IX,Charterhouse Capital Partners IX,,FUND_0425,decided,06-statements-and-economics,SRC407,1,0,distinct from Charter Life Sciences (Ohio) II
"CHP III, L.P.","CHP III, L.P.",,FUND_0426,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; acronym stem so no family
"Chrysalis Ventures (Ohio) III, L.P.","Chrysalis Ventures (Ohio) III, L.P.",,FUND_0082,decided,A+B,SRC036,1,1,sole printed variant
"CI Capital Investors III, L.P.","CI Capital Investors III, L.P.",,FUND_0427,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"CIM Fund III, L.P.","CIM Fund III, L.P.",CIM,FUND_0428,decided,02-performance,SRC063,5,0,distinct from CIM Infrastructure Fund
"CIM Infrastructure Fund, L.P.","CIM Infrastructure Fund, L.P.",CIM,FUND_0429,decided,02-performance,SRC063,5,0,distinct from CIM Fund III
Clarion (Non Mandate),Clarion (Non Mandate),Clarion,FUND_0431,decided,02-performance,SRC058,4,0,distinct Clarion vehicle
Clarion Columbia Office Properties,Clarion Columbia Office Properties,Clarion,FUND_0432,decided,02-performance,SRC058,4,0,distinct Clarion vehicle
Clarion Holding,Clarion Holding,Clarion,FUND_0433,decided,02-performance,SRC058,4,0,distinct Clarion vehicle
"Clayton, Dubilier & Rice Fund IX, L.P.","Clayton, Dubilier & Rice Fund IX, L.P.","Clayton, Dubilier & Rice",FUND_0434,decided,06-statements-and-economics,SRC407,2,0,distinct series from Fund X
"Clayton, Dubilier & Rice Fund X, L.P.","Clayton, Dubilier & Rice Fund X, L.P.","Clayton, Dubilier & Rice",FUND_0435,decided,06-statements-and-economics,SRC407,2,0,distinct series from Fund IX
Clean Tech Fund,Clean Tech Fund,,FUND_0123,decided,B,SRC039,0,1,sole printed variant; generic stem so no family
"Clearlake Capital Partners III, L.P.","Clearlake Capital Partners III, L.P.",Clearlake,FUND_0436,decided,06-statements-and-economics,SRC407,2,0,distinct series from IV VI and VII
"Clearlake Capital Partners IV, L.P.","Clearlake Capital Partners IV, L.P.",Clearlake,FUND_0437,decided,06-statements-and-economics,SRC407,2,0,distinct series from III VI and VII
"Clearlake Capital Partners VI, L.P.","Clearlake Capital Partners VI, L.P.",Clearlake,FUND_0438,decided,06-statements-and-economics,SRC407,2,0,distinct series from III IV and VII
"Clearlake Capital Partners VII (USTE), L.P.","Clearlake Capital Partners VII (USTE), L.P.",Clearlake,FUND_0439,decided,06-statements-and-economics,SRC407,2,0,distinct series from III IV and VI
"Clearlake Opportunities Partners (P-Offshore), L.P.","Clearlake Opportunities Partners (P-Offshore), L.P.",Clearlake,FUND_0440,decided,06-statements-and-economics,SRC407,2,0,distinct from the Clearlake Capital Partners line
Cliffwood,Cliffwood,,FUND_0441,decided,02-performance,SRC058,3,0,sole printed variant
Clift,Clift,,FUND_0442,decided,02-performance,SRC058,6,0,sole printed variant
Cohen & Steers,Cohen & Steers,,FUND_0443,decided,02-performance,SRC058,3,0,sole printed variant
"Coller International Partners VI, L.P.","Coller International Partners VI, L.P.",,FUND_0444,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
Commonwealth Fund III,Commonwealth Fund III,,FUND_0108,decided,A+B,SRC038,1,1,sole printed variant
"Comvest Capital III International (Cayman), L.P.","Comvest Capital III International (Cayman), L.P.",,FUND_0445,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"Concession Investment Holdings, LLC","Concession Investment Holdings, LLC",,FUND_0446,decided,02-performance,SRC063,4,0,sole printed variant
Connecticut Bioscience Innovation Fund,Connecticut Bioscience Innovation Fund,,FUND_0124,decided,B,SRC039,0,1,sole printed variant
Connecticut Capital Access Fund,Connecticut Capital Access Fund,,FUND_0125,decided,B,SRC039,0,1,sole printed variant
Connecticut Works Fund,Connecticut Works Fund,,FUND_0128,decided,B,SRC039,0,1,distinct: separate vehicle from Connecticut Works Guarantee Fund
Connecticut Works Guarantee Fund,Connecticut Works Guarantee Fund,,FUND_0129,decided,B,SRC039,0,1,distinct: separate vehicle from Connecticut Works Fund
"Conservation Forestry Capital Fund II, L.P.","Conservation Forestry Capital Fund II, L.P.",Conservation Forestry Capital,FUND_1030,decided,04-quarterly-report,SRC457,13,0,merged with the LP spelling of the same vehicle
"Conservation Forestry Capital Fund II, LP","Conservation Forestry Capital Fund II, L.P.",Conservation Forestry Capital,FUND_1030,decided,04-quarterly-report,SRC457,3,0,merged into the fuller L.P. spelling
"Conservation Forestry Capital Fund IV, L.P.","Conservation Forestry Capital Fund IV, L.P.",Conservation Forestry Capital,FUND_1031,decided,04-quarterly-report,SRC457,11,0,merged with the LP spelling; Fund IV distinct from Fund II
"Conservation Forestry Capital Fund IV, LP","Conservation Forestry Capital Fund IV, L.P.",Conservation Forestry Capital,FUND_1031,decided,04-quarterly-report,SRC457,3,0,merged into the fuller L.P. spelling; Fund IV distinct from Fund II
Core Property Index Trust,Core Property Index Trust,,FUND_0447,decided,02-performance,SRC063,1,0,sole printed variant
"Cornerstone Patriot Fund, L.P.","Cornerstone Patriot Fund, L.P.",,FUND_0190,decided,A+B,SRC137,1,1,sole printed variant
"Corsair IV Financial Services Capital Partners, L.P.","Corsair IV Financial Services Capital Partners, L.P.",Corsair,FUND_0448,decided,06-statements-and-economics,SRC407,2,0,distinct series from Corsair V
"Corsair V Financial Services Capital Partners, L.P.","Corsair V Financial Services Capital Partners, L.P.",Corsair,FUND_0449,decided,06-statements-and-economics,SRC407,2,0,distinct series from Corsair IV
"Court Square Capital Partners (Offshore) III, L.P.","Court Square Capital Partners (Offshore) III, L.P.",,FUND_0450,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"CP VII Investors, L.P.","CP VII Investors, L.P.",,FUND_0451,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"Crestview Partners II, L.P.","Crestview Partners II, L.P.",,FUND_0452,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"Crow Holdings Realty Fund VII, LP","Crow Holdings Realty Fund VII, LP",Crow Holdings,FUND_0453,decided,04-quarterly-report,SRC457,3,0,distinct: printed as Realty Fund not Realty Partners; not merged into Realty Partners VII
"Crow Holdings Realty Partners IX, L.P.","Crow Holdings Realty Partners IX, L.P.",Crow Holdings,FUND_0454,decided,04-quarterly-report,SRC457,5,0,sole printed variant
"Crow Holdings Realty Partners VI, L.P.","Crow Holdings Realty Partners VI, L.P.",Crow Holdings,FUND_1032,decided,04-quarterly-report,SRC457,14,0,merged with the LP spelling of the same vehicle
"Crow Holdings Realty Partners VI, LP","Crow Holdings Realty Partners VI, L.P.",Crow Holdings,FUND_1032,decided,04-quarterly-report,SRC457,3,0,merged into the fuller L.P. spelling
"Crow Holdings Realty Partners VII, L.P.","Crow Holdings Realty Partners VII, L.P.",Crow Holdings,FUND_0455,decided,04-quarterly-report,SRC457,12,0,distinct from Crow Holdings Realty Fund VII
"Crow Retail Fund II, L.P.","Crow Retail Fund II, L.P.",,FUND_0456,decided,04-quarterly-report,SRC457,15,0,sole printed variant; stem differs from Crow Holdings so family left blank
"CS Strategic Partners IV RE, L.P.","CS Strategic Partners IV RE, L.P.",,FUND_0191,decided,A+B,SRC137,1,1,distinct series from CSFB Strategic Partners II and III; printed stem differs
"CSFB Strategic Partners II RE, L.P.","CSFB Strategic Partners II RE, L.P.",CSFB Strategic Partners,FUND_0192,decided,A+B,SRC137,1,1,distinct series from III
"CSFB Strategic Partners III RE, L.P.","CSFB Strategic Partners III RE, L.P.",CSFB Strategic Partners,FUND_0193,decided,A+B,SRC137,1,1,distinct series from II
Cube Infrastructure Fund III,Cube Infrastructure Fund III,,FUND_0457,decided,02-performance,SRC060,5,0,sole printed variant
Cube Salem Co-Investment,Cube Salem Co-Investment,,FUND_0458,decided,02-performance,SRC060,5,0,distinct co-investment vehicle
CVC Capital Partners VI (A) L.P.,CVC Capital Partners VI (A) L.P.,CVC,FUND_0459,decided,06-statements-and-economics,SRC407,2,0,distinct parallel vehicle from VI (B)
CVC Capital Partners VI (B) L.P.,CVC Capital Partners VI (B) L.P.,CVC,FUND_0460,decided,06-statements-and-economics,SRC407,2,0,distinct parallel vehicle from VI (A)
CVC Capital Partners VII (A) L.P.,CVC Capital Partners VII (A) L.P.,CVC,FUND_0461,decided,06-statements-and-economics,SRC407,2,0,distinct series from VI
CVC European Equity Partners V (A) L.P.,CVC European Equity Partners V (A) L.P.,CVC,FUND_0462,decided,06-statements-and-economics,SRC407,2,0,distinct parallel vehicle from V (C)
CVC European Equity Partners V (C) L.P.,CVC European Equity Partners V (C) L.P.,CVC,FUND_0463,decided,06-statements-and-economics,SRC407,2,0,distinct parallel vehicle from V (A)
Cybersecurity Investment Fund,Cybersecurity Investment Fund,,FUND_0142,decided,B,SRC040,0,1,sole printed variant
"DB SAF C Strategic Partners, LP","DB SAF C Strategic Partners, LP",,FUND_0464,decided,02-performance,SRC063,1,0,distinct from DCP C Strategic Partners
"DCM V, L.P.","DCM V, L.P.",DCM,FUND_0465,decided,06-statements-and-economics,SRC407,2,0,distinct series from DCM VI
"DCM VI, L.P.","DCM VI, L.P.",DCM,FUND_0466,decided,06-statements-and-economics,SRC407,2,0,distinct series from DCM V
"DCP C Strategic Partners, LP","DCP C Strategic Partners, LP",,FUND_0467,decided,02-performance,SRC063,2,0,distinct from DB SAF C Strategic Partners
"DFJ Frontier Fund II, L.P.","DFJ Frontier Fund II, L.P.",,FUND_0010,decided,A+B,SRC035,1,1,sole printed variant
Digital Colony Partners,Digital Colony Partners,,FUND_0468,decided,02-performance,SRC060,6,0,sole printed variant; stem differs from DigitalBridge so family left blank
"DigitalBridge Partners II, LP","DigitalBridge Partners II, LP",DigitalBridge,FUND_0469,decided,02-performance,SRC063,2,0,sole printed variant
"DigitalBridge Strategic Assets Fund, LP","DigitalBridge Strategic Assets Fund, LP",DigitalBridge,FUND_0470,decided,02-performance,SRC063,1,0,distinct vehicle from DigitalBridge Partners II
"DivcoWest Fund IV REIT, L.P.","DivcoWest Fund IV REIT, L.P.",DivcoWest,FUND_0471,decided,02-performance,SRC058,6,0,distinct series from Fund V
DivcoWest Fund V,DivcoWest Fund V,DivcoWest,FUND_0472,decided,02-performance,SRC058,6,0,distinct series from Fund IV
DivcoWest Real Estate Fund VI,DivcoWest Real Estate Fund VI,DivcoWest,FUND_0473,decided,02-performance,SRC058,6,0,distinct series from Fund IV and Fund V
"DLJ Real Estate Capital Partners III, L.P.","DLJ Real Estate Capital Partners III, L.P.",DLJ Real Estate,FUND_0194,decided,A+B,SRC137,1,1,distinct series from IV
"DLJ Real Estate Capital Partners IV, L.P.","DLJ Real Estate Capital Partners IV, L.P.",DLJ Real Estate,FUND_0195,decided,A+B,SRC137,1,1,distinct series from III
"DLJ Real Estate Partners II, L.P.","DLJ Real Estate Partners II, L.P.",DLJ Real Estate,FUND_0196,decided,A+B,SRC137,1,1,distinct vehicle from DLJ Real Estate Capital Partners
"DRA Growth and Income Fund VI, L.P.","DRA Growth and Income Fund VI, L.P.",DRA Growth and Income Fund,FUND_0197,decided,A+B,SRC137,1,1,distinct series from VII
"DRA Growth and Income Fund VII, L.P.","DRA Growth and Income Fund VII, L.P.",DRA Growth and Income Fund,FUND_0198,decided,A+B,SRC137,1,1,distinct series from VI
"Draper Triangle Ohio Ventures, L.P.","Draper Triangle Ohio Ventures, L.P.",Draper Triangle,FUND_0084,decided,A+B,SRC036,1,1,distinct vehicle from Draper Triangle Ventures Ohio III
"Draper Triangle Ventures Ohio III, L.P.","Draper Triangle Ventures Ohio III, L.P.",Draper Triangle,FUND_0085,decided,A+B,SRC036,1,1,distinct vehicle from Draper Triangle Ohio Ventures
"DW Life Sciences Partners, LLC","DW Life Sciences Partners, LLC",,FUND_0474,decided,02-performance,SRC063,2,0,sole printed variant
DW-Columbia Perfco LP,DW-Columbia Perfco LP,,FUND_0475,decided,02-performance,SRC058,4,0,sole printed variant
"Early Stage Partners Fund II, L.P.","Early Stage Partners Fund II, L.P.",,FUND_0086,decided,A+B,SRC036,1,1,sole printed variant
Eastern Timberland Opportunities II,"Eastern Timberland Opportunities II, L.P.",Eastern Timberland Opportunities,FUND_1033,decided,04-quarterly-report,SRC457,3,0,merged into the fuller printed form
"Eastern Timberland Opportunities II, L.P.","Eastern Timberland Opportunities II, L.P.",Eastern Timberland Opportunities,FUND_1033,decided,04-quarterly-report,SRC457,12,0,merged with the short spelling of the same vehicle
Eastern Timberland Opportunities III,"Eastern Timberland Opportunities III, L.P.",Eastern Timberland Opportunities,FUND_1034,decided,04-quarterly-report,SRC457,3,0,merged into the fuller printed form; III distinct from II
"Eastern Timberland Opportunities III, L.P.","Eastern Timberland Opportunities III, L.P.",Eastern Timberland Opportunities,FUND_1034,decided,04-quarterly-report,SRC457,10,0,merged with the short spelling; III distinct from II
"Ecosystem Investment Partners II, L.P.","Ecosystem Investment Partners II, L.P.",Ecosystem Investment Partners,FUND_1035,decided,04-quarterly-report,SRC457,13,0,merged with the LP spelling of the same vehicle
"Ecosystem Investment Partners II, LP","Ecosystem Investment Partners II, L.P.",Ecosystem Investment Partners,FUND_1035,decided,04-quarterly-report,SRC457,3,0,merged into the fuller L.P. spelling
"Ecosystem Investment Partners III, L.P.","Ecosystem Investment Partners III, L.P.",Ecosystem Investment Partners,FUND_1036,decided,04-quarterly-report,SRC457,13,0,merged with the LP spelling; III distinct from II
"Ecosystem Investment Partners III, LP","Ecosystem Investment Partners III, L.P.",Ecosystem Investment Partners,FUND_1036,decided,04-quarterly-report,SRC457,3,0,merged into the fuller L.P. spelling; III distinct from II
"Ecosystem Investment Partners IV, L.P.","Ecosystem Investment Partners IV, L.P.",Ecosystem Investment Partners,FUND_1037,decided,04-quarterly-report,SRC457,11,0,merged with the LP spelling; IV distinct from II and III
"Ecosystem Investment Partners IV, LP","Ecosystem Investment Partners IV, L.P.",Ecosystem Investment Partners,FUND_1037,decided,04-quarterly-report,SRC457,3,0,merged into the fuller L.P. spelling; IV distinct from II and III
"Ecotrust Forests II, LLC","Ecotrust Forests II, LLC",,FUND_0011,decided,A+B,SRC035,1,1,sole printed variant
"Edgewood Partners, L.P.","Edgewood Partners, L.P.",,FUND_0476,decided,04-quarterly-report,SRC457,15,0,sole printed variant
"Edison Venture Fund VII, L.P.","Edison Venture Fund VII, L.P.",Edison Venture,FUND_0089,decided,A+B,SRC036,1,1,distinct series from VIII
"Edison Venture Fund VIII, L.P.","Edison Venture Fund VIII, L.P.",Edison Venture,FUND_0090,decided,A+B,SRC036,1,1,distinct series from VII
Elevate Capital Fund II,Elevate Capital Fund II,,FUND_0012,decided,A+B,SRC035,1,1,sole printed variant
Eli Whitney Fund,Eli Whitney Fund,,FUND_0130,decided,B,SRC039,0,1,sole printed variant
"Emerging Market Fund, LLC","Emerging Market Fund, LLC",,FUND_0092,decided,A+B,SRC036,1,1,sole printed variant
EMR Capital Resources Fund II,EMR Capital Resources Fund II,,FUND_0477,decided,02-performance,SRC060,6,0,sole printed variant
EnCap Flatrock Midstream Fund III,EnCap Flatrock Midstream Fund III,EnCap Flatrock,FUND_0478,decided,02-performance,SRC060,6,0,distinct series from IV
EnCap Flatrock Midstream Fund IV,EnCap Flatrock Midstream Fund IV,EnCap Flatrock,FUND_0479,decided,02-performance,SRC060,6,0,distinct series from III
"Endeavour Capital Fund III, L.P.","Endeavour Capital Fund III, L.P.",,FUND_0013,decided,A+B,SRC035,1,1,sole printed variant
Endless Fund IV A LP,Endless Fund IV A LP,,FUND_0480,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
EnerVest Energy Institutional Fund XIV,EnerVest Energy Institutional Fund XIV,EnerVest,FUND_0481,decided,02-performance,SRC060,6,0,distinct from XIV-A and from EnerVest Fund XIV
"EnerVest Energy Institutional Fund XIV-A, L.P.","EnerVest Energy Institutional Fund XIV-A, L.P.",EnerVest,FUND_0482,decided,04-quarterly-report,SRC457,3,0,distinct: XIV-A is a separate vehicle from XIV
"EnerVest Fund XIV, L.P.","EnerVest Fund XIV, L.P.",EnerVest,FUND_0483,decided,04-quarterly-report,SRC457,13,0,distinct: shorter printed name not merged into an XIV vehicle
"Enlightened Hospitality Investments, L.P.","Enlightened Hospitality Investments, L.P.",,FUND_0014,decided,A+B,SRC035,1,1,sole printed variant
"Epic Venture Fund IV, L.P.","Epic Venture Fund IV, L.P.",Epic Ventures,FUND_0015,decided,A+B,SRC035,1,1,distinct series from V
"Epic Venture Fund V, L.P.","Epic Venture Fund V, L.P.",Epic Ventures,FUND_0016,decided,A+B,SRC035,1,1,distinct series from IV
"Epic Ventures VI, L.P.","Epic Ventures VI, L.P.",Epic Ventures,FUND_0017,decided,A+B,SRC035,1,1,distinct series from IV and V
EQT Infrastructure Fund V,EQT Infrastructure Fund V,EQT,FUND_0484,decided,02-performance,SRC060,5,0,distinct from the Fund V co-investment vehicle
EQT Infrastructure Fund V Co-Investment,EQT Infrastructure Fund V Co-Investment,EQT,FUND_0485,decided,02-performance,SRC060,5,0,distinct co-investment vehicle
EQT Infrastructure III,EQT Infrastructure III,EQT,FUND_0486,decided,02-performance,SRC060,6,0,distinct series
EQT Infrastructure IV - USD Fund,EQT Infrastructure IV - USD Fund,EQT,FUND_0487,decided,02-performance,SRC060,6,0,distinct series
EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP,EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP,EQT,FUND_0488,decided,03-institutional-report,SRC356,1,0,distinct co-investment vehicle
EQT IX (No.2) EUR SCSp,EQT IX (No.2) EUR SCSp,EQT,FUND_0489,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
EQT VII (No.1) Limited Partnership,EQT VII (No.1) Limited Partnership,EQT,FUND_0490,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
EQT VIII (No.1) SCSp,EQT VIII (No.1) SCSp,EQT,FUND_0491,decided,06-statements-and-economics,SRC407,2,0,distinct parallel vehicle from (No.2)
