fund_id,standardized_fund_name,observation_rows,source_files,vintage_year,vintage_year_status,vintage_year_variants,vintage_year_filled_rows,vintage_year_blank_rows,vintage_year_source_files,strategy,strategy_status,strategy_variants,strategy_filled_rows,strategy_blank_rows,strategy_source_files,asset_class,asset_class_status,asset_class_variants,asset_class_filled_rows,asset_class_blank_rows,asset_class_source_files,geography,geography_status,geography_variants,geography_filled_rows,geography_blank_rows,geography_source_files,merge_note
FUND_0318,"Aurora Equity Partners V, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0319,AUSTIN VENTURES IX LP,1,SRC356,,none,,0,1,,,none,,0,1,,Private Equity,unique,Private Equity,1,0,SRC356,,none,,0,1,,
FUND_0320,AUSTIN VENTURES X LP,1,SRC356,,none,,0,1,,,none,,0,1,,Private Equity,unique,Private Equity,1,0,SRC356,,none,,0,1,,
FUND_0321,"Avista Healthcare Partners (Offshore) I, L.P.",2,SRC407,,none,,0,2,,Early Secondary Investments,unique,Early Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0322,"Bain Capital Asia Fund II, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Rest of World,unique,Rest of World,2,0,SRC407,
FUND_0323,"Bain Capital Asia Fund III, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Rest of World,unique,Rest of World,2,0,SRC407,
FUND_0324,"Bain Capital Distressed and Special Situations 2013 (E), L.P.",1,SRC407,,none,,0,1,,Secondary Investments,unique,Secondary Investments,1,0,SRC407,Private Equity Investments,unique,Private Equity Investments,1,0,SRC407,North America,unique,North America,1,0,SRC407,
FUND_0325,"Bain Capital Empire Holdings, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0326,"Bain Capital Europe Fund III, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0327,"Bain Capital Europe Fund V, SCSp",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0328,"Bain Capital Fund VII, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0329,"Bain Capital Fund X, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0330,"Bain Capital Fund XI, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0331,"Bain Capital Fund XII, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0332,"Bain Capital VII Coinvestment Fund, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0333,Barley (No.1) Limited Partnership,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0334,"BC Asia III Private Investors, L.P.",1,SRC407,,none,,0,1,,Secondary Investments,unique,Secondary Investments,1,0,SRC407,Private Equity Investments,unique,Private Equity Investments,1,0,SRC407,Rest of World,unique,Rest of World,1,0,SRC407,
FUND_0335,"BC Europe IV Private Investors, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0336,BC European Capital IX-8 LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0337,BC European Capital X-10 LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0338,BC European Capital X-2 LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0339,BC European Capital X-7 LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0340,"BC Life Sciences Private Investors, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0341,BC Partners XI GD - 2 LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0342,"BC XI Private Investor, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0343,"BC XII Private Investors, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0344,BCP V-S L.P.,1,SRC407,,none,,0,1,,Secondary Investments,unique,Secondary Investments,1,0,SRC407,Private Equity Investments,unique,Private Equity Investments,1,0,SRC407,North America,unique,North America,1,0,SRC407,
FUND_0345,"Beacon Capital Strategic Partners VI, LP",6,SRC058,2010,unique,2010,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,26,SRC107,,none,,0,26,,,none,,0,26,,,none,,0,26,,,none,,0,26,,
FUND_0347,"Berkshire Fund VI, Limited Partnership",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0348,"Berkshire Fund VII, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0349,"Berkshire Fund VIII (IND), L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0350,BIF IV Co-Investment,5,SRC060,2021,unique,2021,5,0,SRC060,,none,,0,5,,,none,,0,5,,,none,,0,5,,
FUND_0351,Blackstone Capital Partners V L.P.,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0352,"Blackstone Capital Partners VII, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0353,"Blackstone Capital Partners VIII (Lux), SCSp",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0354,Blackstone Energy Partners III,5,SRC060,2020,unique,2020,5,0,SRC060,,none,,0,5,,,none,,0,5,,,none,,0,5,,
FUND_0355,Blackstone Energy Partners IV,5,SRC060,2022,unique,2022,5,0,SRC060,,none,,0,5,,,none,,0,5,,,none,,0,5,,
FUND_0356,Blackstone Mileway Logistics L.P.,2,SRC063,,none,,0,2,,,none,,0,2,,Real Assets,unique,Real Assets,2,0,SRC063,,none,,0,2,,
FUND_0357,"Blackstone Property Partners Europe, L.P.",4,SRC063,,none,,0,4,,,none,,0,4,,Real Assets,unique,Real Assets,4,0,SRC063,,none,,0,4,,
FUND_0358,Blackstone Property Partners Life Sciences L.P.,2,SRC063,,none,,0,2,,,none,,0,2,,Real Assets,unique,Real Assets,2,0,SRC063,,none,,0,2,,
FUND_0359,Blackstone RE Partners X LP,6,SRC058,2022,unique,2022,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0360,Blackstone Real Estate Partners IX,6,SRC058,2019,unique,2019,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0361,Blue Owl GP Stakes Nimbus Cayman (B) LP,2,SRC407,,none,,0,2,,Direct Investments/Co-Investments,unique,Direct Investments/Co-Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0362,Blue Owl GP Stakes Nimbus U.S. (A) LLC,2,SRC407,,none,,0,2,,Direct Investments/Co-Investments,unique,Direct Investments/Co-Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0363,Blue Owl GP Stakes US Investors LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0364,Blue Owl GP Stakes V Offshore Investors LP,2,SRC407,,none,,0,2,,Primary Investments,unique,Primary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0365,Blue Owl Real Estate Capital Fund V,6,SRC058,2020,unique,2020,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0366,Blue Owl Real Estate Capital Fund VI,6,SRC058,2023,unique,2023,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0367,"Blue Road Capital, L.P.",16,SRC457,,none,,0,16,,Agriculture,unique,Agriculture,13,3,SRC457,Natural Resources,unique,Natural Resources,16,0,SRC457,,none,,0,16,,
FUND_0368,Bolt Energy LLC,6,SRC060,2019,unique,2019,6,0,SRC060,,none,,0,6,,,none,,0,6,,,none,,0,6,,
FUND_0369,"Bowmark Capital Partners V, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0370,"BP ACE EV, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0371,"BP Natural Gas Opportunity Partners II, L.P.",14,SRC457,,none,,0,14,,Energy,unique,Energy,11,3,SRC457,Natural Resources,unique,Natural Resources,14,0,SRC457,,none,,0,14,,
FUND_0372,"BP Natural Gas Opportunity Partners, L.P.",16,SRC457,,none,,0,16,,Energy,unique,Energy,13,3,SRC457,Natural Resources,unique,Natural Resources,16,0,SRC457,,none,,0,16,,
FUND_0373,"BPEA EQT Mid-Market Growth Partnership, SCSp",2,SRC407,,none,,0,2,,Primary Investments,unique,Primary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Rest of World,unique,Rest of World,2,0,SRC407,
FUND_0374,"BPEA Private Equity Fund VI, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Rest of World,unique,Rest of World,2,0,SRC407,
FUND_0375,Brazil Real Estate Opportunities II,6,SRC058,2011,unique,2011,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0376,"Brentwood Associates Private Equity V, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0377,Bridgepoint Europe IV 'A' L.P.,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0378,Bridgepoint Europe IV 'E' L.P.,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0379,Bridgepoint Europe Portfolio IV LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0380,Brookfield Agriculture Fund II,6,SRC060,2015,unique,2015,6,0,SRC060,,none,,0,6,,,none,,0,6,,,none,,0,6,,
FUND_0381,Brookfield Infrastructure Fund III,6,SRC060,2016,unique,2016,6,0,SRC060,,none,,0,6,,,none,,0,6,,,none,,0,6,,
FUND_0382,Brookfield Infrastructure Fund IV,6,SRC060,2019,unique,2019,6,0,SRC060,,none,,0,6,,,none,,0,6,,,none,,0,6,,
FUND_0383,Brookfield Infrastructure Fund V,5,SRC060,2022,unique,2022,5,0,SRC060,,none,,0,5,,,none,,0,5,,,none,,0,5,,
FUND_0384,Brookfield Super Core Infrastructure Partners Project Aether,5,SRC060,2020,unique,2020,5,0,SRC060,,none,,0,5,,,none,,0,5,,,none,,0,5,,
FUND_0385,Brookfield Super-Core Infrastructure Partners,5,SRC060,2021,unique,2021,5,0,SRC060,,none,,0,5,,,none,,0,5,,,none,,0,5,,
FUND_0386,Brookfield Super-Core Infrastructure Partners Project Kepler,5,SRC060,2020,unique,2020,5,0,SRC060,,none,,0,5,,,none,,0,5,,,none,,0,5,,
FUND_0387,Brookfield Super-Core Infrastructure Partners Project Volta,5,SRC060,2020,unique,2020,5,0,SRC060,,none,,0,5,,,none,,0,5,,,none,,0,5,,
FUND_0388,Brookfield Timberlands Fund V,6,SRC060,2012,unique,2012,6,0,SRC060,,none,,0,6,,,none,,0,6,,,none,,0,6,,
FUND_0389,"BSV Opportunities B, FCRE",2,SRC407,,none,,0,2,,Direct Investments/Co-Investments,unique,Direct Investments/Co-Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0390,Buchanan Fund V,6,SRC058,2007,unique,2007,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0391,CalEast Canada Limited Partnership,1,SRC063,,none,,0,1,,,none,,0,1,,Real Assets,unique,Real Assets,1,0,SRC063,,none,,0,1,,
FUND_0392,"CalEast Industrial Investors, LLC",3,SRC063,,none,,0,3,,,none,,0,3,,Real Assets,unique,Real Assets,3,0,SRC063,,none,,0,3,,
FUND_0393,"CalEast Solstice, LLC",4,SRC063,,none,,0,4,,,none,,0,4,,Real Assets,unique,Real Assets,4,0,SRC063,,none,,0,4,,
FUND_0394,CalWest CalPERS GIP,3,SRC063,,none,,0,3,,,none,,0,3,,Real Assets,unique,Real Assets,3,0,SRC063,,none,,0,3,,
FUND_0395,"Camden Partners Strategic Fund VI, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0396,Cameron Village,4,SRC058,2004,unique,2004,4,0,SRC058,,none,,0,4,,Real Estate,unique,Real Estate,4,0,SRC058,,none,,0,4,,
FUND_0397,"Canyon Catalyst Fund II, LLC",4,SRC063,,none,,0,4,,,none,,0,4,,Real Assets,unique,Real Assets,4,0,SRC063,,none,,0,4,,
FUND_0398,Canyon Johnson Urban Fund III,6,SRC058,2010,unique,2010,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0399,Capiton VI GmbH & Co. Beteiligungs KG,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0400,Capvis Equity IV L.P.,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0401,Capvis Equity V L.P.,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0402,"Carlyle Credit Opportunities Fund (Parallel), L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0403,"Carlyle Europe Partners IV, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0404,"Carlyle Europe Partners V - EU, S.C.Sp.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0405,"Carlyle Infrastructure Partners, L.P.",1,SRC063,,none,,0,1,,,none,,0,1,,Real Assets,unique,Real Assets,1,0,SRC063,,none,,0,1,,
FUND_0406,"Carlyle Partners V, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0407,"Carlyle Partners VII, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0408,"Carlyle Partners VIII, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0409,"Carlyle Property Investors, L.P.",6,SRC058,2023,unique,2023,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0410,"Carlyle US Equity Opportunity Fund II, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0411,"CB Offshore CF I, Limited Partnership",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0412,CBRE Strategic Partners US Value Fund 5,6,SRC058,2008,unique,2008,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0413,CBRE Strategic Partners US Value Fund 6,6,SRC058,2012,unique,2012,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0414,CCF II Industrial,2,SRC063,,none,,0,2,,,none,,0,2,,Real Assets,unique,Real Assets,2,0,SRC063,,none,,0,2,,
FUND_0415,CCF III Industrial,2,SRC063,,none,,0,2,,,none,,0,2,,Real Assets,unique,Real Assets,2,0,SRC063,,none,,0,2,,
FUND_0416,"CCF III, LLC",3,SRC063,,none,,0,3,,,none,,0,3,,Real Assets,unique,Real Assets,3,0,SRC063,,none,,0,3,,
FUND_0417,CCP 2020,3,SRC063,,none,,0,3,,,none,,0,3,,Real Assets,unique,Real Assets,3,0,SRC063,,none,,0,3,,
FUND_0418,CCP Climb LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0419,CCP Strider LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0420,"CD&R Value Building Partners I, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0421,"CDRF8 Private Investors, LLC",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0422,"Centerbridge Seaport Acquisition Fund, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0423,"Cerberus Institutional Partners, L.P. - Series Four",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0424,"Charlesbank Equity Fund VIII, Limited Partnership",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0425,Charterhouse Capital Partners IX,1,SRC407,,none,,0,1,,Secondary Investments,unique,Secondary Investments,1,0,SRC407,Private Equity Investments,unique,Private Equity Investments,1,0,SRC407,Europe,unique,Europe,1,0,SRC407,
FUND_0426,"CHP III, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0427,"CI Capital Investors III, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0428,"CIM Fund III, L.P.",5,SRC063,,none,,0,5,,,none,,0,5,,Real Assets,unique,Real Assets,5,0,SRC063,,none,,0,5,,
FUND_0429,"CIM Infrastructure Fund, L.P.",5,SRC063,,none,,0,5,,,none,,0,5,,Real Assets,unique,Real Assets,5,0,SRC063,,none,,0,5,,
FUND_0431,Clarion (Non Mandate),4,SRC058,2016,unique,2016,4,0,SRC058,,none,,0,4,,Real Estate,unique,Real Estate,4,0,SRC058,,none,,0,4,,
FUND_0432,Clarion Columbia Office Properties,4,SRC058,2006,unique,2006,4,0,SRC058,,none,,0,4,,Real Estate,unique,Real Estate,4,0,SRC058,,none,,0,4,,
FUND_0433,Clarion Holding,4,SRC058,2000,unique,2000,4,0,SRC058,,none,,0,4,,Real Estate,unique,Real Estate,4,0,SRC058,,none,,0,4,,
FUND_0434,"Clayton, Dubilier & Rice Fund IX, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0435,"Clayton, Dubilier & Rice Fund X, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0436,"Clearlake Capital Partners III, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0437,"Clearlake Capital Partners IV, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0438,"Clearlake Capital Partners VI, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0439,"Clearlake Capital Partners VII (USTE), L.P.",2,SRC407,,none,,0,2,,Primary Investments,unique,Primary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0440,"Clearlake Opportunities Partners (P-Offshore), L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0441,Cliffwood,3,SRC058,2001,unique,2001,3,0,SRC058,,none,,0,3,,Real Estate,unique,Real Estate,3,0,SRC058,,none,,0,3,,
FUND_0442,Clift,6,SRC058,2004,unique,2004,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0443,Cohen & Steers,3,SRC058,2000,unique,2000,3,0,SRC058,,none,,0,3,,Real Estate,unique,Real Estate,3,0,SRC058,,none,,0,3,,
FUND_0444,"Coller International Partners VI, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0445,"Comvest Capital III International (Cayman), L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0446,"Concession Investment Holdings, LLC",4,SRC063,,none,,0,4,,,none,,0,4,,Real Assets,unique,Real Assets,4,0,SRC063,,none,,0,4,,
FUND_0447,Core Property Index Trust,1,SRC063,,none,,0,1,,,none,,0,1,,Real Assets,unique,Real Assets,1,0,SRC063,,none,,0,1,,
FUND_0448,"Corsair IV Financial Services Capital Partners, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
