owner_id,owner_kind,owner_role,canonical_name,source_entity_id,owner_fund_id,parent_owner_id,identity_status,identity_confidence,identity_confidence_basis,identity_confidence_reason,decision_id,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
OWNER_FUND_SYNTH_000208,fund,REPORTING_FUND,Synthetic Private Credit Fund 0208,FUND_SYNTH_000208,FUND_SYNTH_000208,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000209,fund,REPORTING_FUND,Synthetic Private Credit Fund 0209,FUND_SYNTH_000209,FUND_SYNTH_000209,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000210,fund,REPORTING_FUND,Synthetic Real Estate Fund 0210,FUND_SYNTH_000210,FUND_SYNTH_000210,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000211,fund,REPORTING_FUND,Synthetic Buyout Fund 0211,FUND_SYNTH_000211,FUND_SYNTH_000211,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000212,fund,REPORTING_FUND,Synthetic Real Estate Fund 0212,FUND_SYNTH_000212,FUND_SYNTH_000212,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000213,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0213,FUND_SYNTH_000213,FUND_SYNTH_000213,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000214,fund,REPORTING_FUND,Synthetic Growth Fund 0214,FUND_SYNTH_000214,FUND_SYNTH_000214,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000215,fund,REPORTING_FUND,Synthetic Infrastructure Fund 0215,FUND_SYNTH_000215,FUND_SYNTH_000215,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000216,fund,REPORTING_FUND,Synthetic Private Credit Fund 0216,FUND_SYNTH_000216,FUND_SYNTH_000216,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000217,fund,REPORTING_FUND,Synthetic Buyout Fund 0217,FUND_SYNTH_000217,FUND_SYNTH_000217,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000218,fund,REPORTING_FUND,Synthetic Real Estate Fund 0218,FUND_SYNTH_000218,FUND_SYNTH_000218,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000219,fund,REPORTING_FUND,Synthetic Buyout Fund 0219,FUND_SYNTH_000219,FUND_SYNTH_000219,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000220,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0220,FUND_SYNTH_000220,FUND_SYNTH_000220,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000221,fund,REPORTING_FUND,Synthetic Secondaries Fund 0221,FUND_SYNTH_000221,FUND_SYNTH_000221,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000222,fund,REPORTING_FUND,Synthetic Buyout Fund 0222,FUND_SYNTH_000222,FUND_SYNTH_000222,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000223,fund,REPORTING_FUND,Synthetic Private Credit Fund 0223,FUND_SYNTH_000223,FUND_SYNTH_000223,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000224,fund,REPORTING_FUND,Synthetic Venture Fund 0224,FUND_SYNTH_000224,FUND_SYNTH_000224,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000225,fund,REPORTING_FUND,Synthetic Buyout Fund 0225,FUND_SYNTH_000225,FUND_SYNTH_000225,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000226,fund,REPORTING_FUND,Synthetic Buyout Fund 0226,FUND_SYNTH_000226,FUND_SYNTH_000226,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000227,fund,REPORTING_FUND,Synthetic Private Credit Fund 0227,FUND_SYNTH_000227,FUND_SYNTH_000227,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000228,fund,REPORTING_FUND,Synthetic Private Credit Fund 0228,FUND_SYNTH_000228,FUND_SYNTH_000228,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000229,fund,REPORTING_FUND,Synthetic Growth Fund 0229,FUND_SYNTH_000229,FUND_SYNTH_000229,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000230,fund,REPORTING_FUND,Synthetic Buyout Fund 0230,FUND_SYNTH_000230,FUND_SYNTH_000230,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000231,fund,REPORTING_FUND,Synthetic Private Credit Fund 0231,FUND_SYNTH_000231,FUND_SYNTH_000231,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000232,fund,REPORTING_FUND,Synthetic Infrastructure Fund 0232,FUND_SYNTH_000232,FUND_SYNTH_000232,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000233,fund,REPORTING_FUND,Synthetic Venture Fund 0233,FUND_SYNTH_000233,FUND_SYNTH_000233,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000234,fund,REPORTING_FUND,Synthetic Venture Fund 0234,FUND_SYNTH_000234,FUND_SYNTH_000234,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000235,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0235,FUND_SYNTH_000235,FUND_SYNTH_000235,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000236,fund,REPORTING_FUND,Synthetic Private Credit Fund 0236,FUND_SYNTH_000236,FUND_SYNTH_000236,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000237,fund,REPORTING_FUND,Synthetic Private Credit Fund 0237,FUND_SYNTH_000237,FUND_SYNTH_000237,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000238,fund,REPORTING_FUND,Synthetic Real Estate Fund 0238,FUND_SYNTH_000238,FUND_SYNTH_000238,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000239,fund,REPORTING_FUND,Synthetic Venture Fund 0239,FUND_SYNTH_000239,FUND_SYNTH_000239,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000240,fund,REPORTING_FUND,Synthetic Private Credit Fund 0240,FUND_SYNTH_000240,FUND_SYNTH_000240,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000241,fund,REPORTING_FUND,Synthetic Buyout Fund 0241,FUND_SYNTH_000241,FUND_SYNTH_000241,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000242,fund,REPORTING_FUND,Synthetic Buyout Fund 0242,FUND_SYNTH_000242,FUND_SYNTH_000242,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000243,fund,REPORTING_FUND,Synthetic Private Credit Fund 0243,FUND_SYNTH_000243,FUND_SYNTH_000243,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000244,fund,REPORTING_FUND,Synthetic Private Credit Fund 0244,FUND_SYNTH_000244,FUND_SYNTH_000244,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000245,fund,REPORTING_FUND,Synthetic Growth Fund 0245,FUND_SYNTH_000245,FUND_SYNTH_000245,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000246,fund,REPORTING_FUND,Synthetic Venture Fund 0246,FUND_SYNTH_000246,FUND_SYNTH_000246,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000247,fund,REPORTING_FUND,Synthetic Venture Fund 0247,FUND_SYNTH_000247,FUND_SYNTH_000247,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000248,fund,REPORTING_FUND,Synthetic Growth Fund 0248,FUND_SYNTH_000248,FUND_SYNTH_000248,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000249,fund,REPORTING_FUND,Synthetic Growth Fund 0249,FUND_SYNTH_000249,FUND_SYNTH_000249,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000250,fund,REPORTING_FUND,Synthetic Venture Fund 0250,FUND_SYNTH_000250,FUND_SYNTH_000250,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000251,fund,REPORTING_FUND,Synthetic Buyout Fund 0251,FUND_SYNTH_000251,FUND_SYNTH_000251,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000252,fund,REPORTING_FUND,Synthetic Buyout Fund 0252,FUND_SYNTH_000252,FUND_SYNTH_000252,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000253,fund,REPORTING_FUND,Synthetic Secondaries Fund 0253,FUND_SYNTH_000253,FUND_SYNTH_000253,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000254,fund,REPORTING_FUND,Synthetic Buyout Fund 0254,FUND_SYNTH_000254,FUND_SYNTH_000254,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000255,fund,REPORTING_FUND,Synthetic Growth Fund 0255,FUND_SYNTH_000255,FUND_SYNTH_000255,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000256,fund,REPORTING_FUND,Synthetic Growth Fund 0256,FUND_SYNTH_000256,FUND_SYNTH_000256,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000257,fund,REPORTING_FUND,Synthetic Private Credit Fund 0257,FUND_SYNTH_000257,FUND_SYNTH_000257,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000258,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0258,FUND_SYNTH_000258,FUND_SYNTH_000258,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000259,fund,REPORTING_FUND,Synthetic Buyout Fund 0259,FUND_SYNTH_000259,FUND_SYNTH_000259,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000260,fund,REPORTING_FUND,Synthetic Private Credit Fund 0260,FUND_SYNTH_000260,FUND_SYNTH_000260,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000261,fund,REPORTING_FUND,Synthetic Real Estate Fund 0261,FUND_SYNTH_000261,FUND_SYNTH_000261,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000262,fund,REPORTING_FUND,Synthetic Private Credit Fund 0262,FUND_SYNTH_000262,FUND_SYNTH_000262,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000263,fund,REPORTING_FUND,Synthetic Infrastructure Fund 0263,FUND_SYNTH_000263,FUND_SYNTH_000263,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000264,fund,REPORTING_FUND,Synthetic Venture Fund 0264,FUND_SYNTH_000264,FUND_SYNTH_000264,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000265,fund,REPORTING_FUND,Synthetic Secondaries Fund 0265,FUND_SYNTH_000265,FUND_SYNTH_000265,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000266,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0266,FUND_SYNTH_000266,FUND_SYNTH_000266,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000267,fund,REPORTING_FUND,Synthetic Secondaries Fund 0267,FUND_SYNTH_000267,FUND_SYNTH_000267,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000268,fund,REPORTING_FUND,Synthetic Buyout Fund 0268,FUND_SYNTH_000268,FUND_SYNTH_000268,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000269,fund,REPORTING_FUND,Synthetic Secondaries Fund 0269,FUND_SYNTH_000269,FUND_SYNTH_000269,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000270,fund,REPORTING_FUND,Synthetic Private Credit Fund 0270,FUND_SYNTH_000270,FUND_SYNTH_000270,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000271,fund,REPORTING_FUND,Synthetic Private Credit Fund 0271,FUND_SYNTH_000271,FUND_SYNTH_000271,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000272,fund,REPORTING_FUND,Synthetic Buyout Fund 0272,FUND_SYNTH_000272,FUND_SYNTH_000272,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000273,fund,REPORTING_FUND,Synthetic Venture Fund 0273,FUND_SYNTH_000273,FUND_SYNTH_000273,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000274,fund,REPORTING_FUND,Synthetic Buyout Fund 0274,FUND_SYNTH_000274,FUND_SYNTH_000274,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000275,fund,REPORTING_FUND,Synthetic Private Credit Fund 0275,FUND_SYNTH_000275,FUND_SYNTH_000275,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000276,fund,REPORTING_FUND,Synthetic Growth Fund 0276,FUND_SYNTH_000276,FUND_SYNTH_000276,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000277,fund,REPORTING_FUND,Synthetic Private Credit Fund 0277,FUND_SYNTH_000277,FUND_SYNTH_000277,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000278,fund,REPORTING_FUND,Synthetic Buyout Fund 0278,FUND_SYNTH_000278,FUND_SYNTH_000278,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000279,fund,REPORTING_FUND,Synthetic Private Credit Fund 0279,FUND_SYNTH_000279,FUND_SYNTH_000279,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000280,fund,REPORTING_FUND,Synthetic Buyout Fund 0280,FUND_SYNTH_000280,FUND_SYNTH_000280,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000281,fund,REPORTING_FUND,Synthetic Real Estate Fund 0281,FUND_SYNTH_000281,FUND_SYNTH_000281,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000282,fund,REPORTING_FUND,Synthetic Venture Fund 0282,FUND_SYNTH_000282,FUND_SYNTH_000282,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000283,fund,REPORTING_FUND,Synthetic Buyout Fund 0283,FUND_SYNTH_000283,FUND_SYNTH_000283,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
