instrument_id,target_id,instrument_kind,security_title_raw,security_type_raw,currency,seniority,secured_status,stated_rate,rate_type,rate_basis_raw,spread_bps,maturity_date_raw,maturity_date,identifier_type,identifier_value,instrument_status,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,synthetic_parameter_set_id,record_status
NORM_INSTR_SYNTH_000041_04,TARGET_COMPANY_SYNTH_000041_04,PREFERRED_EQUITY,Synthetic Instrument 000041-04,Preferred Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000041_05,TARGET_COMPANY_SYNTH_000041_05,LOAN,Synthetic Instrument 000041-05,Unitranche,GBP,,,0.10567277,,,500,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000042_01,TARGET_COMPANY_SYNTH_000042_01,PREFERRED_EQUITY,Synthetic Instrument 000042-01,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000042_02,TARGET_COMPANY_SYNTH_000042_02,PREFERRED_EQUITY,Synthetic Instrument 000042-02,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000042_03,TARGET_COMPANY_SYNTH_000042_03,LOAN,Synthetic Instrument 000042-03,Unitranche,USD,,,0.07202041,,,550,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000042_04,TARGET_COMPANY_SYNTH_000042_04,LOAN,Synthetic Instrument 000042-04,Unitranche,USD,,,0.10731571,,,550,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000042_05,TARGET_COMPANY_SYNTH_000042_05,LOAN,Synthetic Instrument 000042-05,Unitranche,USD,,,0.10573322,,,525,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000042_06,TARGET_COMPANY_SYNTH_000042_06,LOAN,Synthetic Instrument 000042-06,Senior Debt,USD,,,0.07022997,,,700,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000042_07,TARGET_COMPANY_SYNTH_000042_07,LOAN,Synthetic Instrument 000042-07,Unitranche,USD,,,0.07947549,,,475,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000043_01,TARGET_COMPANY_SYNTH_000043_01,LOAN,Synthetic Instrument 000043-01,Unitranche,USD,,,0.09817967,,,500,2017-12-31,2017-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000043_02,TARGET_COMPANY_SYNTH_000043_02,LOAN,Synthetic Instrument 000043-02,Unitranche,USD,,,0.10030018,,,425,2018-12-31,2018-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000043_03,TARGET_COMPANY_SYNTH_000043_03,LOAN,Synthetic Instrument 000043-03,Unitranche,USD,,,0.09206095,,,625,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000043_04,TARGET_COMPANY_SYNTH_000043_04,LOAN,Synthetic Instrument 000043-04,Senior Debt,USD,,,0.07482349,,,750,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000044_01,TARGET_COMPANY_SYNTH_000044_01,LOAN,Synthetic Instrument 000044-01,Unitranche,USD,,,0.12778992,,,425,2021-12-31,2021-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000044_02,TARGET_COMPANY_SYNTH_000044_02,PREFERRED_EQUITY,Synthetic Instrument 000044-02,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000044_03,TARGET_COMPANY_SYNTH_000044_03,PREFERRED_EQUITY,Synthetic Instrument 000044-03,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000044_04,TARGET_COMPANY_SYNTH_000044_04,LOAN,Synthetic Instrument 000044-04,Senior Debt,USD,,,0.10001948,,,625,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000045_01,TARGET_COMPANY_SYNTH_000045_01,LOAN,Synthetic Instrument 000045-01,Unitranche,USD,,,0.10491456,,,750,2016-12-31,2016-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000045_02,TARGET_COMPANY_SYNTH_000045_02,LOAN,Synthetic Instrument 000045-02,Unitranche,USD,,,0.10269712,,,725,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000045_03,TARGET_COMPANY_SYNTH_000045_03,OTHER_EQUITY,Synthetic Instrument 000045-03,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000045_04,TARGET_COMPANY_SYNTH_000045_04,PREFERRED_EQUITY,Synthetic Instrument 000045-04,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000045_05,TARGET_COMPANY_SYNTH_000045_05,LOAN,Synthetic Instrument 000045-05,Unitranche,USD,,,0.11358191,,,725,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000046_01,TARGET_COMPANY_SYNTH_000046_01,LOAN,Synthetic Instrument 000046-01,Unitranche,USD,,,0.10238159,,,500,2021-12-31,2021-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000046_02,TARGET_COMPANY_SYNTH_000046_02,LOAN,Synthetic Instrument 000046-02,Unitranche,USD,,,0.08227845,,,725,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000046_03,TARGET_COMPANY_SYNTH_000046_03,OTHER_EQUITY,Synthetic Instrument 000046-03,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000046_04,TARGET_COMPANY_SYNTH_000046_04,LOAN,Synthetic Instrument 000046-04,Unitranche,USD,,,0.11214169,,,600,2024-12-31,2024-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000047_01,TARGET_COMPANY_SYNTH_000047_01,OTHER_EQUITY,Synthetic Instrument 000047-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000047_02,TARGET_COMPANY_SYNTH_000047_02,LOAN,Synthetic Instrument 000047-02,Unitranche,USD,,,0.07705877,,,550,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000047_03,TARGET_COMPANY_SYNTH_000047_03,OTHER_EQUITY,Synthetic Instrument 000047-03,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000047_04,TARGET_COMPANY_SYNTH_000047_04,PREFERRED_EQUITY,Synthetic Instrument 000047-04,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000047_05,TARGET_COMPANY_SYNTH_000047_05,LOAN,Synthetic Instrument 000047-05,Unitranche,USD,,,0.09414866,,,575,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000047_06,TARGET_COMPANY_SYNTH_000047_06,PREFERRED_EQUITY,Synthetic Instrument 000047-06,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000047_07,TARGET_COMPANY_SYNTH_000047_07,LOAN,Synthetic Instrument 000047-07,Unitranche,USD,,,0.08709788,,,450,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000048_01,TARGET_COMPANY_SYNTH_000048_01,OTHER_EQUITY,Synthetic Instrument 000048-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000048_02,TARGET_COMPANY_SYNTH_000048_02,LOAN,Synthetic Instrument 000048-02,Unitranche,USD,,,0.10506507,,,575,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000048_03,TARGET_COMPANY_SYNTH_000048_03,LOAN,Synthetic Instrument 000048-03,Senior Debt,USD,,,0.07896062,,,400,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000049_01,TARGET_COMPANY_SYNTH_000049_01,OTHER_EQUITY,Synthetic Instrument 000049-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000049_02,TARGET_COMPANY_SYNTH_000049_02,PREFERRED_EQUITY,Synthetic Instrument 000049-02,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000049_03,TARGET_COMPANY_SYNTH_000049_03,LOAN,Synthetic Instrument 000049-03,Senior Debt,USD,,,0.08808992,,,375,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000049_04,TARGET_COMPANY_SYNTH_000049_04,OTHER_EQUITY,Synthetic Instrument 000049-04,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000050_01,TARGET_COMPANY_SYNTH_000050_01,OTHER_EQUITY,Synthetic Instrument 000050-01,Equity,EUR,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000050_02,TARGET_COMPANY_SYNTH_000050_02,LOAN,Synthetic Instrument 000050-02,Senior Debt,EUR,,,0.07968854,,,375,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000050_03,TARGET_COMPANY_SYNTH_000050_03,LOAN,Synthetic Instrument 000050-03,Unitranche,EUR,,,0.11426392,,,675,2021-12-31,2021-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000050_04,TARGET_COMPANY_SYNTH_000050_04,LOAN,Synthetic Instrument 000050-04,Unitranche,EUR,,,0.12099040,,,425,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000050_05,TARGET_COMPANY_SYNTH_000050_05,LOAN,Synthetic Instrument 000050-05,Senior Debt,EUR,,,0.10192712,,,675,2024-12-31,2024-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000050_06,TARGET_COMPANY_SYNTH_000050_06,LOAN,Synthetic Instrument 000050-06,Unitranche,EUR,,,0.11867170,,,650,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000051_01,TARGET_COMPANY_SYNTH_000051_01,LOAN,Synthetic Instrument 000051-01,Unitranche,USD,,,0.09091270,,,475,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000051_02,TARGET_COMPANY_SYNTH_000051_02,OTHER_EQUITY,Synthetic Instrument 000051-02,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000051_03,TARGET_COMPANY_SYNTH_000051_03,LOAN,Synthetic Instrument 000051-03,Unitranche,USD,,,0.08510212,,,650,2030-12-31,2030-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000051_04,TARGET_COMPANY_SYNTH_000051_04,OTHER_EQUITY,Synthetic Instrument 000051-04,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000051_05,TARGET_COMPANY_SYNTH_000051_05,OTHER_EQUITY,Synthetic Instrument 000051-05,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000052_01,TARGET_COMPANY_SYNTH_000052_01,LOAN,Synthetic Instrument 000052-01,Unitranche,GBP,,,0.10264001,,,450,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000052_02,TARGET_COMPANY_SYNTH_000052_02,LOAN,Synthetic Instrument 000052-02,Unitranche,GBP,,,0.10244964,,,475,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000052_03,TARGET_COMPANY_SYNTH_000052_03,OTHER_EQUITY,Synthetic Instrument 000052-03,Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000052_04,TARGET_COMPANY_SYNTH_000052_04,OTHER_EQUITY,Synthetic Instrument 000052-04,Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000052_05,TARGET_COMPANY_SYNTH_000052_05,LOAN,Synthetic Instrument 000052-05,Senior Debt,GBP,,,0.11064428,,,550,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000052_06,TARGET_COMPANY_SYNTH_000052_06,PREFERRED_EQUITY,Synthetic Instrument 000052-06,Preferred Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000052_07,TARGET_COMPANY_SYNTH_000052_07,LOAN,Synthetic Instrument 000052-07,Unitranche,GBP,,,0.10702406,,,725,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000052_08,TARGET_COMPANY_SYNTH_000052_08,LOAN,Synthetic Instrument 000052-08,Senior Debt,GBP,,,0.10300904,,,600,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000053_01,TARGET_COMPANY_SYNTH_000053_01,LOAN,Synthetic Instrument 000053-01,Unitranche,EUR,,,0.08909119,,,525,2018-12-31,2018-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000053_02,TARGET_COMPANY_SYNTH_000053_02,OTHER_EQUITY,Synthetic Instrument 000053-02,Equity,EUR,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000053_03,TARGET_COMPANY_SYNTH_000053_03,PREFERRED_EQUITY,Synthetic Instrument 000053-03,Preferred Equity,EUR,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000053_04,TARGET_COMPANY_SYNTH_000053_04,PREFERRED_EQUITY,Synthetic Instrument 000053-04,Preferred Equity,EUR,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000054_01,TARGET_COMPANY_SYNTH_000054_01,LOAN,Synthetic Instrument 000054-01,Senior Debt,USD,,,0.08410005,,,475,2024-12-31,2024-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000054_02,TARGET_COMPANY_SYNTH_000054_02,LOAN,Synthetic Instrument 000054-02,Unitranche,USD,,,0.11871762,,,525,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000054_03,TARGET_COMPANY_SYNTH_000054_03,PREFERRED_EQUITY,Synthetic Instrument 000054-03,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000054_04,TARGET_COMPANY_SYNTH_000054_04,PREFERRED_EQUITY,Synthetic Instrument 000054-04,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000054_05,TARGET_COMPANY_SYNTH_000054_05,LOAN,Synthetic Instrument 000054-05,Unitranche,USD,,,0.11805496,,,425,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000055_01,TARGET_COMPANY_SYNTH_000055_01,PREFERRED_EQUITY,Synthetic Instrument 000055-01,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000055_02,TARGET_COMPANY_SYNTH_000055_02,LOAN,Synthetic Instrument 000055-02,Senior Debt,USD,,,0.11316196,,,400,2029-12-31,2029-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000055_03,TARGET_COMPANY_SYNTH_000055_03,LOAN,Synthetic Instrument 000055-03,Unitranche,USD,,,0.09323534,,,350,2030-12-31,2030-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000055_04,TARGET_COMPANY_SYNTH_000055_04,PREFERRED_EQUITY,Synthetic Instrument 000055-04,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000055_05,TARGET_COMPANY_SYNTH_000055_05,LOAN,Synthetic Instrument 000055-05,Senior Debt,USD,,,0.10031171,,,750,2029-12-31,2029-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000055_06,TARGET_COMPANY_SYNTH_000055_06,LOAN,Synthetic Instrument 000055-06,Senior Debt,USD,,,0.12909499,,,375,2030-12-31,2030-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000055_07,TARGET_COMPANY_SYNTH_000055_07,LOAN,Synthetic Instrument 000055-07,Unitranche,USD,,,0.08015953,,,600,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000055_08,TARGET_COMPANY_SYNTH_000055_08,PREFERRED_EQUITY,Synthetic Instrument 000055-08,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000056_01,TARGET_COMPANY_SYNTH_000056_01,LOAN,Synthetic Instrument 000056-01,Unitranche,USD,,,0.07610923,,,600,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000056_02,TARGET_COMPANY_SYNTH_000056_02,PREFERRED_EQUITY,Synthetic Instrument 000056-02,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000056_03,TARGET_COMPANY_SYNTH_000056_03,OTHER_EQUITY,Synthetic Instrument 000056-03,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000056_04,TARGET_COMPANY_SYNTH_000056_04,LOAN,Synthetic Instrument 000056-04,Senior Debt,USD,,,0.08381779,,,375,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000056_05,TARGET_COMPANY_SYNTH_000056_05,LOAN,Synthetic Instrument 000056-05,Senior Debt,USD,,,0.10295036,,,375,2029-12-31,2029-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000056_06,TARGET_COMPANY_SYNTH_000056_06,PREFERRED_EQUITY,Synthetic Instrument 000056-06,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000056_07,TARGET_COMPANY_SYNTH_000056_07,LOAN,Synthetic Instrument 000056-07,Senior Debt,USD,,,0.09690945,,,400,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000056_08,TARGET_COMPANY_SYNTH_000056_08,LOAN,Synthetic Instrument 000056-08,Senior Debt,USD,,,0.10921430,,,700,2029-12-31,2029-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000057_01,TARGET_COMPANY_SYNTH_000057_01,LOAN,Synthetic Instrument 000057-01,Senior Debt,USD,,,0.08464307,,,525,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000057_02,TARGET_COMPANY_SYNTH_000057_02,OTHER_EQUITY,Synthetic Instrument 000057-02,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000057_03,TARGET_COMPANY_SYNTH_000057_03,LOAN,Synthetic Instrument 000057-03,Unitranche,USD,,,0.12282211,,,675,2030-12-31,2030-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000058_01,TARGET_COMPANY_SYNTH_000058_01,PREFERRED_EQUITY,Synthetic Instrument 000058-01,Preferred Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
