allocation_id,portfolio_id,as_of_date,fund_id,strategy,sub_strategy,target_weight,minimum_weight,maximum_weight,commitment_amount,nav_amount,unfunded_amount,expected_return,expected_volatility,liquidity_score,provenance_type,source_document_id,synthetic_parameter_set_id,optimization_run_id,record_status
ALLOC_SYNTH_0000675,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000675,buyout,middle_market,0.00125000,0.00000000,0.05000000,542.56,253.77,242.83,0.03481716,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000676,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000676,real_estate,value_add,0.00125000,0.00000000,0.05000000,562.64,114.98,87.16,0.11570011,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000677,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000677,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,431.32,162.20,94.94,0.09507724,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000678,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000678,secondaries,lp_led,0.00125000,0.00000000,0.05000000,513.03,198.14,335.80,0.22133787,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000679,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000679,infrastructure,core_plus,0.00125000,0.00000000,0.05000000,664.49,396.91,298.17,0.12389108,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000680,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000680,secondaries,lp_led,0.00125000,0.00000000,0.05000000,538.62,227.32,117.07,0.10289150,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000681,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000681,growth,growth_equity,0.00125000,0.00000000,0.05000000,213.85,102.58,38.16,0.10047449,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000682,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000682,real_estate,value_add,0.00125000,0.00000000,0.05000000,531.86,42.61,60.65,-0.01949276,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000683,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000683,growth,growth_equity,0.00125000,0.00000000,0.05000000,679.76,204.85,75.67,0.09973686,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000684,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000684,real_estate,value_add,0.00125000,0.00000000,0.05000000,504.80,344.54,222.45,0.15209594,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000685,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000685,real_estate,value_add,0.00125000,0.00000000,0.05000000,434.46,71.52,25.48,0.00215328,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000686,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000686,secondaries,lp_led,0.00125000,0.00000000,0.05000000,569.58,75.29,48.90,0.04721774,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000687,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000687,infrastructure,core_plus,0.00125000,0.00000000,0.05000000,600.23,324.64,150.51,0.09830792,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000688,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000688,buyout,middle_market,0.00125000,0.00000000,0.05000000,1101.88,482.89,245.14,0.05413592,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000689,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000689,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,190.83,120.35,86.10,0.10682738,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000690,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000690,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,474.91,247.50,246.28,0.09157308,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000691,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000691,growth,growth_equity,0.00125000,0.00000000,0.05000000,330.22,78.19,57.16,0.11854610,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000692,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000692,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,323.68,163.82,80.00,0.05183885,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000693,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000693,venture,early_stage,0.00125000,0.00000000,0.05000000,280.75,91.29,93.00,0.01060770,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000694,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000694,secondaries,lp_led,0.00125000,0.00000000,0.05000000,391.48,55.25,56.61,0.06377222,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000695,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000695,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,424.76,101.20,77.07,0.11114686,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000696,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000696,real_estate,value_add,0.00125000,0.00000000,0.05000000,569.87,270.40,325.79,0.13280208,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000697,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000697,buyout,middle_market,0.00125000,0.00000000,0.05000000,398.00,65.41,83.92,0.11201414,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000698,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000698,buyout,middle_market,0.00125000,0.00000000,0.05000000,813.78,278.92,147.13,0.05908466,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000699,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000699,buyout,middle_market,0.00125000,0.00000000,0.05000000,964.81,142.27,37.50,0.05880124,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000700,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000700,buyout,middle_market,0.00125000,0.00000000,0.05000000,476.04,92.12,35.26,0.11406113,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000701,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000701,buyout,middle_market,0.00125000,0.00000000,0.05000000,649.01,488.89,283.71,0.20574954,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000702,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000702,buyout,middle_market,0.00125000,0.00000000,0.05000000,884.49,146.98,122.75,0.11709777,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000703,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000703,growth,growth_equity,0.00125000,0.00000000,0.05000000,472.52,241.71,148.79,0.06500022,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000704,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000704,infrastructure,core_plus,0.00125000,0.00000000,0.05000000,1761.92,384.70,226.84,0.04861518,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000705,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000705,infrastructure,core_plus,0.00125000,0.00000000,0.05000000,376.89,61.19,58.78,0.06569779,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000706,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000706,secondaries,lp_led,0.00125000,0.00000000,0.05000000,418.46,239.39,101.05,0.15683965,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000707,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000707,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,512.93,267.39,232.24,0.06323162,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000708,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000708,buyout,middle_market,0.00125000,0.00000000,0.05000000,992.58,803.85,433.24,0.21779304,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000709,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000709,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,647.73,163.71,162.29,0.03085790,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000710,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000710,growth,growth_equity,0.00125000,0.00000000,0.05000000,431.49,69.27,35.83,0.04750995,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000711,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000711,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,603.13,49.47,59.98,0.01990194,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000712,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000712,fund_of_funds,diversified,0.00125000,0.00000000,0.05000000,476.60,183.32,291.73,0.04755610,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000713,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000713,growth,growth_equity,0.00125000,0.00000000,0.05000000,572.72,468.58,200.50,0.17488877,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000714,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000714,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,473.29,46.60,66.84,0.05668646,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000715,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000715,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,401.54,87.06,79.90,-0.00607759,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000716,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000716,fund_of_funds,diversified,0.00125000,0.00000000,0.05000000,913.18,484.14,513.24,0.59748198,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000717,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000717,infrastructure,core_plus,0.00125000,0.00000000,0.05000000,546.37,212.79,351.23,0.12472572,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000718,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000718,infrastructure,core_plus,0.00125000,0.00000000,0.05000000,1596.97,882.26,635.41,0.05978108,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000719,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000719,fund_of_funds,diversified,0.00125000,0.00000000,0.05000000,352.75,207.87,156.61,0.10247886,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000720,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000720,venture,early_stage,0.00125000,0.00000000,0.05000000,248.74,83.56,33.13,0.13913893,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000721,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000721,buyout,middle_market,0.00125000,0.00000000,0.05000000,534.32,238.18,169.24,0.00017073,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000722,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000722,buyout,middle_market,0.00125000,0.00000000,0.05000000,463.94,295.52,226.64,0.28173596,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000723,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000723,real_estate,value_add,0.00125000,0.00000000,0.05000000,247.49,12.32,25.01,-0.07544721,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000724,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000724,growth,growth_equity,0.00125000,0.00000000,0.05000000,603.64,115.57,107.12,0.09744287,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000725,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000725,fund_of_funds,diversified,0.00125000,0.00000000,0.05000000,885.55,141.29,184.25,0.10503105,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000726,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000726,buyout,middle_market,0.00125000,0.00000000,0.05000000,583.04,263.48,335.17,0.09883866,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000727,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000727,venture,early_stage,0.00125000,0.00000000,0.05000000,175.70,59.35,35.59,0.13310875,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000728,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000728,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,1246.86,120.45,155.06,0.05085730,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000729,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000729,infrastructure,core_plus,0.00125000,0.00000000,0.05000000,847.66,239.99,80.71,0.08404811,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000730,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000730,growth,growth_equity,0.00125000,0.00000000,0.05000000,237.22,185.40,98.50,0.18604629,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000731,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000731,infrastructure,core_plus,0.00125000,0.00000000,0.05000000,539.04,201.22,330.77,0.03263755,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000732,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000732,real_estate,value_add,0.00125000,0.00000000,0.05000000,617.17,326.86,253.75,0.04839152,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000733,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000733,fund_of_funds,diversified,0.00125000,0.00000000,0.05000000,708.02,301.60,398.59,0.04083935,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000734,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000734,growth,growth_equity,0.00125000,0.00000000,0.05000000,503.91,44.91,84.60,-0.01326971,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000735,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000735,growth,growth_equity,0.00125000,0.00000000,0.05000000,351.75,213.76,204.69,0.25835180,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000736,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000736,buyout,middle_market,0.00125000,0.00000000,0.05000000,833.15,490.51,239.30,0.13631876,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000737,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000737,venture,early_stage,0.00125000,0.00000000,0.05000000,505.25,144.53,326.44,-0.13589923,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000738,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000738,growth,growth_equity,0.00125000,0.00000000,0.05000000,247.73,216.00,101.42,0.20273266,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000739,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000739,growth,growth_equity,0.00125000,0.00000000,0.05000000,218.01,74.89,31.32,0.12460750,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000740,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000740,buyout,middle_market,0.00125000,0.00000000,0.05000000,374.29,197.51,151.23,0.10366812,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000741,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000741,private_credit,direct_lending,0.00125000,0.00000000,0.05000000,465.18,191.67,300.68,0.27651824,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000742,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000742,real_estate,value_add,0.00125000,0.00000000,0.05000000,415.39,97.94,52.22,0.07298378,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000743,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000743,buyout,middle_market,0.00125000,0.00000000,0.05000000,235.42,31.96,29.58,0.06923478,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000744,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000744,venture,early_stage,0.00125000,0.00000000,0.05000000,198.81,142.19,74.40,0.14710699,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000745,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000745,buyout,middle_market,0.00125000,0.00000000,0.05000000,593.82,331.43,224.45,0.10394573,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
ALLOC_SYNTH_0000746,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000746,buyout,middle_market,0.00125000,0.00000000,0.05000000,465.97,172.46,320.56,0.37537898,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_EQUAL_WEIGHT,ACTIVE
