"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector","extractor_model"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","3","NARRATIVE","PROSPECTUS","PROSPECTUS","SEC","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","U.S. Securities and Exchange Commission","","","An affiliate that is under common control with the Adviser has received an exemptive order from the U.S. Securities and Exchange Commission (the “SEC”) that permits the Fund to offer multiple classes of shares.","actual","","ADJUDICATOR","ADDED","SEC_P3","","","","","claude-opus-5[1m]+Codex"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","3","NARRATIVE","PROSPECTUS","PROSPECTUS","Shareholder Reports","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Annual and Semi-Annual Reports to Shareholders","","","You may request a free copy of the SAI, as well as free copies of the Fund’s Annual and Semi-Annual Reports to Shareholders (“Shareholder Reports”), when available,","actual","","A","VERIFIED_ONE_SIDED","SHAREHOLDER_REPORTS","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","4","NARRATIVE","PROSPECTUS","PROSPECTUS","Distributor","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Apollo Global Securities, LLC","","","Apollo Global Securities, LLC (the “Distributor”) acts as principal underwriter for the Fund’s Shares and serves in that capacity on a reasonable best efforts basis, subject to various conditions.","actual","","ADJUDICATOR","ADDED","DISTRIBUTOR_P4","","","","","claude-opus-5[1m]+Codex"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","1940 Act","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Investment Company Act of 1940, as amended","","","Company Act of 1940, as amended (the “1940 Act”), as a non-diversified, closed-","actual","","A","VERIFIED_ONE_SIDED","1940_ACT_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","accredited investors","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","investors that are accredited investors as defined in Section 501(a) of Regulation D","","","are “accredited investors,” as defined in Section 501(a) of Regulation D under the","actual","","A","VERIFIED_ONE_SIDED","ACCREDITED_INVESTORS_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Advisers Act","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Investment Advisers Act of 1940, as amended","","","under the Investment Advisers Act of 1940, as amended (the “Advisers Act”),","actual","","A","VERIFIED_ONE_SIDED","ADVISERS_ACT_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Apollo","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Apollo Global Management, Inc. and its consolidated subsidiaries","","","The Adviser is an affiliate of Apollo Global Management, Inc. and its consolidated subsidiaries (“Apollo”).","actual","","A","VERIFIED_ONE_SIDED","APOLLO_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Board","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Fund’s Board of Trustees","","","Fund’s Board of Trustees (the “Board” and each member of the","actual","","A","VERIFIED_ONE_SIDED","BOARD_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Declaration of Trust","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","the agreement and declaration of trust of the Fund","","","agreement and declaration of trust of the Fund (the “Declaration of","actual","","A","VERIFIED_ONE_SIDED","DECLARATION_OF_TRUST_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Fund","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","is a Delaware statutory trust that is registered under the Investment Company Act of 1940, as amended (the “1940 Act”), as a non-diversified, closed-end management investment company with limited operating history.","","","Apollo S3 Private Markets Fund (the “Fund”).","actual","","A","VERIFIED_ONE_SIDED","FUND_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Independent Trustees","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Trustees who are not interested persons of the Fund","","","of whom are not “interested persons” (as defined in the 1940 Act) of the Fund (“Independent Trustees”).","actual","","A","VERIFIED_ONE_SIDED","INDEPENDENT_TRUSTEES_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","interested persons","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","interested persons as defined in the 1940 Act","","","whom are not “interested persons” (as defined in the 1940 Act) of the Fund","actual","","A","VERIFIED_ONE_SIDED","INTERESTED_PERSONS_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Portfolio Funds","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","private markets funds managed by various unaffiliated asset managers","","","private markets funds managed by various unaffiliated asset managers (“Portfolio Funds”) acquired in","actual","","A","VERIFIED_ONE_SIDED","PORTFOLIO_FUNDS_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","private market investments","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","private equity, private credit and other private assets","","","private equity, private credit and other private assets (collectively, “private","actual","","A","VERIFIED_ONE_SIDED","PRIVATE_MARKET_INVESTMENTS_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","SEC","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","U.S. Securities and Exchange Commission","","","U.S. Securities and Exchange Commission (the “SEC”)","actual","","A","VERIFIED_ONE_SIDED","SEC_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Securities Act","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Securities Act of 1933, as amended","","","Securities Act of 1933, as amended (the “Securities Act”).","actual","","A","VERIFIED_ONE_SIDED","SECURITIES_ACT_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Shares","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Shares of beneficial interest in the Fund","","","The Fund will sell its Shares of beneficial interest (“Shares”) only to eligible investors that","actual","","A","VERIFIED_ONE_SIDED","SHARES_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","The Investment Adviser","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Apollo S3 RIC Management, L.P., an investment adviser registered with the SEC under the Investment Advisers Act of 1940, as amended, will serve as the Fund's investment adviser","","","Apollo S3 RIC Management, L.P., an investment adviser registered with the SEC ........................................................................... under the Investment Advisers Act of 1940, as amended (the “Advisers Act”), will serve as the Fund’s investment adviser.","actual","","A+ADJUDICATOR","RESOLVED","ADVISER_P6","","","","","GPT-5 (Codex)+claude-opus-5[1m]+Codex"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Traditional Secondary Investments","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","investments in these Portfolio Funds acquired in privately negotiated transactions from pre-existing investors in these Portfolio Funds","","","these Portfolio Funds (“Traditional Secondary Investments”), and/or (b) investments in existing private investments","actual","","A","VERIFIED_ONE_SIDED","TRADITIONAL_SECONDARY_INVESTMENTS_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","6","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Trustee","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","each member of the Board","","","the “Board” and each member of the Board a “Trustee”),","actual","","A","VERIFIED_ONE_SIDED","TRUSTEE_P6","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","7","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Co-Investments","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","direct or indirect investments in the equity and/or credit of private companies, alongside private market funds and/or other private market firms","","","private market firms (“Co-Investments”); and (iii) primary investments","actual","","A","VERIFIED_ONE_SIDED","CO_INVESTMENTS_P7","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","7","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Liquid Assets","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","cash and/or cash equivalents, liquid fixed income securities and other credit instruments, and other investment companies, including money market funds and ETFs","","","portfolio of liquid assets (“Liquid Assets”),","actual","","A","VERIFIED_ONE_SIDED","LIQUID_ASSETS_P7","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","7","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Non-Traditional Secondary Investments","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","investments in existing private investments and/or assets of or from a Portfolio Fund(s), often requiring a bespoke structure that may include the creation of new vehicles or securities","","","creation of new vehicles or securities (“Non-Traditional Secondary Investments”","actual","","A","VERIFIED_ONE_SIDED","NON_TRADITIONAL_SECONDARY_INVESTMENTS_P7","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","7","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Primaries","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Primary Investments","","","Portfolio Funds (“Primary Investments” or “Primaries”).","actual","","A","VERIFIED_ONE_SIDED","PRIMARIES_P7","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","7","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Primary Investments","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","primary investments in newly formed Portfolio Funds","","","primary investments in newly formed Portfolio Funds (“Primary Investments” or “Primaries”).","actual","","A","VERIFIED_ONE_SIDED","PRIMARY_INVESTMENTS_P7","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","7","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Secondaries","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Secondary Investments","","","“Secondary Investments” or “Secondaries”);","actual","","A","VERIFIED_ONE_SIDED","SECONDARIES_P7","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","7","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Secondary Investments","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Traditional Secondary Investments and Non-Traditional Secondary Investments","","","and, together with Traditional Secondary Investments, “Secondary Investments”","actual","","A","VERIFIED_ONE_SIDED","SECONDARY_INVESTMENTS_P7","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","8","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","over-commit","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","making commitments to private market investments in an aggregate amount that exceeds the total amounts invested by Shareholders in the Fund at the time of such commitment","","","This may result in the Fund making commitments to private market investments in an aggregate amount that exceeds the total amounts invested by Shareholders in the Fund at the time of such commitment (i.e., to “over-commit”).","actual","","ADJUDICATOR","ADDED","OVER_COMMIT_P8","","","","","claude-opus-5[1m]+Codex"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","8","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Private Credit Investments","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","privately placed debt securities and other yield-oriented investments","","","other securities and instruments issued in transactions exempt from the registration requirements of the Securities Act (“Private Credit Investments”).","actual","","A","VERIFIED_ONE_SIDED","PRIVATE_CREDIT_INVESTMENTS_P8","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","8","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","RIC","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","regulated investment company","","","requirements to qualify as a regulated investment company (a “RIC”) or for the purpose of facilitating its use of permitted borrowings.","actual","","A","VERIFIED_ONE_SIDED","RIC_P8","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","8","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Shareholders","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","members of the Fund who hold Shares","","","the repurchase of Shares through periodic tenders by members of the Fund (“Shareholders”)","actual","","A","VERIFIED_ONE_SIDED","SHAREHOLDERS_P8","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","8","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Subsidiaries","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","wholly-owned subsidiaries","","","through one or more wholly-owned subsidiaries (each, a “Subsidiary” and collectively, the “Subsidiaries”).","actual","","A","VERIFIED_ONE_SIDED","SUBSIDIARIES_P8","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","8","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Subsidiary","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","one wholly-owned subsidiary","","","through one or more wholly-owned subsidiaries (each, a “Subsidiary” and collectively, the “Subsidiaries”).","actual","","A","VERIFIED_ONE_SIDED","SUBSIDIARY_P8","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","19","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Apollo Employees","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","employees of Apollo and its affiliates","","","Trustees of the Fund and employees of Apollo and its affiliates (“Apollo","actual","","A","VERIFIED_ONE_SIDED","APOLLO_EMPLOYEES_P19","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","19","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Distributor","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Apollo Global Securities, LLC acts as distributor for the Shares and serves in that capacity on a reasonable best efforts basis, subject to various conditions.","","","Apollo Global Securities, LLC acts as distributor for the Shares (the","actual","","A","VERIFIED_ONE_SIDED","DISTRIBUTOR_P19","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","20","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","accredited investor","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","accredited investor within the meaning of Rule 501 under the Securities Act","","","required to certify that it is an “accredited investor” within the meaning of Rule 501 under the Securities Act.","actual","","A","VERIFIED_ONE_SIDED","ACCREDITED_INVESTOR_P20","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","20","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","SAI","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Statement of Additional Information","","","the Statement of Additional Information (“SAI”) and the Declaration of Trust before deciding to invest in the Fund.","actual","","A","VERIFIED_ONE_SIDED","SAI_P20","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","21","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Transfer Agent","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","SS&C GIDS, Inc.","","","the Fund’s transfer agent (the “Transfer Agent”), in an account at a bank, thrift","actual","","A","VERIFIED_ONE_SIDED","TRANSFER_AGENT_P21","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","22","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","DRIP","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","dividend reinvestment plan","","","The Fund will operate under a dividend reinvestment plan (the “DRIP”)","actual","","A","VERIFIED_ONE_SIDED","DRIP_P22","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","22","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","IRS","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Internal Revenue Service","","","Internal Revenue Service (“IRS”) Form 1099-DIV identifying the amount","actual","","A","VERIFIED_ONE_SIDED","IRS_P22","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","22","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","NAV","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","net asset value","","","which will be issued at the net asset value (“NAV”) per Share determined as of the ex-dividend date.","actual","","A","VERIFIED_ONE_SIDED","NAV_P22","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","22","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Plan Agent","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","SS&C GIDS, Inc.","","","administered by SS&C GIDS, Inc. (the “Plan Agent”). Pursuant to the DRIP","actual","","A","VERIFIED_ONE_SIDED","PLAN_AGENT_P22","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","24","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Affiliate Administration Agreement","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Administration Agreement","","","entered into an Administration Agreement (the “Affiliate Administration Agreement”),","actual","","A","VERIFIED_ONE_SIDED","AFFILIATE_ADMINISTRATION_AGREEMENT_P24","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","24","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","Investment Advisory and Management Agreement","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","Investment Advisory and Management Agreement","","","Investment Advisory and Management Agreement with the Adviser (the “Investment Advisory and Management Agreement”).","actual","","A","VERIFIED_ONE_SIDED","INVESTMENT_ADVISORY_AND_MANAGEMENT_AGREEMENT_P24","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","definition_context","24","NARRATIVE","SUMMARY OF OFFERING TERMS","SUMMARY OF OFFERING TERMS","net assets","","1","document","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","","the Fund’s total assets less liabilities determined on a consolidated basis in accordance with GAAP.","","","net assets means the Fund’s total assets less liabilities determined on a consolidated basis in accordance with GAAP.","actual","","A","VERIFIED_ONE_SIDED","NET_ASSETS_P24","","","","","GPT-5 (Codex)"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","legal_term","24","NARRATIVE","SUMMARY OF OFFERING TERMS","","Fees and Expenses","","1","fund","Apollo S3 Private Markets Fund","","","","","","","","","","","","","","","","","organizational_expense","The Fund will bear certain of its organizational and initial offering costs in connection with this offering. The Fund’s initial offering costs, whether borne by the Adviser or the Fund, are being capitalized and amortized over the 12-month period following the commencement of operations. The Fund’s organizational costs are expensed as incurred.","","","The Fund will bear certain of its organizational and initial offering costs in","actual","","B+ADJUDICATOR","RESOLVED","","","","","","gpt-5"
