"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","extractor_model"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2012","1","asset_class","Equities securities","","","","","","","","","","December 31, 2012","","","actual_allocation","Allocation","36.2%","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2013","1","asset_class","Equities securities","","","","","","","","","","December 31, 2013","","","actual_allocation","Allocation","37.5","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2014","1","asset_class","Equities securities","","","","","","","","","","December 31, 2014","","","actual_allocation","Allocation","35.5","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2015","1","asset_class","Equities securities","","","","","","","","","","December 31, 2015","","","actual_allocation","Allocation","33.9","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2016","1","asset_class","Equities securities","","","","","","","","","","December 31, 2016","","","actual_allocation","Allocation","35.2","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2017","1","asset_class","Equities securities","","","","","","","","","","December 31, 2017","","","actual_allocation","Allocation","37.8","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2018","1","asset_class","Equities securities","","","","","","","","","","December 31, 2018","","","actual_allocation","Allocation","35.1","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2019","1","asset_class","Equities securities","","","","","","","","","","December 31, 2019","","","actual_allocation","Allocation","37.7","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2020","1","asset_class","Equities securities","","","","","","","","","","December 31, 2020","","","actual_allocation","Allocation","39.9","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2021","1","asset_class","Equities securities","","","","","","","","","","December 31, 2021","","","actual_allocation","Allocation","37.1","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2012","1","asset_class","Private equity","","","","","","","","","","December 31, 2012","","","actual_allocation","Allocation","11.3","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2013","1","asset_class","Private equity","","","","","","","","","","December 31, 2013","","","actual_allocation","Allocation","11.0","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2014","1","asset_class","Private equity","","","","","","","","","","December 31, 2014","","","actual_allocation","Allocation","11.8","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2015","1","asset_class","Private equity","","","","","","","","","","December 31, 2015","","","actual_allocation","Allocation","11.9","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2016","1","asset_class","Private equity","","","","","","","","","","December 31, 2016","","","actual_allocation","Allocation","11.3","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2017","1","asset_class","Private equity","","","","","","","","","","December 31, 2017","","","actual_allocation","Allocation","10.7","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2018","1","asset_class","Private equity","","","","","","","","","","December 31, 2018","","","actual_allocation","Allocation","11.7","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2019","1","asset_class","Private equity","","","","","","","","","","December 31, 2019","","","actual_allocation","Allocation","11.3","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2020","1","asset_class","Private equity","","","","","","","","","","December 31, 2020","","","actual_allocation","Allocation","11.5","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2021","1","asset_class","Private equity","","","","","","","","","","December 31, 2021","","","actual_allocation","Allocation","13.1","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Real assets","2012","1","asset_class","Real assets","","","","","","","","","","December 31, 2012","","","actual_allocation","Allocation","13.5","%","","","","","Real assets 13.5 12.2 14.0 14.9 14.7 14.8 16.6 13.9 13.3 15.3","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Real assets","2013","1","asset_class","Real assets","","","","","","","","","","December 31, 2013","","","actual_allocation","Allocation","12.2","%","","","","","Real assets 13.5 12.2 14.0 14.9 14.7 14.8 16.6 13.9 13.3 15.3","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Real assets","2014","1","asset_class","Real assets","","","","","","","","","","December 31, 2014","","","actual_allocation","Allocation","14.0","%","","","","","Real assets 13.5 12.2 14.0 14.9 14.7 14.8 16.6 13.9 13.3 15.3","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Real assets","2015","1","asset_class","Real assets","","","","","","","","","","December 31, 2015","","","actual_allocation","Allocation","14.9","%","","","","","Real assets 13.5 12.2 14.0 14.9 14.7 14.8 16.6 13.9 13.3 15.3","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Real assets","2016","1","asset_class","Real assets","","","","","","","","","","December 31, 2016","","","actual_allocation","Allocation","14.7","%","","","","","Real assets 13.5 12.2 14.0 14.9 14.7 14.8 16.6 13.9 13.3 15.3","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Real assets","2017","1","asset_class","Real assets","","","","","","","","","","December 31, 2017","","","actual_allocation","Allocation","14.8","%","","","","","Real assets 13.5 12.2 14.0 14.9 14.7 14.8 16.6 13.9 13.3 15.3","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Real assets","2018","1","asset_class","Real assets","","","","","","","","","","December 31, 2018","","","actual_allocation","Allocation","16.6","%","","","","","Real assets 13.5 12.2 14.0 14.9 14.7 14.8 16.6 13.9 13.3 15.3","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Real assets","2019","1","asset_class","Real assets","","","","","","","","","","December 31, 2019","","","actual_allocation","Allocation","13.9","%","","","","","Real assets 13.5 12.2 14.0 14.9 14.7 14.8 16.6 13.9 13.3 15.3","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Real assets","2020","1","asset_class","Real assets","","","","","","","","","","December 31, 2020","","","actual_allocation","Allocation","13.3","%","","","","","Real assets 13.5 12.2 14.0 14.9 14.7 14.8 16.6 13.9 13.3 15.3","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Real assets","2021","1","asset_class","Real assets","","","","","","","","","","December 31, 2021","","","actual_allocation","Allocation","15.3","%","","","","","Real assets 13.5 12.2 14.0 14.9 14.7 14.8 16.6 13.9 13.3 15.3","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Short-term securities","2012","1","asset_class","Short-term securities","","","","","","","","","","December 31, 2012","","","actual_allocation","Allocation","5.9","%","","","","","Short-term securities 5.9 6.6 5.8 8.2 8.2 8.6 5.1 5.2 6.7 7.4","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Short-term securities","2013","1","asset_class","Short-term securities","","","","","","","","","","December 31, 2013","","","actual_allocation","Allocation","6.6","%","","","","","Short-term securities 5.9 6.6 5.8 8.2 8.2 8.6 5.1 5.2 6.7 7.4","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Short-term securities","2014","1","asset_class","Short-term securities","","","","","","","","","","December 31, 2014","","","actual_allocation","Allocation","5.8","%","","","","","Short-term securities 5.9 6.6 5.8 8.2 8.2 8.6 5.1 5.2 6.7 7.4","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Short-term securities","2015","1","asset_class","Short-term securities","","","","","","","","","","December 31, 2015","","","actual_allocation","Allocation","8.2","%","","","","","Short-term securities 5.9 6.6 5.8 8.2 8.2 8.6 5.1 5.2 6.7 7.4","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Short-term securities","2016","1","asset_class","Short-term securities","","","","","","","","","","December 31, 2016","","","actual_allocation","Allocation","8.2","%","","","","","Short-term securities 5.9 6.6 5.8 8.2 8.2 8.6 5.1 5.2 6.7 7.4","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Short-term securities","2017","1","asset_class","Short-term securities","","","","","","","","","","December 31, 2017","","","actual_allocation","Allocation","8.6","%","","","","","Short-term securities 5.9 6.6 5.8 8.2 8.2 8.6 5.1 5.2 6.7 7.4","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Short-term securities","2018","1","asset_class","Short-term securities","","","","","","","","","","December 31, 2018","","","actual_allocation","Allocation","5.1","%","","","","","Short-term securities 5.9 6.6 5.8 8.2 8.2 8.6 5.1 5.2 6.7 7.4","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Short-term securities","2019","1","asset_class","Short-term securities","","","","","","","","","","December 31, 2019","","","actual_allocation","Allocation","5.2","%","","","","","Short-term securities 5.9 6.6 5.8 8.2 8.2 8.6 5.1 5.2 6.7 7.4","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Short-term securities","2020","1","asset_class","Short-term securities","","","","","","","","","","December 31, 2020","","","actual_allocation","Allocation","6.7","%","","","","","Short-term securities 5.9 6.6 5.8 8.2 8.2 8.6 5.1 5.2 6.7 7.4","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Short-term securities","2021","1","asset_class","Short-term securities","","","","","","","","","","December 31, 2021","","","actual_allocation","Allocation","7.4","%","","","","","Short-term securities 5.9 6.6 5.8 8.2 8.2 8.6 5.1 5.2 6.7 7.4","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Total portfolio","2012","1","portfolio","Total portfolio","","","","","","","","","","December 31, 2012","","","actual_allocation","Allocation","100.0%","%","","","","","Total portfolio 100.0 % 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Total portfolio","2013","1","portfolio","Total portfolio","","","","","","","","","","December 31, 2013","","","actual_allocation","Allocation","100.0","%","","","","","Total portfolio 100.0 % 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Total portfolio","2014","1","portfolio","Total portfolio","","","","","","","","","","December 31, 2014","","","actual_allocation","Allocation","100.0","%","","","","","Total portfolio 100.0 % 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Total portfolio","2015","1","portfolio","Total portfolio","","","","","","","","","","December 31, 2015","","","actual_allocation","Allocation","100.0","%","","","","","Total portfolio 100.0 % 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Total portfolio","2016","1","portfolio","Total portfolio","","","","","","","","","","December 31, 2016","","","actual_allocation","Allocation","100.0","%","","","","","Total portfolio 100.0 % 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Total portfolio","2017","1","portfolio","Total portfolio","","","","","","","","","","December 31, 2017","","","actual_allocation","Allocation","100.0","%","","","","","Total portfolio 100.0 % 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Total portfolio","2018","1","portfolio","Total portfolio","","","","","","","","","","December 31, 2018","","","actual_allocation","Allocation","100.0","%","","","","","Total portfolio 100.0 % 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
