"observation_id","route","file_id","source_page","source_table","source_row_label","source_column_label","source_occurrence","record_family","metric_category","metric_value_raw","unit","pair_id","pair_status","difference_fields","a_row_number","b_row_number","resolution_row_number","resolution_decision","resolution_reason","final_row_number","source_agents","adjudication_status","source_sha256","source_pdf_path","records_a_path","records_b_path","pair_index_path","resolution_path","records_final_path"
"f5053fc1cee224267ed5","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Homestead Capital USA Farmland Fund III, L.P.","Distributed","1","fund_economics_observation","distribution","$84,954","","PAIR_513553025838FD7EF514CE1D","CONTEXT_CONFLICT","source_section|evidence_quote","396","396","396","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","396","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"a7d98778072c1a62b71b","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Homestead Capital USA Farmland Fund III, L.P.","IRR (%)","1","fund_economics_observation","irr","0.87","%","PAIR_65A73032A8CA769DEA41CD20","CONTEXT_CONFLICT","source_section|metric_name|evidence_quote","397","397","397","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; metric_name is the printed column header in full, 'IRR (%)'; B trimmed the printed qualifier; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","397","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"0341b750c640d5d9b689","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Homestead Capital USA Farmland Fund III, L.P.","Remaining Value","1","fund_economics_observation","nav","$3,597,627","","PAIR_70AB4F05E622D131B6A8DB5B","CONTEXT_CONFLICT","source_section|evidence_quote","398","398","398","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","398","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"b4fec9b1019784e2b824","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Homestead Capital USA Farmland Fund III, L.P.","TVPI (X)","1","fund_economics_observation","tvpi","1.01","x","PAIR_A7376C31DE0E8B18F379FFDB","CONTEXT_CONFLICT","source_section|metric_name|evidence_quote","399","399","399","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; metric_name is the printed column header in full, 'TVPI (X)'; B trimmed the printed qualifier; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","399","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"c78c42641b1da1cb5a0e","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Homestead Capital USA Farmland Fund III, L.P.","Unfunded","1","fund_economics_observation","unfunded_commitment","$3,345,976","","PAIR_807CAB4C6A8AD324CF06C9D1","CONTEXT_CONFLICT","source_section|evidence_quote","400","400","400","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","400","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"391b48c81576ce4b05f4","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","K5 Private Investors, L.P.","Committed","1","fund_economics_observation","commitment","$5,000,000","","PAIR_8AADAD4199A1E2D25EA07F22","CONTEXT_CONFLICT","source_section|evidence_quote","401","401","401","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","401","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"4aeac2c4a967c4215720","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","K5 Private Investors, L.P.","Contributed","1","fund_economics_observation","paid_in_capital","$1,238,751","","PAIR_05B19C152030E26014BC087C","CONTEXT_CONFLICT","source_section|evidence_quote","402","402","402","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","402","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"3b8d4df399511347a81a","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","K5 Private Investors, L.P.","Distributed","1","fund_economics_observation","distribution","$0","","PAIR_9705DB92B59C3723D2E1E27B","CONTEXT_CONFLICT","source_section|evidence_quote","403","403","403","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","403","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"ff8dcf2ad57e521f4f80","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","K5 Private Investors, L.P.","Remaining Value","1","fund_economics_observation","nav","$1,262,981","","PAIR_C98600D77734C8A810134ADD","CONTEXT_CONFLICT","source_section|evidence_quote","404","404","404","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","404","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"61cecbb69951251fa21c","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","K5 Private Investors, L.P.","Unfunded","1","fund_economics_observation","unfunded_commitment","$3,761,249","","PAIR_A3C72F96C4B54874751164F7","CONTEXT_CONFLICT","source_section|evidence_quote","405","405","405","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","405","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"8d024103f0d9f7b3229c","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Oregon Venture Fund XII, LLC","Committed","1","fund_economics_observation","commitment","$7,500,000","","PAIR_3AF02E113BB20F9797603925","CONTEXT_CONFLICT","source_section|evidence_quote","406","406","406","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","406","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"86118ece61a8867c6a6b","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Oregon Venture Fund XII, LLC","Contributed","1","fund_economics_observation","paid_in_capital","$5,700,000","","PAIR_4A23EAAC14D6D33729BA303D","CONTEXT_CONFLICT","source_section|evidence_quote","407","407","407","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","407","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"869ea3b07f676aa3dcd1","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Oregon Venture Fund XII, LLC","Distributed","1","fund_economics_observation","distribution","$479,097","","PAIR_326B391E4C74362D373AADDE","CONTEXT_CONFLICT","source_section|evidence_quote","408","408","408","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","408","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"f49ae35b09cdfe0f4de5","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Oregon Venture Fund XII, LLC","IRR (%)","1","fund_economics_observation","irr","16.01","%","PAIR_669E5182338BF9F12B4E8C5D","CONTEXT_CONFLICT","source_section|metric_name|evidence_quote","409","409","409","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; metric_name is the printed column header in full, 'IRR (%)'; B trimmed the printed qualifier; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","409","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"fbbeb017f241d9de6b0c","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Oregon Venture Fund XII, LLC","Remaining Value","1","fund_economics_observation","nav","$7,490,738","","PAIR_0A872B08A095505EBF18966E","CONTEXT_CONFLICT","source_section|evidence_quote","410","410","410","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","410","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"3cb02da59926723619e6","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Oregon Venture Fund XII, LLC","TVPI (X)","1","fund_economics_observation","tvpi","1.40","x","PAIR_EAECAC579876388495C37980","CONTEXT_CONFLICT","source_section|metric_name|evidence_quote","411","411","411","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; metric_name is the printed column header in full, 'TVPI (X)'; B trimmed the printed qualifier; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","411","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"6d351a211751ca3208b1","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Oregon Venture Fund XII, LLC","Unfunded","1","fund_economics_observation","unfunded_commitment","$1,800,000","","PAIR_92C1BF15E130799C4366DBFC","CONTEXT_CONFLICT","source_section|evidence_quote","412","412","412","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","412","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
"838590c892069f57bab4","02-performance","SRC035","3","Fund Performance: Sorted By Vintage And Strategy","Phoenix Venture Partners III, L.P.","Committed","1","fund_economics_observation","commitment","$5,000,000","","PAIR_E05ECBA2CFB6FAD90CDB9A39","CONTEXT_CONFLICT","source_section|evidence_quote","413","413","413","MERGE","Verified against page-3 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","413","A+B+ADJUDICATOR","RESOLVED","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","data/documents/pdf/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-a.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-b.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/pair-index.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/resolution.csv","ledgers/working/pdf-extraction-csv/02-performance/SRC035/records-final.csv"
