master_id,source,inventory_ids,proposed_matrices,evidence_locations
M168,src/generate/generate_synthetic_funds.py,A:T169,data/normalization/transformations/fixture-position-shape.csv,src/generate/generate_synthetic_funds.py:1178
M169,src/generate/generate_synthetic_funds.py,A:T172,data/normalization/transformations/fixture-observation-map.csv,src/generate/generate_synthetic_funds.py:1846
M170,src/generate/generate_synthetic_funds.py,A:T171,data/normalization/transformations/fixture-portfolio-schemes.csv,src/generate/generate_synthetic_funds.py:1933
M171,src/generate/generate_synthetic_funds.py,A:T170,data/normalization/transformations/defect-definitions.csv,src/generate/generate_synthetic_funds.py:1987
M172,src/load/load_csv_to_duckdb.py,A:T048,data/normalization/transformations/load-null-policy.csv,src/load/load_csv_to_duckdb.py:54
M173,src/load/load_csv_to_duckdb.py,B:T087,data/normalization/transformations/database-missing-input-policy.csv,src/load/load_csv_to_duckdb.py:181
M174,src/load/load_csv_to_duckdb.py,B:T086,data/normalization/transformations/database-null-policy.csv,src/load/load_csv_to_duckdb.py:193
M175,src/load/promote_extracted_to_fund_level.py,A:T001|B:T088|B:T089|B:T090|B:T091|B:T092|B:T093|C:T061,data/normalization/transformations/metric-measure-basis.csv,src/load/promote_extracted_to_fund_level.py:61|src/load/promote_extracted_to_fund_level.py:62|src/load/promote_extracted_to_fund_level.py:65|src/load/promote_extracted_to_fund_level.py:70|src/load/promote_extracted_to_fund_level.py:75|src/load/promote_extracted_to_fund_level.py:76
M176,src/load/promote_extracted_to_fund_level.py,A:T003|B:T094|C:T062,data/normalization/transformations/metric-to-period-column.csv,src/load/promote_extracted_to_fund_level.py:81
M177,src/load/promote_extracted_to_fund_level.py,A:T004|B:T095|C:T063,data/normalization/transformations/horizon-period-eligibility.csv|data/normalization/transformations/horizon-scope.csv,src/load/promote_extracted_to_fund_level.py:104
M178,src/load/promote_extracted_to_fund_level.py,A:T005|B:T096|B:T097|B:T098|C:T064,data/normalization/transformations/period-column-value-kind.csv|data/normalization/transformations/period-kind-contract.csv,src/load/promote_extracted_to_fund_level.py:111|src/load/promote_extracted_to_fund_level.py:117|src/load/promote_extracted_to_fund_level.py:118
M179,src/load/promote_extracted_to_fund_level.py,A:T006|B:T099|C:T065,data/normalization/transformations/metric-to-cashflow-type.csv,src/load/promote_extracted_to_fund_level.py:120
M180,src/load/promote_extracted_to_fund_level.py,B:T100,data/normalization/transformations/identifier-generation-rules.csv,src/load/promote_extracted_to_fund_level.py:167
M181,src/load/promote_extracted_to_fund_level.py,A:T002|B:T101|C:T066,data/normalization/transformations/metric-measure-basis.csv,src/load/promote_extracted_to_fund_level.py:174
M182,src/load/promote_extracted_to_fund_level.py,A:T010|B:T102|C:T067,data/normalization/transformations/money-detection.csv|data/normalization/transformations/period-column-value-kind.csv|data/normalization/transformations/value-kind-classification.csv,src/load/promote_extracted_to_fund_level.py:192
M183,src/load/promote_extracted_to_fund_level.py,A:T008|B:T103|C:T068,data/normalization/transformations/unit-scale.csv,src/load/promote_extracted_to_fund_level.py:203
M184,src/load/promote_extracted_to_fund_level.py,A:T009|B:T104|C:T069,data/normalization/transformations/percent-to-decimal.csv|data/normalization/transformations/period-column-value-kind.csv,src/load/promote_extracted_to_fund_level.py:222
M185,src/load/promote_extracted_to_fund_level.py,B:T105,data/normalization/transformations/rate-unit-conversion.csv,src/load/promote_extracted_to_fund_level.py:236
M186,src/load/promote_extracted_to_fund_level.py,A:T017|B:T106,data/normalization/transformations/date-role-precedence.csv|data/normalization/transformations/date-role-precision.csv,src/load/promote_extracted_to_fund_level.py:242|src/load/promote_extracted_to_fund_level.py:245
M187,src/load/promote_extracted_to_fund_level.py,B:T107,data/normalization/transformations/evidence-anchor-format.csv,src/load/promote_extracted_to_fund_level.py:254
M188,src/load/promote_extracted_to_fund_level.py,B:T108,data/normalization/transformations/promotion-evidence-precedence.csv,src/load/promote_extracted_to_fund_level.py:288
M189,src/load/promote_extracted_to_fund_level.py,B:T109,data/normalization/transformations/promotion-decision-policy.csv,src/load/promote_extracted_to_fund_level.py:296
M190,src/load/promote_extracted_to_fund_level.py,A:T020|B:T110,data/normalization/transformations/entity-kind-promotion.csv|data/normalization/transformations/entity-prefix-routing.csv,src/load/promote_extracted_to_fund_level.py:330|src/load/promote_extracted_to_fund_level.py:331
M191,src/load/promote_extracted_to_fund_level.py,B:T111,data/normalization/transformations/category-field-precedence.csv,src/load/promote_extracted_to_fund_level.py:333
M192,src/load/promote_extracted_to_fund_level.py,A:T016|B:T112,data/normalization/transformations/identifier-composition.csv|data/normalization/transformations/metric-identifier-rules.csv,src/load/promote_extracted_to_fund_level.py:339
M193,src/load/promote_extracted_to_fund_level.py,A:T015|B:T113,data/normalization/transformations/field-fallback-order.csv|data/normalization/transformations/unit-field-precedence.csv,src/load/promote_extracted_to_fund_level.py:345
M194,src/load/promote_extracted_to_fund_level.py,B:T114,data/normalization/transformations/promotion-fixed-fields.csv,src/load/promote_extracted_to_fund_level.py:346
M195,src/load/promote_extracted_to_fund_level.py,B:T115,data/normalization/transformations/fund-period-admission.csv,src/load/promote_extracted_to_fund_level.py:381
M196,src/load/promote_extracted_to_fund_level.py,A:T012|B:T116|C:T070,data/normalization/transformations/collision-policy.csv|data/normalization/transformations/fund-period-collision-policy.csv|data/normalization/transformations/period-collision.csv,src/load/promote_extracted_to_fund_level.py:410
M197,src/load/promote_extracted_to_fund_level.py,B:T117,data/normalization/transformations/promotion-fixed-fields.csv,src/load/promote_extracted_to_fund_level.py:422
M198,src/load/promote_extracted_to_fund_level.py,B:T118,data/normalization/transformations/document-reporting-fund-policy.csv,src/load/promote_extracted_to_fund_level.py:439
M199,src/load/promote_extracted_to_fund_level.py,B:T120,data/normalization/transformations/cashflow-admission.csv,src/load/promote_extracted_to_fund_level.py:459
M200,src/load/promote_extracted_to_fund_level.py,B:T119,data/normalization/transformations/cashflow-fund-attribution.csv,src/load/promote_extracted_to_fund_level.py:462
M201,src/load/promote_extracted_to_fund_level.py,B:T121,data/normalization/transformations/entity-prefix-routing.csv,src/load/promote_extracted_to_fund_level.py:466
M202,src/load/promote_extracted_to_fund_level.py,A:T007|B:T122|C:T071,data/normalization/transformations/metric-to-cashflow-type.csv,src/load/promote_extracted_to_fund_level.py:467
M203,src/load/promote_extracted_to_fund_level.py,B:T123,data/normalization/transformations/cashflow-date-precedence.csv,src/load/promote_extracted_to_fund_level.py:468
M204,src/load/promote_extracted_to_fund_level.py,B:T124,data/normalization/transformations/entity-name-precedence.csv,src/load/promote_extracted_to_fund_level.py:475
M205,src/load/promote_extracted_to_fund_level.py,B:T126,data/normalization/transformations/promotion-fixed-fields.csv,src/load/promote_extracted_to_fund_level.py:477
M206,src/load/promote_extracted_to_fund_level.py,A:T018|B:T125|C:T072,data/normalization/transformations/currency-default.csv|data/normalization/transformations/currency-defaults.csv|data/normalization/transformations/default-currency.csv,src/load/promote_extracted_to_fund_level.py:486
M207,src/load/promote_extracted_to_fund_level.py,A:T011|B:T127|C:T073,data/normalization/transformations/term-to-fund-column.csv|data/normalization/transformations/term-to-fund-terms-column.csv,src/load/promote_extracted_to_fund_level.py:501
M208,src/load/promote_extracted_to_fund_level.py,B:T128,data/normalization/transformations/fund-term-admission.csv,src/load/promote_extracted_to_fund_level.py:511
M209,src/load/promote_extracted_to_fund_level.py,B:T129,data/normalization/transformations/fund-term-context-precedence.csv,src/load/promote_extracted_to_fund_level.py:516
M210,src/load/promote_extracted_to_fund_level.py,B:T130,data/normalization/transformations/fund-term-collision-policy.csv,src/load/promote_extracted_to_fund_level.py:528
M211,src/load/promote_extracted_to_fund_level.py,B:T131,data/normalization/transformations/fund-term-clause-admission.csv,src/load/promote_extracted_to_fund_level.py:535
M212,src/load/promote_extracted_to_fund_level.py,B:T133,data/normalization/transformations/promotion-fixed-fields.csv,src/load/promote_extracted_to_fund_level.py:544
M213,src/load/promote_extracted_to_fund_level.py,A:T014|B:T132,data/normalization/transformations/clause-field-precedence.csv|data/normalization/transformations/field-fallback-order.csv,src/load/promote_extracted_to_fund_level.py:547|src/load/promote_extracted_to_fund_level.py:548
M214,src/load/promote_extracted_to_fund_level.py,B:T134,data/normalization/transformations/lineage-delimiter-rules.csv,src/load/promote_extracted_to_fund_level.py:580
M215,src/load/promote_extracted_to_fund_level.py,B:T135,data/normalization/transformations/holding-fund-attribution.csv,src/load/promote_extracted_to_fund_level.py:585
M216,src/load/promote_extracted_to_fund_level.py,B:T137,data/normalization/transformations/date-role-precedence.csv,src/load/promote_extracted_to_fund_level.py:597
M217,src/load/promote_extracted_to_fund_level.py,B:T138,data/normalization/transformations/currency-defaults.csv,src/load/promote_extracted_to_fund_level.py:601
M218,src/load/promote_extracted_to_fund_level.py,A:T013|B:T136|C:T074,data/normalization/transformations/holding-column-source.csv|data/normalization/transformations/holding-to-fund-holding-column.csv|data/normalization/transformations/holding-value-field.csv,src/load/promote_extracted_to_fund_level.py:602|src/load/promote_extracted_to_fund_level.py:603
M219,src/load/promote_extracted_to_fund_level.py,C:T075,data/normalization/transformations/holding-field-map.csv,src/load/promote_extracted_to_fund_level.py:606
M220,src/load/promote_extracted_to_fund_level.py,B:T140,data/normalization/transformations/promotion-fixed-fields.csv,src/load/promote_extracted_to_fund_level.py:607
M221,src/load/promote_extracted_to_fund_level.py,B:T139,data/normalization/transformations/evidence-anchor-format.csv,src/load/promote_extracted_to_fund_level.py:610
M222,src/load/promote_extracted_to_fund_level.py,B:T141,data/normalization/transformations/entity-prefix-routing.csv,src/load/promote_extracted_to_fund_level.py:619
M223,src/load/promote_extracted_to_fund_level.py,B:T142,data/normalization/transformations/observation-field-precedence.csv,src/load/promote_extracted_to_fund_level.py:622
M224,src/load/promote_extracted_to_fund_level.py,B:T143,data/normalization/transformations/promotion-fixed-fields.csv,src/load/promote_extracted_to_fund_level.py:635
M225,src/load/promote_extracted_to_fund_level.py,B:T144,data/normalization/transformations/manager-master-source-precedence.csv,src/load/promote_extracted_to_fund_level.py:660
M226,src/load/promote_extracted_to_fund_level.py,B:T145,data/normalization/transformations/manager-master-field-precedence.csv,src/load/promote_extracted_to_fund_level.py:672
M227,src/load/promote_extracted_to_fund_level.py,B:T146,data/normalization/transformations/promotion-fixed-fields.csv,src/load/promote_extracted_to_fund_level.py:679
M228,src/load/promote_extracted_to_fund_level.py,A:T021|B:T147,data/normalization/transformations/fund-master-retirement-policy.csv,src/load/promote_extracted_to_fund_level.py:707
M229,src/load/promote_extracted_to_fund_level.py,B:T148,data/normalization/transformations/fund-master-source-precedence.csv,src/load/promote_extracted_to_fund_level.py:710
M230,src/load/promote_extracted_to_fund_level.py,B:T149,data/normalization/transformations/fund-master-field-map.csv,src/load/promote_extracted_to_fund_level.py:725
M231,src/load/promote_extracted_to_fund_level.py,B:T150,data/normalization/transformations/promotion-fixed-fields.csv,src/load/promote_extracted_to_fund_level.py:732
M232,src/load/promote_extracted_to_fund_level.py,B:T151,data/normalization/transformations/document-manager-identity-precedence.csv,src/load/promote_extracted_to_fund_level.py:757
M233,src/load/promote_extracted_to_fund_level.py,B:T152,data/normalization/transformations/document-manager-source-precedence.csv,src/load/promote_extracted_to_fund_level.py:765
M234,src/load/promote_extracted_to_fund_level.py,B:T153,data/normalization/transformations/entity-name-precedence.csv,src/load/promote_extracted_to_fund_level.py:773
M235,src/load/promote_extracted_to_fund_level.py,A:T019|B:T154,data/normalization/transformations/document-manager-role.csv|data/normalization/transformations/document-manager-status-policy.csv,src/load/promote_extracted_to_fund_level.py:774
M236,src/load/promote_extracted_to_fund_level.py,B:T155,data/normalization/transformations/fund-master-input-precedence.csv,src/load/promote_extracted_to_fund_level.py:824
M237,src/load/validate_round02_promotion.py,A:T141|B:T156|B:T158|C:T076,data/normalization/transformations/gate-scope.csv|data/normalization/transformations/promotion-duplicate-policy.csv|data/normalization/transformations/promotion-gated-tables.csv,src/load/validate_round02_promotion.py:27|src/load/validate_round02_promotion.py:49
M238,src/load/validate_round02_promotion.py,B:T157,data/normalization/transformations/table-source-field.csv,src/load/validate_round02_promotion.py:38
M239,src/load/validate_round02_promotion.py,A:T142|B:T159|C:T077,data/normalization/transformations/market-promotion-statuses.csv|data/normalization/transformations/market-status-vocabulary.csv|data/normalization/transformations/public-market-promotion-status.csv,src/load/validate_round02_promotion.py:57
M240,src/load/validate_round02_promotion.py,B:T160,data/normalization/transformations/public-market-rights-status.csv,src/load/validate_round02_promotion.py:58
M241,src/load/validate_round02_promotion.py,A:T143|B:T161|C:T078,data/normalization/transformations/benchmark-use-policy.csv|data/normalization/transformations/market-promotion-statuses.csv|data/normalization/transformations/market-status-vocabulary.csv,src/load/validate_round02_promotion.py:64
M242,src/load/validate_round02_promotion.py,B:T162,data/normalization/transformations/gate-integer-parse.csv,src/load/validate_round02_promotion.py:125
M243,src/load/validate_round02_promotion.py,A:T144|B:T163,data/normalization/transformations/decision-vocabulary.csv|data/normalization/transformations/promotion-decision-status.csv,src/load/validate_round02_promotion.py:182
M244,src/load/validate_round02_promotion.py,B:T171,data/normalization/transformations/round02-audit-family-map.csv,src/load/validate_round02_promotion.py:213
M245,src/load/validate_round02_promotion.py,B:T164,data/normalization/transformations/round02-promotion-gate-rules.csv,src/load/validate_round02_promotion.py:244
M246,src/load/validate_round02_promotion.py,B:T172,data/normalization/transformations/audit-finding-count-map.csv,src/load/validate_round02_promotion.py:248
M247,src/load/validate_round02_promotion.py,A:T145,data/normalization/transformations/gate-scope.csv,src/load/validate_round02_promotion.py:262
M248,src/load/validate_round02_promotion.py,B:T165,data/normalization/transformations/promotion-gate-route.csv,src/load/validate_round02_promotion.py:314
M249,src/load/validate_round02_promotion.py,B:T166,data/normalization/transformations/round02-source-decision.csv,src/load/validate_round02_promotion.py:349
M250,src/load/validate_round02_promotion.py,B:T173,data/normalization/transformations/public-market-duplicate-policy.csv,src/load/validate_round02_promotion.py:380
M251,src/load/validate_round02_promotion.py,B:T167,data/normalization/transformations/public-market-quality-status.csv,src/load/validate_round02_promotion.py:391
M252,src/load/validate_round02_promotion.py,B:T168,data/normalization/transformations/promotion-missing-table-policy.csv,src/load/validate_round02_promotion.py:489
M253,src/load/validate_round02_promotion.py,B:T169,data/normalization/transformations/source-prefix-gate-routing.csv,src/load/validate_round02_promotion.py:495
M254,src/load/validate_round02_promotion.py,B:T170,data/normalization/transformations/provenance-gate-scope.csv,src/load/validate_round02_promotion.py:500
M255,src/market_data/curate_public_markets.py,B:T014,data/normalization/transformations/public-market-quality-rules.csv,src/market_data/curate_public_markets.py:33
M256,src/market_data/curate_public_markets.py,B:T001|C:T079,data/normalization/transformations/market-file-selections.csv|data/normalization/transformations/public-market-source-selection.csv|data/normalization/transformations/public-market-source-priority.csv,src/market_data/curate_public_markets.py:35
M257,src/market_data/curate_public_markets.py,B:T002,data/normalization/transformations/public-market-source-priority.csv,src/market_data/curate_public_markets.py:49
M258,src/market_data/curate_public_markets.py,A:T097|B:T003|C:T080,data/normalization/transformations/market-file-selection.csv|data/normalization/transformations/market-file-selections.csv|data/normalization/transformations/public-market-source-selection.csv,src/market_data/curate_public_markets.py:97
M259,src/market_data/curate_public_markets.py,A:T103|B:T004,data/normalization/transformations/date-column-preference.csv|data/normalization/transformations/public-market-date-columns.csv,src/market_data/curate_public_markets.py:347
M260,src/market_data/curate_public_markets.py,A:T098|B:T005|C:T081,data/normalization/transformations/ticker-classification.csv,src/market_data/curate_public_markets.py:361
M261,src/market_data/curate_public_markets.py,A:T099|B:T006|C:T082,data/normalization/transformations/ticker-classification.csv,src/market_data/curate_public_markets.py:375
M262,src/market_data/curate_public_markets.py,A:T100|B:T007|C:T083,data/normalization/transformations/ticker-classification.csv|data/normalization/transformations/ticker-pme-role.csv,src/market_data/curate_public_markets.py:380
M263,src/market_data/curate_public_markets.py,A:T101|B:T008|C:T084,data/normalization/transformations/strategy-benchmark-map.csv|data/normalization/transformations/ticker-classification.csv,src/market_data/curate_public_markets.py:382
M264,src/market_data/curate_public_markets.py,B:T009,data/normalization/transformations/path-normalization.csv,src/market_data/curate_public_markets.py:421
M265,src/market_data/curate_public_markets.py,B:T010,data/normalization/transformations/path-normalization.csv,src/market_data/curate_public_markets.py:425
M266,src/market_data/curate_public_markets.py,B:T011,data/normalization/transformations/public-market-source-selection.csv,src/market_data/curate_public_markets.py:433
M267,src/market_data/curate_public_markets.py,B:T012,data/normalization/transformations/public-market-file-filters.csv,src/market_data/curate_public_markets.py:450
M268,src/market_data/curate_public_markets.py,B:T015|B:T016,data/normalization/transformations/ticker-classification.csv,src/market_data/curate_public_markets.py:474
M269,src/market_data/curate_public_markets.py,B:T013,data/normalization/transformations/public-market-source-selection.csv,src/market_data/curate_public_markets.py:483
M270,src/market_data/curate_public_markets.py,B:T017,data/normalization/transformations/public-market-parsing-rules.csv,src/market_data/curate_public_markets.py:513
M271,src/market_data/curate_public_markets.py,A:T104|B:T018,data/normalization/transformations/date-column-preference.csv|data/normalization/transformations/public-market-timezone-status.csv,src/market_data/curate_public_markets.py:519
M272,src/market_data/curate_public_markets.py,B:T019,data/normalization/transformations/path-normalization.csv,src/market_data/curate_public_markets.py:534
M273,src/market_data/curate_public_markets.py,A:T107|B:T020,data/normalization/transformations/market-file-selection.csv|data/normalization/transformations/public-market-copy-action.csv,src/market_data/curate_public_markets.py:553|src/market_data/curate_public_markets.py:554
M274,src/market_data/curate_public_markets.py,B:T021,data/normalization/transformations/public-market-identifiers.csv,src/market_data/curate_public_markets.py:564
M275,src/market_data/curate_public_markets.py,A:T108|B:T022,data/normalization/transformations/market-rights.csv|data/normalization/transformations/public-market-rights-policy.csv,src/market_data/curate_public_markets.py:578
M276,src/market_data/curate_public_markets.py,B:T023,data/normalization/transformations/public-market-source-priority.csv,src/market_data/curate_public_markets.py:597
M277,src/market_data/curate_public_markets.py,A:T102,data/normalization/transformations/benchmark-source-priority.csv,src/market_data/curate_public_markets.py:602
M278,src/market_data/curate_public_markets.py,B:T024,data/normalization/transformations/public-market-column-map.csv,src/market_data/curate_public_markets.py:608
M279,src/market_data/curate_public_markets.py,B:T025,data/normalization/transformations/public-market-parsing-rules.csv,src/market_data/curate_public_markets.py:620
M280,src/market_data/curate_public_markets.py,B:T026,data/normalization/transformations/public-market-row-filters.csv,src/market_data/curate_public_markets.py:622
M281,src/market_data/curate_public_markets.py,B:T027,data/normalization/transformations/ticker-pme-role.csv,src/market_data/curate_public_markets.py:655
M282,src/market_data/curate_public_markets.py,B:T028,data/normalization/transformations/public-market-benchmark-defaults.csv,src/market_data/curate_public_markets.py:661
M283,src/market_data/curate_public_markets.py,A:T105|B:T029|C:T085,data/normalization/transformations/benchmark-return-formula.csv|data/normalization/transformations/public-market-formulas.csv|data/normalization/transformations/return-construction.csv,src/market_data/curate_public_markets.py:702
M284,src/market_data/curate_public_markets.py,B:T030,data/normalization/transformations/public-market-summary-rules.csv,src/market_data/curate_public_markets.py:770
M285,src/market_data/curate_public_markets.py,A:T106|B:T031,data/normalization/transformations/market-quality-expectations.csv|data/normalization/transformations/public-market-quality-rules.csv,src/market_data/curate_public_markets.py:794|src/market_data/curate_public_markets.py:795
M286,src/market_data/curate_public_markets.py,B:T032,data/normalization/transformations/public-market-status-map.csv,src/market_data/curate_public_markets.py:810
M287,src/market_data/curate_public_markets.py,B:T033,data/normalization/transformations/pipeline-runtime-defaults.csv,src/market_data/curate_public_markets.py:859
M288,src/market_data/curate_public_markets.py,B:T034,data/normalization/transformations/public-market-run-fields.csv|data/normalization/transformations/public-market-identifiers.csv|data/normalization/transformations/pipeline-runtime-defaults.csv,src/market_data/curate_public_markets.py:862
M289,src/pipeline/build_calibration_candidates.py,A:T178,data/normalization/transformations/calibration-panel.csv,src/pipeline/build_calibration_candidates.py:27
M290,src/pipeline/build_calibration_candidates.py,B:T174|C:T086,data/normalization/transformations/calibration-panel.csv|data/normalization/transformations/calibration-strategy-scope.csv,src/pipeline/build_calibration_candidates.py:31
M291,src/pipeline/build_calibration_candidates.py,B:T175|C:T087,data/normalization/transformations/calibration-metric-map.csv|data/normalization/transformations/calibration-metrics.csv,src/pipeline/build_calibration_candidates.py:33
M292,src/pipeline/build_calibration_candidates.py,B:T176,data/normalization/transformations/calibration-input-cleaning.csv,src/pipeline/build_calibration_candidates.py:50
M293,src/pipeline/build_calibration_candidates.py,B:T177,data/normalization/transformations/numeric-serialization.csv,src/pipeline/build_calibration_candidates.py:66
M294,src/pipeline/build_calibration_candidates.py,B:T178,data/normalization/transformations/calibration-source-panel.csv,src/pipeline/build_calibration_candidates.py:73
M295,src/pipeline/build_calibration_candidates.py,B:T179,data/normalization/transformations/calibration-panel-gates.csv,src/pipeline/build_calibration_candidates.py:86
M296,src/pipeline/build_calibration_candidates.py,A:T179|B:T180,data/normalization/transformations/calibration-formulas.csv|data/normalization/transformations/calibration-panel.csv,src/pipeline/build_calibration_candidates.py:152
M297,src/pipeline/build_calibration_candidates.py,B:T181,data/normalization/transformations/calibration-output-labels.csv,src/pipeline/build_calibration_candidates.py:159
M298,src/pipeline/build_calibration_candidates.py,B:T182,data/normalization/transformations/calibration-candidate-status.csv,src/pipeline/build_calibration_candidates.py:162
M299,src/pipeline/build_extracted_database.py,B:T183,data/normalization/transformations/entity-resolution-status.csv,src/pipeline/build_extracted_database.py:99
M300,src/pipeline/build_extracted_database.py,A:T227,data/normalization/transformations/pipeline-gates.csv,src/pipeline/build_extracted_database.py:125
M301,src/pipeline/build_extraction_review.py,A:T136|B:T184|B:T186|C:T088,data/normalization/transformations/lineage-ignored-fields.csv|data/normalization/transformations/lineage-match-keys.csv|data/normalization/transformations/review-signature-fields.csv|data/normalization/transformations/review-signature-normalization.csv,src/pipeline/build_extraction_review.py:122|src/pipeline/build_extraction_review.py:212
M302,src/pipeline/build_extraction_review.py,B:T188,data/normalization/transformations/review-output-defaults.csv,src/pipeline/build_extraction_review.py:161
M303,src/pipeline/build_extraction_review.py,B:T185,data/normalization/transformations/review-lineage-field-map.csv,src/pipeline/build_extraction_review.py:165
M304,src/pipeline/build_extraction_review.py,A:T137|B:T187,data/normalization/transformations/lineage-match-keys.csv|data/normalization/transformations/review-fact-key-fields.csv,src/pipeline/build_extraction_review.py:220
M305,src/pipeline/build_extraction_review.py,B:T189,data/normalization/transformations/review-document-inclusion.csv,src/pipeline/build_extraction_review.py:250
M306,src/pipeline/build_extraction_review.py,A:T139,data/normalization/transformations/decision-vocabulary.csv,src/pipeline/build_extraction_review.py:258
M307,src/pipeline/build_extraction_review.py,B:T190,data/normalization/transformations/review-selection-policy.csv,src/pipeline/build_extraction_review.py:268
M308,src/pipeline/build_extraction_review.py,B:T191,data/normalization/transformations/adjudication-decision-semantics.csv,src/pipeline/build_extraction_review.py:274
M309,src/pipeline/build_extraction_review.py,B:T192,data/normalization/transformations/source-metadata-duplicate-policy.csv,src/pipeline/build_extraction_review.py:302
M310,src/pipeline/build_extraction_review.py,B:T193,data/normalization/transformations/source-path-parsing.csv,src/pipeline/build_extraction_review.py:321
M311,src/pipeline/build_extraction_review.py,B:T194,data/normalization/transformations/source-path-selection.csv,src/pipeline/build_extraction_review.py:335
M312,src/pipeline/build_extraction_review.py,B:T195,data/normalization/transformations/adjudication-resolution-routing.csv,src/pipeline/build_extraction_review.py:348
M313,src/pipeline/build_extraction_review.py,B:T196,data/normalization/transformations/adjudication-duplicate-policy.csv,src/pipeline/build_extraction_review.py:352
M314,src/pipeline/build_extraction_review.py,B:T197,data/normalization/transformations/review-list-parsing.csv,src/pipeline/build_extraction_review.py:358
M315,src/pipeline/build_extraction_review.py,B:T198,data/normalization/transformations/document-summary-field-policy.csv,src/pipeline/build_extraction_review.py:401
M316,src/pipeline/build_extraction_review.py,B:T199,data/normalization/transformations/review-lineage-match-policy.csv,src/pipeline/build_extraction_review.py:404
M317,src/pipeline/build_extraction_review.py,A:T138,data/normalization/transformations/lineage-match-keys.csv|data/normalization/transformations/review-lineage-match-policy.csv,src/pipeline/build_extraction_review.py:407
M318,src/pipeline/build_extraction_review.py,B:T200,data/normalization/transformations/review-fact-match-policy.csv,src/pipeline/build_extraction_review.py:425
M319,src/pipeline/build_extraction_review.py,B:T201,data/normalization/transformations/review-summary-formulas.csv,src/pipeline/build_extraction_review.py:474
M320,src/pipeline/build_extraction_review.py,A:T135,data/normalization/transformations/agreement-definition.csv,src/pipeline/build_extraction_review.py:475
M321,src/pipeline/build_extraction_review.py,B:T202,data/normalization/transformations/page-status-classification.csv,src/pipeline/build_extraction_review.py:482
M322,src/pipeline/build_extraction_review.py,B:T203,data/normalization/transformations/review-summary-formulas.csv,src/pipeline/build_extraction_review.py:488
M323,src/pipeline/build_extraction_review.py,B:T204,data/normalization/transformations/review-status-to-summary-column.csv,src/pipeline/build_extraction_review.py:489
M324,src/pipeline/build_extraction_review.py,B:T205,data/normalization/transformations/review-disagreement-aggregation.csv,src/pipeline/build_extraction_review.py:512
M325,src/pipeline/build_extraction_review.py,A:T140|B:T206,data/normalization/transformations/review-trace-sampling.csv|data/normalization/transformations/sampling-policy.csv,src/pipeline/build_extraction_review.py:524
M326,src/pipeline/build_integrated_universe.py,A:T110|B:T207|C:T089,data/normalization/transformations/completion-target-fields.csv|data/normalization/transformations/integrated-completion-fields.csv,src/pipeline/build_integrated_universe.py:133
M327,src/pipeline/build_integrated_universe.py,B:T208,data/normalization/transformations/integrated-input-cell-normalization.csv,src/pipeline/build_integrated_universe.py:172
M328,src/pipeline/build_integrated_universe.py,B:T209,data/normalization/transformations/integrated-output-defaults.csv,src/pipeline/build_integrated_universe.py:187
M329,src/pipeline/build_integrated_universe.py,B:T210,data/normalization/transformations/integrated-identifier-rules.csv,src/pipeline/build_integrated_universe.py:191
M330,src/pipeline/build_integrated_universe.py,B:T211,data/normalization/transformations/integrated-number-parsing.csv,src/pipeline/build_integrated_universe.py:197
M331,src/pipeline/build_integrated_universe.py,B:T212,data/normalization/transformations/integrated-numeric-formatting.csv,src/pipeline/build_integrated_universe.py:208
M332,src/pipeline/build_integrated_universe.py,B:T213,data/normalization/transformations/integrated-date-parsing.csv,src/pipeline/build_integrated_universe.py:215
M333,src/pipeline/build_integrated_universe.py,B:T214,data/normalization/transformations/integrated-fund-universe-sources.csv,src/pipeline/build_integrated_universe.py:261
M334,src/pipeline/build_integrated_universe.py,B:T215,data/normalization/transformations/table-record-id-fields.csv,src/pipeline/build_integrated_universe.py:282
M335,src/pipeline/build_integrated_universe.py,B:T216,data/normalization/transformations/fund-evidence-priority.csv,src/pipeline/build_integrated_universe.py:296
M336,src/pipeline/build_integrated_universe.py,A:T116,data/normalization/transformations/evidence-preference-order.csv,src/pipeline/build_integrated_universe.py:300
M337,src/pipeline/build_integrated_universe.py,B:T217,data/normalization/transformations/evidence-field-fallbacks.csv,src/pipeline/build_integrated_universe.py:318
M338,src/pipeline/build_integrated_universe.py,B:T218,data/normalization/transformations/period-selection-order.csv,src/pipeline/build_integrated_universe.py:327
M339,src/pipeline/build_integrated_universe.py,A:T117|B:T219,data/normalization/transformations/evidence-preference-order.csv|data/normalization/transformations/field-value-selection.csv,src/pipeline/build_integrated_universe.py:339
M340,src/pipeline/build_integrated_universe.py,A:T109|B:T220|C:T090,data/normalization/transformations/fund-name-to-strategy.csv|data/normalization/transformations/name-keyword-strategy.csv|data/normalization/transformations/name-strategy-keywords.csv,src/pipeline/build_integrated_universe.py:347
M341,src/pipeline/build_integrated_universe.py,B:T221,data/normalization/transformations/deterministic-unit-interval.csv,src/pipeline/build_integrated_universe.py:365
M342,src/pipeline/build_integrated_universe.py,B:T222,data/normalization/transformations/gap-ledger-defaults.csv,src/pipeline/build_integrated_universe.py:407
M343,src/pipeline/build_integrated_universe.py,B:T223,data/normalization/transformations/integrated-parameter-populations.csv,src/pipeline/build_integrated_universe.py:441
