"file_id","filename","pages","gridded_pages","value_cells","named_columns","total_columns","text_layer","note"
"SRC314","Valuation_Augmentum_Fintech_Portfolio_Valuation_Mar2026.pdf","3","1","3","0","2","native",""
"SRC315","Performance_CT_Private_Equity_Trust_AGM_Presentation_May2026.pdf","39","14","217","25","59","native",""
"SRC316","Financials_NBIM_GPFG_Annual_Report_2025.pdf","139","85","2978","139","359","native",""
"SRC317","Reporting_NBIM_GPFG_Responsible_Investment_2025.pdf","63","10","113","4","30","native",""
"SRC318","Financials_NBIM_GPFG_Half_Year_Report_2025.pdf","45","35","1354","73","149","native",""
"SRC319","Financials_Future_Fund_Australia_Annual_Report_FY2025.pdf","210","80","4043","240","389","native",""
"SRC320","Financials_Future_Fund_Australia_Annual_Report_FY2024.pdf","200","90","4218","226","466","native",""
"SRC321","Financials_Border_To_Coast_Annual_Report_FY2023.pdf","76","24","595","30","112","native",""
"SRC322","Financials_Border_To_Coast_Annual_Report_FY2022.pdf","68","21","537","25","108","native",""
"SRC323","Fee_Report_Border_To_Coast_Assessment_Of_Value_2024.pdf","6","1","19","2","2","native",""
"SRC324","Reporting_Border_To_Coast_Climate_Change_Report_FY2025.pdf","70","14","405","34","82","native",""
"SRC325","Financials_CDPQ_Annual_Report_2024.pdf","196","83","2521","152","329","native",""
"SRC326","Financials_Ontario_Teachers_Annual_Report_2025.pdf","160","60","1770","98","255","mixed",""
"SRC327","Financials_Ontario_Teachers_Annual_Report_2024.pdf","152","58","1677","103","240","mixed",""
"SRC328","Financials_USS_Report_And_Accounts_FY2025.pdf","123","50","1852","164","402","native",""
"SRC329","Reporting_USS_Governance_Supplement_FY2025.pdf","18","4","14","2","8","native",""
"SRC330","Financials_PSP_Investments_Annual_Report_FY2025.pdf","300","175","6792","318","748","native",""
"SRC331","Financials_PSP_Investments_Public_Sector_Plan_Statements_FY2025.pdf","205","150","6099","282","645","native",""
"SRC332","Financials_PSP_Investments_Canadian_Forces_Plan_Statements_FY2025.pdf","85","59","2460","115","250","native",""
"SRC333","Financials_Pension_Protection_Fund_Annual_Report_FY2025.pdf","180","61","1630","159","264","native",""
"SRC334","Financials_Pension_Protection_Fund_Annual_Report_FY2025_Large_Print.pdf","313","71","1498","154","249","native",""
"SRC335","Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2025.pdf","215","64","1212","124","235","native",""
"SRC336","Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2024.pdf","213","72","1299","150","253","native",""
"SRC337","Financials_Greater_Manchester_Pension_Fund_Statement_Of_Accounts_FY2024.pdf","51","31","691","79","131","native",""
"SRC338","Financials_NZ_Super_Fund_Annual_Report_FY2025.pdf","230","117","3176","233","436","native",""
"SRC339","Reporting_NZ_Super_Fund_Stewardship_Report_2025.pdf","32","7","85","4","17","native",""
"SRC340","Performance_Temasek_Review_2025_Highlights.pdf","13","4","71","7","33","native",""
"SRC341","Financials_Ilmarinen_Report_On_Operations_2024.pdf","173","93","5359","309","474","native",""
"SRC342","Financials_Keva_Annual_Report_2024.pdf","62","19","630","64","80","native",""
"SRC343","Financials_Keva_Financial_Statements_2024.pdf","51","40","2679","61","126","native",""
"SRC344","Financials_Varma_Board_Report_And_Financial_Statements_2024.pdf","177","69","5369","272","513","native",""
"SRC345","Performance_Aware_Super_Annual_Report_FY2025.pdf","27","18","164","12","102","native",""
"SRC346","Financials_Aware_Super_ASIC_Financial_Report_FY2025.pdf","141","77","2098","184","295","native",""
"SRC347","Financials_Cumbria_LGPS_Pension_Fund_Annual_Report_FY2025.pdf","142","68","1485","132","216","mixed",""
"SRC348","Performance_AustralianSuper_Annual_Report_FY2025.pdf","57","17","375","44","110","native",""
"SRC349","Financials_West_Yorkshire_Pension_Fund_Report_And_Accounts_FY2025.pdf","160","68","2414","154","391","mixed",""
"SRC350","Financials_London_Borough_Hounslow_Pension_Fund_Annual_Report_FY2025.pdf","81","40","1194","92","184","native",""
"SRC351","Financials_AP2_Andra_AP_Fonden_Annual_Report_2024.pdf","96","39","1128","95","224","native",""
"SRC352","Financials_AP7_Sjunde_AP_Fonden_Annual_Report_2024.pdf","77","35","1163","60","210","native",""
"SRC353","Financials_IMCO_Annual_Report_2024.pdf","93","23","390","36","79","native",""
"SRC354","Financials_UTIMCO_Permanent_University_Fund_FY2025_Audited.pdf","41","27","1413","69","109","native",""
"SRC355","Financials_UTIMCO_Permanent_Health_Fund_GEF_FY2025_Audited.pdf","53","30","1213","55","114","native",""
"SRC356","Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.pdf","5","2","33","5","6","native",""
"SRC357","Performance_UTIMCO_Annual_Report_2025.pdf","13","2","181","9","25","native",""
"SRC358","Schedule_Inv_UTIMCO_PUF_Detail_Schedules_FY2022.pdf","110","83","9085","219","262","native",""
"SRC359","Schedule_Inv_UTIMCO_PUF_Detail_Schedules_FY2021.pdf","108","86","9062","226","273","native",""
"SRC360","Financials_Indiana_University_Foundation_FY2025_Audited.pdf","30","21","593","38","71","native",""
"SRC361","Financials_University_of_Illinois_Foundation_FY2025_Audited.pdf","38","21","712","38","87","native",""
"SRC362","Financials_Emory_University_FY2025_Audited.pdf","119","92","7216","288","344","native",""
"SRC363","Performance_University_of_Michigan_Endowment_Fund_Profile_Jun2024.pdf","2","1","12","2","9","native",""
"SRC364","Financials_Cornell_University_FY2025_Consolidated.pdf","51","37","1380","98","175","native",""
"SRC365","Financials_University_of_Washington_Annual_Report_FY2025.pdf","90","63","3556","109","359","mixed",""
"SRC367","Regulatory_Ford_Foundation_Form_990PF_2024.pdf","1345","330","2201","892","1206","native",""
"SRC368","Financials_MacArthur_Foundation_Dec2024_Audited.pdf","29","20","754","48","82","native",""
"SRC369","Financials_Kresge_Foundation_Dec2023_Audited.pdf","22","17","509","21","77","native",""
"SRC370","Financials_Kresge_Foundation_Dec2021_Audited.pdf","22","18","467","21","79","native",""
"SRC371","Regulatory_Sloan_Foundation_Form_990PF_2024.pdf","149","16","235","17","71","native",""
"SRC372","Regulatory_Hewlett_Foundation_Form_990PF_2023.pdf","1141","502","2073","131","1460","native",""
"SRC373","Regulatory_Packard_Foundation_Form_990PF_2023.pdf","188","34","583","57","191","native",""
"SRC375","Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.pdf","2","1","86","5","13","native",""
"SRC376","Financials_Gates_Foundation_Consolidated_Dec2024.pdf","20","12","358","24","37","native",""
"SRC377","Financials_Gates_Foundation_Trust_Dec2016.pdf","13","9","326","21","32","native",""
"SRC378","Financials_Duke_Endowment_Annual_Report_2024.pdf","26","13","485","23","52","native",""
"SRC379","Financials_Duke_Endowment_Annual_Report_2023.pdf","24","13","513","30","56","native",""
"SRC380","Financials_J_Paul_Getty_Trust_FY2023_Audited.pdf","27","23","607","49","102","native",""
"SRC381","Financials_J_Paul_Getty_Trust_FY2022_Audited.pdf","28","21","592","53","90","native",""
"SRC382","Financials_J_Paul_Getty_Trust_FY2009_Audited.pdf","24","21","501","45","104","native",""
"SRC383","Performance_University_of_California_Annual_Endowment_Report_FY2025.pdf","42","19","1403","107","213","native",""
"SRC384","Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.pdf","4","4","393","18","26","native",""
"SRC385","Performance_University_of_California_Annual_Endowment_Report_FY2015.pdf","80","51","3900","274","409","native",""
"SRC386","Financials_University_of_Notre_Dame_FY2025_Consolidated.pdf","42","28","1164","69","107","native",""
"SRC387","Financials_Washington_University_StLouis_FY2025_Consolidated.pdf","36","24","821","59","96","native",""
"SRC388","Financials_University_of_Notre_Dame_FY2024_Consolidated.pdf","42","29","1189","72","111","native",""
"SRC389","Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.pdf","6","0","0","0","0","native","no numeric tables detected"
"SRC390","Financials_FAU_Foundation_FY2024_Board_Audit_Committee.pdf","44","19","557","35","80","native",""
"SRC391","Financials_University_of_Minnesota_Foundation_FY2025_Audited.pdf","56","41","1787","131","195","native",""
"SRC392","Financials_Ohio_State_University_Foundation_FY2024_Audited.pdf","43","27","785","60","103","native",""
"SRC393","Financials_Georgia_Tech_Foundation_FY2025_Consolidated.pdf","40","29","1019","75","138","native",""
"SRC394","Financials_NC_State_University_Foundation_FY2023_Audited.pdf","33","24","772","52","96","native",""
"SRC395","Performance_UWM_Foundation_Annual_Report_2024.pdf","14","8","191","17","38","native",""
"SRC396","Schedule_Inv_AB_Private_Lending_Fund_ARS_FY2025.pdf","157","84","3959","236","350","native",""
"SRC397","Schedule_Inv_Ares_Strategic_Income_Fund_ARS_FY2025.pdf","264","171","12704","472","765","native",""
"SRC398","Schedule_Inv_BlackRock_Direct_Lending_Corp_ARS_FY2025.pdf","126","54","4270","165","285","native",""
"SRC399","Schedule_Inv_BlackRock_Private_Credit_Fund_ARS_FY2025.pdf","186","87","7616","300","479","native",""
"SRC400","Financials_Cohen_Steers_Income_Opportunities_REIT_ARS_FY2025.pdf","160","51","1462","67","244","native",""
"SRC401","Financials_Apollo_Realty_Income_Solutions_ARS_FY2025.pdf","114","54","2240","157","302","native",""
"SRC402","Schedule_Inv_Venture_Lending_Leasing_IX_ARS_FY2025.pdf","60","35","1616","71","160","native",""
"SRC403","Schedule_Inv_CNL_Strategic_Residential_Credit_ARS_FY2025.pdf","128","32","340","24","128","native",""
"SRC404","Schedule_Inv_Cliffwater_Corporate_Lending_Fund_Annual_FY2026Mar.pdf","227","82","2376","124","363","native",""
"SRC405","Schedule_Inv_Cliffwater_Enhanced_Lending_Fund_Annual_FY2026Mar.pdf","93","53","1148","126","229","native",""
"SRC406","Schedule_Inv_Pomona_Investment_Fund_SemiAnnual_Sep2025.pdf","31","15","1024","24","51","native",""
"SRC407","Schedule_Inv_Pomona_Investment_Fund_Holdings_Dec2025.pdf","11","8","788","17","18","native",""
"SRC408","Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2024Mar.pdf","128","36","1275","71","133","native",""
"SRC409","Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2023Mar.pdf","124","29","838","61","125","native",""
"SRC410","Schedule_Inv_AMG_Pantheon_Credit_Solutions_SemiAnnual_Sep2024.pdf","28","4","71","11","12","native",""
"SRC411","Financials_Hamilton_Lane_Private_Assets_Fund_Annual_FY2022Mar.pdf","44","11","277","32","44","native",""
"SRC412","DDQ_Hamilton_Lane_Global_Private_Assets_Fund_May2025.pdf","37","8","86","11","30","native",""
"SRC413","Schedule_Inv_StepStone_Private_Markets_SPRIM_Annual_FY2026Mar.pdf","58","32","1626","31","103","native",""
"SRC414","Financials_Partners_Group_Private_Equity_Limited_Annual_2024.pdf","95","35","798","41","120","native",""
"SRC415","Schedule_Inv_Bow_River_Capital_Evergreen_Fund_Annual_FY2025Mar.pdf","53","21","1038","63","91","native",""
"SRC416","Performance_Bow_River_Capital_Evergreen_Fund_Factsheet_Dec2025.pdf","4","2","30","5","21","native",""
"SRC417","Schedule_Inv_Variant_Alternative_Income_Fund_Annual_FY2025Apr.pdf","51","21","801","58","72","native",""
"SRC418","Schedule_Inv_Variant_Alternative_Income_Fund_Annual_FY2021Apr.pdf","44","16","811","52","67","native",""
"SRC419","Schedule_Inv_Variant_Alternative_Lending_Fund_Annual_FY2025Apr.pdf","35","10","140","27","38","native",""
"SRC420","Schedule_Inv_Apollo_S3_Private_Markets_Fund_NCSR_FY2025Mar.pdf","64","10","142","20","43","mixed",""
"SRC421","PPM_Apollo_S3_Private_Markets_Fund_Prospectus.pdf","135","8","50","6","22","native",""
"SRC422","Financials_Ares_Industrial_Real_Estate_Income_Trust_ARS_FY2025.pdf","158","74","4199","118","355","native",""
"SRC423","Financials_IPC_Alternative_Real_Estate_Income_Trust_ARS_FY2025.pdf","161","73","2425","178","392","native",""
"SRC424","Schedule_Inv_Invesco_Commercial_Real_Estate_Finance_Trust_ARS_FY2025.pdf","132","38","1709","104","158","native",""
"SRC425","Financials_XPLR_Infrastructure_LP_ARS_FY2025.pdf","88","45","1573","126","255","native",""
"SRC426","Financials_KPMG_Hedge_Funds_Illustrative_Jan2023_FY2022.pdf","113","44","818","76","141","native",""
"SRC427","Financials_KPMG_Hedge_Funds_Illustrative_Dec2024_FY2024.pdf","115","42","710","68","133","native",""
"SRC428","Financials_KPMG_Private_Equity_Illustrative_Jan2024_FY2023.pdf","42","15","285","11","45","native",""
"SRC429","Financials_KPMG_Private_Equity_Illustrative_Nov2016_FY2016.pdf","48","14","320","21","60","native",""
"SRC430","Financials_KPMG_PE_And_Venture_Capital_Illustrative_Dec2015.pdf","36","6","169","15","29","native",""
"SRC431","Financials_KPMG_Cayman_Private_Equity_Illustrative_FY2022.pdf","40","14","286","21","43","native",""
"SRC432","Financials_KPMG_IFRS_Investment_Funds_Illustrative_Disclosures_FY2025.pdf","105","56","1449","68","200","native",""
"SRC433","Financials_KPMG_IFRS_Investment_Funds_Illustrative_Disclosures_FY2022.pdf","101","52","1464","62","191","native",""
"SRC434","Financials_KPMG_Luxembourg_RAIF_Illustrative_Annual_Report_2021.pdf","88","6","86","8","32","native",""
"SRC435","Financials_PwC_Cayman_IFRS_Investment_Funds_Illustrative_2024.pdf","88","43","1292","86","137","native",""
"SRC436","Financials_PwC_Cayman_IFRS_Investment_Funds_Illustrative_2023.pdf","90","39","1246","85","129","native",""
"SRC437","Financials_PwC_Cayman_IFRS_Investment_Funds_Illustrative_2022.pdf","87","41","1274","87","134","native",""
"SRC438","Financials_PwC_Cayman_IFRS_Investment_Funds_Illustrative_2021.pdf","87","39","1304","84","129","native",""
"SRC439","Financials_PwC_Luxembourg_GAAP_Investment_Funds_Illustrative_Annual_Report.pdf","142","17","161","9","56","native",""
"SRC440","Financials_PwC_Investment_Property_IFRS_Illustrative_Consolidated_2024.pdf","99","55","1705","121","228","native",""
"SRC441","Financials_Deloitte_Luxembourg_GAAP_Illustrative_Annual_Accounts_Nov2020.pdf","124","18","60","0","41","native",""
"SRC442","Financials_BDO_IFRS_Illustrative_A_Layout_FY2025.pdf","288","98","2673","234","382","native",""
"SRC443","Financials_GrantThornton_IFRS_Example_Consolidated_FY2024.pdf","120","75","2530","137","339","native",""
"SRC444","Financials_RicheyMay_Hedge_Fund_Template_2019.pdf","30","3","15","4","7","native",""
"SRC445","Financials_RicheyMay_Hedge_Fund_Template_2020.pdf","29","5","20","6","11","native",""
"SRC446","Financials_RicheyMay_Hedge_Fund_Template_2025.pdf","31","3","21","9","10","native",""
"SRC447","Financials_RicheyMay_Private_Equity_Template_2016.pdf","22","4","18","2","8","native",""
"SRC448","Financials_RicheyMay_Private_Equity_Template_2020.pdf","24","2","30","2","10","native",""
"SRC449","Financials_RicheyMay_PE_And_VC_Template_2025.pdf","29","2","9","4","5","native",""
"SRC450","Financials_RicheyMay_SPV_Template_2025.pdf","24","2","9","4","4","native",""
"SRC451","Financials_RicheyMay_Digital_Asset_Fund_Template_2025.pdf","49","5","21","4","10","native",""
"SRC452","Performance_Dallas_Police_Fire_Meketa_Private_Markets_Q4_2023.pdf","28","3","48","14","14","native",""
"SRC453","Performance_Austin_Firefighters_Meketa_Report_2Q2025.pdf","109","45","2411","181","366","native",""
"SRC454","Performance_Austin_Firefighters_Meketa_Report_4Q2024.pdf","107","46","2617","202","369","native",""
"SRC455","Performance_NMERB_NEPC_Private_Equity_Q1_2016.pdf","17","10","2006","73","75","native",""
"SRC456","Performance_NMERB_Private_Equity_Q3_2013.pdf","23","16","3108","154","188","native",""
"SRC457","Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.pdf","16","10","1607","56","78","native",""
"SRC458","Performance_Nebraska_Investment_Council_Private_Equity_Q2_2025.pdf","20","9","272","27","73","native",""
"SRC459","Performance_San_Jose_Police_Fire_Private_Markets_Q4_2015.pdf","19","13","1411","63","118","native",""
"SRC460","Capital_Call_ABC_Fund_LP_TrustAlta_Sample_Notice.pdf","1","0","0","0","0","native","no numeric tables detected"
"SRC462","PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.pdf","2","1","74","3","3","native",""
"SRC463","PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017.pdf","2","2","86","6","12","native",""
"SRC464","Quarterly_Report_Pantheon_Infrastructure_And_PE_Portfolio_Northumberland_FOI_2019.pdf","111","37","789","97","199","native",""
"SRC465","Performance_Milwaukee_CMERS_Investment_Committee_Packet_Sep2024.pdf","209","102","6757","400","696","mixed",""
"SRC467","Performance_CalSTRS_Private_Equity_Portfolio_FYE2024.pdf","9","9","2727","54","56","native",""
"SRC468","Fee_Report_LACERA_Total_Fund_Investment_Cost_FY2023.pdf","40","29","6040","309","341","native",""
"SRC469","Fee_Report_CalPERS_AIV_Fee_Expense_Disclosure_2019.pdf","9","9","3195","55","118","native",""
"SRC470","Performance_OCERS_Meketa_Portfolio_Summary_Q1_2025.pdf","38","35","5019","179","278","native",""
"SRC473","Distribution_CalPERS_Private_Equity_Cash_Flow_Examples_2015.pdf","13","2","44","5","8","native",""
"SRC474","Financials_London_Pensions_Fund_Authority_Accounts_FY2025.pdf","45","25","1069","55","101","native",""
"SRC475","Performance_PA_SERS_Real_Estate_Quarterly_Q4_2022.pdf","26","10","813","63","86","native",""
"SRC476","Performance_NMERB_Private_Equity_Q2_2018.pdf","19","12","2610","75","84","native",""
"SRC477","Schedule_Inv_New_Mexico_SIC_Investment_Holdings_Sep2022.pdf","69","67","4922","92","289","native",""
"SRC479","Financials_Partners_Group_Global_MultiAsset_Fund_Annual_Report.pdf","35","15","417","28","51","native",""
"SRC480","Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.pdf","66","28","1388","86","107","native",""
"SRC481","Schedule_Inv_Calamos_Aksia_Private_Equity_Alternatives_Fund_SemiAnnual.pdf","34","13","395","39","54","native",""
"SRC482","Financials_Copenhagen_Infrastructure_Partners_Annual2023.pdf","52","28","864","52","143","native",""
"SRC483","Financials_International_Public_Partnerships_Annual2023.pdf","64","28","1127","62","189","native",""
"SRC499","Regulatory_SEC_Form_13F_Institutional_Manager_Holdings.pdf","14","1","18","4","4","native",""
"SRC501","Regulatory_SEC_Form_N_PORT_Monthly_Portfolio_Holdings.pdf","19","4","26","10","14","native",""
"SRC555","Valuation_IPEV_Guidelines_December_2018.pdf","70","4","37","5","11","native",""
"SRC556","Valuation_IPEV_Guidelines_December_2015.pdf","57","3","11","8","8","native",""
"SRC563","Fee_Report_INREV_Management_Fees_And_Terms_Study_2016.pdf","51","23","730","117","130","native",""
"SRC564","Fee_Report_INREV_Management_Fees_And_Terms_Study_2011.pdf","38","18","809","68","111","native",""
"SRC587","Valuation_AIMA_Guide_To_Sound_Practices_Valuation_2018_Summary.pdf","4","0","0","0","0","native","no numeric tables detected"
"SRC594","Performance_UTIMCO_PUF_GEF_Investment_Performance_FY2025_Aug31.pdf","5","1","40","0","3","native",""
"SRC595","Financials_ICG_plc_Auditors_Report_FY2025_Mar31.pdf","78","59","2617","228","273","native",""
"SRC596","Performance_Future_Fund_Portfolio_Update_30Jun2025.pdf","9","6","194","18","29","native",""
"SRC597","Financials_Partners_Group_Holding_Annual_Report_2024_CHF.pdf","188","88","1916","84","423","mixed",""
"SRC598","Performance_GPIF_Japan_Annual_Report_FY2024_Mar31.pdf","116","55","1807","122","353","native",""
"SRC599","Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted.pdf","64","20","1093","97","129","native",""
"SRC600","Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4.pdf","62","27","1699","142","177","native",""
"SRC601","Financials_Texas_TRS_Annual_Comprehensive_Financial_Report_FY2025_Aug31.pdf","204","121","4370","212","609","native",""
"SRC602","Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.pdf","11","5","130","23","23","native",""
"SRC603","Performance_Quincy_Retirement_System_Board_Meeting_Materials_May2025.pdf","69","47","1872","252","289","native",""
"SRC604","Financials_Partners_Group_Global_Value_SICAV_Annual_Report_2025.pdf","83","12","204","9","53","native",""
"SRC605","Performance_abrdn_Private_Equity_Opportunities_Trust_Annual_Report_FY2023_Sep30.pdf","65","48","1420","42","439","native",""
"SRC606","Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.pdf","8","5","98","13","24","native",""
"SRC607","Subscription_PA_SERS_Lubert_Adler_Real_Estate_Fund_VII_Redacted.pdf","43","6","16","6","13","mixed",""
"SRC608","Subscription_PA_SERS_Insight_Venture_Partners_VIII_Closing_Binder_Redacted.pdf","72","2","7","2","4","mixed",""
"SRC609","Financials_Maryland_SRPS_CAFR_FY2013_Jun30.pdf","125","71","3434","245","418","native",""
"SRC610","Financials_KPERS_Kansas_CAFR_FY2004_Jun30.pdf","108","55","2380","118","288","mixed",""
"SRC611","Financials_Arkansas_Teacher_Retirement_System_Annual_Report_FY2004_Jun30.pdf","69","28","732","37","107","mixed",""
"SRC612","LPA_PA_SERS_Harvest_MLP_Real_Asset_Management_Agreement_Redacted.pdf","48","2","6","2","4","native",""
