"rule_id","route","file_id","pair_id","field","old_value","new_value","source_page","evidence_page","source_quote","reason"
"SR0407","02-performance","SRC035","PAIR_E77720AC38CE951CF16A4C4E","value_scope","","fund_position","1","1","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0408","02-performance","SRC035","PAIR_3BAFF84BE2FC3AFC78B01A1D","value_scope","","fund_position","1","1","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0409","02-performance","SRC035","PAIR_0798E6743AFFD7CFC0A27149","value_scope","","fund_position","1","1","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0410","02-performance","SRC035","PAIR_C15BC810304D5ED7FDA798B2","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0411","02-performance","SRC035","PAIR_24FA75E4C8B52B7A262E4CF5","value_scope","","fund_position","1","1","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0412","02-performance","SRC035","PAIR_F08324F975CFDB3F15FBF12C","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0413","02-performance","SRC035","PAIR_EC3F1BBBCB3AEC3892BF022F","value_scope","","fund_position","1","1","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0414","02-performance","SRC035","PAIR_9D0CAFC6640411B2A25AA0D5","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0415","02-performance","SRC035","PAIR_19B35E6BB10195014FABF993","value_scope","","fund_position","1","1","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0416","02-performance","SRC035","PAIR_05C81BF28DF490F51B434401","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0417","02-performance","SRC035","PAIR_B919A995E0A01B57ECB492BF","value_scope","","fund_position","1","1","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0418","02-performance","SRC035","PAIR_7C01E26E4C34B61FBAC8A497","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0419","02-performance","SRC035","PAIR_7871432E222E3A7B6130C4D9","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0420","02-performance","SRC035","PAIR_332B15537A7A70EEA2768F32","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0421","02-performance","SRC035","PAIR_A9326A09744BEF73A89A6860","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0422","02-performance","SRC035","PAIR_8813A96589BAE1065BCDEEE4","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0423","02-performance","SRC035","PAIR_5707E8310462A9FA5F5DE356","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0424","02-performance","SRC035","PAIR_2BFA971D232A8BF918493B2D","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0425","02-performance","SRC035","PAIR_A8F65A67EC7FF574BE5AAE18","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0426","02-performance","SRC035","PAIR_B7731FAAE63045044D643778","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0427","02-performance","SRC035","PAIR_45D8B8FEFE0C25D177758E7B","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0428","02-performance","SRC035","PAIR_6E14FBA25F81F2376F3FE758","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0429","02-performance","SRC035","PAIR_FBFC0261A0C4989D57EDAF5E","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0430","02-performance","SRC035","PAIR_A1C3CFE437F24D3FC93C41DA","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0431","02-performance","SRC035","PAIR_5A71D1ABD417973172E345D2","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0432","02-performance","SRC035","PAIR_9C516303A43C7E2E6ED0758D","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0433","02-performance","SRC035","PAIR_00703912659664A69B62060C","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0434","02-performance","SRC035","PAIR_A7737B1D311ADC77231DFC84","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0435","02-performance","SRC035","PAIR_9979133EC15D73D10BF12A8B","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0436","02-performance","SRC035","PAIR_86314213AC11A67638D86A3C","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0437","02-performance","SRC035","PAIR_C19E088F3B1656C18E26B76C","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0438","02-performance","SRC035","PAIR_84AEAC09C3C783A51B85779A","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0439","02-performance","SRC035","PAIR_8BF0E711C7FE289C436D6F3F","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0440","02-performance","SRC035","PAIR_2C767E72A48737018AA788A0","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0441","02-performance","SRC035","PAIR_115118DD38FA92949593DF63","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0442","02-performance","SRC035","PAIR_0E74FFACD5A4FACF5A16490A","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0443","02-performance","SRC035","PAIR_A752EC7600C4DD2AF85F6E43","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0444","02-performance","SRC035","PAIR_13A24FE34F343282732BF211","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0445","02-performance","SRC035","PAIR_804604CE6702E36E9986AD3E","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0446","02-performance","SRC035","PAIR_BE12C4BDA027AF6E9162EC10","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0447","02-performance","SRC035","PAIR_8D4CBBA2C4494F1033CC4F12","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0448","02-performance","SRC035","PAIR_F1910EF3A2AC7ACFF43079E5","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0449","02-performance","SRC035","PAIR_303B27726F5A9BFF86C66D80","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0450","02-performance","SRC035","PAIR_8FB5A8EA900F3B01EC20C035","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0451","02-performance","SRC035","PAIR_7BCF7B6706AA20DE79460171","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0452","02-performance","SRC035","PAIR_8E2E5D9F68B53FBE08F0B141","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0453","02-performance","SRC035","PAIR_65EF88E52855A7AD2CBC9D1E","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0454","02-performance","SRC035","PAIR_CAD0B0C16E97A1E5A4CEC2F2","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0455","02-performance","SRC035","PAIR_764F9FC9B40B2DD356FBD250","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0456","02-performance","SRC035","PAIR_745426696935FB72C096C329","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0457","02-performance","SRC035","PAIR_54190D09CE4256D438198953","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0458","02-performance","SRC035","PAIR_03D4DB11576A647A3D507117","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0459","02-performance","SRC035","PAIR_0849BA608080F576EDF8B88C","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0460","02-performance","SRC035","PAIR_34FD9F1AA0441717DC4EBAB8","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0461","02-performance","SRC035","PAIR_DF8FB10099E7C0B367188D90","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0462","02-performance","SRC035","PAIR_031092B651EC6518D40961F2","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0463","02-performance","SRC035","PAIR_A42F68630DB5C4C679B57151","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0464","02-performance","SRC035","PAIR_0CE4311FD2CD5512CDDD585E","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0465","02-performance","SRC035","PAIR_9E69970109620AADAB88C299","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0466","02-performance","SRC035","PAIR_FFAB3E4C45DBF434886B38EC","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0467","02-performance","SRC035","PAIR_8D12A6A0D95FE9BE089119B9","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0468","02-performance","SRC035","PAIR_C8083C0A7FD71773F762BDE0","fee_basis","","unstated","2","2","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0469","02-performance","SRC035","PAIR_1BBD1680F3C20E644875ADE7","value_scope","","fund_position","2","2","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0470","02-performance","SRC035","PAIR_76B836BAFF80FFB061F1C799","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0471","02-performance","SRC035","PAIR_A5B14C50458F713FF4048B40","fee_basis","","unstated","3","3","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0472","02-performance","SRC035","PAIR_745D9ABC4F72BBD4949D1AB4","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0473","02-performance","SRC035","PAIR_C045DD828711BDAD21927C8B","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0474","02-performance","SRC035","PAIR_5E54CF921F1A415AC9D07657","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0475","02-performance","SRC035","PAIR_5E9EF92B171CCB2B8F303526","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0476","02-performance","SRC035","PAIR_417AE7ED216064205B3A7DE2","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0477","02-performance","SRC035","PAIR_EA5DD487A0A2EE3FF3D4B3A4","fee_basis","","unstated","3","3","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0478","02-performance","SRC035","PAIR_DBB8A4FEEA20EA3E64355544","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0479","02-performance","SRC035","PAIR_3F0E9862653AF6B33FB26352","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0480","02-performance","SRC035","PAIR_65A73032A8CA769DEA41CD20","fee_basis","","unstated","3","3","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0481","02-performance","SRC035","PAIR_70AB4F05E622D131B6A8DB5B","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0482","02-performance","SRC035","PAIR_C98600D77734C8A810134ADD","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0483","02-performance","SRC035","PAIR_669E5182338BF9F12B4E8C5D","fee_basis","","unstated","3","3","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0484","02-performance","SRC035","PAIR_0A872B08A095505EBF18966E","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0485","02-performance","SRC035","PAIR_460AA2CDBD2078F0D462F8C1","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0486","02-performance","SRC035","PAIR_104978A68044EACC7DDF870E","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0487","02-performance","SRC035","PAIR_326450133B9D99BE3959226A","fee_basis","","unstated","3","3","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0488","02-performance","SRC035","PAIR_1CEE3D73FCFAE8A97FF9ED82","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0489","02-performance","SRC035","PAIR_AF0843DA3EA1B75344BE0608","fee_basis","","unstated","3","3","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0490","02-performance","SRC035","PAIR_646364C5DE487D3E04D138BE","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0491","02-performance","SRC035","PAIR_D058691FE97639E35737ED41","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0492","02-performance","SRC035","PAIR_B062B549C09030EC759656B5","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0493","02-performance","SRC035","PAIR_72C74E72B5080B86DEE517DA","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0494","02-performance","SRC035","PAIR_DC01E81EA11E00BA8DFA17E9","fee_basis","","unstated","3","3","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0495","02-performance","SRC035","PAIR_FE9A49AA1B44C797222CF24D","value_scope","","portfolio_total","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0496","02-performance","SRC035","PAIR_086426D2CDE4F7B232C97B8C","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0497","02-performance","SRC035","PAIR_35A13BEF223745345BFF6DA8","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0498","02-performance","SRC035","PAIR_92810AD00E1E4EDF360B9670","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0499","02-performance","SRC035","PAIR_22FD69826C2A0C47E09DCF59","fee_basis","","unstated","3","3","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0500","02-performance","SRC035","PAIR_85871ED42AF5E8B9EF289135","value_scope","","fund_position","3","3","Oregon Growth Account","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0501","02-performance","SRC058","PAIR_D19FF6ADBA21E4131936AA31","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0502","02-performance","SRC058","PAIR_8C396F5CC75AB6CE3431A6FC","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0503","02-performance","SRC058","PAIR_3D1284FDBE0DD2164105793E","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0504","02-performance","SRC058","PAIR_23CE1B7BFFF1F4A5D3CB3EE9","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0505","02-performance","SRC058","PAIR_86070CEEE5FD3A2E8C655E73","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0506","02-performance","SRC058","PAIR_B606BC48B44C5465F9E8D536","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0507","02-performance","SRC058","PAIR_3AB61C5C090772A3BA32A097","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0508","02-performance","SRC058","PAIR_51B0E4CF394B2C1F35920B26","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0509","02-performance","SRC058","PAIR_D101337024A6A175A2CD6210","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0510","02-performance","SRC058","PAIR_B07D894846F2A390EA47234F","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0511","02-performance","SRC058","PAIR_AA2EAE710094926A77C98549","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0512","02-performance","SRC058","PAIR_44B9ED93321211D7CB0793B6","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0513","02-performance","SRC058","PAIR_B279FB2B5C77AF15FE0CF972","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0514","02-performance","SRC058","PAIR_0E006F6EF8E8B5B1DFCDF6A8","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0515","02-performance","SRC058","PAIR_BD50ADEAFC155BE467BF2ED4","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0516","02-performance","SRC058","PAIR_A103E18E96AFA9324EA2EB1A","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0517","02-performance","SRC058","PAIR_54A9787C11A1E0291B8E2576","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0518","02-performance","SRC058","PAIR_D26626D3D733E0A418696ABD","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0519","02-performance","SRC058","PAIR_713B8D872D10078D3DD7E19C","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0520","02-performance","SRC058","PAIR_F9AD0E196AE70D2DE7F73CEE","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0521","02-performance","SRC058","PAIR_94B0822A16EE00FA85B852AC","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0522","02-performance","SRC058","PAIR_6814F6B07EA6FC0F9ED94D21","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0523","02-performance","SRC058","PAIR_D6BD18820EED2EEF3CCF7BBA","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0524","02-performance","SRC058","PAIR_D8C8BC9DD9A5C5CA6CAC2CFE","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0525","02-performance","SRC058","PAIR_FC8E26B7A94CE808D008DBF4","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0526","02-performance","SRC058","PAIR_3F3056DC5765D5D42D383EEA","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0527","02-performance","SRC058","PAIR_CEE66239EFEA45F16D7719D7","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0528","02-performance","SRC058","PAIR_39885FD2863603C8D4FC1429","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0529","02-performance","SRC058","PAIR_4C5CBF90BF5C08D23AE6C612","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0530","02-performance","SRC058","PAIR_0EAFF21EF38C57449E36D216","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0531","02-performance","SRC058","PAIR_168EEAFF92346E21DE1B5D26","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0532","02-performance","SRC058","PAIR_768C5D732DF03549BF27B1F6","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0533","02-performance","SRC058","PAIR_9DC7EC9371E7F0F566A3E7D0","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0534","02-performance","SRC058","PAIR_C381296A39BF4D19E2A78B3B","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0535","02-performance","SRC058","PAIR_53BC8F7B1E720BCDDA8E0570","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0536","02-performance","SRC058","PAIR_2C0A92326B8B94B2F32CCA15","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0537","02-performance","SRC058","PAIR_7AF5F53514DFD6CFF203D24E","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0538","02-performance","SRC058","PAIR_F5A23A7CAF7C8E107737D768","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0539","02-performance","SRC058","PAIR_0B3ECD219B5AFEA9155E5045","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0540","02-performance","SRC058","PAIR_A94DC214DE4F4C6BDFE69767","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0541","02-performance","SRC058","PAIR_667C68E1EA9DA8E235E2F8F0","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0542","02-performance","SRC058","PAIR_5F4C15B55B45DFDE66922E6C","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0543","02-performance","SRC058","PAIR_45A10E84ABBD5334B146869F","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0544","02-performance","SRC058","PAIR_D6CE806CE696B314B391BE7C","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0545","02-performance","SRC058","PAIR_F2779C66CB7F21042B160B25","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0546","02-performance","SRC058","PAIR_92507EBBC5E1B5D24AABCE63","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0547","02-performance","SRC058","PAIR_91C024234E82FA3AB08CBFC9","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0548","02-performance","SRC058","PAIR_E146B989579E04DBDE5CCB39","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0549","02-performance","SRC058","PAIR_9E845B5BFE0684E63F71FF78","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0550","02-performance","SRC058","PAIR_8014B3E6CAF54B929A0C6784","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0551","02-performance","SRC058","PAIR_D222948C302C884F1352D7E0","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0552","02-performance","SRC058","PAIR_81A52730195FE171BED90EF9","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0553","02-performance","SRC058","PAIR_F73791B4DDC7D4F47080A710","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0554","02-performance","SRC058","PAIR_F50A4810F2F98A4CE7E4A99C","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0555","02-performance","SRC058","PAIR_BDD6028A60FBDC223FC9D840","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0556","02-performance","SRC058","PAIR_3EF2CB3638850ABD1FE7A3E2","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0557","02-performance","SRC058","PAIR_C779BFEC787331E335D2C10A","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0558","02-performance","SRC058","PAIR_8D63CF51F1B83036F22633AC","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0559","02-performance","SRC058","PAIR_2012C754442A56753FECD1C9","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0560","02-performance","SRC058","PAIR_F89E823165665F7ED580686F","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0561","02-performance","SRC058","PAIR_AFCC938E4856CD9C331D12F7","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0562","02-performance","SRC058","PAIR_E904A133190CCDE7FE50544C","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0563","02-performance","SRC058","PAIR_EBD19E8F19603BB56EFEAA90","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0564","02-performance","SRC058","PAIR_E4D7E53ADD59766A76643D6B","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
"SR0565","02-performance","SRC058","PAIR_7890115538791AFA9D3522B2","fee_basis","","unstated","1","1","IRR","All report pages were reviewed; no fee-basis statement qualifies this IRR."
"SR0566","02-performance","SRC058","PAIR_4F031E006E429B034EC4112C","value_scope","","fund_position","1","1","Retirement Fund","The portfolio report distinguishes investor positions from its aggregate rows."
