change_id,stage_id,target_table,target_record_id,fund_id,field,old_value,new_value,change_type,source_observation_id,source_document_id,source_page,source_table,source_quote,source_printed_value,rule_id,matrix_status,notes
AC_c0099a90e5dd1c1406d4,fund-constant-attributes,fund_master,FUND_0294,FUND_0294,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,4772ed2694742f343bc3,SRC407,2,Consolidated Schedule of Investments,"AP VIII Private Investors, LLC(d)(f) Europe 06/28/2019 1,755,711 241,828",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_e677ad2069e954a726a0,fund-constant-attributes,fund_master,FUND_0295,FUND_0295,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,4ad4bd9f3ad10bdffa7b,SRC407,2,Consolidated Schedule of Investments,"Apax Europe VI - A, L.P.(d)(f) Europe 12/30/2016 418,681 131,541",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_f47c5ebac258c9a84d2a,fund-constant-attributes,fund_master,FUND_0296,FUND_0296,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,720a925a63bb4b9c8c9e,SRC407,2,Consolidated Schedule of Investments,"Apax Europe VII - B, L.P.(d)(f) Europe 03/31/2021 20,004 24,948",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_309ba3ef5aefed7381dd,fund-constant-attributes,fund_master,FUND_0297,FUND_0297,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,330741bf3fa89e37d2a5,SRC407,2,Consolidated Schedule of Investments,"Apax IX USD L.P.(f)(g) Europe 10/19/2023 12,913,267 9,743,693",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_e4705f6beddf589126c9,fund-constant-attributes,fund_master,FUND_0298,FUND_0298,strategy,Primary Investments,Primary Investments,BASELINE_CONFIRMED,9c3f8028eb71d7cdfb95,SRC407,1,Consolidated Schedule of Investments,"Apax XI USD L.P.(d)(f)(g) Europe 10/19/2023 3,001,882 3,306,316",Primary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_914342a4a5ae747f16fc,fund-constant-attributes,fund_master,FUND_0299,FUND_0299,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,76e96f4ee0e69f756d95,SRC407,2,Consolidated Schedule of Investments,"Apollo Investment Fund VI, L.P.(d)(f) North America 12/31/2018 207,218 63,680",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_f800f7fbb8f42da85977,fund-constant-attributes,fund_master,FUND_0300,FUND_0300,vintage_year,2011,2011,BASELINE_CONFIRMED,3bbae909871eff5f43f0,SRC060,1,Alternatives Portfolio,2011 Appian Natural Resources Fund $50.0 $53.3 $27.0 $82.8 2.06x 9.4% 15.9%,2011,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_565b4c7857bc6c7e4a99,fund-constant-attributes,fund_master,FUND_0301,FUND_0301,vintage_year,2019,2019,BASELINE_CONFIRMED,28b737e1835fee0ecd6a,SRC060,1,Alternatives Portfolio,2019 Appian Natural Resources Fund II $100.0 $28.1 $2.0 $38.5 1.44x -13.8% 16.2%,2019,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_197ee7f1bcc423b1ef27,fund-constant-attributes,fund_master,FUND_0303,FUND_0303,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,6d5b7abfca474124f41f,SRC407,2,Consolidated Schedule of Investments,"Archer Capital Trust 5B(d)(f)(g) Rest of World 03/28/2024 654,378 231,871",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_b70b127a05969ca14554,fund-constant-attributes,fund_master,FUND_0306,FUND_0306,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,37c1bd5c7534e99ec274,SRC407,2,Consolidated Schedule of Investments,"Artiman Ventures III, L.P.(d)(f)(g) North America 03/31/2021 547,290 330,028",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_5b40d9777cf2f117ea11,fund-constant-attributes,fund_master,FUND_0307,FUND_0307,vintage_year,2017,2017,BASELINE_CONFIRMED,118292744b5f58ffb3f1,SRC058,2,Real Estate Portfolio,2017ASB Allegiance Real Estate Fund $150.0 $151.9 $11.7 $130.0 0.93x -1.01%,2017,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_a52da5047a15b3d2fa12,fund-constant-attributes,fund_master,FUND_0308,FUND_0308,vintage_year,2013,2013,BASELINE_CONFIRMED,1f4616c2ad2c3b744159,SRC058,3,Separate Accounts,2013Ascentris - OR Partners LLC $527.6 $437.5 1.05x 2.61%,2013,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_6626f04c374c2f7deb12,fund-constant-attributes,fund_master,FUND_0309,FUND_0309,vintage_year,2018,2018,BASELINE_CONFIRMED,3c17a660193504061d76,SRC058,3,Separate Accounts,2018Ascentris Core $57.9 $120.5 0.8x -7.99%,2018,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_9fe4db67dacac61e6737,fund-constant-attributes,fund_master,FUND_0310,FUND_0310,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,2774fa3cb1ae8cb49e54,SRC407,2,Consolidated Schedule of Investments,"Astorg Normec Fund(d)(f)(g) Europe 09/24/2024 583,596 849,422",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_c1e6ae263032680f2af6,fund-constant-attributes,fund_master,FUND_0311,FUND_0311,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,df4d08db56c807b66edc,SRC407,2,Consolidated Schedule of Investments,"Astorg VI SLP(d)(f)(g) Europe 03/31/2022 3,206,778 1,908,609",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_9ab968f2eccff0e65f1e,fund-constant-attributes,fund_master,FUND_0312,FUND_0312,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,321105d04b96a291a3da,SRC407,2,Consolidated Schedule of Investments,"Astorg VII SLP(f)(g) Europe 03/31/2022 3,322,853 7,267,591",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_64d579a561eb4b2218d8,fund-constant-attributes,fund_master,FUND_0313,FUND_0313,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,7a9e2962784e4a9e7c21,SRC407,2,Consolidated Schedule of Investments,"Atlas Capital Resources LP(d)(f)(g) North America 06/30/2021 1,197,510 237,806",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_5f7e91a5ee1b8f203211,fund-constant-attributes,fund_master,FUND_0314,FUND_0314,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,99daa50dd19c63ebd91b,SRC407,2,Consolidated Schedule of Investments,"Audax Mezzanine Fund III, L.P. North America 09/30/2016 1,134,916 189,412",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_47a299401510d4f442d8,fund-constant-attributes,fund_master,FUND_0315,FUND_0315,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,45302b10c53504e114f5,SRC407,2,Consolidated Schedule of Investments,"Audax Private Equity Aspen CF, L.P.(d) North America 03/24/2022 7,370,000 10,059,609",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_d69817d26251d6d813e7,fund-constant-attributes,fund_master,FUND_0316,FUND_0316,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,43c67e609c45acde4b0b,SRC407,2,Consolidated Schedule of Investments,"Audax Private Equity Fund III, L.P. North America 09/30/2015 2,299,732 96,767",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_44653d13cf1213d687dc,fund-constant-attributes,fund_master,FUND_0317,FUND_0317,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,7408e1701048f4bbe925,SRC407,2,Consolidated Schedule of Investments,"Audax Private Equity Fund, L.P.(d) North America 12/31/2018 2,154 1,427",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_1bffca5a98f25e7db069,fund-constant-attributes,fund_master,FUND_0318,FUND_0318,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,38bc4d45a63d6d1d2594,SRC407,2,Consolidated Schedule of Investments,"Aurora Equity Partners V, L.P.(d)(f)(g) North America 12/31/2024 1,461,784 1,210,288",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_3826744c5f737434e6da,fund-constant-attributes,fund_master,FUND_0321,FUND_0321,strategy,Early Secondary Investments,Early Secondary Investments,BASELINE_CONFIRMED,9b6e9ea86116684c050b,SRC407,1,Consolidated Schedule of Investments,"Avista Healthcare Partners (Offshore) I, L.P.(d)(f) North America 12/01/2017 311,266 139,555",Early Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_cd6bfd5630604f4b7107,fund-constant-attributes,fund_master,FUND_0322,FUND_0322,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,c094fe31a89667a07092,SRC407,2,Consolidated Schedule of Investments,"Bain Capital Asia Fund II, L.P.(d)(f)(g) Rest of World 12/31/2019 1,427,220 579,097",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_971d7d201018c6383232,fund-constant-attributes,fund_master,FUND_0323,FUND_0323,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,2104c3e8d5a9b4e72a62,SRC407,2,Consolidated Schedule of Investments,"Bain Capital Asia Fund III, L.P.(f)(g) Rest of World 06/30/2023 2,069,110 4,054,788",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_1056494b066cb6a69ccd,fund-constant-attributes,fund_master,FUND_0324,FUND_0324,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,8cb39ece2088c993bc02,SRC407,2,Consolidated Schedule of Investments,"Bain Capital Distressed and Special Situations 2013 (E), L.P.(d)(f)(g) North America 06/30/2015 - 16,575",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_261d482e6db8eaf9b6f4,fund-constant-attributes,fund_master,FUND_0325,FUND_0325,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,0dc4c9387208e6b5d07e,SRC407,2,Consolidated Schedule of Investments,"Bain Capital Empire Holdings, L.P.(d)(f)(g) North America 09/21/2022 17,064,874 17,195,970",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_aa763c5d0d12d8bb521b,fund-constant-attributes,fund_master,FUND_0326,FUND_0326,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,2902d1ba416d92d6dd94,SRC407,2,Consolidated Schedule of Investments,"Bain Capital Europe Fund III, L.P.(g) Europe 12/30/2016 963,168 1",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_e0f1fbb5da620104db06,fund-constant-attributes,fund_master,FUND_0327,FUND_0327,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,e1a86347e50c0baed19a,SRC407,2,Consolidated Schedule of Investments,"Bain Capital Europe Fund V, SCSp(d)(f)(g) Europe 06/28/2024 1,439,957 2,347,099",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_b55e573e62105e2ff88e,fund-constant-attributes,fund_master,FUND_0328,FUND_0328,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,225781e09b9a90795295,SRC407,2,Consolidated Schedule of Investments,"Bain Capital Fund VII, L.P.(d)(g) North America 12/29/2017 5,477,570 4,044,135",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_314331d5b7d2d1e0a5ea,fund-constant-attributes,fund_master,FUND_0329,FUND_0329,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,0bd5bdc935d9d24fb151,SRC407,2,Consolidated Schedule of Investments,"Bain Capital Fund X, L.P.(f)(g) North America 12/30/2015 6,145,731 3,149,725",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_c1592c3d7c74e23a8ef3,fund-constant-attributes,fund_master,FUND_0330,FUND_0330,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,a1a96577e3688adb7fa0,SRC407,2,Consolidated Schedule of Investments,"Bain Capital Fund XI, L.P.(d)(f)(g) North America 09/30/2024 1,650,331 1,598,750",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_c4c6225173c72e16c062,fund-constant-attributes,fund_master,FUND_0331,FUND_0331,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,7fada20b7fc05d4443d4,SRC407,2,Consolidated Schedule of Investments,"Bain Capital Fund XII, L.P.(f)(g) North America 03/28/2024 710,360 1,161,503",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_9a25dd8d2148b8b0e672,fund-constant-attributes,fund_master,FUND_0332,FUND_0332,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,aacafeaa1c29562c6e4b,SRC407,2,Consolidated Schedule of Investments,"Bain Capital VII Coinvestment Fund, L.P.(d)(f) North America 12/29/2017 49,316 53,295",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_900dc122fa04308eb1d4,fund-constant-attributes,fund_master,FUND_0333,FUND_0333,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,0e9f8af4da52cb782987,SRC407,2,Consolidated Schedule of Investments,"Barley (No.1) Limited Partnership(d)(f) Europe 04/25/2024 648,686 556,727",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_235b3d8291a8677a151f,fund-constant-attributes,fund_master,FUND_0334,FUND_0334,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,cabd7bc78d7f35fa1490,SRC407,2,Consolidated Schedule of Investments,"BC Asia III Private Investors, L.P.(f)(g) Rest of World 06/30/2020 - 2,089,669",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_2f308a9fb046bb880d10,fund-constant-attributes,fund_master,FUND_0335,FUND_0335,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,919362f9da504383a9ca,SRC407,2,Consolidated Schedule of Investments,"BC Europe IV Private Investors, L.P.(f)(g) Europe 06/30/2020 460,422 504,932",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_e808cd486c5ec50ae669,fund-constant-attributes,fund_master,FUND_0336,FUND_0336,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,33885927fcae35132a1c,SRC407,2,Consolidated Schedule of Investments,"BC European Capital IX-8 LP(f) Europe 12/31/2020 1,369,226 578,879",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_bbeb49b25d7942c90450,fund-constant-attributes,fund_master,FUND_0337,FUND_0337,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,5c7b89a7538647fcceef,SRC407,2,Consolidated Schedule of Investments,"BC European Capital X-10 LP(d)(f)(g) Europe 09/03/2025 13,663,869 14,812,796",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_df6dfe7dec433f168c8e,fund-constant-attributes,fund_master,FUND_0338,FUND_0338,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,0de9fa86d385b38fa3d9,SRC407,2,Consolidated Schedule of Investments,"BC European Capital X-2 LP(f)(g) Europe 03/28/2024 12,788,675 11,801,660",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_ca9cffdcdf98129fcd2e,fund-constant-attributes,fund_master,FUND_0339,FUND_0339,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,20c27b24f607cd450083,SRC407,2,Consolidated Schedule of Investments,"BC European Capital X-7 LP(f)(g) Europe 03/28/2024 984,319 904,794",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_8c52c76c9efef3488dd0,fund-constant-attributes,fund_master,FUND_0340,FUND_0340,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,56b7ea4b1309e2b8c69c,SRC407,2,Consolidated Schedule of Investments,"BC Life Sciences Private Investors, L.P.(d)(f) North America 06/30/2020 166,905 865,847",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_5deb280f158cf8244adc,fund-constant-attributes,fund_master,FUND_0341,FUND_0341,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,599036b2130fc6b5473b,SRC407,2,Consolidated Schedule of Investments,"BC Partners XI GD - 2 LP(f)(g) Europe 03/28/2024 12,271,962 15,710,702",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_18c324f651615532f183,fund-constant-attributes,fund_master,FUND_0342,FUND_0342,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,2d7e1d8a422a07e3250f,SRC407,2,Consolidated Schedule of Investments,"BC XI Private Investor, L.P.(d)(f)(g) North America 04/10/2020 818,258 959,355",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_262f9dada7969a3dad4c,fund-constant-attributes,fund_master,FUND_0343,FUND_0343,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,a9738c9826c4a7555358,SRC407,2,Consolidated Schedule of Investments,"BC XII Private Investors, L.P.(f) North America 04/10/2020 1,104,978 3,985,285",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_ab8cc68468fd239184dd,fund-constant-attributes,fund_master,FUND_0344,FUND_0344,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,8f383b46d20bc09ea3ff,SRC407,2,Consolidated Schedule of Investments,"BCP V-S L.P.(d) North America 09/29/2017 47,896 -",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_9de9795604d652d1ade2,fund-constant-attributes,fund_master,FUND_0345,FUND_0345,vintage_year,2010,2010,BASELINE_CONFIRMED,0a2ae0f3fb7eddb30fac,SRC058,1,Real Estate Portfolio,"2010Beacon Capital Strategic Partners VI, LP $100.0 $75.2 $117.1 $0.3 1.56x 16.49%",2010,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_50bed59135bd035b8db8,fund-constant-attributes,fund_master,FUND_0347,FUND_0347,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,b484f7f695b44eff924e,SRC407,2,Consolidated Schedule of Investments,"Berkshire Fund VI, Limited Partnership(d)(f)(g) North America 12/31/2018 4,895,898 707,821",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_158c53a03015fe299389,fund-constant-attributes,fund_master,FUND_0348,FUND_0348,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,1f4660a228feb8226b0e,SRC407,2,Consolidated Schedule of Investments,"Berkshire Fund VII, L.P.(d)(f)(g) North America 12/31/2018 1,177,910 179,841",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_4de346278edfeb70c6bc,fund-constant-attributes,fund_master,FUND_0349,FUND_0349,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,9dbaec26667d6fc262d5,SRC407,2,Consolidated Schedule of Investments,"Berkshire Fund VIII (IND), L.P.(d)(f)(g) North America 09/03/2021 5,911,408 1,179,914",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_0b3ed02aa8923156cf06,fund-constant-attributes,fund_master,FUND_0350,FUND_0350,vintage_year,2021,2021,BASELINE_CONFIRMED,03195c646ef0fab71cc0,SRC060,1,Alternatives Portfolio,2021 BIF IV Co-Investment $50.0 $0.0 $0.0 $0.0 0.00x n.m. n.m.,2021,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_9cd9f8f3d786d960487a,fund-constant-attributes,fund_master,FUND_0351,FUND_0351,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,5e9ac12cecc1b929957d,SRC407,2,Consolidated Schedule of Investments,"Blackstone Capital Partners V L.P.(d)(f) North America 09/29/2017 445,286 5,087",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_9e1d1bda49263bfc57e7,fund-constant-attributes,fund_master,FUND_0352,FUND_0352,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,84e6287bd75304bf5ff1,SRC407,2,Consolidated Schedule of Investments,"Blackstone Capital Partners VII, L.P.(f)(g) North America 03/28/2024 386,545 477,280",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_dac407de089f7d99acc8,fund-constant-attributes,fund_master,FUND_0353,FUND_0353,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,6624096f6a8abb608839,SRC407,2,Consolidated Schedule of Investments,"Blackstone Capital Partners VIII (Lux), SCSp(f)(g) North America 03/28/2024 416,014 524,163",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_81d56413d2ae91e6356b,fund-constant-attributes,fund_master,FUND_0354,FUND_0354,vintage_year,2020,2020,BASELINE_CONFIRMED,226d3998b7e9842a40a0,SRC060,1,Alternatives Portfolio,2020 Blackstone Energy Partners III $200.0 $106.4 $17.1 $131.2 1.39x n.m. n.m.,2020,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_48475f5e085dadde2f14,fund-constant-attributes,fund_master,FUND_0355,FUND_0355,vintage_year,2022,2022,BASELINE_CONFIRMED,61d47cc0d6723e447b2b,SRC060,1,Alternatives Portfolio,2022 Blackstone Energy Partners IV $200.0 $0.0 $0.0 $0.0 0.00x n.m. n.m.,2022,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_0f8fd8a95f31d6241ef2,fund-constant-attributes,fund_master,FUND_0359,FUND_0359,vintage_year,2022,2022,BASELINE_CONFIRMED,112b1eaf161079d629de,SRC058,2,Real Estate Portfolio,2022Blackstone RE Partners X LP $300.0 $90.5 $6.1 $89.4 1.05x 8.36%,2022,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_3751403d631d9a6ee2d8,fund-constant-attributes,fund_master,FUND_0360,FUND_0360,vintage_year,2019,2019,BASELINE_CONFIRMED,095d1e0a9abc01d698b8,SRC058,2,Real Estate Portfolio,2019Blackstone Real Estate Partners IX $300.0 $349.3 $130.4 $306.5 1.25x 9.23%,2019,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_3d47306eafafd73bc1a7,fund-constant-attributes,fund_master,FUND_0361,FUND_0361,strategy,Direct Investments/Co-Investments,Direct Investments/Co-Investments,BASELINE_CONFIRMED,3a916c7dbbca39d1b89e,SRC407,1,Consolidated Schedule of Investments,"Blue Owl GP Stakes Nimbus Cayman (B) LP(f)(g) North America 09/10/2021 $ 3,961,373 $ 7,541,528",Direct Investments/Co-Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_14909c2b855d33bd2b82,fund-constant-attributes,fund_master,FUND_0362,FUND_0362,strategy,Direct Investments/Co-Investments,Direct Investments/Co-Investments,BASELINE_CONFIRMED,767cb70edcc3a82ff9ef,SRC407,1,Consolidated Schedule of Investments,"Blue Owl GP Stakes Nimbus U.S. (A) LLC(g) North America 09/10/2021 4,846,992 3,394,435",Direct Investments/Co-Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_7e5d38a3de600ebe5567,fund-constant-attributes,fund_master,FUND_0363,FUND_0363,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,4c19ce57d8484649647e,SRC407,2,Consolidated Schedule of Investments,"Blue Owl GP Stakes US Investors LP(f)(g) North America 03/31/2022 1,289,685 1,895,515",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_08e4738891de9fb60464,fund-constant-attributes,fund_master,FUND_0364,FUND_0364,strategy,Primary Investments,Primary Investments,BASELINE_CONFIRMED,4cee18081bfe05e1b917,SRC407,1,Consolidated Schedule of Investments,"Blue Owl GP Stakes V Offshore Investors LP(f)(g) North America 09/20/2021 5,775,343 4,238,779",Primary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_d0c3720035863afb27be,fund-constant-attributes,fund_master,FUND_0365,FUND_0365,vintage_year,2020,2020,BASELINE_CONFIRMED,0256295ced1e98c25276,SRC058,2,Real Estate Portfolio,2020Blue Owl Real Estate Capital Fund V $200.0 $214.0 $83.5 $198.5 1.32x 14.44%,2020,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_3a67717c8a7728448108,fund-constant-attributes,fund_master,FUND_0366,FUND_0366,vintage_year,2023,2023,BASELINE_CONFIRMED,2db817bd68f1d71b6663,SRC058,2,Real Estate Portfolio,2023Blue Owl Real Estate Capital Fund VI $200.0 $90.6 $11.0 $81.1 1.02x 3.37%,2023,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_7a21a7fb124df0297ce6,fund-constant-attributes,fund_master,FUND_0367,FUND_0367,strategy,Agriculture,Agriculture,BASELINE_CONFIRMED,0dd9eb31cad52bcd8568,SRC457,10,Investment Detail,"Blue Road Capital, L.P. $30,000,000 $6,299,057 $31,977,389 5.47% 12.12% 8.98% 7.96% N/A 9.86% 9.00% 3/26/2015 1.18 0.62 0.56 1.73",Agriculture,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_af2505769d6d8d19bf20,fund-constant-attributes,fund_master,FUND_0368,FUND_0368,vintage_year,2019,2019,BASELINE_CONFIRMED,389dcb6f38513cf71bba,SRC060,1,Alternatives Portfolio,2019 Bolt Energy LLC $61.1 $60.8 $0.0 $140.9 2.31x 33.9% 43.7%,2019,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_b45cf4c3b40c477033dd,fund-constant-attributes,fund_master,FUND_0369,FUND_0369,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,8c8e15f77befc4f20adf,SRC407,2,Consolidated Schedule of Investments,"Bowmark Capital Partners V, L.P.(d)(g) Europe 06/30/2023 347,940 64,072",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
