observation_id,fund_id,document_id,source_page,source_table,field,printed_value,inherited_value,rule,source_observation_id,source_document_id,source_evidence_page,source_evidence_table,source_evidence_quote,source_printed_value
dc2a64e3be51f64e84ab,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
d0709bd82db7080cbaab,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
51267e4fe711040baba0,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
29db464c5f50da3fa37e,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
c16375074d5069f9d4c3,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
579b4b5eaf1ddfad7bc9,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
d56c205cd2236115db1f,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
b1b04e8d3d0f0f815f71,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
c92ba91f5ac049cf5867,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
a1b79732005076964fe0,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
1d2897460f8af99b3052,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
c8759dfec95e8c6aae6c,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
d6d2152e75fa414622f2,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
e2c215780542b0513a3a,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
53fd8a9a0297b0daefa3,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
b34c6aa60e00a0241d85,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
38dbbf130ccb64045dc0,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
293750a3d761ec2b2c67,FUND_0720,SRC457,9,Investment Detail,vintage_year,,2013,vintage_year_status=unique,0537336b80b25b69df99,SRC058,2,Real Estate Portfolio,2013Lone Star Fund VIII $178.7 $175.4 $185.7 $12.3 1.13x 5.90%,2013
166f459b76a30414d8b9,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
788e8804709618a37e3b,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
95d1e3cc468e4f641f38,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
7a4434e77dc3a32f26f4,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
aee68baa79ffb924d1da,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
0288bfc806cbf7a038f3,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
8d38e14e51136327855a,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
a9bf9548ca9fd0b7f6e2,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
d28347f14b79e8f8ec56,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
75034241d23d67d5fe8d,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
9bdc77246b8ac2bb52d2,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
b30d7c53a40448194a2d,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
9715f43d8a043771e2b2,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
4958ec7b4936710a0c23,FUND_0726,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,0906d285c292a234b3d9,SRC058,1,Real Estate Portfolio,2010Lone Star Real Estate Fund II $200.0 $199.4 $299.1 $0.3 1.5x 26.11%,2010
40d7d79b27ae99469b8d,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
0bfeeaf17c75907a0f2c,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
2d6e13bd151d4df2371a,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
6986883b7433e654417f,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
ca744725427a00e32d43,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
eae4436f46d512944c6a,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
944307f25bd53b3d00c6,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
05b579d6006ee08ac4df,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
4357cb8b483f9651382b,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
490977d69ce0f957d041,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
6959950f608cdd4bd393,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
1fe48146d8b2be1f0cc3,FUND_0730,SRC457,9,Investment Detail,vintage_year,,2016,vintage_year_status=unique,0f6bb855073ad9dc66f2,SRC058,2,Real Estate Portfolio,2016Lone Star Real Estate Fund V $277.9 $91.8 $44.8 $22.2 0.73x -12.38%,2016
504cedf40e7738018cfd,FUND_0839,SRC457,9,Investment Detail,geography,,North America,geography_status=unique,de7984e2bc00b78a475e,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",North America
673a524793332d132f84,FUND_0839,SRC457,9,Investment Detail,geography,,North America,geography_status=unique,de7984e2bc00b78a475e,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",North America
8c0c5e504d4d0d346ca9,FUND_0839,SRC457,9,Investment Detail,geography,,North America,geography_status=unique,de7984e2bc00b78a475e,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",North America
8478ff4e8c9c13bf3b03,FUND_0839,SRC457,9,Investment Detail,geography,,North America,geography_status=unique,de7984e2bc00b78a475e,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",North America
8c4a77d5bacf3d246079,FUND_0839,SRC457,9,Investment Detail,geography,,North America,geography_status=unique,de7984e2bc00b78a475e,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",North America
a2bd9eedbd700c464539,FUND_0839,SRC457,9,Investment Detail,geography,,North America,geography_status=unique,de7984e2bc00b78a475e,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",North America
b1108a00b7c53451ce07,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
f804f5293fbf1ad506f2,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
c5f95db47fde0088d21a,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
076dcf0619049f3b90d8,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
97760775192076674dbb,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
cd0fe7102584cfb0cfce,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
071d63bb58707d029271,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
1cf4db9cb084b75dec7b,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
d1a60a0a0b3a7c1a0b6f,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
d66b7c22569c960d1e1d,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
f97db653342605722f1c,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
53ad10d03091c730a637,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
6d87b72b4d37068422a5,FUND_0868,SRC457,9,Investment Detail,vintage_year,,2012,vintage_year_status=unique,2481034713d68ee70d56,SRC058,2,Real Estate Portfolio,"2012Rockpoint Real Estate Fund IV, L.P. $100.0 $105.6 $136.2 $1.7 1.31x 13.00%",2012
e71953726422f53676ba,FUND_0367,SRC457,11,Management Fees,strategy,,Agriculture,strategy_status=unique,0dd9eb31cad52bcd8568,SRC457,10,Investment Detail,"Blue Road Capital, L.P. $30,000,000 $6,299,057 $31,977,389 5.47% 12.12% 8.98% 7.96% N/A 9.86% 9.00% 3/26/2015 1.18 0.62 0.56 1.73",Agriculture
da3e10c6c6b15024fa2d,FUND_0367,SRC457,11,Management Fees,strategy,,Agriculture,strategy_status=unique,0dd9eb31cad52bcd8568,SRC457,10,Investment Detail,"Blue Road Capital, L.P. $30,000,000 $6,299,057 $31,977,389 5.47% 12.12% 8.98% 7.96% N/A 9.86% 9.00% 3/26/2015 1.18 0.62 0.56 1.73",Agriculture
eb255a0a8879c948ddfe,FUND_0367,SRC457,11,Management Fees,strategy,,Agriculture,strategy_status=unique,0dd9eb31cad52bcd8568,SRC457,10,Investment Detail,"Blue Road Capital, L.P. $30,000,000 $6,299,057 $31,977,389 5.47% 12.12% 8.98% 7.96% N/A 9.86% 9.00% 3/26/2015 1.18 0.62 0.56 1.73",Agriculture
6a33d0d582dec062e2ae,FUND_1027,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,0415872ebbce6a950396,SRC457,10,Investment Detail,"Bluescape Energy Recapitalization and Restructuring Fund III, L.P. $30,000,000 $3,887,382 $30,702,130 10.38% (6.48%) 0.50% N/A N/A 5.06% 7.02% 12/21/2016 1.20 0.90 0.31 1.14",Energy
88b9788f1eee85a20cae,FUND_1027,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,0415872ebbce6a950396,SRC457,10,Investment Detail,"Bluescape Energy Recapitalization and Restructuring Fund III, L.P. $30,000,000 $3,887,382 $30,702,130 10.38% (6.48%) 0.50% N/A N/A 5.06% 7.02% 12/21/2016 1.20 0.90 0.31 1.14",Energy
a8cd4e63a18208f44d12,FUND_1027,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,0415872ebbce6a950396,SRC457,10,Investment Detail,"Bluescape Energy Recapitalization and Restructuring Fund III, L.P. $30,000,000 $3,887,382 $30,702,130 10.38% (6.48%) 0.50% N/A N/A 5.06% 7.02% 12/21/2016 1.20 0.90 0.31 1.14",Energy
23e85ce12798fd4901f1,FUND_1028,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,1c270773c26b192c3b7f,SRC457,10,Investment Detail,"Bluescape Energy Recapitalization and Restructuring Fund IV, L.P. 50,000,000 33,613,161 17,840,439 2.43% 13.34% N/A N/A N/A 14.42% 8.71% 5/8/2019 1.09 0.52 0.57 0.69",Energy
545495e5463e4ac012f6,FUND_1028,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,1c270773c26b192c3b7f,SRC457,10,Investment Detail,"Bluescape Energy Recapitalization and Restructuring Fund IV, L.P. 50,000,000 33,613,161 17,840,439 2.43% 13.34% N/A N/A N/A 14.42% 8.71% 5/8/2019 1.09 0.52 0.57 0.69",Energy
5d061f0c034a3c19fcff,FUND_1028,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,1c270773c26b192c3b7f,SRC457,10,Investment Detail,"Bluescape Energy Recapitalization and Restructuring Fund IV, L.P. 50,000,000 33,613,161 17,840,439 2.43% 13.34% N/A N/A N/A 14.42% 8.71% 5/8/2019 1.09 0.52 0.57 0.69",Energy
37106df5f77d9b84143a,FUND_0371,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,4d1231263407cb5d993c,SRC457,10,Investment Detail,"BP Natural Gas Opportunity Partners II, L.P. 50,000,000 44,575,525 2,350,130 (10.69%) N/A (31.66%) N/A N/A (63.10%) (63.46%) 6/7/2019 0.44 0.43 0.01 0.11",Energy
99dc3963a436413eb748,FUND_0371,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,4d1231263407cb5d993c,SRC457,10,Investment Detail,"BP Natural Gas Opportunity Partners II, L.P. 50,000,000 44,575,525 2,350,130 (10.69%) N/A (31.66%) N/A N/A (63.10%) (63.46%) 6/7/2019 0.44 0.43 0.01 0.11",Energy
2e9bb3cbfae94db451ac,FUND_0371,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,4d1231263407cb5d993c,SRC457,10,Investment Detail,"BP Natural Gas Opportunity Partners II, L.P. 50,000,000 44,575,525 2,350,130 (10.69%) N/A (31.66%) N/A N/A (63.10%) (63.46%) 6/7/2019 0.44 0.43 0.01 0.11",Energy
e484ab81b72ab3b20b72,FUND_0372,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,24948565d50dae531054,SRC457,10,Investment Detail,"BP Natural Gas Opportunity Partners, L.P. 30,000,000 7,460,870 32,375,071 (3.01%) (17.15%) 14.31% 26.05% N/A 26.05% 33.53% 12/7/2015 2.07 1.25 0.82 0.87",Energy
02d41431ffa9226ff425,FUND_0372,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,24948565d50dae531054,SRC457,10,Investment Detail,"BP Natural Gas Opportunity Partners, L.P. 30,000,000 7,460,870 32,375,071 (3.01%) (17.15%) 14.31% 26.05% N/A 26.05% 33.53% 12/7/2015 2.07 1.25 0.82 0.87",Energy
b5e7cbe5b7df92186624,FUND_0372,SRC457,11,Management Fees,strategy,,Energy,strategy_status=unique,24948565d50dae531054,SRC457,10,Investment Detail,"BP Natural Gas Opportunity Partners, L.P. 30,000,000 7,460,870 32,375,071 (3.01%) (17.15%) 14.31% 26.05% N/A 26.05% 33.53% 12/7/2015 2.07 1.25 0.82 0.87",Energy
30e4aafbeded45f8e681,FUND_1029,SRC457,11,Management Fees,strategy,,Timber,strategy_status=unique,0000e965da9d4d8a2220,SRC457,10,Investment Detail,"Brookfield Brazil Timber Fund II, L.P. $10,500,000 $3,009,824 $8,173,154 5.67% 8.77% 4.12% 7.87% 6.37% 6.37% 6.11% 12/6/2013 1.40 0.95 0.44 0.82",Timber
4e7c3b31aca160023efa,FUND_1029,SRC457,11,Management Fees,strategy,,Timber,strategy_status=unique,0000e965da9d4d8a2220,SRC457,10,Investment Detail,"Brookfield Brazil Timber Fund II, L.P. $10,500,000 $3,009,824 $8,173,154 5.67% 8.77% 4.12% 7.87% 6.37% 6.37% 6.11% 12/6/2013 1.40 0.95 0.44 0.82",Timber
3eeaf81232e609ed9b03,FUND_1029,SRC457,11,Management Fees,strategy,,Timber,strategy_status=unique,0000e965da9d4d8a2220,SRC457,10,Investment Detail,"Brookfield Brazil Timber Fund II, L.P. $10,500,000 $3,009,824 $8,173,154 5.67% 8.77% 4.12% 7.87% 6.37% 6.37% 6.11% 12/6/2013 1.40 0.95 0.44 0.82",Timber
1c135c8f4ec457f3d093,FUND_1030,SRC457,11,Management Fees,strategy,,Timber,strategy_status=unique,1fa0eeafca2651cdbd76,SRC457,10,Investment Detail,"Conservation Forestry Capital Fund II, L.P. 25,000,000 - 15,230,906 (3.83%) (2.96%) 2.28% 3.14% 4.08% 4.11% 5.01% 3/9/2009 1.44 0.55 0.88 1.10",Timber
b569ad185815b4efa0aa,FUND_1030,SRC457,11,Management Fees,strategy,,Timber,strategy_status=unique,1fa0eeafca2651cdbd76,SRC457,10,Investment Detail,"Conservation Forestry Capital Fund II, L.P. 25,000,000 - 15,230,906 (3.83%) (2.96%) 2.28% 3.14% 4.08% 4.11% 5.01% 3/9/2009 1.44 0.55 0.88 1.10",Timber
b0742417888c9fc6a016,FUND_1030,SRC457,11,Management Fees,strategy,,Timber,strategy_status=unique,1fa0eeafca2651cdbd76,SRC457,10,Investment Detail,"Conservation Forestry Capital Fund II, L.P. 25,000,000 - 15,230,906 (3.83%) (2.96%) 2.28% 3.14% 4.08% 4.11% 5.01% 3/9/2009 1.44 0.55 0.88 1.10",Timber
3b094e79b37ecc14ce23,FUND_1031,SRC457,11,Management Fees,strategy,,Timber,strategy_status=unique,02ea4b0dcb5c0d4a921a,SRC457,10,Investment Detail,"Conservation Forestry Capital Fund IV, L.P. 20,000,000 - 20,453,418 2.51% 2.76% 1.45% N/A N/A 1.35% 1.37% 9/30/2016 1.05 1.02 0.03 1.00",Timber
40d8bc80eb05278c5d15,FUND_1031,SRC457,11,Management Fees,strategy,,Timber,strategy_status=unique,02ea4b0dcb5c0d4a921a,SRC457,10,Investment Detail,"Conservation Forestry Capital Fund IV, L.P. 20,000,000 - 20,453,418 2.51% 2.76% 1.45% N/A N/A 1.35% 1.37% 9/30/2016 1.05 1.02 0.03 1.00",Timber
c2d161f4114617d089a8,FUND_1031,SRC457,11,Management Fees,strategy,,Timber,strategy_status=unique,02ea4b0dcb5c0d4a921a,SRC457,10,Investment Detail,"Conservation Forestry Capital Fund IV, L.P. 20,000,000 - 20,453,418 2.51% 2.76% 1.45% N/A N/A 1.35% 1.37% 9/30/2016 1.05 1.02 0.03 1.00",Timber
0b79e7c13419e16dd420,FUND_1032,SRC457,11,Management Fees,strategy,,Value Add,strategy_status=unique,06800cf58a62378af7c4,SRC457,9,Investment Detail,"Crow Holdings Realty Partners VI, L.P. $50,000,000 $4,066,502 $15,568,682 0.08% (1.53%) 5.85% 9.42% 8.92% 8.45% 10.31% 9/23/2013 1.42 0.33 1.09 0.95",Value Add
e2a733a6026fe7fef5a1,FUND_1032,SRC457,11,Management Fees,strategy,,Value Add,strategy_status=unique,06800cf58a62378af7c4,SRC457,9,Investment Detail,"Crow Holdings Realty Partners VI, L.P. $50,000,000 $4,066,502 $15,568,682 0.08% (1.53%) 5.85% 9.42% 8.92% 8.45% 10.31% 9/23/2013 1.42 0.33 1.09 0.95",Value Add
cd7cab86e882e4a43063,FUND_1032,SRC457,11,Management Fees,strategy,,Value Add,strategy_status=unique,06800cf58a62378af7c4,SRC457,9,Investment Detail,"Crow Holdings Realty Partners VI, L.P. $50,000,000 $4,066,502 $15,568,682 0.08% (1.53%) 5.85% 9.42% 8.92% 8.45% 10.31% 9/23/2013 1.42 0.33 1.09 0.95",Value Add
6f66add7a64a20e768d5,FUND_0456,SRC457,11,Management Fees,strategy,,Value Add,strategy_status=unique,0292ae48e73ec3744e1f,SRC457,9,Investment Detail,"Crow Retail Fund II, L.P. 30,000,000 8,758,236 21,119,432 0.36% (9.15%) 2.11% N/A N/A 2.11% (0.52%) 3/28/2018 0.99 0.95 0.04 0.74",Value Add
fa3b4434a0e122e17820,FUND_0456,SRC457,11,Management Fees,strategy,,Value Add,strategy_status=unique,0292ae48e73ec3744e1f,SRC457,9,Investment Detail,"Crow Retail Fund II, L.P. 30,000,000 8,758,236 21,119,432 0.36% (9.15%) 2.11% N/A N/A 2.11% (0.52%) 3/28/2018 0.99 0.95 0.04 0.74",Value Add
