level,entity_id,status,primary_reason,additional_reasons,population
fund,FUND_SYNTH_000287,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000288,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000289,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000290,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000291,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000292,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000293,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000294,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000295,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000296,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000297,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000298,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000299,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000300,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000301,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000302,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000303,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000304,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000305,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000306,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000307,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000308,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000309,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000310,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000311,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000312,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000313,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000314,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000315,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000316,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000317,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000318,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000319,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000320,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000321,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000322,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000323,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000324,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000325,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000326,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000327,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000328,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000329,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000330,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000331,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000332,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000333,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000334,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000335,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000336,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000337,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000338,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000339,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000340,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000341,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000342,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000343,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000344,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000345,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000346,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000347,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000348,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000349,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000350,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000351,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000352,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000353,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000354,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000355,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000356,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000357,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000358,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000359,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000360,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000361,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000362,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000363,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000364,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000365,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000366,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000367,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000368,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000369,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000370,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000371,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000372,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000373,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000374,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000375,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000376,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000377,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000378,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000379,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000380,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000381,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000382,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000383,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000384,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000385,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000386,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000387,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000388,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000389,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000390,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000391,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000392,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000393,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000394,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000395,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000396,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000397,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000398,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000399,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000400,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000401,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000402,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000403,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000404,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000405,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000406,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000407,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000408,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000409,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000410,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000411,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000412,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000413,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000414,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000415,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000416,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000417,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000418,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000419,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000420,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000421,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000422,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000423,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000424,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000425,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000426,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000427,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000428,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000429,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000430,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000431,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000432,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000433,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000434,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000435,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000436,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000437,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000438,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000439,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000440,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000441,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000442,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000443,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000444,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000445,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000446,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000447,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000448,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000449,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000450,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000451,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000452,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000453,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000454,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000455,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000456,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000457,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000458,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000459,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000460,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000461,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000462,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000463,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000464,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000465,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000466,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000467,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000468,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000469,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000470,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000471,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000472,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000473,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000474,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000475,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000476,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000477,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000478,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000479,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000480,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000481,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000482,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000483,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000484,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000485,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000486,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000487,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000488,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000489,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000490,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000491,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000492,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000493,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000494,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000495,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000496,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000497,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000498,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000499,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000500,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000501,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000502,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000503,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000504,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000505,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000506,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000507,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000508,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000509,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000510,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000511,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000512,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000513,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000514,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000515,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000516,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000517,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000518,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000519,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000520,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000521,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000522,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000523,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000524,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000525,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000526,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000527,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000528,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000529,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000530,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000531,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000532,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000533,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000534,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000535,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000536,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000537,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000538,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000539,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000540,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000541,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000542,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000543,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000544,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000545,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000546,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000547,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000548,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000549,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000550,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000551,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000552,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000553,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000554,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000555,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000556,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000557,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000558,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000559,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000560,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000561,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000562,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000563,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000564,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000565,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000566,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000567,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000568,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000569,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000570,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000571,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000572,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
