entity_level,entity_id,strategy,sub_strategy,field_name,status,reason,population
fund,FUND_SYNTH_000202,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000202,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000202,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000202,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000203,secondaries,lp_led,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000203,secondaries,lp_led,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000203,secondaries,lp_led,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000203,secondaries,lp_led,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000203,secondaries,lp_led,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000203,secondaries,lp_led,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000203,secondaries,lp_led,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000204,venture,early_stage,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000204,venture,early_stage,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000204,venture,early_stage,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000204,venture,early_stage,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000204,venture,early_stage,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000204,venture,early_stage,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000204,venture,early_stage,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000205,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000205,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000205,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000205,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000205,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000205,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000205,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000206,secondaries,lp_led,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000206,secondaries,lp_led,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000206,secondaries,lp_led,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000206,secondaries,lp_led,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000206,secondaries,lp_led,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000206,secondaries,lp_led,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000206,secondaries,lp_led,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000207,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000207,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000207,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000207,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000207,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000207,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000207,buyout,middle_market,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000208,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000208,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000208,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000208,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000208,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000208,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000208,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000209,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000209,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000209,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000209,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000209,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000209,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000209,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000210,real_estate,value_add,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000210,real_estate,value_add,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000210,real_estate,value_add,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000210,real_estate,value_add,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000210,real_estate,value_add,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000210,real_estate,value_add,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000210,real_estate,value_add,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000211,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000211,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000211,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000211,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000211,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000211,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000211,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000212,real_estate,value_add,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000212,real_estate,value_add,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000212,real_estate,value_add,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000212,real_estate,value_add,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000212,real_estate,value_add,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000212,real_estate,value_add,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000212,real_estate,value_add,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000213,fund_of_funds,diversified,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000213,fund_of_funds,diversified,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000213,fund_of_funds,diversified,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000213,fund_of_funds,diversified,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000213,fund_of_funds,diversified,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000213,fund_of_funds,diversified,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000213,fund_of_funds,diversified,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000214,growth,growth_equity,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000214,growth,growth_equity,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000214,growth,growth_equity,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000214,growth,growth_equity,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000214,growth,growth_equity,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000214,growth,growth_equity,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000214,growth,growth_equity,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000215,infrastructure,core_plus,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000215,infrastructure,core_plus,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000215,infrastructure,core_plus,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000215,infrastructure,core_plus,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000215,infrastructure,core_plus,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000215,infrastructure,core_plus,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000215,infrastructure,core_plus,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000216,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000216,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000216,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000216,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000216,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000216,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000216,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000217,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000217,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000217,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000217,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000217,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000217,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000217,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000218,real_estate,value_add,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000218,real_estate,value_add,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000218,real_estate,value_add,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000218,real_estate,value_add,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000218,real_estate,value_add,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000218,real_estate,value_add,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000218,real_estate,value_add,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000219,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000219,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000219,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000219,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000219,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000219,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000219,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000220,fund_of_funds,diversified,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000220,fund_of_funds,diversified,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000220,fund_of_funds,diversified,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000220,fund_of_funds,diversified,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000220,fund_of_funds,diversified,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000220,fund_of_funds,diversified,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000220,fund_of_funds,diversified,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000221,secondaries,lp_led,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000221,secondaries,lp_led,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000221,secondaries,lp_led,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000221,secondaries,lp_led,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000221,secondaries,lp_led,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000221,secondaries,lp_led,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000221,secondaries,lp_led,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000222,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000222,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000222,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000222,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000222,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000222,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000222,buyout,middle_market,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000223,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000223,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000223,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000223,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000223,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000223,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000223,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000224,venture,early_stage,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000224,venture,early_stage,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000224,venture,early_stage,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000224,venture,early_stage,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000224,venture,early_stage,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000224,venture,early_stage,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000224,venture,early_stage,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000225,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000225,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000225,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000225,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000225,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000225,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000225,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000226,buyout,middle_market,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000226,buyout,middle_market,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000226,buyout,middle_market,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000226,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000226,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000226,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000226,buyout,middle_market,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000227,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000227,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000227,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000227,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000227,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000227,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000227,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000228,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000228,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000228,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000228,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000228,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000228,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000228,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000229,growth,growth_equity,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000229,growth,growth_equity,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000229,growth,growth_equity,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000229,growth,growth_equity,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000229,growth,growth_equity,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000229,growth,growth_equity,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000229,growth,growth_equity,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000230,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000230,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000230,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000230,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000230,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000230,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000230,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000231,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000231,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000231,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000231,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000231,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000231,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000231,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000232,infrastructure,core_plus,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000232,infrastructure,core_plus,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000232,infrastructure,core_plus,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000232,infrastructure,core_plus,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000232,infrastructure,core_plus,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000232,infrastructure,core_plus,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000232,infrastructure,core_plus,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000233,venture,early_stage,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000233,venture,early_stage,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000233,venture,early_stage,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000233,venture,early_stage,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000233,venture,early_stage,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000233,venture,early_stage,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000233,venture,early_stage,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000234,venture,early_stage,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000234,venture,early_stage,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000234,venture,early_stage,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000234,venture,early_stage,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000234,venture,early_stage,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000234,venture,early_stage,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000234,venture,early_stage,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000235,fund_of_funds,diversified,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000235,fund_of_funds,diversified,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000235,fund_of_funds,diversified,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000235,fund_of_funds,diversified,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000235,fund_of_funds,diversified,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000235,fund_of_funds,diversified,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000235,fund_of_funds,diversified,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000236,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000236,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000236,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000236,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
