manager_observation_id,manager_id,file_id,metric_id,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,cashflow_date,effective_date,due_date,maturity_date,value_raw,value_numeric,value_text,currency,unit,perspective,measure_basis,provenance_type,source_page,source_anchor,extractor_version,formula_id,synthetic_parameter_set_id,imputation_method,confidence,record_status
MOBS_MANAGER_SYNTH_00024_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00024,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00025_MGR_AUM,MANAGER_SYNTH_00025,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2016.24,2016.24,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00025_MGR_FUND_COUNT,MANAGER_SYNTH_00025,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00025_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00025,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00026_MGR_AUM,MANAGER_SYNTH_00026,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2819.60,2819.60,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00026_MGR_FUND_COUNT,MANAGER_SYNTH_00026,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00026_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00026,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00027_MGR_AUM,MANAGER_SYNTH_00027,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,992.11,992.11,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00027_MGR_FUND_COUNT,MANAGER_SYNTH_00027,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00027_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00027,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00028_MGR_AUM,MANAGER_SYNTH_00028,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,3095.21,3095.21,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00028_MGR_FUND_COUNT,MANAGER_SYNTH_00028,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00028_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00028,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00029_MGR_AUM,MANAGER_SYNTH_00029,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,1334.15,1334.15,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00029_MGR_FUND_COUNT,MANAGER_SYNTH_00029,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00029_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00029,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00030_MGR_AUM,MANAGER_SYNTH_00030,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2540.51,2540.51,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00030_MGR_FUND_COUNT,MANAGER_SYNTH_00030,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00030_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00030,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00031_MGR_AUM,MANAGER_SYNTH_00031,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,3749.37,3749.37,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00031_MGR_FUND_COUNT,MANAGER_SYNTH_00031,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00031_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00031,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00032_MGR_AUM,MANAGER_SYNTH_00032,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,3213.52,3213.52,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00032_MGR_FUND_COUNT,MANAGER_SYNTH_00032,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00032_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00032,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00033_MGR_AUM,MANAGER_SYNTH_00033,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2297.93,2297.93,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00033_MGR_FUND_COUNT,MANAGER_SYNTH_00033,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00033_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00033,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00034_MGR_AUM,MANAGER_SYNTH_00034,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,3286.82,3286.82,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00034_MGR_FUND_COUNT,MANAGER_SYNTH_00034,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00034_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00034,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00035_MGR_AUM,MANAGER_SYNTH_00035,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2289.82,2289.82,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00035_MGR_FUND_COUNT,MANAGER_SYNTH_00035,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00035_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00035,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00036_MGR_AUM,MANAGER_SYNTH_00036,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2572.30,2572.30,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00036_MGR_FUND_COUNT,MANAGER_SYNTH_00036,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00036_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00036,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00037_MGR_AUM,MANAGER_SYNTH_00037,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,3162.19,3162.19,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00037_MGR_FUND_COUNT,MANAGER_SYNTH_00037,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00037_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00037,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00038_MGR_AUM,MANAGER_SYNTH_00038,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,1637.66,1637.66,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00038_MGR_FUND_COUNT,MANAGER_SYNTH_00038,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00038_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00038,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00039_MGR_AUM,MANAGER_SYNTH_00039,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2930.68,2930.68,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00039_MGR_FUND_COUNT,MANAGER_SYNTH_00039,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00039_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00039,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00040_MGR_AUM,MANAGER_SYNTH_00040,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,3475.09,3475.09,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00040_MGR_FUND_COUNT,MANAGER_SYNTH_00040,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00040_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00040,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00041_MGR_AUM,MANAGER_SYNTH_00041,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2798.58,2798.58,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00041_MGR_FUND_COUNT,MANAGER_SYNTH_00041,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00041_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00041,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00042_MGR_AUM,MANAGER_SYNTH_00042,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2711.54,2711.54,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00042_MGR_FUND_COUNT,MANAGER_SYNTH_00042,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00042_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00042,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00043_MGR_AUM,MANAGER_SYNTH_00043,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2442.03,2442.03,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00043_MGR_FUND_COUNT,MANAGER_SYNTH_00043,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00043_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00043,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00044_MGR_AUM,MANAGER_SYNTH_00044,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,2355.24,2355.24,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00044_MGR_FUND_COUNT,MANAGER_SYNTH_00044,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00044_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00044,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00045_MGR_AUM,MANAGER_SYNTH_00045,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,1899.41,1899.41,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00045_MGR_FUND_COUNT,MANAGER_SYNTH_00045,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00045_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00045,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00046_MGR_AUM,MANAGER_SYNTH_00046,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,3624.20,3624.20,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00046_MGR_FUND_COUNT,MANAGER_SYNTH_00046,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00046_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00046,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00047_MGR_AUM,MANAGER_SYNTH_00047,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,3481.22,3481.22,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00047_MGR_FUND_COUNT,MANAGER_SYNTH_00047,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00047_MGR_OPERATIONAL_CONTROL,MANAGER_SYNTH_00047,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.operational_control,static_no_date,,unknown,,,,,,,,,institutional_controls_documented,,institutional_controls_documented,,text,manager_total,static,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00048_MGR_AUM,MANAGER_SYNTH_00048,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.aum,as_of,2026-06-30,day,2026-06-30,,,,,,,,3273.67,3273.67,,USD,currency,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
MOBS_MANAGER_SYNTH_00048_MGR_FUND_COUNT,MANAGER_SYNTH_00048,SYNTH_PARAMETER_SET_SYNTH_ASSUMED_DEMO_V1,mgr.fund_count,as_of,2026-06-30,day,2026-06-30,,,,,,,,4,4,,,count,manager_total,point_in_time,SYNTHETIC,,,,,SYNTH_ASSUMED_DEMO_V1,,1.000000,ACTIVE
