fund_term_clause_id,fund_id,lp_id,lp_name,share_class_name,perspective,term_scope,overrides_fund_term_id,effective_date,effective_end_date,source_document_id,metric_id,clause_title,value_raw,value_text,currency,provenance_type,source_page,source_anchor,extractor_version,synthetic_parameter_set_id,record_status
FTC_FUND_SYNTH_000183_RISK_02,FUND_SYNTH_000183,,,,fund_total,base_fund,,2014-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000183_SPEC_01,FUND_SYNTH_000183,,,,fund_total,base_fund,,2014-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000183_SPEC_02,FUND_SYNTH_000183,,,,fund_total,base_fund,,2014-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000184_LP_SYNTH_000184_01_SPECIAL_01,FUND_SYNTH_000184,LP_SYNTH_000184_01,Synthetic Institutional LP 0184-01,,lp_position,lp_override,FT_FUND_SYNTH_000184_V1,2019-12-31,,,terms.special_term,Synthetic fee discount,The LP receives a 25 basis point management-fee discount.,The LP receives a 25 basis point management-fee discount.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000184_LP_SYNTH_000184_02_SPECIAL_01,FUND_SYNTH_000184,LP_SYNTH_000184_02,Synthetic Institutional LP 0184-02,,lp_position,lp_override,FT_FUND_SYNTH_000184_V1,2019-12-31,,,terms.special_term,Synthetic fee discount,The LP receives a 50 basis point management-fee discount.,The LP receives a 50 basis point management-fee discount.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000184_RISK_01,FUND_SYNTH_000184,,,,fund_total,base_fund,,2019-12-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000184_RISK_02,FUND_SYNTH_000184,,,,fund_total,base_fund,,2019-12-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000184_SPEC_01,FUND_SYNTH_000184,,,,fund_total,base_fund,,2019-12-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000184_SPEC_02,FUND_SYNTH_000184,,,,fund_total,base_fund,,2019-12-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000185_RISK_01,FUND_SYNTH_000185,,,,fund_total,base_fund,,2014-06-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000185_RISK_02,FUND_SYNTH_000185,,,,fund_total,base_fund,,2014-06-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000185_SPEC_01,FUND_SYNTH_000185,,,,fund_total,base_fund,,2014-06-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000185_SPEC_02,FUND_SYNTH_000185,,,,fund_total,base_fund,,2014-06-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000186_RISK_01,FUND_SYNTH_000186,,,,fund_total,base_fund,,2012-03-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000186_RISK_02,FUND_SYNTH_000186,,,,fund_total,base_fund,,2012-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000186_SPEC_01,FUND_SYNTH_000186,,,,fund_total,base_fund,,2012-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000186_SPEC_02,FUND_SYNTH_000186,,,,fund_total,base_fund,,2012-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000187_RISK_01,FUND_SYNTH_000187,,,,fund_total,base_fund,,2014-12-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000187_RISK_02,FUND_SYNTH_000187,,,,fund_total,base_fund,,2014-12-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000187_SPEC_01,FUND_SYNTH_000187,,,,fund_total,base_fund,,2014-12-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000187_SPEC_02,FUND_SYNTH_000187,,,,fund_total,base_fund,,2014-12-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000188_RISK_01,FUND_SYNTH_000188,,,,fund_total,base_fund,,2015-06-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000188_RISK_02,FUND_SYNTH_000188,,,,fund_total,base_fund,,2015-06-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000188_SPEC_01,FUND_SYNTH_000188,,,,fund_total,base_fund,,2015-06-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000188_SPEC_02,FUND_SYNTH_000188,,,,fund_total,base_fund,,2015-06-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000189_RISK_01,FUND_SYNTH_000189,,,,fund_total,base_fund,,2017-06-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000189_RISK_02,FUND_SYNTH_000189,,,,fund_total,base_fund,,2017-06-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000189_SPEC_01,FUND_SYNTH_000189,,,,fund_total,base_fund,,2017-06-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000189_SPEC_02,FUND_SYNTH_000189,,,,fund_total,base_fund,,2017-06-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000190_RISK_01,FUND_SYNTH_000190,,,,fund_total,base_fund,,2012-12-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000190_RISK_02,FUND_SYNTH_000190,,,,fund_total,base_fund,,2012-12-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000190_SPEC_01,FUND_SYNTH_000190,,,,fund_total,base_fund,,2012-12-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000190_SPEC_02,FUND_SYNTH_000190,,,,fund_total,base_fund,,2012-12-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000191_RISK_01,FUND_SYNTH_000191,,,,fund_total,base_fund,,2015-12-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000191_RISK_02,FUND_SYNTH_000191,,,,fund_total,base_fund,,2015-12-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000191_SPEC_01,FUND_SYNTH_000191,,,,fund_total,base_fund,,2015-12-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000191_SPEC_02,FUND_SYNTH_000191,,,,fund_total,base_fund,,2015-12-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000192_LP_SYNTH_000192_01_SPECIAL_01,FUND_SYNTH_000192,LP_SYNTH_000192_01,Synthetic Institutional LP 0192-01,,lp_position,lp_override,FT_FUND_SYNTH_000192_V1,2019-09-30,,,terms.special_term,Synthetic fee discount,The LP receives a 25 basis point management-fee discount.,The LP receives a 25 basis point management-fee discount.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000192_LP_SYNTH_000192_02_SPECIAL_01,FUND_SYNTH_000192,LP_SYNTH_000192_02,Synthetic Institutional LP 0192-02,,lp_position,lp_override,FT_FUND_SYNTH_000192_V1,2019-09-30,,,terms.special_term,Synthetic fee discount,The LP receives a 50 basis point management-fee discount.,The LP receives a 50 basis point management-fee discount.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000192_RISK_01,FUND_SYNTH_000192,,,,fund_total,base_fund,,2019-09-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000192_RISK_02,FUND_SYNTH_000192,,,,fund_total,base_fund,,2019-09-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000192_SPEC_01,FUND_SYNTH_000192,,,,fund_total,base_fund,,2019-09-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000192_SPEC_02,FUND_SYNTH_000192,,,,fund_total,base_fund,,2019-09-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000193_RISK_01,FUND_SYNTH_000193,,,,fund_total,base_fund,,2022-09-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000193_RISK_02,FUND_SYNTH_000193,,,,fund_total,base_fund,,2022-09-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000193_SPEC_01,FUND_SYNTH_000193,,,,fund_total,base_fund,,2022-09-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000193_SPEC_02,FUND_SYNTH_000193,,,,fund_total,base_fund,,2022-09-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000194_RISK_01,FUND_SYNTH_000194,,,,fund_total,base_fund,,2014-03-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000194_RISK_02,FUND_SYNTH_000194,,,,fund_total,base_fund,,2014-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000194_SPEC_01,FUND_SYNTH_000194,,,,fund_total,base_fund,,2014-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000194_SPEC_02,FUND_SYNTH_000194,,,,fund_total,base_fund,,2014-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000195_RISK_01,FUND_SYNTH_000195,,,,fund_total,base_fund,,2014-09-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000195_RISK_02,FUND_SYNTH_000195,,,,fund_total,base_fund,,2014-09-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000195_SPEC_01,FUND_SYNTH_000195,,,,fund_total,base_fund,,2014-09-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000195_SPEC_02,FUND_SYNTH_000195,,,,fund_total,base_fund,,2014-09-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000196_RISK_01,FUND_SYNTH_000196,,,,fund_total,base_fund,,2019-03-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000196_RISK_02,FUND_SYNTH_000196,,,,fund_total,base_fund,,2019-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000196_SPEC_01,FUND_SYNTH_000196,,,,fund_total,base_fund,,2019-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000196_SPEC_02,FUND_SYNTH_000196,,,,fund_total,base_fund,,2019-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000197_RISK_01,FUND_SYNTH_000197,,,,fund_total,base_fund,,2012-12-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000197_RISK_02,FUND_SYNTH_000197,,,,fund_total,base_fund,,2012-12-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000197_SPEC_01,FUND_SYNTH_000197,,,,fund_total,base_fund,,2012-12-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000197_SPEC_02,FUND_SYNTH_000197,,,,fund_total,base_fund,,2012-12-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000198_RISK_01,FUND_SYNTH_000198,,,,fund_total,base_fund,,2021-03-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000198_RISK_02,FUND_SYNTH_000198,,,,fund_total,base_fund,,2021-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000198_SPEC_01,FUND_SYNTH_000198,,,,fund_total,base_fund,,2021-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000198_SPEC_02,FUND_SYNTH_000198,,,,fund_total,base_fund,,2021-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000199_RISK_01,FUND_SYNTH_000199,,,,fund_total,base_fund,,2012-09-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000199_RISK_02,FUND_SYNTH_000199,,,,fund_total,base_fund,,2012-09-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000199_SPEC_01,FUND_SYNTH_000199,,,,fund_total,base_fund,,2012-09-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000199_SPEC_02,FUND_SYNTH_000199,,,,fund_total,base_fund,,2012-09-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000200_LP_SYNTH_000200_01_SPECIAL_01,FUND_SYNTH_000200,LP_SYNTH_000200_01,Synthetic Institutional LP 0200-01,,lp_position,lp_override,FT_FUND_SYNTH_000200_V1,2013-12-31,,,terms.special_term,Synthetic fee discount,The LP receives a 25 basis point management-fee discount.,The LP receives a 25 basis point management-fee discount.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000200_LP_SYNTH_000200_02_SPECIAL_01,FUND_SYNTH_000200,LP_SYNTH_000200_02,Synthetic Institutional LP 0200-02,,lp_position,lp_override,FT_FUND_SYNTH_000200_V1,2013-12-31,,,terms.special_term,Synthetic fee discount,The LP receives a 50 basis point management-fee discount.,The LP receives a 50 basis point management-fee discount.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000200_RISK_01,FUND_SYNTH_000200,,,,fund_total,base_fund,,2013-12-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000200_RISK_02,FUND_SYNTH_000200,,,,fund_total,base_fund,,2013-12-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000200_SPEC_01,FUND_SYNTH_000200,,,,fund_total,base_fund,,2013-12-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000200_SPEC_02,FUND_SYNTH_000200,,,,fund_total,base_fund,,2013-12-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000201_RISK_01,FUND_SYNTH_000201,,,,fund_total,base_fund,,2013-09-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000201_RISK_02,FUND_SYNTH_000201,,,,fund_total,base_fund,,2013-09-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000201_SPEC_01,FUND_SYNTH_000201,,,,fund_total,base_fund,,2013-09-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000201_SPEC_02,FUND_SYNTH_000201,,,,fund_total,base_fund,,2013-09-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
