wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,beginning_capital,ending_capital,cash,total_assets,total_liabilities,net_assets,partners_capital,net_investment_income,investment_fair_value,investment_cost,fund_expense,interest_expense,realized_gain_loss,unrealized_gain_loss,commitment,paid_in_capital,contribution,distribution,unfunded_commitment,management_fee,observation_ids,observation_count,unparsed_values,scale_note,collision_note
51d430529f7d1974ee00,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,"Deficit, beginning of year",1,,reporting_entity,2d869b075fe9ad085a6c,PLAN_0015,"Deficit, beginning of year","Deficit, beginning of year",,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,CAD,absolute,1,-28856303,,,,,,,,,,,,,,,,,,,,1b799186cbe32ac7a6b7,1,,,
7c6a86e17bd059ff7db1,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,"Deficit, end of year",1,,reporting_entity,39135fdef54ed0916cb4,PLAN_0016,"Deficit, end of year","Deficit, end of year",,,,,,2015,2015,2015-12-31,,2015-12-31,USD,absolute,1,,28856303,,,,,,,,,,,,,,,,,,,75586089f40c46615695,1,,,
e42532d38e5a2018d59c,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,"Deficit, end of year",1,,reporting_entity,39135fdef54ed0916cb4,PLAN_0016,"Deficit, end of year","Deficit, end of year",,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,USD,absolute,1,,28866109,,,,,,,,,,,,,,,,,,,df63c9cee182e08fe601,1,,,
a612ab5612b0e92c22bc,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,Legal fees,1,,reporting_entity,65b21b844a8624435527,PLAN_0028,Legal fees,Legal fees,,,,,,2015,2015,2015-12-31,,2015-12-31,CAD,absolute,1,,,,,,,,,,,6492,,,,,,,,,,b5ebd303df8a50476ddd,1,,,
615ab973abc3ee212d65,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,Legal fees,1,,reporting_entity,65b21b844a8624435527,PLAN_0028,Legal fees,Legal fees,,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,CAD,absolute,1,,,,,,,,,,,1334,,,,,,,,,,f31fcdea178c6ab64a9e,1,,,
e6dfea37d470cd16be84,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,Loss before the undernoted,1,,reporting_entity,e20c3bf3360ba1abc3a7,PLAN_0029,Loss before the undernoted,Loss before the undernoted,,,,,,2015,2015,2015-12-31,,2015-12-31,CAD,absolute,1,,,,,,,,-12791,,,,,,,,,,,,,f907c5bc626a6d4062fe,1,,,
862d9f44afe672c0f305,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,Loss before the undernoted,1,,reporting_entity,e20c3bf3360ba1abc3a7,PLAN_0029,Loss before the undernoted,Loss before the undernoted,,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,CAD,absolute,1,,,,,,,,-9806,,,,,,,,,,,,,941d98178801d84feeda,1,,,
6d2bacb995307a3f0e02,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,Office and administrative,1,,reporting_entity,9334df7ae01a6c448db0,PLAN_0036,Office and administrative,Office and administrative,,,,,,2015,2015,2015-12-31,,2015-12-31,CAD,absolute,1,,,,,,,,,,,1109,,,,,,,,,,902fdbd1dbda1b3ce31b,1,,,
b413196dd0faf12fc82a,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,Office and administrative,1,,reporting_entity,9334df7ae01a6c448db0,PLAN_0036,Office and administrative,Office and administrative,,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,CAD,absolute,1,,,,,,,,,,,2472,,,,,,,,,,46bdeb24f5ecc7133642,1,,,
f975ff19506ec0189cc7,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,Professional fees,1,,reporting_entity,e501a460f860939eae8e,PLAN_0041,Professional fees,Professional fees,,,,,,2015,2015,2015-12-31,,2015-12-31,CAD,absolute,1,,,,,,,,,,,5190,,,,,,,,,,482cb5ea66729e307fe8,1,,,
49c774f4b84a874c784d,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,Professional fees,1,,reporting_entity,e501a460f860939eae8e,PLAN_0041,Professional fees,Professional fees,,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,CAD,absolute,1,,,,,,,,,,,6000,,,,,,,,,,2a0c1ff06ea384d26d0f,1,,,
dcace8be3065b251d43c,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,Realized gain (loss) on investments,1,,reporting_entity,6b7cd02f3f315b21d611,PLAN_0042,Realized gain (loss) on investments,Realized gain (loss) on investments,,,,,,2015,2015,2015-12-31,,2015-12-31,CAD,absolute,1,,,,,,,,,,,,,-406700,,,,,,,,0dacc623b9d78b145e8b,1,,,
aa97d72ff74a0756efa5,SRC102,01-financials,Financials,db32a7e36683c7f0ba12,3,Statement of Operations and Deficit,Statement of Operations and Deficit,Realized gain (loss) on investments,1,,reporting_entity,6b7cd02f3f315b21d611,PLAN_0042,Realized gain (loss) on investments,Realized gain (loss) on investments,,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,CAD,absolute,1,,,,,,,,,,,,,-8817861,,,,,,,,420ad2468224583e1d17,1,,,
7b7e57b94f3aa28c8a92,SRC102,01-financials,Financials,acd2b41f29f1ed0fcbc1,4,Statement of Cash Flows,Statement of Cash Flows,"Cash, beginning of year",1,,reporting_entity,868d14b88bcb631d90d2,PLAN_0007,"Cash, beginning of year","Cash, beginning of year",,,,,,2015,2015,2015-12-31,,2015-12-31,CAD,absolute,1,,,54477,,,,,,,,,,,,,,,,,,8f993df3d61374adc08c,1,,,
251baa056fae1b20cf8f,SRC102,01-financials,Financials,acd2b41f29f1ed0fcbc1,4,Statement of Cash Flows,Statement of Cash Flows,"Cash, beginning of year",1,,reporting_entity,868d14b88bcb631d90d2,PLAN_0007,"Cash, beginning of year","Cash, beginning of year",,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,CAD,absolute,1,,,48231,,,,,,,,,,,,,,,,,,47a8908f6f8f01d3e409,1,,,
7af226530ba6aeb1f17b,SRC102,01-financials,Financials,acd2b41f29f1ed0fcbc1,4,Statement of Cash Flows,Statement of Cash Flows,"Cash, end of period",1,,reporting_entity,6c5edfd74c87ac8e7b7e,PLAN_0008,"Cash, end of period","Cash, end of period",,,,,,2015,2015,2015-12-31,,2015-12-31,USD,absolute,1,,,48231,,,,,,,,,,,,,,,,,,b3987d6c6d250e6522bf,1,,,
5d40273d07cc526b6ef4,SRC102,01-financials,Financials,acd2b41f29f1ed0fcbc1,4,Statement of Cash Flows,Statement of Cash Flows,Change in unrealized loss (gain) in fair value of investments,1,,reporting_entity,413afb916ab6f27c1613,PLAN_0011,Change in unrealized loss (gain) in fair value of investments,Change in unrealized loss (gain) in fair value of investments,,,,,,2015,2015,2015-12-31,,2015-12-31,CAD,absolute,1,,,,,,,,,,,,,,-406700,,,,,,,95f3a3303230788ddc53,1,,,
c1bb856e315486a84200,SRC102,01-financials,Financials,acd2b41f29f1ed0fcbc1,4,Statement of Cash Flows,Statement of Cash Flows,Change in unrealized loss (gain) in fair value of investments,1,,reporting_entity,413afb916ab6f27c1613,PLAN_0011,Change in unrealized loss (gain) in fair value of investments,Change in unrealized loss (gain) in fair value of investments,,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,CAD,absolute,1,,,,,,,,,,,,,,-8817861,,,,,,,4fbeb3b26ba9f42a1c63,1,,,
bd5b2c58796ac270da5f,SRC102,01-financials,Financials,acd2b41f29f1ed0fcbc1,4,Statement of Cash Flows,Statement of Cash Flows,Distribution,1,,reporting_entity,4f919194e001567464bb,PLAN_0019,Distribution,Distribution,,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,CAD,absolute,1,,,,,,,,,,,,,,,,,,-25517,,,2410a5e162af6d2b1b48,1,,,
a009a78020484d30b185,SRC102,01-financials,Financials,acd2b41f29f1ed0fcbc1,4,Statement of Cash Flows,Statement of Cash Flows,Realized loss (gain) on investments,1,,reporting_entity,9fe40f515bf4c9d7a042,PLAN_0043,Realized loss (gain) on investments,Realized loss (gain) on investments,,,,,,2015,2015,2015-12-31,,2015-12-31,CAD,absolute,1,,,,,,,,,,,,,406700,,,,,,,,7848ef221bbc0cc418b3,1,,,
b332943c2d8ea222dd62,SRC102,01-financials,Financials,acd2b41f29f1ed0fcbc1,4,Statement of Cash Flows,Statement of Cash Flows,Realized loss (gain) on investments,1,,reporting_entity,9fe40f515bf4c9d7a042,PLAN_0043,Realized loss (gain) on investments,Realized loss (gain) on investments,,,,,,2016,"December 20, 2016",2016-12-20,,2016-12-20,CAD,absolute,1,,,,,,,,,,,,,8817861,,,,,,,,ced1db80253ae7843dff,1,,,
b1794b49e91f44dc7ba5,SRC152,01-financials,Financials,8376037b83d0dcd2db8e,1,Notes to Financial Statements (continued),i. Fair Value Levels,Other domestic short-term investments,1,,asset_class,bafba9cdbf8f68068fab,,Other domestic short-term investments,,,,,,,,"June 30, 2016",2016-06-30,,,USD,absolute,1,,,,,,,,,64943000,,,,,,,,,,,,b1586d4c256ad8c20c95,1,,,
62dd34e6c9493354b34f,SRC152,01-financials,Financials,8376037b83d0dcd2db8e,1,Notes to Financial Statements (continued),i. Fair Value Levels,Other domestic short-term investments,1,,asset_class,bafba9cdbf8f68068fab,,Other domestic short-term investments,,,,,,,,"June 30, 2017",2017-06-30,,,USD,absolute,1,,,,,,,,,20660000,,,,,,,,,,,,2746b5c89c45736a3d30,1,,,
21d9ae0de4349046931b,SRC152,01-financials,Financials,8376037b83d0dcd2db8e,1,Notes to Financial Statements (continued),i. Fair Value Levels,Other domestic short-term investments,2,,asset_class,bafba9cdbf8f68068fab,,Other domestic short-term investments,,,,,,,,"June 30, 2016",2016-06-30,,,USD,absolute,1,,,,,,,,,104205000,,,,,,,,,,,,4d45bb668db843545e73,1,,,
409ef82521fb4399e82c,SRC152,01-financials,Financials,8376037b83d0dcd2db8e,1,Notes to Financial Statements (continued),i. Fair Value Levels,Other domestic short-term investments,2,,asset_class,bafba9cdbf8f68068fab,,Other domestic short-term investments,,,,,,,,"June 30, 2017",2017-06-30,,,USD,absolute,1,,,,,,,,,129996000,,,,,,,,,,,,a5304d47bf2ef2623693,1,,,
cfd61d1dfd463e7a218a,SRC152,01-financials,Financials,8376037b83d0dcd2db8e,1,Notes to Financial Statements (continued),i. Fair Value Levels,PSERS Short-Term Investment Fund,1,,fund,f1e0843451010928dc2d,FUND_0832,PSERS Short-Term Investment Fund,PSERS Short-Term Investment Fund,,,,,,,"June 30, 2016",2016-06-30,,,USD,absolute,1,,,,,,,,,23944000,,,,,,,,,,,,4f8079377a1c2def08b4,1,,,
d4b8abdf92733edc6713,SRC152,01-financials,Financials,8376037b83d0dcd2db8e,1,Notes to Financial Statements (continued),i. Fair Value Levels,PSERS Short-Term Investment Fund,1,,fund,f1e0843451010928dc2d,FUND_0832,PSERS Short-Term Investment Fund,PSERS Short-Term Investment Fund,,,,,,,"June 30, 2017",2017-06-30,,,USD,absolute,1,,,,,,,,,62257000,,,,,,,,,,,,a7de1c1a813d190b5b2c,1,,,
fbed524f1ecc2d131fcc,SRC152,01-financials,Financials,8376037b83d0dcd2db8e,1,Notes to Financial Statements (continued),i. Fair Value Levels,PSERS Short-Term Investment Fund,2,,fund,f1e0843451010928dc2d,FUND_0832,PSERS Short-Term Investment Fund,PSERS Short-Term Investment Fund,,,,,,,"June 30, 2016",2016-06-30,,,USD,absolute,1,,,,,,,,,89125000,,,,,,,,,,,,c35dfcdbc30ee6ceeece,1,,,
0e89d3ae5aa0cf89c03f,SRC152,01-financials,Financials,8376037b83d0dcd2db8e,1,Notes to Financial Statements (continued),i. Fair Value Levels,PSERS Short-Term Investment Fund,2,,fund,f1e0843451010928dc2d,FUND_0832,PSERS Short-Term Investment Fund,PSERS Short-Term Investment Fund,,,,,,,"June 30, 2017",2017-06-30,,,USD,absolute,1,,,,,,,,,89755000,,,,,,,,,,,,594df31b7104caa7303e,1,,,
ff2bd17d308dd0bba35c,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Collective trust funds,1,,asset_class,c997a4b778b99776e0fb,,Collective trust funds,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,12816147,,,,,,,,,,,,7c9eea13d1000ea7cca7,1,,,
1ff769120306c2ee8400,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Directly-owned real estate,1,2017,asset_class,6c3c0ac2e39ca91ca04f,,Directly-owned real estate,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,367078,,,,,,,,,,,,94eb7114d2eb6c9bbea8,1,,,
d074dbcb2bacde5c5f91,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Directly-owned real estate,1,Level 1,asset_class,6c3c0ac2e39ca91ca04f,,Directly-owned real estate,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,-132000,,,,,,,,,,,,57890787157afe227911,1,,,
a84df91b72ce1a9166f9,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Directly-owned real estate,1,Level 3,asset_class,6c3c0ac2e39ca91ca04f,,Directly-owned real estate,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,499078,,,,,,,,,,,,73333b16d1f414b5d5b1,1,,,
7398fa0bc713c00d20d1,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Domestic asset-backed and mortgage-backed securities,1,2017,asset_class,8f90d3bec9249c330168,,Domestic asset-backed and mortgage-backed securities,,,Fixed income,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,1589887,,,,,,,,,,,,1e9a1fd6f81c52b1606b,1,,,
59c501f0868f02cd1873,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Domestic asset-backed and mortgage-backed securities,1,Level 2,asset_class,8f90d3bec9249c330168,,Domestic asset-backed and mortgage-backed securities,,,Fixed income,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,1585156,,,,,,,,,,,,a535d9e990aa0dfbf697,1,,,
21237ebbf69b2bfa4fda,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Domestic asset-backed and mortgage-backed securities,1,Level 3,asset_class,8f90d3bec9249c330168,,Domestic asset-backed and mortgage-backed securities,,,Fixed income,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,4731,,,,,,,,,,,,d3fc313ec7388470edcf,1,,,
2cd902da3f62ca72a236,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Domestic common and preferred stock,1,2017,asset_class,d27179f63862e56038c0,,Domestic common and preferred stock,,,Common and preferred stock,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,5649599,,,,,,,,,,,,f1bb8a0d18750dfbb557,1,,,
cad54311602502c7c629,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Domestic common and preferred stock,1,Level 1,asset_class,d27179f63862e56038c0,,Domestic common and preferred stock,,,Common and preferred stock,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,5609569,,,,,,,,,,,,d4a4f09e7d0f2b5ca6ae,1,,,
1517b7c92b722fb575a5,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Domestic common and preferred stock,1,Level 3,asset_class,d27179f63862e56038c0,,Domestic common and preferred stock,,,Common and preferred stock,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,40030,,,,,,,,,,,,80731e7053bc32d3c168,1,,,
228f339315986fff463c,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Domestic corporate and taxable municipal bonds,1,2017,asset_class,1de900a094005ae8e835,,Domestic corporate and taxable municipal bonds,,,Fixed income,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,1927373,,,,,,,,,,,,be9b586da93ce37560d2,1,,,
b4c2b7391477e178ff12,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Domestic corporate and taxable municipal bonds,1,Level 1,asset_class,1de900a094005ae8e835,,Domestic corporate and taxable municipal bonds,,,Fixed income,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,554004,,,,,,,,,,,,5f1c05cb21c69e6d6c12,1,,,
0140a75f0bf67727cd6e,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Domestic corporate and taxable municipal bonds,1,Level 2,asset_class,1de900a094005ae8e835,,Domestic corporate and taxable municipal bonds,,,Fixed income,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,1373369,,,,,,,,,,,,2c25efeacdf506a64b4b,1,,,
97cbee7580b947561709,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Equity real estate,1,,asset_class,1f773363a83c50253583,,Equity real estate,,,,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,4973477,,,,,,,,,,,,66b80fdf5241eacae542,1,,,
de3787e0e3674021b3d8,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Foreign exchange contracts,1,2017,asset_class,92746b980aa5e7cc50e3,,Foreign exchange contracts,,,Investment derivative instruments,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,-195195,,,,,,,,,,,,62fee1bd2cecbab7fd48,1,,,
1f4d582c8a766bbc2d8b,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Foreign exchange contracts,1,Level 1,asset_class,92746b980aa5e7cc50e3,,Foreign exchange contracts,,,Investment derivative instruments,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,-195195,,,,,,,,,,,,ea0ec0eae563d8f71ad4,1,,,
1b74a1fb206c99920d1d,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Futures,1,2017,asset_class,0cf85fad2a05f93a5b93,,Futures,,,Investment derivative instruments,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,10152,,,,,,,,,,,,36e9e59bf24078ae601d,1,,,
12faacc57887400b3a03,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Futures,1,Level 1,asset_class,0cf85fad2a05f93a5b93,,Futures,,,Investment derivative instruments,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,10152,,,,,,,,,,,,ace1a198388c2b51d734,1,,,
a3f826859a857154ed13,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,International common and preferred stock,1,2017,asset_class,952b78366c0123bbae81,,International common and preferred stock,,,Common and preferred stock,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,5688266,,,,,,,,,,,,a275c7f23edb49c6d05c,1,,,
798186ff85374dc2d0aa,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,International common and preferred stock,1,Level 1,asset_class,952b78366c0123bbae81,,International common and preferred stock,,,Common and preferred stock,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,5688266,,,,,,,,,,,,5bd18e4c65ee9053a0d9,1,,,
485817d53884909bc5c2,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,International fixed income,1,2017,asset_class,e87cf640a8b7a799e469,,International fixed income,,,Fixed income,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,370141,,,,,,,,,,,,da42b0541166817332f7,1,,,
bef89dc72105215deed0,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,International fixed income,1,Level 2,asset_class,e87cf640a8b7a799e469,,International fixed income,,,Fixed income,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,370141,,,,,,,,,,,,a532e687783bce7b620c,1,,,
959e3a82a4cdaf3876b9,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,International short-term,1,2017,asset_class,27f296788b5169946657,,International short-term,,,Short term,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,134000,,,,,,,,,,,,eaf1089c62ee7a5f907c,1,,,
e3cd0fbae7af7268c61f,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,International short-term,1,Level 1,asset_class,27f296788b5169946657,,International short-term,,,Short term,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,132601,,,,,,,,,,,,a0a2e10ded99bad4b2c9,1,,,
f047459141b6701cd76f,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,International short-term,1,Level 2,asset_class,27f296788b5169946657,,International short-term,,,Short term,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,1399,,,,,,,,,,,,7a24ec2fca22a9b79049,1,,,
868a858cc1b4c08adf39,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Options,1,2017,asset_class,df332d348e043dd74f30,,Options,,,Investment derivative instruments,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,12009,,,,,,,,,,,,f5fc5864aee50707a810,1,,,
033766c496452b8f0939,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Options,1,Level 1,asset_class,df332d348e043dd74f30,,Options,,,Investment derivative instruments,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,12009,,,,,,,,,,,,b427e80e9b5c32485985,1,,,
084df20e356338d853ef,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Other domestic short-term,1,2017,asset_class,24ded05e8e0069f2c169,,Other domestic short-term,,,Short term,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,105174,,,,,,,,,,,,889b82ab51939abb12f6,1,,,
3295b5b1ef26a17f9189,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Other domestic short-term,1,Level 1,asset_class,24ded05e8e0069f2c169,,Other domestic short-term,,,Short term,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,30832,,,,,,,,,,,,8bc9f61c00831134bd6b,1,,,
4e1cff4c8b229fd17ec2,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Other domestic short-term,1,Level 2,asset_class,24ded05e8e0069f2c169,,Other domestic short-term,,,Short term,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,74342,,,,,,,,,,,,acad167193273a2b176a,1,,,
4ece77567e78a885c6b3,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,PSERS Short-Term Investment Fund,1,2017,fund,f1e0843451010928dc2d,FUND_0832,PSERS Short-Term Investment Fund,PSERS Short-Term Investment Fund,,Short term,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,5565178,,,,,,,,,,,,e6bd83f2519e1f05e40e,1,,,
7809464d8b56b31d3273,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,PSERS Short-Term Investment Fund,1,Level 1,fund,f1e0843451010928dc2d,FUND_0832,PSERS Short-Term Investment Fund,PSERS Short-Term Investment Fund,,Short term,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,5565178,,,,,,,,,,,,2a60354bb2dbb461349e,1,,,
21dd017dfdc5161597ee,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Private equity,1,,asset_class,78cb52e04005cbd7b8c8,,Private equity,,,Alternative investments,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,5883902,,,,,,,,,,,,e77e543f44a8aeeaeb71,1,,,
1a8272409ebab384d495,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Special situations (Private debt),1,,asset_class,93ee60fe50d83a33eb20,,Special situations (Private debt),,,Alternative investments,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,5053043,,,,,,,,,,,,d54110fa1f6274425abf,1,,,
0b01ef3ad562c3bb1921,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Total investment derivative instruments,1,2017,reporting_entity,1eb27489678e167f455f,PLAN_0052,Total investment derivative instruments,Total investment derivative instruments,,Investment derivative instruments,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,195751,,,,,,,,,,,,bc8017bc79a267445ae6,1,,,
a04098a732b9e76f89be,SRC152,01-financials,Financials,909bc941347a6235e970,2,Notes to Financial Statements (continued),Investments and Derivative Instruments Measured at Fair Value,Total investment derivative instruments,1,Level 1,reporting_entity,1eb27489678e167f455f,PLAN_0052,Total investment derivative instruments,Total investment derivative instruments,,Investment derivative instruments,,,,,"June 30, 2017",2017-06-30,,,USD,thousands,1000,,,,,,,,,195751,,,,,,,,,,,,ce8e252abe277562bf60,1,,,
