wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,quantity,cost,fair_value,market_value,notional,portfolio_weight,interest_rate,maturity_date,observation_ids,observation_count,unparsed_values,scale_note,collision_note
6683e838bdb5ac512e39,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,"Sorenson Capital Partners IV-B, L.P.",1,,fund,be5ded411df2e826dfaf,FUND_0909,"Sorenson Capital Partners IV-B, L.P.","Sorenson Capital Partners IV-B, L.P.",Sorenson Capital,Private Equity Investments,Primary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,6411105,8263584,,,,,,aba2b61e0f80158757ad;f58f0264427eee1b2487,2,,,
2be874385224c4c36236,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,"TA XIV-B, L.P.",1,,fund,1597dda95d8371fc59c7,FUND_0934,"TA XIV-B, L.P.","TA XIV-B, L.P.","TA Associates Management, L.P.",Private Equity Investments,Primary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,4402831,5043631,,,,,,3ebc4f5265f52a23ec54;edf3c21408da47e5b955,2,,,
5613ad9ea166e95bbfdc,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,"TA XV-B, L.P.",1,,fund,4aa296198f807263b554,FUND_0935,"TA XV-B, L.P.","TA XV-B, L.P.","TA Associates Management, L.P.",Private Equity Investments,Primary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,1800000,1697613,,,,,,b0978bf763f702294559;d08c18dfa5723c78d1aa,2,,,
0edf915a805c60a85ee4,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,"The Veritas Capital Fund VII, L.P.",1,,fund,049bbd5e88053875e11f,FUND_0951,"The Veritas Capital Fund VII, L.P.","The Veritas Capital Fund VII, L.P.","Veritas Capital Fund Management, L.L.C.",Private Equity Investments,Primary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,2921282,4155321,,,,,,77ccab5b44a8eb10aca4;2358189610ecf37626be,2,,,
e019c176b12ee680e2bf,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,"The Veritas Capital Fund VIII, L.P.",1,,fund,987c54aa8d384f5c484e,FUND_0952,"The Veritas Capital Fund VIII, L.P.","The Veritas Capital Fund VIII, L.P.","Veritas Capital Fund Management, L.L.C.",Private Equity Investments,Primary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,6447228,8183875,,,,,,e8e9aa75d9397db0f17a;7bce4cb3cce49122e8bb,2,,,
360b0213b9959a1cd748,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,"Thoma Bravo Explore Fund II-A, L.P.",1,,fund,de63b011a8d8b018f132,FUND_0953,"Thoma Bravo Explore Fund II-A, L.P.","Thoma Bravo Explore Fund II-A, L.P.","Thoma Bravo, L.P.",Private Equity Investments,Primary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,1311644,1225081,,,,,,b5f465b06af06b0b6b15;e7cee26d6724d5871fd5,2,,,
e51463d9e7c225c66070,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,"Thoma Bravo Fund XV-A, L.P.",1,,fund,fc3a1c71d25e13b5ea0a,FUND_0955,"Thoma Bravo Fund XV-A, L.P.","Thoma Bravo Fund XV-A, L.P.","Thoma Bravo, L.P.",Private Equity Investments,Primary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,4522041,5997322,,,,,,44786ad74faf0f1e4a48;dda2830330636c684758,2,,,
979a9533e4b82a2c29d5,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,Total Direct Investments/Co-Investments,1,,portfolio,ec51cc68dfe307c8c820,,Total Direct Investments/Co-Investments,,,Private Equity Investments,Direct Investments/Co-Investments,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,22705976,29956673,,,,,,fc7b7ce1aa9a0f1d0da8;0e92519f2be08467f2b3,2,,,
bce0d21466835f4d9e3d,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,Total Early Secondary Investments,1,,portfolio,d5d1d929b0d4184a520f,,Total Early Secondary Investments,,,Private Equity Investments,Early Secondary Investments,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,72882047,98860784,,,,,,68e4f854d116c4964484;d90cc62d89b638961bf7,2,,,
27fc79af10028f316797,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,Total Primary Investments,1,,portfolio,35e82ffbba415ae1a17d,,Total Primary Investments,,,Private Equity Investments,Primary Investments,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,78983729,94583260,,,,,,97c0f6be6bc7dde57584;25b401b43c93693d2e0f,2,,,
74b96c89b06c43d9d7b2,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,Triton Fund 6 SCSp,1,,fund,70d0b6a3738c65e95bbe,FUND_0975,Triton Fund 6 SCSp,Triton Fund 6 SCSp,Triton Partners,Private Equity Investments,Primary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,226433,558746,,,,,,2bbb5150e923a2406a25;566d157709979bade51c,2,,,
ec825aafcdffcfa0fc61,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,"VSS Structured Capital Parallel III, L.P.",1,,fund,585b24374669ec8978d8,FUND_0990,"VSS Structured Capital Parallel III, L.P.","VSS Structured Capital Parallel III, L.P.",VSS Capital Partners,Private Equity Investments,Early Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,2973298,2810624,,,,,,1edc9ae84dd5fdfb60eb;bb1be79544bdb050fddc,2,,,
a3e03e96eaf54d3c3699,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,Valeas Capital Partners Fund I-A LP,1,,fund,492ec5bb8bb0c1c41bbf,FUND_0980,Valeas Capital Partners Fund I-A LP,Valeas Capital Partners Fund I-A LP,Valeas Capital Partners,Private Equity Investments,Early Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,14426343,25996295,,,,,,681c615972db6d5f2137;99dd592fa420ec1683c1,2,,,
712bb242f7bc5ad57ce3,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,"Vector Capital VI, L.P.",1,,fund,38ac0385107b23b2f916,FUND_0982,"Vector Capital VI, L.P.","Vector Capital VI, L.P.","Vector Capital Management, L.P.",Private Equity Investments,Primary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,4317063,4214203,,,,,,1c0b68a37ed5f1c51c25;e06261d87ed3391e8c4b,2,,,
8f244131eff98e14660e,SRC407,06-statements-and-economics,Schedule_Inv,d441fab138de7dea8fa7,1,,Consolidated Schedule of Investments,"Vista Equity Partners Fund VIII-A, L.P.",1,,fund,94874c7e3b2861754c95,FUND_0987,"Vista Equity Partners Fund VIII-A, L.P.","Vista Equity Partners Fund VIII-A, L.P.","Vista Equity Partners Management, LLC",Private Equity Investments,Primary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,1792488,2332344,,,,,,5c1782403900b16ba289;147702f5981464f7b1f1,2,,,
746f314c260f6548f87e,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Equity Forward Contract,1,Level 2 - Other Significant Observable Inputs,investment,2c7025fbd8931aadc2ed,CO_0012,Equity Forward Contract,Equity Forward Contract,,Other Investments – Liabilities,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,1779194,,,,,,0e26e2931fa5e971dc63,1,,,
10bf55c51e25e0218a07,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Equity Forward Contract,1,Total,investment,2c7025fbd8931aadc2ed,CO_0012,Equity Forward Contract,Equity Forward Contract,,Other Investments – Liabilities,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,1779194,,,,,,53fa47808dda027a79bc,1,,,
23dff0047b1df7a33ade,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Foreign Currency Forward Contract,1,Level 2 - Other Significant Observable Inputs,investment,3b2cbeb8693883fe3d38,CO_0016,Foreign Currency Forward Contract,Foreign Currency Forward Contract,,Other Investments – Assets,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,1518309,,,,,,e6b6241d37d215556988,1,,,
484205ac203dab15b15b,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Foreign Currency Forward Contract,1,Total,investment,3b2cbeb8693883fe3d38,CO_0016,Foreign Currency Forward Contract,Foreign Currency Forward Contract,,Other Investments – Assets,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,1518309,,,,,,ec4cad831e45f376a228,1,,,
97519f46532a29e23fb6,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Money Market Funds,1,Level 1 - Unadjusted Quoted Prices,portfolio,fa23dc04e74fda02a413,,Money Market Funds,,,Investments in Securities at Value,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,100983004,,,,,,d880fbcbb863bab01438,1,,,
cada93b6f570db5cc297,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Money Market Funds,1,Total,portfolio,fa23dc04e74fda02a413,,Money Market Funds,,,Investments in Securities at Value,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,100983004,,,,,,e05d1455feae1fbae7e4,1,,,
9f117bc63d1dbf11e466,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Total,1,Level 1 - Unadjusted Quoted Prices,portfolio,6e8e0d3968051636faf5,,Total,,,,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,100983004,,,,,,a11a4aa6b46387a99c66,1,,,
9b26f65ebdf1f89d0703,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Total,1,Level 2 - Other Significant Observable Inputs,portfolio,6e8e0d3968051636faf5,,Total,,,,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,260885,,,,,,f3dab12ba949d2eb9247,1,,,
4cfea4d43491bcf956de,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Total,1,Total,portfolio,6e8e0d3968051636faf5,,Total,,,,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,100722119,,,,,,744e36084fa9f2a0f6f1,1,,,
99029285a6fda8db4901,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Total Investments in Securities,1,Level 1 - Unadjusted Quoted Prices,portfolio,dcf8ad8229e66ecfe6c6,,Total Investments in Securities,,,Investments in Securities at Value,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,100983004,,,,,,3497bcd9c07deaf63949,1,,,
3a0e0370b269d49741d0,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Total Investments in Securities,1,Total,portfolio,dcf8ad8229e66ecfe6c6,,Total Investments in Securities,,,Investments in Securities at Value,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,100983004,,,,,,afd75e9a7b109f05edc7,1,,,
f1e84dd75e5cd1868487,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Total Other Investments,1,Level 2 - Other Significant Observable Inputs,portfolio,ae1e25e0d4ae7925e4ce,,Total Other Investments,,,,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,260885,,,,,,604d74f23b8557aca6fb,1,,,
5e370da8c6514e84f2a5,SRC407,06-statements-and-economics,Schedule_Inv,96bbb06c58a34ad70e14,11,,UNTITLED_TABLE_1,Total Other Investments,1,Total,portfolio,ae1e25e0d4ae7925e4ce,,Total Other Investments,,,,,,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,,260885,,,,,,80bdefa61685df543b62,1,,,
ffe19f81f5b6a6cd8508,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"ABS Capital Partners VII Offshore, L.P.",1,,fund,5d7eccab1b6e98e12694,FUND_0267,"ABS Capital Partners VII Offshore, L.P.","ABS Capital Partners VII Offshore, L.P.",ABS Capital Partners,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,2124723,3539968,,,,,,17d211c3e90cc339d26b;aa1c707ce9d677128897,2,,,
def4ce27582ad322cd7c,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"ABS Capital Partners VII, L.P.",1,,fund,013053611a5378a92741,FUND_0268,"ABS Capital Partners VII, L.P.","ABS Capital Partners VII, L.P.",ABS Capital Partners,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,5458924,9109700,,,,,,f09dc56ba7bd414dd8cb;00aa068fcefe87e2d95e,2,,,
3539c8f7088c4298089a,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,AEA EXC CF LP,1,,fund,699ccfe2e96e682db6e0,FUND_0278,AEA EXC CF LP,AEA EXC CF LP,AEA Investors LP,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,12194269,13141745,,,,,,b81df8d1cf465717cae9;9e3e45d17a26a570ec86,2,,,
d6dc141ea284bff19243,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"AP VIII Private Investors Offshore (USD), L.P.",1,,fund,73cbc1482cba323d1656,FUND_0293,"AP VIII Private Investors Offshore (USD), L.P.","AP VIII Private Investors Offshore (USD), L.P.","Apollo Management VIII, L.P.",Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,155272,12207,,,,,,c375e38430a82f36cf0d;d995d080364aaed3563a,2,,,
bc33808295f11a848149,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"AP VIII Private Investors, LLC",1,,fund,e76f6317d6de10534a4a,FUND_0294,"AP VIII Private Investors, LLC","AP VIII Private Investors, LLC","Apollo Management VIII, L.P.",Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,1755711,241828,,,,,,4772ed2694742f343bc3;db67aa9cc31a9e6cfac1,2,,,
6b01475f5e7699fa94b7,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"Accel-KKR Capital Partners CV III, LP",1,,fund,4334dff3f21d6b160cc1,FUND_0269,"Accel-KKR Capital Partners CV III, LP","Accel-KKR Capital Partners CV III, LP",Accel-KKR,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,3546039,1329829,,,,,,6ef0a7fdffacc610ee11;a654c34b95815eef3545,2,,,
ad20b15824c0a6f25016,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Actis Energy 5 LP,1,,fund,cb5290a469f8c0d5c2c7,FUND_0272,Actis Energy 5 LP,Actis Energy 5 LP,Actis,Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,573011,619076,,,,,,6eb4aaaede17da7d640f;27f29156cf6f7e2e0f93,2,,,
9f81f3ad9540ee1638d2,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Advent Global Technology II Limited Partnership,1,,fund,a02b2ee6b3da0b2750fd,FUND_0273,Advent Global Technology II Limited Partnership,Advent Global Technology II Limited Partnership,Advent International,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,564169,1049607,,,,,,10cbe92b448090146991;06e400f9af8d0f830658,2,,,
a77cda97e5895f42f952,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Advent International GPE VI-A Limited Partnership,1,,fund,d8367c48e345672ed2e5,FUND_0274,Advent International GPE VI-A Limited Partnership,Advent International GPE VI-A Limited Partnership,Advent International,Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,41815,135447,,,,,,2afcb3e92c44920dcb9c;ef75fc3e0f93673888d5,2,,,
af331e856686aad9160f,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Advent International GPE VII-B Limited Partnership,1,,fund,9ac7d7325173b5169eec,FUND_0275,Advent International GPE VII-B Limited Partnership,Advent International GPE VII-B Limited Partnership,Advent International,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,1576936,257178,,,,,,bdb2260661f993a509d6;f7a277ff4b0a293d4fae,2,,,
e74bc9ae24b62e79a230,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Advent International GPE VIII-B-2 Limited Partnership,1,,fund,d8151b77f6ff3ecc9a93,FUND_0276,Advent International GPE VIII-B-2 Limited Partnership,Advent International GPE VIII-B-2 Limited Partnership,Advent International,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,2247087,1529212,,,,,,2818c158ce1438a00aa7;d6f62f643e9d548e7fb1,2,,,
01dd1399ee0294b6405b,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Advent International GPE VIII-C Limited Partnership,1,,fund,62f03b776adec5c45a22,FUND_0277,Advent International GPE VIII-C Limited Partnership,Advent International GPE VIII-C Limited Partnership,Advent International,Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,1152944,1088916,,,,,,4dc51f675e1af085cfb1;32dd4ba9e8f8a48e79f3,2,,,
079fb634a2e12d39c5f2,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Alpha Private Equity Fund 7 (SCA) SICAR,1,,fund,f49b2d02a8bc2ac49b50,FUND_0287,Alpha Private Equity Fund 7 (SCA) SICAR,Alpha Private Equity Fund 7 (SCA) SICAR,Alpha Private Equity Funds Management Company Sàrl,Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,21809070,24051778,,,,,,35d039452d97750e9791;d103636d53cbaf1cc19b,2,,,
e2155af289e169a96dfb,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"American Industrial Partners Fund IV, L.P.",1,,fund,072175e767f02e3f134a,FUND_0289,"American Industrial Partners Fund IV, L.P.","American Industrial Partners Fund IV, L.P.",American Industrial Partners,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,15680,281391,,,,,,5b9f5dcb5f8e28d70d1b;d57f08e36cb22f7969d5,2,,,
6424b40117df2a25ac08,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"American Securities Partners VI, L.P.",1,,fund,c83bda59366f2ddf69ce,FUND_0290,"American Securities Partners VI, L.P.","American Securities Partners VI, L.P.",American Securities LLC,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,3777692,2949853,,,,,,290bf55bc580d9cd677f;f2fe7b371f5dcf162fb3,2,,,
6f2a12f8130f379fafd5,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"American Securities Partners VII, L.P.",1,,fund,f12c79bd40fb885edb48,FUND_0291,"American Securities Partners VII, L.P.","American Securities Partners VII, L.P.",American Securities LLC,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,25999394,18904241,,,,,,aba388f0229d00f9696b;9fe289e7ccb67d872f0b,2,,,
b1a027104d57382bf42d,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"Apax Europe VI - A, L.P.",1,,fund,22ea7846c2eb2d551c3a,FUND_0295,"Apax Europe VI - A, L.P.","Apax Europe VI - A, L.P.",Apax Partners,Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,418681,131541,,,,,,4ad4bd9f3ad10bdffa7b;4ed5c274b7d96c7c8685,2,,,
062bc0cc191f46db676f,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"Apax Europe VII - B, L.P.",1,,fund,fe7008772e60176483a1,FUND_0296,"Apax Europe VII - B, L.P.","Apax Europe VII - B, L.P.",Apax Partners,Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,20004,24948,,,,,,ab06857f4a1c43c911a9;720a925a63bb4b9c8c9e,2,,,
a8e5c4a6b5a04bafd31f,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Apax IX USD L.P.,1,,fund,549a4eb2ff737987d6cd,FUND_0297,Apax IX USD L.P.,Apax IX USD L.P.,Apax Partners,Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,12913267,9743693,,,,,,de088d3df4bc7e457592;330741bf3fa89e37d2a5,2,,,
24b275172ea3fe2638f8,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"Apollo Investment Fund VI, L.P.",1,,fund,a6cc29f421b3380bcd32,FUND_0299,"Apollo Investment Fund VI, L.P.","Apollo Investment Fund VI, L.P.",Apollo Global Management,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,207218,63680,,,,,,76e96f4ee0e69f756d95;9e807b3109817899375b,2,,,
dedf9870974446aebecb,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Archer Capital Trust 5B,1,,fund,4c283e057c396c4ec9b5,FUND_0303,Archer Capital Trust 5B,Archer Capital Trust 5B,Archer Capital,Private Equity Investments,Secondary Investments,Rest of World,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,654378,231871,,,,,,6d5b7abfca474124f41f;bcc3857d74637c3f431f,2,,,
0d0655291794cef20ff7,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"Artiman Ventures III, L.P.",1,,fund,9f6cd75114d9d579e261,FUND_0306,"Artiman Ventures III, L.P.","Artiman Ventures III, L.P.",Artiman Ventures,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,547290,330028,,,,,,37c1bd5c7534e99ec274;ad29a89a6690b4428142,2,,,
f53500b45624b534f798,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Astorg Normec Fund,1,,fund,a13f13b6dca37269cdae,FUND_0310,Astorg Normec Fund,Astorg Normec Fund,Astorg,Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,583596,849422,,,,,,e6a3e63a5e6e07a621df;2774fa3cb1ae8cb49e54,2,,,
f0e9e8bf23e2f8d4e8ba,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Astorg VI SLP,1,,fund,e7ecd64309cc61d4f57b,FUND_0311,Astorg VI SLP,Astorg VI SLP,Astorg,Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,3206778,1908609,,,,,,df4d08db56c807b66edc;eb61662ae6aec7055d8d,2,,,
2f04db96ec7de3997c46,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Astorg VII SLP,1,,fund,f0bd8e51699b8c73ff5d,FUND_0312,Astorg VII SLP,Astorg VII SLP,Astorg,Private Equity Investments,Secondary Investments,Europe,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,3322853,7267591,,,,,,cb04fc3ebb5ce5d88da6;321105d04b96a291a3da,2,,,
fce0da7173fa87000551,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,Atlas Capital Resources LP,1,,fund,18fc98486d3ab729aa32,FUND_0313,Atlas Capital Resources LP,Atlas Capital Resources LP,Atlas FRM LLC,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,1197510,237806,,,,,,7a9e2962784e4a9e7c21;b8634a1b74dff8b3a94d,2,,,
3e9c26c264b9ab04b0ab,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"Audax Mezzanine Fund III, L.P.",1,,fund,235d4bb0b64d60fad255,FUND_0314,"Audax Mezzanine Fund III, L.P.","Audax Mezzanine Fund III, L.P.",Audax Group,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,1134916,189412,,,,,,e730bffe3eef4486da7d;99daa50dd19c63ebd91b,2,,,
5d6866fa2128bb35597e,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"Audax Private Equity Aspen CF, L.P.",1,,fund,d05489d611412b923546,FUND_0315,"Audax Private Equity Aspen CF, L.P.","Audax Private Equity Aspen CF, L.P.",Audax Group,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,7370000,10059609,,,,,,457c1a72d19f5668f5ce;45302b10c53504e114f5,2,,,
be1eb3e46043b388416e,SRC407,06-statements-and-economics,Schedule_Inv,b2a357d2af7e336f5305,2,,Consolidated Schedule of Investments,"Audax Private Equity Fund III, L.P.",1,,fund,e82857761885c338cdd7,FUND_0316,"Audax Private Equity Fund III, L.P.","Audax Private Equity Fund III, L.P.",Audax Group,Private Equity Investments,Secondary Investments,North America,,,"December 31, 2025",2025-12-31,,,USD,absolute,1,,2299732,96767,,,,,,43c67e609c45acde4b0b;ea12fea54f93ad41641f,2,,,
