wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,management_fee,performance_fee,cost_bps,offset,fee_benchmark,nav_aum_denominator,observation_ids,observation_count,unparsed_values,scale_note,collision_note
edf37e2b998beb017935,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Risk Parity,1,Institutional Fee Median,asset_class,4699938c37582cccd06d,,Risk Parity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,71,,efaf51f405828ea1d0d8,1,,,
15c1b3717a121258cf47,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Total Fixed Income,1,Adjusted Base Mgmt Fees,asset_class,166fab98986044693623,,Total Fixed Income,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"87,464,000",,,,,,e6a95baaa2e220f7db4c,1,,,
fe4c4635968cfacc4cb8,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Total Fixed Income,1,Adjusted External Net Assets @ 6/30/17,asset_class,166fab98986044693623,,Total Fixed Income,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,12942517000,11d20cb9f751528eaa90,1,,,
ff1cf46031572cadb9f4,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Total Fixed Income,1,CAFR,asset_class,166fab98986044693623,,Total Fixed Income,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"87,464,000",,,,,,9bfc3dfb7157d3dce2a2,1,,,
e741f6f2fcb5508883a2,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Total Fixed Income,1,Current Base Mgmt Fee (bps),asset_class,166fab98986044693623,,Total Fixed Income,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,68,,,,0f504b4948bebc52817e,1,,,
92836413065261aff1ed,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,US Core Plus,1,Adjusted Base Mgmt Fees,asset_class,1c32e9123c1c04c323a5,,US Core Plus,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"4,961,000",,,,,,b8fc28b776a03698890a,1,,,
f41b92128ffa77e12f4f,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,US Core Plus,1,Adjusted External Net Assets @ 6/30/17,asset_class,1c32e9123c1c04c323a5,,US Core Plus,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,1154009000,4fed55ccb8f22ef59668,1,,,
cca72760e3643e2c287c,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,US Core Plus,1,CAFR,asset_class,1c32e9123c1c04c323a5,,US Core Plus,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"4,961,000",,,,,,4223b045f8702a0ed7b1,1,,,
52e05ebb08807160f45f,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,US Core Plus,1,Current Base Mgmt Fee (bps),asset_class,1c32e9123c1c04c323a5,,US Core Plus,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,43,,,,7a0878ff755f62dfb59d,1,,,
52dd196665867543f2a6,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,US Core Plus,1,Institutional Fee Median,asset_class,1c32e9123c1c04c323a5,,US Core Plus,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,86,,f55585db66b958cebfb0,1,,,
4b2bbd9e9834e1564492,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,US Equity,1,Adjusted Base Mgmt Fees,asset_class,cdddfb94c96d901e7f41,,US Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"1,494,000",,,,,,91989a8219032464e707,1,,,
a59495648fbf470e3a6c,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,US Equity,1,Adjusted External Net Assets @ 6/30/17,asset_class,cdddfb94c96d901e7f41,,US Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,339000000,72f658b09ebc6924ea45,1,,,
ccf9470b53035be243a7,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,US Equity,1,CAFR,asset_class,cdddfb94c96d901e7f41,,US Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"1,494,000",,,,,,9af5ca2670ffc7b53f79,1,,,
a93929d0935e4ab846db,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,US Equity,1,Current Base Mgmt Fee (bps),asset_class,cdddfb94c96d901e7f41,,US Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,44,,,,9e71b6777430bb665474,1,,,
c90d07362d289d3d78ac,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,US Equity,1,Institutional Fee Median,asset_class,cdddfb94c96d901e7f41,,US Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,80,,9ca3699dadfca25ccda0,1,,,
