wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,nav_per_share,shares_units,transaction_price,nav_component,repurchase_limit,request_satisfaction,valuation_assumption,valuation_sensitivity,nav,observation_ids,observation_count,unparsed_values,scale_note,collision_note
637901b3a7d68be23aa7,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Net asset value,1,Total,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,,,,,,9890238,8fca710359498dd7f538,1,,,
8ee39efef3cd38755be5,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Number of outstanding shares/units,1,Class D Shares,other_printed_scope,0ec53c7924339c978018,,Class D,,,,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,26387,,,,,,,,4b0f0621b0c99dc2601b,1,,,
44ed048594789df81b5c,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Number of outstanding shares/units,1,Class I Shares,other_printed_scope,9a8be8c7b6479a722db1,,Class I,,,,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,193444,,,,,,,,faa280ff2f0b1044a1eb,1,,,
069976402b3be1750c2c,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Number of outstanding shares/units,1,Class S Shares,other_printed_scope,b1895fd10231ca22004e,,Class S,,,,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,186068,,,,,,,,d1e6dfd03dc4e7ed29ae,1,,,
94b7046544537eeea3ee,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Number of outstanding shares/units,1,Class T Shares,other_printed_scope,4e53f5c0e06e0999937b,,Class T,,,,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,5164,,,,,,,,234229db83f42d8e12c0,1,,,
42c69847fa8bddc8500a,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Number of outstanding shares/units,1,Third-party Operating Partnership Units,other_printed_scope,dcaebd1f410e89aa99be,,Third-party Operating Partnership Units,,,,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,20077,,,,,,,,4f05e272de47c971706a,1,,,
a1c2287db931a36b24a4,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Number of outstanding shares/units,1,Total,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,431140,,,,,,,,28cf879aadcb315b899b,1,,,
84f37f738dd1d452fc89,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,Share Repurchase Request Update,Share Repurchase Request Update,Monthly repurchase limit,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,May 2024,2024-05-31,,,,absolute,1,,,,,0.33,,,,,52e98b5aa292bb3a6ef8,1,,,
c3d0cb73b17a5eeead99,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,Share Repurchase Request Update,Share Repurchase Request Update,Quarterly repurchase limit,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"July 1, 2024",2024-07-01,,,,absolute,1,,,,,1,,,,,3dbbdbeb024ff3b450b1,1,,,
136c969d8c6fc3a6afc7,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Discount Rate (weighted average), 0.25% decrease",1,Industrial Investment Values,asset_class,b5f6dafc3ac7ffbf4bac,,Industrial,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,1.9,,61cad766de26416d4c0e,1,,,
da3adfa7eafd9f76a34a,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Discount Rate (weighted average), 0.25% decrease",1,Multifamily Investment Values,asset_class,5416258d00740519da6a,,Multifamily,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,1.9,,d4ade5d1b04aa282c17f,1,,,
3d04cf8d396bab5085f8,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Discount Rate (weighted average), 0.25% decrease",1,Office Investment Values,asset_class,6c4078ffe579c779d792,,Office,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,1.9,,2912166fe2d2164e6df6,1,,,
092051cdd53277368044,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Discount Rate (weighted average), 0.25% decrease",1,Other Investment Values,asset_class,14f8002c63454ccb8e2b,,Other,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,1.9,,0f9231fc91b418b81fcd,1,,,
1fe5b8735798034e395b,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Discount Rate (weighted average), 0.25% increase",1,Industrial Investment Values,asset_class,b5f6dafc3ac7ffbf4bac,,Industrial,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,1.9,,d804d59ee0e3bc6a5f45,1,,,
3fa2aa4721fb2838d5d9,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Discount Rate (weighted average), 0.25% increase",1,Multifamily Investment Values,asset_class,5416258d00740519da6a,,Multifamily,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,1.9,,eb4f4cef4346542d9441,1,,,
3f2a9f30aa3ebcc7666b,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Discount Rate (weighted average), 0.25% increase",1,Office Investment Values,asset_class,6c4078ffe579c779d792,,Office,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,1.8,,9fb4b498e222d6cac11c,1,,,
103cba2107da50376c30,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Discount Rate (weighted average), 0.25% increase",1,Other Investment Values,asset_class,14f8002c63454ccb8e2b,,Other,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,1.8,,8cd57927dae1257032f5,1,,,
005e8dc3b996328723d1,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Exit Capitalization Rate (weighted average), 0.25% decrease",1,Industrial Investment Values,asset_class,b5f6dafc3ac7ffbf4bac,,Industrial,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,2.9,,56a94d2a0aa0e3424d7b,1,,,
48b6ae8805e1851a70a6,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Exit Capitalization Rate (weighted average), 0.25% decrease",1,Multifamily Investment Values,asset_class,5416258d00740519da6a,,Multifamily,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,2.9,,69b186cec53caa87d328,1,,,
aa6dd0f3186f04f67e97,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Exit Capitalization Rate (weighted average), 0.25% decrease",1,Office Investment Values,asset_class,6c4078ffe579c779d792,,Office,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,2.3,,58ec97d69500a1141c83,1,,,
0ba13858a6c893debcba,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Exit Capitalization Rate (weighted average), 0.25% decrease",1,Other Investment Values,asset_class,14f8002c63454ccb8e2b,,Other,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,2.3,,646014a0e9b7e390b821,1,,,
63830daaf72ba308968c,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Exit Capitalization Rate (weighted average), 0.25% increase",1,Industrial Investment Values,asset_class,b5f6dafc3ac7ffbf4bac,,Industrial,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,2.6,,3b39e000e2b11f4c5172,1,,,
5e76906ce7439f1b560e,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Exit Capitalization Rate (weighted average), 0.25% increase",1,Multifamily Investment Values,asset_class,5416258d00740519da6a,,Multifamily,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,2.7,,3d51c9f0d471ef98c540,1,,,
d16b6fd73f003e19e9ff,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Exit Capitalization Rate (weighted average), 0.25% increase",1,Office Investment Values,asset_class,6c4078ffe579c779d792,,Office,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,2.1,,0ded32f57f66eb5f9d0e,1,,,
cecab741080d4821f5a6,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,UNTITLED_TABLE_1,"Exit Capitalization Rate (weighted average), 0.25% increase",1,Other Investment Values,asset_class,14f8002c63454ccb8e2b,,Other,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,,2.1,,e7ac70969a29787d36e7,1,,,
5cd9febe1f606babc924,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Share Repurchase Request Update,Share Repurchase Request Update,Repurchase plan excess amount,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"May 31, 2024",2024-05-31,,,USD,absolute,1,,,,,,90630,,,,c425cf0042c107199c08,1,,,
8f469ba6df1a5887d93e,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Share Repurchase Request Update,Share Repurchase Request Update,Repurchase request satisfaction,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,May 2024,2024-05-31,,,,absolute,1,,,,,,3,,,,7b43d388d9607090427c,1,,,
dd11c067f44f42414ef5,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Share Repurchase Request Update,Share Repurchase Request Update,Small-holder repurchase threshold,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"May 31, 2024",2024-05-31,,,USD,absolute,1,,,,,500,,,,,e1c35492aac730fcb5ab,1,,,
7fa98d0e135590505a51,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Aggregate NAV,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"May 31, 2024",2024-05-31,,,USD,billions,1000000000,,,,,,,,,9.7,9507952200c1e01bfdcc,1,,,
76ef4457371b376aa7f0,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Distribution reinvestment plan Class D shares,1,,other_printed_scope,c03796596a29ad6bb850,,Class D shares,,,,,,,,,,,,,absolute,1,,932949,,,,,,,,b2404330afaeca3a4120,1,,,
a566e5f3f87e14bbd76a,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Distribution reinvestment plan Class I shares,1,,other_printed_scope,a9cd8aab249d9c12e11c,,Class I shares,,,,,,,,,,,,,absolute,1,,6950137,,,,,,,,5049d825270faae919b4,1,,,
96d7ded4727fcebf65e5,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Distribution reinvestment plan Class S shares,1,,other_printed_scope,5420310b1b7cc5c10439,,Class S shares,,,,,,,,,,,,,absolute,1,,6990850,,,,,,,,68584ef3911b0e591875,1,,,
0f157f09a02f1b0b9a03,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Distribution reinvestment plan Class T shares,1,,other_printed_scope,8d04484252b687edef26,,Class T shares,,,,,,,,,,,,,absolute,1,,258559,,,,,,,,3f0977b5fb1bfee3eb9c,1,,,
7ee113fc1223d3cb4a09,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Distribution reinvestment plan shares,1,,other_printed_scope,00a08f1de0385dbd1d87,,distribution reinvestment plan,,,,,,,,,,,,,absolute,1,,15132495,,,,,,,,a30db91b37195a1e761d,1,,,
a8a3c49177a8f8df15b2,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Primary offering Class D shares,1,,other_printed_scope,c03796596a29ad6bb850,,Class D shares,,,,,,,,,,,,,absolute,1,,2436710,,,,,,,,c6cc3c18baa4543b1b29,1,,,
00765e8a248d8834fcb0,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Primary offering Class I shares,1,,other_printed_scope,a9cd8aab249d9c12e11c,,Class I shares,,,,,,,,,,,,,absolute,1,,28461528,,,,,,,,cc76473f7531b4c02a65,1,,,
171dfac9f6aada699cbe,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Primary offering Class S shares,1,,other_printed_scope,5420310b1b7cc5c10439,,Class S shares,,,,,,,,,,,,,absolute,1,,17214119,,,,,,,,5c04900fcd99404f8250,1,,,
f01ad129a3a5210c2397,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Primary offering Class T shares,1,,other_printed_scope,8d04484252b687edef26,,Class T shares,,,,,,,,,,,,,absolute,1,,259967,,,,,,,,66269b57eca925a512ad,1,,,
5def430ede478763865e,SRC247,06-statements-and-economics,NAV_Statement,976b68130f126e399837,4,Status of our Current Public Offering,Status of our Current Public Offering,Primary offering shares,1,,other_printed_scope,2672631b1328647f9687,,primary offering,,,,,,,,,,,,,absolute,1,,48372324,,,,,,,,e4e2cebeb8893c729854,1,,,
