wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_structure_type,source_section,source_table,definition_keys,definition_text,applies_to,evidence_quote,observation_ids,observation_count
aa2fbceeba49a671d198,SRC377,01-financials,Financials,3760cf54d7e028c36759,6,NARRATIVE,(2) Summary of Significant Accounting Policies,(2) Summary of Significant Accounting Policies,2a,"The accompanying financial statements have been prepared on the accrual basis of accounting. The Trust recognizes contributions, including unconditional promises to give, as revenue in the period received. Contributions, net assets, and changes therein are classified and reported based on the existence or absence of donor-imposed restrictions. For the years ended December 31, 2016 and 2015, all activities of the Trust were classified as unrestricted due to the lack of donor-imposed restrictions.",,"The accompanying financial statements have been prepared on the accrual basis of accounting. The Trust recognizes contributions, including unconditional promises to give, as revenue in the period received. Contributions, net assets, and changes therein are classified and reported based on the existence or absence of donor-imposed restrictions. For the years ended December 31, 2016 and 2015, all activities of the Trust were classified as",cdc9193be516befd1aec,1
9d73bf50f0ca3fdc324a,SRC377,01-financials,Financials,3760cf54d7e028c36759,6,NARRATIVE,(2) Summary of Significant Accounting Policies,(2) Summary of Significant Accounting Policies,2b,Cash consists of U.S. and foreign currencies.,,Cash consists of U.S. and foreign currencies.,6ecab44bfaec01ac3abc,1
4f181d426a12d2ba43ec,SRC377,01-financials,Financials,3760cf54d7e028c36759,6,NARRATIVE,(2) Summary of Significant Accounting Policies,(2) Summary of Significant Accounting Policies,2c,Investments are stated at fair value with unrealized gains and losses on investments resulting from fair value fluctuations recorded in the statements of activities in the period that such fluctuations occur. Highly liquid interest-earning investments and time deposits with an original maturity of less than three months are classified as cash equivalents within investments. Investment sales and purchases are recorded on a trade-date basis. Dividend income is recorded on the ex-dividend date and interest income is recorded on an accrual basis. Amortization and accretion of premiums and discounts are recorded using the effective-interest method.,,Investments are stated at fair value with unrealized gains and losses on investments resulting from fair value fluctuations recorded in the statements of activities in the period that such fluctuations occur. Highly liquid interest-earning investments and time deposits with an original maturity of less than three months are classified as cash equivalents within investments. Investment sales and purchases are recorded on a trade-date basis.,b518366441a7c1856063,1
d1a0e736f4b028b0ef02,SRC377,01-financials,Financials,3760cf54d7e028c36759,6,NARRATIVE,(2) Summary of Significant Accounting Policies,(2) Summary of Significant Accounting Policies,2d,"In determining the fair value of investments, the Trust utilizes valuation techniques that maximize the use of observable inputs and minimize the use of unobservable inputs to the extent possible. The Trust determines fair value based on assumptions that market participants would use in pricing an asset or liability in the principal or most advantageous market. When considering market participant assumptions in fair value measurements, the following fair value hierarchy distinguishes between observable and unobservable inputs, which are characterized in one of the following levels:",,"In determining the fair value of investments, the Trust utilizes valuation techniques that maximize the use of observable inputs and minimize the use of unobservable inputs to the extent possible. The Trust determines fair value based on assumptions that market participants would use in pricing an asset or liability in the principal or most advantageous market. When considering market participant assumptions in fair value measurements, the",336ac63f9325adb07421,1
8655e8d2f874c951da6f,SRC377,01-financials,Financials,3760cf54d7e028c36759,6,NARRATIVE,(2) Summary of Significant Accounting Policies,(2) Summary of Significant Accounting Policies,LEVEL_1,Unadjusted quoted prices in active markets for identical assets or liabilities accessible to the Trust at the measurement date,,Unadjusted quoted prices in active markets for identical assets or liabilities accessible to the Trust at the measurement date,6bb980b3ebfb9c2a7ecf,1
196c4fb97e81611b08fe,SRC377,01-financials,Financials,3760cf54d7e028c36759,6,NARRATIVE,(2) Summary of Significant Accounting Policies,(2) Summary of Significant Accounting Policies,LEVEL_2,"Valuations based on observable inputs (other than Level 1 prices) such as quoted prices for similar assets at the measurement date; quoted prices in markets that are not active; or other inputs that are observable, either directly or indirectly",,"Valuations based on observable inputs (other than Level 1 prices) such as quoted prices for similar assets at the measurement date; quoted prices in markets that are not active; or other inputs that are observable, either directly or indirectly",6f19e6437564926396a7,1
3bbd192d4de4a25ef497,SRC377,01-financials,Financials,bac434611e01a4374708,10,NARRATIVE,(4) Derivative Financial Instruments,(4) Derivative Financial Instruments,4,"In the normal course of business, the Trust uses various financial instruments, including derivative financial instruments, in an effort to manage exposure on long-term investments. In order to manage price and interest rate risk associated with investing activities, the Trust primarily uses a combination of forward contracts and futures. Under these instruments, the Trust agrees to the future delivery of a currency or security, on an agreed-upon date, and at an agreed-upon price. These contracts are entered into with the intent of minimizing the Trust’s economic exposure to adverse fluctuations in financial or currency markets and to reduce interest rate risk. The Trust also enters into derivative instruments for speculative and other purposes, including income enhancement and as an alternative to ownership of the underlying asset. Specifically, written options and forward contracts are used for enhancing returns on other investments and as an alternative to ownership. The Trust nets certain derivative asset positions and derivative liability positions under legally enforceable master netting agreements. The Trust’s net derivative asset positions are included within investments on the accompanying statements of financial position. The Trust’s net derivative liability positions are included in the payable for investment purchases and other on the accompanying statements of financial position. Realized gains and losses as well as changes in fair value for all derivative instruments are included as a component of investment income.",,"In the normal course of business, the Trust uses various financial instruments, including derivative financial instruments, in an effort to manage exposure on long-term investments. In order to manage price and interest rate risk associated with investing activities, the Trust primarily uses a combination of forward contracts and futures. Under these instruments, the Trust agrees to the future delivery of a currency or security, on an",4980e6106017243e724c,1
4a397cd4fc39ab9a8bfd,SRC377,01-financials,Financials,bac434611e01a4374708,10,NARRATIVE,Notes to Financial Statements,Notes to Financial Statements,PRIVATE_NAV,"Private investments measured using NAV as a practical expedient are not classified in the fair value hierarchy. Given the longer-term nature of private investments, many of those holdings could not be liquidated immediately in the unlikely event that such a need were to arise for the Trust. The majority of the private investments held as of December 31, 2016 and 2015 require general partner or managing member approval for an early redemption or transfer of ownership and a 10-90 day waiting period to liquidate the investment. In addition, certain holdings require that membership not exceed a certain number of owners, which could also delay the Trust’s ability to transfer its ownership. The decision to invest in private investments includes consideration of the liquidation limitations as well as expected long-term funding requirements of the Foundation.",,"Private investments measured using NAV as a practical expedient are not classified in the fair value hierarchy. Given the longer-term nature of private investments, many of those holdings could not be liquidated immediately in the unlikely event that such a need were to arise for the Trust. The majority of the private investments held as of December 31, 2016 and 2015 require general partner or managing member approval for an early redemption or",584b1dfcd28564f75209,1
7610e53b17e08e0db832,SRC384,04-quarterly-report,Quarterly_Report,4fb728d4bd1dc5cd8ffb,2,TABLE,EXECUTIVE SUMMARY,"Figure 1. General Endowment Pool as of March 31, 2025",ANNUALIZED_RETURNS,Annualized Returns,"3 Year, 5 Year, 10 Year, 15 Year, 20 Year, 25 Year, 30 Year columns",Annualized Returns,92f20ff36225ed1e4298,1
42d6eb612dd90c6db4b6,SRC384,04-quarterly-report,Quarterly_Report,4fb728d4bd1dc5cd8ffb,2,NARRATIVE,EXECUTIVE SUMMARY,EXECUTIVE SUMMARY,BG_NET_RETURN,"The pool’s one-year net return was 6.5 percent, and the three-year return was 5.8 percent.",one-year net return,"$6.9 billion in the fiscal year before. The pool’s one-year net return was 6.5 percent, and the",5b04b0617db9b5a34c34,1
a68320512a2c1e43d09c,SRC384,04-quarterly-report,Quarterly_Report,4fb728d4bd1dc5cd8ffb,2,NARRATIVE,EXECUTIVE SUMMARY,EXECUTIVE SUMMARY,GEP_NET_RETURN,"The one-year net return was 7.3 percent, the five-year return was 11.2 percent, the ten-year return was 8.1 percent, the 20-year return was 7.7 percent, and the 30-year return was 8.9 percent.",one-year net return,"$22.6 billion in the fiscal year before. The one-year net return was 7.3 percent, the five-year",c12c75f772a3675c6489,1
aa4897078a61f7c9d1a2,SRC384,04-quarterly-report,Quarterly_Report,5b264b1fdfd27b2ed84b,3,TABLE,EXECUTIVE SUMMARY,"Figure 2. Blue and Gold Endowment Pool as of March 31, 2025",ANNUALIZED_RETURNS,Annualized Returns,"3 Year, 5 Year, 10 Year, 15 Year, 20 Year, 25 Year, 30 Year columns",Annualized Returns,ceec5af3a054051984bb,1
e71ded8248ec7ef467bd,SRC384,04-quarterly-report,Quarterly_Report,5b264b1fdfd27b2ed84b,3,TABLE,EXECUTIVE SUMMARY,"Figure 3. Pension as of March 31, 2025",ANNUALIZED_RETURNS,Annualized Returns,"3 Year, 5 Year, 10 Year, 15 Year, 20 Year, 25 Year, 30 Year columns",Annualized Returns,a7d739bdeea283a21d50,1
7fd95ad8e1948e2d5bcc,SRC384,04-quarterly-report,Quarterly_Report,5b264b1fdfd27b2ed84b,3,NARRATIVE,EXECUTIVE SUMMARY,EXECUTIVE SUMMARY,PENSION_NET_RETURN,"The one-year net return was six percent, the five-year return was 10.3 percent, the ten-year return was 6.9 percent, the 20-year return was 6.7 percent, and the 30-year return was 8.2 percent.",one-year net return,"before. The one-year net return was six percent, the five-year return was 10.3 percent, the ten-",6f2860bf8b4dd8a2106a,1
34ed8d0e2851f9fa3588,SRC384,04-quarterly-report,Quarterly_Report,b0c58aac76e2f2e890e1,4,TABLE,EXECUTIVE SUMMARY,"Figure 4. Working Capital as of March 31, 2025",ANNUALIZED_RETURNS,Annualized Returns,"3 Year, 5 Year, 10 Year, 15 Year, 20 Year, 25 Year, 30 Year columns of the Total Plan table",Annualized Returns,54beffb63f10a54dec4c,1
4d2480ba1b62f15234e1,SRC384,04-quarterly-report,Quarterly_Report,b0c58aac76e2f2e890e1,4,TABLE,EXECUTIVE SUMMARY,"Figure 4. Working Capital as of March 31, 2025",ANNUALIZED_RETURNS,Annualized Returns,"3 Year, 5 Year, 10 Year, 15 Year, 20 Year, 25 Year, 30 Year columns of the Short Term table",Annualized Returns,2b9b4a771d25d39dec8f,1
7fd37f75d31094e5222e,SRC384,04-quarterly-report,Quarterly_Report,b0c58aac76e2f2e890e1,4,NARRATIVE,EXECUTIVE SUMMARY,EXECUTIVE SUMMARY,STIP_NET_RETURN,"The one-year net return was 4.9 percent, the five-year return was 2.8 percent, the ten-year return was 2.2 percent, the 20-year return was 2.7 percent, the 25-year return was three percent, and 30-year return was 3.6 percent.",one-year net return,"$3 billion in the fiscal year before. The one-year net return was 4.9 percent, the five-year return",20145c1a46cdf777cca2,1
c505c07f20d201cc2255,SRC384,04-quarterly-report,Quarterly_Report,b0c58aac76e2f2e890e1,4,NARRATIVE,EXECUTIVE SUMMARY,EXECUTIVE SUMMARY,TRIP_NET_RETURN,"The one-year net return was 7 percent, the five-year return was 7.8 percent, the ten-year return was 5.3 percent, and the 15-year return was 6.4 percent.",one-year net return,"$9.8 billion in the fiscal year before. The one-year net return was 7 percent, the five-year return",0b0d8e476b3522a2cf76,1
9af436baf62895d20d49,SRC389,03-institutional-report,Institutional_Report,8837b1c185d2909e936d,2,NARRATIVE,Letter from the President & CEO,Letter from the President & CEO,ENDOWMENT,"is comprised of the consolidated investment portfolio, endowed funds held at the University, and certain real estate.",endowment,The endowment is comprised of the consolidated,59cd0900868da007ab85,1
5d2da9fd4d0e2cc0b07e,SRC389,03-institutional-report,Institutional_Report,1eca3fbc133f6ec78349,4,FOOTNOTE,Investment Returns,Investment Returns,BENCHMARK,Target Weighted Index is currently comprised of: 50% Russell 3000 Index 20% MSCI AC World Index ex-US 20% Bloomberg US Aggregate Index 10% HFRI of Funds Index,Benchmark,Benchmark: Target Weighted Index is currently comprised of:,d67920e15d89b2b21bce,1
d2fd92178e1d3356cee6,SRC389,03-institutional-report,Institutional_Report,1eca3fbc133f6ec78349,4,NARRATIVE,INVESTMENT STRATEGY,INVESTMENT STRATEGY,CASH,"is not a strategic asset of the Foundations, but is a residual to the investment process and used to meet short-term liquidity needs.",Cash,"Cash is not a strategic asset of the Foundations, but is a residual to the investment process and",cd25be1cc0af5adbe60f,1
3d43b51754cffd128e55,SRC389,03-institutional-report,Institutional_Report,1eca3fbc133f6ec78349,4,NARRATIVE,INVESTMENT STRATEGY,INVESTMENT STRATEGY,DIVERSIFYING_STRATEGIES,"includes alternative assets generally outside of liquid stocks and bonds, which are additive to the portfolio by providing unique growth exposures or risk reduction. This allocation may include both strategic allocations as well as tactical positions that vary as compelling opportunities arise. Examples of strategic allocations include hedge funds, private capital, and private equity. Examples of tactical positions include Real Assets (REITS, MLPs, energy, etc.) and distressed debt.",Diversifying Strategies,"Diversifying Strategies includes alternative assets generally outside of liquid stocks and bonds,",b0a5ab741bb954024b4c,1
045dbeed47d37986497c,SRC407,06-statements-and-economics,Schedule_Inv,7c2762e8c13c3bd9e05f,8,NARRATIVE,1. ORGANIZATION,1. ORGANIZATION,CO_INVESTMENTS,"refer to direct investments in an operating company by the Fund alongside other investors, often one or more Investment Funds.",,"refer to direct investments in an operating company by the Fund alongside other investors, often one or more Investment Funds.",b3835983dd0d898de43a,1
58244164d0ce25186834,SRC407,06-statements-and-economics,Schedule_Inv,7c2762e8c13c3bd9e05f,8,NARRATIVE,1. ORGANIZATION,1. ORGANIZATION,EARLY_SECONDARY_INVESTMENTS,"or early secondaries, refer to secondary investments made after an Investment Fund has already invested a certain percentage of its capital commitments.",,"or early secondaries, refer to secondary investments made after an Investment Fund has already invested a certain percentage of its capital commitments.",7851c465bcd3e1f0be08,1
86687588d1f92c1808a4,SRC407,06-statements-and-economics,Schedule_Inv,7c2762e8c13c3bd9e05f,8,NARRATIVE,1. ORGANIZATION,1. ORGANIZATION,PRIMARY_INVESTMENTS,"refer to investments in newly established private equity funds, typically sponsored by investment managers with an established investment track record.",,"refer to investments in newly established private equity funds, typically sponsored by investment managers with an established investment track record.",4bea480729dc4ff99a5a,1
3b4b5829849818ae24ee,SRC407,06-statements-and-economics,Schedule_Inv,7c2762e8c13c3bd9e05f,8,NARRATIVE,1. ORGANIZATION,1. ORGANIZATION,SECONDARY_INVESTMENTS,refer to investments in existing Investment Funds that are typically acquired in privately negotiated transactions.,,refer to investments in existing Investment Funds that are typically acquired in privately negotiated transactions.,538d4d43cac4ff574476,1
ad45669222a130c70154,SRC407,06-statements-and-economics,Schedule_Inv,7c2762e8c13c3bd9e05f,8,NARRATIVE,2. SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES,2. SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES,VALUATION_OF_INVESTMENTS,"The Fund follows the provisions of Fair Value Measurement set forth in ASC 820-10, “Fair Value Measurements and Disclosures” (“ASC 820-10”). The Fund has formal valuation policies and procedures (the “Valuation Procedures”), which have been approved by the Board. The Adviser is designated as the Valuation Designee (the “Valuation Designee”) for the Fund pursuant to Rule 2a-5 under the 1940 Act. The Adviser’s fair valuation team is responsible for monitoring developments that may impact fair valued securities. The Board receives valuation reports from the Valuation Designee quarterly, annually and promptly (as necessary in accordance with Rule 2a-5) and determines if the Valuation Procedures are operating as expected and the outcomes are reliable. All investments are recorded at “Fair Value” in good faith. Fair value is based on actual or estimated market value, with special provisions for assets not having readily available market quotations, and for situations in which market quotations are deemed unreliable. The Private Equity Investments that the Fund makes normally do not have readily available market prices. Determining the fair value of Private Equity Investments and other assets requires that judgment be applied to the specific facts and circumstances of each asset while seeking to employ a valuation process that is consistently followed. There is not necessarily a single standard for determining fair value of such assets, and determinations of fair value may involve subjective judgments and estimates. The Fund uses the net asset value (“NAV”) reported by the investment manager of a Private Equity Investment as a practical expedient to determine fair value. If the Valuation Designee determines that the most recent NAV does not represent fair value, if no NAV is reported, or if the NAV is not provided as of the relevant valuation date, a fair value determination is made in accordance with the Valuation Procedures. This may include adjusting the previous NAV with other relevant information available at the time, such as capital activity, market conditions, the application of a Market Adjustment Factor (“MAF”), and events occurring between the investment manager’s valuation date and the Fund’s valuation date. For investments that do not have readily determinable fair values and for which it is not possible to use NAV as a practical expedient, such as certain Direct Investments/Co-Investments, the Valuation Designee will review and value such investments using one or more of the following types of analyses: Market comparable statistics and public trading multiples discounted for illiquidity, minority ownership and/or other factors for investments with similar characteristics. Discounted cash flow analysis, including a terminal value or exit multiple. The cost of the investment, if the cost is determined to best approximate the fair value of the investment. Valuations implied by third-party investment in similar assets or issuers.",,"The Fund follows the provisions of Fair Value Measurement set forth in ASC 820-10, “Fair Value Measurements and Disclosures” (“ASC 820-10”). The Fund has formal valuation policies and procedures (the “Valuation Procedures”), which have been approved by the Board. The Adviser is designated as the Valuation Designee (the “Valuation Designee”) for the Fund pursuant to Rule 2a-5 under the 1940 Act. The Adviser’s fair valuation team is responsible",30086490d7e3e6976296,1
8c13d7f051d097d91e6d,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,FOOTNOTE,PROSPECTUS,UNTITLED_TABLE_1,1,"Apollo Global Securities, LLC (the “Distributor”) acts as principal underwriter for the Fund’s Shares and serves in that capacity on a reasonable best efforts basis, subject to various conditions. The Distributor is not obligated to sell any specific number of shares. Class S2 Shares and Class I2 Shares are or will be continuously offered at a price per share equal to the NAV per share for such class. Each share class will initially be offered at the then-current NAV. Generally, the stated minimum investment by an investor in the Fund is $25,000 with respect to Class S2 Shares and Class I2 Shares. The minimum additional investment in the Fund is $5,000. The Fund may, in its sole discretion, accept investments below these minimums. Investors subscribing through a given broker/dealer or registered investment adviser may have shares aggregated to meet these minimums, so long as initial investments are not less than $25,000 and incremental contributions are not less than $5,000.",,The Distributor is not obligated to sell any specific number of shares.,6189b747e94e43cfbbc3,1
7bb920aabf4a06fe5ba5,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,1940_ACT,"Investment Company Act of 1940, as amended",,"Apollo S3 Private Markets Fund (the “Fund”) is a Delaware statutory trust registered under the Investment Company Act of 1940, as amended (the “1940 Act”),",c47ee03d5099b2dd362b,1
78d9fe355f1ca77c7c6a,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,FOOTNOTE,PROSPECTUS,UNTITLED_TABLE_1,2,"No upfront sales load will be paid with respect to Class S2 Shares or Class I2 Shares, however, if you buy Class S2 Shares through certain financial intermediaries, they may directly charge you transaction or other fees, including upfront placement fees or brokerage commissions, in such amount as they may determine, provided that financial intermediaries limit such charges to a 3.5% cap on NAV for Class S2 Shares. Transaction fees or other fees assessed by a financial intermediary on Class S2 Shares are not reflected in the fee table and examples. Financial intermediaries will not charge such fees on Class I2 Shares. Your financial intermediary may impose additional charges when you purchase Shares of the Fund. Please consult your financial intermediary for additional information.",,provided that financial intermediaries limit such charges to a 3.5% cap on NAV for Class S2 Shares.,2c4fae9b2468f6330f16,1
8e6066ea017d6febf778,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,FOOTNOTE,PROSPECTUS,UNTITLED_TABLE_1,3,"The table assumes that all shares are sold in the primary offering, with 1/2 of the gross offering proceeds from the sale of Class S2 shares and 1/2 from the sale of Class I2 shares. The number of shares of each class sold and the relative proportions in which the classes of shares are sold are uncertain and may differ significantly from this assumption.",,"The table assumes that all shares are sold in the primary offering, with 1/2 of the gross offering proceeds from the sale of Class S2 shares and 1/2 from the sale of Class I2 shares.",ea3e52c98e57c923af11,1
567b1dc63fef86bae13c,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,ADVISER,"Apollo S3 RIC Management, L.P.",,Fund’s investment adviser (the “Adviser”) and will be responsible for making investment decisions for the Fund’s portfolio.,b85b34a7b7e4be366f0a,1
8552d75afaa52e55ff33,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,BOARD,Fund’s Board of Trustees,,Shares may be offered more or less frequently as determined by the Fund’s Board of Trustees (the “Board”) in its sole discretion.,981b2f1fe0a69d0ac3f1,1
7f9ccdb3fa9e5ff998da,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,CO_INVESTMENTS,"direct or indirect investments in the equity and/or credit of private companies, alongside private market funds and/or other private market firms",,"(ii) direct or indirect investments in the equity and/or credit of private companies, alongside private market funds and/or other private market firms (“Co-Investments”);",7089284394282eb59053,1
064a83c78ac9c52e8488,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,DISTRIBUTOR,"Apollo Global Securities, LLC",,"Apollo Global Securities, LLC (the “Distributor”) acts as principal underwriter for the Fund’s Shares and serves in that capacity on a reasonable best efforts basis, subject to various conditions.",71042115afee39f22e43,1
386171c6d33e9ed171a7,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,ETFS,exchange traded funds,,"To manage the liquidity of its investment portfolio, the Fund also intends to invest a portion of its assets in a portfolio of liquid assets (“Liquid Assets”), including cash and/or cash equivalents, liquid fixed income securities and other credit instruments, and other investment companies, including money market funds and exchange traded funds (“ETFs”).",a81b3708a6539a03d605,1
938b30a601ea85d5181b,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,FUND,"is a Delaware statutory trust registered under the Investment Company Act of 1940, as amended (the “1940 Act”), as a non-diversified, closed-end management investment company with limited operating history.",,"Apollo S3 Private Markets Fund (the “Fund”) is a Delaware statutory trust registered under the Investment Company Act of 1940, as amended (the “1940 Act”), as a non-diversified, closed-end management investment company with limited operating history.",9a5620e1e688ca8ef417,1
3b23b9d1edc1dcbd8574,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,LIQUID_ASSETS,"cash and/or cash equivalents, liquid fixed income securities and other credit instruments, and other investment companies, including money market funds and exchange traded funds (“ETFs”).",,"To manage the liquidity of its investment portfolio, the Fund also intends to invest a portion of its assets in a portfolio of liquid assets (“Liquid Assets”), including cash and/or cash equivalents, liquid fixed income securities and other credit instruments, and other investment companies, including money market funds and exchange traded funds (“ETFs”).",0b0231d1c54ce0b7f067,1
a2c8f01aced9c769ce2e,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,NAV,net asset value,,"The Shares will generally be offered on the first business day of each month at the net asset value (“NAV”) per Share on that day,",4aa77d996f6d139826b5,1
4361caa2033290f1a50c,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,NON_TRADITIONAL_SECONDARY_INVESTMENTS,"investments in existing private investments and/or assets of or from a Portfolio Fund(s), often requiring a bespoke structure that may include the creation of new vehicles or securities",,"and/or (b) investments in existing private investments and/or assets of or from a Portfolio Fund(s), often requiring a bespoke structure that may include the creation of new vehicles or securities (“Non-Traditional Secondary Investments”",67ef257d7df2e7a93034,1
9d7942b3bb8b1560bb9a,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,PORTFOLIO_FUNDS,private markets funds managed by various unaffiliated asset managers,,The Fund’s investment exposure to these strategies is implemented via a variety of investment types that include: (i) investments in private markets funds managed by various unaffiliated asset managers (“Portfolio Funds”) acquired in privately negotiated transactions,371201e249eea0f1842f,1
8018d28d09ef9f282817,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,PRIMARIES,Primary Investments,,and (iii) primary investments in newly formed Portfolio Funds (“Primary Investments” or “Primaries”).,f9d6138cf500b0d379c3,1
008c17565e26806dc479,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,PRIMARY_INVESTMENTS,primary investments in newly formed Portfolio Funds,,and (iii) primary investments in newly formed Portfolio Funds (“Primary Investments” or “Primaries”).,7cd66d569a9c6676a75b,1
200af0143bf57bf93039,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,PRIVATE_MARKET_INVESTMENTS,"private equity, private credit and other private assets",,"The Fund’s investment objective is to seek to provide long-term capital appreciation. In pursuing its investment objective, the Fund intends to invest in a portfolio of private equity, private credit and other private assets (collectively, “private market investments”).",13203297eb08c1428c63,1
da422fd7bd6af8132427,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,PROSPECTUS,this prospectus,,This prospectus (the “Prospectus”) applies to the offering of two separate classes of shares of beneficial interest in the Fund (“Shares”) designated as Class S2 and Class I2 Shares.,79d136fc78795774829e,1
18994d6e8e96f5670775,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,SECONDARIES,Secondary Investments,,"and/or (b) investments in existing private investments and/or assets of or from a Portfolio Fund(s), often requiring a bespoke structure that may include the creation of new vehicles or securities (“Non-Traditional Secondary Investments” and, together with Traditional Secondary Investments, “Secondary Investments” or “Secondaries”);",4abb95eccfe02a2f5a67,1
c090e540467824bd75f8,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,SECONDARY_INVESTMENTS,Traditional Secondary Investments and Non-Traditional Secondary Investments,,"and/or (b) investments in existing private investments and/or assets of or from a Portfolio Fund(s), often requiring a bespoke structure that may include the creation of new vehicles or securities (“Non-Traditional Secondary Investments” and, together with Traditional Secondary Investments, “Secondary Investments” or “Secondaries”);",bf6394ee7dc2af5b41fb,1
e105f99b7205768e6df1,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,SHAREHOLDER,a shareholder of the Fund,,No person who is admitted as a shareholder of the Fund (a “Shareholder”) will have the right to require the Fund to redeem its Shares.,d54e7bda450e7108b594,1
e73894be587240920b5a,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,SHARES,shares of beneficial interest in the Fund,,This prospectus (the “Prospectus”) applies to the offering of two separate classes of shares of beneficial interest in the Fund (“Shares”) designated as Class S2 and Class I2 Shares.,41fc990cf94b8df8d5e4,1
0667efcd4e2e844fb3f2,SRC421,05-fund-legal-docs,PPM,d5c6d3141a01dab34fe7,2,NARRATIVE,PROSPECTUS,PROSPECTUS,TRADITIONAL_SECONDARY_INVESTMENTS,investments in these Portfolio Funds acquired in privately negotiated transactions from pre-existing investors in these Portfolio Funds,,"investments in private markets funds managed by various unaffiliated asset managers (“Portfolio Funds”) acquired in privately negotiated transactions (a) from pre-existing investors in these Portfolio Funds (“Traditional Secondary Investments”),",ef6c25a72c9f3dd68424,1
d7b3b129c13f27d3c208,SRC421,05-fund-legal-docs,PPM,04e0317636e65bf945cd,3,NARRATIVE,PROSPECTUS,PROSPECTUS,ACCREDITED_INVESTORS_P3,"eligible investors that are accredited investors as defined in Section 501(a) of Regulation D under the Securities Act of 1933, as amended",,"Investments in the Fund may be made only by eligible investors that are “accredited investors” as defined in Section 501(a) of Regulation D under the Securities Act of 1933, as amended.",6c81ecb6542d57109482,1
1ae22d95c818b38ccc3c,SRC421,05-fund-legal-docs,PPM,04e0317636e65bf945cd,3,NARRATIVE,PROSPECTUS,PROSPECTUS,SAI,Statement of Additional Information,,"A Statement of Additional Information (the “SAI”), dated April 11, 2025, containing additional information about the Fund,",77ecc759764f22d27217,1
2e34372955cd14866dd8,SRC421,05-fund-legal-docs,PPM,04e0317636e65bf945cd,3,NARRATIVE,PROSPECTUS,PROSPECTUS,SEC_P3,U.S. Securities and Exchange Commission,,An affiliate that is under common control with the Adviser has received an exemptive order from the U.S. Securities and Exchange Commission (the “SEC”) that permits the Fund to offer multiple classes of shares.,b667465374466726eb36,1
02f32bf5a0a0efed1e7d,SRC421,05-fund-legal-docs,PPM,04e0317636e65bf945cd,3,NARRATIVE,PROSPECTUS,PROSPECTUS,SHAREHOLDER_REPORTS,Annual and Semi-Annual Reports to Shareholders,,"You may request a free copy of the SAI, as well as free copies of the Fund’s Annual and Semi-Annual Reports to Shareholders (“Shareholder Reports”), when available,",121c7fc84cd5d7970569,1
