path,entry_type,size_bytes,sha256,repository_policy,local_readme,role
data/documents/pdf/Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.pdf,file,2112260,fa1e1636988b781f4fdded412a39dfe287dbfaa7fcd4ef4cc1b8894f500aac59,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.pdf,file,1931152,222cc5b5aae04250c0b7d45296f9f4a78a9391d13a474ef088fd6a13f63a3664,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.pdf,file,6748194,c950f1c70ae06905dcd477ddf3a2a2d0c6d495d6543947875ffdb0d728e7833c,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_Adjusted_Ending_Value_TVPI_DPI_RVPI_Jun2018.pdf,file,470275,28a12c60907a55acacc26e329483db1d144019aec7e39a5578e1b92c7247b922,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_Benchmarking_Direct_Alpha_PME_Jun2018.pdf,file,650525,9cd2d95eee49f0d26b12fd6653d86ee327f5a6a1c1f3408933643c82eb1b3c39,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_Direct_Alpha_Buyout_Funds_2017.pdf,file,452905,f55e9b022280fc5fc85dbde7d25023acb0d980da38c1c3f193f2f7012dbbb284,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_PEVCPD_Partnership_Data_20130331.pdf,file,359425,f7782606d010266526d2b804b20768b4f3d9f43d84cf64f24260b09d6cb2a15e,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_PEVCPD_Partnership_Data_20141231.pdf,file,392940,4e6f889380266f7e4fae64e16b7fd0960ea158a55482af666905a86a8e6b8b2a,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_PEVCPD_Partnership_Data_20150930.pdf,file,403705,bcde1fc51af4f62fa70c0199743022951b500a4db41b1a0d11a954c8f1910c0d,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_PEVCPD_PEI_Partnership_Data_4Q2015.pdf,file,396406,c03318ec4503165bad6f5a509597bb1a70ca9419c49b575c206f92ec82268fcd,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_PEVCSS_PEIP_Partnership_Data_4Q2016.pdf,file,393259,06f54f8366891d63dd3a42b523378142e0dfbf76df0c33e89898fc5da6e178c3,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_Private_Markets_Combined_Portfolio_Report_Q3_2025.pdf,file,518410,805433cff7d6ec774437aa6c6731469f950d29b35190ad4bc15ce038030177af,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_Real_Estate_Partnership_Data_1Q2013.pdf,file,434170,fde9e0dd3799b600518c25fbe1eaea55e6c7fccb2051784afb35151ed531c67f,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_PSERS_Real_Estate_Partnership_Data_3Q2017.pdf,file,306067,134f757122a525cdd8473a16ffe8be184883046c79e6ce9cbcdf7c7d8f827300,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Quincy_Retirement_System_Board_Meeting_Materials_May2025.pdf,file,1234676,5712bd79350a4cb01037d019c451750a8344f8921b54fba7a02131e388de5af0,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Rhode_Island_ERSRI_SIC_Monthly_Feb2026.pdf,file,16384372,90674a69c4f8f56596c1133b9229cda1826a260fa336fc87b393a4cb944bce8b,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.pdf,file,1370345,089f6ffccf1a04983b94d76bc65a827363a81a338d56ec8be25c76f57028af2d,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_San_Jose_Federated_Private_Markets_Q2_2017.pdf,file,1783982,e3a31eb81727380ac37ef76be19cf659dd79e5a4e38e2f745ac0422a3665cb44,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_San_Jose_Police_Fire_Private_Markets_Q4_2015.pdf,file,1563384,380d611c624e6c3b174f1022706162b9f992f0310ac167d06d67df4af7af2fa0,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.pdf,file,9527978,0fce9ddddb2c46d4b656e8054aab17a49b5a251a668af6d08ed848d77d1e5389,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.pdf,file,900485,fe5e91e7854de5a20ef458b45b1d42914a87b9299cc7ff198ff4f2d93fbb0f7e,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_SERS_Ohio_Quarterly_Alternative_Investment_Q2_2023.pdf,file,944770,9266befcabedec6cc5ba0882f5235c7fae9584eb51133f90c08420d2b607a2c4,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_SFERS_Private_Credit_Annual_Update_Jul2025.pdf,file,4843086,c5840b24daf26e5be70a821b3ef73d5d3f97177047e1b7e9ab0ffdeda18129e0,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_SFERS_Private_Equity_Update_2025.pdf,file,2099240,50fe042ee4d5d9e2d6181a33f1860fb5b50e0884ba37ec1b9c65ad81361b0b52,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_SREIT_Fact_Sheet_Aug2025.pdf,file,957416,16f9f3425a2fb4f841c7b9a1e1cf9fe8ab533f8323c7f6e96c93bb3ddc28b409,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_SREIT_Stockholder_Update_Apr2026.pdf,file,281665,87c9c964fe49de6b1c24db4c4a603faa3c79cb6811f992111c77ea1f404b92f8,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Temasek_Review_2025_Highlights.pdf,file,6097321,e3b4423f4ecaf274fbd42cb4667c3040dd234764730ca90703a6eee1a194a0ee,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Tennessee_TCRS_ACFR_Investment_Section_FY2025.pdf,file,382091,0f2d0bcafa3bd3bfb8ae0c96fb1a80283690647b81637cbcf61e97567ebd504d,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf,file,672762,716c4cd4fd7a858213434d9f93524c76887f038e85ab0bdae8af7a583ee165ab,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Texas_ERS_PRB_Annual_Report_2023.pdf,file,1215429,bba64bb3a88cf3c6d5c0c5897df35e70a1cd8a51476dff97df03037573e91afb,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.pdf,file,573414,dadb69f6b7d04dc2241c4bd733fd0284a3e614a6f24fdb7488ebb55c510f651d,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Texas_TRS_IMD_Board_Book_Apr2026.pdf,file,5112614,06683cb4598f806a694461ffbe6c9ebc327ae94bd3d5e171f25d8dc89914fb26,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.pdf,file,378488,b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_University_of_California_Annual_Endowment_Report_FY2015.pdf,file,2172196,149cd3d67615565228faf30b639efd402d68f303856af662088cc57ac5c5ace0,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_University_of_California_Annual_Endowment_Report_FY2025.pdf,file,766658,7c3dd566d3f86db1db433ab924390a45eb36f7dbbac7dc510558e9f4d31d499a,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_University_of_Michigan_Endowment_Fund_Profile_Jun2024.pdf,file,362805,37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.pdf,file,957055,9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_USS_Investment_Builder_Quarterly_Report.pdf,file,1840304,4ac8fc367a2ba68bcc106f3fbe8261e379d5b203c809895abc935ded32f197c5,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_UTIMCO_Annual_Report_2025.pdf,file,16672200,9a7638e5c13c06b55e9dc45fa0797149fe4607b5cd951bbf873d2d89e1b1cd89,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_UTIMCO_PUF_GEF_Investment_Performance_FY2025_Aug31.pdf,file,310723,9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.pdf,file,350948,f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_UWM_Foundation_Annual_Report_2024.pdf,file,1486997,5025e6baed9b1d8bb89b3f6d859aaa020b5a2e583941e033c604c8cea3d27079,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_Virginia_VRS_IAC_Materials_Aug2025.pdf,file,6895774,e2f5495d8391b73ec6bc46e4f286570368f34a3a2cffabd48778104f2f0e3c3d,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_WSIB_Private_Equity_Portfolio_Overview.pdf,file,896777,4ca2b81c27596220a6234a1dfeeaeddf025fe388a72ca854a1ebd0b4cc9648d7,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_WSIB_Quarterly_Investment_Report_Dec2024.pdf,file,569062,b87811265bb78d4045bb0e4e56c5f2f1243d8c45c640a1994585a46be61d60a9,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Performance_WSIB_Quarterly_Investment_Report_Jun2025.pdf,file,877446,c8fb2419bad80b527425274cbe825c5c67608f30db5cc23931921d39c6dff50e,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/PPM_Apollo_S3_Private_Markets_Fund_Prospectus.pdf,file,1003914,8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/PPM_Blackcommerce_LLC_SEC_EDGAR.pdf,file,1730258,873bcaeea6eeeff2fa7d5eb2a101091c03a54077588a9ea129e7476bf006c6eb,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/PPM_Fundsmith_Equity_Fund.pdf,file,681842,079892c6d2772e3e036464e4686ee8bfbe0eff51ab8c7deeda545f365d5ea203,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/PPM_RockStep_Hometown_America_Fund_I.pdf,file,587422,3a5101ffe266260aa91941413bd52948ddef264c1c726f024bd40a485997e4f4,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/PPM_Worcester_Fund_LLC.pdf,file,709772,b0799aab9ffd44e2dfe654bf8c1d583999bfb1b19eda37568bc818a87bf57960,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_ASKIA_PSERS_2017Q4_FOIA.pdf,file,369396,a132fa79fc79b16fdfb62b66f69843593f0c0bd4299aefd78ac4b5a1e51c97ae,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.pdf,file,2321173,4cea013d935981d0c8371444cf005958abfef3ef109412cf1c6c5b34c286c794,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_JLLIPT_10Q_3Q2025.pdf,file,1000799,8dee0f65d3218e3621cbb8ef54271f2c0e05ce383bb7316abb8ea4b67480ad50,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.pdf,file,6902240,bdf648da8f900784205235028a307429f1dd082f4bb067030dae9a899655c669,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1.pdf,file,900423,46e26ff3c7611aae4f2ac79e949c75e7e68a22f799f081e917faeb85575769e0,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.pdf,file,15735100,8eae342a2d56cdb7bea5fa700183217e1a519c991ae9dc82297dc23815c73cfb,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_Oregon_PERS_OPERF_Real_Estate_Q4_2024.pdf,file,179921,504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.pdf,file,2833186,fcc31f95b2d23f3fa2696f7a998e3561233bc5f65b182c7a29edff1258be2266,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.pdf,file,1180479,83b5fdf3cf7fc8b54c3f81b7586152ad89badcc2f93d2230223eef241343ae4a,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.pdf,file,981310,b89538bc4e7831995c29c4a941c901f00fb0c09e935b8bc647bd7483411d86b3,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_Pantheon_Infrastructure_And_PE_Portfolio_Northumberland_FOI_2019.pdf,file,3196008,e5fe0efdc2910336cb38e4f820ee2fc241ebaa7f96846ea613517cee0d59b91a,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_Partners_Group_Private_Equity_Interim_Jun2024.pdf,file,7073366,0fa0c7c17cbd79f37d8603c4674b63f003daa4b1622fe355881604a99f56942a,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_PSERS_Real_Estate_2Q17_FOIA.pdf,file,420295,9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.pdf,file,10172733,ce87d8216de9d467b96481752b62bdfdc02cee5aa43f4098fe2498ba390bfa00,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/README.md,file,222,510235b436a54f806b348bad49d349abd5846fe44d85305925ef664d627a97dd,TRACK,data/documents/pdf/README.md,Folder guide and direct inventory.
data/documents/pdf/Regulatory_Ford_Foundation_Form_990PF_2024.pdf,file,3590894,c8aa67d0cbff0f3971df115a168ab1297e02aa46bec96aad1ed2684f4155f894,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Regulatory_Hewlett_Foundation_Form_990PF_2023.pdf,file,3117879,80b5d057e4f87c9356a6b0a10d7b3ccbdca74c31bd79147172a7a709c08c2632,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Regulatory_Packard_Foundation_Form_990PF_2023.pdf,file,534120,8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Regulatory_SEC_Form_13F_Institutional_Manager_Holdings.pdf,file,243351,ba6065b13267d105fd49f7a47eb24962ad4755cd2dee8d445331432ab1e4ed42,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Regulatory_SEC_Form_N_PORT_Monthly_Portfolio_Holdings.pdf,file,283472,f953af594dee58522fc3e9fe92b9872aedce5e59a2a954281aa4fbb6d3ded2cf,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Regulatory_Sloan_Foundation_Form_990PF_2024.pdf,file,585639,09988d6076ccc464ddaaaef3eea88e6c3eae0347ce46a9cf919cfcd47b485140,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.pdf,file,706250,6ceda55812963072741f213ae054a6922cb23187c8ebc6336ce5269968478ec9,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_Border_To_Coast_Climate_Change_Report_FY2025.pdf,file,20594571,7a681992e6afb4eb024df3d939e6026d67b34ce222584b4737ffa9c30decd983,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf,file,3699483,70a686626584fe82f95a73323002e0c9d8edb76b36fe6a9a3cdbf51b386670d8,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_Colorado_PERA_Investment_Committee_Materials_Nov2025.pdf,file,5256061,b52f84f0b46afb7ea40038379aaee8956147396352bac70b66254ba48a824022,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_Glass_Lewis_Proxy_Season_Review_2017_PSERS.pdf,file,873229,5cc8128360b5ed8c4cc0ad7d9f9b52cb19de87d105ed8a745ffd0db6e53373e3,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf,file,240111,dfefd35f955cd4413210edc9e1f777e431caff411787b348aa80feca48f97cfc,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_LACERA_CIO_Monthly_Report_May2021.pdf,file,2138707,cb714c621a995ac1e577af43f6fd914857c3e98d676493c342d448215bbadab8,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_NBIM_GPFG_Responsible_Investment_2025.pdf,file,4770789,8cf7502e360a3b9c6cb080f9fbd8fb54c6fba08022057e6cf7d3803e2540ce81,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026.pdf,file,1382841,929576d838b369d272c0a18a107fa3e968419f1b7e9f1f063f88d6be101cefab,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf,file,139610,5c03d8f73453f799cd0bff82f0d4a880e783247918a72dd35e8cdd352a6d2a50,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_NZ_Super_Fund_Stewardship_Report_2025.pdf,file,1665717,515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_USS_Governance_Supplement_FY2025.pdf,file,337424,4f064e09a6d0e0b61d9ca94b0bb018d87e3d3c2a9b212c31463dd4f4b33d7150,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf,file,648063,b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.pdf,file,311696,bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Schedule_Inv_AB_Private_Credit_Investors_Corp_ARS_FY2025.pdf,file,1774589,74cb5a94a498dd97f6b6ec5784c545e11f3a1fc84ca300a08000eaaeb20aa61e,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Schedule_Inv_AB_Private_Lending_Fund_ARS_FY2025.pdf,file,681013,c73c3bd34ac2b3c82b5f569f43be6710cd4838b8f77b03a44cdc089b7fb6421d,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2023.pdf,file,1687552,589d697ad450735b0a284a4cdd7af67070b352eecf39c12cde5deed91fe0e85e,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2024.pdf,file,1737685,a3c58bd89f1958d2e3df28bd1355127a1b2604e72934682252bf81e4cb07afb9,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Schedule_Inv_AMG_Pantheon_Credit_Solutions_SemiAnnual_Sep2024.pdf,file,208698,d9bf3b0ce25787d92e726d76ff12584e38d7b2d572c5a1f58962d0b88d4443de,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2023Mar.pdf,file,859818,e86d0f49a8887a2753bc662ac6a7a8f2996fb300191002ace0f1c51b7813177a,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Schedule_Inv_AMG_Pantheon_Fund_Annual_FY2024Mar.pdf,file,1111123,80355ea3161280a6275b13e55456fe5b4271f6aeda328143a337a608b8f1f64e,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf,file,2606560,05b6f9bfa6f7d587f622985e3e88f664817b2e8a8ee18e64b12279c63a70dca6,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2025.pdf,file,1638130,ab2da3ec11206a4ab7c061aded1026d5f93e2dc38e87626bb14c7b9bad3eb5bc,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Schedule_Inv_Apollo_Realty_Income_Solutions_Annual_Report_FY2024.pdf,file,2456487,6b9d57285460e85cc261de901db7fbbbd4a4d11f18e145ebe7a0601af7b6ec7d,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
