holding_id,document_id,route,page_id,source_page,source_table,holding_label,holding_alias_id,holding_entity_id,subject_type,source_occurrence,as_of_date_raw,as_of_date,currency,unit_scale,unit_scale_multiplier,fair_value,market_value,cost,notional_amount,quantity,portfolio_weight,interest_rate,maturity_date_raw,observation_ids,observation_count,collision_note
ce72a738d92067b83913,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Halifax Capital Partners V, L.P.",bfdae86e305053bd2123,FUND_0582,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1172921,,695170,,,,,,f23b60ae1ddf00247d62;60af7a96f1647ad30bf5,2,
ec173e57624ac4167cf5,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Hellman & Friedman Capital Partners IX (Parallel), L.P.",4eccfecb7c88826571bb,FUND_0619,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,3351435,,1831379,,,,,,a552a953785af34b2a55;0c58478b9d142e2bad83,2,
0dc079303f7951edef41,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Hellman & Friedman Capital Partners X (Parallel), L.P.",4ddd1f8fb7e7359d6a9b,FUND_0622,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,5400761,,4496035,,,,,,395662d55a351cb21410;5c76f556e5dfa4f479af,2,
10d1d6dcc3dc69e0df05,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Hellman & Friedman Capital Partners XI (Parallel), L.P.",ec8d6fd54878a446b872,FUND_0623,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,-12774,,,,,,,,1c719cb705ae02fab3f8,1,
101ebc20ed4288ee5d00,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"HighVista Private Equity VIII (Offshore), L.P.",74d8da2a24c162519d4a,FUND_0629,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,3388113,,2281286,,,,,,dcbc5a8131f12b2e1a3d;d8721fdca8253d525ff4,2,
4ebbc5a999908b875982,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Insight Partners (Cayman) XII Buyout Annex Fund, L.P.",e998ca981d501d75f349,FUND_0651,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,6003529,,4690000,,,,,,b8a9b9287d5e8a17a57c;ab271179a222a29c37f9,2,
3692cf482bfc7c3fc190,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Investcorp Aspen Offshore Fund, L.P.",4df5533601ff11e828a4,FUND_0668,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,11279219,,3990815,,,,,,b03257f2ed79a89377fe;7168191a2f8427916ba4,2,
9b0d5ed8a2fda41d0307,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Ironsides Offshore Direct Investment Fund V, L.P.",5f126658c1c1f69cbdd3,FUND_0670,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,3340820,,2125306,,,,,,29048fda7133fa744400;5737a3206014110807f3,2,
bd4629bb85151e0adb2c,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"L Catterton IX, L.P.",4f2b735a6d72a214a8e9,FUND_0689,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,6927171,,6707106,,,,,,43f0c64afe1505b2857f;80661cf19171da297713,2,
4293003c8fe8d555afe4,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Merit Mezzanine Fund VI, L.P.",e332c485eb31ba543bdc,FUND_0745,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1535422,,1737132,,,,,,3bef35c5f6ba706369f3;4296b559d59cd4209d43,2,
dc2f9421ed664be42d95,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,NB Credit Opportunities II Cayman Feeder LP,da06a16b1cc44eba65a6,FUND_0753,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,14899927,,11871499,,,,,,e9f42c9a97f8b17f485e;381732d9461f8d7012c8,2,
6d8efa05090c157b6284,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Norwest Mezzanine Partners V-A, LP",99651f1543fc1006c2f0,FUND_0781,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,3973347,,4193650,,,,,,f1240f1025faaf28a734;952f3fc32fe80dec26d8,2,
e3ed70611fabc89e10dd,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"OceanSound Partners Fund, LP",f66dc42c47fd17e22627,FUND_0789,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,10287010,,6473677,,,,,,5335ebf6a61da6783c6b;d94c84c3479165f87663,2,
a320ffa9265694b6fdc4,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"OceanSound SMX Rollover AIV, L.P.",b180f7fc735671f77791,FUND_0790,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,3873983,,2662172,,,,,,db53382e726529b26db4;0089d5dde58a2bb364a5,2,
fcfab3fa6aebf51140d4,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Primary Investments,d7d07809547b03746fc5,,portfolio,1,"December 31, 2025",2025-12-31,,absolute,1,,,,,,5.07,,,c0ef47b17eb7104888d7,1,
dbd34d17aae0cc210ef0,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Providence Equity Partners IX-A S.C.Sp.,88f155e64d1de51780f1,FUND_0826,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,5224785,,4623984,,,,,,9f6bb7b226a91e0eb9b8;01008100b701fd7bc892,2,
47593b71280e327d6600,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Roark Capital Partners II Sidecar LP,24ae39bf82d1b0d0659f,FUND_0856,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1754471,,933495,,,,,,cda7a0b3ced57f96c5c2;cbcca54846cb278d198e,2,
c10de03e97794df49329,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Roark Capital Partners V (TE) LP,501a7b8e9ee26573c325,FUND_0860,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,7126621,,4483135,,,,,,74fdc10097931ad9a3c5;51ad4a18d299380aff67,2,
832cfa06093aa36d8bd5,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Roark Capital Partners VI (TE) LP,7fc7a6a23736a50cd9e4,FUND_0861,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,4483259,,2916404,,,,,,330ad9c8b979c31954e6;6b42c37a3e7bc36a48ce,2,
a8db4a5e391abc8f2a0a,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Solamere Capital AF V, LP",b77ca21032cdb905ba36,FUND_0906,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,854369,,854369,,,,,,47c8ddb0b77216f9a78d;6d296f06c624f7409970,2,
ea835c62add18c539fac,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Solamere Series IV Leaders Fund, LP",26d629eb45a3228e8953,FUND_0907,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,2237632,,2155885,,,,,,7caae474cd1aa57cba40;937012a5c1c966c69001,2,
86ee9aa4f040e8de0f46,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Sorenson Capital Partners IV-B, L.P.",be5ded411df2e826dfaf,FUND_0909,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,8263584,,6411105,,,,,,aba2b61e0f80158757ad;f58f0264427eee1b2487,2,
8fa3f41837ead1b84367,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"TA XIV-B, L.P.",1597dda95d8371fc59c7,FUND_0934,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,5043631,,4402831,,,,,,3ebc4f5265f52a23ec54;edf3c21408da47e5b955,2,
d27352cb1fca262b0406,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"TA XV-B, L.P.",4aa296198f807263b554,FUND_0935,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1697613,,1800000,,,,,,b0978bf763f702294559;d08c18dfa5723c78d1aa,2,
ff1e2ee5530bbe9e708c,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"The Veritas Capital Fund VII, L.P.",049bbd5e88053875e11f,FUND_0951,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,4155321,,2921282,,,,,,77ccab5b44a8eb10aca4;2358189610ecf37626be,2,
27830042f3c9d496a497,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"The Veritas Capital Fund VIII, L.P.",987c54aa8d384f5c484e,FUND_0952,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,8183875,,6447228,,,,,,e8e9aa75d9397db0f17a;7bce4cb3cce49122e8bb,2,
940ec0bd0a04c8404f5d,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Thoma Bravo Explore Fund II-A, L.P.",de63b011a8d8b018f132,FUND_0953,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1225081,,1311644,,,,,,b5f465b06af06b0b6b15;e7cee26d6724d5871fd5,2,
e0f3c99c0c3678f95d5f,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Thoma Bravo Fund XV-A, L.P.",fc3a1c71d25e13b5ea0a,FUND_0955,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,5997322,,4522041,,,,,,44786ad74faf0f1e4a48;dda2830330636c684758,2,
514639b367a3f06953ab,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Total Direct Investments/Co-Investments,ec51cc68dfe307c8c820,,portfolio,1,"December 31, 2025",2025-12-31,USD,absolute,1,29956673,,22705976,,,,,,fc7b7ce1aa9a0f1d0da8;0e92519f2be08467f2b3,2,
f559e7b77bf22b938313,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Total Early Secondary Investments,d5d1d929b0d4184a520f,,portfolio,1,"December 31, 2025",2025-12-31,USD,absolute,1,98860784,,72882047,,,,,,68e4f854d116c4964484;d90cc62d89b638961bf7,2,
58fe285923d538b0a0dd,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Total Primary Investments,35e82ffbba415ae1a17d,,portfolio,1,"December 31, 2025",2025-12-31,USD,absolute,1,94583260,,78983729,,,,,,97c0f6be6bc7dde57584;25b401b43c93693d2e0f,2,
b3df685986dfb69ad13d,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Triton Fund 6 SCSp,70d0b6a3738c65e95bbe,FUND_0975,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,558746,,226433,,,,,,2bbb5150e923a2406a25;566d157709979bade51c,2,
940cc54cd89fb67bd5fc,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"VSS Structured Capital Parallel III, L.P.",585b24374669ec8978d8,FUND_0990,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,2810624,,2973298,,,,,,1edc9ae84dd5fdfb60eb;bb1be79544bdb050fddc,2,
e011f7382d4528d9d791,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Valeas Capital Partners Fund I-A LP,492ec5bb8bb0c1c41bbf,FUND_0980,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,25996295,,14426343,,,,,,681c615972db6d5f2137;99dd592fa420ec1683c1,2,
77c2c6e978c714d6abf9,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Vector Capital VI, L.P.",38ac0385107b23b2f916,FUND_0982,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,4214203,,4317063,,,,,,1c0b68a37ed5f1c51c25;e06261d87ed3391e8c4b,2,
6c85ad87fdd179457c3a,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Vista Equity Partners Fund VIII-A, L.P.",94874c7e3b2861754c95,FUND_0987,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,2332344,,1792488,,,,,,5c1782403900b16ba289;147702f5981464f7b1f1,2,
a17867c116f7f735c3f3,SRC407,06-statements-and-economics,96bbb06c58a34ad70e14,11,UNTITLED_TABLE_1,Equity Forward Contract,2c7025fbd8931aadc2ed,CO_0012,investment,1,"December 31, 2025",2025-12-31,USD,absolute,1,1779194,,,,,,,,0e26e2931fa5e971dc63;53fa47808dda027a79bc,2,second printed value ignored: fair_value=Total
e4d356ec06dfd7115f40,SRC407,06-statements-and-economics,96bbb06c58a34ad70e14,11,UNTITLED_TABLE_1,Foreign Currency Forward Contract,3b2cbeb8693883fe3d38,CO_0016,investment,1,"December 31, 2025",2025-12-31,USD,absolute,1,1518309,,,,,,,,e6b6241d37d215556988;ec4cad831e45f376a228,2,second printed value ignored: fair_value=Total
2914b2977bbc470c68cb,SRC407,06-statements-and-economics,96bbb06c58a34ad70e14,11,UNTITLED_TABLE_1,Money Market Funds,fa23dc04e74fda02a413,,portfolio,1,"December 31, 2025",2025-12-31,USD,absolute,1,100983004,,,,,,,,d880fbcbb863bab01438;e05d1455feae1fbae7e4,2,second printed value ignored: fair_value=Total
227cd2b331dcb59da7d1,SRC407,06-statements-and-economics,96bbb06c58a34ad70e14,11,UNTITLED_TABLE_1,Total,6e8e0d3968051636faf5,,portfolio,1,"December 31, 2025",2025-12-31,USD,absolute,1,100983004,,,,,,,,a11a4aa6b46387a99c66;f3dab12ba949d2eb9247;744e36084fa9f2a0f6f1,3,"second printed value ignored: fair_value=Level 2 - Other Significant Observable Inputs, fair_value=Total"
9075b27f05e09e4d4f62,SRC407,06-statements-and-economics,96bbb06c58a34ad70e14,11,UNTITLED_TABLE_1,Total Investments in Securities,dcf8ad8229e66ecfe6c6,,portfolio,1,"December 31, 2025",2025-12-31,USD,absolute,1,100983004,,,,,,,,3497bcd9c07deaf63949;afd75e9a7b109f05edc7,2,second printed value ignored: fair_value=Total
48dfef4f253fb66af723,SRC407,06-statements-and-economics,96bbb06c58a34ad70e14,11,UNTITLED_TABLE_1,Total Other Investments,ae1e25e0d4ae7925e4ce,,portfolio,1,"December 31, 2025",2025-12-31,USD,absolute,1,260885,,,,,,,,604d74f23b8557aca6fb;80bdefa61685df543b62,2,second printed value ignored: fair_value=Total
b405049a8cc22014e880,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"ABS Capital Partners VII Offshore, L.P.",5d7eccab1b6e98e12694,FUND_0267,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,3539968,,2124723,,,,,,17d211c3e90cc339d26b;aa1c707ce9d677128897,2,
dc1504a9c6f8b3744b08,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"ABS Capital Partners VII, L.P.",013053611a5378a92741,FUND_0268,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,9109700,,5458924,,,,,,f09dc56ba7bd414dd8cb;00aa068fcefe87e2d95e,2,
fa44eb415fd6223e0fd4,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,AEA EXC CF LP,699ccfe2e96e682db6e0,FUND_0278,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,13141745,,12194269,,,,,,b81df8d1cf465717cae9;9e3e45d17a26a570ec86,2,
29c150d64fefded74a5f,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"AP VIII Private Investors Offshore (USD), L.P.",73cbc1482cba323d1656,FUND_0293,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,12207,,155272,,,,,,c375e38430a82f36cf0d;d995d080364aaed3563a,2,
4681c388778f642951f4,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"AP VIII Private Investors, LLC",e76f6317d6de10534a4a,FUND_0294,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,241828,,1755711,,,,,,4772ed2694742f343bc3;db67aa9cc31a9e6cfac1,2,
0e5c20c8c2d28884abbf,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"Accel-KKR Capital Partners CV III, LP",4334dff3f21d6b160cc1,FUND_0269,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1329829,,3546039,,,,,,6ef0a7fdffacc610ee11;a654c34b95815eef3545,2,
20fc671b55b699aa5ea7,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Actis Energy 5 LP,cb5290a469f8c0d5c2c7,FUND_0272,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,619076,,573011,,,,,,6eb4aaaede17da7d640f;27f29156cf6f7e2e0f93,2,
4d8ba722875fbe140eb8,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Advent Global Technology II Limited Partnership,a02b2ee6b3da0b2750fd,FUND_0273,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1049607,,564169,,,,,,10cbe92b448090146991;06e400f9af8d0f830658,2,
606c572166e72e642a15,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Advent International GPE VI-A Limited Partnership,d8367c48e345672ed2e5,FUND_0274,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,135447,,41815,,,,,,2afcb3e92c44920dcb9c;ef75fc3e0f93673888d5,2,
72dfb8576709bdf5446e,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Advent International GPE VII-B Limited Partnership,9ac7d7325173b5169eec,FUND_0275,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,257178,,1576936,,,,,,bdb2260661f993a509d6;f7a277ff4b0a293d4fae,2,
782ee0ac83b44f3bb3e0,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Advent International GPE VIII-B-2 Limited Partnership,d8151b77f6ff3ecc9a93,FUND_0276,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1529212,,2247087,,,,,,2818c158ce1438a00aa7;d6f62f643e9d548e7fb1,2,
9e22562499381a83f95a,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Advent International GPE VIII-C Limited Partnership,62f03b776adec5c45a22,FUND_0277,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1088916,,1152944,,,,,,4dc51f675e1af085cfb1;32dd4ba9e8f8a48e79f3,2,
b08c6dfae090c4a6b128,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Alpha Private Equity Fund 7 (SCA) SICAR,f49b2d02a8bc2ac49b50,FUND_0287,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,24051778,,21809070,,,,,,35d039452d97750e9791;d103636d53cbaf1cc19b,2,
8114028edab873145c6f,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"American Industrial Partners Fund IV, L.P.",072175e767f02e3f134a,FUND_0289,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,281391,,15680,,,,,,5b9f5dcb5f8e28d70d1b;d57f08e36cb22f7969d5,2,
a462149e2eb5b573ef93,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"American Securities Partners VI, L.P.",c83bda59366f2ddf69ce,FUND_0290,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,2949853,,3777692,,,,,,290bf55bc580d9cd677f;f2fe7b371f5dcf162fb3,2,
b015f497214105e25f7a,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"American Securities Partners VII, L.P.",f12c79bd40fb885edb48,FUND_0291,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,18904241,,25999394,,,,,,aba388f0229d00f9696b;9fe289e7ccb67d872f0b,2,
c2c29199627e97420af1,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"Apax Europe VI - A, L.P.",22ea7846c2eb2d551c3a,FUND_0295,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,131541,,418681,,,,,,4ad4bd9f3ad10bdffa7b;4ed5c274b7d96c7c8685,2,
0828dfc442d2b95f4414,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"Apax Europe VII - B, L.P.",fe7008772e60176483a1,FUND_0296,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,24948,,20004,,,,,,ab06857f4a1c43c911a9;720a925a63bb4b9c8c9e,2,
1c3fac71242bfc33b10f,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Apax IX USD L.P.,549a4eb2ff737987d6cd,FUND_0297,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,9743693,,12913267,,,,,,de088d3df4bc7e457592;330741bf3fa89e37d2a5,2,
662f27a343892698b014,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"Apollo Investment Fund VI, L.P.",a6cc29f421b3380bcd32,FUND_0299,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,63680,,207218,,,,,,76e96f4ee0e69f756d95;9e807b3109817899375b,2,
c35a85878d344fed8050,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Archer Capital Trust 5B,4c283e057c396c4ec9b5,FUND_0303,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,231871,,654378,,,,,,6d5b7abfca474124f41f;bcc3857d74637c3f431f,2,
55c04c9b651c735b6ca6,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"Artiman Ventures III, L.P.",9f6cd75114d9d579e261,FUND_0306,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,330028,,547290,,,,,,37c1bd5c7534e99ec274;ad29a89a6690b4428142,2,
986c2102fda978ba075e,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Astorg Normec Fund,a13f13b6dca37269cdae,FUND_0310,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,849422,,583596,,,,,,e6a3e63a5e6e07a621df;2774fa3cb1ae8cb49e54,2,
92d5421c0c322c334ff6,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Astorg VI SLP,e7ecd64309cc61d4f57b,FUND_0311,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1908609,,3206778,,,,,,df4d08db56c807b66edc;eb61662ae6aec7055d8d,2,
a143c72287004dce7190,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Astorg VII SLP,f0bd8e51699b8c73ff5d,FUND_0312,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,7267591,,3322853,,,,,,cb04fc3ebb5ce5d88da6;321105d04b96a291a3da,2,
6d6ef0727a569d581f4f,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,Atlas Capital Resources LP,18fc98486d3ab729aa32,FUND_0313,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,237806,,1197510,,,,,,7a9e2962784e4a9e7c21;b8634a1b74dff8b3a94d,2,
8da6e3319859d7a14614,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"Audax Mezzanine Fund III, L.P.",235d4bb0b64d60fad255,FUND_0314,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,189412,,1134916,,,,,,e730bffe3eef4486da7d;99daa50dd19c63ebd91b,2,
2c2de4d953972e3350e5,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"Audax Private Equity Aspen CF, L.P.",d05489d611412b923546,FUND_0315,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,10059609,,7370000,,,,,,457c1a72d19f5668f5ce;45302b10c53504e114f5,2,
d2a002c0810101f46c60,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"Audax Private Equity Fund III, L.P.",e82857761885c338cdd7,FUND_0316,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,96767,,2299732,,,,,,43c67e609c45acde4b0b;ea12fea54f93ad41641f,2,
fd50793f6fbc566d4a1e,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"Audax Private Equity Fund, L.P.",b25771d10299768f26ed,FUND_0317,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1427,,2154,,,,,,7408e1701048f4bbe925;9834b2bcea5ef9704149,2,
4d57bd5caab87edf4c89,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"Aurora Equity Partners V, L.P.",2cf81b3f8ad21b035d96,FUND_0318,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1210288,,1461784,,,,,,38bc4d45a63d6d1d2594;aba4b59197e35ccb6dab,2,
019f12a77512761c7e7a,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"BC Asia III Private Investors, L.P.",57d433f8c6e92f32ccbd,FUND_0334,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,2089669,,,,,,,,cabd7bc78d7f35fa1490,1,
01545a62b7170293220f,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,"BC Europe IV Private Investors, L.P.",25ec171c3f16a73d4b0a,FUND_0335,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,504932,,460422,,,,,,d937c3f214ea8952be6a;919362f9da504383a9ca,2,
d2972acf15f9c967fa42,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,BC European Capital IX-8 LP,0edbfc14ce98375aa8a2,FUND_0336,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,578879,,1369226,,,,,,33885927fcae35132a1c;4590577bd51d6d15ef72,2,
a4f95c4e4aadc47ed865,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,BC European Capital X-10 LP,b70432506643afa21d51,FUND_0337,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,14812796,,13663869,,,,,,5c7b89a7538647fcceef;c53d09a150f6f01ce366,2,
12f6dcf1732976caabe5,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,BC European Capital X-2 LP,bfd19385667e9805a327,FUND_0338,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,11801660,,12788675,,,,,,5e620765b184460d2b9a;0de9fa86d385b38fa3d9,2,
7b7274aaa08acdf5edb2,SRC407,06-statements-and-economics,b2a357d2af7e336f5305,2,Consolidated Schedule of Investments,BC European Capital X-7 LP,faa44d229176d36d9b1d,FUND_0339,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,904794,,984319,,,,,,2b53751937690dc76e7b;20c27b24f607cd450083,2,
