observation_id,document_id,route,canonical_doc_type,product_tier,page_id,source_page,source_structure_type,source_section,source_table,source_row_label,source_column_label,source_occurrence,record_family,metric_id,metric_category,metric_name,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,manager_alias_id,manager_entity_id,investor_alias_id,investor_entity_id,portfolio_name,asset_class,strategy,geography,vintage_year,horizon,date_precision,as_of_date_raw,as_of_date,period_start_raw,period_start,period_end_raw,period_end,value_kind,value_raw,value_numeric,value_text,value_sign,currency,unit,unit_scale,unit_scale_multiplier,currency_scale_raw,term_category,basis_raw,condition_raw,evidence_quote,evidence_class,adjudication_status,source_agents,extractor_model,contract_version,notes
31b1c5e8733526486200,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VII,Fair Market Value,1,fund_economics_observation,fund_economics_observation.nav,nav,Fair Market Value,fund,7478ce8f9fe3139b32cb,FUND_0870,Rockwood Capital RE Partners VII,Rockwood Capital RE Partners VII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2006,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$0.0,0,,positive,USD,,millions,1000000,($ in millions),,,,2006Rockwood Capital RE Partners VII $100.0 $99.1 $65.0 $0.0 0.66x -4.68%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
9ac7ae85cf41faa6a179,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VII,IRR,1,fund_economics_observation,fund_economics_observation.irr,irr,IRR,fund,7478ce8f9fe3139b32cb,FUND_0870,Rockwood Capital RE Partners VII,Rockwood Capital RE Partners VII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2006,,day,"Dec 31, 2024",2024-12-31,,,,,percent,-4.68%,-4.68,,negative,,%,absolute,1,,,,,2006Rockwood Capital RE Partners VII $100.0 $99.1 $65.0 $0.0 0.66x -4.68%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
af11df15230ef74fd269,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VII,Total Capital Contributed,1,fund_economics_observation,fund_economics_observation.paid_in_capital,paid_in_capital,Total Capital Contributed,fund,7478ce8f9fe3139b32cb,FUND_0870,Rockwood Capital RE Partners VII,Rockwood Capital RE Partners VII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2006,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$99.1,99.1,,positive,USD,,millions,1000000,($ in millions),,,,2006Rockwood Capital RE Partners VII $100.0 $99.1 $65.0 $0.0 0.66x -4.68%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
94eac7541f1b11afe6be,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VII,Total Capital Distributed,1,fund_economics_observation,fund_economics_observation.distribution,distribution,Total Capital Distributed,fund,7478ce8f9fe3139b32cb,FUND_0870,Rockwood Capital RE Partners VII,Rockwood Capital RE Partners VII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2006,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$65.0,65,,positive,USD,,millions,1000000,($ in millions),,,,2006Rockwood Capital RE Partners VII $100.0 $99.1 $65.0 $0.0 0.66x -4.68%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
f0fda7da485c8f217839,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VII,Total Value Multiple,1,fund_economics_observation,fund_economics_observation.tvpi,tvpi,Total Value Multiple,fund,7478ce8f9fe3139b32cb,FUND_0870,Rockwood Capital RE Partners VII,Rockwood Capital RE Partners VII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2006,,day,"Dec 31, 2024",2024-12-31,,,,,multiple,0.66x,0.66,,positive,,x,absolute,1,,,,,2006Rockwood Capital RE Partners VII $100.0 $99.1 $65.0 $0.0 0.66x -4.68%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
6d31df93e24bebaa7c00,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VIII,Capital Commitment,1,fund_economics_observation,fund_economics_observation.commitment,commitment,Capital Commitment,fund,29cd9c7978d16b13a617,FUND_0871,Rockwood Capital RE Partners VIII,Rockwood Capital RE Partners VIII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2009,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$100.0,100,,positive,USD,,millions,1000000,($ in millions),,,,2009Rockwood Capital RE Partners VIII $100.0 $90.9 $150.1 $0.0 1.65x 19.16%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
da8624b1d66194a53184,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VIII,Fair Market Value,1,fund_economics_observation,fund_economics_observation.nav,nav,Fair Market Value,fund,29cd9c7978d16b13a617,FUND_0871,Rockwood Capital RE Partners VIII,Rockwood Capital RE Partners VIII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2009,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$0.0,0,,positive,USD,,millions,1000000,($ in millions),,,,2009Rockwood Capital RE Partners VIII $100.0 $90.9 $150.1 $0.0 1.65x 19.16%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
ca5b1058737b8d8d6554,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VIII,IRR,1,fund_economics_observation,fund_economics_observation.irr,irr,IRR,fund,29cd9c7978d16b13a617,FUND_0871,Rockwood Capital RE Partners VIII,Rockwood Capital RE Partners VIII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2009,,day,"Dec 31, 2024",2024-12-31,,,,,percent,19.16%,19.16,,positive,,%,absolute,1,,,,,2009Rockwood Capital RE Partners VIII $100.0 $90.9 $150.1 $0.0 1.65x 19.16%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
1003e679d62aaffb3cfe,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VIII,Total Capital Contributed,1,fund_economics_observation,fund_economics_observation.paid_in_capital,paid_in_capital,Total Capital Contributed,fund,29cd9c7978d16b13a617,FUND_0871,Rockwood Capital RE Partners VIII,Rockwood Capital RE Partners VIII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2009,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$90.9,90.9,,positive,USD,,millions,1000000,($ in millions),,,,2009Rockwood Capital RE Partners VIII $100.0 $90.9 $150.1 $0.0 1.65x 19.16%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
c4d46e49cd0d6bca262a,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VIII,Total Capital Distributed,1,fund_economics_observation,fund_economics_observation.distribution,distribution,Total Capital Distributed,fund,29cd9c7978d16b13a617,FUND_0871,Rockwood Capital RE Partners VIII,Rockwood Capital RE Partners VIII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2009,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$150.1,150.1,,positive,USD,,millions,1000000,($ in millions),,,,2009Rockwood Capital RE Partners VIII $100.0 $90.9 $150.1 $0.0 1.65x 19.16%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
f3a4ddbd8fa7ccd4523b,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Rockwood Capital RE Partners VIII,Total Value Multiple,1,fund_economics_observation,fund_economics_observation.tvpi,tvpi,Total Value Multiple,fund,29cd9c7978d16b13a617,FUND_0871,Rockwood Capital RE Partners VIII,Rockwood Capital RE Partners VIII,"Rockwood Capital, LLC",,,,,,Real Estate,,,2009,,day,"Dec 31, 2024",2024-12-31,,,,,multiple,1.65x,1.65,,positive,,x,absolute,1,,,,,2009Rockwood Capital RE Partners VIII $100.0 $90.9 $150.1 $0.0 1.65x 19.16%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
a65da60fc49034a464df,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,RREEF America Fund II,Capital Commitment,1,fund_economics_observation,fund_economics_observation.commitment,commitment,Capital Commitment,fund,1ff6846c123f99b36ebb,FUND_0873,RREEF America Fund II,RREEF America Fund II,RREEF America L.L.C.,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$200.0,200,,positive,USD,,millions,1000000,($ in millions),,,,2005RREEF America Fund II $200.0 $233.9 $257.7 $100.4 1.53x 5.39%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
728188838b65f3f17832,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,RREEF America Fund II,Fair Market Value,1,fund_economics_observation,fund_economics_observation.nav,nav,Fair Market Value,fund,1ff6846c123f99b36ebb,FUND_0873,RREEF America Fund II,RREEF America Fund II,RREEF America L.L.C.,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$100.4,100.4,,positive,USD,,millions,1000000,($ in millions),,,,2005RREEF America Fund II $200.0 $233.9 $257.7 $100.4 1.53x 5.39%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
6abe1c549e764fbd2dc6,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,RREEF America Fund II,IRR,1,fund_economics_observation,fund_economics_observation.irr,irr,IRR,fund,1ff6846c123f99b36ebb,FUND_0873,RREEF America Fund II,RREEF America Fund II,RREEF America L.L.C.,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,percent,5.39%,5.39,,positive,,%,absolute,1,,,,,2005RREEF America Fund II $200.0 $233.9 $257.7 $100.4 1.53x 5.39%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
86bfb1e2a7944708ffc5,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,RREEF America Fund II,Total Capital Contributed,1,fund_economics_observation,fund_economics_observation.paid_in_capital,paid_in_capital,Total Capital Contributed,fund,1ff6846c123f99b36ebb,FUND_0873,RREEF America Fund II,RREEF America Fund II,RREEF America L.L.C.,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$233.9,233.9,,positive,USD,,millions,1000000,($ in millions),,,,2005RREEF America Fund II $200.0 $233.9 $257.7 $100.4 1.53x 5.39%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
3cfd8d088e43674b63b9,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,RREEF America Fund II,Total Capital Distributed,1,fund_economics_observation,fund_economics_observation.distribution,distribution,Total Capital Distributed,fund,1ff6846c123f99b36ebb,FUND_0873,RREEF America Fund II,RREEF America Fund II,RREEF America L.L.C.,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$257.7,257.7,,positive,USD,,millions,1000000,($ in millions),,,,2005RREEF America Fund II $200.0 $233.9 $257.7 $100.4 1.53x 5.39%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
fef66f020b249450ce60,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,RREEF America Fund II,Total Value Multiple,1,fund_economics_observation,fund_economics_observation.tvpi,tvpi,Total Value Multiple,fund,1ff6846c123f99b36ebb,FUND_0873,RREEF America Fund II,RREEF America Fund II,RREEF America L.L.C.,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,multiple,1.53x,1.53,,positive,,x,absolute,1,,,,,2005RREEF America Fund II $200.0 $233.9 $257.7 $100.4 1.53x 5.39%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
3613362dfdb265d41ea5,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,SDL Hospitality Co-Invest Fund,Capital Commitment,1,fund_economics_observation,fund_economics_observation.commitment,commitment,Capital Commitment,fund,e58ee82170443af4028e,FUND_0891,SDL Hospitality Co-Invest Fund,SDL Hospitality Co-Invest Fund,Starwood Capital Group,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$22.0,22,,positive,USD,,millions,1000000,($ in millions),,,,2005SDL Hospitality Co-Invest Fund $22.0 $27.5 $45.9 $0.2 1.68x 8.99%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
2af1adcff80e196e2d06,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,SDL Hospitality Co-Invest Fund,Fair Market Value,1,fund_economics_observation,fund_economics_observation.nav,nav,Fair Market Value,fund,e58ee82170443af4028e,FUND_0891,SDL Hospitality Co-Invest Fund,SDL Hospitality Co-Invest Fund,Starwood Capital Group,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$0.2,0.2,,positive,USD,,millions,1000000,($ in millions),,,,2005SDL Hospitality Co-Invest Fund $22.0 $27.5 $45.9 $0.2 1.68x 8.99%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
94c33ed646403f8cf154,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,SDL Hospitality Co-Invest Fund,IRR,1,fund_economics_observation,fund_economics_observation.irr,irr,IRR,fund,e58ee82170443af4028e,FUND_0891,SDL Hospitality Co-Invest Fund,SDL Hospitality Co-Invest Fund,Starwood Capital Group,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,percent,8.99%,8.99,,positive,,%,absolute,1,,,,,2005SDL Hospitality Co-Invest Fund $22.0 $27.5 $45.9 $0.2 1.68x 8.99%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
9c55cc025549dbde621b,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,SDL Hospitality Co-Invest Fund,Total Capital Contributed,1,fund_economics_observation,fund_economics_observation.paid_in_capital,paid_in_capital,Total Capital Contributed,fund,e58ee82170443af4028e,FUND_0891,SDL Hospitality Co-Invest Fund,SDL Hospitality Co-Invest Fund,Starwood Capital Group,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$27.5,27.5,,positive,USD,,millions,1000000,($ in millions),,,,2005SDL Hospitality Co-Invest Fund $22.0 $27.5 $45.9 $0.2 1.68x 8.99%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
488677d07f4283680ae5,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,SDL Hospitality Co-Invest Fund,Total Capital Distributed,1,fund_economics_observation,fund_economics_observation.distribution,distribution,Total Capital Distributed,fund,e58ee82170443af4028e,FUND_0891,SDL Hospitality Co-Invest Fund,SDL Hospitality Co-Invest Fund,Starwood Capital Group,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$45.9,45.9,,positive,USD,,millions,1000000,($ in millions),,,,2005SDL Hospitality Co-Invest Fund $22.0 $27.5 $45.9 $0.2 1.68x 8.99%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
68a25467c79c9bc440c0,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,SDL Hospitality Co-Invest Fund,Total Value Multiple,1,fund_economics_observation,fund_economics_observation.tvpi,tvpi,Total Value Multiple,fund,e58ee82170443af4028e,FUND_0891,SDL Hospitality Co-Invest Fund,SDL Hospitality Co-Invest Fund,Starwood Capital Group,,,,,,Real Estate,,,2005,,day,"Dec 31, 2024",2024-12-31,,,,,multiple,1.68x,1.68,,positive,,x,absolute,1,,,,,2005SDL Hospitality Co-Invest Fund $22.0 $27.5 $45.9 $0.2 1.68x 8.99%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
d29330ea39085652632c,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,"SH Group I, LP",Capital Commitment,1,fund_economics_observation,fund_economics_observation.commitment,commitment,Capital Commitment,fund,5fc05b63d50c1054bf58,FUND_0894,"SH Group I, LP","SH Group I, LP",,,,,,,Real Estate,,,2011,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$5.0,5,,positive,USD,,millions,1000000,($ in millions),,,,"2011SH Group I, LP $5.0 $3.1 $12.4 $0.0 3.94x 25.73%",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
a4554be427b4fbda6d43,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,"SH Group I, LP",Fair Market Value,1,fund_economics_observation,fund_economics_observation.nav,nav,Fair Market Value,fund,5fc05b63d50c1054bf58,FUND_0894,"SH Group I, LP","SH Group I, LP",,,,,,,Real Estate,,,2011,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$0.0,0,,positive,USD,,millions,1000000,($ in millions),,,,"2011SH Group I, LP $5.0 $3.1 $12.4 $0.0 3.94x 25.73%",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
39f9b644508e77cf5bcd,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,"SH Group I, LP",IRR,1,fund_economics_observation,fund_economics_observation.irr,irr,IRR,fund,5fc05b63d50c1054bf58,FUND_0894,"SH Group I, LP","SH Group I, LP",,,,,,,Real Estate,,,2011,,day,"Dec 31, 2024",2024-12-31,,,,,percent,25.73%,25.73,,positive,,%,absolute,1,,,,,"2011SH Group I, LP $5.0 $3.1 $12.4 $0.0 3.94x 25.73%",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
e2967bf2c35eb3490dd3,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,"SH Group I, LP",Total Capital Contributed,1,fund_economics_observation,fund_economics_observation.paid_in_capital,paid_in_capital,Total Capital Contributed,fund,5fc05b63d50c1054bf58,FUND_0894,"SH Group I, LP","SH Group I, LP",,,,,,,Real Estate,,,2011,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$3.1,3.1,,positive,USD,,millions,1000000,($ in millions),,,,"2011SH Group I, LP $5.0 $3.1 $12.4 $0.0 3.94x 25.73%",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
b01e8578636cd6752d37,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,"SH Group I, LP",Total Capital Distributed,1,fund_economics_observation,fund_economics_observation.distribution,distribution,Total Capital Distributed,fund,5fc05b63d50c1054bf58,FUND_0894,"SH Group I, LP","SH Group I, LP",,,,,,,Real Estate,,,2011,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$12.4,12.4,,positive,USD,,millions,1000000,($ in millions),,,,"2011SH Group I, LP $5.0 $3.1 $12.4 $0.0 3.94x 25.73%",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
47e08a306ada392ea04e,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,"SH Group I, LP",Total Value Multiple,1,fund_economics_observation,fund_economics_observation.tvpi,tvpi,Total Value Multiple,fund,5fc05b63d50c1054bf58,FUND_0894,"SH Group I, LP","SH Group I, LP",,,,,,,Real Estate,,,2011,,day,"Dec 31, 2024",2024-12-31,,,,,multiple,3.94x,3.94,,positive,,x,absolute,1,,,,,"2011SH Group I, LP $5.0 $3.1 $12.4 $0.0 3.94x 25.73%",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
031e64e4e72cdbfd5f1d,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Starwood Cap Hospitality Fd II Global LP,Capital Commitment,1,fund_economics_observation,fund_economics_observation.commitment,commitment,Capital Commitment,fund,c65aa1388e2aa2efe747,FUND_0912,Starwood Cap Hospitality Fd II Global LP,Starwood Cap Hospitality Fd II Global LP,"Starwood REIT Advisors, L.L.C.",,,,,,Real Estate,,,2010,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$100.0,100,,positive,USD,,millions,1000000,($ in millions),,,,2010Starwood Cap Hospitality Fd II Global LP $100.0 $96.6 $154.0 $3.3 1.63x 9.54%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
6b5866351f1c156a6a33,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Starwood Cap Hospitality Fd II Global LP,Fair Market Value,1,fund_economics_observation,fund_economics_observation.nav,nav,Fair Market Value,fund,c65aa1388e2aa2efe747,FUND_0912,Starwood Cap Hospitality Fd II Global LP,Starwood Cap Hospitality Fd II Global LP,"Starwood REIT Advisors, L.L.C.",,,,,,Real Estate,,,2010,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$3.3,3.3,,positive,USD,,millions,1000000,($ in millions),,,,2010Starwood Cap Hospitality Fd II Global LP $100.0 $96.6 $154.0 $3.3 1.63x 9.54%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
4bcef68d096ddda6a993,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Starwood Cap Hospitality Fd II Global LP,IRR,1,fund_economics_observation,fund_economics_observation.irr,irr,IRR,fund,c65aa1388e2aa2efe747,FUND_0912,Starwood Cap Hospitality Fd II Global LP,Starwood Cap Hospitality Fd II Global LP,"Starwood REIT Advisors, L.L.C.",,,,,,Real Estate,,,2010,,day,"Dec 31, 2024",2024-12-31,,,,,percent,9.54%,9.54,,positive,,%,absolute,1,,,,,2010Starwood Cap Hospitality Fd II Global LP $100.0 $96.6 $154.0 $3.3 1.63x 9.54%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
f510867a330363a10135,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Starwood Cap Hospitality Fd II Global LP,Total Capital Contributed,1,fund_economics_observation,fund_economics_observation.paid_in_capital,paid_in_capital,Total Capital Contributed,fund,c65aa1388e2aa2efe747,FUND_0912,Starwood Cap Hospitality Fd II Global LP,Starwood Cap Hospitality Fd II Global LP,"Starwood REIT Advisors, L.L.C.",,,,,,Real Estate,,,2010,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$96.6,96.6,,positive,USD,,millions,1000000,($ in millions),,,,2010Starwood Cap Hospitality Fd II Global LP $100.0 $96.6 $154.0 $3.3 1.63x 9.54%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
bb570c806fc99d636c11,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Starwood Cap Hospitality Fd II Global LP,Total Capital Distributed,1,fund_economics_observation,fund_economics_observation.distribution,distribution,Total Capital Distributed,fund,c65aa1388e2aa2efe747,FUND_0912,Starwood Cap Hospitality Fd II Global LP,Starwood Cap Hospitality Fd II Global LP,"Starwood REIT Advisors, L.L.C.",,,,,,Real Estate,,,2010,,day,"Dec 31, 2024",2024-12-31,,,,,currency,$154.0,154,,positive,USD,,millions,1000000,($ in millions),,,,2010Starwood Cap Hospitality Fd II Global LP $100.0 $96.6 $154.0 $3.3 1.63x 9.54%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
835cb428284dfcd29f9a,SRC058,02-performance,Performance,CORE,7cabc47efb72c4b097ed,1,TABLE,Real Estate Portfolio,Real Estate Portfolio,Starwood Cap Hospitality Fd II Global LP,Total Value Multiple,1,fund_economics_observation,fund_economics_observation.tvpi,tvpi,Total Value Multiple,fund,c65aa1388e2aa2efe747,FUND_0912,Starwood Cap Hospitality Fd II Global LP,Starwood Cap Hospitality Fd II Global LP,"Starwood REIT Advisors, L.L.C.",,,,,,Real Estate,,,2010,,day,"Dec 31, 2024",2024-12-31,,,,,multiple,1.63x,1.63,,positive,,x,absolute,1,,,,,2010Starwood Cap Hospitality Fd II Global LP $100.0 $96.6 $154.0 $3.3 1.63x 9.54%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+gpt-5+claude-opus-5,2026-08-22.2,
