file_id,filename,file_ext,container_route,parser_route,doc_type,fund_type,tier,issuer,issuer_type,period_covered,default_perspective,fund_name_requirement,may_contain_multiple_funds,primary_fund_name,fund_name_status,manager_name,expected_fields,observed_fields,extraction_status,extraction_module_id,extraction_batch_id,extractor_a_status,extractor_b_status,extraction_adjudication_status,dates_provenance_audit_status,schema_math_audit_status,promotion_status,agent_a_status,agent_b_status,adjudication_status,source_url,sha256,notes,report_subtype
SRC169,Performance_OCERS_Private_Equity_Portfolio_Q2_2025.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,Orange County Employees Retirement System (OCERS),pension,Quarter ended 2025-06-30,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,partnership_name|vintage_year|strategy|commitment|contributions|distributions|nav|total_value|tvpi|dpi|net_irr,,NOT_STARTED,02A,02A-PERF-006,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://ocers.org/sites/main/files/file-attachments/2q_25_ocers_private_equity_portfolio_summary.pdf,c907eea6acdca9b5c46635f38beb4bf1ef4137a10baf388da752e542f02951f4,,
SRC170,Performance_KCERA_Investment_Performance_Review_Q2_2023.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,Kern County Employees' Retirement Association (KCERA),pension,Quarter ended 2023-06-30,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,asset_class|manager_name|market_value|allocation_pct|target_allocation|quarter_return|one_year_return|three_year_return|five_year_return|benchmark_return,,NOT_STARTED,02A,02A-PERF-006,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.kcera.org/files/003169d1a/2023+2Q+KCERA+IPR.pdf,a794e8a9b34132a3641da2335f1a99fd59cf78d47418e70bf95f9bce0a395b85,,
SRC171,Performance_SFERS_Private_Credit_Annual_Update_Jul2025.pdf,pdf,physical page,table_text_or_ocr,Performance,private_credit,A,San Francisco Employees' Retirement System (SFERS),pension,As of 2025 (annual update July 2025),lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,manager_name|strategy|vintage_year|commitment|contributions|distributions|nav|tvpi|net_irr|yield|benchmark_return,,NOT_STARTED,02A,02A-PERF-006,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://cdn.mysfers.org/uploads/2025/07/070925-19-Annual-Private-Credit-Update.pdf,c5840b24daf26e5be70a821b3ef73d5d3f97177047e1b7e9ab0ffdeda18129e0,,
SRC172,Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,New Mexico State Investment Council (presented to NM Legislature IPOC),lp,As of 2021 (presented November 2021),lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,fund_name|vintage_year|commitment|contributions|distributions|nav|net_irr|multiple|fund_count,,NOT_STARTED,02A,02A-PERF-006,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.nmlegis.gov/handouts/IPOC%20111221%20Item%206%20Private%20Equity%20Investment%20Program.pdf,a2a50c0a39f5757c5c3293434165ca1685020835ab8f4e21d9dcc9d3cc6d96ab,,
SRC173,Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,New Mexico State Investment Council (presented to NM Legislature IPOC),lp,As of 2020 (presented December 2020),lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,fund_name|vintage_year|commitment|contributions|distributions|nav|net_irr|multiple|fund_count,,NOT_STARTED,02A,02A-PERF-006,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.nmlegis.gov/handouts/IPOC%20121020%20Item%204%20NM%20PEIP.pdf,a51fed7edde88d0dc9f544391d4cf95702b9d9cade79b227b957cabdfb39fc75,,
SRC174,Financials_Montana_Board_of_Investments_Annual_Report_FY2025.pdf,pdf,physical page,financial_statement_sections,Financials,multi,B,Montana Board of Investments,lp,FY2025 (year ended 2025-06-30),fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,asset_class|market_value|allocation_pct|one_year_return|three_year_return|five_year_return|ten_year_return|net_asset_value,,NOT_STARTED,02B,02B-FIN-005,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://investmentmt.com/_shared/docs/Annual-Reports/ANNUALREPORTFY25.pdf,137d821af62b751c5552237a50a0519d565fef4e686c5393ec98fa288c744310,,
SRC175,Financials_Arizona_PSPRS_ACFR_FY2025.pdf,pdf,physical page,financial_statement_sections,Financials,multi,A,Arizona Public Safety Personnel Retirement System (PSPRS),pension,FY2025 (year ended 2025-06-30),fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,asset_class|fair_value|allocation_pct|time_weighted_return|management_fees|investment_expenses|net_position|contributions|distributions,,NOT_STARTED,02B,02B-FIN-005,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.psprs.com/wp-content/uploads/2025/11/PSPRS-FY2025-ACFR.pdf,a307240820b8f3ee76b2d47a44e0763a80d637e4b0198fa29d00f482b67e2832,,
SRC176,Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,San Diego County Employees Retirement Association (SDCERA),pension,Quarter ended 2017-03-31,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,asset_class|manager_name|market_value|allocation_pct|policy_target|quarter_return|one_year_return|since_inception_return|benchmark_return,,NOT_STARTED,02A,02A-PERF-006,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://content.sdcera.org/wp-content/uploads/2023/01/2017_1Q_Quarterly-Investment-Report.pdf,fe5e91e7854de5a20ef458b45b1d42914a87b9299cc7ff198ff4f2d93fbb0f7e,,
SRC177,Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.pdf,pdf,physical page,table_text_or_ocr,Performance,real_estate,A,Sacramento County Employees' Retirement System (SCERS),pension,Quarter ended 2025-09-30,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,fund_name|vintage_year|commitment|contributions|distributions|nav|net_irr|equity_multiple|property_type|geography|leverage_ratio,,NOT_STARTED,02A,02A-PERF-007,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.scers.gov/wp-content/uploads/2026/03/2025-Q3-Real-Estate.pdf,089f6ffccf1a04983b94d76bc65a827363a81a338d56ec8be25c76f57028af2d,,
SRC178,Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,B,Contra Costa County Employees' Retirement Association (CCCERA),pension,Quarter ended 2006-03-31,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,manager_name|asset_class|market_value|allocation_pct|quarter_return|one_year_return|three_year_return|five_year_return|since_inception_return,,NOT_STARTED,02A,02A-PERF-007,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.cccera.gov/sites/main/files/file-attachments/3.31.06web_quarterly_report_0.pdf,e9e4b798e9dd7a2e9e0e9cf9e3a9ff750e36294fae5998f83d906ea33206f987,,
SRC179,Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,Fresno County Employees' Retirement Association (FCERA),pension,Quarter ended 2023-12-31,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,manager_name|asset_class|market_value|allocation_pct|quarter_return|one_year_return|three_year_return|tvpi|net_irr|benchmark_return,,NOT_STARTED,02A,02A-PERF-007,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://content.fcera.gov/wp-content/uploads/2024/02/Item-17-Investment-Performance-Review.pdf,1aaf26f432f16458043fe7a8b535a039352b30163df34827dca7cb510347386d,,
SRC180,Reporting_Colorado_PERA_Investment_Committee_Materials_Nov2025.pdf,pdf,physical page,template_or_table,Reporting,multi,B,Colorado Public Employees' Retirement Association (Colorado PERA),pension,"Board meeting November 20, 2025",fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,asset_class|market_value|allocation_pct|target_allocation|benchmark|one_year_return|three_year_return|commitment_pacing,,NOT_STARTED,02E,02E-REPT-003,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://content.copera.org/wp-content/uploads/2025/11/Investment-Committee-Meeting-Materials-November-20-2025.pdf,b52f84f0b46afb7ea40038379aaee8956147396352bac70b66254ba48a824022,,board_meeting_pack
SRC181,Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,Colorado Public Employees' Retirement Association (Colorado PERA),pension,As of 2025 (presented November 2025),lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,strategy|manager_name|commitment|nav|allocation_pct|vintage_year|net_irr|multiple|benchmark_return,,NOT_STARTED,02A,02A-PERF-007,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://content.copera.org/wp-content/uploads/2025/11/4.-Alternatives-Asset-Class-Overview.pdf,e7c3c5ceeb3eacdc186af9e734a28c1e8b7e73e70095d9c99f8ce8cf7c5ff868,,
SRC182,Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.pdf,pdf,physical page,template_or_table,Reporting,multi,A,"Alaska Retirement Management Board (ARMB), Alaska Dept. of Revenue Treasury Division",pension,Month ended 2025-05-31,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,asset_class|market_value|allocation_pct|target_allocation|month_return|fiscal_ytd_return|net_position|fund_name,,NOT_STARTED,02E,02E-REPT-003,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://treasury.dor.alaska.gov/docs/treasurydivisionlibraries/armb/reports-policies/monthly-financial-reports/fiscal-year-2025/2025_05-armb-financial-report.pdf?sfvrsn=a4632c48_1,6ceda55812963072741f213ae054a6922cb23187c8ebc6336ce5269968478ec9,,plan_financial_report
SRC183,Performance_Alaska_PERS_Investment_Section_ACFR_FY2021.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,B,State of Alaska Public Employees' Retirement System (Division of Retirement and Benefits),pension,FY2021 (year ended 2021-06-30),lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,asset_class|fair_value|allocation_pct|one_year_return|three_year_return|five_year_return|benchmark_return|investment_expenses,,NOT_STARTED,02A,02A-PERF-007,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://drb.alaska.gov/docs/reports/PERSinvestment_2021.pdf,144046c631cf96a7757c3ab4641d58fe5b15db9a5c1c2adba1ea574216476c93,,
SRC184,Financials_Hawaii_ERS_ACFR_FY2021.pdf,pdf,physical page,financial_statement_sections,Financials,multi,B,Employees' Retirement System of the State of Hawaii,pension,FY2021 (year ended 2021-06-30),fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,asset_class|fair_value|allocation_pct|time_weighted_return|net_position|contributions|investment_expenses|management_fees,,NOT_STARTED,02B,02B-FIN-006,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://ers.ehawaii.gov/wp-content/uploads/2022/11/ACFR-2021-Webversionr1.pdf,1140fc81616e8b29c5d1d9e07b9a97b8b79a69c6f1c21505eb46252bb70f397f,,
SRC185,Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf,pdf,physical page,template_or_table,Reporting,multi,A,California State Teachers' Retirement System (CalSTRS),pension,FY2024-25,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,asset_class|market_value|allocation_pct|one_year_return|three_year_return|five_year_return|benchmark_return|commitment|nav,,NOT_STARTED,02E,02E-REPT-003,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,http://www.calstrs.com/files/648b13eda/INV+2026-05+Item+08.01.pdf,70a686626584fe82f95a73323002e0c9d8edb76b36fe6a9a3cdbf51b386670d8,,diversity_manager_report
SRC186,Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.pdf,pdf,physical page,table_text_or_ocr,Fee_Report,multi,A,Fresno County Employees' Retirement Association (FCERA),pension,Calendar year 2021,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,fund_name|commitment|contributions|distributions|nav|management_fees|partnership_expenses|carried_interest|portfolio_company_fees|gross_irr|net_irr,,NOT_STARTED,02G,02G-FEE-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://content.fcera.gov/wp-content/uploads/2024/01/AB2833-Fee-Report-2021.pdf,cc40ab9c553ae2dcc1bc1fb3c860a77d460694559f65e405bff0af82ded972e3,,
SRC187,Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.pdf,pdf,physical page,table_text_or_ocr,Fee_Report,multi,C,California Public Employees' Retirement System (CalPERS),pension,As of 2023 (Investment Committee November 2023),lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,management_fees|carried_interest|partnership_expenses|portfolio_company_fees|gross_irr|net_irr,,NOT_STARTED,02G,02G-FEE-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://calpers.ca.gov/documents/202311-invest-item04f-02-a/download?inline=,dd0160c92ca84002d7c4a66476337192da8be437f26116fb35321964776fb01e,,
SRC188,Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,California Public Employees' Retirement System (CalPERS),pension,As of 2025 (annual review June 2025),lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,strategy|vintage_year|commitment|contributions|distributions|nav|net_irr|net_multiple|benchmark_return|allocation_pct,,NOT_STARTED,02A,02A-PERF-007,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.calpers.ca.gov/documents/202506-invest-agenda-item06c-01/download?inline=,5b351ec0c6fdf1678afe85c8a3df5acc194f9b48d81a0a61a7921c3c0e469c16,,
SRC189,Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,California Public Employees' Retirement System (CalPERS),pension,As of 2023 (annual review June 2023),lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,strategy|vintage_year|commitment|contributions|distributions|nav|net_irr|net_multiple|benchmark_return|allocation_pct,,NOT_STARTED,02A,02A-PERF-007,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.calpers.ca.gov/docs/board-agendas/202306/invest/item06d-01_a.pdf,a58aeeb58f0eaa69b9ffc81b07cce0887a4a996255abc6c0a83dc980b9f84c07,,
SRC190,Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,Santa Barbara County Employees' Retirement System (SBCERS),pension,Quarter ended 2024-12-31,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,manager_name|asset_class|market_value|allocation_pct|quarter_return|one_year_return|three_year_return|five_year_return|since_inception_return|benchmark_return|net_irr,,NOT_STARTED,02A,02A-PERF-007,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.sbcers.org/wp-content/uploads/Quarterly-Investment-Performance-Analysis-SBCERS-December-2024-1.pdf,0fce9ddddb2c46d4b656e8054aab17a49b5a251a668af6d08ed848d77d1e5389,,
SRC191,Financials_Nevada_PERS_ACFR_FY2024.pdf,pdf,physical page,financial_statement_sections,Financials,multi,A,Public Employees' Retirement System of Nevada,pension,FY2024 (year ended 2024-06-30),fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,asset_class|fair_value|allocation_pct|money_weighted_return|time_weighted_return|net_position|contributions|investment_expenses|management_fees,,NOT_STARTED,02B,02B-FIN-006,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.nvpers.org/sites/default/files/2024-12/FY24ACFRFINAL.pdf,67d8ca6a787bbbbc1ed2450544128ccd1bfe8e21db9cdc9ddde8888351f84b03,,
SRC192,Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf,pdf,physical page,template_or_table,Reporting,multi,C,Utah Retirement Systems (URS),pension,FY2021,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,asset_class|target_allocation|allocation_range|benchmark|market_value,,NOT_STARTED,02E,02E-REPT-003,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.urs.org/documents/byfilename/@Public%20Web%20Documents@URS@Reports@ACFR@2021@8@@application@pdf/,b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230,,acfr_investment_extract
SRC193,Reporting_LACERA_CIO_Monthly_Report_May2021.pdf,pdf,physical page,template_or_table,Reporting,multi,A,Los Angeles County Employees Retirement Association (LACERA),pension,Month ended 2021-05-31,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,asset_class|manager_name|market_value|allocation_pct|target_allocation|month_return|fiscal_ytd_return|commitment|unfunded_commitment,,NOT_STARTED,02E,02E-REPT-003,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.lacera.com/sites/default/files/assets/documents/general/CIO-Monthly-Report-May-2021.pdf,cb714c621a995ac1e577af43f6fd914857c3e98d676493c342d448215bbadab8,,cio_monthly_report
SRC194,Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025.pdf,pdf,physical page,table_text_or_ocr,Performance,real_estate,A,California State Teachers' Retirement System (CalSTRS),pension,"Semi-annual report, quarter ended 2025-09-30",lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,portfolio_segment|manager_name|net_asset_value|allocation_pct|target_allocation|leverage_ratio|one_year_return|three_year_return|since_inception_return|property_type|geography,,NOT_STARTED,02A,02A-PERF-008,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.calstrs.com/files/1190a26ce/LINKINV2026_03Item05b00RESemiAnnualReportQ32025.pdf,5dd0d94efffed70b47b3951e0d880bd721001b3af8cbd6e188caeec5968e5b07,,
SRC195,Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.pdf,pdf,physical page,table_text_or_ocr,Fee_Report,multi,A,California State Teachers' Retirement System (CalSTRS),pension,Calendar/fiscal 2023,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,asset_class|management_fees|performance_fees|carried_interest|internal_costs|external_costs|cost_bps|assets_under_management|savings_estimate,,NOT_STARTED,02G,02G-FEE-002,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.calstrs.com/files/d4b316249/AnnualCostCollaborativeModelSavingsReportAndAttachments2023.pdf,88dd3e63c9ccf26859545f3fa8459398c2521e299135108d7317e7d5dc34dc72,,
SRC196,Performance_SERS_Ohio_Quarterly_Alternative_Investment_Q2_2023.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,School Employees Retirement System of Ohio (SERS),pension,Quarter ended 2023-06-30,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,commitment|contributions|distributions|nav|irr|tvpi|vintage_year|strategy|market_value,,NOT_STARTED,02A,02A-PERF-008,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.ohsers.org/wp-content/uploads/2023/07/2023.06.30-Quarterly-Inv-Performance.pdf,9266befcabedec6cc5ba0882f5235c7fae9584eb51133f90c08420d2b607a2c4,,
SRC197,Financials_NC_Dept_State_Treasurer_Investment_Programs_FY2020.pdf,pdf,physical page,financial_statement_sections,Financials,multi,B,"North Carolina Department of State Treasurer, Investment Management Division",pension,FY ended 2020-06-30,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,nav|fair_value|unfunded_commitment|contributions|distributions|management_fee,,NOT_STARTED,02B,02B-FIN-006,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://files.nc.gov/nctreasurer/documents/files/IMD/InvestmentReports/AuditedFinancialStatements/financial-statement-with-independent-auditors-report-of-ncdst-investments-2020.pdf,5fc6730a9bb14f62d48fc956c1da1292be8e5790ae1c3a0b585c342b155d5a24,,
SRC198,Performance_MOSERS_ACFR_Investment_Section_FY2025.pdf,pdf,physical page,table_text_or_ocr,Performance,multi,A,Missouri State Employees' Retirement System (MOSERS),pension,FY ended 2025-06-30,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,nav|fair_value|asset_class|net_return|benchmark_return|management_fee|target_allocation,,NOT_STARTED,02A,02A-PERF-008,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://mosers.org/docs/default-source/funding/annual-reports/2025-acfr/2025-annual-report-investment.pdf?sfvrsn=3a105c_5,8d14432580c6b64d705666bdd0b60ad70534c07f1485db6080e3ae6ace8fdabf,,
