source,file_id,doc_type,issuer_type,page,locus_class,trigger,candidate_manager,quote,already_mapped_manager
Financials_BlueCrest_AllBlue_Fund_2013.pdf,SRC110,Financials,gp,4,managed_by,is managed by,BlueCrest Capital,"the end of this section. AllBlue and the 6 underlying funds are managed by BlueCrest Capital Management, one of the world’s premier hedge fund managers with offices in the UK, Europe, the US and Asia. Founded in 2000, BlueCrest manages approximately $30.6bn* and has a proven track record of generating strong levels of capital growth whilst ensuring capital preservation. It has",
Financials_ThirdPoint_Investors_Annual2022.pdf,SRC111,Financials,gp,62,managed_by,is managed by,Third Point LLC,"re Fund, Ltd (“Third Point Offshore”). Third Point Offshore is managed by Third Point LLC (“Third Point” or “Investment Manager”), an SEC-registered investment adviser headquartered in New York. Unless otherwise noted, all performance, portfolio exposure and other portfolio data included herein relates to the Third Point Offshore Master Fund L.P. (the “Fund”). Exposures are cat",
Financials_KPMG_HedgeFund_Illustrative_2025.pdf,SRC113,Financials,auditor,15,defined_term,"(the ""Manager"")","Investment Manager, LLC","s managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the Investment Manager). [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. ASC 235-10-50-1, 2. Summary of significant accounting policies ASC 235-10-50-3 The significant acco",
Financials_KPMG_HedgeFund_Illustrative_2025.pdf,SRC113,Financials,auditor,15,managed_by,is managed by,"General Partner, LLC","description of the Fund’s investment objectives]. The Fund is managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the Investment Manager). [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. ASC 235-10-50-1, 2. Summary of signifi",
Financials_KPMG_HedgeFund_Illustrative_2025.pdf,SRC113,Financials,auditor,68,managed_by,is managed by,"Investment Manager, LLC","]. Pursuant to an investment management agreement, the Fund is managed by Investment Manager, LLC (the Investment Manager). [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. 2. Summary of significant accounting policies The significant accounting policies fol",
Financials_KPMG_HedgeFund_Illustrative_2025.pdf,SRC113,Financials,auditor,79,defined_term,"(the ""Manager"")","Investment Manager, LLC","s managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the Investment Manager). As of December 31, 20XX, the Domestic Feeder Fund and Offshore Feeder Fund own XX.XX% and XX.XX%, respectively, of the Master Fund. [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the",
Financials_KPMG_HedgeFund_Illustrative_2025.pdf,SRC113,Financials,auditor,79,managed_by,is managed by,"General Partner, LLC","lly all of their assets in the Master Fund. The Master Fund is managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the Investment Manager). As of December 31, 20XX, the Domestic Feeder Fund and Offshore Feeder Fund own XX.XX% and XX.XX%, respectively, of the Master Fund. [If applicable:] The Investment Manager is registered with the U.S. Securitie",
Financials_KPMG_HedgeFund_Illustrative_2025.pdf,SRC113,Financials,auditor,87,defined_term,"(the ""Manager"")","Investment Manager, LLC","s managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the Investment Manager). [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. The Fund invests substantially all of its assets through a master–feeder structure in Master Fund,",
Financials_KPMG_HedgeFund_Illustrative_2025.pdf,SRC113,Financials,auditor,87,managed_by,is managed by,"General Partner, LLC","description of the Fund’s investment objectives]. The Fund is managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the Investment Manager). [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. The Fund invests substantially all of",
Financials_KPMG_HedgeFund_Illustrative_2025.pdf,SRC113,Financials,auditor,95,managed_by,is managed by,"Investment Manager, LLC","]. Pursuant to an investment management agreement, the Fund is managed by Investment Manager, LLC (the Investment Manager). [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. The Fund invests substantially all of its assets through a master–feeder structure in",
Financials_KPMG_HedgeFund_Illustrative_2025.pdf,SRC113,Financials,auditor,102,defined_term,"(the ""Manager"")","Investment Manager, LLC","s managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the Investment Manager). [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. [Include the following paragraph to the Private Investment Companies section of “Valuation techniqu",
Financials_KPMG_HedgeFund_Illustrative_2025.pdf,SRC113,Financials,auditor,102,managed_by,is managed by,"General Partner, LLC","ies allocated among diverse investment strategies. The Fund is managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the Investment Manager). [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. [Include the following paragraph to th",
NAV_Statement_BHMacro_Monthly_Apr2024.pdf,SRC114,NAV_Statement,gp,2,printed_label,Manager,Brevan Howard Capital,"APR 2024 BH Macro Limited Shareholder Report Overview Manager: Brevan Howard Capital Management LP (“BHCM”) Administrator: BH Macro Limited (“BHM”) is a closed-ended investment company, registered and incorporated in Northern Trust International Fund Administration Guernsey on 17 January 2007 (Registration Number: 46235). BHM invests all of its assets (net of short-term S",
Performance_NY_OSC_Pension_In_State_Investments.pdf,SRC126,Performance,pension,45,managed_by,is managed by,Hamilton Lane Advisors,"ebsite: www.hpvp.com The Hudson River Co‐Investment Program is managed by Hamilton Lane Advisors, headquartered in Bala Cynwyd, PA. It provides additional capital to private equity fund investors who are deploying capital in New York State. Hamilton Lane Advisors will seek out private equity funds that are considering an investment in New York‐based companies. The Co‐Investment",
Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.pdf,SRC186,Fee_Report,pension,74,defined_term,"(the ""Manager"")","General Partner, Lone Star Global Acquisitoins, Ltd.","td., a Bermuda exempted company (""LS Management IV"") of the General Partner, Lone Star Global Acquisitoins, Ltd. (the ""Adviser""), Hudson Advisors L.P. (""Hudso The information herein was prepared without regard to the specific objectives, financial situation or nee person who may receive it. Fresno CERA, by accepting delivery of this information, agrees not to make copy or to di",
Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.pdf,SRC190,Performance,pension,63,printed_label,Manager,Garcia Hamilton Co,"5.01 ¾Median 1.85 5.06 Manager Benchmark )%(nr uteReg arevA Manager: Garcia Hamilton Core Fixed Income (SA) As of December 31, 2024 Benchmark: Bloomberg US Agg Bond Index Peer Group: IM U.S. Broad Market Core Fixed Income (SA+CF) 1.22 1.13 -1.06 -0.99 63 Up Months 57 Down Months Excess Tracking Info Sharpe Downside Return Error Ratio Ratio Risk 1.92 2.75 1.44 0.40 4.10 1.40 2.0",
Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.pdf,SRC190,Performance,pension,64,printed_label,Manager,PGIM Co,"5.01 ¾Median 2.37 5.31 Manager Benchmark )%(nr uteReg arevA Manager: PGIM Core Plus Bond Qualified (CF) As of December 31, 2024 Benchmark: Bloomberg US Agg Bond Index Peer Group: IM U.S. Broad Market Core+ Fixed Income (SA+CF) 1.42 1.13 -1.05 -0.99 63 Up Months 57 Down Months Excess Tracking Info Sharpe Downside Return Error Ratio Ratio Risk 3.53 6.00 1.25 0.60 5.02 2.66 0.98 4",
Performance_Rhode_Island_ERSRI_SIC_Monthly_Feb2026.pdf,SRC202,Performance,pension,83,defined_term,"(the ""Manager"")","Acquired Fund Fees and Expenses. Voya Investments, LLC","he operating expenses of the Portfolio and does not include Acquired Fund Fees and Expenses. Voya Investments, LLC (the ""Investment Adviser"") is contractually obligated to limit expenses to 0.79% of Class I shares, through May 1, 2026. This limitation is subject to possible recoupment by the Investment Adviser within 36 months of the waiver or reimbursement. The amount of the r",
Performance_Rhode_Island_ERSRI_SIC_Monthly_Feb2026.pdf,SRC202,Performance,pension,84,defined_term,"(the ""Manager"")","Acquired Fund Fees and Expenses. Voya Investments, LLC","he operating expenses of the Portfolio and does not include Acquired Fund Fees and Expenses. Voya Investments, LLC (the ""Investment Adviser"") is contractually obligated to limit expenses to 0.87% for Class I shares, through May 1, 2026. This limitation is subject to possible recoupment by the Investment Adviser within 36 months of the waiver or reimbursement. The amount of the",
Performance_Rhode_Island_ERSRI_SIC_Monthly_Feb2026.pdf,SRC202,Performance,pension,84,defined_term,"(the ""Manager"")","Voya Investments, LLC","(13)Voya Large Cap Growth Portfolio - Institutional Class: Voya Investments, LLC (the ""Investment Adviser"") is contractually obligated to limit expenses to 0.67% for Class I shares, through May 1, 2026. The limitation does not extend to interest, taxes, investment-related costs, leverage expenses, extraordinary expenses, and Acquired Fund Fees and Expenses. Termination or modi",
Schedule_Inv_TPG_Twin_Brook_Capital_Income_Fund_ARS_FY2025.pdf,SRC224,Schedule_Inv,gp,4,defined_term,"(the ""Manager"")","AGTB Fund Manager, LLC","parties; • actual and potential conflicts of interest with AGTB Fund Manager, LLC (the “Adviser”) or any of its affiliates; • the elevating levels of inflation, and its impact on our portfolio companies and on the industries in which we invest; • the dependence of our future success on the general economy and its effect on the industries in which we may invest; • the effect of",
Schedule_Inv_TPG_Twin_Brook_Capital_Income_Fund_ARS_FY2025.pdf,SRC224,Schedule_Inv,gp,176,defined_term,"(the ""Manager"")","AGTB Fund Manager, LLC","pital Income Fund” to “TPG Twin Brook Capital Income Fund”. AGTB Fund Manager, LLC (the “Adviser”), an indirect wholly-owned subsidiary of TPG Inc. (“TPG”) (Nasdaq: TPG), a leading global alternative investment firm, serves as the investment adviser of the Company. The Adviser is registered as an investment adviser with the U.S. Securities and Exchange Commission (the “SEC”) un",
Schedule_Inv_WTI_Fund_X_Venture_Debt_ARS_FY2025.pdf,SRC225,Schedule_Inv,gp,3,managed_by,is managed by,Westech Investment Advisors,"stment Company Act of 1940, as amended (the “1940 Act”) and is managed by Westech Investment Advisors LLC (the “Manager” or “Management”) whose ultimate parent is Ridgepost Capital, Inc. (formerly known as P10, Inc.), a Delaware corporation. The Fund is a wholly-owned subsidiary of WTI Fund X, LLC, a Delaware limited liability company (the “Company”). The Fund’s investment obje",
Schedule_Inv_WTI_Fund_X_Venture_Debt_ARS_FY2025.pdf,SRC225,Schedule_Inv,gp,51,managed_by,is managed by,Westech Investment Advisors,"stment Company Act of 1940, as amended (the “1940 Act”) and is managed by Westech Investment Advisors LLC (the “Manager” or “Management”) whose ultimate parent is Ridgepost Capital, Inc. (formerly known as P10, Inc.), a Delaware corporation. On January 12, 2026, P10, Inc. announced that it will change its legal name to Ridgepost Capital, Inc., effective February 11, 2026. The F",
Schedule_Inv_WTI_Fund_XI_Venture_Debt_ARS_FY2025.pdf,SRC226,Schedule_Inv,gp,3,managed_by,is managed by,Westech Investment Advisors,"stment Company Act of 1940, as amended (the “1940 Act”) and is managed by Westech Investment Advisors LLC (the “Manager” or “Management”), whose ultimate parent is Ridgepost Capital, Inc. (formerly known as P10, Inc.), a Delaware corporation. The Fund is a wholly-owned subsidiary of WTI Fund XI, LLC, a Delaware limited liability company (the “Company”). The Fund’s investment ob",
Schedule_Inv_WTI_Fund_XI_Venture_Debt_ARS_FY2025.pdf,SRC226,Schedule_Inv,gp,43,managed_by,is managed by,Westech Investment Advisors,"stment Company Act of 1940, as amended (the “1940 Act”) and is managed by Westech Investment Advisors LLC (the “Manager” or “Management”) whose ultimate parent is Ridgepost Capital, Inc. (formerly known as P10, Inc.), a Delaware corporation. The Fund will be dissolved on December 31, 2033 unless the Board of Directors (the “Board”) opts to elect early dissolution. One hundred p",
Schedule_Inv_CNL_Strategic_Capital_LLC_ARS_FY2025.pdf,SRC227,Schedule_Inv,gp,8,managed_by,is managed by,CNL Strategic Capital,"s a meaningful ownership stake in the business. The company is externally managed by CNL Strategic Capital Management, LLC, which is a registered investment adviser. Shareholder Information Corporate Offices Manager Inquiries by shareholders should be CNL Strategic Capital, LLC CNL Strategic Capital directed to: 450 South Orange Avenue Management, LLC Suite 1400 Orlando, Florid",
Schedule_Inv_CNL_Strategic_Capital_LLC_ARS_FY2025.pdf,SRC227,Schedule_Inv,gp,14,managed_by,is managed by,CNL Strategic Capital,"businesses. We commenced operations on February 7, 2018. We are externally managed by CNL Strategic Capital Management, LLC (the “Manager”), an entity that is registered as an investment adviser under the Investment Advisers Act of 1940, as amended (the “Advisers Act”). The Manager is controlled by CNL Financial Group, LLC (the “Sponsor”), a private investment management firm s",
Schedule_Inv_CNL_Strategic_Capital_LLC_ARS_FY2025.pdf,SRC227,Schedule_Inv,gp,89,managed_by,is managed by,CNL Strategic Capital,"nd grow durable, middle-market U.S. businesses. The Company is externally managed by CNL Strategic Capital Management, LLC (the “Manager”) and sub-managed by Levine Leichtman Strategic Capital, LLC (the “Sub-Manager”). The Manager is responsible for the overall management of the Company’s activities and the Sub-Manager is responsible for the day- to-day management of the Compan",
Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.pdf,SRC228,Financials,gp,84,managed_by,is managed by,Sculptor Advisors,"cation as a REIT. The Company and the Operating Partnership are externally managed by Sculptor Advisors LLC (in its capacity as our adviser, the “Adviser”), a Delaware limited liability company and a registered investment adviser. The Adviser is an affiliate of Sculptor Capital Management, Inc. (together with its affiliates, “Sculptor”). Sculptor Diversified REIT Special Limite",
Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.pdf,SRC228,Financials,gp,104,managed_by,is managed by,Sculptor Advisors,"ebruary 22, 2022. The Company and the Operating Partnership are externally managed by Sculptor Advisors LLC (the “Adviser”), an affiliate of Sculptor. In March 2023, the Company launched a private placement offering exempt from registration under the Securities Act of 1933, as amended (the “Securities Act”) (the “Offering”). The Company sells shares monthly in the Offering at a",
Financials_JPMorgan_Real_Estate_Income_Trust_ARS_FY2025.pdf,SRC229,Financials,gp,12,managed_by,is managed by,J.P. Morgan Investment Management,"Our Adviser We and the Operating Partnership are externally managed by J.P. Morgan Investment Management Inc., a Delaware corporation. JPMIM is one of theindustry’spremier global real estate investment managers. JPMIM has over 60 years of experience advising and managing some of theworld’smost respected corporations, pension plans, governments, institutions and h",
Financials_JPMorgan_Real_Estate_Income_Trust_ARS_FY2025.pdf,SRC229,Financials,gp,109,managed_by,is managed by,J.P. Morgan Investment Management,"vant real estate experience. The Adviser and J.P. Morgan We are externally managed by J.P. Morgan Investment Management Inc. JPMIM is one of theindustry’spremier global real estate investment managers. JPMIM has over 60 years of experience advising and managing some of theworld’smost respected corporations, pension plans, governments, institutions and high net worth investors o",
Financials_Starwood_Real_Estate_Income_Trust_ARS_FY2025.pdf,SRC231,Financials,gp,120,managed_by,is managed by,Starwood REIT Advisors,"ting Partnership. The Company and the Operating Partnership are externally managed by Starwood REIT Advisors, L.L.C. (the“Advisor”),an affiliate of the Sponsor. On December 27, 2017, the Company commenced its initial public offering of up to $5.0 billion in shares of common stock. On June 2, 2021, the initial public offering terminated and the Company commenced a follow-on publ",
Schedule_Inv_FS_KKR_Capital_Corp_ARS_FY2024.pdf,SRC234,Schedule_Inv,gp,7,managed_by,is managed by,"FS/KKR Advisor, LLC","024, we had total assets of approximately $14.2 billion. We are managed by FS/KKR Advisor, LLC, or the Adviser, a registered investment adviser under the Investment Advisers Act of 1940, as amended, or the Advisers Act, which oversees the management of our operations and is responsible for making investment decisions with respect to our portfolio. Our investment objectives are",
Schedule_Inv_FS_KKR_Capital_Corp_ARS_FY2024.pdf,SRC234,Schedule_Inv,gp,132,managed_by,is managed by,"FS/KKR Advisor, LLC","ng total return swaps and credit default swaps. The Company is externally managed by FS/KKR Advisor, LLC, or the Adviser, pursuant to an investment advisory agreement, dated as of June 16, 2021, or the investment advisory agreement. Note 2. Summary of Significant Accounting Policies Basis of Presentation: The accompanying audited consolidated financial statements of the Company",
Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2024.pdf,SRC235,Schedule_Inv,gp,116,managed_by,is managed by,Sixth Street Specialty Lending Advisers,"Revenue Code of 1986, as amended (the “Code”). The Company is managed by Sixth Street Specialty Lending Advisers, LLC (the “Adviser”). On June 1, 2011, the Company formed a wholly-owned subsidiary, TC Lending, LLC, a Delaware limited liability company. On March 22, 2012, the Company formed a wholly-owned subsidiary, Sixth Street SL SPV, LLC, a Delaware limited liability compan",
Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2024.pdf,SRC236,Schedule_Inv,gp,5,managed_by,is managed by,Apollo Capital,"company, and its applicable subsidiaries. MidCap Financial is managed by Apollo Capital Management, L.P., a subsidiary of Apollo Global Management, Inc., pursuant to an investment management agreement. MidCap Financial is not an investment adviser, subadviser or fiduciary to MidCap Financial Investment Corporation or to the Company’s Investment Adviser. MidCap Financial is not",
Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf,SRC237,Schedule_Inv,gp,3,defined_term,"(the ""Manager"")","Conflicts of Interest Apollo Credit Management, LLC","g results. Risks Related to the Adviser and Its Affiliates; Conflicts of Interest Apollo Credit Management, LLC (the ""Adviser"") and its affiliates, including our officers and some of our Trustees, face conflicts of interest caused by compensation arrangements with us and our affiliates, which could result in actions that are not in the best interests of our shareholders. We may",
Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf,SRC237,Schedule_Inv,gp,5,managed_by,is managed by,Apollo Credit Management,"mpany Act of 1940, as amended (the “1940 Act”). The Company is externally managed by Apollo Credit Management, LLC. The Adviser is an affiliate of Apollo Global Management, Inc. and its consolidated subsidiaries (“AGM”, or “Apollo”). The Company has elected to be treated for federal income tax purposes, and intends to qualify annually thereafter, as a RIC as defined under Subch",
Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf,SRC237,Schedule_Inv,gp,6,managed_by,is managed by,Apollo Credit Management,"r and the Administrator The Company’s investment activities are managed by Apollo Credit Management, LLC, an investment adviser registered with the SEC under the Investment Advisers Act of 1940, as amended (the ""Advisers Act""). Pursuant to the advisory agreement between us and the Adviser, as amended (the ""Advisory Agreement""), the Adviser is responsible for originating prospec",
Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf,SRC237,Schedule_Inv,gp,67,defined_term,"(the ""Manager"")","Apollo Credit Management, LLC","arties; actual and potential conflicts of interest with the Apollo Credit Management, LLC (the ""Adviser"") or any of its affiliates; the elevating levels of inflation, and its impact on our portfolio companies and on the industries in which we invest; the dependence of our future success on the general economy and its effect on the industries in which we may invest; our use of f",
Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf,SRC237,Schedule_Inv,gp,180,defined_term,"(the ""Manager"")","Apollo Credit Management, LLC","the Internal Revenue Code of 1986, as amended (the “Code”). Apollo Credit Management, LLC (the “Adviser”) is our investment adviser and is an affiliate of Apollo Global Management, Inc. and its consolidated subsidiaries (“AGM”, or ""Apollo""). The Adviser, subject to the overall supervision of our Board of Trustees (the ""Board""), manages the day-to-day operations of the Company a",
Schedule_Inv_Franklin_BSP_Capital_Corp_ARS_FY2024.pdf,SRC238,Schedule_Inv,gp,6,managed_by,is managed by,Franklin BSP Capital,"iness of Franklin BSP Capital L.L.C. (the “Conversion”). We are managed by Franklin BSP Capital Adviser L.L.C. (the “Adviser”), an affiliate of Benefit Street Partners L.L.C. (“Benefit Street Partners” or “BSP”). Our Adviser is a Delaware limited liability company that is registered as an investment adviser under the Investment Advisers Act of 1940, as amended (the “Advisers Ac",
Schedule_Inv_Franklin_BSP_Capital_Corp_ARS_FY2024.pdf,SRC238,Schedule_Inv,gp,116,managed_by,is managed by,Franklin BSP Capital,"enced investment operations on January 7, 2021. The Company is managed by Franklin BSP Capital Adviser L.L.C. (the “Adviser”), a Delaware limited liability company and an affiliate of Benefit Street Partners L.L.C. (“Benefit Street Partners” or “BSP”) pursuant to an investment advisory agreement (the “Investment Advisory Agreement”). The Adviser is registered as an investment a",
Schedule_Inv_Franklin_BSP_Capital_Corp_ARS_FY2024.pdf,SRC238,Schedule_Inv,gp,116,managed_by,is managed by,"Franklin BSP Lending Adviser, L.L.C.","ith FBLC for additional information about the Mergers. FBLC was managed by Franklin BSP Lending Adviser, L.L.C., a subsidiary of BSP since 2016. F-26",
Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2022.pdf,SRC241,Schedule_Inv,gp,3,managed_by,is managed by,Apollo Capital,"including MidCap Financial Services, LLC. MidCap Financial is managed by Apollo Capital Management, L.P., a subsidiary of Apollo, pursuant to an investment management agreement between Apollo Capital Management, L.P. and MidCap FinCo Designated Activity Company. MidCap Financial is not an investment adviser, subadviser or fiduciary to the Company or to the Company’s Investment",
Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2022.pdf,SRC241,Schedule_Inv,gp,3,managed_by,is managed by,Apollo Investment Management,"ts sourced) when sourcing loans across its platform. 4 MFIC is managed by Apollo Investment Management, L.P. (the “Investment Adviser”), an affiliate of Apollo. MidCap Financial is managed by Apollo Capital Management, L.P., a subsidiary of Apollo. 5 The Company’s common stock began to trade under the ticker “MFIC” on the NASDAQ Global Stock Market on August 12, 2022. Prior to",
Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2022.pdf,SRC241,Schedule_Inv,gp,4,defined_term,"(the ""Manager"")","Apollo Investment Management, L.P.","ial Investment Corporation’s (“MFIC”) investment adviser is Apollo Investment Management, L.P. (the “Investment Adviser”), an affiliate of Apollo. 2",
Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2022.pdf,SRC242,Schedule_Inv,gp,84,managed_by,is managed by,Sixth Street Lending Partners,"Revenue Code of 1986, as amended (the “Code”). The Company is managed by Sixth Street Lending Partners Advisers, LLC (the “Adviser”). On May 12, 2022, the Company formed a wholly-owned subsidiary, Sixth Street LP Holding, LLC, a Delaware limited liability company. On May 12, 2022, the Company formed a wholly-owned subsidiary, SSLP Lending, LLC, a Delaware limited liability com",
Schedule_Inv_Monroe_Capital_Income_Plus_Corp_ARS_FY2023.pdf,SRC244,Schedule_Inv,gp,12,managed_by,is managed by,MC Advisors,"Officer, who also have active roles within MC Advisors. We are managed by MC Advisors, which has access through the Staffing Agreement to Monroe Capital’s experienced team comprised of approximately 250 professionals, including seven senior partners that average more than 30 years of direct lending experience. This extensive experience includes the management of investments wi",
Schedule_Inv_Monroe_Capital_Income_Plus_Corp_ARS_FY2023.pdf,SRC244,Schedule_Inv,gp,76,managed_by,is managed by,Monroe Capital,"r financial condition. Governance Our cybersecurity program is managed by Monroe Capital’s dedicated internal cybersecurity team, which is responsible for enterprise-wide cybersecurity strategy, policies, standards, engineering, architecture and processes. The team is led by Monroe Capital’s Head of Information Technology, who has a bachelor’s degree in systems engineering and",
Schedule_Inv_Monroe_Capital_Income_Plus_Corp_ARS_FY2023.pdf,SRC244,Schedule_Inv,gp,145,managed_by,is managed by,Monroe Capital,"appreciation through a variety of investments. The Company is managed by Monroe Capital BDC Advisors, LLC (“MC Advisors”). The Company has elected to be regulated as a business development company (“BDC”) under the Investment Company Act of 1940, as amended (the “1940 Act”). In addition, for U.S. federal income tax purposes, the Company elected to be treated as a regulated inv",
Schedule_Inv_Venture_Lending_and_Leasing_IX_ARS_FY2024.pdf,SRC245,Schedule_Inv,gp,3,managed_by,is managed by,Westech Investment Advisors,"stment Company Act of 1940, as amended (the “1940 Act”) and is managed by Westech Investment Advisors LLC (the “Manager” or “Management”). All of the issued and outstanding membership interests of the Manager were acquired by P10 Intermediate Holdings LLC, a Delaware limited liability company whose ultimate parent is P10, Inc., a Delaware corporation (together, “P10”) on Octobe",
Schedule_Inv_Venture_Lending_and_Leasing_IX_ARS_FY2024.pdf,SRC245,Schedule_Inv,gp,51,managed_by,is managed by,Westech Investment Advisors,"stment Company Act of 1940, as amended (the “1940 Act”) and is managed by Westech Investment Advisors LLC (the “Manager” or “Management”). All of the issued and outstanding membership interests of the Manager were acquired by P10 Intermediate Holdings LLC, a Delaware limited liability company whose ultimate parent is P10, Inc., a Delaware corporation (together, “P10”) on Octobe",
NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.pdf,SRC252,NAV_Statement,gp,15,managed_by,is managed by,HGIT Advisors,"perated and sold real estate for over 68 years. The Company is managed by HGIT Advisors LP (the “Advisor”), an affiliate of Hines. The Company conducts substantially all of its operations through HGIT Properties, LP (the “Operating Partnership”). An affiliate of the Advisor, Hines Global REIT II Associates LP, owns less than a 1% limited partner interest in the Operating Partne",
NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.pdf,SRC252,NAV_Statement,gp,33,defined_term,"(the ""Manager"")",HGIT Advisors LP,"levels, acquisitions and investment objectives, payments to HGIT Advisors LP (the “Advisor”), and its affiliates and other plans and objectives of management for future operations or economic performance, or assumptions or forecasts related thereto as well as all other statements that are not historical statements. These statements are only predictions. We caution that forward-",
Financials_SREIT_Annual_Report_FY2023.pdf,SRC254,Financials,gp,14,defined_term,"(the ""Manager"")","Starwood Capital Group Holdings, L.P.","he “Special Limited Partner”), a wholly owned subsidiary of Starwood Capital Group Holdings, L.P. (the “Sponsor”), owns a special limited partner interest in the Operating Partnership. Substantially all of our business is conducted through the Operating Partnership. We and the Operating Partnership are externally managed by the Advisor, an affiliate of the Sponsor. Our board of",
Financials_SREIT_Annual_Report_FY2023.pdf,SRC254,Financials,gp,123,managed_by,is managed by,Starwood REIT Advisors,"ting Partnership. The Company and the Operating Partnership are externally managed by Starwood REIT Advisors, L.L.C. (the “Advisor”), an affiliate of the Sponsor. As of December 31, 2023, the Company owned 471 consolidated real estate properties, 1,016 single-family rental homes, two investments in unconsolidated real estate ventures and eight positions in real estate debt inve",
Financials_BREIT_Annual_Report_FY2024.pdf,SRC256,Financials,gp,126,managed_by,is managed by,BX REIT Advisors,"we own substantially all of our assets through BREIT OP. We are externally managed by BX REIT Advisors L.L.C. (the “Adviser”). The Adviser is part of the real estate group of Blackstone Inc. (“Blackstone”), a leading investment manager. We currently operate our business in nine reportable segments: Rental Housing, Industrial, Net Lease, Data Centers, Hospitality, Self Storage,",
Financials_BREIT_Annual_Report_FY2024.pdf,SRC256,Financials,gp,167,managed_by,is managed by,BX REIT Advisors,"ess is conducted through BREIT OP. The Company and BREIT OP are externally managed by BX REIT Advisors L.L.C. (the “Adviser”). The Adviser is part of the real estate group of Blackstone, a leading global investment manager. The Company was formed on November 16, 2015 as a Maryland corporation and qualifies as a real estate investment trust (“REIT”) for U.S. federal income tax p",
Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2025.pdf,SRC261,Financials,gp,18,defined_term,"(the ""Manager"")","Nuveen Real Estate Global Cities Advisors, LLC","e-related assets. We are externally managed by our advisor, Nuveen Real Estate Global Cities Advisors, LLC (the “Advisor”), an investment advisory affiliate of Nuveen Real Estate. Nuveen Real Estate is the real estate investment management division of our sponsor, Nuveen, LLC (together with its affiliates, “Nuveen” or the “Sponsor”). Nuveen is the asset management arm and wholl",
Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2025.pdf,SRC261,Financials,gp,85,defined_term,"(the ""Manager"")","Nuveen Real Estate Global Cities Advisors, LLC","e-related assets. We are externally managed by our advisor, Nuveen Real Estate Global Cities Advisors, LLC (the “Advisor”), an investment advisory affiliate of Nuveen Real Estate. Nuveen Real Estate is the real estate investment management division of our sponsor, Nuveen, LLC (“Nuveen”). Nuveen is the asset management arm and a wholly owned subsidiary of Teachers Insurance and",
Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2025.pdf,SRC261,Financials,gp,141,defined_term,"(the ""Manager"")","Nuveen, LLC","to continue to qualify as a REIT. The Company’s sponsor is Nuveen, LLC (the “Sponsor”), a wholly owned subsidiary of Teachers Insurance and Annuity Association of America (“TIAA”). The Company is the sole general partner of Nuveen Global Cities REIT OP, LP, a Delaware limited partnership (“Operating Partnership”). Operating Partnership has issued a limited partner interest to",
