"source_page","a_page_status","b_page_status","a_layout_checked","b_layout_checked","a_expected_observation_count","b_expected_observation_count","a_source_structures","b_source_structures","a_relevant_record_families","b_relevant_record_families","difference_fields"
"133","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"134","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"135","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"136","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"137","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"138","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"139","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"140","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"141","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"142","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"143","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"144","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"145","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"146","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"147","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"148","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"149","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"150","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"151","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"152","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"153","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"154","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"155","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"156","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"157","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"158","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"159","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"160","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"161","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"162","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"163","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"164","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"165","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"166","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"167","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"168","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"169","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"170","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"171","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"172","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"173","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"174","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"175","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"176","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"177","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"178","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"179","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"180","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3a Grants and Contributions Paid During the Year (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"181","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3b Grants and Contributions Approved For Future Payment (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"182","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3b Grants and Contributions Approved For Future Payment (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"183","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3b Grants and Contributions Approved For Future Payment (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"184","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3b Grants and Contributions Approved For Future Payment (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"185","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3b Grants and Contributions Approved For Future Payment (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"186","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3b Grants and Contributions Approved For Future Payment (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"187","NO_ELIGIBLE_DATA","NO_ELIGIBLE_DATA","YES","YES","0","0","Part XIV, Line 3b Grants and Contributions Approved For Future Payment (continued)","Part XIV, Line 3a Grants and Contributions Paid During the Year","","","source_structures"
"188","ELIGIBLE_DATA_EXTRACTED","NO_ELIGIBLE_DATA","YES","YES","1","0","Relationship of Activities to the Accomplishment of Exempt Purposes (continued)","Part XV Section B Relationship of Activities to the Accomplishment of Exempt Purposes (continued)","definition_context","","page_status|expected_observation_count|source_structures|relevant_record_families"
