scenario_id,scenario_type,manager_id,manager_name,strategy,baseline_score,baseline_rank,scenario_score,scenario_rank,official_eligible,removed_fund_id,evidence_id,counterfactual_score
nav_30,nav_haircut,MANAGER_SYNTH_00124,Synthetic Alternatives Manager 0124,buyout,66.8965517242,5,54.999999999989654,5,true,,SCENARIO:manager:MANAGER_SYNTH_00124:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00128,Synthetic Alternatives Manager 0128,real_estate,61.9259259259,3,47.703703703702224,2,true,,SCENARIO:manager:MANAGER_SYNTH_00128:real_estate:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00129,Synthetic Alternatives Manager 0129,buyout,49.3487957181,11,37.76984834968463,12,true,,SCENARIO:manager:MANAGER_SYNTH_00129:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00137,Synthetic Alternatives Manager 0137,buyout,13.275862069,15,12.241379310353793,15,true,,SCENARIO:manager:MANAGER_SYNTH_00137:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00140,Synthetic Alternatives Manager 0140,real_estate,19.2857142857,4,17.142857142860002,4,true,,SCENARIO:manager:MANAGER_SYNTH_00140:real_estate:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00144,Synthetic Alternatives Manager 0144,infrastructure,61.4285714286,1,24.999999999991427,2,true,,SCENARIO:manager:MANAGER_SYNTH_00144:infrastructure:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00145,Synthetic Alternatives Manager 0145,buyout,9.99999999999,16,7.413793103447793,16,true,,SCENARIO:manager:MANAGER_SYNTH_00145:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00161,Synthetic Alternatives Manager 0161,growth,40.9166666667,2,25.41666666666,3,true,,SCENARIO:manager:MANAGER_SYNTH_00161:growth:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00164,Synthetic Alternatives Manager 0164,secondaries,48.3157894737,2,30.00000000000316,2,true,,SCENARIO:manager:MANAGER_SYNTH_00164:secondaries:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00165,Synthetic Alternatives Manager 0165,venture,19.6296296297,3,18.518518518513112,3,true,,SCENARIO:manager:MANAGER_SYNTH_00165:venture:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00166,Synthetic Alternatives Manager 0166,buyout,60.4693611473,6,50.23468057366876,7,true,,SCENARIO:manager:MANAGER_SYNTH_00166:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00169,Synthetic Alternatives Manager 0169,real_estate,64.2307692307,2,63.07692307691693,1,true,,SCENARIO:manager:MANAGER_SYNTH_00169:real_estate:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00176,Synthetic Alternatives Manager 0176,buyout,83.6332029552,1,77.75315080399335,1,true,,SCENARIO:manager:MANAGER_SYNTH_00176:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00179,Synthetic Alternatives Manager 0179,private_credit,35.3846153846,5,34.61538461538769,2,true,,SCENARIO:manager:MANAGER_SYNTH_00179:private_credit:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00185,Synthetic Alternatives Manager 0185,growth,54.1666666667,1,33.16666666668,2,true,,SCENARIO:manager:MANAGER_SYNTH_00185:growth:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,buyout,55.5172413793,7,50.34482758621655,6,true,,SCENARIO:manager:MANAGER_SYNTH_00189:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,secondaries,51.6666666667,1,51.66666666666667,1,true,,SCENARIO:manager:MANAGER_SYNTH_00189:secondaries:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00193,Synthetic Alternatives Manager 0193,venture,13.4615384615,5,10.08241758240857,4,true,,SCENARIO:manager:MANAGER_SYNTH_00193:venture:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00195,Synthetic Alternatives Manager 0195,growth,37.5,3,33.75,1,true,,SCENARIO:manager:MANAGER_SYNTH_00195:growth:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00199,Synthetic Alternatives Manager 0199,buyout,39.2105263158,13,22.631578947362108,13,true,,SCENARIO:manager:MANAGER_SYNTH_00199:buyout:nav_30,
w50_50,weight_policy,MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,venture,74.0740740741,1,75.000000000025,1,true,,SCENARIO:manager:MANAGER_SYNTH_00001:venture:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,private_credit,40.0,4,39.285714285699996,4,true,,SCENARIO:manager:MANAGER_SYNTH_00005:private_credit:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00017,Synthetic Alternatives Manager 0017,buyout,54.7368421052,8,53.947368421049994,9,true,,SCENARIO:manager:MANAGER_SYNTH_00017:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00026,Synthetic Alternatives Manager 0026,venture,14.0,4,13.0,5,true,,SCENARIO:manager:MANAGER_SYNTH_00026:venture:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,venture,67.2,2,64.0,2,true,,SCENARIO:manager:MANAGER_SYNTH_00029:venture:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,infrastructure,54.2857142857,2,53.57142857145,2,true,,SCENARIO:manager:MANAGER_SYNTH_00031:infrastructure:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,buyout,75.1238591916,4,76.2277270752,3,true,,SCENARIO:manager:MANAGER_SYNTH_00033:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00036,Synthetic Alternatives Manager 0036,private_credit,31.0714285714,6,32.14285714284,6,true,,SCENARIO:manager:MANAGER_SYNTH_00036:private_credit:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00055,Synthetic Alternatives Manager 0055,buyout,37.3684210526,14,35.5263157894675,14,true,,SCENARIO:manager:MANAGER_SYNTH_00055:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,buyout,47.2446762277,12,48.185571490675,12,true,,SCENARIO:manager:MANAGER_SYNTH_00061:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,private_credit,54.2931034483,2,50.301724137925,3,true,,SCENARIO:manager:MANAGER_SYNTH_00061:private_credit:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00078,Synthetic Alternatives Manager 0078,real_estate,67.1111111111,1,64.62962962965,1,true,,SCENARIO:manager:MANAGER_SYNTH_00078:real_estate:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00086,Synthetic Alternatives Manager 0086,private_credit,53.301724138,3,52.06896551725,2,true,,SCENARIO:manager:MANAGER_SYNTH_00086:private_credit:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00089,Synthetic Alternatives Manager 0089,private_credit,61.5384615384,1,61.538461538449994,1,true,,SCENARIO:manager:MANAGER_SYNTH_00089:private_credit:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00091,Synthetic Alternatives Manager 0091,buyout,83.1034482758,2,81.03448275865,2,true,,SCENARIO:manager:MANAGER_SYNTH_00091:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00097,Synthetic Alternatives Manager 0097,buyout,50.5867014342,10,50.706214689252505,10,true,,SCENARIO:manager:MANAGER_SYNTH_00097:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00117,Synthetic Alternatives Manager 0117,buyout,75.4853620956,3,73.536209553175,4,true,,SCENARIO:manager:MANAGER_SYNTH_00117:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00123,Synthetic Alternatives Manager 0123,buyout,53.70273794,9,54.7262059973775,8,true,,SCENARIO:manager:MANAGER_SYNTH_00123:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00124,Synthetic Alternatives Manager 0124,buyout,66.8965517242,5,66.3793103448,5,true,,SCENARIO:manager:MANAGER_SYNTH_00124:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00128,Synthetic Alternatives Manager 0128,real_estate,61.9259259259,3,62.222222222225,3,true,,SCENARIO:manager:MANAGER_SYNTH_00128:real_estate:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00129,Synthetic Alternatives Manager 0129,buyout,49.3487957181,11,48.96669640202333,11,true,,SCENARIO:manager:MANAGER_SYNTH_00129:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00137,Synthetic Alternatives Manager 0137,buyout,13.275862069,15,13.793103448275,15,true,,SCENARIO:manager:MANAGER_SYNTH_00137:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00140,Synthetic Alternatives Manager 0140,real_estate,19.2857142857,4,23.21428571429,4,true,,SCENARIO:manager:MANAGER_SYNTH_00140:real_estate:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00144,Synthetic Alternatives Manager 0144,infrastructure,61.4285714286,1,58.92857142855,1,true,,SCENARIO:manager:MANAGER_SYNTH_00144:infrastructure:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00145,Synthetic Alternatives Manager 0145,buyout,9.99999999999,16,9.051724137935,16,true,,SCENARIO:manager:MANAGER_SYNTH_00145:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00161,Synthetic Alternatives Manager 0161,growth,40.9166666667,2,39.583333333325,2,true,,SCENARIO:manager:MANAGER_SYNTH_00161:growth:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00164,Synthetic Alternatives Manager 0164,secondaries,48.3157894737,2,47.4561403509,2,true,,SCENARIO:manager:MANAGER_SYNTH_00164:secondaries:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00165,Synthetic Alternatives Manager 0165,venture,19.6296296297,3,19.4444444444275,3,true,,SCENARIO:manager:MANAGER_SYNTH_00165:venture:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00166,Synthetic Alternatives Manager 0166,buyout,60.4693611473,6,61.103867883549995,6,true,,SCENARIO:manager:MANAGER_SYNTH_00166:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00169,Synthetic Alternatives Manager 0169,real_estate,64.2307692307,2,64.42307692305,2,true,,SCENARIO:manager:MANAGER_SYNTH_00169:real_estate:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00176,Synthetic Alternatives Manager 0176,buyout,83.6332029552,1,84.73489787047501,1,true,,SCENARIO:manager:MANAGER_SYNTH_00176:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00179,Synthetic Alternatives Manager 0179,private_credit,35.3846153846,5,36.538461538475,5,true,,SCENARIO:manager:MANAGER_SYNTH_00179:private_credit:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00185,Synthetic Alternatives Manager 0185,growth,54.1666666667,1,52.500000000025,1,true,,SCENARIO:manager:MANAGER_SYNTH_00185:growth:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,buyout,55.5172413793,7,56.89655172415,7,true,,SCENARIO:manager:MANAGER_SYNTH_00189:buyout:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,secondaries,51.6666666667,1,51.388888888875,1,true,,SCENARIO:manager:MANAGER_SYNTH_00189:secondaries:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00193,Synthetic Alternatives Manager 0193,venture,13.4615384615,5,14.9725274725175,4,true,,SCENARIO:manager:MANAGER_SYNTH_00193:venture:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00195,Synthetic Alternatives Manager 0195,growth,37.5,3,37.5,3,true,,SCENARIO:manager:MANAGER_SYNTH_00195:growth:w50_50,
w50_50,weight_policy,MANAGER_SYNTH_00199,Synthetic Alternatives Manager 0199,buyout,39.2105263158,13,40.789473684225,13,true,,SCENARIO:manager:MANAGER_SYNTH_00199:buyout:w50_50,
w60_40,weight_policy,MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,venture,74.0740740741,1,74.0740740741,1,true,,SCENARIO:manager:MANAGER_SYNTH_00001:venture:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,private_credit,40.0,4,39.99999999999,4,true,,SCENARIO:manager:MANAGER_SYNTH_00005:private_credit:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00017,Synthetic Alternatives Manager 0017,buyout,54.7368421052,8,54.736842105259996,8,true,,SCENARIO:manager:MANAGER_SYNTH_00017:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00026,Synthetic Alternatives Manager 0026,venture,14.0,4,13.999999999999998,4,true,,SCENARIO:manager:MANAGER_SYNTH_00026:venture:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,venture,67.2,2,67.2,2,true,,SCENARIO:manager:MANAGER_SYNTH_00029:venture:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,infrastructure,54.2857142857,2,54.28571428574,2,true,,SCENARIO:manager:MANAGER_SYNTH_00031:infrastructure:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,buyout,75.1238591916,4,75.12385919167,4,true,,SCENARIO:manager:MANAGER_SYNTH_00033:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00036,Synthetic Alternatives Manager 0036,private_credit,31.0714285714,6,31.071428571412,6,true,,SCENARIO:manager:MANAGER_SYNTH_00036:private_credit:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00055,Synthetic Alternatives Manager 0055,buyout,37.3684210526,14,37.368421052624,14,true,,SCENARIO:manager:MANAGER_SYNTH_00055:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,buyout,47.2446762277,12,47.24467622774999,12,true,,SCENARIO:manager:MANAGER_SYNTH_00061:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,private_credit,54.2931034483,2,54.29310344827,2,true,,SCENARIO:manager:MANAGER_SYNTH_00061:private_credit:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00078,Synthetic Alternatives Manager 0078,real_estate,67.1111111111,1,67.11111111113,1,true,,SCENARIO:manager:MANAGER_SYNTH_00078:real_estate:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00086,Synthetic Alternatives Manager 0086,private_credit,53.301724138,3,53.30172413794,3,true,,SCENARIO:manager:MANAGER_SYNTH_00086:private_credit:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00089,Synthetic Alternatives Manager 0089,private_credit,61.5384615384,1,61.53846153845,1,true,,SCENARIO:manager:MANAGER_SYNTH_00089:private_credit:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00091,Synthetic Alternatives Manager 0091,buyout,83.1034482758,2,83.10344827589,2,true,,SCENARIO:manager:MANAGER_SYNTH_00091:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00097,Synthetic Alternatives Manager 0097,buyout,50.5867014342,10,50.58670143414201,10,true,,SCENARIO:manager:MANAGER_SYNTH_00097:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00117,Synthetic Alternatives Manager 0117,buyout,75.4853620956,3,75.48536209555,3,true,,SCENARIO:manager:MANAGER_SYNTH_00117:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00123,Synthetic Alternatives Manager 0123,buyout,53.70273794,9,53.70273794001301,9,true,,SCENARIO:manager:MANAGER_SYNTH_00123:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00124,Synthetic Alternatives Manager 0124,buyout,66.8965517242,5,66.89655172411,5,true,,SCENARIO:manager:MANAGER_SYNTH_00124:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00128,Synthetic Alternatives Manager 0128,real_estate,61.9259259259,3,61.925925925929995,3,true,,SCENARIO:manager:MANAGER_SYNTH_00128:real_estate:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00129,Synthetic Alternatives Manager 0129,buyout,49.3487957181,11,49.348795718112,11,true,,SCENARIO:manager:MANAGER_SYNTH_00129:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00137,Synthetic Alternatives Manager 0137,buyout,13.275862069,15,13.27586206896,15,true,,SCENARIO:manager:MANAGER_SYNTH_00137:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00140,Synthetic Alternatives Manager 0140,real_estate,19.2857142857,4,19.285714285718,4,true,,SCENARIO:manager:MANAGER_SYNTH_00140:real_estate:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00144,Synthetic Alternatives Manager 0144,infrastructure,61.4285714286,1,61.42857142855,1,true,,SCENARIO:manager:MANAGER_SYNTH_00144:infrastructure:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00145,Synthetic Alternatives Manager 0145,buyout,9.99999999999,16,10.000000000005,16,true,,SCENARIO:manager:MANAGER_SYNTH_00145:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00161,Synthetic Alternatives Manager 0161,growth,40.9166666667,2,40.91666666666,2,true,,SCENARIO:manager:MANAGER_SYNTH_00161:growth:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00164,Synthetic Alternatives Manager 0164,secondaries,48.3157894737,2,48.31578947371,2,true,,SCENARIO:manager:MANAGER_SYNTH_00164:secondaries:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00165,Synthetic Alternatives Manager 0165,venture,19.6296296297,3,19.629629629611998,3,true,,SCENARIO:manager:MANAGER_SYNTH_00165:venture:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00166,Synthetic Alternatives Manager 0166,buyout,60.4693611473,6,60.46936114735,6,true,,SCENARIO:manager:MANAGER_SYNTH_00166:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00169,Synthetic Alternatives Manager 0169,real_estate,64.2307692307,2,64.23076923074001,2,true,,SCENARIO:manager:MANAGER_SYNTH_00169:real_estate:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00176,Synthetic Alternatives Manager 0176,buyout,83.6332029552,1,83.63320295522,1,true,,SCENARIO:manager:MANAGER_SYNTH_00176:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00179,Synthetic Alternatives Manager 0179,private_credit,35.3846153846,5,35.38461538463,5,true,,SCENARIO:manager:MANAGER_SYNTH_00179:private_credit:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00185,Synthetic Alternatives Manager 0185,growth,54.1666666667,1,54.166666666690006,1,true,,SCENARIO:manager:MANAGER_SYNTH_00185:growth:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,buyout,55.5172413793,7,55.51724137932,7,true,,SCENARIO:manager:MANAGER_SYNTH_00189:buyout:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,secondaries,51.6666666667,1,51.66666666665,1,true,,SCENARIO:manager:MANAGER_SYNTH_00189:secondaries:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00193,Synthetic Alternatives Manager 0193,venture,13.4615384615,5,13.461538461531,5,true,,SCENARIO:manager:MANAGER_SYNTH_00193:venture:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00195,Synthetic Alternatives Manager 0195,growth,37.5,3,37.5,3,true,,SCENARIO:manager:MANAGER_SYNTH_00195:growth:w60_40,
w60_40,weight_policy,MANAGER_SYNTH_00199,Synthetic Alternatives Manager 0199,buyout,39.2105263158,13,39.21052631581,13,true,,SCENARIO:manager:MANAGER_SYNTH_00199:buyout:w60_40,
w70_30,weight_policy,MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,venture,74.0740740741,1,73.148148148175,1,true,,SCENARIO:manager:MANAGER_SYNTH_00001:venture:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,private_credit,40.0,4,40.714285714279995,4,true,,SCENARIO:manager:MANAGER_SYNTH_00005:private_credit:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00017,Synthetic Alternatives Manager 0017,buyout,54.7368421052,8,55.52631578947,7,true,,SCENARIO:manager:MANAGER_SYNTH_00017:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00026,Synthetic Alternatives Manager 0026,venture,14.0,4,14.999999999999998,4,true,,SCENARIO:manager:MANAGER_SYNTH_00026:venture:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,venture,67.2,2,70.4,2,true,,SCENARIO:manager:MANAGER_SYNTH_00029:venture:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,infrastructure,54.2857142857,2,55.00000000003,2,true,,SCENARIO:manager:MANAGER_SYNTH_00031:infrastructure:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,buyout,75.1238591916,4,74.01999130813999,4,true,,SCENARIO:manager:MANAGER_SYNTH_00033:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00036,Synthetic Alternatives Manager 0036,private_credit,31.0714285714,6,29.999999999984,6,true,,SCENARIO:manager:MANAGER_SYNTH_00036:private_credit:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00055,Synthetic Alternatives Manager 0055,buyout,37.3684210526,14,39.2105263157805,13,true,,SCENARIO:manager:MANAGER_SYNTH_00055:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,buyout,47.2446762277,12,46.303780964824995,12,true,,SCENARIO:manager:MANAGER_SYNTH_00061:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,private_credit,54.2931034483,2,58.284482758615,2,true,,SCENARIO:manager:MANAGER_SYNTH_00061:private_credit:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00078,Synthetic Alternatives Manager 0078,real_estate,67.1111111111,1,69.59259259261,1,true,,SCENARIO:manager:MANAGER_SYNTH_00078:real_estate:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00086,Synthetic Alternatives Manager 0086,private_credit,53.301724138,3,54.53448275862999,3,true,,SCENARIO:manager:MANAGER_SYNTH_00086:private_credit:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00089,Synthetic Alternatives Manager 0089,private_credit,61.5384615384,1,61.538461538449994,1,true,,SCENARIO:manager:MANAGER_SYNTH_00089:private_credit:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00091,Synthetic Alternatives Manager 0091,buyout,83.1034482758,2,85.17241379312999,1,true,,SCENARIO:manager:MANAGER_SYNTH_00091:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00097,Synthetic Alternatives Manager 0097,buyout,50.5867014342,10,50.467188179031496,10,true,,SCENARIO:manager:MANAGER_SYNTH_00097:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00117,Synthetic Alternatives Manager 0117,buyout,75.4853620956,3,77.43451463792499,3,true,,SCENARIO:manager:MANAGER_SYNTH_00117:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00123,Synthetic Alternatives Manager 0123,buyout,53.70273794,9,52.6792698826485,9,true,,SCENARIO:manager:MANAGER_SYNTH_00123:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00124,Synthetic Alternatives Manager 0124,buyout,66.8965517242,5,67.41379310342,5,true,,SCENARIO:manager:MANAGER_SYNTH_00124:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00128,Synthetic Alternatives Manager 0128,real_estate,61.9259259259,3,61.62962962963499,3,true,,SCENARIO:manager:MANAGER_SYNTH_00128:real_estate:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00129,Synthetic Alternatives Manager 0129,buyout,49.3487957181,11,49.730895034200664,11,true,,SCENARIO:manager:MANAGER_SYNTH_00129:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00137,Synthetic Alternatives Manager 0137,buyout,13.275862069,15,12.758620689645,15,true,,SCENARIO:manager:MANAGER_SYNTH_00137:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00140,Synthetic Alternatives Manager 0140,real_estate,19.2857142857,4,15.357142857146,4,true,,SCENARIO:manager:MANAGER_SYNTH_00140:real_estate:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00144,Synthetic Alternatives Manager 0144,infrastructure,61.4285714286,1,63.92857142855,1,true,,SCENARIO:manager:MANAGER_SYNTH_00144:infrastructure:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00145,Synthetic Alternatives Manager 0145,buyout,9.99999999999,16,10.948275862075,16,true,,SCENARIO:manager:MANAGER_SYNTH_00145:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00161,Synthetic Alternatives Manager 0161,growth,40.9166666667,2,42.249999999995,2,true,,SCENARIO:manager:MANAGER_SYNTH_00161:growth:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00164,Synthetic Alternatives Manager 0164,secondaries,48.3157894737,2,49.175438596519996,2,true,,SCENARIO:manager:MANAGER_SYNTH_00164:secondaries:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00165,Synthetic Alternatives Manager 0165,venture,19.6296296297,3,19.8148148147965,3,true,,SCENARIO:manager:MANAGER_SYNTH_00165:venture:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00166,Synthetic Alternatives Manager 0166,buyout,60.4693611473,6,59.83485441115,6,true,,SCENARIO:manager:MANAGER_SYNTH_00166:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00169,Synthetic Alternatives Manager 0169,real_estate,64.2307692307,2,64.03846153843,2,true,,SCENARIO:manager:MANAGER_SYNTH_00169:real_estate:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00176,Synthetic Alternatives Manager 0176,buyout,83.6332029552,1,82.53150803996499,2,true,,SCENARIO:manager:MANAGER_SYNTH_00176:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00179,Synthetic Alternatives Manager 0179,private_credit,35.3846153846,5,34.230769230785,5,true,,SCENARIO:manager:MANAGER_SYNTH_00179:private_credit:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00185,Synthetic Alternatives Manager 0185,growth,54.1666666667,1,55.833333333355,1,true,,SCENARIO:manager:MANAGER_SYNTH_00185:growth:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,buyout,55.5172413793,7,54.137931034489995,8,true,,SCENARIO:manager:MANAGER_SYNTH_00189:buyout:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,secondaries,51.6666666667,1,51.944444444424995,1,true,,SCENARIO:manager:MANAGER_SYNTH_00189:secondaries:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00193,Synthetic Alternatives Manager 0193,venture,13.4615384615,5,11.9505494505445,5,true,,SCENARIO:manager:MANAGER_SYNTH_00193:venture:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00195,Synthetic Alternatives Manager 0195,growth,37.5,3,37.5,3,true,,SCENARIO:manager:MANAGER_SYNTH_00195:growth:w70_30,
w70_30,weight_policy,MANAGER_SYNTH_00199,Synthetic Alternatives Manager 0199,buyout,39.2105263158,13,37.631578947395,14,true,,SCENARIO:manager:MANAGER_SYNTH_00199:buyout:w70_30,
