manager_id,strategy,sub_strategy,fund_id,display_order,vintage_year,first_close_date,predecessor_fund_id,order_status
MANAGER_SYNTH_00059,venture,early_stage,FUND_SYNTH_000233,1,2020,2020-11-15,,ORDERED
MANAGER_SYNTH_00059,venture,early_stage,FUND_SYNTH_000234,2,2024,2024-08-15,FUND_SYNTH_000233,ORDERED
MANAGER_SYNTH_00060,private_credit,direct_lending,FUND_SYNTH_000240,1,2012,2012-05-15,,ORDERED
MANAGER_SYNTH_00060,private_credit,direct_lending,FUND_SYNTH_000237,2,2024,2024-08-15,FUND_SYNTH_000240,ORDERED
MANAGER_SYNTH_00060,real_estate,value_add,FUND_SYNTH_000238,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00060,venture,early_stage,FUND_SYNTH_000239,1,2018,2018-05-15,,ORDERED
MANAGER_SYNTH_00061,buyout,middle_market,FUND_SYNTH_000242,1,2018,2018-08-15,,ORDERED
MANAGER_SYNTH_00061,buyout,middle_market,FUND_SYNTH_000241,2,2020,2020-08-15,FUND_SYNTH_000242,ORDERED
MANAGER_SYNTH_00061,private_credit,direct_lending,FUND_SYNTH_000243,1,2019,2019-08-15,,ORDERED
MANAGER_SYNTH_00061,private_credit,direct_lending,FUND_SYNTH_000244,2,2023,2023-02-15,FUND_SYNTH_000243,ORDERED
MANAGER_SYNTH_00062,growth,growth_equity,FUND_SYNTH_000245,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00062,growth,growth_equity,FUND_SYNTH_000248,2,2015,2015-11-15,FUND_SYNTH_000245,ORDERED
MANAGER_SYNTH_00062,venture,early_stage,FUND_SYNTH_000246,1,2023,2023-11-15,,ORDERED
MANAGER_SYNTH_00062,venture,early_stage,FUND_SYNTH_000247,2,2025,2025-05-15,FUND_SYNTH_000246,ORDERED
MANAGER_SYNTH_00063,buyout,middle_market,FUND_SYNTH_000252,1,2014,2014-02-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00063,buyout,middle_market,FUND_SYNTH_000251,2,2014,2014-08-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00063,growth,growth_equity,FUND_SYNTH_000249,1,2017,2017-02-15,,ORDERED
MANAGER_SYNTH_00063,venture,early_stage,FUND_SYNTH_000250,1,2022,2022-08-15,,ORDERED
MANAGER_SYNTH_00064,buyout,middle_market,FUND_SYNTH_000254,1,2025,2025-02-15,,ORDERED
MANAGER_SYNTH_00064,growth,growth_equity,FUND_SYNTH_000255,1,2017,2017-08-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00064,growth,growth_equity,FUND_SYNTH_000256,2,2017,2017-11-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00064,secondaries,lp_led,FUND_SYNTH_000253,1,2019,2019-02-15,,ORDERED
MANAGER_SYNTH_00065,buyout,middle_market,FUND_SYNTH_000259,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00065,fund_of_funds,diversified,FUND_SYNTH_000258,1,2020,2020-02-15,,ORDERED
MANAGER_SYNTH_00065,private_credit,direct_lending,FUND_SYNTH_000260,1,2021,2021-05-15,,ORDERED
MANAGER_SYNTH_00065,private_credit,direct_lending,FUND_SYNTH_000257,2,2025,2025-02-15,FUND_SYNTH_000260,ORDERED
MANAGER_SYNTH_00066,infrastructure,core_plus,FUND_SYNTH_000263,1,2021,2021-05-15,,ORDERED
MANAGER_SYNTH_00066,private_credit,direct_lending,FUND_SYNTH_000262,1,2013,2013-11-15,,ORDERED
MANAGER_SYNTH_00066,real_estate,value_add,FUND_SYNTH_000261,1,2016,2016-11-15,,ORDERED
MANAGER_SYNTH_00066,venture,early_stage,FUND_SYNTH_000264,1,2023,2023-02-15,,ORDERED
MANAGER_SYNTH_00067,buyout,middle_market,FUND_SYNTH_000268,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00067,fund_of_funds,diversified,FUND_SYNTH_000266,1,2018,2018-08-15,,ORDERED
MANAGER_SYNTH_00067,secondaries,lp_led,FUND_SYNTH_000265,1,2021,2021-02-15,,ORDERED
MANAGER_SYNTH_00067,secondaries,lp_led,FUND_SYNTH_000267,2,2024,2024-02-15,FUND_SYNTH_000265,ORDERED
MANAGER_SYNTH_00068,buyout,middle_market,FUND_SYNTH_000272,1,2023,2023-05-15,,ORDERED
MANAGER_SYNTH_00068,private_credit,direct_lending,FUND_SYNTH_000270,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00068,private_credit,direct_lending,FUND_SYNTH_000271,2,2025,2025-11-15,FUND_SYNTH_000270,ORDERED
MANAGER_SYNTH_00068,secondaries,lp_led,FUND_SYNTH_000269,1,2019,2019-08-15,,ORDERED
MANAGER_SYNTH_00069,buyout,middle_market,FUND_SYNTH_000274,1,2018,2018-05-15,,ORDERED
MANAGER_SYNTH_00069,growth,growth_equity,FUND_SYNTH_000276,1,2024,2024-11-15,,ORDERED
MANAGER_SYNTH_00069,private_credit,direct_lending,FUND_SYNTH_000275,1,2019,2019-11-15,,ORDERED
MANAGER_SYNTH_00069,venture,early_stage,FUND_SYNTH_000273,1,2024,2024-08-15,,ORDERED
MANAGER_SYNTH_00070,buyout,middle_market,FUND_SYNTH_000278,1,2014,2014-02-15,,ORDERED
MANAGER_SYNTH_00070,buyout,middle_market,FUND_SYNTH_000280,2,2021,2021-02-15,FUND_SYNTH_000278,ORDERED
MANAGER_SYNTH_00070,private_credit,direct_lending,FUND_SYNTH_000279,1,2019,2019-08-15,,ORDERED
MANAGER_SYNTH_00070,private_credit,direct_lending,FUND_SYNTH_000277,2,2021,2021-02-15,FUND_SYNTH_000279,ORDERED
MANAGER_SYNTH_00071,buyout,middle_market,FUND_SYNTH_000283,1,2013,2013-02-15,,ORDERED
MANAGER_SYNTH_00071,growth,growth_equity,FUND_SYNTH_000284,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00071,real_estate,value_add,FUND_SYNTH_000281,1,2017,2017-11-15,,ORDERED
MANAGER_SYNTH_00071,venture,early_stage,FUND_SYNTH_000282,1,2018,2018-02-15,,ORDERED
MANAGER_SYNTH_00072,buyout,middle_market,FUND_SYNTH_000288,1,2023,2023-05-15,,ORDERED
MANAGER_SYNTH_00072,buyout,middle_market,FUND_SYNTH_000287,2,2025,2025-02-15,FUND_SYNTH_000288,ORDERED
MANAGER_SYNTH_00072,real_estate,value_add,FUND_SYNTH_000285,1,2025,2025-05-15,,ORDERED
MANAGER_SYNTH_00072,venture,early_stage,FUND_SYNTH_000286,1,2022,2022-05-15,,ORDERED
MANAGER_SYNTH_00073,buyout,middle_market,FUND_SYNTH_000290,1,2013,2013-08-15,,ORDERED
MANAGER_SYNTH_00073,buyout,middle_market,FUND_SYNTH_000291,2,2019,2019-05-15,FUND_SYNTH_000290,ORDERED
MANAGER_SYNTH_00073,buyout,middle_market,FUND_SYNTH_000289,3,2020,2020-02-15,FUND_SYNTH_000291,ORDERED
MANAGER_SYNTH_00073,real_estate,value_add,FUND_SYNTH_000292,1,2025,2025-11-15,,ORDERED
MANAGER_SYNTH_00074,buyout,middle_market,FUND_SYNTH_000293,1,2024,2024-05-15,,ORDERED
MANAGER_SYNTH_00074,growth,growth_equity,FUND_SYNTH_000294,1,2025,2025-11-15,,ORDERED
MANAGER_SYNTH_00074,infrastructure,core_plus,FUND_SYNTH_000296,1,2017,2017-08-15,,ORDERED
MANAGER_SYNTH_00074,private_credit,direct_lending,FUND_SYNTH_000295,1,2012,2012-05-15,,ORDERED
MANAGER_SYNTH_00075,buyout,middle_market,FUND_SYNTH_000299,1,2017,2017-08-15,,ORDERED
MANAGER_SYNTH_00075,infrastructure,core_plus,FUND_SYNTH_000298,1,2017,2017-02-15,,ORDERED
MANAGER_SYNTH_00075,real_estate,value_add,FUND_SYNTH_000300,1,2019,2019-08-15,,ORDERED
MANAGER_SYNTH_00075,secondaries,lp_led,FUND_SYNTH_000297,1,2016,2016-05-15,,ORDERED
MANAGER_SYNTH_00076,growth,growth_equity,FUND_SYNTH_000302,1,2014,2014-05-15,,ORDERED
MANAGER_SYNTH_00076,growth,growth_equity,FUND_SYNTH_000304,2,2016,2016-02-15,FUND_SYNTH_000302,ORDERED
MANAGER_SYNTH_00076,real_estate,value_add,FUND_SYNTH_000303,1,2020,2020-05-15,,ORDERED
MANAGER_SYNTH_00076,secondaries,lp_led,FUND_SYNTH_000301,1,2021,2021-11-15,,ORDERED
MANAGER_SYNTH_00077,buyout,middle_market,FUND_SYNTH_000307,1,2022,2022-08-15,,ORDERED
MANAGER_SYNTH_00077,private_credit,direct_lending,FUND_SYNTH_000306,1,2013,2013-11-15,,ORDERED
MANAGER_SYNTH_00077,secondaries,lp_led,FUND_SYNTH_000305,1,2025,2025-02-15,,ORDERED
MANAGER_SYNTH_00077,venture,early_stage,FUND_SYNTH_000308,1,2019,2019-05-15,,ORDERED
MANAGER_SYNTH_00078,buyout,middle_market,FUND_SYNTH_000309,1,2020,2020-05-15,,ORDERED
MANAGER_SYNTH_00078,growth,growth_equity,FUND_SYNTH_000312,1,2016,2016-11-15,,ORDERED
MANAGER_SYNTH_00078,real_estate,value_add,FUND_SYNTH_000310,1,2016,2016-02-15,,ORDERED
MANAGER_SYNTH_00078,real_estate,value_add,FUND_SYNTH_000311,2,2023,2023-11-15,FUND_SYNTH_000310,ORDERED
MANAGER_SYNTH_00079,buyout,middle_market,FUND_SYNTH_000315,1,2018,2018-11-15,,ORDERED
MANAGER_SYNTH_00079,buyout,middle_market,FUND_SYNTH_000313,2,2023,2023-05-15,FUND_SYNTH_000315,ORDERED
MANAGER_SYNTH_00079,growth,growth_equity,FUND_SYNTH_000316,1,2020,2020-02-15,,ORDERED
MANAGER_SYNTH_00079,private_credit,direct_lending,FUND_SYNTH_000314,1,2017,2017-02-15,,ORDERED
MANAGER_SYNTH_00080,buyout,middle_market,FUND_SYNTH_000319,1,2024,2024-05-15,,ORDERED
MANAGER_SYNTH_00080,real_estate,value_add,FUND_SYNTH_000320,1,2020,2020-08-15,,ORDERED
MANAGER_SYNTH_00080,secondaries,lp_led,FUND_SYNTH_000317,1,2019,2019-02-15,,ORDERED
MANAGER_SYNTH_00080,venture,early_stage,FUND_SYNTH_000318,1,2012,2012-02-15,,ORDERED
MANAGER_SYNTH_00081,buyout,middle_market,FUND_SYNTH_000323,1,2019,2019-11-15,,ORDERED
MANAGER_SYNTH_00081,growth,growth_equity,FUND_SYNTH_000322,1,2012,2012-08-15,,ORDERED
MANAGER_SYNTH_00081,private_credit,direct_lending,FUND_SYNTH_000321,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00081,venture,early_stage,FUND_SYNTH_000324,1,2015,2015-02-15,,ORDERED
MANAGER_SYNTH_00082,buyout,middle_market,FUND_SYNTH_000328,1,2014,2014-02-15,,ORDERED
MANAGER_SYNTH_00082,growth,growth_equity,FUND_SYNTH_000326,1,2016,2016-11-15,,ORDERED
MANAGER_SYNTH_00082,private_credit,direct_lending,FUND_SYNTH_000327,1,2012,2012-11-15,,ORDERED
MANAGER_SYNTH_00082,venture,early_stage,FUND_SYNTH_000325,1,2016,2016-02-15,,ORDERED
MANAGER_SYNTH_00083,buyout,middle_market,FUND_SYNTH_000330,1,2016,2016-02-15,,ORDERED
MANAGER_SYNTH_00083,growth,growth_equity,FUND_SYNTH_000332,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00083,private_credit,direct_lending,FUND_SYNTH_000331,1,2022,2022-02-15,,ORDERED
MANAGER_SYNTH_00083,venture,early_stage,FUND_SYNTH_000329,1,2016,2016-11-15,,ORDERED
MANAGER_SYNTH_00084,buyout,middle_market,FUND_SYNTH_000336,1,2020,2020-08-15,,ORDERED
MANAGER_SYNTH_00084,growth,growth_equity,FUND_SYNTH_000333,1,2021,2021-02-15,,ORDERED
MANAGER_SYNTH_00084,secondaries,lp_led,FUND_SYNTH_000335,1,2013,2013-05-15,,ORDERED
MANAGER_SYNTH_00084,venture,early_stage,FUND_SYNTH_000334,1,2019,2019-08-15,,ORDERED
MANAGER_SYNTH_00085,buyout,middle_market,FUND_SYNTH_000339,1,2017,2017-11-15,,ORDERED
MANAGER_SYNTH_00085,growth,growth_equity,FUND_SYNTH_000337,1,2023,2023-08-15,,ORDERED
MANAGER_SYNTH_00085,private_credit,direct_lending,FUND_SYNTH_000340,1,2015,2015-02-15,,ORDERED
MANAGER_SYNTH_00085,venture,early_stage,FUND_SYNTH_000338,1,2023,2023-02-15,,ORDERED
MANAGER_SYNTH_00086,buyout,middle_market,FUND_SYNTH_000342,1,2018,2018-11-15,,ORDERED
MANAGER_SYNTH_00086,growth,growth_equity,FUND_SYNTH_000344,1,2015,2015-08-15,,ORDERED
MANAGER_SYNTH_00086,private_credit,direct_lending,FUND_SYNTH_000341,1,2019,2019-05-15,,ORDERED
MANAGER_SYNTH_00086,private_credit,direct_lending,FUND_SYNTH_000343,2,2020,2020-02-15,FUND_SYNTH_000341,ORDERED
MANAGER_SYNTH_00087,buyout,middle_market,FUND_SYNTH_000345,1,2023,2023-02-15,,ORDERED
MANAGER_SYNTH_00087,private_credit,direct_lending,FUND_SYNTH_000346,1,2016,2016-11-15,,ORDERED
MANAGER_SYNTH_00087,private_credit,direct_lending,FUND_SYNTH_000348,2,2021,2021-05-15,FUND_SYNTH_000346,ORDERED
MANAGER_SYNTH_00087,venture,early_stage,FUND_SYNTH_000347,1,2015,2015-08-15,,ORDERED
MANAGER_SYNTH_00088,buyout,middle_market,FUND_SYNTH_000349,1,2014,2014-02-15,,ORDERED
MANAGER_SYNTH_00088,buyout,middle_market,FUND_SYNTH_000351,2,2017,2017-02-15,FUND_SYNTH_000349,ORDERED
MANAGER_SYNTH_00088,buyout,middle_market,FUND_SYNTH_000350,3,2024,2024-02-15,FUND_SYNTH_000351,ORDERED
MANAGER_SYNTH_00088,private_credit,direct_lending,FUND_SYNTH_000352,1,2022,2022-02-15,,ORDERED
MANAGER_SYNTH_00089,private_credit,direct_lending,FUND_SYNTH_000355,1,2016,2016-08-15,,ORDERED
MANAGER_SYNTH_00089,private_credit,direct_lending,FUND_SYNTH_000356,2,2018,2018-02-15,FUND_SYNTH_000355,ORDERED
MANAGER_SYNTH_00089,venture,early_stage,FUND_SYNTH_000354,1,2017,2017-11-15,,ORDERED
MANAGER_SYNTH_00089,venture,early_stage,FUND_SYNTH_000353,2,2018,2018-11-15,FUND_SYNTH_000354,ORDERED
MANAGER_SYNTH_00090,buyout,middle_market,FUND_SYNTH_000357,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00090,growth,growth_equity,FUND_SYNTH_000359,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00090,infrastructure,core_plus,FUND_SYNTH_000358,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00090,private_credit,direct_lending,FUND_SYNTH_000360,1,2025,2025-02-15,,ORDERED
MANAGER_SYNTH_00091,buyout,middle_market,FUND_SYNTH_000362,1,2018,2018-05-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00091,buyout,middle_market,FUND_SYNTH_000361,2,2018,2018-08-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00091,growth,growth_equity,FUND_SYNTH_000364,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00091,venture,early_stage,FUND_SYNTH_000363,1,2017,2017-08-15,,ORDERED
MANAGER_SYNTH_00092,buyout,middle_market,FUND_SYNTH_000365,1,2013,2013-11-15,,ORDERED
MANAGER_SYNTH_00092,infrastructure,core_plus,FUND_SYNTH_000367,1,2020,2020-05-15,,ORDERED
MANAGER_SYNTH_00092,real_estate,value_add,FUND_SYNTH_000368,1,2020,2020-05-15,,ORDERED
MANAGER_SYNTH_00092,venture,early_stage,FUND_SYNTH_000366,1,2020,2020-11-15,,ORDERED
MANAGER_SYNTH_00093,buyout,middle_market,FUND_SYNTH_000370,1,2017,2017-08-15,,ORDERED
MANAGER_SYNTH_00093,buyout,middle_market,FUND_SYNTH_000369,2,2024,2024-11-15,FUND_SYNTH_000370,ORDERED
MANAGER_SYNTH_00093,buyout,middle_market,FUND_SYNTH_000372,3,2025,2025-08-15,FUND_SYNTH_000369,ORDERED
MANAGER_SYNTH_00093,venture,early_stage,FUND_SYNTH_000371,1,2013,2013-05-15,,ORDERED
MANAGER_SYNTH_00094,buyout,middle_market,FUND_SYNTH_000376,1,2016,2016-02-15,,ORDERED
MANAGER_SYNTH_00094,fund_of_funds,diversified,FUND_SYNTH_000374,1,2019,2019-11-15,,ORDERED
MANAGER_SYNTH_00094,infrastructure,core_plus,FUND_SYNTH_000375,1,2023,2023-11-15,,ORDERED
MANAGER_SYNTH_00094,private_credit,direct_lending,FUND_SYNTH_000373,1,2012,2012-02-15,,ORDERED
MANAGER_SYNTH_00095,fund_of_funds,diversified,FUND_SYNTH_000380,1,2025,2025-11-15,,ORDERED
MANAGER_SYNTH_00095,growth,growth_equity,FUND_SYNTH_000377,1,2025,2025-11-15,,ORDERED
MANAGER_SYNTH_00095,secondaries,lp_led,FUND_SYNTH_000378,1,2023,2023-11-15,,ORDERED
MANAGER_SYNTH_00095,venture,early_stage,FUND_SYNTH_000379,1,2025,2025-02-15,,ORDERED
MANAGER_SYNTH_00096,buyout,middle_market,FUND_SYNTH_000384,1,2015,2015-08-15,,ORDERED
MANAGER_SYNTH_00096,fund_of_funds,diversified,FUND_SYNTH_000382,1,2017,2017-11-15,,ORDERED
MANAGER_SYNTH_00096,private_credit,direct_lending,FUND_SYNTH_000383,1,2017,2017-11-15,,ORDERED
MANAGER_SYNTH_00096,venture,early_stage,FUND_SYNTH_000381,1,2013,2013-05-15,,ORDERED
MANAGER_SYNTH_00097,buyout,middle_market,FUND_SYNTH_000387,1,2016,2016-08-15,,ORDERED
MANAGER_SYNTH_00097,buyout,middle_market,FUND_SYNTH_000385,2,2023,2023-02-15,FUND_SYNTH_000387,ORDERED
MANAGER_SYNTH_00097,infrastructure,core_plus,FUND_SYNTH_000386,1,2024,2024-11-15,,ORDERED
MANAGER_SYNTH_00097,secondaries,lp_led,FUND_SYNTH_000388,1,2025,2025-11-15,,ORDERED
MANAGER_SYNTH_00098,buyout,middle_market,FUND_SYNTH_000392,1,2019,2019-11-15,,ORDERED
MANAGER_SYNTH_00098,buyout,middle_market,FUND_SYNTH_000390,2,2025,2025-08-15,FUND_SYNTH_000392,ORDERED
MANAGER_SYNTH_00098,fund_of_funds,diversified,FUND_SYNTH_000389,1,2019,2019-02-15,,ORDERED
MANAGER_SYNTH_00098,real_estate,value_add,FUND_SYNTH_000391,1,2017,2017-02-15,,ORDERED
MANAGER_SYNTH_00099,buyout,middle_market,FUND_SYNTH_000395,1,2025,2025-05-15,,ORDERED
MANAGER_SYNTH_00099,growth,growth_equity,FUND_SYNTH_000396,1,2017,2017-11-15,,ORDERED
MANAGER_SYNTH_00099,real_estate,value_add,FUND_SYNTH_000394,1,2021,2021-05-15,,ORDERED
MANAGER_SYNTH_00099,venture,early_stage,FUND_SYNTH_000393,1,2024,2024-11-15,,ORDERED
MANAGER_SYNTH_00100,buyout,middle_market,FUND_SYNTH_000400,1,2019,2019-11-15,,ORDERED
MANAGER_SYNTH_00100,buyout,middle_market,FUND_SYNTH_000398,2,2025,2025-02-15,FUND_SYNTH_000400,ORDERED
MANAGER_SYNTH_00100,infrastructure,core_plus,FUND_SYNTH_000397,1,2022,2022-08-15,,ORDERED
MANAGER_SYNTH_00100,real_estate,value_add,FUND_SYNTH_000399,1,2012,2012-11-15,,ORDERED
MANAGER_SYNTH_00101,buyout,middle_market,FUND_SYNTH_000402,1,2015,2015-08-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00101,buyout,middle_market,FUND_SYNTH_000404,2,2015,2015-08-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00101,buyout,middle_market,FUND_SYNTH_000401,3,2023,2023-08-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00101,real_estate,value_add,FUND_SYNTH_000403,1,2016,2016-08-15,,ORDERED
MANAGER_SYNTH_00102,buyout,middle_market,FUND_SYNTH_000408,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00102,growth,growth_equity,FUND_SYNTH_000406,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00102,private_credit,direct_lending,FUND_SYNTH_000407,1,2017,2017-08-15,,ORDERED
MANAGER_SYNTH_00102,private_credit,direct_lending,FUND_SYNTH_000405,2,2018,2018-05-15,FUND_SYNTH_000407,ORDERED
MANAGER_SYNTH_00103,fund_of_funds,diversified,FUND_SYNTH_000411,1,2014,2014-02-15,,ORDERED
MANAGER_SYNTH_00103,fund_of_funds,diversified,FUND_SYNTH_000410,2,2016,2016-02-15,FUND_SYNTH_000411,ORDERED
MANAGER_SYNTH_00103,fund_of_funds,diversified,FUND_SYNTH_000412,3,2025,2025-11-15,FUND_SYNTH_000410,ORDERED
MANAGER_SYNTH_00103,real_estate,value_add,FUND_SYNTH_000409,1,2012,2012-05-15,,ORDERED
MANAGER_SYNTH_00104,growth,growth_equity,FUND_SYNTH_000414,1,2020,2020-05-15,,ORDERED
MANAGER_SYNTH_00104,infrastructure,core_plus,FUND_SYNTH_000415,1,2016,2016-05-15,,ORDERED
MANAGER_SYNTH_00104,real_estate,value_add,FUND_SYNTH_000413,1,2016,2016-11-15,,ORDERED
MANAGER_SYNTH_00104,venture,early_stage,FUND_SYNTH_000416,1,2012,2012-11-15,,ORDERED
MANAGER_SYNTH_00105,buyout,middle_market,FUND_SYNTH_000420,1,2023,2023-05-15,,ORDERED
MANAGER_SYNTH_00105,fund_of_funds,diversified,FUND_SYNTH_000418,1,2012,2012-05-15,,ORDERED
MANAGER_SYNTH_00105,growth,growth_equity,FUND_SYNTH_000419,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00105,infrastructure,core_plus,FUND_SYNTH_000417,1,2012,2012-08-15,,ORDERED
MANAGER_SYNTH_00106,fund_of_funds,diversified,FUND_SYNTH_000423,1,2023,2023-11-15,,ORDERED
MANAGER_SYNTH_00106,growth,growth_equity,FUND_SYNTH_000424,1,2020,2020-02-15,,ORDERED
MANAGER_SYNTH_00106,infrastructure,core_plus,FUND_SYNTH_000421,1,2017,2017-05-15,,ORDERED
MANAGER_SYNTH_00106,venture,early_stage,FUND_SYNTH_000422,1,2016,2016-11-15,,ORDERED
MANAGER_SYNTH_00107,fund_of_funds,diversified,FUND_SYNTH_000427,1,2025,2025-11-15,,ORDERED
MANAGER_SYNTH_00107,growth,growth_equity,FUND_SYNTH_000426,1,2025,2025-05-15,,ORDERED
MANAGER_SYNTH_00107,private_credit,direct_lending,FUND_SYNTH_000425,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00107,secondaries,lp_led,FUND_SYNTH_000428,1,2025,2025-02-15,,ORDERED
MANAGER_SYNTH_00108,fund_of_funds,diversified,FUND_SYNTH_000431,1,2013,2013-08-15,,ORDERED
MANAGER_SYNTH_00108,real_estate,value_add,FUND_SYNTH_000429,1,2019,2019-02-15,,ORDERED
MANAGER_SYNTH_00108,secondaries,lp_led,FUND_SYNTH_000432,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00108,venture,early_stage,FUND_SYNTH_000430,1,2016,2016-08-15,,ORDERED
MANAGER_SYNTH_00109,growth,growth_equity,FUND_SYNTH_000434,1,2023,2023-08-15,,ORDERED
MANAGER_SYNTH_00109,private_credit,direct_lending,FUND_SYNTH_000435,1,2014,2014-11-15,,ORDERED
MANAGER_SYNTH_00109,secondaries,lp_led,FUND_SYNTH_000436,1,2017,2017-11-15,,ORDERED
MANAGER_SYNTH_00109,venture,early_stage,FUND_SYNTH_000433,1,2022,2022-05-15,,ORDERED
MANAGER_SYNTH_00110,buyout,middle_market,FUND_SYNTH_000439,1,2020,2020-05-15,,ORDERED
MANAGER_SYNTH_00110,private_credit,direct_lending,FUND_SYNTH_000438,1,2020,2020-08-15,,ORDERED
MANAGER_SYNTH_00110,secondaries,lp_led,FUND_SYNTH_000437,1,2022,2022-11-15,,ORDERED
MANAGER_SYNTH_00110,venture,early_stage,FUND_SYNTH_000440,1,2014,2014-02-15,,ORDERED
MANAGER_SYNTH_00111,fund_of_funds,diversified,FUND_SYNTH_000441,1,2012,2012-05-15,,ORDERED
MANAGER_SYNTH_00111,fund_of_funds,diversified,FUND_SYNTH_000443,2,2018,2018-05-15,FUND_SYNTH_000441,ORDERED
MANAGER_SYNTH_00111,secondaries,lp_led,FUND_SYNTH_000442,1,2013,2013-08-15,,ORDERED
MANAGER_SYNTH_00111,secondaries,lp_led,FUND_SYNTH_000444,2,2023,2023-02-15,FUND_SYNTH_000442,ORDERED
MANAGER_SYNTH_00112,buyout,middle_market,FUND_SYNTH_000447,1,2024,2024-02-15,,ORDERED
MANAGER_SYNTH_00112,growth,growth_equity,FUND_SYNTH_000445,1,2013,2013-08-15,,ORDERED
MANAGER_SYNTH_00112,real_estate,value_add,FUND_SYNTH_000448,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00112,venture,early_stage,FUND_SYNTH_000446,1,2013,2013-05-15,,ORDERED
MANAGER_SYNTH_00113,buyout,middle_market,FUND_SYNTH_000449,1,2019,2019-05-15,,ORDERED
MANAGER_SYNTH_00113,growth,growth_equity,FUND_SYNTH_000452,1,2017,2017-11-15,,ORDERED
MANAGER_SYNTH_00113,growth,growth_equity,FUND_SYNTH_000450,2,2025,2025-02-15,FUND_SYNTH_000452,ORDERED
MANAGER_SYNTH_00113,secondaries,lp_led,FUND_SYNTH_000451,1,2017,2017-05-15,,ORDERED
MANAGER_SYNTH_00114,buyout,middle_market,FUND_SYNTH_000454,1,2013,2013-05-15,,ORDERED
MANAGER_SYNTH_00114,buyout,middle_market,FUND_SYNTH_000455,2,2017,2017-02-15,FUND_SYNTH_000454,ORDERED
MANAGER_SYNTH_00114,buyout,middle_market,FUND_SYNTH_000453,3,2024,2024-05-15,FUND_SYNTH_000455,ORDERED
MANAGER_SYNTH_00114,growth,growth_equity,FUND_SYNTH_000456,1,2017,2017-05-15,,ORDERED
MANAGER_SYNTH_00115,buyout,middle_market,FUND_SYNTH_000458,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00115,growth,growth_equity,FUND_SYNTH_000457,1,2025,2025-02-15,,ORDERED
MANAGER_SYNTH_00115,secondaries,lp_led,FUND_SYNTH_000459,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00115,secondaries,lp_led,FUND_SYNTH_000460,2,2025,2025-05-15,FUND_SYNTH_000459,ORDERED
MANAGER_SYNTH_00116,buyout,middle_market,FUND_SYNTH_000463,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00116,private_credit,direct_lending,FUND_SYNTH_000462,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00116,private_credit,direct_lending,FUND_SYNTH_000464,2,2018,2018-02-15,FUND_SYNTH_000462,ORDERED
MANAGER_SYNTH_00116,venture,early_stage,FUND_SYNTH_000461,1,2023,2023-02-15,,ORDERED
MANAGER_SYNTH_00117,buyout,middle_market,FUND_SYNTH_000468,1,2014,2014-05-15,,ORDERED
MANAGER_SYNTH_00117,buyout,middle_market,FUND_SYNTH_000466,2,2019,2019-08-15,FUND_SYNTH_000468,ORDERED
MANAGER_SYNTH_00117,venture,early_stage,FUND_SYNTH_000467,1,2020,2020-11-15,,ORDERED
MANAGER_SYNTH_00117,venture,early_stage,FUND_SYNTH_000465,2,2021,2021-05-15,FUND_SYNTH_000467,ORDERED
MANAGER_SYNTH_00118,buyout,middle_market,FUND_SYNTH_000471,1,2013,2013-05-15,,ORDERED
