population,fund_id,manager_id,manager_name,strategy,sub_strategy,vintage_year,currency,as_of_date,current_status,v1_status,v1_fund_score,v1_tvpi_percentile,v1_dpi_percentile,dpi,rvpi,tvpi,xirr,xirr_status,xirr_basis,realized_share,nav_reliance,ks_pme,direct_alpha,benchmark_id,benchmark_status,distribution_recency_months,distribution_velocity_1y,call_50_months,call_75_months,company_hhi,top_company_share,top3_company_share,sector_hhi,top_sector_share,top_sector,geography_hhi,geography_status,holdings_status,economic_loss_status,management_fee_rate,waterfall_type,term_status,size_step_up,size_predecessor_fund_id,size_step_status,strict_20_10_eligible,reference_peer_count,reference_peer_manager_count,size_peer_count,size_peer_manager_count,tvpi_peer_median,tvpi_peer_q25,tvpi_peer_q75,tvpi_robust_z,tvpi_size_percentile,dpi_peer_median,dpi_peer_q25,dpi_peer_q75,dpi_robust_z,dpi_size_percentile,trailing_1y_xirr,trailing_1y_status,trailing_3y_xirr,trailing_3y_status,trailing_5y_xirr,trailing_5y_status,trailing_10y_xirr,trailing_10y_status,age_3_status,age_3_date,age_3_lag_days,age_3_tvpi,age_3_dpi,age_3_tvpi_percentile,age_3_dpi_percentile,age_5_status,age_5_date,age_5_lag_days,age_5_tvpi,age_5_dpi,age_5_tvpi_percentile,age_5_dpi_percentile,age_7_status,age_7_date,age_7_lag_days,age_7_tvpi,age_7_dpi,age_7_tvpi_percentile,age_7_dpi_percentile,age_10_status,age_10_date,age_10_lag_days,age_10_tvpi,age_10_dpi,age_10_tvpi_percentile,age_10_dpi_percentile
fixture,FUND_SYNTH_000162,MANAGER_SYNTH_00041,Synthetic Alternatives Manager 0041,buyout,middle_market,2023,EUR,2026-06-30,AVAILABLE,PEERS_INSUFFICIENT,,,,0.261978,1.06356,1.325539,0.1255690511,AVAILABLE,unstated,0.19763915609612936,0.8023608439038705,,,,BENCHMARK_CURRENCY_UNSUPPORTED,0.4928131416837782,0.10357853282163595,3.02258726899384,4.960985626283367,0.27228558148929777,0.3546086320409656,0.8497724132325448,0.27228558148929777,0.3546086320409656,Consumer,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,FUND_SYNTH_000163,FUND_SIZE_CURRENCY_MISMATCH,false,8,8,2,2,1.5471687570400001,1.4391590518325,1.6434371254725,-1.3542625472236753,,0.499660246031,0.307487760559,0.6970590772235,-0.8002505174776865,,0.09586395793137943,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000163,MANAGER_SYNTH_00041,Synthetic Alternatives Manager 0041,buyout,middle_market,2020,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,53.3333333333,41.0256410256,71.7948717949,0.675013,0.714987,1.39,0.0733686342,AVAILABLE,unstated,0.4856207385404712,0.5143792614595288,0.8564487429,-0.032021239,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,4.041067761806982,0.1604928489362545,6.04517453798768,8.4435318275154,0.5824526206920604,0.7030426318437343,1.0,0.5824526206920604,0.7030426318437343,Business Services,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,39,35,12,12,1.5315586671,1.2665994279250001,1.776082459935,-0.36235146335277624,25.0,0.483142819019,0.3274675660035,0.7732218955805,0.7171947607097918,50.0,0.06979336029613478,AVAILABLE,0.06221912498018917,AVAILABLE,0.07340022157379932,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2023-03-31,45,1.20411,0.102532,25.0,41.666666666666664,AVAILABLE,2025-03-31,45,1.324299,0.548302,26.666666666666668,40.0,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000164,MANAGER_SYNTH_00041,Synthetic Alternatives Manager 0041,private_credit,direct_lending,2023,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,6.20689655172,10.3448275862,0.0,0.233013,0.925533,1.158546,0.0674864695,AVAILABLE,unstated,0.20112530993705893,0.798874690062941,0.7683842841,-0.1104141387,BM_SYNTH_HIGH_YIELD_CREDIT,AVAILABLE,4.205338809034908,0.16219245343438116,0.0,3.2854209445585214,0.17205243829959044,0.1982213202817238,0.5747284230631491,0.3824769310638684,0.5623134773785365,Software,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,29,26,9,8,1.24917300695,1.22805914972,1.35895710316,-0.8585675309317854,,0.437675248534,0.318171049514,0.624892636839,-0.7881341897345325,,0.06204332905750205,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000165,MANAGER_SYNTH_00042,Synthetic Alternatives Manager 0042,secondaries,lp_led,2024,USD,2026-06-30,AVAILABLE,,,,,0.130657,0.952841,1.083498,0.0591507784,AVAILABLE,unstated,0.1205881277202736,0.8794118722797265,1.2875561859,0.2007881537,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,0.8213552361396304,0.1298031496062992,0.0,6.537987679671458,0.20707894507493763,0.31101314257195145,0.7218848777241724,0.33996975641147664,0.39897687572783236,Business Services,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,0.07707915916779133,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000166,MANAGER_SYNTH_00042,Synthetic Alternatives Manager 0042,infrastructure,core_plus,2013,USD,,NO_COMMON_DATE_RECORD,,,,,,,,,RETURN_UNAVAILABLE,unstated,,,,,,NO_CURRENT_PERIOD,,,,,,,,,,,,UNKNOWN,HOLDINGS_UNAVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,AVAILABLE,2016-06-30,46,1.090537,0.0,,,AVAILABLE,2018-06-30,46,1.178142,0.008413,,,AVAILABLE,2020-06-30,46,1.247003,0.263263,,,AVAILABLE,2023-06-30,46,1.334635,0.820701,,
fixture,FUND_SYNTH_000167,MANAGER_SYNTH_00042,Synthetic Alternatives Manager 0042,infrastructure,core_plus,2013,USD,,NO_COMMON_DATE_RECORD,,,,,,,,,RETURN_UNAVAILABLE,unstated,,,,,,NO_CURRENT_PERIOD,,,,,,,,,,,,UNKNOWN,HOLDINGS_UNAVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,AVAILABLE,2016-09-30,46,1.259107,0.0,,,AVAILABLE,2018-09-30,46,1.420903,0.049391,,,AVAILABLE,2020-09-30,46,1.561207,0.235256,,,AVAILABLE,2023-09-30,46,1.750874,1.053448,,
fixture,FUND_SYNTH_000168,MANAGER_SYNTH_00042,Synthetic Alternatives Manager 0042,venture,early_stage,2012,USD,,NO_COMMON_DATE_RECORD,,,,,,,,,RETURN_UNAVAILABLE,unstated,,,,,,NO_CURRENT_PERIOD,,,,,,,,,,,,UNKNOWN,HOLDINGS_UNAVAILABLE,UNSUPPORTED_DEFINITION,0.018,deal_by_deal,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,AVAILABLE,2014-12-31,46,0.857498,0.0,5.882352941176471,50.0,AVAILABLE,2016-12-31,46,0.83219,0.021165,5.882352941176471,5.882352941176471,AVAILABLE,2018-12-31,46,0.796149,0.065518,5.882352941176471,0.0,AVAILABLE,2021-12-31,46,0.736189,0.31709,5.882352941176471,5.882352941176471
fixture,FUND_SYNTH_000169,MANAGER_SYNTH_00043,Synthetic Alternatives Manager 0043,real_estate,value_add,2023,CAD,2026-06-30,AVAILABLE,PEERS_INSUFFICIENT,,,,0.241123,0.989874,1.230997,0.0730051474,AVAILABLE,unstated,0.1958762886597938,0.8041237113402062,,,,BENCHMARK_CURRENCY_UNSUPPORTED,0.26283367556468173,0.1821141657194598,2.2340862422997945,5.420944558521561,0.5293613378445804,0.6211638102829812,0.9999999999999999,0.5293613378445804,0.6211638102829812,Energy Transition,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,false,0,0,0,0,,,,,,,,,,,0.056469136525472224,AVAILABLE,0.08949166712758203,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2025-12-31,46,1.202328,0.116014,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000170,MANAGER_SYNTH_00043,Synthetic Alternatives Manager 0043,private_credit,direct_lending,2013,USD,,NO_COMMON_DATE_RECORD,,,,,,,,,RETURN_UNAVAILABLE,unstated,,,,,,NO_CURRENT_PERIOD,,,,,,,,,,,,UNKNOWN,HOLDINGS_UNAVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,AVAILABLE,2016-09-30,46,1.135774,0.0,65.0,50.0,AVAILABLE,2018-09-30,46,1.228748,0.05126,50.0,50.0,AVAILABLE,2020-09-30,46,1.307453,0.289605,50.0,85.0,AVAILABLE,2023-09-30,46,1.412392,0.863879,50.0,75.0
fixture,FUND_SYNTH_000171,MANAGER_SYNTH_00043,Synthetic Alternatives Manager 0043,private_credit,direct_lending,2018,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,31.5,32.5,30.0,0.908556,0.337365,1.245921,0.0467478005,AVAILABLE,unstated,0.7292243536280234,0.27077564637197665,0.6774379238,-0.0813518271,BM_SYNTH_HIGH_YIELD_CREDIT,AVAILABLE,6.373716632443532,0.24477882341100096,11.137577002053389,20.763860369609855,0.26827695141725566,0.32920593852029817,0.8284359021745826,0.38123679109926517,0.5007700363457155,Healthcare,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,0.8321124745330409,FUND_SYNTH_000170,AVAILABLE,true,40,38,13,13,1.35882505007,1.17869974942,1.588734702825,-0.3828926115390723,30.76923076923077,1.039202977765,0.85556486522075,1.2663448839975,-0.42563271392354635,30.76923076923077,0.0707558991200674,AVAILABLE,0.051993665596038886,AVAILABLE,0.04619690222068121,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2021-06-30,50,1.093063,0.0189,32.5,65.0,AVAILABLE,2023-06-30,50,1.164661,0.403288,37.5,97.5,AVAILABLE,2025-06-30,50,1.220442,0.807469,39.473684210526315,84.21052631578948,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000172,MANAGER_SYNTH_00043,Synthetic Alternatives Manager 0043,secondaries,lp_led,2015,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,50.5263157895,42.1052631579,63.1578947368,1.335968,0.143136,1.479104,0.057209328,AVAILABLE,unstated,0.9032275687251431,0.09677243127485687,1.0058992074,0.0008586382,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,0.9527720739219713,0.7563707543408127,14.685831622176591,26.546201232032853,0.2907304701580564,0.3752963757479959,0.862481652929886,0.5324252344424156,0.6973015693801513,Healthcare,0.9999999999999998,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,false,19,18,6,6,1.53264673819,1.3969470400950001,1.7331493126650002,-0.22123144887769378,,1.27369928401,1.0073327121805,1.50337494823,0.16274186489469017,,0.12060330610877348,AVAILABLE,0.0745514888359562,AVAILABLE,0.056489977524089977,AVAILABLE,0.060789783523927124,AVAILABLE,AVAILABLE,2018-03-31,45,1.1334,0.0,21.05263157894737,28.94736842105263,AVAILABLE,2020-03-31,45,1.23897,0.149876,26.31578947368421,42.10526315789474,AVAILABLE,2022-03-31,45,1.324316,0.333414,18.75,25.0,AVAILABLE,2025-03-31,45,1.435809,0.998756,,
fixture,FUND_SYNTH_000173,MANAGER_SYNTH_00044,Synthetic Alternatives Manager 0044,infrastructure,core_plus,2019,EUR,2026-06-30,AVAILABLE,PEERS_INSUFFICIENT,,,,0.784937,0.55472,1.339657,0.0648533064,AVAILABLE,unstated,0.5859240209642241,0.4140759790357759,,,,BENCHMARK_CURRENCY_UNSUPPORTED,10.020533880903491,0.192777701496636,7.7207392197125255,18.102669404517453,0.5222618270638029,0.605503144654088,1.0,0.5222618270638029,0.605503144654088,Healthcare,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,false,5,5,1,1,1.19853634962,1.08615781809,1.65223554285,0.7008463450641289,,0.989413849447,0.746605148014,1.21029264463,-0.5680096399417321,,0.07863132776408695,AVAILABLE,0.05488090790083289,AVAILABLE,0.061986180884756756,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2022-09-30,63,1.162404,0.062798,,,AVAILABLE,2024-09-30,63,1.264582,0.317939,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000174,MANAGER_SYNTH_00044,Synthetic Alternatives Manager 0044,growth,growth_equity,2016,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,87.5,87.5,87.5,2.083724,0.272873,2.356596,0.1638488843,AVAILABLE,unstated,0.884208995734781,0.11579100426521909,6.047504256,0.3918039961,BM_SYNTH_SMALL_CAP_EQUITY,AVAILABLE,0.6570841889117043,0.7997637541611483,11.40041067761807,27.104722792607802,0.21221348860524927,0.24141900376726663,0.7035370447886145,0.25297100863960514,0.2964629552113855,Software,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,24,24,7,7,1.967268763905,1.8328097946325,2.247019821375,1.0091966912552406,,1.672616991715,1.2539971840150002,1.9868305003475002,0.746661770758,,0.179480953635391,AVAILABLE,0.16957294090056163,AVAILABLE,0.13349703771271682,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2019-09-30,46,1.47641,0.0,87.5,41.666666666666664,AVAILABLE,2021-09-30,46,1.779069,0.253912,87.5,70.83333333333333,AVAILABLE,2023-09-30,46,2.036665,1.117504,87.5,95.83333333333333,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000175,MANAGER_SYNTH_00044,Synthetic Alternatives Manager 0044,real_estate,value_add,2024,USD,2026-06-30,AVAILABLE,,,,,0.135646,0.993247,1.128894,0.0906790649,AVAILABLE,unstated,0.12015870778030653,0.8798412922196935,0.8700263116,-0.0950844293,BM_SYNTH_LISTED_REAL_ESTATE,AVAILABLE,0.7885010266940452,0.12670518199591416,2.6940451745379876,2.6940451745379876,0.35289092868845284,0.44626301934302387,1.0,0.35289092868845284,0.44626301934302387,Healthcare,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,0.08957169568013149,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000176,MANAGER_SYNTH_00044,Synthetic Alternatives Manager 0044,growth,growth_equity,2025,EUR,2026-06-30,AVAILABLE,,,,,0.069279,1.166604,1.235882,0.6798151191,AVAILABLE,unstated,0.05605596851770879,0.9439440314822912,,,,BENCHMARK_CURRENCY_UNSUPPORTED,0.4271047227926078,,3.515400410677618,3.515400410677618,0.13708879692116163,0.19876783398184175,0.5158421345191773,0.295293655067946,0.47192884936075596,Business Services,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,FUND_SYNTH_000174,FUND_SIZE_CURRENCY_MISMATCH,,,,,,,,,,,,,,,,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000177,MANAGER_SYNTH_00045,Synthetic Alternatives Manager 0045,private_credit,direct_lending,2012,USD,,NO_COMMON_DATE_RECORD,,,,,,,,,RETURN_UNAVAILABLE,unstated,,,,,,NO_CURRENT_PERIOD,,,,,,,,,,,,UNKNOWN,HOLDINGS_UNAVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,AVAILABLE,2015-03-31,64,1.177381,0.0,85.0,50.0,AVAILABLE,2017-03-31,64,1.322149,0.048665,85.0,45.0,AVAILABLE,2019-03-31,64,1.440243,0.261109,85.0,75.0,AVAILABLE,2022-03-31,64,1.593951,0.685265,85.0,35.0
fixture,FUND_SYNTH_000178,MANAGER_SYNTH_00045,Synthetic Alternatives Manager 0045,growth,growth_equity,2025,USD,2026-06-30,AVAILABLE,,,,,0.062533,1.052155,1.114689,0.1475340194,AVAILABLE,unstated,0.05609930771067081,0.9439006922893292,1.1478460192,0.1972716886,BM_SYNTH_SMALL_CAP_EQUITY,AVAILABLE,1.0184804928131417,0.1703515766582095,6.209445585215605,6.209445585215605,0.5024010311807844,0.5346484572584724,1.0,0.5024010311807844,0.5346484572584724,Business Services,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,0.26069703183088894,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000179,MANAGER_SYNTH_00045,Synthetic Alternatives Manager 0045,buyout,middle_market,2016,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,71.5254237288,62.7118644068,84.7457627119,1.777278,0.179851,1.957129,0.1148336816,AVAILABLE,unstated,0.9081047207909761,0.09189527920902381,1.4103423198,0.0609546711,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,0.9527720739219713,0.7621366657478024,15.047227926078028,35.05544147843943,0.6130627712469624,0.7377632974693135,0.9999999999999999,0.6130627712469624,0.7377632974693135,Industrials,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,59,53,19,19,1.82138279278,1.53796903383,2.03688900572,0.35357720304733303,57.89473684210526,1.30814930934,1.112296951295,1.63146081074,1.2544876921349721,100.0,0.2604349343431159,AVAILABLE,0.10686688904131357,AVAILABLE,0.09098340533322281,AVAILABLE,0.12381219967887029,AVAILABLE,AVAILABLE,2018-12-31,46,1.29787,0.0,44.067796610169495,32.20338983050848,AVAILABLE,2020-12-31,46,1.511304,0.218538,44.067796610169495,44.067796610169495,AVAILABLE,2022-12-31,46,1.687189,0.657468,48.07692307692308,50.0,AVAILABLE,2025-12-31,46,1.920363,1.63294,61.53846153846154,76.92307692307692
fixture,FUND_SYNTH_000180,MANAGER_SYNTH_00045,Synthetic Alternatives Manager 0045,infrastructure,core_plus,2015,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,86.6666666667,86.6666666667,86.6666666667,1.524912,0.18785,1.712761,0.086311701,AVAILABLE,unstated,0.8903235530546624,0.10967644694533764,1.1475452623,0.0212173421,BM_SYNTH_LISTED_INFRASTRUCTURE,AVAILABLE,1.1827515400410678,0.7288020621353956,20.27104722792608,39.65503080082136,0.5444656361603184,0.6491067338524965,1.0,0.5444656361603184,0.6491067338524965,Consumer,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,false,15,14,5,5,1.45769003174,1.380433691795,1.6473898678499999,1.0239807620632326,,1.17259013545,1.0222369793750001,1.37984650053,1.5612931577509925,,0.15919873057503434,AVAILABLE,0.09699369317431299,AVAILABLE,0.0753976860526315,AVAILABLE,0.09020187728164669,AVAILABLE,AVAILABLE,2017-12-31,46,1.184529,0.0,60.0,36.666666666666664,AVAILABLE,2019-12-31,46,1.345275,0.085399,80.0,13.333333333333334,AVAILABLE,2021-12-31,46,1.472662,0.467137,80.0,53.333333333333336,AVAILABLE,2024-12-31,46,1.636882,1.000878,,
fixture,FUND_SYNTH_000181,MANAGER_SYNTH_00046,Synthetic Alternatives Manager 0046,fund_of_funds,diversified,2025,USD,2026-06-30,AVAILABLE,,,,,0.070616,1.167051,1.237667,0.245785108,AVAILABLE,unstated,0.05705539621088374,0.9429446037891163,1.3499015368,0.3634569011,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,1.1827515400410678,0.15521343596920922,0.0,2.858316221765914,0.5636868105271886,0.6784472058161581,1.0,0.5636868105271886,0.6784472058161581,Energy Transition,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,0.3373840759469808,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000182,MANAGER_SYNTH_00046,Synthetic Alternatives Manager 0046,real_estate,value_add,2024,USD,2026-06-30,AVAILABLE,,,,,0.126652,0.927276,1.053928,0.0392660732,AVAILABLE,unstated,0.12017133956386292,0.8798286604361371,0.8172839234,-0.1379703956,BM_SYNTH_LISTED_REAL_ESTATE,AVAILABLE,1.1827515400410678,0.1402310924369748,2.9897330595482545,2.9897330595482545,0.5117799089341887,0.5767460387713552,1.0,0.5117799089341887,0.5767460387713552,Energy Transition,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,1.5815823190262652,FUND_SYNTH_000184,AVAILABLE,,,,,,,,,,,,,,,,0.05423528380776872,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000183,MANAGER_SYNTH_00046,Synthetic Alternatives Manager 0046,secondaries,lp_led,2014,EUR,2026-06-30,AVAILABLE,PEERS_INSUFFICIENT,,,,1.424397,0.152609,1.577006,0.0629252793,AVAILABLE,unstated,0.9032285675157492,0.0967714324842509,,,,BENCHMARK_CURRENCY_UNSUPPORTED,0.459958932238193,0.7796032824677,17.872689938398356,33.544147843942504,0.20736036948888023,0.23621675806356507,0.6778111916976237,0.3669363788653475,0.44790376791084385,Software,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,false,0,0,0,0,,,,,,,,,,,0.08705177213518067,AVAILABLE,0.07518623747007325,AVAILABLE,0.0610548153938731,AVAILABLE,0.06340702122539764,AVAILABLE,AVAILABLE,2016-12-31,46,1.130352,0.0,,,AVAILABLE,2018-12-31,46,1.256502,0.100242,,,AVAILABLE,2020-12-31,46,1.355665,0.380349,,,AVAILABLE,2023-12-31,46,1.481845,0.895561,,
fixture,FUND_SYNTH_000184,MANAGER_SYNTH_00046,Synthetic Alternatives Manager 0046,real_estate,value_add,2019,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,20.0,25.9259259259,11.1111111111,0.794515,0.546897,1.341412,0.0604758031,AVAILABLE,unstated,0.5922976346130988,0.4077023653869012,0.3754650869,-0.1811813092,BM_SYNTH_LISTED_REAL_ESTATE,AVAILABLE,0.8213552361396304,0.496700850624056,6.012320328542095,14.193018480492814,0.5010744247719914,0.5231778425655977,1.0,0.5010744247719914,0.5231778425655977,Industrials,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,27,26,9,9,1.59221033817,1.3499074627,1.9395814904050002,-0.5392588412375098,,1.15065832074,0.950200657604,1.687790363515,-0.7873849076120412,,0.05472680677618136,AVAILABLE,0.0495042663185596,AVAILABLE,0.059476256220421464,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2022-09-30,48,1.162833,0.032607,29.62962962962963,74.07407407407408,AVAILABLE,2024-09-30,48,1.265915,0.296408,25.925925925925927,74.07407407407408,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
